Date,broad_stock_bull_diagnostic,narrow_bull_warning_diagnostic,neutral_stock_risk_on_diagnostic,neutral_stock_chop_warning_diagnostic,recovery_stock_confirmed_diagnostic,fake_recovery_warning_diagnostic,diagnostic_aggression_score_high,diagnostic_aggression_score,diagnostic_label
2009-08-14,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-08-21,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-08-28,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-09-04,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-09-11,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-09-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-09-25,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-10-02,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-10-09,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-10-16,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-10-23,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-10-30,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-11-06,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-11-13,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-11-20,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-11-27,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-12-04,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-12-11,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-12-18,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2009-12-25,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-01-01,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-01-08,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-01-15,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-01-22,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-01-29,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-02-05,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-02-12,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-02-19,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-02-26,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-03-05,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-03-12,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-03-19,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-03-26,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-04-02,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-04-09,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-04-16,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-04-23,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-04-30,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-05-07,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-05-14,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-05-21,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-05-28,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-06-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-06-11,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-06-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-06-25,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-07-02,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-07-09,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-07-16,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-07-23,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-07-30,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-08-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-08-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-08-20,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-08-27,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-09-03,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-09-10,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-09-17,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-09-24,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-10-01,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-10-08,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-10-15,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-10-22,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-10-29,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-11-05,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-11-12,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-11-19,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-11-26,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-12-03,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-12-10,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-12-17,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-12-24,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2010-12-31,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-01-07,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-01-14,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-01-21,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-01-28,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-02-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-02-11,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-02-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-02-25,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-03-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-03-11,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-03-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-03-25,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-04-01,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-04-08,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-04-15,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-04-22,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-04-29,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-05-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-05-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-05-20,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-05-27,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-06-03,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-06-10,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-06-17,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-06-24,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-07-01,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-07-08,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-07-15,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-07-22,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-07-29,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-08-05,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-08-12,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-08-19,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-08-26,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-09-02,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-09-09,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-09-16,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-09-23,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-09-30,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-10-07,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-10-14,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-10-21,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-10-28,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-11-04,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-11-11,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-11-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-11-25,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-12-02,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-12-09,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-12-16,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-12-23,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2011-12-30,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-01-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-01-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-01-20,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-01-27,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-02-03,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-02-10,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-02-17,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-02-24,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-03-02,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-03-09,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-03-16,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-03-23,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-03-30,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-04-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-04-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-04-20,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-04-27,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-05-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-05-11,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-05-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-05-25,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-06-01,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-06-08,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-06-15,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-06-22,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-06-29,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-07-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-07-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-07-20,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-07-27,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-08-03,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-08-10,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-08-17,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-08-24,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-08-31,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-09-07,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-09-14,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-09-21,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-09-28,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-10-05,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-10-12,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-10-19,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-10-26,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-11-02,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-11-09,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-11-16,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-11-23,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-11-30,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-12-07,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-12-14,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-12-21,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2012-12-28,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-01-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-01-11,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-01-18,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-01-25,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-02-01,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-02-08,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-02-15,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-02-22,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-03-01,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-03-08,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-03-15,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-03-22,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-03-29,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-04-05,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-04-12,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-04-19,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-04-26,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-05-03,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-05-10,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-05-17,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-05-24,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-05-31,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-06-07,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-06-14,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-06-21,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-06-28,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-07-05,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-07-12,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-07-19,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-07-26,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-08-02,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-08-09,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-08-16,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-08-23,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-08-30,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-09-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-09-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-09-20,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-09-27,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-10-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-10-11,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-10-18,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-10-25,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-11-01,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-11-08,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-11-15,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-11-22,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-11-29,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-12-06,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-12-13,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-12-20,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2013-12-27,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-01-03,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-01-10,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-01-17,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-01-24,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-01-31,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-02-07,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-02-14,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-02-21,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-02-28,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-03-07,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-03-14,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-03-21,False,False,False,False,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-03-28,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
2014-04-04,False,False,False,True,False,False,False,0.075,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
