cik10,company_name,sec_terminal_date,completion_accession,completion_items,nearby_25_nse,notice_accessions,later_periodic_filing,terminal_reason
0001463172,"ZENDESK, INC.",2022-11-22,0001140361-22-042681,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0000876661-22-001017,False,completion_8k
0001818212,COHN ROBBINS HOLDINGS CORP.,2022-11-28,0000876661-22-001027,,True,0000876661-22-001027,False,form25_plus_form15_no_later_periodic
0001033012,FLAGSTAR BANCORP INC,2022-12-01,0001193125-22-295983,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-22-001061,False,completion_8k
0001582568,PBF LOGISTICS LP,2022-12-01,0000876661-22-001068,,True,0000876661-22-001068,False,form25_plus_form15_no_later_periodic
0001710583,"SWITCH, INC.",2022-12-06,0001193125-22-298966,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-001090,False,completion_8k
0001759008,"CARLOTZ, INC.",2022-12-09,0001213900-22-078786,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-22-000704|0001354457-22-000703,False,completion_8k
0001069996,FEDNAT HOLDING CO,2022-12-12,0001069996-22-000102,1.03|5.02|7.01|9.01,True,0001069996-22-000100,False,bankruptcy_equity_termination
0001466301,"CLOVIS ONCOLOGY, INC.",2022-12-13,0001193125-22-303179,1.01|1.03|2.03|2.04|8.01|9.01,True,0001354457-22-000797,False,bankruptcy_equity_termination
0001774155,BTRS HOLDINGS INC.,2022-12-16,0000950103-22-021095,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-22-000741,False,completion_8k
0000815094,ABIOMED INC,2022-12-22,0001193125-22-311074,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-22-000772,False,completion_8k
0001175483,DRIVE SHACK INC.,2022-12-23,0001140361-22-046852,,True,0001140361-22-046852,False,form25_plus_form15_no_later_periodic
0001287808,"HILL INTERNATIONAL, INC.",2022-12-27,0001104659-22-130052,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-22-001186,False,completion_8k
0001703785,SITIO ROYALTIES CORP.,2022-12-29,0001193125-22-314836,1.01|2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0000876661-22-001217,False,completion_8k
0001745797,"BRIGHAM MINERALS, INC.",2022-12-29,0001193125-22-314817,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|5.07|7.01|9.01,True,0000876661-22-001216,False,completion_8k
0000866368,"PS BUSINESS PARKS, INC./MD",2023-01-03,0001193125-23-000764,,True,0001193125-23-000764,False,form25_plus_form15_no_later_periodic
0001637761,SEASPINE HOLDINGS CORP,2023-01-05,0001193125-23-001942,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000004,False,completion_8k
0001576169,"BENEFITFOCUS, INC.",2023-01-24,0001193125-23-013732,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000038,False,completion_8k
0000794172,MERIDIAN BIOSCIENCE INC,2023-02-01,0001193125-23-021179,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000055,False,completion_8k
0000091928,SOUTH JERSEY INDUSTRIES INC,2023-02-06,0001140361-23-004582,,True,0001140361-23-004582,False,form25_plus_form15_no_later_periodic
0001637655,HORIZON GLOBAL CORP,2023-02-08,0001193125-23-028092,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000096,False,completion_8k
0001745317,"VELODYNE LIDAR, INC.",2023-02-13,0001193125-23-033024,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000085,False,completion_8k
0001418100,AVAYA HOLDINGS CORP.,2023-02-15,0000876661-23-000119,,True,0000876661-23-000119,False,form25_plus_form15_no_later_periodic
0000878726,TUESDAY MORNING CORP/DE,2023-02-17,0001104659-23-023292,1.01|1.03|2.03|7.01|9.01,True,0001104659-23-000119,False,bankruptcy_equity_termination
0001857951,WEBER INC.,2023-02-21,0001193125-23-043053,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000130,False,completion_8k
0001303313,"LHC GROUP, INC",2023-02-22,0000950170-23-003585,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000106,False,completion_8k
0001404123,1LIFE HEALTHCARE INC,2023-02-22,0001193125-23-044883,1.01|1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000108,False,completion_8k
0001819881,PAYA HOLDINGS INC.,2023-02-22,0001213900-23-013445,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000107,False,completion_8k
0001385867,COUPA SOFTWARE INC,2023-02-28,0001193125-23-054081,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000116,False,completion_8k
0001077771,UMPQUA HOLDINGS CORP,2023-03-01,0001193125-23-056482,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000133,False,completion_8k
0001393066,RESOLUTE FOREST PRODUCTS INC.,2023-03-01,0001193125-23-056328,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000156,False,completion_8k
0001466538,COWEN INC.,2023-03-01,0000950157-23-000197,1.01|1.02|2.01|2.03|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000134,False,completion_8k
0001651094,"ELEVATE CREDIT, INC.",2023-03-01,0000876661-23-000147,,True,0000876661-23-000147,False,form25_plus_form15_no_later_periodic
0001679082,MYOVANT SCIENCES LTD.,2023-03-10,0001140361-23-011046,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000191,False,completion_8k
0001713952,"VIVINT SMART HOME, INC.",2023-03-10,0001193125-23-066979,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000197,False,completion_8k
0001829426,FAR PEAK ACQUISITION CORP,2023-03-13,0000876661-23-000211,,True,0000876661-23-000211,False,form25_plus_form15_no_later_periodic
0000719739,SVB FINANCIAL GROUP,2023-03-17,0001193125-23-073665,1.03|3.01|5.02|9.01,True,0001354457-23-000327,False,bankruptcy_equity_termination
0001135185,ATLAS AIR WORLDWIDE HOLDINGS INC,2023-03-17,0001104659-23-033984,1.01|1.02|2.01|2.03|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000189,False,completion_8k
0001159281,ALERISLIFE INC.,2023-03-20,0001354457-23-000192,,True,0001354457-23-000192,False,form25_plus_form15_no_later_periodic
0001745041,"IAA, INC.",2023-03-21,0001104659-23-034674,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000269,False,completion_8k
0001704596,"EVO PAYMENTS, INC.",2023-03-24,0001193125-23-078631,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000209,False,completion_8k
0001374535,ALTRA INDUSTRIAL MOTION CORP.,2023-03-27,0000950157-23-000298,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000215,False,completion_8k
0001709401,"RUBIUS THERAPEUTICS, INC.",2023-03-28,0001104659-23-037737,,True,0001104659-23-037737,False,form25_plus_form15_no_later_periodic
0001828182,"SIGNIFY HEALTH, INC.",2023-03-29,0001193125-23-082993,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000295,False,completion_8k
0001160951,"DUCK CREEK TECHNOLOGIES, INC.",2023-03-30,0001140361-23-014664,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000231,False,completion_8k
0001688852,SAFEHOLD INC.,2023-03-31,0001104659-23-039699,1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0000876661-23-000306,False,completion_8k
0001828672,"BOXED, INC.",2023-04-03,0001140361-23-015648,1.03|2.04|7.01|8.01|9.01,True,0000876661-23-000355|0000876661-23-000354,False,bankruptcy_equity_termination
0001751143,"ATLAS TECHNICAL CONSULTANTS, INC.",2023-04-19,0001213900-23-030846,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000286,False,completion_8k
0001801754,"TREAN INSURANCE GROUP, INC.",2023-04-21,0001140361-23-019510,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000290,False,completion_8k
0001092662,"CHEMBIO DIAGNOSTICS, INC.",2023-04-27,0001140361-23-021050,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000304,False,completion_8k
0001180145,CARDIOVASCULAR SYSTEMS INC,2023-04-27,0001104659-23-051430,2.01|3.01|3.03|5.01|5.03|5.07|9.01,True,0001354457-23-000306,False,completion_8k
0001695357,"PROVENTION BIO, INC.",2023-04-27,0001493152-23-013783,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000303,False,completion_8k
0000742112,INVACARE CORP,2023-05-02,0000742112-23-000041,1.03|7.01|9.01,True,0000876661-23-000121,False,bankruptcy_equity_termination
0001564406,"OAK STREET HEALTH, INC.",2023-05-02,0001193125-23-132570,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000369,False,completion_8k
0001121142,MAXAR TECHNOLOGIES INC.,2023-05-03,0001104659-23-055309,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000379|0000876661-23-000378,False,completion_8k
0001640455,"JOUNCE THERAPEUTICS, INC.",2023-05-04,0001640455-23-000093,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000336,False,completion_8k
0001312109,SILVERGATE CAPITAL CORP,2023-05-11,0000876661-23-000397,,True,0000876661-23-000397,False,form25_plus_form15_no_later_periodic
0001643269,"SUMO LOGIC, INC.",2023-05-15,0001140361-23-024758,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000347,False,completion_8k
0001604643,EVOQUA WATER TECHNOLOGIES CORP.,2023-05-24,0001193125-23-152552,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000436,False,completion_8k
0001595585,"TRICIDA, INC.",2023-05-25,0001595585-23-000036,1.03|7.01|9.01,True,0001354457-23-000148,False,bankruptcy_equity_termination
0001378453,TRAVELCENTERS OF AMERICA INC. /MD/,2023-05-26,0001104659-23-065233,,True,0001104659-23-065233,False,form25_plus_form15_no_later_periodic
0001575051,SISECAM RESOURCES LP,2023-05-26,0001140361-23-027015,1.01|2.01|3.01|3.03|7.01|9.01,True,0000876661-23-000449,False,completion_8k
0001784797,BROADMARK REALTY CAPITAL INC.,2023-05-31,0001104659-23-066662,1.02|2.01|3.01|3.03|5.01|5.02|9.01,True,0000876661-23-000458,False,completion_8k
0000055772,KIMBALL INTERNATIONAL INC,2023-06-01,0001140361-23-027820,1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0001354457-23-000370,False,completion_8k
0001273931,MONEYGRAM INTERNATIONAL INC,2023-06-01,0001193125-23-158474,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000371,False,completion_8k
0001739936,MOMENTIVE GLOBAL INC.,2023-06-02,0001140361-23-027837,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-23-000369,False,completion_8k
0001794905,"CYXTERA TECHNOLOGIES, INC.",2023-06-05,0001193125-23-160378,1.03|2.04|7.01|9.01,True,0001354457-23-000487,False,bankruptcy_equity_termination
0001038133,HESKA CORP,2023-06-13,0001140361-23-029431,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000392,False,completion_8k
0001324272,"RUTHS HOSPITALITY GROUP, INC.",2023-06-14,0001193125-23-166585,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000395,False,completion_8k
0001827075,CVENT HOLDING CORP.,2023-06-15,0001193125-23-167888,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000399,False,completion_8k
0001718852,"PROMETHEUS BIOSCIENCES, INC.",2023-06-16,0001193125-23-168524,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000406,False,completion_8k
0000057725,LANNETT CO INC,2023-06-20,0001104659-23-072530,1.01|1.02|1.03|2.03|3.02|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000382,False,bankruptcy_equity_termination
0000077159,RANGER OIL CORP,2023-06-20,0001104659-23-072968,1.02|2.01|3.01|3.03|5.01|5.02|5.07|8.01|9.01,True,0001354457-23-000419,False,completion_8k
0001747748,QUALTRICS INTERNATIONAL INC.,2023-06-28,0001628280-23-023743,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000432,False,completion_8k
0000870826,"IMEDIA BRANDS, INC.",2023-06-29,0001104659-23-076399,1.02|1.03|2.04|3.01,True,0001354457-23-000540,False,bankruptcy_equity_termination
0000923571,US XPRESS ENTERPRISES INC,2023-07-05,0001104659-23-078157,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000554,False,completion_8k
0001831617,"DIVERSEY HOLDINGS, LTD.",2023-07-05,0001104659-23-078137,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000453,False,completion_8k
0001741231,"TATTOOED CHEF, INC.",2023-07-06,0001628280-23-024475,1.03|2.04|2.05|3.01|5.02|7.01|9.01,True,0001354457-23-000543,False,bankruptcy_equity_termination
0001410939,"IVERIC BIO, INC.",2023-07-11,0001104659-23-079843,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000493,False,completion_8k
0001597313,"VIEWRAY, INC.",2023-07-17,0001628280-23-024952,1.01|1.03|2.04|5.02|7.01|9.01,True,0001354457-23-000653,False,bankruptcy_equity_termination
0000944314,"LIFE STORAGE, INC.",2023-07-20,0001193125-23-190113,2.01|3.01|3.03|5.01|5.02|7.01|9.01,True,0000876661-23-000592,False,completion_8k
0001136294,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,2023-07-24,0001104659-23-083246,1.01|1.03|2.03|2.04|7.01|9.01,True,0001143313-23-000048,False,bankruptcy_equity_termination
0000040888,"AEROJET ROCKETDYNE HOLDINGS, INC.",2023-07-28,0001193125-23-196927,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000609,False,completion_8k
0001494319,UNIVAR SOLUTIONS INC.,2023-08-01,0001193125-23-199985,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000621,False,completion_8k
0000077877,"PDC ENERGY, INC.",2023-08-07,0001104659-23-088136,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000567,False,completion_8k
0001365916,"AMYRIS, INC.",2023-08-10,0001365916-23-000094,1.01|1.03|2.03|2.04|2.05|5.02|7.01|9.01,True,0001354457-23-000646,False,bankruptcy_equity_termination
0001435049,"CHINOOK THERAPEUTICS, INC.",2023-08-11,0001193125-23-210803,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000573,False,completion_8k
0001790982,ARCONIC CORP,2023-08-18,0001140361-23-040367,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000671,False,completion_8k
0001029800,URSTADT BIDDLE PROPERTIES INC,2023-08-21,0001193125-23-217007,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000673,False,completion_8k
0001528930,"FRANCHISE GROUP, INC.",2023-08-21,0001104659-23-093924,1.01|2.01|2.03|3.01|3.03|5.02|5.03|5.07|7.01|9.01,True,0001354457-23-000597,False,completion_8k
0001543916,"FORGEROCK, INC.",2023-08-23,0001140361-23-040969,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000678,False,completion_8k
0001651052,FOCUS FINANCIAL PARTNERS INC.,2023-08-31,0001104659-23-097110,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,False,,False,completion_8k
0001142596,NUVASIVE INC,2023-09-01,0001193125-23-227202,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000616,False,completion_8k
0001688476,NEXTIER OILFIELD SOLUTIONS INC.,2023-09-01,0001688476-23-000147,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000694,False,completion_8k
0001115128,QUOTIENT TECHNOLOGY INC.,2023-09-05,0001193125-23-228644,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0000876661-23-000698,False,completion_8k
0001091907,WORLD WRESTLING ENTERTAINMENTINC,2023-09-12,0001193125-23-233499,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000718,False,completion_8k
0001568162,"NECESSITY RETAIL REIT, INC.",2023-09-12,0001104659-23-100027,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|8.01|9.01,True,0001354457-23-000660,False,completion_8k
0001178711,"PARATEK PHARMACEUTICALS, INC.",2023-09-21,0001193125-23-239185,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000688,False,completion_8k
0001810739,"RADIUS GLOBAL INFRASTRUCTURE, INC.",2023-09-21,0001193125-23-239573,1.01|1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0001354457-23-000689,False,completion_8k
0001411494,"APOLLO ASSET MANAGEMENT, INC.",2023-09-22,0000876661-23-000750,,True,0000876661-23-000750,False,form25_plus_form15_no_later_periodic
0001126975,"MAGELLAN MIDSTREAM PARTNERS, L.P.",2023-09-25,0001213900-23-079220,1.02|2.01|3.01|3.03|5.01|5.02|9.01,True,0000876661-23-000760,False,completion_8k
0001358762,REATA PHARMACEUTICALS INC,2023-09-26,0001193125-23-242619,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000700,False,completion_8k
0001610950,"SYNEOS HEALTH, INC.",2023-09-28,0001193125-23-245005,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000707,False,completion_8k
0000886158,BED BATH & BEYOND INC,2023-09-29,0001193125-23-247428,1.03|3.03|5.02|5.03|7.01|9.01,True,0001354457-23-000478,False,bankruptcy_equity_termination
0001760173,"SURGALIGN HOLDINGS, INC.",2023-09-29,0001213900-23-081015,1.03|3.03|4.01|5.02|8.01|9.01,True,0001354457-23-000545,False,bankruptcy_equity_termination
0001300699,"ATHENEX, INC.",2023-10-02,0001193125-23-248188,1.03|2.01|3.03|5.02,True,0001354457-23-000482,False,bankruptcy_equity_termination
0001689657,"BERKELEY LIGHTS, INC.",2023-10-02,0001193125-23-248475,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000717,False,completion_8k
0001775625,"SMILEDIRECTCLUB, INC.",2023-10-02,0001775625-23-000109,1.03|5.02|7.01|9.01,True,0001354457-23-001004,False,bankruptcy_equity_termination
0001492426,HORIZON THERAPEUTICS PUBLIC LTD CO,2023-10-06,0001193125-23-252368,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000726,False,completion_8k
0001719489,"KALEYRA, INC.",2023-10-10,0001193125-23-253538,1.01|2.01|2.03|3.01|3.03|5.02|5.03|8.01|9.01,True,0001143313-23-000084|0001143313-23-000082,False,completion_8k
0001762322,"SHIFT TECHNOLOGIES, INC.",2023-10-10,0001213900-23-081257,1.03|2.04|7.01|8.01|9.01,True,0001354457-23-000868,False,bankruptcy_equity_termination
0000935494,NATIONAL INSTRUMENTS CORP,2023-10-11,0001140361-23-047693,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000736,False,completion_8k
0000718877,"ACTIVISION BLIZZARD, INC.",2023-10-13,0001104659-23-108985,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000768,False,completion_8k
0001338065,"DCP MIDSTREAM, LP",2023-10-16,0001143313-23-000100,,True,0001143313-23-000100,False,form25_plus_form15_no_later_periodic
0001403431,"HERITAGE-CRYSTAL CLEAN, INC.",2023-10-17,0001193125-23-257480,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000773,False,completion_8k
0001091883,CIRCOR INTERNATIONAL INC,2023-10-18,0001140361-23-048598,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143313-23-000108,False,completion_8k
0001095315,PFSWEB INC,2023-10-23,0001095315-23-000070,1.01|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000788,False,completion_8k
0001760717,SCIPLAY CORP,2023-10-23,0001104659-23-110660,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000786,False,completion_8k
0001534992,"FIESTA RESTAURANT GROUP, INC.",2023-10-30,0001140361-23-050103,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000793,False,completion_8k
0001144519,BUNGELTD,2023-11-01,0001104659-23-113122,1.01|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143313-23-000137,False,completion_8k
0000945764,DENBURY INC,2023-11-02,0000945764-23-000140,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143313-23-000147,False,completion_8k
0000010254,EARTHSTONE ENERGY INC,2023-11-03,0001193125-23-270505,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143313-23-000139,False,completion_8k
0001136352,CRESTWOOD EQUITY PARTNERS LP,2023-11-03,0001193125-23-270382,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143313-23-000151,False,completion_8k
0001651561,"TABULA RASA HEALTHCARE, INC.",2023-11-06,0001140361-23-051496,1.01|1.02|2.01|2.03|2.04|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000805,False,completion_8k
0001644406,"HOSTESS BRANDS, INC.",2023-11-07,0001193125-23-272309,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000812,False,completion_8k
0001813756,WEWORK INC.,2023-11-07,0001193125-23-271902,1.01|1.03|2.04|7.01|8.01|9.01,True,0000876661-23-000886|0000876661-23-000676,False,bankruptcy_equity_termination
0001829432,ARES ACQUISITION CORP,2023-11-07,0001143313-23-000162,,True,0001143313-23-000162,False,form25_plus_form15_no_later_periodic
0000896841,"AVID TECHNOLOGY, INC.",2023-11-08,0001839882-23-030181,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000811,False,completion_8k
0001270073,"INTERCEPT PHARMACEUTICALS, INC.",2023-11-08,0001104659-23-115782,1.01|2.01|2.04|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000819,False,completion_8k
0001448056,"NEW RELIC, INC.",2023-11-08,0001193125-23-273042,1.01|2.01|2.03|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000824,False,completion_8k
0000708818,"NEXTGEN HEALTHCARE, INC.",2023-11-09,0001193125-23-274104,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000823,False,completion_8k
0001843762,"EQRX, INC.",2023-11-09,0001193125-23-274145,2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-23-000824,False,completion_8k
0001701114,"BLUE APRON HOLDINGS, INC.",2023-11-13,0001104659-23-116812,1.01|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000831,False,completion_8k
0000830524,CHASE CORP,2023-11-15,0001140361-23-053487,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001143313-23-000175,False,completion_8k
0001403256,"SCULPTOR CAPITAL MANAGEMENT, INC.",2023-11-17,0001140361-23-053771,1.01|2.01|3.01|3.03|5.01|5.02|5.03|5.07|7.01|9.01,True,0000876661-23-000869,False,completion_8k
0001124610,"VMWARE, INC.",2023-11-22,0001193125-23-282097,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000887,False,completion_8k
0001068875,"AVANTAX, INC.",2023-11-27,0001999371-23-000541,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-23-000890,False,completion_8k
0001063344,HERSHA HOSPITALITY TRUST,2023-11-28,0001140361-23-054882,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-23-000901,False,completion_8k
0001599489,VERITIV CORP,2023-11-30,0001104659-23-122267,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000909,False,completion_8k
0000716006,YELLOW CORP,2023-12-01,0001193125-23-286827,1.01|1.03|2.03|9.01,True,0001354457-23-000648,False,bankruptcy_equity_termination
0001102112,PACWEST BANCORP,2023-12-01,0001104659-23-122852,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000900,False,completion_8k
0001282977,GREENHILL & CO INC,2023-12-01,0001140361-23-055598,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-23-000913,False,completion_8k
0001283140,HOLLY ENERGY PARTNERS LP,2023-12-01,0000876661-23-000915,,True,0000876661-23-000915,False,form25_plus_form15_no_later_periodic
0001610682,USD PARTNERS LP,2023-12-01,0000876661-23-000923,,True,0000876661-23-000923,False,form25_plus_form15_no_later_periodic
0001807707,"APPHARVEST, INC.",2023-12-05,0001807707-23-000152,1.03|2.01|3.03|8.01|9.01,True,0001354457-23-000649,False,bankruptcy_equity_termination
0001465885,WESTERN ASSET MORTGAGE CAPITAL CORP,2023-12-06,0001628280-23-040888,1.02|2.01|3.01|3.03|5.01|5.02|9.01,True,0000876661-23-000946,False,completion_8k
0001821850,SUNLIGHT FINANCIAL HOLDINGS INC.,2023-12-07,0001104659-23-124299,1.01|1.03|2.03|3.02|3.03|5.01|5.02|5.03|7.01|9.01,True,0001143313-23-000094,False,bankruptcy_equity_termination
0000023111,COMPUTER TASK GROUP INC,2023-12-13,0001193125-23-294477,1.02|2.01|3.01|3.02|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000936,False,completion_8k
0001060736,SEAGEN INC.,2023-12-14,0001193125-23-294938,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-23-000938,False,completion_8k
0001057083,PC TEL INC,2023-12-15,0001193125-23-296769,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000949,False,completion_8k
0000814549,EBIX INC,2023-12-19,0001193125-23-298190,1.01|1.03|2.04|3.01|5.02|7.01|8.01|9.01,True,0001354457-24-000091,False,bankruptcy_equity_termination
0001723648,"LIVEVOX HOLDINGS, INC.",2023-12-22,0001104659-23-128664,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-23-000985,False,completion_8k
0001209028,ARLINGTON ASSET INVESTMENT CORP.,2023-12-26,0001104659-23-129193,,True,0001104659-23-129193,False,form25_plus_form15_no_later_periodic
0001861449,"BIRD GLOBAL, INC.",2023-12-26,0001861449-23-000220,1.01|1.03|8.01,True,0000876661-23-001012,False,bankruptcy_equity_termination
