kind,cik10,path,sha256,source
price,0000001750,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T003359Z-broad-v2-acquire_price_and_facts-o160-n40/histories/AIR.csv.gz,47e057975ed7e7263e95975c4a6858613bb74b0a41339933d261aaa0aab5c010,yahoo_adjusted
price,0000001800,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T003359Z-broad-v2-acquire_price_and_facts-o160-n40/histories/ABT.csv.gz,280a9527f24e1eab46f901175e88a8fe6faffff691b5f90d7099a28a0bce7410,yahoo_adjusted
price,0000002098,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T003359Z-broad-v2-acquire_price_and_facts-o160-n40/histories/ACU.csv.gz,a641acb82c455816aeef16821362f12032208bb589d19d12bc0600ab89ae9081,yahoo_adjusted
price,0000002178,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/AE/prices.csv.gz,4ef17288c54dbcba65641d3b8786d2f4fac585882197b290b2cc7da03a43945f,tiingo_adjusted
price,0000002488,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/AMD.csv.gz,bc80e0ea8b902bbf1990a7ea5c3291b8e96d3876e0697dee7522b0ba078d4664,yahoo_adjusted
price,0000002969,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T003359Z-broad-v2-acquire_price_and_facts-o160-n40/histories/APD.csv.gz,d64538c8c26d5679c9d3233d655d6f1d62895ab35f9a528ee4fb593e151bb678,yahoo_adjusted
price,0000003197,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T003359Z-broad-v2-acquire_price_and_facts-o160-n40/histories/CECO.csv.gz,e637be590c22c29d87b219673e598996b9549ecf05799107aa691ae89e6ec896,yahoo_adjusted
price,0000003453,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T013207Z-broad-v2-acquire_price_and_facts-o1000-n200/histories/MATX.csv.gz,fb5c5c380fc81436d189799efb4cf9acbeb3132dd0aecefcb88a4f0e3f0a7fb0,yahoo_adjusted
price,0000003499,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260821T233202Z-broad-v2-acquire_price_and_facts-o40-n40/histories/ALX.csv.gz,9953ccef8f9e09dd885b01d7d9ab2da07286639f07ad2893d08cde7f112768a7,yahoo_adjusted
price,0000003545,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260821T233109Z-broad-v2-acquire_price_and_facts-o0-n40/histories/ALCO.csv.gz,4c67a0301afbbd5659fac56645647a9a51b2455a225e712d71d3812361ca8361,yahoo_adjusted
price,0000003570,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T013207Z-broad-v2-acquire_price_and_facts-o1000-n200/histories/LNG.csv.gz,1edd247c2391bdc380245a3ca6343f5ae55e1e7de441a3995c10d238d0e2d7cd,yahoo_adjusted
price,0000004127,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SWKS.csv.gz,7243eb6a9ac53e3fd74a8b884450279cc6b45c9fa2b4d3f3de4b6e4433a6c282,yahoo_adjusted
price,0000004281,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T003359Z-broad-v2-acquire_price_and_facts-o160-n40/histories/HWM.csv.gz,c6ec94ddf1e74db19bc50ea246b6b76098e24c4e9f156bc1cb4615ae5b0ec13e,yahoo_adjusted
price,0000004447,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/HES/prices.csv.gz,fceca774822f6dc1b179f1dbd0e8debffdc9e78be117f00a34fcdde013a1c7cb,tiingo_adjusted
price,0000004457,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_multi_symbol_data_vintages/20260822T020634Z-sec-broad-multi-primary-v2-o0-n200/histories/UHAL.csv.gz,6e7da9df06c9e901e5b16fdc24c8953bd317e360825def8f569205d3df2753e6,yahoo_adjusted
price,0000004904,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260822T013207Z-broad-v2-acquire_price_and_facts-o1000-n200/histories/AEP.csv.gz,da8fc55fe7add908fbc7dabfb6fc3b0774b35c84471ac3068fc5a0b352368339,yahoo_adjusted
price,0000004962,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260821T233202Z-broad-v2-acquire_price_and_facts-o40-n40/histories/AXP.csv.gz,b0ea2c8154694cf7ee692df6fb6355565c3fff9521ec3ed2e22592e7be56653d,yahoo_adjusted
price,0000004977,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/sec_broad_current_data_vintages/20260821T233202Z-broad-v2-acquire_price_and_facts-o40-n40/histories/AFL.csv.gz,1d194168c6df8654b64ab4d9592a066ae20d67b9ffda072e0f0103576488422b,yahoo_adjusted
