name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,bucket_offense,bucket_defense,bucket_composite,bucket_cash
improved_phaseuu_tt1_overlay_preserved_recovery,calm_trend,295,0.9728813559322034,0.027118644067796616,0.9648938464720296,0.035106153527970474,0.9308157734703671,0.06918422652963287,0.007987509460173858,0.007987509460173792,0.034078073001662434,0.042065582461836226,0.4898749908432768,0.1670956940125617,0.3079231616161908,0.035106153527970474
improved_phaseuu_tt1_overlay_preserved_recovery,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8433027134964015,0.1566972865035985,0.7864564867167604,0.21354351328323962,0.04748226943875207,0.04748226943875211,0.05684622677964113,0.10432849621839324,0.4379073423133507,0.15798056954788714,0.24741480163516344,0.1566972865035985
improved_phaseuu_tt1_overlay_preserved_recovery,neutral_mixed,200,0.825,0.175,0.66710700447255,0.33289299552745005,0.6142147299473791,0.38578527005262087,0.15789299552745006,0.15789299552744995,0.05289227452517087,0.21078527005262082,0.34513115399954386,0.1166733054654338,0.20530254500757208,0.33289299552745005
improved_phaseuu_tt1_overlay_preserved_recovery,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9362907422260928,0.06370925777390728,0.8931996259683384,0.1068003740316617,0.06370925777390726,0.06370925777390724,0.043091116257754414,0.10680037403166165,0.5152248952042653,0.18935530938549308,0.2317105376363341,0.06370925777390728
improved_phaseuu_tt1_overlay_preserved_recovery,recovery_fragile,49,1.0,0.0,0.8728547019320493,0.1271452980679507,0.7844721170116813,0.2155278829883187,0.1271452980679507,0.12714529806795072,0.08838258492036799,0.2155278829883187,0.44024425109116794,0.19569274701072445,0.23691770383015676,0.1271452980679507
improved_phaseuu_tt1_overlay_preserved_recovery,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.4901814172643254,0.5098185827356746,0.39224181094234367,0.6077581890576563,0.5010849582815261,0.5010849582815261,0.09793960632198173,0.5990245646035078,0.2392142046804966,0.078272352785729,0.17269485979809954,0.5098185827356746
improved_phaseuu_recovery_overlay_cash_cap,calm_trend,295,0.9728813559322034,0.027118644067796616,0.9648606808544157,0.035139319145584325,0.9307868865889952,0.06921311341100476,0.008020675077787708,0.008020675077787698,0.034073794265420454,0.04209446934320815,0.48985923165771894,0.16709387968901565,0.30790756950768094,0.035139319145584325
improved_phaseuu_recovery_overlay_cash_cap,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.842937237687124,0.15706276231287603,0.7861210092118758,0.21387899078812417,0.04784774524802961,0.047847745248029594,0.056816228475248254,0.10466397372327785,0.4377166491744803,0.15792712085455604,0.24729346765808746,0.15706276231287603
improved_phaseuu_recovery_overlay_cash_cap,neutral_mixed,200,0.825,0.175,0.6670739781956345,0.3329260218043655,0.6141847981816098,0.3858152018183903,0.1579260218043655,0.15792602180436544,0.05288918001402476,0.2108152018183902,0.345117199335464,0.11666645657294561,0.20529032228722477,0.3329260218043655
improved_phaseuu_recovery_overlay_cash_cap,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.934578942483987,0.065421057516013,0.89161056196496,0.10838943803504,0.06542105751601299,0.06542105751601301,0.04296838051902696,0.10838943803503998,0.5143182817266572,0.1891146114446338,0.23114604931269583,0.065421057516013
improved_phaseuu_recovery_overlay_cash_cap,recovery_fragile,49,1.0,0.0,0.8725090056403846,0.12749099435961536,0.784155332474972,0.21584466752502793,0.12749099435961536,0.12749099435961542,0.08835367316541254,0.21584466752502796,0.4400706321343868,0.19559568240010883,0.2368426911058889,0.12749099435961536
improved_phaseuu_recovery_overlay_cash_cap,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.49017233159177553,0.5098276684082245,0.3922326071366332,0.6077673928633668,0.501094043954076,0.501094043954076,0.09793972445514232,0.5990337684092183,0.2392090114778897,0.07826913508380574,0.17269418503007983,0.5098276684082245
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,295,0.9728813559322034,0.027118644067796616,0.9649445550831298,0.0350554449168702,0.9308648487157944,0.06913515128420558,0.007936800849073587,0.007936800849073555,0.03407970636733537,0.04201650721640893,0.48990605069593307,0.16710839983077982,0.30793010455641684,0.0350554449168702
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8435095123536491,0.15649048764635093,0.7866568056350383,0.21334319436496177,0.04727547058150451,0.0472754705815045,0.05685270671861087,0.10412817730011537,0.43803106740793135,0.15803434850070044,0.24744409644501708,0.15649048764635093
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_mixed,200,0.825,0.175,0.667137025144675,0.332862974855325,0.6142440932232178,0.38575590677678223,0.15786297485532502,0.15786297485532497,0.052892931921457165,0.21075590677678213,0.3451484522814532,0.11668333685589133,0.20530523600733033,0.332862974855325
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9376758038635281,0.06232419613647186,0.8945442764587743,0.10545572354122563,0.06232419613647185,0.06232419613647189,0.04313152740475379,0.10545572354122568,0.5160703722272707,0.18970175051720942,0.23190368111904777,0.06232419613647186
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,49,1.0,0.0,0.8731209729510296,0.12687902704897036,0.7847186757586848,0.2152813242413152,0.12687902704897036,0.12687902704897036,0.08840229719234483,0.2152813242413152,0.4403808023487909,0.1957632505713163,0.23697692003092216,0.12687902704897036
improved_phaseuu_tt1_budget_aware_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.49018840416388876,0.5098115958361112,0.3922484686609815,0.6077515313390185,0.5010779713819628,0.5010779713819628,0.09793993550290725,0.59901790688487,0.2392179942473912,0.07827414342722318,0.17269626648927414,0.5098115958361112
