decision_at,adsh,cik10,company_name_as_filed,sic,sector,form,afs,filing_date,available_at,period,fy,fp,source_quarter,filing_age_days,current_tickers,current_exchanges,identity_status,candidate_symbols,symbol_source,symbol_count,collision_flag,single_symbol_usable_for_price_probe,tiingo_symbol,tiingo_inventory_covers_execution,tradable_member,execution_price_available,panel_status,price_source,ticker_used
2012-04-01 00:00:00+00:00,0001193125-12-041045,0000008411,ATWOOD OCEANICS INC,1381,energy,10-Q,1-LAF,2012-02-06,2012-02-07 00:00:00+00:00,20111231,2012,Q1,2012Q1,54.0,,,former_or_unmapped,ATW,last_filing_instance_xbrl,1,False,True,ATW,True,True,False,missing_validated_execution_price,yahoo_recovered_former,ATW
2012-04-01 00:00:00+00:00,0001193125-12-086106,0000048039,HOLLYFRONTIER CORP,2911,energy,10-K,1-LAF,2012-02-29,2012-03-01 00:00:00+00:00,20111231,2011,FY,2012Q1,31.0,,,former_or_unmapped,HFC,last_filing_inline_xbrl,1,False,True,HFC,False,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001144204-12-011173,0000077159,PENN VIRGINIA CORP,1311,energy,10-K,1-LAF,2012-02-27,2012-02-28 00:00:00+00:00,20111231,2011,FY,2012Q1,33.0,,,former_or_unmapped,ROCC,last_filing_inline_xbrl,1,False,True,ROCC,False,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001193125-12-085407,0000095304,SUNOCO INC,2911,energy,10-K,1-LAF,2012-02-28,2012-02-29 00:00:00+00:00,20111231,2011,FY,2012Q1,32.0,,,former_or_unmapped,SUN,last_filing_instance_xbrl,1,False,True,SUN,False,True,False,missing_validated_execution_price,yahoo_recovered_former,SUN
2012-04-01 00:00:00+00:00,0000351817-12-000006,0000351817,SWIFT ENERGY CO,1311,energy,10-K,1-LAF,2012-02-23,2012-02-24 00:00:00+00:00,20111231,2011,FY,2012Q1,37.0,,,former_or_unmapped,SBOW,last_filing_inline_xbrl,1,False,True,SBOW,False,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001193125-12-077054,0000732834,CONTINENTAL RESOURCES INC,1311,energy,10-K,1-LAF,2012-02-24,2012-02-25 00:00:00+00:00,20111231,2011,FY,2012Q1,36.0,,,former_or_unmapped,CLR,last_filing_inline_xbrl,1,False,True,CLR,False,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001193125-12-104001,0000750199,ENERGY PARTNERS LTD,1311,energy,10-K,2-ACC,2012-03-08,2012-03-09 00:00:00+00:00,20111231,2011,FY,2012Q1,23.0,,,former_or_unmapped,EPL,last_filing_instance_xbrl,1,False,True,EPL,True,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001193125-12-070408,0000773910,ANADARKO PETROLEUM CORP,1311,energy,10-K,1-LAF,2012-02-21,2012-02-22 00:00:00+00:00,20111231,2011,FY,2012Q1,39.0,,,former_or_unmapped,APC,last_filing_inline_xbrl,1,False,True,APC,True,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001193125-12-078454,0000866609,ION GEOPHYSICAL CORP,1382,energy,10-K,1-LAF,2012-02-24,2012-02-25 00:00:00+00:00,20111231,2011,FY,2012Q1,36.0,,,former_or_unmapped,IO,last_filing_inline_xbrl,1,False,True,IO,False,True,False,missing_validated_execution_price,,
2012-04-01 00:00:00+00:00,0001193125-12-081951,0000874499,GULFPORT ENERGY CORP,1311,energy,10-K,1-LAF,2012-02-27,2012-02-28 00:00:00+00:00,20111231,2011,FY,2012Q1,33.0,GPOR,NYSE,current_ticker_available,GPOR,current_sec_mapping,1,False,True,GPOR,True,True,False,missing_validated_execution_price,yahoo_current_sec,GPOR
