Date,b7_breadth_gate_50d,b7_breadth_gate_13w,b7_breadth_scaler_composite,b7_risk_on_participation_gate,b7_sector_breadth_gate,b7_macro_stress_filter_mild,b7_macro_stress_filter_medium,b7_dollar_pressure_4w_mild,b7_dollar_pressure_blended_mild,b7_combined_conservative_gate
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,-0.0015291616287145442,-0.0015291616287145442,-0.0015705606768683818,-0.0015291616287145442,-0.0015999999999999996,-0.0015999999999999996,-0.0015999999999999996,-0.0015999999999999996,-0.0015999999999999996,-0.0015852803384341907
2006-07-07,0.0055724240454917105,0.0055724240454917105,0.005544163686459337,0.0055724240454917105,0.005555016332106472,0.005555016332106472,0.005555016332106472,0.005555016332106472,0.005555016332106472,0.005549590009282904
2006-07-14,0.004093616314923486,0.004093616314923486,0.0032422631503391686,0.004093616314923486,0.0030868277793494507,0.0030868277793494507,0.0030868277793494507,0.0030868277793494507,0.0030868277793494507,0.003164545464844309
2006-07-21,-0.013388140668340383,-0.013388140668340383,-0.013218731596010076,-0.013317302297054927,-0.01318023523012072,-0.013251073601406175,-0.013286492787048904,-0.01318023523012072,-0.01318023523012072,-0.013269203866304006
2006-07-28,0.022038846634915975,0.022038846634915975,0.021533217658915273,0.02042352934025307,0.0220453351902552,0.020359179524306843,0.01951610169133266,0.0220453351902552,0.0220453351902552,0.0201335877738648
2006-08-04,0.007942719491476706,0.007942719491476706,0.00812666217254657,0.007942719491476706,0.008212377468572634,0.008212377468572634,0.008212377468572634,0.008212377468572634,0.008212377468572634,0.008173360304107997
2006-08-11,-0.016607319622758177,-0.01669113292825271,-0.01657113468934643,-0.016607319622758177,-0.016607319622758177,-0.016607319622758177,-0.016607319622758177,-0.016607319622758177,-0.016607319622758177,-0.016589095759421277
2006-08-18,0.005191508263905888,0.0037673995137355626,0.005293208905916936,0.005191508263905888,0.005191508263905888,0.005191508263905888,0.005191508263905888,0.005191508263905888,0.005191508263905888,0.005242358584911412
2006-08-25,0.0016183020530483507,0.0016183020530483507,0.0016143293444045154,0.0016183020530483507,0.0016183020530483507,0.0016183020530483507,0.0016183020530483507,0.0016183020530483507,0.0016183020530483507,0.001616315698726433
2006-09-01,0.008939446638032516,0.008939446638032516,0.00916036208520858,0.008939446638032516,0.008939446638032516,0.008939446638032516,0.008939446638032516,0.008939446638032516,0.008939446638032516,0.009049904361620547
2006-09-08,-0.010779152709150981,-0.010779152709150981,-0.010834132884897095,-0.010779152709150981,-0.010779152709150981,-0.010779152709150981,-0.010779152709150981,-0.010779152709150981,-0.010779152709150981,-0.01080394818914898
2006-09-15,-0.011434857248470386,-0.011434857248470386,-0.011252822146391794,-0.011434857248470386,-0.011434857248470386,-0.011434857248470386,-0.011434857248470386,-0.011434857248470386,-0.011434857248470386,-0.01134383969743109
2006-09-22,0.0028765475889825066,0.0028765475889825066,0.0027018178046289373,0.0028765475889825066,0.0028765475889825066,0.0028765475889825066,0.0028765475889825066,0.0028765475889825066,0.0028765475889825066,0.002789182696805722
2006-09-29,0.010190223289661255,0.010190223289661255,0.010426161767444438,0.010190223289661255,0.010190223289661255,0.010190223289661255,0.010190223289661255,0.010190223289661255,0.010190223289661255,0.010308192528552846
2006-10-06,-0.0026304958041106956,-0.0026304958041106956,-0.0024955541485838784,-0.0026304958041106956,-0.0026304958041106956,-0.0026304958041106956,-0.0026304958041106956,-0.0026304958041106956,-0.0026304958041106956,-0.0025630249763472883
2006-10-13,0.0134360296277201,0.0134360296277201,0.013870008245958508,0.0134360296277201,0.0134360296277201,0.0134360296277201,0.0134360296277201,0.0134360296277201,0.0134360296277201,0.013653018936839303
2006-10-20,0.0024551222054058535,0.0024551222054058535,0.002522897488775319,0.0024551222054058535,0.0024551222054058535,0.0024551222054058535,0.0024551222054058535,0.0024551222054058535,0.0024551222054058535,0.002489009847090586
2006-10-27,0.006692445797024604,0.006692445797024604,0.0069760055850972506,0.006692445797024604,0.006692445797024604,0.006692445797024604,0.006692445797024604,0.006692445797024604,0.006692445797024604,0.0068342256910609266
2006-11-03,-0.0007789888906239397,-0.0007789888906239397,-0.001318865884298078,-0.0007789888906239397,-0.0007789888906239397,-0.0007789888906239397,-0.0007789888906239397,-0.0007789888906239397,-0.0007789888906239397,-0.0010489273874610071
2006-11-10,0.00941803430491623,0.00941803430491623,0.009963740349804349,0.00941803430491623,0.00941803430491623,0.00941803430491623,0.00941803430491623,0.00941803430491623,0.00941803430491623,0.009690887327360289
2006-11-17,0.005097118463480707,0.005097118463480707,0.005497552650350146,0.005097118463480707,0.005097118463480707,0.005097118463480707,0.005097118463480707,0.005097118463480707,0.005097118463480707,0.005296549156108007
2006-11-24,0.02284715429327462,0.02284715429327462,0.0243264308847576,0.02284715429327462,0.02284715429327462,0.02284715429327462,0.02284715429327462,0.02284715429327462,0.02284715429327462,0.023619309353339297
2006-12-01,0.003968630885297159,0.003968630885297159,0.003917553881657932,0.003968630885297159,0.003968630885297159,0.003968630885297159,0.003968630885297159,0.003968630885297159,0.003968630885297159,0.0039421455983421885
2006-12-08,0.003043175772452954,0.003043175772452954,0.0032115679380911775,0.003043175772452954,0.003043175772452954,0.003043175772452954,0.003043175772452954,0.003043175772452954,0.003043175772452954,0.003130262862106349
2006-12-15,0.0010755210161704954,0.0010755210161704954,0.0011897605338090436,0.0010755210161704954,0.0010755210161704954,0.0010755210161704954,0.0010755210161704954,0.0010755210161704954,0.0010755210161704954,0.0011345741747320738
2006-12-22,-0.006424802265867261,-0.006424802265867261,-0.006594758507278933,-0.006424802265867261,-0.006424802265867261,-0.006424802265867261,-0.006424802265867261,-0.006424802265867261,-0.006424802265867261,-0.006512941384552622
2006-12-29,0.012280030782782598,0.012280030782782598,0.012531202715349686,0.012280030782782598,0.012280030782782598,0.012280030782782598,0.012280030782782598,0.012280030782782598,0.012280030782782598,0.01240989376170859
2007-01-05,-0.022726264218855704,-0.022726264218855704,-0.022511171690948285,-0.022726264218855704,-0.022726264218855704,-0.022726264218855704,-0.022726264218855704,-0.022726264218855704,-0.022726264218855704,-0.022615851982076367
2007-01-12,0.0220598689495599,0.0220598689495599,0.022214975351917257,0.0220598689495599,0.0220598689495599,0.0220598689495599,0.0220598689495599,0.0220598689495599,0.0220598689495599,0.022139772765845632
2007-01-19,0.011110945806775841,0.011110945806775841,0.011172075122858388,0.011110945806775841,0.011110945806775841,0.011110945806775841,0.011110945806775841,0.011110945806775841,0.011110945806775841,0.011142258267582764
2007-01-26,0.00505275851292011,0.00505275851292011,0.005037197435797947,0.00505275851292011,0.00505275851292011,0.00505275851292011,0.00505275851292011,0.00505275851292011,0.00505275851292011,0.0050448238645755894
2007-02-02,0.01600584788763037,0.01600584788763037,0.01618378378891482,0.01600584788763037,0.01600584788763037,0.01600584788763037,0.01600584788763037,0.01600584788763037,0.01600584788763037,0.01609708399188586
2007-02-09,0.003134060420433126,0.003134060420433126,0.0031038076741170444,0.003134060420433126,0.003134060420433126,0.003134060420433126,0.003134060420433126,0.003134060420433126,0.003134060420433126,0.0031185182942349465
2007-02-16,0.012460240495494872,0.012460240495494872,0.012525680030347429,0.012460240495494872,0.012460240495494872,0.012460240495494872,0.012460240495494872,0.012460240495494872,0.012460240495494872,0.012493997916382584
2007-02-23,-0.001641733851761874,-0.001641733851761874,-0.0017427800815017864,-0.001641733851761874,-0.001641733851761874,-0.001641733851761874,-0.001641733851761874,-0.001641733851761874,-0.001641733851761874,-0.0016938650620567193
2007-03-02,-0.03908507686274677,-0.03908507686274677,-0.040429151931258095,-0.03908507686274677,-0.03908507686274677,-0.03908507686274677,-0.03908507686274677,-0.03908507686274677,-0.03908507686274677,-0.039778545937743166
2007-03-09,0.011266103134289817,0.01138930603961214,0.011859087108103602,0.011266103134289817,0.01138930603961214,0.01138930603961214,0.01138930603961214,0.01138930603961214,0.01138930603961214,0.011634406682164746
2007-03-16,-0.008321495610398553,-0.009244736758414319,-0.009304086472063598,-0.008441699999065777,-0.009244736758414319,-0.009244736758414319,-0.009244736758414319,-0.009244736758414319,-0.009244736758414319,-0.009274632699243902
2007-03-23,0.022466876322070905,0.0249597964391821,0.025427675092106736,0.0249597964391821,0.0250850985047309,0.0250850985047309,0.0250850985047309,0.0250850985047309,0.0250850985047309,0.025258501301111767
2007-03-30,-0.004624965565059499,-0.004624965565059499,-0.00516381911832182,-0.004624965565059499,-0.005167345918348553,-0.005167345918348553,-0.005167345918348553,-0.005167345918348553,-0.005167345918348553,-0.005161470688629934
2007-04-06,0.010767475990353775,0.010767475990353775,0.011505852674034088,0.010767475990353775,0.010767475990353775,0.010767475990353775,0.010767475990353775,0.010767475990353775,0.010767475990353775,0.01113666433219393
2007-04-13,0.0018293872607874513,0.0018293872607874513,0.0019247427232280915,0.0018293872607874513,0.0018293872607874513,0.0018293872607874513,0.0018293872607874513,0.0018293872607874513,0.0018293872607874513,0.0018743388150255053
2007-04-20,0.01173659359105794,0.01173659359105794,0.0124118815241236,0.01173659359105794,0.01173659359105794,0.01173659359105794,0.01173659359105794,0.01173659359105794,0.01173659359105794,0.012095393642066942
2007-04-27,-0.0031037923637541017,-0.0031037923637541017,-0.003182826515525272,-0.0031037923637541017,-0.0031037923637541017,-0.0031037923637541017,-0.0031037923637541017,-0.0031037923637541017,-0.0031037923637541017,-0.0031460958813747768
2007-05-04,0.0034390661507969393,0.0034390661507969393,0.003359154770022138,0.0034390661507969393,0.0034390661507969393,0.0034390661507969393,0.0034390661507969393,0.0034390661507969393,0.0034390661507969393,0.0034062476437682026
2007-05-11,-0.0010598623549506292,-0.0010598623549506292,-0.0009729636424861969,-0.0010598623549506292,-0.0010598623549506292,-0.0010598623549506292,-0.0010598623549506292,-0.0010598623549506292,-0.0010598623549506292,-0.0010216852711049831
2007-05-18,-0.015225782249339593,-0.015225782249339593,-0.016070015994492856,-0.015225782249339593,-0.015225782249339593,-0.015225782249339593,-0.015225782249339593,-0.015225782249339593,-0.015225782249339593,-0.015647899121916223
2007-05-25,0.00012155368681280096,0.00012155368681280096,4.9709137612911566e-05,0.00012155368681280096,0.00012155368681280096,0.00012155368681280096,0.00012155368681280096,0.00012155368681280096,0.00012155368681280096,8.563141221285664e-05
2007-06-01,0.018189712644811434,0.018189712644811434,0.019333329244712663,0.018189712644811434,0.018189712644811434,0.018189712644811434,0.018189712644811434,0.018189712644811434,0.018189712644811434,0.018761520944762043
2007-06-08,-0.021094456579203398,-0.021094456579203398,-0.021850743649900004,-0.021094456579203398,-0.021094456579203398,-0.021094456579203398,-0.021094456579203398,-0.021094456579203398,-0.021094456579203398,-0.021472600114551703
2007-06-15,0.00855114212148712,0.00855114212148712,0.009096126107317273,0.00855114212148712,0.00855114212148712,0.00855114212148712,0.00855114212148712,0.00855114212148712,0.00855114212148712,0.008825232946193584
2007-06-22,-0.009162470022264444,-0.009162470022264444,-0.009625477139755478,-0.009162470022264444,-0.009162470022264444,-0.009162470022264444,-0.009162470022264444,-0.009162470022264444,-0.009162470022264444,-0.009393973581009962
2007-06-29,0.0053668434145107725,0.005391481056831368,0.005485711716580275,0.005391481056831368,0.005391481056831368,0.005391481056831368,0.005391481056831368,0.005391481056831368,0.005391481056831368,0.0054385963867058205
2007-07-06,0.011556408468723191,0.013145576637580814,0.01373108074832231,0.013145576637580814,0.013145576637580814,0.013145576637580814,0.013145576637580814,0.013145576637580814,0.013145576637580814,0.013438328692951562
2007-07-13,0.010829982898394628,0.01184776883782834,0.012139111659346351,0.01184776883782834,0.01184776883782834,0.01184776883782834,0.01184776883782834,0.01184776883782834,0.01184776883782834,0.011993832903911978
2007-07-20,-0.003574142919173059,-0.003574142919173059,-0.003968322631007006,-0.003574142919173059,-0.003574142919173059,-0.003574142919173059,-0.003574142919173059,-0.003574142919173059,-0.003574142919173059,-0.0037712327750900323
2007-07-27,-0.038948464547239124,-0.038948464547239124,-0.04140869507273569,-0.038948464547239124,-0.038948464547239124,-0.038948464547239124,-0.038948464547239124,-0.038948464547239124,-0.038948464547239124,-0.04017823002184538
2007-08-03,0.0005278484417683542,0.0005278484417683542,0.0005099034637256872,0.000612379547752967,0.0005278484417683542,0.0005278484417683542,0.0004737420484159133,0.000612379547752967,0.000612379547752967,0.0004705325432430594
2007-08-10,-0.001311557024621112,-0.001311557024621112,-0.0013045874750876852,-0.0012962820643394586,-0.001311557024621112,-0.001311557024621112,-0.0013191945047619383,-0.0012962820643394586,-0.0012962820643394586,-0.0013152629396618986
2007-08-17,-0.005555152431494403,-0.005555152431494403,-0.006043858039213758,-0.006408385563125359,-0.005555152431494403,-0.005555152431494403,-0.005128535865678926,-0.006408385563125359,-0.006408385563125359,-0.005390928568118169
2007-08-24,0.01935973043561535,0.01935973043561535,0.020509023425014216,0.0210729907893538,0.01935973043561535,0.01935973043561535,0.0184658182544798,0.02114755479788645,0.02114755479788645,0.019073431944162104
2007-08-31,0.006692335460331164,0.006692335460331164,0.006901727569855528,0.006729432191059534,0.006729432191059534,0.006692335460331164,0.006469947795868573,0.007137110789256344,0.007137110789256344,0.006586413011600795
2007-09-07,5.358884493403836e-05,5.358884493403836e-05,-0.0001681202425645056,-0.00021842124330077265,-0.00026352194625188757,9.199550588690289e-05,0.0002472038804807408,-0.00021842124330077265,-0.00021842124330077265,0.00011463095621822266
2007-09-14,0.0050575614687136195,0.005089901677429627,0.005046085330951545,0.005089901677429627,0.00461882789786368,0.00461882789786368,0.004383291008080706,0.005089901677429627,0.005089901677429627,0.004599476034657242
2007-09-21,0.0043710706497521136,0.005015638793364999,0.004895904851992598,0.005015638793364999,0.0043710706497521136,0.004407024864323086,0.00410271789980213,0.005015638793364999,0.005015638793364999,0.004354033918602705
2007-09-28,0.00429451437311382,0.00429451437311382,0.004311155771888348,0.00429451437311382,0.00429451437311382,0.0038553115408347903,0.003635710124695275,0.00429451437311382,0.00429451437311382,0.0038535746212910423
2007-10-05,0.014307980901639018,0.014307980901639018,0.0150877106336578,0.014307980901639018,0.014307980901639018,0.014307980901639018,0.014307980901639018,0.014307980901639018,0.014307980901639018,0.014741787911752693
2007-10-12,0.005446457246411661,0.005446457246411661,0.005754384010243525,0.005446457246411661,0.005446457246411661,0.0053383410717397295,0.005284282984403763,0.005446457246411661,0.005446457246411661,0.005501184121594957
2007-10-19,-0.0041227782104089165,-0.0041227782104089165,-0.005133684730509551,-0.0041227782104089165,-0.0041227782104089165,-0.002618955674596855,-0.0018670444066908219,-0.0041227782104089165,-0.0041227782104089165,-0.003089504356841667
2007-10-26,0.014629095268082025,0.014629095268082025,0.015528655010484916,0.014629095268082025,0.014629095268082025,0.013188167207461202,0.012467703177150784,0.014629095268082025,0.014629095268082025,0.01362279196501095
2007-11-02,0.003992670374396733,0.003992670374396733,0.003967416592702348,0.003992670374396733,0.003992670374396733,0.004067189319873164,0.004104448792611379,0.003992670374396733,0.003992670374396733,0.0040570123133527765
2007-11-09,-0.0008255451544394905,-0.0008255451544394905,-0.0010812763396387435,-0.0008255451544394905,-0.0008255451544394905,-0.0003805921306134487,-0.000158115618700428,-0.0008255451544394905,-0.0008255451544394905,-0.0004956711639531122
2007-11-16,-0.004060505619483012,-0.004033904355126754,-0.004048249704381422,-0.004033904355126754,-0.004033904355126754,-0.004026932388599585,-0.004023446405336002,-0.004033904355126754,-0.004033904355126754,-0.004033087948605607
2007-11-23,0.0024345960872921156,0.0020722165950223946,0.002038509037679051,0.0020722165950223946,0.0020722165950223946,0.002458325396930597,0.002651379797884697,0.0020722165950223946,0.0020722165950223946,0.0024436255141102397
2007-11-30,0.0005690609609663105,0.0005216402168657557,0.0005566738351737365,0.0005216402168657557,0.0005690609609663105,0.00010677000404231733,-0.00010066510236940215,0.0005216402168657557,0.0005216402168657557,0.00012253513228090897
2007-12-07,0.00140297165581344,0.0017278774380291915,0.0016437611638478252,0.0017278774380291915,0.00140297165581344,0.0014458619910706178,0.0013048542675913304,0.0017278774380291915,0.0017278774380291915,0.0014086705718200628
2007-12-14,-0.006767996504507465,-0.006767996504507465,-0.0069109185376711015,-0.006767996504507465,-0.006767996504507465,-0.006212635727461675,-0.005934955338938782,-0.006767996504507465,-0.006767996504507465,-0.006276891602682104
2007-12-21,0.004948096325394371,0.004986143994698036,0.005036350461504989,0.004986143994698036,0.004986143994698036,0.004857172714088897,0.004792687073784326,0.004986143994698036,0.004986143994698036,0.00488118956881419
2007-12-28,0.0012071744938854261,0.0011868843989625533,0.0011746782185405836,0.0011868843989625533,0.0011868843989625533,0.0012071744938854261,0.0012173195413468624,0.0011868843989625533,0.0011868843989625533,0.0012010763444443092
2008-01-04,0.00475787996138265,0.00475787996138265,0.004564096492078882,0.00475787996138265,0.00475787996138265,0.004721759547744913,0.004698833432358337,0.00475787996138265,0.00475787996138265,0.004623731462316535
2008-01-11,0.005275827499219707,0.005275827499219707,0.005250268345513297,0.005275827499219707,0.005275827499219707,0.005513028511296112,0.005613042026834599,0.005313001480219138,0.005313001480219138,0.005484798600678484
2008-01-18,-0.007705490252502556,-0.007705490252502556,-0.008119089010386773,-0.007705490252502556,-0.007705490252502556,-0.007705490252502556,-0.007264659036216682,-0.0085871526850743,-0.0085871526850743,-0.007494861598893168
2008-01-25,0.006368052128827179,0.006368052128827179,0.006269797049253132,0.006368052128827179,0.006368052128827179,0.006368052128827179,0.006462682986168383,0.006178790414144774,0.006178790414144774,0.006409005114625942
2008-02-01,0.004712389345197554,0.004712389345197554,0.004837822503074744,0.004712389345197554,0.004712389345197554,0.004712389345197554,0.004519661177486356,0.0050978456806199494,0.0050978456806199494,0.004595378915302211
2008-02-08,-0.004979448932118732,-0.004979448932118732,-0.005172338467351325,-0.004979448932118732,-0.004979448932118732,-0.004979448932118732,-0.004718254565845408,-0.005501837664665378,-0.005501837664665378,-0.004831027590381587
2008-02-15,-0.0021175849373034424,-0.0021175849373034424,-0.00205023360923134,-0.0021175849373034424,-0.0021175849373034424,-0.0021175849373034424,-0.0021854199824603193,-0.001981914846989688,-0.001981914846989688,-0.002148328380312186
2008-02-22,0.0043676061746645845,0.0043676061746645845,0.004394168999630111,0.0043676061746645845,0.0043676061746645845,0.0043676061746645845,0.004328694344424816,0.004445429835144123,0.004445429835144123,0.004344538798683279
2008-02-29,0.005316270075554733,0.005316270075554733,0.005295699375378457,0.005316270075554733,0.005316270075554733,0.005316270075554733,0.005341612317296779,0.005265585592070641,0.005265585592070641,0.005329821278043251
2008-03-07,-0.006648064798168447,-0.006648064798168447,-0.006695707908249946,-0.006648064798168447,-0.006648064798168447,-0.006648064798168447,-0.006594683102285375,-0.0067548281899345915,-0.0067548281899345915,-0.006621460671410358
2008-03-14,0.005058353883602458,0.005058353883602458,0.004987808190919379,0.005058353883602458,0.005058353883602458,0.005058353883602458,0.005148157373078638,0.004878746904650099,0.004878746904650099,0.005107961676587137
2008-03-21,-0.0058422630013632276,-0.0058422630013632276,-0.005825038409881413,-0.0058422630013632276,-0.0058422630013632276,-0.0058422630013632276,-0.005871469917354129,-0.0057838491693814244,-0.0057838491693814244,-0.0058607981595882215
2008-03-28,0.0018240753927717534,0.0018240753927717534,0.0018807719140561553,0.0018240753927717534,0.0018240753927717534,0.0018240753927717534,0.0017407390193449129,0.001990748139625435,0.001990748139625435,0.0017745860912655774
2008-04-04,0.002560157017522775,0.002574826000351567,0.002622822712410781,0.002574826000351567,0.002574826000351567,0.002574826000351567,0.0025017365825981464,0.0027210048358584085,0.0027210048358584085,0.0025306440448001344
2008-04-11,0.0011209281401014584,0.0011302842092505122,0.001130438109670891,0.0011449531920793045,0.0011449531920793045,0.0011449531920793045,0.0011569657180682273,0.0011209281401014584,0.0011209281401014584,0.0011492326783855485
2008-04-18,-0.003819109545730123,-0.003819109545730123,-0.003866240973117228,-0.003999722489821572,-0.00398505350699278,-0.00398505350699278,-0.004068025487624109,-0.003819109545730123,-0.003819109545730123,-0.0040057444559757115
2008-04-25,-0.00437481347169357,-0.00437481347169357,-0.004408616228576703,-0.00437481347169357,-0.004447381977896752,-0.004442332313404737,-0.0044760917342603216,-0.00437481347169357,-0.00437481347169357,-0.0044575435540021476
2008-05-02,-0.0019969743974655413,-0.0019969743974655413,-0.001990677599448647,-0.0019969743974655413,-0.0019969743974655413,-0.002058182723071644,-0.0020887868858746952,-0.00200059580676312,-0.0019969743974655413,-0.002055178560981846
