decision_at,adsh,cik10,company_name_as_filed,sic,sector,form,afs,filing_date,available_at,period,fy,fp,source_quarter,filing_age_days,current_tickers,current_exchanges,identity_status,candidate_symbols,symbol_source,symbol_count,collision_flag,single_symbol_usable_for_price_probe,tiingo_symbol,tiingo_inventory_covers_execution,tradable_member,execution_price_available,panel_status,price_source,ticker_used
2023-01-01 00:00:00+00:00,0001628280-22-028196,0000004447,HESS CORP,2911,energy,10-Q,1-LAF,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,,,former_or_unmapped,HES,last_filing_inline_xbrl,1,False,True,HES,True,True,True,execution_price_available,tiingo_identity_validated,HES
2023-01-01 00:00:00+00:00,0000007039-22-000041,0000007039,TRECORA RESOURCES,2911,energy,10-Q,2-ACC,2022-05-05,2022-05-06 00:00:00+00:00,20220331,2022,Q1,2022Q2,240.0,,,former_or_unmapped,TREC,last_filing_inline_xbrl,1,False,True,TREC,False,False,False,removed_after_sec_confirmed_acquisition,tiingo_identity_validated,TREC
2023-01-01 00:00:00+00:00,0000007332-22-000062,0000007332,SOUTHWESTERN ENERGY CO,1311,energy,10-Q,1-LAF,2022-10-27,2022-10-28 00:00:00+00:00,20220930,2022,Q3,2022Q4,65.0,,,former_or_unmapped,SWN,last_filing_inline_xbrl,1,False,True,SWN,True,True,True,execution_price_available,tiingo_identity_validated,SWN
2023-01-01 00:00:00+00:00,0000010254-22-000219,0000010254,EARTHSTONE ENERGY INC,1311,energy,10-Q,2-ACC,2022-11-02,2022-11-03 00:00:00+00:00,20220930,2022,Q3,2022Q4,59.0,,,former_or_unmapped,ESTE,last_filing_inline_xbrl,1,False,True,ESTE,True,True,True,execution_price_available,tiingo_identity_validated,ESTE
2023-01-01 00:00:00+00:00,0000023194-22-000041,0000023194,COMSTOCK RESOURCES INC,1311,energy,10-Q,2-ACC,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,CRK,NYSE,current_ticker_available,CRK,current_sec_mapping,1,False,True,CRK,True,True,True,execution_price_available,yahoo_current_sec,CRK
2023-01-01 00:00:00+00:00,0000033213-22-000028,0000033213,EQT CORP,1311,energy,10-Q,1-LAF,2022-10-27,2022-10-28 00:00:00+00:00,20220930,2022,Q3,2022Q4,65.0,EQT,NYSE,current_ticker_available,EQT,current_sec_mapping,1,False,True,EQT,True,True,True,execution_price_available,yahoo_current_sec,EQT
2023-01-01 00:00:00+00:00,0000045012-22-000067,0000045012,HALLIBURTON CO,1389,energy,10-Q,1-LAF,2022-10-26,2022-10-27 00:00:00+00:00,20220930,2022,Q3,2022Q4,66.0,HAL,NYSE,current_ticker_available,HAL,current_sec_mapping,1,False,True,HAL,True,True,True,execution_price_available,yahoo_current_sec,HAL
2023-01-01 00:00:00+00:00,0000046765-22-000070,0000046765,"HELMERICH & PAYNE, INC.",1381,energy,10-K,1-LAF,2022-11-17,2022-11-18 00:00:00+00:00,20220930,2022,FY,2022Q4,44.0,HP,NYSE,current_ticker_available,HP,current_sec_mapping,1,False,True,HP,True,True,True,execution_price_available,yahoo_current_sec,HP
2023-01-01 00:00:00+00:00,0000048039-22-000014,0000048039,HOLLYFRONTIER CORP,2911,energy,10-K,1-LAF,2022-02-23,2022-02-24 00:00:00+00:00,20211231,2021,FY,2022Q1,311.0,,,former_or_unmapped,HFC,last_filing_inline_xbrl,1,False,True,HFC,False,False,False,removed_after_sec_confirmed_acquisition,,
2023-01-01 00:00:00+00:00,0000049938-22-000014,0000049938,IMPERIAL OIL LTD,2911,energy,10-Q,1-LAF,2022-11-02,2022-11-03 00:00:00+00:00,20220930,2022,Q3,2022Q4,59.0,IMO,NYSE,current_ticker_available,IMO,current_sec_mapping,1,False,True,IMO,True,True,True,execution_price_available,yahoo_current_sec,IMO
2023-01-01 00:00:00+00:00,0000073756-22-000119,0000073756,OCEANEERING INTERNATIONAL INC,1389,energy,10-Q,1-LAF,2022-10-28,2022-10-29 00:00:00+00:00,20220930,2022,Q3,2022Q4,64.0,OII,NYSE,current_ticker_available,OII,current_sec_mapping,1,False,True,OII,True,True,True,execution_price_available,yahoo_current_sec,OII
2023-01-01 00:00:00+00:00,0000077159-22-000028,0000077159,RANGER OIL CORP,1311,energy,10-Q,2-ACC,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,,,former_or_unmapped,ROCC,last_filing_inline_xbrl,1,False,True,ROCC,True,True,False,missing_validated_execution_price,,
2023-01-01 00:00:00+00:00,0000077877-22-000111,0000077877,"PDC ENERGY, INC.",1311,energy,10-Q,1-LAF,2022-11-02,2022-11-03 00:00:00+00:00,20220930,2022,Q3,2022Q4,59.0,,,former_or_unmapped,PDCE,last_filing_inline_xbrl,1,False,True,PDCE,True,True,True,execution_price_available,tiingo_identity_validated,PDCE
2023-01-01 00:00:00+00:00,0001564590-22-035199,0000087347,SCHLUMBERGER LIMITED/NV,1389,energy,10-Q,1-LAF,2022-10-26,2022-10-27 00:00:00+00:00,20220930,2022,Q3,2022Q4,66.0,SLB,NYSE,current_ticker_available,SLB,current_sec_mapping,1,False,True,SLB,True,True,True,execution_price_available,yahoo_current_sec,SLB
2023-01-01 00:00:00+00:00,0000093410-22-000075,0000093410,CHEVRON CORP,2911,energy,10-Q,1-LAF,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,CVX,NYSE,current_ticker_available,CVX,current_sec_mapping,1,False,True,CVX,True,True,True,execution_price_available,yahoo_current_sec,CVX
2023-01-01 00:00:00+00:00,0000101778-22-000192,0000101778,MARATHON OIL CORP,1311,energy,10-Q,1-LAF,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,,,former_or_unmapped,MRO,last_filing_inline_xbrl,1,False,True,MRO,True,True,True,execution_price_available,tiingo_identity_validated,MRO
2023-01-01 00:00:00+00:00,0000950170-22-019907,0000315852,RANGE RESOURCES CORP,1311,energy,10-Q,1-LAF,2022-10-24,2022-10-25 00:00:00+00:00,20220930,2022,Q3,2022Q4,68.0,RRC,NYSE,current_ticker_available,RRC,current_sec_mapping,1,False,True,RRC,True,True,True,execution_price_available,yahoo_current_sec,RRC
2023-01-01 00:00:00+00:00,0000351817-22-000062,0000351817,"SILVERBOW RESOURCES, INC.",1311,energy,10-Q,2-ACC,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,,,former_or_unmapped,SBOW,last_filing_inline_xbrl,1,False,True,SBOW,True,True,False,missing_validated_execution_price,,
2023-01-01 00:00:00+00:00,0000717423-22-000071,0000717423,MURPHY OIL CORP,1311,energy,10-Q,1-LAF,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,MUR,NYSE,current_ticker_available,MUR,current_sec_mapping,1,False,True,MUR,True,True,True,execution_price_available,yahoo_current_sec,MUR
2023-01-01 00:00:00+00:00,0000732834-22-000035,0000732834,"CONTINENTAL RESOURCES, INC",1311,energy,10-Q,1-LAF,2022-11-02,2022-11-03 00:00:00+00:00,20220930,2022,Q3,2022Q4,59.0,,,former_or_unmapped,CLR,last_filing_inline_xbrl,1,False,True,CLR,False,True,False,missing_validated_execution_price,,
2023-01-01 00:00:00+00:00,0001558370-22-015563,0000742278,RPC INC,1389,energy,10-Q,2-ACC,2022-10-28,2022-10-29 00:00:00+00:00,20220930,2022,Q3,2022Q4,64.0,RES,NYSE,current_ticker_available,RES,current_sec_mapping,1,False,True,RES,True,True,True,execution_price_available,yahoo_current_sec,RES
2023-01-01 00:00:00+00:00,0001628280-22-027298,0000789460,WORLD FUEL SERVICES CORP,5172,energy,10-Q,1-LAF,2022-10-28,2022-10-29 00:00:00+00:00,20220930,2022,Q3,2022Q4,64.0,WKC,NYSE,current_ticker_available,WKC,current_sec_mapping,1,False,True,WKC,True,True,True,execution_price_available,yahoo_current_sec,WKC
2023-01-01 00:00:00+00:00,0000789933-22-000063,0000789933,NACCO INDUSTRIES INC,1221,energy,10-Q,2-ACC,2022-11-02,2022-11-03 00:00:00+00:00,20220930,2022,Q3,2022Q4,59.0,NC,NYSE,current_ticker_available,NC,current_sec_mapping,1,False,True,NC,True,True,True,execution_price_available,yahoo_current_sec,NC
2023-01-01 00:00:00+00:00,0000821189-22-000056,0000821189,EOG RESOURCES INC,1311,energy,10-Q,1-LAF,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,EOG,NYSE,current_ticker_available,EOG,current_sec_mapping,1,False,True,EOG,True,True,True,execution_price_available,yahoo_current_sec,EOG
2023-01-01 00:00:00+00:00,0000821483-22-000076,0000821483,"PAR PACIFIC HOLDINGS, INC.",1311,energy,10-Q,1-LAF,2022-11-03,2022-11-04 00:00:00+00:00,20220930,2022,Q3,2022Q4,58.0,PARR,NYSE,current_ticker_available,PARR,current_sec_mapping,1,False,True,PARR,True,True,True,execution_price_available,yahoo_current_sec,PARR
2023-01-01 00:00:00+00:00,0000844965-22-000054,0000844965,TETRA TECHNOLOGIES INC,1311,energy,10-Q,2-ACC,2022-10-31,2022-11-01 00:00:00+00:00,20220930,2022,Q3,2022Q4,61.0,TTI,NYSE,current_ticker_available,TTI,current_sec_mapping,1,False,True,TTI,True,True,True,execution_price_available,yahoo_current_sec,TTI
