variant,decision_date,realization_date,cost_bps,active_assets,invested_weight,turnover,gross_return,cost,net_return
awesome_zero_line,2005-02-18,2005-02-22,50,8,1,1,-0.00667106293559,0.005,-0.0116710629356
awesome_zero_line,2005-02-22,2005-02-23,50,8,1,0.00541283246463,0.000448639393347,2.70641623232e-05,0.000421575231024
awesome_zero_line,2005-02-23,2005-02-24,50,6,1,0.249126204561,0.00233560010124,0.00124563102281,0.00108996907843
awesome_zero_line,2005-02-24,2005-02-25,50,6,1,0.00188064839356,0.0102268105479,9.40324196779e-06,0.0102174073059
awesome_zero_line,2005-02-25,2005-02-28,50,5,1,0.165781057983,-0.00344868295466,0.000828905289916,-0.00427758824458
awesome_zero_line,2005-02-28,2005-03-01,50,5,1,0.201185747229,0.00369019687985,0.00100592873614,0.00268426814371
awesome_zero_line,2005-03-01,2005-03-02,50,5,1,0.00215438317767,-0.00273952208677,1.07719158883e-05,-0.00275029400266
awesome_zero_line,2005-03-02,2005-03-03,50,5,1,0.00132566660931,-0.00149419873842,6.62833304657e-06,-0.00150082707147
awesome_zero_line,2005-03-03,2005-03-04,50,6,1,0.166666666667,0.0143748968109,0.000833333333333,0.0135415634776
awesome_zero_line,2005-03-04,2005-03-07,50,6,1,0.0014550487768,-0.000204629471005,7.27524388401e-06,-0.000211904714889
awesome_zero_line,2005-03-07,2005-03-08,50,7,1,0.142857142857,-0.0025445582241,0.000714285714286,-0.00325884393838
awesome_zero_line,2005-03-08,2005-03-09,50,7,1,0.00296440332827,-0.00781983150053,1.48220166414e-05,-0.00783465351717
awesome_zero_line,2005-03-09,2005-03-10,50,7,1,0.00392614060686,0.00257686192605,1.96307030343e-05,0.00255723122302
awesome_zero_line,2005-03-10,2005-03-11,50,7,1,0.00158530131179,-0.00306797216728,7.92650655897e-06,-0.00307589867383
awesome_zero_line,2005-03-11,2005-03-14,50,7,1,0.00262624742465,0.00118621644954,1.31312371232e-05,0.00117308521241
awesome_zero_line,2005-03-14,2005-03-15,50,7,1,0.00392865819105,-0.00491801858007,1.96432909553e-05,-0.00493766187102
awesome_zero_line,2005-03-15,2005-03-16,50,6,1,0.142409786081,-0.00319500700422,0.000712048930406,-0.00390705593462
awesome_zero_line,2005-03-16,2005-03-17,50,4,0.8,0.331473288354,-0.00185656050293,0.00165736644177,-0.0035139269447
awesome_zero_line,2005-03-17,2005-03-18,50,3,0.6,0.201471806167,0.00083545466572,0.00100735903083,-0.000171904365114
awesome_zero_line,2005-03-18,2005-03-21,50,3,0.6,0.000903687019335,-0.00573629793951,4.51843509667e-06,-0.00574081637461
awesome_zero_line,2005-03-21,2005-03-22,50,3,0.6,0.00272544014849,-0.00562037815632,1.36272007424e-05,-0.00563400535706
awesome_zero_line,2005-03-22,2005-03-23,50,3,0.6,0.00226085814023,-0.00389154053035,1.13042907012e-05,-0.00390284482106
awesome_zero_line,2005-03-23,2005-03-24,50,3,0.6,0.00156269751285,-0.000737670367247,7.81348756425e-06,-0.000745483854811
awesome_zero_line,2005-03-24,2005-03-28,50,1,0.2,0.400116133956,0,0.00200058066978,-0.00200058066978
awesome_zero_line,2005-03-28,2005-03-29,50,1,0.2,0,-0.00597572686045,0,-0.00597572686045
awesome_zero_line,2005-03-29,2005-03-30,50,0,0,0.195190679325,0,0.000975953396625,-0.000975953396625
awesome_zero_line,2005-03-30,2005-03-31,50,0,0,0,0,0,0
awesome_zero_line,2005-03-31,2005-04-01,50,0,0,0,0,0,0
awesome_zero_line,2005-04-01,2005-04-04,50,0,0,0,0,0,0
awesome_zero_line,2005-04-04,2005-04-05,50,0,0,0,0,0,0
awesome_zero_line,2005-04-05,2005-04-06,50,0,0,0,0,0,0
awesome_zero_line,2005-04-06,2005-04-07,50,1,0.2,0.2,-0.00161167284087,0.001,-0.00261167284087
awesome_zero_line,2005-04-07,2005-04-08,50,1,0.2,0.00129141961862,0.000699615085984,6.4570980931e-06,0.000693157987891
awesome_zero_line,2005-04-08,2005-04-11,50,1,0.2,0.000559300773529,0.00107909245918,2.79650386764e-06,0.00107629595531
awesome_zero_line,2005-04-11,2005-04-12,50,1,0.2,0.000862343419064,0.00185611276852,4.31171709532e-06,0.00185180105143
awesome_zero_line,2005-04-12,2005-04-13,50,1,0.2,0.00148213919733,-0.000487032960937,7.41069598664e-06,-0.000494443656924
awesome_zero_line,2005-04-13,2005-04-14,50,1,0.2,0.000389816222098,-0.000311155183752,1.94908111049e-06,-0.000313104264863
awesome_zero_line,2005-04-14,2005-04-15,50,1,0.2,0.000249001625148,0.00264736953863,1.24500812574e-06,0.0026461245305
awesome_zero_line,2005-04-15,2005-04-18,50,1,0.2,0.00211230358274,-0.000153692220561,1.05615179137e-05,-0.000164253738475
awesome_zero_line,2005-04-18,2005-04-19,50,3,0.6,0.400122972676,0.00376012019596,0.00200061486338,0.00175950533257
awesome_zero_line,2005-04-19,2005-04-20,50,3,0.6,0.00149841386216,-0.000883437068891,7.49206931079e-06,-0.000890929138201
awesome_zero_line,2005-04-20,2005-04-21,50,3,0.6,0.000639535033482,-0.00318419399999,3.19767516741e-06,-0.00318739167515
awesome_zero_line,2005-04-21,2005-04-22,50,3,0.6,0.0018786501567,0.0041785595027,9.39325078349e-06,0.00416916625192
awesome_zero_line,2005-04-22,2005-04-25,50,4,0.8,0.2,0.00349324231126,0.001,0.00249324231126
awesome_zero_line,2005-04-25,2005-04-26,50,4,0.8,0.00147876336979,0.000550172613954,7.39381684897e-06,0.000542778797105
awesome_zero_line,2005-04-26,2005-04-27,50,4,0.8,0.000960707345315,0.00122249022476,4.80353672657e-06,0.00121768668803
awesome_zero_line,2005-04-27,2005-04-28,50,4,0.8,0.00250242925419,0.000903928706074,1.2512146271e-05,0.000891416559803
awesome_zero_line,2005-04-28,2005-04-29,50,4,0.8,0.00194608398228,0.00322584468421,9.7304199114e-06,0.0032161142643
awesome_zero_line,2005-04-29,2005-05-02,50,4,0.8,0.00299013209006,-0.00228877952205,1.49506604503e-05,-0.0023037301825
awesome_zero_line,2005-05-02,2005-05-03,50,4,0.8,0.00171455320898,0.000383862104504,8.57276604492e-06,0.000375289338459
awesome_zero_line,2005-05-03,2005-05-04,50,4,0.8,0.000712985442855,-0.00136915027514,3.56492721427e-06,-0.00137271520235
awesome_zero_line,2005-05-04,2005-05-05,50,4,0.8,0.00166086743685,0.00334547496145,8.30433718425e-06,0.00333717062426
awesome_zero_line,2005-05-05,2005-05-06,50,4,0.8,0.00187476890702,-0.00690437809433,9.37384453512e-06,-0.00691375193886
awesome_zero_line,2005-05-06,2005-05-09,50,4,0.8,0.201247473887,0.00363587427635,0.00100623736943,0.00262963690692
awesome_zero_line,2005-05-09,2005-05-10,50,6,1,0.333333333333,-0.00607805598592,0.00166666666667,-0.00774472265259
awesome_zero_line,2005-05-10,2005-05-11,50,6,1,0.00422253442285,0.00342973937981,2.11126721143e-05,0.00340862670769
awesome_zero_line,2005-05-11,2005-05-12,50,6,1,0.000961243354214,-0.0097203961594,4.80621677107e-06,-0.00972520237617
awesome_zero_line,2005-05-12,2005-05-13,50,7,1,0.142857142857,0.000969359872756,0.000714285714286,0.00025507415847
awesome_zero_line,2005-05-13,2005-05-16,50,6,1,0.141454546848,0.00410241990194,0.000707272734241,0.0033951471677
awesome_zero_line,2005-05-16,2005-05-17,50,4,0.8,0.334631064126,0.00364019115422,0.00167315532063,0.00196703583359
awesome_zero_line,2005-05-17,2005-05-18,50,4,0.8,0.0015083340004,0.00673258073988,7.541670002e-06,0.00672503906988
awesome_zero_line,2005-05-18,2005-05-19,50,5,1,0.200643587697,0.00435490951733,0.00100321793849,0.00335169157884
awesome_zero_line,2005-05-19,2005-05-20,50,6,1,0.166666666667,-0.000645422988973,0.000833333333333,-0.00147875632231
awesome_zero_line,2005-05-20,2005-05-23,50,7,1,0.142857142857,0.00464351115708,0.000714285714286,0.00392922544279
awesome_zero_line,2005-05-23,2005-05-24,50,7,1,0.000913649042491,-0.00177596652537,4.56824521245e-06,-0.00178053477058
