,GLD,TLT,HYG,LQD,DBA,BIL
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-14,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2005-10-21,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-10-28,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-11-04,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-11-11,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-11-18,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-11-25,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-12-02,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-12-09,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-12-16,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-12-23,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2005-12-30,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2006-01-06,0.02615508832241623,0.020817315195392507,0.01814842863188065,0.020817315195392507,0.015479542068368789,0.8985823105865494
2006-01-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2006-01-20,0.05476762326328198,0.03955439457903699,0.03955439457903699,0.06998085194752696,0.03955439457903699,0.7565883410520802
2006-01-27,0.049323521730354807,0.035622543471922924,0.035622543471922924,0.0630244999887867,0.035622543471922924,0.7807843478650898
2006-02-03,0.05246718229373193,0.04175959407052133,0.03640579995891603,0.04175959407052133,0.031052005847310726,0.7965558237589987
2006-02-10,0.04329340682373958,0.03445801767603763,0.030040323102186645,0.03445801767603763,0.02562262852833567,0.8321276061936629
2006-02-17,0.04193302582340529,0.03337526545128175,0.02909638526521999,0.03337526545128175,0.024817505079158225,0.837402552929653
2006-02-24,0.04100733237582819,0.032638489033822424,0.028454067362819555,0.032638489033822424,0.024269645691816676,0.8409919765018908
2006-03-03,0.036089800131197766,0.028724534798300255,0.025041902131851507,0.028724534798300255,0.021359269465402758,0.8600599586749476
2006-03-10,0.03548114099531184,0.02824009181259513,0.024619567221236784,0.02824009181259513,0.020999042629878433,0.8624200655283827
2006-03-17,0.0316537198350206,0.025193777011547003,0.021963805599810208,0.025193777011547003,0.018733834188073416,0.8772610863540018
2006-03-24,0.0310081844749719,0.024679983561712325,0.02151588310508254,0.024679983561712325,0.018351782648452757,0.8797641826480682
2006-03-31,0.03591397293905972,0.02858459070659855,0.024919899590367965,0.02858459070659855,0.021255208474137383,0.8607417375832378
2006-04-07,0.034958828372552084,0.02782437360264349,0.024257146217689197,0.02782437360264349,0.0206899188327349,0.8644453593717368
2006-04-14,0.03093617364520311,0.02462266881965145,0.021465916406875625,0.02462266881965145,0.0183091639940998,0.8800434083145185
2006-04-21,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2006-04-28,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2006-05-05,0.029016378507984514,0.023094668608395836,0.0201338136586015,0.023094668608395836,0.01717295870880716,0.8874875119078152
2006-05-12,0.030616623253554184,0.02436833279364516,0.021244187563690654,0.02436833279364516,0.018120042333736146,0.8812824812617287
2006-05-19,0.03944949497756471,0.03139857763520456,0.02737311896402449,0.03139857763520456,0.023347660292844418,0.8470325704951572
2006-05-26,0.0392153776570211,0.031212239359669852,0.027210670210994232,0.031212239359669852,0.023209101062318608,0.8479403723503264
2006-06-02,0.15519274070282785,0.15519274070282785,0.09052909874331623,0.09052909874331623,0.09052909874331623,0.41802722236439566
2006-06-09,0.15147666001242616,0.12056305592825753,0.10510625388617324,0.12056305592825753,0.08964945184408893,0.4126415224007966
2006-06-16,0.15270513441173922,0.1215408212664863,0.10595866469385985,0.1215408212664863,0.0903765081212334,0.4078780502401949
2006-06-23,0.15253626817182953,0.12140641752451736,0.1058414922008613,0.12140641752451736,0.09027656687720521,0.4085328377010693
2006-06-30,0.15426299182579334,0.15426299182579334,0.08998674523171275,0.08998674523171275,0.08998674523171275,0.42151378065327505
2006-07-07,0.1503598283057316,0.11967414905966392,0.10433130943663008,0.11967414905966392,0.08898846981359625,0.41697209432471427
2006-07-14,0.16143141727571048,0.1284862300765859,0.1120136364770236,0.1284862300765859,0.0955410428774613,0.3740414432166329
2006-07-21,0.15332090553568228,0.12203092481411444,0.10638593445333056,0.12203092481411444,0.09074094409254665,0.40549036629021157
2006-07-28,0.14786062690529667,0.14786062690529667,0.08625203236142302,0.08625203236142302,0.08625203236142302,0.44552264910513767
2006-08-04,0.14414098948055504,0.11472446101513564,0.10001619678242595,0.11472446101513564,0.08530793254971625,0.4410859591570316
2006-08-11,0.15409326810605667,0.12264566237012672,0.10692185950216176,0.12264566237012672,0.09119805663419679,0.4024954910173314
2006-08-18,0.15396645854708593,0.12254473231298675,0.10683386919593718,0.12254473231298675,0.09112300607888758,0.4029872015521159
2006-08-25,0.13673286500386764,0.1211950394352463,0.1211950394352463,0.1211950394352463,0.09011938829800366,0.4095626283923898
2006-09-01,0.15512222363310502,0.12346462697328767,0.10763582864337898,0.12346462697328767,0.09180703031347032,0.39850566346347044
2006-09-08,0.13667381280085827,0.12114269770985164,0.12114269770985164,0.12114269770985164,0.0900804675278384,0.4098176265417484
2006-09-15,0.13709881294620443,0.12151940238413575,0.12151940238413575,0.12151940238413575,0.0903605812599984,0.4079823986413898
2006-09-22,0.15197145893276573,0.12095687547709924,0.105449583749266,0.12095687547709924,0.08994229202143277,0.410722914342337
2006-09-29,0.1450271103844911,0.11542974091826841,0.10063105618515708,0.11542974091826841,0.08583237145204574,0.43764998014176926
2006-10-06,0.1429735414886823,0.1137952677154818,0.09920613082888158,0.1137952677154818,0.08461699394228134,0.44561279830919126
2006-10-13,0.14539293455327126,0.11572090709341998,0.10088489336349434,0.11572090709341998,0.08604887963356869,0.4362314782628257
2006-10-20,0.14592407564722074,0.1161436520457471,0.10125344024501029,0.1161436520457471,0.0863632284442735,0.4341719515720014
2006-10-27,0.1418555352708082,0.11290542603186775,0.09843037141239752,0.11290542603186775,0.0839553167929273,0.44994792446013143
2006-11-03,0.13828586120237074,0.1100642568753563,0.09595345471184909,0.1100642568753563,0.08184265254834186,0.4637895177867258
2006-11-10,0.14020286261031603,0.11159003350616989,0.09728361895409683,0.11159003350616989,0.08297720440202377,0.4563562470212236
2006-11-17,0.12384931133817664,0.08162795520016189,0.13792309671751488,0.10977552595883838,0.08162795520016189,0.46519615558514626
2006-11-24,0.12232400657181293,0.08062264069505852,0.1362244618640644,0.10842355127956145,0.08062264069505852,0.4717826988944441
2006-12-01,0.11057704219754928,0.07986119714267449,0.07986119714267449,0.14129288725242406,0.07986119714267449,0.5085464791220032
2006-12-08,0.10893171510966491,0.07867290535698021,0.07867290535698021,0.13919052486234956,0.07867290535698021,0.515859043957045
2006-12-15,0.11791597647206595,0.0777173481293162,0.13131551925298252,0.10451643369114937,0.0777173481293162,0.49081737432516964
2006-12-22,0.10227272727272729,0.07386363636363638,0.07386363636363638,0.13068181818181818,0.07386363636363638,0.5454545454545455
2006-12-29,0.10289548490368453,0.07431340576377216,0.07431340576377216,0.13147756404359687,0.07431340576377216,0.5426867337614022
2007-01-05,0.10255482126010985,0.07406737091007934,0.07406737091007934,0.13104227161014034,0.07406737091007934,0.5442007943995119
2007-01-12,0.10297769825992968,0.07437278207661588,0.07437278207661588,0.13158261444324343,0.07437278207661588,0.5423213410669793
2007-01-19,0.10227272727272729,0.07386363636363638,0.07386363636363638,0.13068181818181818,0.07386363636363638,0.5454545454545455
2007-01-26,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-02-02,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-02-09,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-02-16,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-02-23,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-03-02,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-03-09,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
2007-03-16,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-03-23,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-03-30,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-04-06,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-04-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-04-20,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-04-27,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-05-04,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-05-11,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-05-18,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-05-25,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-06-01,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-06-08,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-06-15,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-06-22,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-06-29,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-07-06,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-07-13,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-07-20,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-07-27,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-08-03,0.0256611678449856,0.0204241948153967,0.017805708300602255,0.0204241948153967,0.015187221785807803,0.900497512437811
2007-08-10,0.14723450869208154,0.14723450869208154,0.08588679673704755,0.08588679673704755,0.08588679673704755,0.44787059240469435
2007-08-17,0.14303785292662136,0.14303785292662136,0.08343874754052913,0.08343874754052913,0.08343874754052913,0.4636080515251698
2007-08-24,0.14144370018284472,0.14144370018284472,0.0825088251066594,0.0825088251066594,0.0825088251066594,0.4695861243143325
2007-08-31,0.13436829275015946,0.13436829275015946,0.07838150410425967,0.07838150410425967,0.07838150410425967,0.4961189021869021
2007-09-07,0.1429145549087813,0.1429145549087813,0.08336682369678908,0.08336682369678908,0.08336682369678908,0.4640704190920702
2007-09-14,0.1457553637129345,0.1457553637129345,0.08502396216587844,0.08502396216587844,0.08502396216587844,0.4534173860764958
2007-09-21,0.1414357829878957,0.1414357829878957,0.08250420674293914,0.08250420674293914,0.08250420674293914,0.46961581379539113
2007-09-28,0.13883525882473458,0.13883525882473458,0.08098723431442849,0.08098723431442849,0.08098723431442849,0.47936777940724534
2007-10-05,0.12490538772504715,0.1107115936653827,0.1107115936653827,0.1107115936653827,0.08232400554605382,0.4606358257327508
2007-10-12,0.12442711982707176,0.11028767439217724,0.11028767439217724,0.11028767439217724,0.08200878352238822,0.46270107347400824
2007-10-19,0.13694723865531608,0.13694723865531608,0.07988588921560102,0.07988588921560102,0.07988588921560102,0.48644785504256477
2007-10-26,0.14037894591293726,0.14037894591293726,0.08188771844921339,0.08188771844921339,0.08188771844921339,0.47357895282648527
2007-11-02,0.12985988306587776,0.12985988306587776,0.07575159845509533,0.07575159845509533,0.07575159845509533,0.5130254385029585
2007-11-09,0.13766567458870377,0.13766567458870377,0.08030497684341054,0.08030497684341054,0.08030497684341054,0.4837537202923608
2007-11-16,0.13941873339309274,0.13941873339309274,0.08132759447930409,0.08132759447930409,0.08132759447930409,0.4771797497759024
2007-11-23,0.1362697313882439,0.1362697313882439,0.07949067664314227,0.07949067664314227,0.07949067664314227,0.48898850729408544
2007-11-30,0.1352273290284311,0.1352273290284311,0.07888260859991814,0.07888260859991814,0.07888260859991814,0.4928975161433835
2007-12-07,0.13053926558444642,0.13053926558444642,0.0761479049242604,0.0761479049242604,0.0761479049242604,0.5104777540583261
2007-12-14,0.1295301602748415,0.1295301602748415,0.0755592601603242,0.0755592601603242,0.0755592601603242,0.5142618989693444
2007-12-21,0.13122872383472453,0.13122872383472453,0.0765500889035893,0.0765500889035893,0.0765500889035893,0.5078922856197832
2007-12-28,0.13078549626352254,0.13078549626352254,0.0762915394870548,0.0762915394870548,0.0762915394870548,0.5095543890117905
2008-01-04,0.1307777202120602,0.1040883895565377,0.09074372422877645,0.1040883895565377,0.0773990589010152,0.49290271754507287
2008-01-11,0.1341477659609767,0.1341477659609767,0.0782528634772364,0.0782528634772364,0.0782528634772364,0.4969458776463375
2008-01-18,0.13412882875011456,0.13412882875011456,0.07824181677090013,0.07824181677090013,0.07824181677090013,0.4970168921870705
2008-01-25,0.1378770927781597,0.1378770927781597,0.08042830412059315,0.08042830412059315,0.08042830412059315,0.48296090208190107
2008-02-01,0.13742362117180715,0.13742362117180715,0.0801637790168875,0.0801637790168875,0.0801637790168875,0.4846614206057231
2008-02-08,0.13439329421296634,0.13439329421296634,0.07839608829089702,0.07839608829089702,0.07839608829089702,0.4960251467013764
2008-02-15,0.13740973712511367,0.13740973712511367,0.08015567998964962,0.08015567998964962,0.08015567998964962,0.4847134857808237
2008-02-22,0.13645137459262097,0.13645137459262097,0.07959663517902887,0.07959663517902887,0.07959663517902887,0.48830734527767145
2008-02-29,0.13622902586479926,0.13622902586479926,0.07946693175446623,0.07946693175446623,0.07946693175446623,0.48914115300700284
2008-03-07,0.13706257157356316,0.13706257157356316,0.07995316675124517,0.07995316675124517,0.07995316675124517,0.48601535659913825
2008-03-14,0.1389637836760031,0.1389637836760031,0.08106220714433514,0.08106220714433514,0.08106220714433514,0.47888581121498847
2008-03-21,0.13901001626240347,0.13901001626240347,0.08108917615306868,0.08108917615306868,0.08108917615306868,0.4787124390159871
2008-03-28,0.1375652861020261,0.1375652861020261,0.08024641689284852,0.08024641689284852,0.08024641689284852,0.4841301771174023
2008-04-04,0.1378303195110459,0.1378303195110459,0.08040101971477676,0.08040101971477676,0.08040101971477676,0.4831363018335779
2008-04-11,0.1353265019101327,0.1353265019101327,0.0789404594475774,0.0789404594475774,0.0789404594475774,0.4925256178370024
2008-04-18,0.1369605791779174,0.1369605791779174,0.07989367118711846,0.07989367118711846,0.07989367118711846,0.4863978280828098
2008-04-25,0.13458552415862726,0.13458552415862726,0.07850822242586589,0.07850822242586589,0.07850822242586589,0.4953042844051478
2008-05-02,0.1340633854203628,0.1340633854203628,0.07820364149521161,0.07820364149521161,0.07820364149521161,0.4972623046736395
2008-05-09,0.13317237826636003,0.13317237826636003,0.07768388732204333,0.07768388732204333,0.07768388732204333,0.50060358150115
2008-05-16,0.13332868623507804,0.10611875026873559,0.09251378228556435,0.10611875026873559,0.07890881430239312,0.4830112166394933
2008-05-23,0.11812111395978037,0.10469826010071442,0.10469826010071442,0.10469826010071442,0.07785255238258253,0.4899315533554939
2008-05-30,0.13392642738358188,0.10659450342774883,0.09292854144983231,0.10659450342774883,0.07926257947191578,0.48069344483917237
2008-06-06,0.13264054773081047,0.10557104819391037,0.09203629842546031,0.10557104819391037,0.07850154865701027,0.4856795087988982
2008-06-13,0.13456675082465228,0.10710414861553955,0.0933728475109832,0.10710414861553955,0.07964154640642684,0.47821055802685847
2008-06-20,0.13463315032568918,0.1071569971979975,0.09341892063415165,0.1071569971979975,0.07968084407030583,0.4779530905738584
2008-06-27,0.13648758855621043,0.1086329786467797,0.09470567369206437,0.1086329786467797,0.08077836873734902,0.47076241172081684
2008-07-04,0.1384156768754202,0.11016757955390587,0.09604353089314871,0.11016757955390587,0.08191948223239154,0.4632861508912278
2008-07-11,0.1389961836621841,0.1106296155678608,0.09644633152069917,0.1106296155678608,0.08226304747353752,0.46103520620785765
2008-07-18,0.14110415497995712,0.14110415497995712,0.08231075707164165,0.08231075707164165,0.08231075707164165,0.47085941882516075
2008-07-25,0.14010642580559773,0.14010642580559773,0.08172874838659867,0.08172874838659867,0.08172874838659867,0.47460090322900855
2008-08-01,0.14033960250732594,0.14033960250732594,0.08186476812927346,0.08186476812927346,0.08186476812927346,0.47372649059752775
2008-08-08,0.14002245705003677,0.14002245705003677,0.08167976661252145,0.08167976661252145,0.08167976661252145,0.47491578606236207
2008-08-15,0.1375398934235062,0.10947052741870901,0.09543584441631042,0.10947052741870901,0.08140116141391182,0.4666820459088535
2008-08-22,0.13715901019843188,0.109167375464058,0.09517155809687108,0.109167375464058,0.08117574072968416,0.468158940046897
2008-08-29,0.1374066016960173,0.10936443808458517,0.09534335627886911,0.10936443808458517,0.08132227447315309,0.4671988913827902
2008-09-05,0.1378159874309712,0.10969027571036484,0.09562741985006165,0.10969027571036484,0.08156456398975846,0.46561147730847907
2008-09-12,0.14083381117275975,0.14083381117275975,0.08215305651744317,0.08215305651744317,0.08215305651744317,0.47187320810215105
2008-09-19,0.14005510181275002,0.14005510181275002,0.08169880939077084,0.08169880939077084,0.08169880939077084,0.47479336820218737
2008-09-26,0.14063875099656722,0.14063875099656722,0.08203927141466419,0.08203927141466419,0.08203927141466419,0.472604683762873
2008-10-03,0.14217118396464187,0.14217118396464187,0.08293319064604107,0.08293319064604107,0.08293319064604107,0.46685806013259296
2008-10-10,0.147084045663014,0.147084045663014,0.08579902663675816,0.08579902663675816,0.08579902663675816,0.4484348287636974
2008-10-17,0.15735729695821793,0.15735729695821793,0.09179175655896044,0.09179175655896044,0.09179175655896044,0.4099101364066828
2008-10-24,0.20890937019969283,0.20890937019969283,0.12186379928315412,0.12186379928315412,0.12186379928315412,0.21658986175115214
2008-10-31,0.20446411296768213,0.20446411296768213,0.1192707325644812,0.1192707325644812,0.1192707325644812,0.23325957637119218
2008-11-07,0.19221941533085568,0.19221941533085568,0.11212799227633245,0.11212799227633245,0.11212799227633245,0.27917719250929124
2008-11-14,0.18986544391518928,0.18986544391518928,0.1107548422838604,0.1107548422838604,0.1107548422838604,0.2880045853180401
2008-11-21,0.1899957131577135,0.1899957131577135,0.11083083267533285,0.11083083267533285,0.11083083267533285,0.2875160756585746
2008-11-28,0.19018169187233666,0.19018169187233666,0.11093932025886302,0.11093932025886302,0.11093932025886302,0.28681865547873775
2008-12-05,0.18146894850260273,0.18146894850260273,0.10585688662651824,0.10585688662651824,0.10585688662651824,0.31949144311523986
2008-12-12,0.18911473049888347,0.18911473049888347,0.11031692612434868,0.11031692612434868,0.11031692612434868,0.29081976062918713
2008-12-19,0.186445169671675,0.186445169671675,0.10875968230847706,0.10875968230847706,0.10875968230847706,0.3008306137312188
2008-12-26,0.18994066431251064,0.18994066431251064,0.11079872084896453,0.11079872084896453,0.11079872084896453,0.2877225088280852
2009-01-02,0.19258953923374422,0.19258953923374422,0.11234389788635078,0.11234389788635078,0.11234389788635078,0.2777892278734592
2009-01-09,0.18742190130839045,0.18742190130839045,0.10932944242989441,0.10932944242989441,0.10932944242989441,0.2971678700935359
2009-01-16,0.18645372649505207,0.18645372649505207,0.10876467378878037,0.10876467378878037,0.10876467378878037,0.30079852564355464
2009-01-23,0.18652175675087646,0.18652175675087646,0.10880435810467791,0.10880435810467791,0.10880435810467791,0.3005434121842134
2009-01-30,0.18714938973041498,0.18714938973041498,0.10917047734274204,0.10917047734274204,0.10917047734274204,0.2981897885109439
2009-02-06,0.18646875184933417,0.18646875184933417,0.10877343857877825,0.10877343857877825,0.10877343857877825,0.30074218056499696
2009-02-13,0.18315267538149263,0.18315267538149263,0.10683906063920401,0.10683906063920401,0.10683906063920401,0.31317746731940277
2009-02-20,0.18396838714681812,0.18396838714681812,0.10731489250231055,0.10731489250231055,0.10731489250231055,0.3101185481994322
2009-02-27,0.18558719064787477,0.18558719064787477,0.10825919454459361,0.10825919454459361,0.10825919454459361,0.30404803507046974
2009-03-06,0.18628608583962986,0.18628608583962986,0.10866688340645074,0.10866688340645074,0.10866688340645074,0.30142717810138814
2009-03-13,0.18814177828125067,0.18814177828125067,0.10974937066406287,0.10974937066406287,0.10974937066406287,0.29446833144531004
2009-03-20,0.1841559890251909,0.1841559890251909,0.10742432693136135,0.10742432693136135,0.10742432693136135,0.30941504115553403
2009-03-27,0.18250959614667056,0.18250959614667056,0.10646393108555782,0.10646393108555782,0.10646393108555782,0.31558901444998544
2009-04-03,0.18120993093787827,0.18120993093787827,0.10570579304709565,0.10570579304709565,0.10570579304709565,0.32046275898295656
2009-04-10,0.17807115724371037,0.17807115724371037,0.10387484172549769,0.10387484172549769,0.10387484172549769,0.3322331603360861
2009-04-17,0.17428481676657126,0.17428481676657126,0.1016661431138332,0.1016661431138332,0.1016661431138332,0.3464319371253578
2009-04-24,0.16111996660444272,0.16111996660444272,0.09398664718592492,0.09398664718592492,0.09398664718592492,0.3958001252333399
2009-05-01,0.16234135992401888,0.16234135992401888,0.09469912662234432,0.09469912662234432,0.09469912662234432,0.3912199002849293
2009-05-08,0.16157158702712604,0.16157158702712604,0.09425009243249018,0.09425009243249018,0.09425009243249018,0.39410654864827743
2009-05-15,0.1594958275517323,0.12694565866362365,0.11067057421956933,0.12694565866362365,0.09439548977551501,0.38154679112593587
2009-05-22,0.16270031657323383,0.16270031657323383,0.09490851800105306,0.09490851800105306,0.09490851800105306,0.3898738128503731
2009-05-29,0.16040336938315353,0.1276679878763875,0.11130029712300449,0.1276679878763875,0.09493260636962148,0.3780277513714457
2009-06-05,0.16045724416825455,0.12771086780738627,0.11133767962695214,0.12771086780738627,0.094964491446518,0.3778188491435029
2009-06-12,0.14085533014233292,0.1248490426261587,0.1248490426261587,0.1248490426261587,0.09283646759381033,0.3917610743853807
2009-06-19,0.1406166771403421,0.12463750928348505,0.12463750928348505,0.12463750928348505,0.09267917356977094,0.3927916214394318
2009-06-26,0.13835236470191548,0.1226305050766978,0.1226305050766978,0.1226305050766978,0.09118678582626247,0.40256933424172864
2009-07-03,0.13843958410029175,0.12270781317980405,0.12270781317980405,0.12270781317980405,0.09124427133882866,0.40219270502146753
2009-07-10,0.1551570512276654,0.12349234689548878,0.10765999472940047,0.12349234689548878,0.09182764256331218,0.39837061768864435
2009-07-17,0.156055017560904,0.12420705479337256,0.10828307340960686,0.12420705479337256,0.09235909202584112,0.39488870741690296
2009-07-24,0.15305892387561312,0.1218224087989574,0.10620415126062951,0.1218224087989574,0.09058589372230164,0.406506213543541
2009-07-31,0.15114873725999545,0.12030205618652695,0.10487871564979274,0.12030205618652695,0.08945537511305851,0.4139130596040994
2009-08-07,0.1353978797246715,0.12001175702868609,0.12001175702868609,0.12001175702868609,0.08923951163671531,0.4153273375525549
2009-08-14,0.13435391661320734,0.11908642608897924,0.11908642608897924,0.11908642608897924,0.08855144504052302,0.4198353600793319
2009-08-21,0.1345330544856663,0.1192452073850224,0.1192452073850224,0.1192452073850224,0.08866951318373459,0.41906181017553196
2009-08-28,0.13358048273515724,0.11840088242434393,0.11840088242434393,0.11840088242434393,0.08804168180271728,0.42317518818909355
2009-09-04,0.14856050407196805,0.11824203385319905,0.10308279874381455,0.11824203385319905,0.08792356363443006,0.4239490658433893
2009-09-11,0.11977750298745143,0.08650597437982604,0.08650597437982604,0.15304903159507682,0.08650597437982604,0.46765554227799355
2009-09-18,0.11880242418465789,0.0858017508000307,0.0858017508000307,0.15180309756928503,0.0858017508000307,0.47198922584596503
2009-09-25,0.14668662029195775,0.11675057533441535,0.10178255285564415,0.11675057533441535,0.08681453037687296,0.4312151458066945
2009-10-02,0.11873848576869162,0.08575557305516618,0.08575557305516618,0.15172139848221702,0.08575557305516618,0.4722733965835928
2009-10-09,0.02205882352941177,0.01593137254901961,0.01593137254901961,0.02818627450980392,0.01593137254901961,0.9019607843137255
