decision_at,cik10,company_name_as_filed,sector,cash_score,decision_naive,acceleration_score,earnings_score,acceleration_event_time,earnings_response_date,acceleration_available,earnings_available
2023-01-01 00:00:00+00:00,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,0.24663677130044842,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000026058,CTS CORP,technology,0.5829596412556054,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000028823,"DIEBOLD NIXDORF, INC",technology,0.01569506726457399,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000029002,DIODES INC /DEL/,technology,0.5201793721973094,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000031235,EASTMAN KODAK CO,technology,0.06502242152466367,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000031791,PERKINELMER INC,technology,0.9349775784753364,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000033213,EQT CORP,energy,0.9461883408071748,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,0.2040358744394619,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000046129,ALLIED MOTION TECHNOLOGIES INC,technology,0.08968609865470852,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000046765,"HELMERICH & PAYNE, INC.",energy,0.2399103139013453,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000047217,HP INC,technology,0.5538116591928252,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000048898,HUBBELL INC,technology,0.30493273542600896,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000050863,INTEL CORP,technology,0.8408071748878924,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,technology,0.8811659192825112,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.6636771300448431,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000065270,METHODE ELECTRONICS INC,technology,0.3542600896860987,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000065770,"MICROVISION, INC.",technology,0.29596412556053814,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000068505,"MOTOROLA SOLUTIONS, INC.",technology,0.3475336322869955,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",technology,0.1031390134529148,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,0.06053811659192825,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000077159,RANGER OIL CORP,energy,0.6345291479820628,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000077877,"PDC ENERGY, INC.",energy,0.4641255605381166,2023-01-01,,0.4107142857142857,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0000078749,AGILYSYS INC,technology,0.20179372197309417,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000087347,SCHLUMBERGER LIMITED/NV,energy,0.2556053811659193,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000088941,SEMTECH CORP,technology,0.8340807174887892,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000093410,CHEVRON CORP,energy,0.4820627802690583,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000097210,"TERADYNE, INC",technology,0.14798206278026907,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000097476,TEXAS INSTRUMENTS INC,technology,0.773542600896861,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000097745,THERMO FISHER SCIENTIFIC INC.,technology,0.7174887892376681,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000099302,TRANSCAT INC,technology,0.3632286995515695,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000101778,MARATHON OIL CORP,energy,0.9282511210762332,2023-01-01,,0.4464285714285714,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0000101984,UNIVERSAL ELECTRONICS INC,technology,0.06726457399103139,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.21076233183856502,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,0.257847533632287,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",technology,0.44170403587443946,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000275880,PARSONS CORP,technology,0.17713004484304934,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000313616,DANAHER CORP /DE/,technology,0.7690582959641256,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000315374,HURCO COMPANIES INC,technology,0.08744394618834081,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000315852,RANGE RESOURCES CORP,energy,0.8632286995515696,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000319201,KLA CORP,technology,0.7959641255605381,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000320121,TELOS CORP,technology,0.4551569506726457,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000320193,APPLE INC,technology,0.9641255605381166,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000350868,"ITERIS, INC.",technology,0.13452914798206278,2023-01-01,,0.8333333333333334,,2022-11-11,False,True
2023-01-01 00:00:00+00:00,0000351817,"SILVERBOW RESOURCES, INC.",energy,0.484304932735426,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000704532,ONTO INNOVATION INC.,technology,0.6300448430493274,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000708818,"NEXTGEN HEALTHCARE, INC.",technology,0.16591928251121077,2023-01-01,,0.4833333333333333,,2022-10-28,False,True
2023-01-01 00:00:00+00:00,0000708821,PAR TECHNOLOGY CORP,technology,0.10538116591928251,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000709283,QUANTUM CORP /DE/,technology,0.07623318385650224,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000712515,ELECTRONIC ARTS INC.,technology,0.12780269058295965,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000713425,AMERICAN SOFTWARE INC,technology,0.11659192825112108,2023-01-01,,0.23888888888888887,,2022-11-18,False,True
2023-01-01 00:00:00+00:00,0000717423,MURPHY OIL CORP,energy,0.2645739910313901,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000718877,"ACTIVISION BLIZZARD, INC.",technology,0.8699551569506726,2023-01-01,,0.27222222222222225,,2022-11-11,False,True
2023-01-01 00:00:00+00:00,0000719733,KEY TRONIC CORP,technology,0.1726457399103139,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000722572,FRANKLIN WIRELESS CORP,technology,0.2062780269058296,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000723125,MICRON TECHNOLOGY INC,technology,0.5605381165919282,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000724004,MESA LABORATORIES INC /CO/,technology,0.15022421524663676,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000730255,CALAMP CORP.,technology,0.04708520179372197,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000733269,"LIVERAMP HOLDINGS, INC.",technology,0.08295964125560538,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000742278,RPC INC,energy,0.19282511210762332,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000746838,UNISYS CORP,technology,0.2219730941704036,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.33183856502242154,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000769397,"AUTODESK, INC.",technology,0.8856502242152466,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,0.5650224215246636,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000779152,HENRY JACK & ASSOCIATES INC,technology,0.7802690582959642,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000780571,"ITRON, INC.",technology,0.3811659192825112,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000785786,PLEXUS CORP,technology,0.08520179372197309,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000789019,MICROSOFT CORP,technology,0.8789237668161435,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000789460,WORLD FUEL SERVICES CORP,energy,0.35874439461883406,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000789933,NACCO INDUSTRIES INC,energy,0.08071748878923767,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000796343,ADOBE INC.,technology,0.8946188340807175,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000796505,"CLEARFIELD, INC.",technology,0.1905829596412556,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000797721,VIASAT INC,technology,0.7085201793721974,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000798354,FISERV INC,technology,0.6816143497757847,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000804328,QUALCOMM INC/DE,technology,0.40358744394618834,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000807863,MITEK SYSTEMS INC,technology,0.5112107623318386,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000808326,EMCORE CORP,technology,0.899103139013453,2023-01-01,,0.10555555555555556,,2022-12-23,False,True
2023-01-01 00:00:00+00:00,0000810136,PHOTRONICS INC,technology,0.7511210762331838,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000813672,CADENCE DESIGN SYSTEMS INC,technology,0.8968609865470852,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000814549,EBIX INC,technology,0.32062780269058294,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000816761,TERADATA CORP /DE/,technology,0.9417040358744395,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000817720,SYNAPTICS INC,technology,0.672645739910314,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000820313,AMPHENOL CORP /DE/,technology,0.4977578475336323,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,0.226457399103139,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,0.21300448430493274,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000833640,POWER INTEGRATIONS INC,technology,0.9192825112107623,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000844965,TETRA TECHNOLOGIES INC,energy,0.4304932735426009,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000851205,COGNEX CORP,technology,0.7757847533632287,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000851310,HARMONIC INC,technology,0.042600896860986545,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000854775,DIGI INTERNATIONAL INC,technology,0.07174887892376682,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000855658,LATTICE SEMICONDUCTOR CORP,technology,0.6928251121076233,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000857005,PTC INC.,technology,0.8542600896860987,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.9260089686098655,2023-01-01,,0.125,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0000858877,"CISCO SYSTEMS, INC.",technology,0.8251121076233184,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000860731,TYLER TECHNOLOGIES INC,technology,0.5695067264573991,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000863436,BENCHMARK ELECTRONICS INC,technology,0.09417040358744394,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000864749,TRIMBLE INC.,technology,0.7107623318385651,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000866291,"ALLEGRO MICROSYSTEMS, INC.",technology,0.5336322869955157,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000866374,FLEX LTD.,technology,0.3251121076233184,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000866706,ESCO TECHNOLOGIES INC,technology,0.19955156950672645,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,0.3452914798206278,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000867773,SUNPOWER CORP,technology,0.013452914798206279,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000876167,PROGRESS SOFTWARE CORP /MA,technology,0.852017937219731,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000882835,ROPER TECHNOLOGIES INC,technology,0.8004484304932735,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000883241,SYNOPSYS INC,technology,0.5134529147982063,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000889900,PATTERSON UTI ENERGY INC,energy,0.32286995515695066,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000890447,VERTEX ENERGY INC.,energy,0.38789237668161436,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000891103,"MATCH GROUP, INC.",technology,0.8318385650224215,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000893538,SM ENERGY CO,energy,0.57847533632287,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000895126,CHESAPEAKE ENERGY CORP,energy,0.726457399103139,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000895419,"WOLFSPEED, INC.",technology,0.17488789237668162,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000896429,"CANTALOUPE, INC.",technology,0.10986547085201794,2023-01-01,,0.1388888888888889,,2022-11-11,False,True
2023-01-01 00:00:00+00:00,0000896841,"AVID TECHNOLOGY, INC.",technology,0.4461883408071749,2023-01-01,,0.4944444444444444,,2022-11-11,False,True
2023-01-01 00:00:00+00:00,0000896878,INTUIT INC,technology,0.6547085201793722,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000897723,SANMINA CORP,technology,0.4013452914798206,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000898293,JABIL INC,technology,0.2533632286995516,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,0.242152466367713,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000910638,3D SYSTEMS CORP,technology,0.30269058295964124,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000912093,VIAVI SOLUTIONS INC.,technology,0.46860986547085204,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9932735426008968,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000917491,FARO TECHNOLOGIES INC,technology,0.15246636771300448,2023-01-01,,0.8111111111111111,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0000918965,"SCANSOURCE, INC.",technology,0.13228699551569506,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000921582,IMAX CORP,technology,0.28475336322869954,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000926282,"ADTRAN HOLDINGS, INC.",technology,0.5022421524663677,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000926326,"OMNICELL, INC.",technology,0.1412556053811659,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,0.24439461883408073,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000935036,"ACI WORLDWIDE, INC.",technology,0.5672645739910314,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000935494,NATIONAL INSTRUMENTS CORP,technology,0.1591928251121076,2023-01-01,,0.6166666666666667,,2022-10-28,False,True
2023-01-01 00:00:00+00:00,0000936395,CIENA CORP,technology,0.13004484304932734,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.6278026905829597,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,technology,0.647982062780269,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001000697,WATERS CORP /DE/,technology,0.7242152466367713,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001002047,"NETAPP, INC.",technology,0.4798206278026906,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001002638,OPEN TEXT CORP,technology,0.7982062780269058,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.7533632286995515,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001005757,CSG SYSTEMS INTERNATIONAL INC,technology,0.17937219730941703,2023-01-01,,0.15,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0001007587,KVH INDUSTRIES INC DE,technology,0.04484304932735426,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001013237,FACTSET RESEARCH SYSTEMS INC,technology,0.5964125560538116,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001013462,ANSYS INC,technology,0.9035874439461884,2023-01-01,,0.5388888888888889,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,technology,0.6524663677130045,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9147982062780269,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001022408,EPLUS INC,technology,0.020179372197309416,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001022652,INSEEGO CORP.,technology,0.47533632286995514,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.6233183856502242,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001023731,8X8 INC /DE/,technology,0.4910313901345291,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001024478,"ROCKWELL AUTOMATION, INC",technology,0.16367713004484305,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,technology,0.9237668161434978,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001032975,LOGITECH INTERNATIONAL S.A.,technology,0.1547085201793722,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001036044,"IDENTIV, INC.",technology,0.2825112107623318,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001037646,METTLER TOLEDO INTERNATIONAL INC/,technology,0.4103139013452915,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001037676,"ARCH RESOURCES, INC.",energy,0.8766816143497758,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001037868,AMETEK INC/,technology,0.531390134529148,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001038074,SILICON LABORATORIES INC.,technology,0.4147982062780269,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001038357,PIONEER NATURAL RESOURCES CO,energy,0.9013452914798207,2023-01-01,,0.5535714285714286,,2022-10-28,False,True
2023-01-01 00:00:00+00:00,0001039065,OSI SYSTEMS INC,technology,0.5089686098654709,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001039399,FORMFACTOR INC,technology,0.8116591928251121,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001043604,JUNIPER NETWORKS INC,technology,0.594170403587444,2023-01-01,,0.5611111111111111,,2022-10-28,False,True
2023-01-01 00:00:00+00:00,0001044777,ONESPAN INC.,technology,0.6659192825112108,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.8587443946188341,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001047127,"AMKOR TECHNOLOGY, INC.",technology,0.36771300448430494,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001048695,"F5, INC.",technology,0.5986547085201793,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001049502,MKS INSTRUMENTS INC,technology,0.4080717488789238,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001049521,MERCURY SYSTEMS INC,technology,0.011210762331838564,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001056696,MANHATTAN ASSOCIATES INC,technology,0.6367713004484304,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001057083,PC TEL INC,technology,0.12556053811659193,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,technology,0.3991031390134529,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001064728,PEABODY ENERGY CORP,energy,0.004484304932735426,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001070235,BLACKBERRY LTD,technology,0.026905829596412557,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,1.0,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001078075,NETSCOUT SYSTEMS INC,technology,0.11434977578475336,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001078271,EXTREME NETWORKS INC,technology,0.7443946188340808,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001085869,PERFICIENT INC,technology,0.39461883408071746,2023-01-01,,0.19444444444444445,,2022-10-28,False,True
2023-01-01 00:00:00+00:00,0001086600,ALLIANCE RESOURCE PARTNERS LP,energy,0.4349775784753363,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001090012,DEVON ENERGY CORP/DE,energy,0.8654708520179372,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001090872,"AGILENT TECHNOLOGIES, INC.",technology,0.5515695067264574,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001092699,SPS COMMERCE INC,technology,0.3004484304932735,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001094285,TELEDYNE TECHNOLOGIES INC,technology,0.0515695067264574,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001095565,HEALTHSTREAM INC,technology,0.8901345291479821,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001097864,ON SEMICONDUCTOR CORP,technology,0.7286995515695067,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001101680,DZS INC.,technology,0.1860986547085202,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001102993,LIVEPERSON INC,technology,0.21748878923766815,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.43946188340807174,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9753363228699552,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001108524,"SALESFORCE, INC.",technology,0.4192825112107623,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001110803,"ILLUMINA, INC.",technology,0.827354260089686,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001111928,IPG PHOTONICS CORP,technology,0.23094170403587444,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001114995,IMPINJ INC,technology,0.03139013452914798,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001116942,TTM TECHNOLOGIES INC,technology,0.4125560538116592,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001118417,"MODEL N, INC.",technology,0.09192825112107623,2023-01-01,,0.8666666666666667,,2022-11-11,False,True
2023-01-01 00:00:00+00:00,0001121142,MAXAR TECHNOLOGIES INC.,technology,0.5560538116591929,2023-01-01,,0.55,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0001121788,GARMIN LTD,technology,0.5807174887892377,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001122904,"NETGEAR, INC.",technology,0.34977578475336324,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001123494,HARVARD BIOSCIENCE INC,technology,0.25112107623318386,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001124610,"VMWARE, INC.",technology,0.8834080717488789,2023-01-01,,0.7666666666666666,,2022-11-25,False,True
2023-01-01 00:00:00+00:00,0001124796,"NLIGHT, INC.",technology,0.22869955156950672,2023-01-01,,,,,False,False
2023-01-01 00:00:00+00:00,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9573991031390134,2023-01-01,,0.8555555555555556,,2022-11-04,False,True
2023-01-01 00:00:00+00:00,0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,0.1681614349775785,2023-01-01,,0.17222222222222222,,2022-11-11,False,True
