date,market_state,breadth_quality_score,path_clarity_r2,state_persistence_score,credit_confirmation,leadership_quality_score,credit_relative_momentum,deployment_quality_composite,r2a,r2b,r2c,r2d
2005-11-04,neutral_mixed,0.0,0.3602001889523902,0.25,,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-11,neutral_mixed,0.75,0.2160311112861626,0.3333333333333333,,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-18,neutral_mixed,0.875,0.0343675886414987,0.4166666666666667,,0.625,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-25,neutral_mixed,0.875,0.0082395141134102,0.5,,0.625,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-02,neutral_mixed,0.875,0.070161716435486,0.5833333333333334,,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-09,neutral_mixed,0.875,0.1781823905043694,0.6666666666666666,,0.75,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-16,neutral_mixed,0.875,0.3972500205317576,0.75,,0.75,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-23,neutral_mixed,0.875,0.6236813957673675,0.8333333333333334,,0.625,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,neutral_mixed,1.0,0.7151634193069838,0.9166666666666666,,0.625,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06,neutral_mixed,0.625,0.7799005065015093,1.0,,0.625,0.0,3.0,-3.0,3.0,0.0,0.0
2006-01-13,calm_trend,1.0,0.7948720316045927,1.0,,0.625,0.0,3.0,-3.0,3.0,0.0,0.0
2006-01-20,calm_trend,1.0,0.7746734104016431,0.0833333333333333,,0.625,0.0,1.0924258349809168,-1.0924258349809166,1.0924258349809166,0.0,0.0
2006-01-27,neutral_mixed,0.5,0.6316309565155416,0.1666666666666666,,0.375,0.0,-0.960158207510183,0.960158207510183,-0.960158207510183,0.0,0.0
2006-02-03,neutral_mixed,1.0,0.6079724825010293,0.0833333333333333,,0.625,0.0,0.999090805928764,-0.9990908059287634,0.9990908059287634,0.0,0.0
2006-02-10,neutral_mixed,0.375,0.3956000295234651,0.1666666666666666,,0.5,0.0,-1.54678739373115,1.54678739373115,-1.54678739373115,0.0,0.0
2006-02-17,neutral_mixed,0.75,0.2064839307225479,0.25,,0.5,0.0,0.6148733932157835,-0.6148733932157834,0.6148733932157834,0.0,0.0
2006-02-24,neutral_mixed,0.875,0.200060941971543,0.3333333333333333,,0.5,0.0,1.482302354303748,-1.4823023543037472,1.4823023543037472,0.0,0.0
2006-03-03,neutral_mixed,0.875,0.3302311160351449,0.4166666666666667,,0.5,0.0,1.7304413465598614,-1.7304413465598616,1.7304413465598616,0.0,0.0
2006-03-10,neutral_mixed,0.875,0.3720782844080116,0.5,,0.5,0.0,1.957703127333951,-1.957703127333951,1.957703127333951,0.0,0.0
2006-03-17,neutral_mixed,0.75,0.3322151414854116,0.5833333333333334,,0.5,0.0,1.698063633567002,-1.6980636335670019,1.6980636335670019,0.0,0.0
2006-03-24,neutral_mixed,0.875,0.433181434078674,0.6666666666666666,,0.5,0.0,2.399766366935138,-2.399766366935138,2.399766366935138,0.0,0.0
2006-03-31,neutral_mixed,0.875,0.5148693970594684,0.75,,0.75,0.0,3.0,-3.0,3.0,0.0,0.0
2006-04-07,neutral_mixed,1.0,0.4482936026180711,0.8333333333333334,,0.625,0.0,3.0,-3.0,3.0,0.0,0.0
2006-04-14,neutral_mixed,1.0,0.552241186492842,0.9166666666666666,,0.625,0.0,3.0,-3.0,3.0,0.0,0.0
2006-04-21,neutral_mixed,1.0,0.5912381645952086,1.0,,0.625,0.0,3.0,-3.0,3.0,0.0,0.0
2006-04-28,neutral_mixed,1.0,0.5807397188401168,1.0,,0.5,0.0,2.8500819239960693,-2.85008192399607,2.85008192399607,0.0,0.0
2006-05-05,neutral_mixed,0.875,0.7002429011145186,1.0,,0.625,0.0,3.0,-3.0,3.0,0.0,0.0
2006-05-12,neutral_mixed,0.875,0.6996857952258789,1.0,,0.625,0.0,2.957250116699649,-2.957250116699649,2.957250116699649,0.0,0.0
2006-05-19,neutral_mixed,0.5,0.4117628274104424,1.0,,0.5,0.0,0.6928175552149777,-0.6928175552149779,0.6928175552149779,0.0,0.0
2006-05-26,stressed_panic,0.0,0.046128706382004,1.0,,0.375,0.0,-1.982648790162448,-0.7714235136266077,-3.0,0.0,0.0
2006-06-02,neutral_mixed,0.0,0.0009082793636547,0.0833333333333333,,0.5,0.0,-3.0,3.0,-2.9206121937447755,0.0,0.0
2006-06-09,neutral_mixed,0.125,0.025278444336905,0.0833333333333333,,0.375,0.0,-3.0,3.0,-2.839766062343247,0.0,0.0
2006-06-16,neutral_mixed,0.0,0.3005081533403885,0.1666666666666666,,0.25,0.0,-2.7482742102131574,2.811386104375655,-2.453735125746794,0.0,0.0
2006-06-23,stressed_panic,0.0,0.4160537653623053,0.25,,0.25,0.0,-2.1667579861351696,1.304064431680009,-0.14202426727029774,0.0,0.0
2006-06-30,neutral_mixed,0.0,0.5269656871904936,0.0833333333333333,,0.25,0.0,-2.0732140034291664,2.1760069772368675,-1.9353902177008588,0.0,0.0
2006-07-07,neutral_mixed,0.125,0.4916994553361431,0.0833333333333333,,0.25,0.0,-1.8777597413997031,1.9688866684692627,-1.7574654774626657,0.0,0.0
2006-07-14,neutral_mixed,0.0,0.4985910778855426,0.1666666666666666,,0.0,0.0,-2.515764245065976,2.6134342188067845,-2.3696236812194496,0.0,0.0
2006-07-21,stressed_panic,0.0,0.6687529679555791,0.25,,0.0,0.0,-1.83740255283414,2.2411963015631686,2.159777235855269,0.0,0.0
2006-07-28,neutral_mixed,0.0,0.6607920970181071,0.0833333333333333,,0.0,0.0,-2.004493794242687,2.0581630878276114,-1.9218244860948845,0.0,0.0
2006-08-04,neutral_mixed,0.375,0.3481138580082102,0.0833333333333333,,0.125,0.0,-1.7721620100705906,1.820413833821767,-1.7051212165664098,0.0,0.0
2006-08-11,neutral_mixed,0.375,0.0505792824794059,0.1666666666666666,,0.125,0.0,-2.2180927152859424,2.266649023070979,-2.1285325342365495,0.0,0.0
2006-08-18,recovery_fragile,0.375,1.3217293205015267e-05,0.25,,0.125,0.0,-2.089333711805306,-2.076867293094763,-2.0100182145957053,0.0,0.0
2006-08-25,neutral_mixed,0.625,0.084191182995628,0.0833333333333333,,0.25,0.0,-1.42866406658942,1.5162206826683202,-1.3860685632764336,0.0,0.0
2006-09-01,recovery_fragile,0.375,0.2828698903374749,0.0833333333333333,,0.25,0.0,-1.3018193836839755,-1.3148190108437883,-1.266255653842654,0.0,0.0
2006-09-08,recovery_fragile,0.75,0.635267279708164,0.0833333333333333,,0.375,0.0,0.3191379470776764,0.31808895874236326,0.2677027803236875,0.0,0.0
2006-09-15,neutral_mixed,0.5,0.6672603729489001,0.1666666666666666,,0.5,0.0,0.477880993731777,-0.38211739173908726,0.4182909497088931,0.0,0.0
2006-09-22,neutral_mixed,1.0,0.7123356352841188,0.0833333333333333,,0.625,0.0,1.4390738464346402,-1.3543926047651536,1.331045454088009,0.0,0.0
2006-09-29,neutral_mixed,0.625,0.7108249595226368,0.1666666666666666,,0.5,0.0,0.6958580204634895,-0.6055343384165838,0.6268876644237091,0.0,0.0
2006-10-06,neutral_mixed,1.0,0.8343077036698671,0.25,,0.625,0.0,1.8599615350247445,-1.786245574511035,1.7365108361514388,0.0,0.0
2006-10-13,neutral_mixed,1.0,0.9017530456108168,0.3333333333333333,,0.75,0.0,2.3099004989897756,-2.248248968312785,2.173232590046069,0.0,0.0
2006-10-20,neutral_mixed,1.0,0.901050685907778,0.4166666666666667,,1.0,0.0,2.80918032019169,-2.7626915490116564,2.6636917051721967,0.0,0.0
2006-10-27,neutral_mixed,1.0,0.9102254194205328,0.5,,0.875,0.0,2.486116245169972,-2.4413443589159884,2.3630423297920626,0.0,0.0
2006-11-03,neutral_mixed,1.0,0.931123241125142,0.5833333333333334,,0.875,0.0,2.478918353405818,-2.4398605514057277,2.3645558782885643,0.0,0.0
2006-11-10,recovery_confirmed,1.0,0.9156469842308836,0.6666666666666666,,1.0,0.0,2.637203652077239,2.9310570226216903,2.5265729077199572,0.0,0.0
2006-11-17,recovery_confirmed,1.0,0.9131853653097805,0.0833333333333333,,1.0,0.0,1.7801970093477013,2.0502690114618614,1.699856268974613,0.0,0.0
2006-11-24,calm_trend,1.0,0.9386943277131878,0.1666666666666666,,0.875,0.0,1.6141030910685084,-1.6366103887409147,1.5411335124503138,0.0,0.0
2006-12-01,calm_trend,1.0,0.9368223759301418,0.0833333333333333,,0.875,0.0,1.4464339728548594,-1.4678851350890636,1.3800832178707283,0.0,0.0
2006-12-08,recovery_confirmed,1.0,0.9305922283648822,0.1666666666666666,,0.875,0.0,1.4810326285116446,1.7933771027123355,1.4154871782631535,0.0,0.0
2006-12-15,calm_trend,1.0,0.9301964334859656,0.0833333333333333,,1.0,0.0,1.5378885279443948,-1.581883676843553,1.4726781108007185,0.0,0.0
2006-12-22,calm_trend,1.0,0.9305536612953608,0.0833333333333333,,1.0,0.0,1.4738713571273123,-1.516403093498804,1.4119885258022193,0.0,0.0
2006-12-29,calm_trend,0.75,0.9141916739775414,0.1666666666666666,,0.875,0.0,1.0338717583479489,-1.0777311051690226,0.9838903179876752,0.0,0.0
2007-01-05,calm_trend,0.875,0.90183162381156,0.25,,0.75,0.0,1.000721160059446,-1.0438465233766137,0.9522348282384433,0.0,0.0
2007-01-12,calm_trend,0.875,0.8220926009323176,0.3333333333333333,,0.625,0.0,0.7423127363713385,-0.7864118728754312,0.7005247913211816,0.0,0.0
2007-01-19,calm_trend,1.0,0.8300004047787682,0.4166666666666667,,0.75,0.0,1.1793892628505482,-1.2195481491079423,1.1279419755254627,0.0,0.0
2007-01-26,calm_trend,0.75,0.8136735631340829,0.5,,0.625,0.0,0.7597565474542144,-0.802219067313592,0.7186001264234969,0.0,0.0
2007-02-02,calm_trend,0.75,0.7574481110822475,0.5833333333333334,,0.625,0.0,0.7630831281875017,-0.8049262337859043,0.722223607691021,0.0,0.0
2007-02-09,calm_trend,1.0,0.777632388538705,0.6666666666666666,,0.75,0.0,1.352458075532897,-1.388597537520533,1.2991600378298467,0.0,0.0
2007-02-16,calm_trend,0.875,0.7638517242100668,0.75,,0.5,0.0,0.8418823654460523,-0.8814689681151967,0.8004596811315484,0.0,0.0
2007-02-23,calm_trend,1.0,0.7911302361758817,0.8333333333333334,,0.375,0.0,0.875839253681479,-0.9144875476074864,0.8341158560976295,0.0,0.0
2007-03-02,calm_trend,1.0,0.796457979278128,0.9166666666666666,,0.5,0.0,1.1867313710825838,-1.2217381332049853,1.1390428319326253,0.0,0.0
2007-03-09,neutral_mixed,0.0,0.1462122785674392,1.0,,0.375,0.0,-0.975098949027323,0.9214460192192379,-0.9765092699538769,0.0,0.0
2007-03-16,neutral_mixed,0.125,0.0205537216197469,0.0833333333333333,,0.25,0.0,-2.324922712951375,2.263920707106234,-2.298226512110716,0.0,0.0
2007-03-23,neutral_mixed,0.0,0.0054562084113847,0.1666666666666666,,0.25,0.0,-2.283271322817437,2.2263668056317703,-2.258031817946008,0.0,0.0
2007-03-30,neutral_mixed,0.875,0.006052701673132,0.25,,0.5,0.0,-0.8481854319178489,0.800643467075197,-0.851839085906845,0.0,0.0
2007-04-06,neutral_mixed,0.375,0.017958469262509,0.3333333333333333,,0.25,0.0,-1.6293665143453568,1.5790907594005263,-1.6171301383694718,0.0,0.0
2007-04-13,neutral_mixed,1.0,0.0205305409075483,0.4166666666666667,,0.375,0.0,-0.669829088137094,0.6248340882031844,-0.6767403000560681,0.0,0.0
2007-04-20,neutral_mixed,1.0,0.0020744838516574,0.5,,0.375,0.0,-0.5851519608883374,0.5409135616686348,-0.593630138659229,0.0,0.0
2007-04-27,neutral_mixed,1.0,0.0835332304288128,0.5833333333333334,,0.5,0.0,-0.1445814261599758,0.1025582707373241,-0.1618669672898221,0.0,0.0
2007-05-04,neutral_mixed,1.0,0.1853689350116495,0.6666666666666666,,0.875,0.0,0.7548203956108176,-0.7922699134409448,0.7196385515738547,0.0,0.0
2007-05-11,neutral_mixed,1.0,0.3951176961505798,0.75,,0.75,0.0,0.9180907900669036,-0.9541788982941151,0.8800422193074832,0.0,0.0
2007-05-18,neutral_mixed,1.0,0.5491531319945286,0.8333333333333334,0.0,0.75,0.0,1.2179166350248192,-1.25163824552407,1.1746538250681648,0.0,0.0
2007-05-25,neutral_mixed,1.0,0.7783772899716704,0.9166666666666666,2.0,0.75,0.0,1.6106112456498871,-1.6409475983370185,1.5610607414199915,0.0,0.0
2007-06-01,neutral_mixed,1.0,0.9441664140526828,1.0,2.0,0.75,0.0,1.890642288021209,-1.9177983630784678,1.8377103075979448,0.0,0.0
2007-06-08,neutral_mixed,1.0,0.9405601697195816,1.0,2.0,0.875,0.0,2.0330708673357987,-2.057688126540973,1.9797197095347852,0.0,0.0
2007-06-15,neutral_mixed,1.0,0.8658261748057259,1.0,0.0,0.875,0.0,1.871508388501541,-1.8958226454782667,1.8225717341144785,0.0,0.0
2007-06-22,neutral_mixed,1.0,0.8552323921363818,1.0,0.0,0.875,0.0,1.8035674635505543,-1.8271106124179266,1.7572060369988323,0.0,0.0
2007-06-29,neutral_mixed,0.75,0.7319080258759733,1.0,0.0,1.0,0.0,1.5640747355207711,-1.5884121453383904,1.5224743673325625,0.0,0.0
2007-07-06,neutral_mixed,0.75,0.5726934259983634,1.0,0.0,1.0,0.0,1.3140118699385794,-1.3395362315834691,1.2768653471438745,0.0,0.0
2007-07-13,neutral_mixed,1.0,0.5132938576945903,1.0,0.0,1.0,0.0,1.4288662234284544,-1.4526748212886913,1.3908061949361517,0.0,0.0
2007-07-20,neutral_mixed,1.0,0.5171727541101966,1.0,-2.0,1.0,0.0,1.3962860822305505,-1.419607276304415,1.3594202983764772,0.0,0.0
2007-07-27,neutral_mixed,0.875,0.4616511593117101,1.0,-2.0,0.875,0.0,0.9877419778937724,-1.0140565992128237,0.9569342398912186,0.0,0.0
2007-08-03,stressed_panic,0.25,0.0006931450033214,1.0,0.0,0.5,0.0,-0.7980548325369424,-0.556907365375915,-2.881717364258324,0.0,0.0
2007-08-10,stressed_panic,0.0,0.1394595350800632,0.0833333333333333,-2.0,0.5,0.0,-1.8410125396576416,0.27891768813136103,-2.1040963390561234,0.0,0.0
2007-08-17,stressed_panic,0.0,0.3293153235295556,0.1666666666666666,0.0,0.5,0.0,-1.4682740214686754,0.7785255621716255,-1.1234573551044809,0.0,0.0
2007-08-24,stressed_panic,0.0,0.4365167029562733,0.25,0.0,0.5,0.0,-1.214946775268184,1.0525754066106985,-0.5724948502465456,0.0,0.0
2007-08-31,stressed_panic,0.125,0.4446550543899366,0.3333333333333333,0.0,0.5,0.0,-0.9854533674756252,0.833481108214809,-0.5272877579056133,0.0,0.0
2007-09-07,stressed_panic,0.375,0.3761230917735735,0.4166666666666667,0.0,0.5,0.0,-0.7480161051719222,0.18119341513653534,-0.8732814397325358,0.0,0.0
2007-09-14,stressed_panic,0.0,0.4365791693640347,0.5,0.0,0.375,0.0,-1.1043247510336691,1.0362256259336717,-0.5557673634415816,0.0,0.0
2007-09-21,stressed_panic,0.5,0.27881824016948,0.5833333333333334,0.0,0.375,0.0,-0.7550769224162437,-0.3297557570908961,-1.3595899149377921,0.0,0.0
2007-09-28,recovery_fragile,0.875,0.0859236527539203,0.6666666666666666,0.0,0.5,0.0,-0.3696793389823711,0.18384690247594657,-0.3612571126375327,0.0,0.0
2007-10-05,recovery_fragile,0.875,0.0049538139374843,0.0833333333333333,0.0,0.5,0.0,-1.1243500203641486,-0.5904655303433818,-1.0870671585374585,0.0,0.0
2007-10-12,stressed_panic,0.875,0.0866526257540679,0.1666666666666666,0.0,0.5,0.0,-0.90728091249365,-1.5040225361285933,-2.236511494968148,0.0,0.0
2007-10-19,stressed_panic,0.875,0.4509743435100532,0.0833333333333333,0.0,0.375,0.0,-0.7071592343333637,-0.5012590520065551,-0.37658599230599016,0.0,0.0
2007-10-26,stressed_panic,0.75,0.7329795780567295,0.1666666666666666,-2.0,0.25,0.0,-0.5455526170523891,0.5076950445153526,1.0552416043407302,0.0,0.0
2007-11-02,stressed_panic,0.875,0.7430367129176693,0.25,-2.0,0.5,0.0,0.0858416302678689,0.29530280631105155,1.090032351660122,0.0,0.0
2007-11-09,stressed_panic,0.75,0.6103759859533956,0.3333333333333333,-2.0,0.5,0.0,-0.1177796240235326,0.16728774202297902,0.40382871414965965,0.0,0.0
2007-11-16,stressed_panic,0.125,0.1974587772734917,0.4166666666666667,-2.0,0.375,0.0,-1.3683185654208785,0.22090172608284564,-1.6980887521105397,0.0,0.0
2007-11-23,stressed_panic,0.125,0.0108560622366681,0.5,0.0,0.5,0.0,-1.299114139390309,-0.2885241373365696,-2.560848888079232,0.0,0.0
2007-11-30,stressed_panic,0.0,0.0289625019838133,0.5833333333333334,0.0,0.375,0.0,-1.4765900892725914,0.01198770123057836,-2.3900408947041596,0.0,0.0
2007-12-07,stressed_panic,0.125,0.0972080530666065,0.6666666666666666,-2.0,0.25,0.0,-1.355498788021711,-0.035446558171243134,-2.004250545232891,0.0,0.0
2007-12-14,stressed_panic,0.625,0.2211965493637389,0.75,2.0,0.5,0.0,-0.2105463170829711,-0.6590175502824427,-1.3814905730467013,0.0,0.0
2007-12-21,stressed_panic,0.0,0.4183298364035201,0.8333333333333334,2.0,0.375,0.0,-0.6403841061698624,1.1082542401796722,-0.4230182954246318,0.0,0.0
2007-12-28,neutral_mixed,0.5,0.3930627661331285,0.9166666666666666,2.0,0.25,0.0,-0.3112559421156871,0.4081570841557763,-0.26842852127817723,0.0,0.0
2008-01-04,stressed_panic,0.375,0.3580540040955948,0.0833333333333333,0.0,0.125,0.0,-1.6234286058702276,0.20165344106674227,-0.7111098431591014,0.0,0.0
2008-01-11,stressed_panic,0.0,0.363211906878352,0.0833333333333333,-2.0,0.0,0.0,-2.1172848904486674,0.9499559978587192,-0.6804998278236767,0.0,0.0
2008-01-18,stressed_panic,0.0,0.3484655838210981,0.1666666666666666,-2.0,0.0,0.0,-1.989251688269676,0.8973499001573959,-0.7475554818624124,0.0,0.0
2008-01-25,stressed_panic,0.0,0.473507574817854,0.25,-2.0,0.0,0.0,-1.688518036751051,1.2391054467239353,-0.12494726905572072,0.0,0.0
2008-02-01,stressed_panic,0.0,0.5035708435927209,0.3333333333333333,-2.0,0.0,0.0,-1.522036214180954,1.3074734729188013,0.024935945485199743,0.0,0.0
2008-02-08,stressed_panic,0.0,0.4385471674057513,0.4166666666666667,-2.0,0.0,0.0,-1.484675950220751,1.1069365937496662,-0.30140005899474404,0.0,0.0
2008-02-15,stressed_panic,0.0,0.5903308151652116,0.5,-2.0,0.0,0.0,-1.1661664192698753,1.521004773605656,0.46439120348309604,0.0,0.0
2008-02-22,stressed_panic,0.0,0.6625458040379572,0.5833333333333334,0.0,0.0,0.0,-0.9578815589852312,1.6996096286791897,0.8236749972583092,0.0,0.0
2008-02-29,stressed_panic,0.0,0.7406068808633511,0.6666666666666666,0.0,0.125,0.0,-0.5659052195518077,1.8861608692045653,1.2054166741478751,0.0,0.0
2008-03-07,stressed_panic,0.0,0.719820912285348,0.75,0.0,0.0,0.0,-0.6721621055181122,1.794143523026038,1.0849303028414081,0.0,0.0
2008-03-14,stressed_panic,0.0,0.7056849611837663,0.8333333333333334,0.0,0.0,0.0,-0.5850071828125887,1.7242601436826261,1.0003476511538316,0.0,0.0
2008-03-21,stressed_panic,0.0,0.692656826861445,0.9166666666666666,0.0,0.0,0.0,-0.4979853792046073,1.6602265963273832,0.9229493972468928,0.0,0.0
2008-03-28,stressed_panic,0.0,0.5780183015161425,1.0,0.0,0.125,0.0,-0.372080599174902,1.3216137836712538,0.3321304347715004,0.0,0.0
2008-04-04,stressed_panic,0.0,0.4662219726802841,1.0,2.0,0.0,0.0,-0.6968626285326549,0.9969970289800418,-0.24334204909312404,0.0,0.0
2008-04-11,stressed_panic,0.0,0.1207768630390127,1.0,0.0,0.25,0.0,-0.7985034200875021,0.0273761337797887,-1.9912114023047152,0.0,0.0
2008-04-18,stressed_panic,0.0,0.0099874709753686,1.0,0.0,0.125,0.0,-1.1156443444482234,-0.27487001435861314,-2.4808831417476087,0.0,0.0
2008-04-25,stressed_panic,0.125,0.0030717367712527,1.0,0.0,0.75,0.0,-0.0987743595658146,-0.5188725092924814,-2.4396485976609013,0.0,0.0
2008-05-02,stressed_panic,0.25,0.047475684803836,1.0,0.0,0.875,0.0,0.2553667666588919,-0.6209923684719152,-2.165034403658207,0.0,0.0
2008-05-09,neutral_mixed,0.5,0.3933556872595465,1.0,2.0,0.75,1.517213571141854,1.4616075842891332,-0.696983404112155,0.634542907791739,1.517213571141854,0.0
2008-05-16,recovery_fragile,0.375,0.4597915186510048,0.0833333333333333,0.0,0.75,1.0458510116885182,-0.2303948337779244,-0.02037811235435456,-0.31999457908323753,1.0458510116885182,0.0
2008-05-23,neutral_mixed,0.75,0.6487471884883202,0.0833333333333333,0.0,0.875,0.24898646747788625,0.5544669025687311,-0.4102650134292996,0.38732482464257184,0.24898646747788625,0.0
2008-05-30,neutral_mixed,0.375,0.7103824383074732,0.0833333333333333,0.0,0.625,-0.09741107599916021,-0.0756766804954173,0.24168260986524806,-0.17890910736820248,-0.09741107599916021,0.0
2008-06-06,neutral_mixed,0.75,0.7597747976447872,0.1666666666666666,0.0,0.875,0.2952469356628216,0.7960303931450825,-0.663496338304986,0.6071721486167495,0.2952469356628216,0.0
2008-06-13,neutral_mixed,0.125,0.5253279849716771,0.25,0.0,0.875,0.26489729057705214,-0.0266551228153294,0.18842656256490678,-0.13290713300978324,0.26489729057705214,0.0
2008-06-20,neutral_mixed,0.125,0.2608010334246474,0.3333333333333333,0.0,0.875,1.1903093494010148,-0.2995325558060566,0.47004729211008134,-0.3777224122202941,1.1903093494010148,0.0
2008-06-27,neutral_mixed,0.0,0.0088737843408459,0.4166666666666667,0.0,0.625,0.04096157583892163,-1.025374772101045,1.2193271024041898,-1.0301531814983658,0.04096157583892163,0.0
2008-07-04,neutral_mixed,0.0,0.1876793454260587,0.5,0.0,0.5,-0.954409817885844,-0.8569672140106502,1.0426172146582153,-0.8773819989417505,-0.954409817885844,0.0
2008-07-11,stressed_panic,0.0,0.3929300367007566,0.5833333333333334,0.0,0.125,-0.4582175028025071,-1.0153870295860017,0.8267915217296629,-0.47884183982336503,-0.4582175028025071,0.0
