Date,b8_asymmetric_breadth_gate,b8_calm_neutral_confirmation,b8_recovery_safe_sector_gate,b8_soft_etf_breadth_95_103,b8_soft_etf_breadth_90_105,b8_sector_soft_95_103,b8_sector_soft_90_105,b8_market_quality_composite_mild,b8_market_quality_composite_medium
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,-0.001564580814357272,-0.001564580814357272,-0.001564580814357272,-0.0015882702696897457,-0.00158045044948291,-0.0015947561205671805,-0.0015912602009453005,-0.0015929828613379243,-0.0015929828613379243
2006-07-07,0.005528301003156363,0.005563720188799091,0.005528301003156363,0.005552026836238532,0.00555003383899324,0.0055497896176664105,0.005546305141373035,0.0055529816853904426,0.0055529816853904426
2006-07-14,0.0030868277793494507,0.003590222047136469,0.0030868277793494507,0.003169348576514707,0.0032243624412915434,0.0030648853620363356,0.0030502570838275888,0.003131982244759741,0.003131982244759741
2006-07-21,-0.01318023523012072,-0.013284187949230553,-0.01318023523012072,-0.013199578331018369,-0.013212473731616804,-0.013187867201903465,-0.013192955183091966,-0.01319317668572129,-0.01319317668572129
2006-07-28,0.022042090912585587,0.022042090912585587,0.022042090912585587,0.022044530128759406,0.022043993421095545,0.02204478246146704,0.02204441397560827,0.022044795078102423,0.022044795078102423
2006-08-04,0.008081388963573062,0.008081388963573062,0.008081388963573062,0.00818474234977833,0.008161660991664935,0.008194930149529503,0.008182503956495188,0.008195343195983777,0.008195343195983777
2006-08-11,-0.016607319622758177,-0.016607319622758177,-0.016607319622758177,-0.016614441914793013,-0.0166191901094829,-0.01659348389008277,-0.01658426006829916,-0.01659146218897547,-0.01659146218897547
2006-08-18,0.005191508263905888,0.005191508263905888,0.005191508263905888,0.005231273690583783,0.005257783975035712,0.005257132626368293,0.005300882201343226,0.005199461603204298,0.005199461603204298
2006-08-25,0.0016183020530483507,0.0016183020530483507,0.0016183020530483507,0.001612931862133759,0.0016093517348573644,0.0016170321695899912,0.0016161855806177505,0.001619256198021302,0.001619256198021302
2006-09-01,0.008939446638032516,0.008939446638032516,0.008939446638032516,0.009006887029273733,0.00905184729010121,0.00902919223127269,0.009089022626766143,0.008983726918984417,0.008983726918984417
2006-09-08,-0.010779152709150981,-0.010779152709150981,-0.010794678079818902,-0.010797492395791579,-0.01081188888881704,-0.010796217540526426,-0.010809556576187035,-0.010786960639452997,-0.010786960639452997
2006-09-15,-0.011434857248470386,-0.011434857248470386,-0.011312503515256934,-0.011369061009680907,-0.01132519685048792,-0.011378141545573168,-0.011340331076975024,-0.011398594666549666,-0.011398594666549666
2006-09-22,0.0028765475889825066,0.0028765475889825066,0.0028765475889825066,0.002818164972663479,0.0027792432284507967,0.002849148374277902,0.002830882231141499,0.002828190981210094,0.002828190981210094
2006-09-29,0.010190223289661255,0.010190223289661255,0.010190223289661255,0.010251548480595667,0.010292431941218608,0.010238678203072584,0.01027098147868014,0.01025891820338273,0.01025891820338273
2006-10-06,-0.0026304958041106956,-0.0026304958041106956,-0.0026304958041106956,-0.0026040810250269426,-0.0025864711723044415,-0.0026209821844831926,-0.0026146397713981894,-0.0025809402269151376,-0.0025809402269151376
2006-10-13,0.0134360296277201,0.0134360296277201,0.0134360296277201,0.013550831138736036,0.013627365479413326,0.013537740478510028,0.013605547712369978,0.01355707988674089,0.01355707988674089
2006-10-20,0.0024551222054058535,0.0024551222054058535,0.0024551222054058535,0.002471316792878924,0.0024821131845276377,0.0024745926030749254,0.0024875728681876394,0.0024735521378761397,0.0024735521378761397
2006-10-27,0.006692445797024604,0.006692445797024604,0.006692445797024604,0.006769519694725257,0.006820902293192359,0.0067758137726778595,0.006831392423113361,0.006764692449855542,0.006764692449855542
2006-11-03,-0.0007789888906239397,-0.0007789888906239397,-0.0007789888906239397,-0.0009246238104216852,-0.001021713756953515,-0.0009310807378898095,-0.0010324753027337237,-0.0009193619871354865,-0.0009193619871354865
2006-11-10,0.00941803430491623,0.00941803430491623,0.009390783775629066,0.009565441317396953,0.009663712659050768,0.00958624335201091,0.009698382716740698,0.009554766884363061,0.009554766884363061
2006-11-17,0.005097118463480707,0.005097118463480707,0.00530433595764213,0.005214165811559234,0.005292197376944917,0.005191071942859215,0.005253707595778219,0.0052030169039851025,0.0052030169039851025
2006-11-24,0.02284715429327462,0.02284715429327462,0.023407757543824823,0.023300300554980325,0.02360234207484092,0.02329080482304763,0.023586509213074022,0.02322929526848367,0.02322929526848367
2006-12-01,0.003968630885297159,0.003968630885297159,0.003968630885297159,0.003953027468539799,0.0039429985944581395,0.003951894578345371,0.003941165157666469,0.003955643016947102,0.003955643016947102
2006-12-08,0.003043175772452954,0.003043175772452954,0.0030396588604735537,0.003096227669550028,0.0031303796127650912,0.0030940379764560007,0.003126827655588086,0.003086351292567748,0.003086351292567748
2006-12-15,0.0010755210161704954,0.0010755210161704954,0.001111243750678233,0.0011127549788680898,0.0011367065426374284,0.001108728991375553,0.001130176219224372,0.0011047320341674074,0.0011047320341674074
2006-12-22,-0.006424802265867261,-0.006424802265867261,-0.006424802265867261,-0.006478783784626406,-0.00651342703712207,-0.006478185493691908,-0.0065124568174250155,-0.006467913304269749,-0.006467913304269749
2006-12-29,0.012280030782782598,0.012280030782782598,0.012280030782782598,0.012356469536413787,0.01240574857752201,0.012361602851428977,0.012414072990088293,0.012343736879020323,0.012343736879020323
2007-01-05,-0.022726264218855704,-0.022726264218855704,-0.022726264218855704,-0.022660517916017944,-0.02261783497896665,-0.022660812646473637,-0.02261831223090044,-0.02267143992655675,-0.02267143992655675
2007-01-12,0.0220598689495599,0.0220598689495599,0.0220598689495599,0.022104789482556852,0.022133895314051046,0.022111892403722674,0.022145448199360873,0.022099237943968238,0.022099237943968238
2007-01-19,0.011110945806775841,0.011110945806775841,0.011110945806775841,0.01112825790820569,0.011139542456125582,0.011128738886430853,0.011140319079441657,0.011127085728703103,0.011127085728703103
2007-01-26,0.00505275851292011,0.00505275851292011,0.00505275851292011,0.005047132468417291,0.00504347078846738,0.005050186018802995,0.0050484809715217556,0.00504850564443784,0.00504850564443784
2007-02-02,0.01600584788763037,0.01600584788763037,0.01600584788763037,0.016059202173944773,0.01609389642887057,0.016056579063171168,0.016089606845543645,0.016052719723013614,0.016052719723013614
2007-02-09,0.003134060420433126,0.003134060420433126,0.003134060420433126,0.0031253678241114293,0.003119718233435165,0.0031246660012450855,0.0031185843109087807,0.0031261480730014586,0.0031261480730014586
2007-02-16,0.012460240495494872,0.012460240495494872,0.012460240495494872,0.012478486439797463,0.01249030682356122,0.012483014110134943,0.012497662762330908,0.012476943838124914,0.012476943838124914
2007-02-23,-0.001641733851761874,-0.001641733851761874,-0.001641733851761874,-0.0016700095803872958,-0.00168832389851966,-0.0016768079975031896,-0.0016993679932161365,-0.001667520451419327,-0.001667520451419327
2007-03-02,-0.03908507686274677,-0.03908507686274677,-0.03908507686274677,-0.03948804442091889,-0.03974849353471316,-0.0395249925436872,-0.03980851278310485,-0.03942541665184863,-0.03942541665184863
2007-03-09,0.01138930603961214,0.01138930603961214,0.01138930603961214,0.011532027726223094,0.0116242858163597,0.01154515048441786,0.011645610141279614,0.011509321315419346,0.011509321315419346
2007-03-16,-0.009244736758414319,-0.009244736758414319,-0.009244736758414319,-0.009266943459171346,-0.009281613747767708,-0.009272172893347004,-0.009290261009165315,-0.009253915092759817,-0.009253915092759817
2007-03-23,0.0250850985047309,0.0250850985047309,0.0250850985047309,0.025204459071915323,0.025282910866887852,0.025224999115788377,0.025316737101480902,0.02514971734013522,0.02514971734013522
2007-03-30,-0.005167345918348553,-0.005167345918348553,-0.005167345918348553,-0.005160559105798181,-0.005161673952503404,-0.005175852781926499,-0.0051838300373072375,-0.005155318245135742,-0.005155318245135742
2007-04-06,0.010767475990353775,0.010767475990353775,0.010767475990353775,0.011011807463671962,0.011174695112550752,0.010948294585201586,0.01106884031510013,0.010948661127330409,0.010948661127330409
2007-04-13,0.0018293872607874513,0.0018293872607874513,0.0018293872607874513,0.0018683104595432838,0.0018942592587138374,0.0018570672745685933,0.0018755206170893548,0.001845337308592458,0.001845337308592458
2007-04-20,0.01173659359105794,0.01173659359105794,0.01173659359105794,0.011960055703811688,0.01210903044564752,0.011942904116859337,0.012080444467393606,0.011908580849380339,0.011908580849380339
2007-04-27,-0.0031037923637541017,-0.0031037923637541017,-0.0031037923637541017,-0.0031283904610158774,-0.0031450570609612228,-0.0031298803289817826,-0.003147540174237732,-0.0031238662948412186,-0.0031238662948412186
2007-05-04,0.0034390661507969393,0.0034390661507969393,0.0034390661507969393,0.003419650623749363,0.0034067069390509757,0.0034190994694100326,0.0034057883484854266,0.003423285709706179,0.003423285709706179
2007-05-11,-0.0010598623549506292,-0.0010598623549506292,-0.0010598623549506292,-0.0010362813614262377,-0.0010205606990766434,-0.00103137589101782,-0.0010123849150626145,-0.0010437940639212678,-0.0010437940639212678
2007-05-18,-0.015225782249339593,-0.015225782249339593,-0.015225782249339593,-0.015486843330562666,-0.015660884051378048,-0.0155426785272485,-0.015753942712521105,-0.015402623263194661,-0.015402623263194661
2007-05-25,0.00012155368681280096,0.00012155368681280096,0.00012155368681280096,9.686967035401546e-05,8.041365938149156e-05,9.639509625128834e-05,7.919718735202957e-05,0.00010649022713058728,0.00010649022713058728
2007-06-01,0.018189712644811434,0.018189712644811434,0.018189712644811434,0.01841738125861084,0.018569160334477117,0.018778779872487793,0.019171491357605368,0.01843002420686756,0.01843002420686756
2007-06-08,-0.021094456579203398,-0.021094456579203398,-0.021094456579203398,-0.0212353380060292,-0.021329258957246404,-0.021485128628169148,-0.02174557666081298,-0.02125734251392815,-0.02125734251392815
2007-06-15,0.00855114212148712,0.00855114212148712,0.00855114212148712,0.008656885567401514,0.008727381198011109,0.008772864043521645,0.008920678658211329,0.008689082089831766,0.008689082089831766
2007-06-22,-0.009162470022264444,-0.009162470022264444,-0.009162470022264444,-0.009191750207087688,-0.009211270330303181,-0.009389838989616598,-0.009541418301184702,-0.009291958216916429,-0.009291958216916429
2007-06-29,0.005391481056831368,0.005391481056831368,0.005391481056831368,0.005408340652696414,0.00541958038327311,0.005429102358352985,0.0054541832260340635,0.005415957499839006,0.005415957499839006
2007-07-06,0.013145576637580814,0.013145576637580814,0.013145576637580814,0.013194977348932772,0.013227911156500747,0.013385540440515254,0.01354551630913821,0.013319167378998794,0.013319167378998794
2007-07-13,0.01184776883782834,0.01184776883782834,0.01184776883782834,0.011892460232035598,0.011922254494840436,0.011930941811993957,0.011985346375384691,0.0119387686729174,0.0119387686729174
2007-07-20,-0.003574142919173059,-0.003574142919173059,-0.003574142919173059,-0.0036338249037816193,-0.003673612893520661,-0.003730876751894304,-0.003835365973708468,-0.003681635446327064,-0.003681635446327064
2007-07-27,-0.038948464547239124,-0.038948464547239124,-0.038948464547239124,-0.03946091861127317,-0.039802554653962534,-0.03982917061358698,-0.04041684992336427,-0.03959018795082407,-0.03959018795082407
2007-08-03,0.000612379547752967,0.000612379547752967,0.000612379547752967,0.0005755851417627116,0.0005510555377692088,0.0006084298657540131,0.0006057967444213769,0.0005973915439569356,0.0005973915439569356
2007-08-10,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586,-0.0012962820643394586
2007-08-17,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359,-0.006408385563125359
2007-08-24,0.02114755479788645,0.02114755479788645,0.02114755479788645,0.02114755479788645,0.02114755479788645,0.02114755479788645,0.02114755479788645,0.02114755479788645,0.02114755479788645
2007-08-31,0.007137110789256344,0.007137110789256344,0.007137110789256344,0.007137110789256344,0.007137110789256344,0.007137110789256344,0.007137110789256344,0.007137110789256344,0.007137110789256344
2007-09-07,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265,-0.00021842124330077265
2007-09-14,0.005089901677429627,0.005089901677429627,0.005089901677429627,0.005089901677429627,0.005089901677429627,0.005089901677429627,0.005089901677429627,0.005089901677429627,0.005089901677429627
2007-09-21,0.005015638793364999,0.005015638793364999,0.005015638793364999,0.005015638793364999,0.005015638793364999,0.005015638793364999,0.005015638793364999,0.005015638793364999,0.005015638793364999
2007-09-28,0.00429451437311382,0.00429451437311382,0.004257314230680019,0.004259279026935326,0.004235788796149663,0.004281415731411778,0.004272683303610416,0.00427796423932329,0.00427796423932329
2007-10-05,0.014307980901639018,0.014307980901639018,0.01472668146979965,0.01470457686113559,0.014968974167466637,0.01445550370520776,0.014553852240920253,0.014494324703916163,0.014494324703916163
2007-10-12,0.005446457246411661,0.005446457246411661,0.005570525243545414,0.0055640181807586776,0.005642392136990022,0.005490705273361461,0.005520203957994661,0.005501962491982512,0.005501962491982512
2007-10-19,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165,-0.0041227782104089165
2007-10-26,0.014629095268082025,0.014629095268082025,0.014629095268082025,0.014629095268082025,0.014629095268082025,0.014629095268082025,0.014629095268082025,0.014629095268082025,0.014629095268082025
2007-11-02,0.003992670374396733,0.003992670374396733,0.003992670374396733,0.003992670374396733,0.003992670374396733,0.003992670374396733,0.003992670374396733,0.003992670374396733,0.003992670374396733
2007-11-09,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905,-0.0008255451544394905
2007-11-16,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754,-0.004033904355126754
2007-11-23,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946,0.0020722165950223946
2007-11-30,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557,0.0005216402168657557
2007-12-07,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915,0.0017278774380291915
2007-12-14,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465,-0.006767996504507465
2007-12-21,0.004986143994698036,0.004986143994698036,0.004986143994698036,0.004986143994698036,0.004986143994698036,0.004986143994698036,0.004986143994698036,0.004986143994698036,0.004986143994698036
2007-12-28,0.0011868843989625533,0.0011868843989625533,0.0011868843989625533,0.0011802673044144455,0.0011758559080490404,0.0011852780752860202,0.0011842071928349976,0.0011846127695841722,0.0011846127695841722
2008-01-04,0.00475787996138265,0.00475787996138265,0.00475787996138265,0.004648635778783976,0.004575806323718193,0.004731360540244566,0.004713680926152511,0.00472037675014633,0.00472037675014633
2008-01-11,0.005313001480219138,0.005313001480219138,0.005313001480219138,0.005313001480219138,0.005313001480219138,0.005313001480219138,0.005313001480219138,0.005313001480219138,0.005313001480219138
2008-01-18,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743,-0.0085871526850743
2008-01-25,0.006178790414144774,0.006178790414144774,0.006178790414144774,0.006178790414144774,0.006178790414144774,0.006178790414144774,0.006178790414144774,0.006178790414144774,0.006178790414144774
2008-02-01,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494,0.0050978456806199494
2008-02-08,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378,-0.005501837664665378
2008-02-15,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688,-0.001981914846989688
2008-02-22,0.004445429835144123,0.004445429835144123,0.004445429835144123,0.004445429835144123,0.004445429835144123,0.004445429835144123,0.004445429835144123,0.004445429835144123,0.004445429835144123
2008-02-29,0.005265585592070641,0.005265585592070641,0.005265585592070641,0.005265585592070641,0.005265585592070641,0.005265585592070641,0.005265585592070641,0.005265585592070641,0.005265585592070641
2008-03-07,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915,-0.0067548281899345915
2008-03-14,0.004878746904650099,0.004878746904650099,0.004878746904650099,0.004878746904650099,0.004878746904650099,0.004878746904650099,0.004878746904650099,0.004878746904650099,0.004878746904650099
2008-03-21,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244,-0.0057838491693814244
2008-03-28,0.001990748139625435,0.001990748139625435,0.001990748139625435,0.001990748139625435,0.001990748139625435,0.001990748139625435,0.001990748139625435,0.001990748139625435,0.001990748139625435
2008-04-04,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085,0.0027210048358584085
2008-04-11,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584,0.0011209281401014584
2008-04-18,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123,-0.003819109545730123
2008-04-25,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357,-0.00437481347169357
2008-05-02,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413,-0.0019969743974655413
2008-05-09,0.0048743060341613275,0.0048743060341613275,0.0048743060341613275,0.004873227604890855,0.004872508652043873,0.004874090211435786,0.004873946329618758,0.0048734608247173305,0.0048734608247173305
2008-05-16,0.002083371652907395,0.002083371652907395,0.002083371652907395,0.0020943534235028155,0.0021016746038997627,0.0020796355087129353,0.0020771447459166283,0.0020920669043607374,0.0020920669043607374
2008-05-23,-0.00020131064009111798,-0.00020131064009111798,-0.00020131064009111798,-0.00021927769811625673,-0.0002312557367996829,-0.00019074043142281659,-0.00018369362564394872,-0.00021407580060102033,-0.00021407580060102033
2008-05-30,-0.008054407103486925,-0.008054407103486925,-0.008027831403507912,-0.008041971269938353,-0.008033680714239308,-0.008044798965802204,-0.008038393540679058,-0.008045885051693636,-0.008045885051693636
2008-06-06,0.00397689470850593,0.00397689470850593,0.004228220325102537,0.003940073059074659,0.003915525292787148,0.004062565644858555,0.004119679602426971,0.003951760719467424,0.003951760719467424
2008-06-13,-0.011495953544980854,-0.011519371953808017,-0.011401227243863806,-0.011504312161057299,-0.011509884571774927,-0.011488884033035043,-0.011484171025071169,-0.011506812610636387,-0.011506812610636387
2008-06-20,0.004244868291780274,0.00455647752898008,0.00455647752898008,0.004305653404190846,0.0043347340267676825,0.004374525582478204,0.0044495209905799455,0.004235702477652459,0.0042288562235644886
2008-06-27,0.006876954122212025,0.006876954122212025,0.006876954122212025,0.006662256999729446,0.006717601932846139,0.0066901832618564815,0.006764145703057864,0.007050199707346527,0.0071751370659585405
2008-07-04,-0.0015416375946472357,-0.0015416375946472357,-0.0015416375946472357,-0.0016134700543835145,-0.0015785847298370912,-0.001610286781915124,-0.0015732792757231068,-0.0016478307386564423,-0.0016478307386564423
2008-07-11,0.0059093026352000115,0.0059093026352000115,0.0059093026352000115,0.005886699314596461,0.0058991245317703426,0.005888893555076103,0.005902781599236414,0.005880450295556872,0.005880450295556872
2008-07-18,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282,-0.01013728158156282
2008-07-25,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499,-0.008297229448797499
2008-08-01,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859,-0.00016471974886877859
2008-08-08,-0.017839864499193978,-0.017839864499193978,-0.017839864499193978,-0.01783361914573842,-0.017838590833580678,-0.017832907649775128,-0.017837405006975192,-0.017856233231407562,-0.01786171438549514
