,all_six,five_sleeve_base,trend_0bps,candidate_0bps,trend_10bps,candidate_10bps,trend_50bps,candidate_50bps,trend_100bps,candidate_100bps
2005-09-23,,,0.0,,0.0,,0.0,,0.0,
2005-09-30,,,0.0,,0.0,,0.0,,0.0,
2005-10-07,,,0.0,,0.0,,0.0,,0.0,
2005-10-14,,,0.0,,0.0,,0.0,,0.0,
2005-10-21,,,0.0,,0.0,,0.0,,0.0,
2005-10-28,,,0.0,,0.0,,0.0,,0.0,
2005-11-04,,,0.0,,0.0,,0.0,,0.0,
2005-11-11,,,0.0,,0.0,,0.0,,0.0,
2005-11-18,,,0.0,,0.0,,0.0,,0.0,
2005-11-25,,,0.0,,0.0,,0.0,,0.0,
2005-12-02,,,0.0,,0.0,,0.0,,0.0,
2005-12-09,,,0.0,,0.0,,0.0,,0.0,
2005-12-16,,,0.0,,0.0,,0.0,,0.0,
2005-12-23,,,0.0,,0.0,,0.0,,0.0,
2005-12-30,,,0.0,,0.0,,0.0,,0.0,
2006-01-06,,,0.008647141776072375,,0.007647141776072375,,0.003647141776072375,,-0.001352858223927625,
2006-01-13,,,0.0006932515356521617,,0.0006932515356521617,,0.0006932515356521617,,0.0006932515356521617,
2006-01-20,,,-0.007200975637124541,,-0.007200975637124541,,-0.007200975637124541,,-0.007200975637124541,
2006-01-27,,,0.00448410996080697,,0.00448410996080697,,0.00448410996080697,,0.00448410996080697,
2006-02-03,,,-0.010057173655493766,,-0.010057173655493766,,-0.010057173655493766,,-0.010057173655493766,
2006-02-10,,,0.0047745968410960685,,0.0047745968410960685,,0.0047745968410960685,,0.0047745968410960685,
2006-02-17,,,0.002452905776964975,,0.002452905776964975,,0.002452905776964975,,0.002452905776964975,
2006-02-24,,,-0.004317333799966217,,-0.004317333799966217,,-0.004317333799966217,,-0.004317333799966217,
2006-03-03,,,-0.013769843214838784,,-0.014169843214838784,,-0.015769843214838784,,-0.017769843214838786,
2006-03-10,,,0.007646861637031544,,0.007646861637031544,,0.007646861637031544,,0.007646861637031544,
2006-03-17,,,0.0026222209113855757,,0.0026222209113855757,,0.0026222209113855757,,0.0026222209113855757,
2006-03-24,,,0.0012207102321389659,,0.0012207102321389659,,0.0012207102321389659,,0.0012207102321389659,
2006-03-31,,,0.0016867528101057073,,0.0012867528101057073,,-0.0003132471898942932,,-0.002313247189894294,
2006-04-07,,,0.0031063316096336282,,0.0031063316096336282,,0.0031063316096336282,,0.0031063316096336282,
2006-04-14,,,0.01243697735441831,,0.01243697735441831,,0.01243697735441831,,0.01243697735441831,
2006-04-21,,,0.005980998582707198,,0.005980998582707198,,0.005980998582707198,,0.005980998582707198,
2006-04-28,,,0.008910744166660045,,0.008910744166660045,,0.008910744166660045,,0.008910744166660045,
2006-05-05,,,0.009207251010903228,,0.009207251010903228,,0.009207251010903228,,0.009207251010903228,
2006-05-12,,,-0.015579304560118535,,-0.015579304560118535,,-0.015579304560118535,,-0.015579304560118535,
2006-05-19,,,-0.0014638711300135833,,-0.0014638711300135833,,-0.0014638711300135833,,-0.0014638711300135833,
2006-05-26,,,-0.004915510020348579,,-0.004915510020348579,,-0.004915510020348579,,-0.004915510020348579,
2006-06-02,,,-0.009606296809639515,,-0.009606296809639515,,-0.009606296809639515,,-0.009606296809639515,
2006-06-09,,,-0.00916460024087178,,-0.00916460024087178,,-0.00916460024087178,,-0.00916460024087178,
2006-06-16,,,0.0010749007338795025,,0.0010749007338795025,,0.0010749007338795025,,0.0010749007338795025,
2006-06-23,,,0.011174332712504897,,0.011174332712504897,,0.011174332712504897,,0.011174332712504897,
2006-06-30,,,0.004572926788650999,,0.004572926788650999,,0.004572926788650999,,0.004572926788650999,
2006-07-07,,,0.01028260370777847,,0.01028260370777847,,0.01028260370777847,,0.01028260370777847,
2006-07-14,,,-0.012574030328263253,,-0.012574030328263253,,-0.012574030328263253,,-0.012574030328263253,
2006-07-21,,,0.006060483885459034,,0.005860483885459035,,0.005060483885459034,,0.004060483885459034,
2006-07-28,,,0.005692583577963362,,0.005692583577963362,,0.005692583577963362,,0.005692583577963362,
2006-08-04,,,-0.005360327377739793,,-0.005360327377739793,,-0.005360327377739793,,-0.005360327377739793,
2006-08-11,,,-0.0042738358720293855,,-0.0042738358720293855,,-0.0042738358720293855,,-0.0042738358720293855,
2006-08-18,,,0.004215597132759008,,0.003815597132759008,,0.0022155971327590084,,0.0002155971327590083,
2006-08-25,,,0.002898753803932497,,0.002898753803932497,,0.002898753803932497,,0.002898753803932497,
2006-09-01,,,-0.0068649661074163155,,-0.0068649661074163155,,-0.0068649661074163155,,-0.0068649661074163155,
2006-09-08,,,-0.010993430616200995,,-0.010993430616200995,,-0.010993430616200995,,-0.010993430616200995,
2006-09-15,,,0.016204567778186442,,0.016004567778186443,,0.015204567778186441,,0.014204567778186442,
2006-09-22,,,0.0021920119396401368,,0.0021920119396401368,,0.0021920119396401368,,0.0021920119396401368,
2006-09-29,,,-0.011617113563742575,,-0.011617113563742575,,-0.011617113563742575,,-0.011617113563742575,
2006-10-06,,,-0.0019412598442261975,,-0.0019412598442261975,,-0.0019412598442261975,,-0.0019412598442261975,
2006-10-13,,,0.0023841708914665643,,0.0023841708914665643,,0.0023841708914665643,,0.0023841708914665643,
2006-10-20,,,0.011002258563795575,,0.011002258563795575,,0.011002258563795575,,0.011002258563795575,
2006-10-27,,,0.009247200823144121,,0.009247200823144121,,0.009247200823144121,,0.009247200823144121,
2006-11-03,,,0.009242101264268499,,0.009242101264268499,,0.009242101264268499,,0.009242101264268499,
2006-11-10,,,-0.003590600083500627,,-0.003590600083500627,,-0.003590600083500627,,-0.0035906000835006276,
2006-11-17,,,0.010086813445242447,,0.010086813445242447,,0.010086813445242447,,0.010086813445242447,
2006-11-24,,,0.009698472538619506,,0.009698472538619506,,0.009698472538619506,,0.009698472538619506,
2006-12-01,,,-0.013043105502977824,,-0.013043105502977824,,-0.013043105502977824,,-0.013043105502977824,
2006-12-08,,,-0.006690257316290049,,-0.006690257316290049,,-0.006690257316290049,,-0.006690257316290049,
2006-12-15,,,0.00019820445271541073,,0.00019820445271541073,,0.00019820445271541073,,0.00019820445271541073,
2006-12-22,,,0.0006110841892657858,,0.0006110841892657858,,0.0006110841892657858,,0.0006110841892657858,
2006-12-29,,,-0.005816706567556947,,-0.005816706567556947,,-0.005816706567556947,,-0.005816706567556947,
2007-01-05,,,-0.00024065925864187512,,-0.00024065925864187512,,-0.00024065925864187512,,-0.00024065925864187512,
2007-01-12,,,0.0037367298122474406,,0.0037367298122474406,,0.0037367298122474406,,0.0037367298122474406,
2007-01-19,,,-0.0010270540016127602,,-0.0010270540016127602,,-0.0010270540016127602,,-0.0010270540016127602,
2007-01-26,,,0.004878162760844029,,0.004878162760844029,,0.004878162760844029,,0.004878162760844029,
2007-02-02,,,0.007822277864708927,,0.007622277864708927,,0.006822277864708927,,0.005822277864708927,
2007-02-09,,,0.005930228356865274,,0.005930228356865274,,0.005930228356865274,,0.005930228356865274,
2007-02-16,,,0.005616688982935481,,0.005616688982935481,,0.005616688982935481,,0.005616688982935481,
2007-02-23,,,-0.0037286764149861984,,-0.0037286764149861984,,-0.0037286764149861984,,-0.0037286764149861984,
2007-03-02,,,-0.0033456712964778043,,-0.0035456712964778044,,-0.004345671296477805,,-0.005345671296477804,
2007-03-09,,,0.0037616670073636893,,0.0037616670073636893,,0.0037616670073636893,,0.0037616670073636893,
2007-03-16,,,-0.0016659557105832782,,-0.0016659557105832782,,-0.0016659557105832782,,-0.0016659557105832782,
2007-03-23,,,0.00019762481906171448,,0.00019762481906171448,,0.00019762481906171448,,0.00019762481906171448,
2007-03-30,,,0.002362881428479713,,0.002362881428479713,,0.002362881428479713,,0.0023628814284797125,
2007-04-06,,,-0.0012882771211210511,,-0.0012882771211210511,,-0.0012882771211210511,,-0.0012882771211210511,
2007-04-13,,,0.008980041733178769,,0.008980041733178769,,0.008980041733178769,,0.008980041733178769,
2007-04-20,,,-0.003332573580279874,,-0.003332573580279874,,-0.003332573580279874,,-0.003332573580279874,
2007-04-27,,,0.005598714622771242,,0.005521987531242465,,0.005215079165127355,,0.004831443707483467,
2007-05-04,,,-0.0065651146775561825,,-0.0065651146775561825,,-0.0065651146775561825,,-0.0065651146775561825,
2007-05-11,,,-0.010542243679755687,,-0.010542243679755687,,-0.010542243679755687,,-0.010542243679755687,
2007-05-18,,,-0.003385613142638419,,-0.003385613142638419,,-0.003385613142638419,,-0.003385613142638419,
2007-05-25,,,-0.004331457353401236,,-0.004531457353401235,,-0.005331457353401235,,-0.006331457353401234,
2007-06-01,,,-0.00950697479509115,,-0.00950697479509115,,-0.00950697479509115,,-0.00950697479509115,
2007-06-08,,,-0.000606985213634892,,-0.000606985213634892,,-0.000606985213634892,,-0.000606985213634892,
2007-06-15,,,0.0022065992060478655,,0.0022065992060478655,,0.0022065992060478655,,0.0022065992060478655,
2007-06-22,,,-0.007940530659798738,,-0.008340530659798737,,-0.009940530659798738,,-0.011940530659798738,
2007-06-29,,,0.0020211269119401174,,0.0020211269119401174,,0.0020211269119401174,,0.0020211269119401174,
2007-07-06,,,0.010965903894059402,,0.010965903894059402,,0.010965903894059402,,0.010965903894059402,
2007-07-13,,,0.013971892833699772,,0.013971892833699772,,0.013971892833699772,,0.013971892833699772,
2007-07-20,,,0.000996502884374366,,0.0007542707078728123,,-0.0002146579981334028,,-0.0014258188806411717,
2007-07-27,,,0.007841006437335023,,0.007841006437335023,,0.007841006437335023,,0.007841006437335023,
2007-08-03,,,-0.012466203117097313,,-0.012466203117097313,,-0.012466203117097313,,-0.012466203117097313,
2007-08-10,,,-0.0009572260369783345,,-0.0009572260369783345,,-0.0009572260369783345,,-0.0009572260369783345,
2007-08-17,,,0.0071552769925163915,,0.006834502533603648,,0.005551404697952677,,0.003947532403388963,
2007-08-24,,,0.006337257013668209,,0.006337257013668209,,0.006337257013668209,,0.006337257013668209,
2007-08-31,,,0.018405286678303902,,0.018405286678303902,,0.018405286678303902,,0.018405286678303902,
2007-09-07,,,-0.0003648526168642532,,-0.0003648526168642532,,-0.0003648526168642532,,-0.0003648526168642532,
2007-09-14,,,0.0039282959865216726,,0.003599587094092061,,0.002284751524373615,,0.0006412070622255576,
2007-09-21,,,0.008519931022907669,,0.008519931022907669,,0.008519931022907669,,0.008519931022907669,
2007-09-28,,,-0.0036178322865785075,,-0.0036178322865785075,,-0.0036178322865785075,,-0.0036178322865785075,
2007-10-05,,,0.003175044071318386,,0.003175044071318386,,0.003175044071318386,,0.003175044071318386,
2007-10-12,,,0.021000134532449973,,0.020992271898475776,,0.020960821362578985,,0.020921508192707997,
2007-10-19,,,0.010163979421621377,,0.010163979421621377,,0.010163979421621377,,0.010163979421621377,
2007-10-26,,,0.01232432193632878,,0.01232432193632878,,0.01232432193632878,,0.01232432193632878,
2007-11-02,,,0.011872964505033725,,0.011872964505033725,,0.011872964505033725,,0.011872964505033725,
2007-11-09,,,-0.009558354787237251,,-0.009570804118395603,,-0.009620601443029007,,-0.009682848098820763,
2007-11-16,,,0.01710211148340575,,0.01710211148340575,,0.01710211148340575,,0.01710211148340575,
2007-11-23,,,-0.011132592684844825,,-0.011132592684844825,,-0.011132592684844825,,-0.011132592684844825,
2007-11-30,,,-0.010184080252815296,,-0.010184080252815296,,-0.010184080252815296,,-0.010184080252815296,
2007-12-07,,,-0.005241789847023994,,-0.005265876133999642,,-0.005362221281902236,,-0.005482652716780478,
2007-12-14,,,0.013396202978830148,,0.013396202978830148,,0.013396202978830148,,0.013396202978830148,
2007-12-21,,,0.012904687075654554,,0.012904687075654554,,0.012904687075654554,,0.012904687075654554,
2007-12-28,,,0.01984571379603231,,0.01984571379603231,,0.01984571379603231,,0.01984571379603231,
2008-01-04,,,0.008474879785465796,,0.008396491772717108,,0.008082939721722355,,0.007690999657978914,
2008-01-11,,,0.004992459624379256,,0.004992459624379256,,0.004992459624379256,,0.004992459624379256,
2008-01-18,,,0.007598957860018275,,0.007598957860018275,,0.007598957860018275,,0.007598957860018275,
2008-01-25,,,0.002221824079804482,,0.002221824079804482,,0.002221824079804482,,0.002221824079804482,
2008-02-01,,,0.0021959585946516777,,0.002188964333037205,,0.0021609872865793137,,0.0021260159785069497,
2008-02-08,,,-0.006883768734533047,,-0.006883768734533047,,-0.006883768734533047,,-0.006883768734533047,
2008-02-15,,,0.011295178140502642,,0.011295178140502642,,0.011295178140502642,,0.011295178140502642,
2008-02-22,,,0.02509578057537717,,0.02509578057537717,,0.02509578057537717,,0.02509578057537717,
2008-02-29,,,-0.004826635691032661,,-0.004836174171107428,,-0.004874328091406498,,-0.004922020491780334,
2008-03-07,,,0.013008757495110095,,0.013008757495110095,,0.013008757495110095,,0.013008757495110095,
2008-03-14,,,-0.023204627361441958,,-0.023204627361441958,,-0.023204627361441958,,-0.023204627361441958,
2008-03-21,,,0.00553648200300387,,0.00553648200300387,,0.00553648200300387,,0.00553648200300387,
2008-03-28,,,0.0037458793367740077,,0.0037158784704200355,,0.003595875005004146,,0.0034458706732342845,
2008-04-04,,,0.004928328817701415,,0.004928328817701415,,0.004928328817701415,,0.004928328817701415,
2008-04-11,,,-0.009005316792566413,,-0.009005316792566413,,-0.009005316792566413,,-0.009005316792566413,
2008-04-18,,,-0.013450377444665422,,-0.013450377444665422,,-0.013450377444665422,,-0.013450377444665422,
2008-04-25,,,0.0007340294075626833,,0.0005881374086130541,,4.569412814537169e-06,,-0.000724890581933609,
2008-05-02,,,0.013442939225104759,,0.013442939225104759,,0.013442939225104759,,0.013442939225104759,
2008-05-09,,,-0.001617205866067306,,-0.001617205866067306,,-0.001617205866067306,,-0.001617205866067306,
2008-05-16,,,0.0035184375258745324,,0.0035184375258745324,,0.0035184375258745324,,0.0035184375258745324,
2008-05-23,,,-0.01734429069172421,,-0.017363898405339466,,-0.01744232925980048,,-0.017540367827876747,
2008-05-30,,,0.013552937703303026,,0.013552937703303026,,0.013552937703303026,,0.013552937703303026,
2008-06-06,,,-0.014355018956660784,,-0.014355018956660784,,-0.014355018956660784,,-0.014355018956660784,
2008-06-13,,,0.005459286244194653,,0.005459286244194653,,0.005459286244194653,,0.005459286244194653,
2008-06-20,,,0.019025898653894757,,0.018867967311675442,,0.018236241942798184,,0.01744658523170161,
2008-06-27,,,0.005569753170573196,,0.005569753170573196,,0.005569753170573196,,0.005569753170573196,
2008-07-04,,,0.001384650216028637,,0.001384650216028637,,0.001384650216028637,,0.001384650216028637,
2008-07-11,,,-0.023192953544027787,,-0.023192953544027787,,-0.023192953544027787,,-0.023192953544027787,
2008-07-18,,,-0.017118860752203244,,-0.017318860752203243,,-0.018118860752203245,,-0.019118860752203246,
2008-07-25,,,0.007941645823066648,,0.007941645823066648,,0.007941645823066648,,0.007941645823066648,
2008-08-01,,,-0.03093359903805556,,-0.03093359903805556,,-0.03093359903805556,,-0.03093359903805556,
2008-08-08,,,-0.01653212109689453,,-0.01653212109689453,,-0.01653212109689453,,-0.01653212109689453,
2008-08-15,,,0.007609759896202211,,0.0074008816303673935,,0.006565368567028124,,0.0055209772378540375,
2008-08-22,,,0.0004807718620324661,,0.0004807718620324661,,0.0004807718620324661,,0.0004807718620324661,
2008-08-29,,,-0.004244783897451589,,-0.004244783897451589,,-0.004244783897451589,,-0.004244783897451589,
2008-09-05,,,-0.007948032637651118,,-0.007948032637651118,,-0.007948032637651118,,-0.007948032637651118,
2008-09-12,,,-0.02202926791912125,,-0.02222926791912125,,-0.02302926791912125,,-0.02402926791912125,
2008-09-19,,,-0.008018687262444662,,-0.008018687262444662,,-0.008018687262444662,,-0.008018687262444662,
2008-09-26,,,0.010493788294069703,,0.010493788294069703,,0.010493788294069703,,0.010493788294069703,
2008-10-03,,,-0.040595239203236114,,-0.040595239203236114,,-0.040595239203236114,,-0.040595239203236114,
2008-10-10,,,-0.0021033835886167915,,-0.0025501332768307233,,-0.004337132029686451,,-0.006570880470756111,
2008-10-17,,,0.02137898097695201,,0.02137898097695201,,0.02137898097695201,,0.02137898097695201,
2008-10-24,,,-0.014072509113431565,,-0.014072509113431565,,-0.014072509113431565,,-0.014072509113431565,
2008-10-31,,,0.0069569134671436435,,0.0069569134671436435,,0.0069569134671436435,,0.0069569134671436435,
2008-11-07,,,0.006753649913021497,,0.006753649913021497,,0.006753649913021497,,0.006753649913021497,
2008-11-14,,,0.024397968169975217,,0.024397968169975217,,0.024397968169975217,,0.024397968169975217,
2008-11-21,,,0.004766772474126935,,0.004766772474126935,,0.004766772474126935,,0.004766772474126935,
2008-11-28,,,0.014171634805488376,,0.014171634805488376,,0.014171634805488376,,0.014171634805488376,
2008-12-05,,,-0.0029197060461772168,,-0.0029197060461772168,,-0.0029197060461772168,,-0.0029197060461772168,
2008-12-12,,,0.018870241730594258,,0.018870241730594258,,0.018870241730594258,,0.018870241730594258,
2008-12-19,,,-0.0021800910592973516,,-0.0021800910592973516,,-0.0021800910592973516,,-0.0021800910592973516,
2008-12-26,,,-0.00980512516236689,,-0.00980512516236689,,-0.00980512516236689,,-0.00980512516236689,
2009-01-02,,,0.0006301822374500381,,0.00043018223745003813,,-0.0003698177625499619,,-0.001369817762549962,
2009-01-09,,,0.0036875681562268618,,0.0036875681562268618,,0.0036875681562268618,,0.0036875681562268618,
2009-01-16,,,-0.017181360207387277,,-0.017181360207387277,,-0.017181360207387277,,-0.017181360207387277,
2009-01-23,,,-0.007365745197086304,,-0.007365745197086304,,-0.007365745197086304,,-0.007365745197086304,
2009-01-30,,,-0.011872961275216776,,-0.012072961275216777,,-0.012872961275216775,,-0.013872961275216776,
2009-02-06,,,0.01113128692673131,,0.01113128692673131,,0.01113128692673131,,0.01113128692673131,
2009-02-13,,,0.014103024717540234,,0.014103024717540234,,0.014103024717540234,,0.014103024717540234,
2009-02-20,,,-0.02064384304644482,,-0.02064384304644482,,-0.02064384304644482,,-0.02064384304644482,
2009-02-27,,,0.007600239997853421,,0.007400239997853422,,0.006600239997853421,,0.005600239997853421,
2009-03-06,,,-0.007677959025871473,,-0.007677959025871473,,-0.007677959025871473,,-0.007677959025871473,
2009-03-13,,,0.003991538004541329,,0.003991538004541329,,0.003991538004541329,,0.003991538004541329,
2009-03-20,,,-0.003394862740460813,,-0.003394862740460813,,-0.003394862740460813,,-0.003394862740460813,
2009-03-27,,,-0.01636813991654435,,-0.01656813991654435,,-0.017368139916544352,,-0.018368139916544353,
2009-04-03,,,-0.000909333798263121,,-0.000909333798263121,,-0.000909333798263121,,-0.000909333798263121,
2009-04-10,,,-0.00455889295064784,,-0.00455889295064784,,-0.00455889295064784,,-0.00455889295064784,
2009-04-17,,,0.005875207159596543,,0.005875207159596543,,0.005875207159596543,,0.005875207159596543,
2009-04-24,,,-0.010661321899671049,,-0.01095468871950702,,-0.012128155998850903,,-0.013594990098030758,
2009-05-01,,,0.0052733344659572105,,0.0052733344659572105,,0.0052733344659572105,,0.0052733344659572105,
2009-05-08,,,0.008476134073701798,,0.008476134073701798,,0.008476134073701798,,0.008476134073701798,
2009-05-15,,,-0.007140099564995198,,-0.007140099564995198,,-0.007140099564995198,,-0.007140099564995198,
2009-05-22,,,0.013201864654321403,,0.01292987682833747,,0.011841925524401739,,0.010481986394482076,
2009-05-29,,,-0.010945040690793847,,-0.010945040690793847,,-0.010945040690793847,,-0.010945040690793847,
2009-06-05,,,-0.000255068591481499,,-0.000255068591481499,,-0.000255068591481499,,-0.000255068591481499,
2009-06-12,,,-0.011669681982618077,,-0.011669681982618077,,-0.011669681982618077,,-0.011669681982618077,
2009-06-19,,,0.005172351384313955,,0.004875561223089413,,0.0036884005781912432,,0.0022044497720685313,
2009-06-26,,,-0.012467291892855826,,-0.012467291892855826,,-0.012467291892855826,,-0.012467291892855826,
2009-07-03,,,-0.014846334761121028,,-0.014846334761121028,,-0.014846334761121028,,-0.014846334761121028,
2009-07-10,,,0.020444881950976226,,0.020444881950976226,,0.020444881950976226,,0.020444881950976226,
2009-07-17,,,0.021513283118444755,,0.021513283118444755,,0.021513283118444755,,0.021513283118444755,
2009-07-24,,,0.013562528248353424,,0.013562528248353424,,0.013562528248353424,,0.013562528248353424,
2009-07-31,,,0.004995851210950426,,0.004995851210950426,,0.004995851210950426,,0.004995851210950426,
2009-08-07,,,-0.0019228074353815133,,-0.0019228074353815133,,-0.0019228074353815133,,-0.0019228074353815133,
2009-08-14,,,0.0019381089025795797,,0.0017381089025795796,,0.0009381089025795792,,-6.189109742042124e-05,
2009-08-21,,,0.008704474748515762,,0.008704474748515762,,0.008704474748515762,,0.008704474748515762,
2009-08-28,,,0.01763911761152428,,0.01763911761152428,,0.01763911761152428,,0.01763911761152428,
2009-09-04,,,0.01568028283640289,,0.01568028283640289,,0.01568028283640289,,0.01568028283640289,
2009-09-11,,,-0.0010223510988926268,,-0.0011269638554716587,,-0.0015454148817877862,,-0.0020684786646829453,
2009-09-18,,,0.0025636853474263043,,0.0025636853474263043,,0.0025636853474263043,,0.0025636853474263043,
2009-09-25,,,1.8516422448147326e-05,,1.8516422448147326e-05,,1.8516422448147326e-05,,1.8516422448147326e-05,
2009-10-02,,,0.007935230417245748,,0.007935230417245748,,0.007935230417245748,,0.007935230417245748,
2009-10-09,,,0.006749701725973189,,0.006643088332429925,,0.006216634758256869,,0.005683567790540549,
2009-10-16,,,0.0034321893744634715,,0.0034321893744634715,,0.0034321893744634715,,0.0034321893744634715,
2009-10-23,,,-0.006185728835705881,,-0.006185728835705881,,-0.006185728835705881,,-0.006185728835705881,
2009-10-30,,,0.011468734318257765,,0.011468734318257765,,0.011468734318257765,,0.011468734318257765,
2009-11-06,,,0.0058916598639541075,,0.005755777753955504,,0.005212249313961091,,0.004532838763968075,
2009-11-13,,,0.011546837323359687,,0.011546837323359687,,0.011546837323359687,,0.011546837323359687,
2009-11-20,,,0.006049038971467547,,0.006049038971467547,,0.006049038971467547,,0.006049038971467547,
2009-11-27,,,-0.008679456455073443,,-0.008679456455073443,,-0.008679456455073443,,-0.008679456455073443,
2009-12-04,,,-0.013017389794311097,,-0.013115727063029622,,-0.013509076137903727,,-0.014000762481496357,
2009-12-11,,,0.005018738380704411,,0.005018738380704411,,0.005018738380704411,,0.005018738380704411,
2009-12-18,,,-0.004840879651285878,,-0.004840879651285878,,-0.004840879651285878,,-0.004840879651285878,
2009-12-25,,,-0.0008594101578714326,,-0.0008594101578714326,,-0.0008594101578714326,,-0.0008594101578714326,
2010-01-01,,,0.024495656059349936,,0.02431330278556237,,0.02358388969041211,,0.022672123321474284,
2010-01-08,,,-0.008749194881463957,,-0.008749194881463957,,-0.008749194881463957,,-0.008749194881463957,
2010-01-15,,,-0.01750172952114242,,-0.01750172952114242,,-0.01750172952114242,,-0.01750172952114242,
2010-01-22,,,-0.011181717915523944,,-0.011181717915523944,,-0.011181717915523944,,-0.011181717915523944,
2010-01-29,,,-0.007177937491547287,,-0.007368709740355768,,-0.008131798735589692,,-0.009085659979632097,
2010-02-05,,,-0.00022850667242915517,,-0.00022850667242915517,,-0.00022850667242915517,,-0.00022850667242915517,
2010-02-12,,,0.012807188429552625,,0.012807188429552625,,0.012807188429552625,,0.012807188429552625,
2010-02-19,,,0.004472855835199621,,0.004472855835199621,,0.004472855835199621,,0.004472855835199621,
2010-02-26,,,0.0055825065754577605,,0.005571640531352769,,0.005528176354932804,,0.005473846134407847,
2010-03-05,,,-0.003004201134063908,,-0.003004201134063908,,-0.003004201134063908,,-0.003004201134063908,
2010-03-12,,,0.001491063802997407,,0.001491063802997407,,0.001491063802997407,,0.001491063802997407,
2010-03-19,,,-0.0068430296074030415,,-0.0068430296074030415,,-0.0068430296074030415,,-0.0068430296074030415,
2010-03-26,,,0.006213514818822081,,0.005925321796492459,,0.004772549707173967,,0.0033315845955258524,
2010-04-02,,,0.007114386753654915,,0.007114386753654915,,0.007114386753654915,,0.007114386753654915,
2010-04-09,,,-0.001840620650032324,,-0.001840620650032324,,-0.001840620650032324,,-0.001840620650032324,
2010-04-16,,,0.007952651824944543,,0.007952651824944543,,0.007952651824944543,,0.007952651824944543,
2010-04-23,,,0.00877588621513301,,0.00876771715232329,,0.008735040901084415,,0.008694195587035818,
2010-04-30,,,-0.011100617310896146,,-0.011100617310896146,,-0.011100617310896146,,-0.011100617310896146,
2010-05-07,,,0.011684714243104969,,0.011684714243104969,,0.011684714243104969,,0.011684714243104969,
2010-05-14,,,-0.019177349496175056,,-0.019177349496175056,,-0.019177349496175056,,-0.019177349496175056,
2010-05-21,,,0.0022700181353727047,,0.0020200352437592605,,0.0010201036773054828,,-0.0002298107807617391,
2010-05-28,,,0.005029273704225278,,0.005029273704225278,,0.005029273704225278,,0.005029273704225278,
2010-06-04,,,0.0008053607264802889,,0.0008053607264802889,,0.0008053607264802889,,0.0008053607264802889,
2010-06-11,,,0.00496038063859164,,0.00496038063859164,,0.00496038063859164,,0.00496038063859164,
2010-06-18,,,0.004242780190781968,,0.004219518001372015,,0.004126469243732199,,0.00401015829668243,
2010-06-25,,,-0.002291641603742866,,-0.002291641603742866,,-0.002291641603742866,,-0.002291641603742866,
2010-07-02,,,-0.0005372863315295298,,-0.0005372863315295298,,-0.0005372863315295298,,-0.0005372863315295298,
2010-07-09,,,0.001973663836688691,,0.001973663836688691,,0.001973663836688691,,0.001973663836688691,
2010-07-16,,,0.001040933870833279,,0.0009671578023159709,,0.0006720535282467389,,0.0003031731856601989,
2010-07-23,,,0.005215205683938197,,0.005215205683938197,,0.005215205683938197,,0.005215205683938197,
