name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,post_overlay_budget_gap,final_etf_budget_gap,bucket_offense,bucket_defense,bucket_composite,bucket_cash,regime_binding_share,target_vol_binding_share,none_binding_share,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,avg_overlay_cash_weight,overlay_penalty_mode,inferred_overlay_cash_source,vv_budget_override_share,vv_target_vol_guardrail_share,avg_vv_budget_gap_post
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8435095123536491,0.15649048764635093,0.7866568056350383,0.21334319436496177,0.04727547058150451,0.0472754705815045,0.05685270671861087,0.10412817730011537,0.04727547058150451,0.10412817730011535,0.43803106740793135,0.15803434850070044,0.24744409644501708,0.15649048764635093,0.18771331058020477,0.0034129692832764505,0.8088737201365188,0.004775239502487004,0.004315099969448666,0.15649048764635093,none,lighter_both_regime_relief,0.0,0.0,
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.667137025144675,0.332862974855325,0.6142440932232178,0.38575590677678223,0.15786297485532502,0.15786297485532497,0.052892931921457165,0.21075590677678213,0.15786297485532502,0.21075590677678224,0.3451484522814532,0.11668333685589133,0.20530523600733033,0.332862974855325,0.19,0.0,0.81,0.015116546717793646,0.01751134004071681,0.332862974855325,none,lighter_both_regime_relief,0.0,0.0,
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.948,0.052,0.9376758038635281,0.06232419613647186,0.8945442764587743,0.10545572354122563,0.06232419613647185,0.06232419613647189,0.04313152740475379,0.10545572354122568,0.010324196136471862,0.05345572354122564,0.5160703722272707,0.18970175051720942,0.23190368111904777,0.06232419613647186,0.2727272727272727,0.0,0.7272727272727273,0.008250555902057838,0.005562912597998302,0.06232419613647186,none,lighter_both_regime_relief,0.0,0.0,
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,49,1.0,0.0,0.888,0.112,0.8731209729510296,0.12687902704897036,0.7847186757586848,0.2152813242413152,0.12687902704897036,0.12687902704897036,0.08840229719234483,0.2152813242413152,0.014879027048970359,0.10328132424131518,0.4403808023487909,0.1957632505713163,0.23697692003092216,0.12687902704897036,0.24489795918367346,0.02040816326530612,0.7346938775510204,0.0034432950454941266,0.0028214427819267737,0.12687902704897036,none,lighter_both_regime_relief,0.0,0.0,
improved_phaseuu_tt1_budget_aware_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49018840416388876,0.5098115958361112,0.3922484686609815,0.6077515313390185,0.5010779713819628,0.5010779713819628,0.09793993550290725,0.59901790688487,0.5010779713819628,0.59901790688487,0.2392179942473912,0.07827414342722318,0.17269626648927414,0.5098115958361112,0.2183406113537118,0.0,0.7816593886462883,0.045359892307688846,0.04870361894933663,0.5098115958361112,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_budget_aware_overlay,calm_trend,295,0.9728813559322034,0.027118644067796616,0.9728813559322034,0.027118644067796616,0.9648353611270114,0.03516463887298862,0.9307630002862712,0.06923699971372871,0.008045994805192,0.00804599480519197,0.03407236084074017,0.04211835564593214,0.008045994805192,0.042118355645932096,0.4898460055555761,0.16709123604509651,0.3078981195263385,0.03516463887298862,0.0,0.003389830508474576,0.9966101694915255,6.185861881151356e-05,6.925063140954e-05,0.03516463887298862,none,other_or_none,0.0,0.0,
improved_phasevv_recovery_budget_aware_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8429000669422182,0.15709993305778178,0.7860887738516487,0.21391122614835134,0.04788491599293536,0.04788491599293543,0.05681129309056954,0.10469620908350497,0.04788491599293536,0.10469620908350492,0.43770566987616655,0.15793149348346713,0.24726290358258435,0.15709993305778178,0.18771331058020477,0.0034129692832764505,0.8088737201365188,0.004775740885140669,0.004314659387422072,0.15709993305778178,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_budget_aware_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6670491351398875,0.3329508648601125,0.6141644576442514,0.3858355423557486,0.1579508648601125,0.15795086486011245,0.05288467749563608,0.21083554235574853,0.1579508648601125,0.21083554235574858,0.3451082795461912,0.11666878970910213,0.205272065884594,0.3329508648601125,0.19,0.0,0.81,0.015117097840757408,0.01751087261145147,0.3329508648601125,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_budget_aware_overlay,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.94,0.06,0.9339996609192777,0.06600033908072235,0.8910622602257791,0.10893773977422096,0.06600033908072234,0.06600033908072234,0.042937400693498606,0.10893773977422094,0.006000339080722353,0.04893773977422096,0.5139964575362813,0.1890154556361452,0.2309877477468509,0.06600033908072235,0.2727272727272727,0.0,0.7272727272727273,0.008748327281420195,0.00595525567096199,0.06600033908072235,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_budget_aware_overlay,recovery_fragile,49,1.0,0.0,0.9,0.1,0.8722942267271718,0.12770577327282817,0.783964031475211,0.216035968524789,0.12770577327282817,0.12770577327282817,0.08833019525196084,0.216035968524789,0.027705773272828166,0.11603596852478901,0.43999056379463036,0.1955996540123666,0.23670400892017465,0.12770577327282817,0.24489795918367346,0.02040816326530612,0.7346938775510204,0.0036704550527260123,0.003053287959680951,0.12770577327282817,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_budget_aware_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4901667528845952,0.5098332471154048,0.3922304955103182,0.6077695044896818,0.5010996226612563,0.5010996226612563,0.09793625737427702,0.5990358800355333,0.5010996226612563,0.5990358800355333,0.2392083233763653,0.07827276038693394,0.17268566912129568,0.5098332471154048,0.2183406113537118,0.0,0.7816593886462883,0.045361512564367844,0.04870257779359594,0.5098332471154048,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,295,0.9728813559322034,0.027118644067796616,0.9728813559322034,0.027118644067796616,0.9659339162713918,0.03406608372860824,0.931825403273483,0.068174596726517,0.006947439660811624,0.006947439660811572,0.034108512997908846,0.04105595265872042,0.006947439660811624,0.04105595265872039,0.4904751269118687,0.16740624921489383,0.308052540144629,0.03406608372860824,0.0,0.003389830508474576,0.9966101694915255,6.185861881151356e-05,6.925063140954e-05,0.03406608372860824,none,other_or_none,0.0,0.0,
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.865,0.135,0.8482112542838963,0.15178874571610365,0.79129258991943,0.20870741008057003,0.042573728651257234,0.0425737286512573,0.056918664364466354,0.09949239301572366,0.016788745716103642,0.07370741008057002,0.4408475036005124,0.15962163630066284,0.24774211438272098,0.15178874571610365,0.18771331058020477,0.0034129692832764505,0.8088737201365188,0.003545733981018044,0.003876499703859395,0.15178874571610365,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6677188077124667,0.3322811922875333,0.6148505359478609,0.3851494640521392,0.1572811922875333,0.15728119228753323,0.052868271764605845,0.21014946405213908,0.1572811922875333,0.2101494640521392,0.3455154366700459,0.11693932864503509,0.2052640423973855,0.3322811922875333,0.19,0.0,0.81,0.015131276919410385,0.017499334528014797,0.3322811922875333,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.94,0.06,0.9362949358731893,0.06370506412681065,0.8932946317905579,0.10670536820944214,0.06370506412681064,0.06370506412681065,0.043000304082631446,0.1067053682094421,0.0037050641268106532,0.04670536820944214,0.5153778148453984,0.18962670343541577,0.23129041759237517,0.06370506412681065,0.2727272727272727,0.0,0.7272727272727273,0.008748327281420195,0.00595525567096199,0.06370506412681065,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,49,1.0,0.0,0.9,0.1,0.872909669871582,0.12709033012841794,0.7845883212085634,0.2154116787914366,0.12709033012841794,0.12709033012841797,0.08832134866301866,0.21541167879143663,0.02709033012841794,0.1154116787914366,0.44038682036400223,0.19585098898877754,0.23667186051880215,0.12709033012841794,0.24489795918367346,0.02040816326530612,0.7346938775510204,0.0036718690486294953,0.0030517516247703658,0.12709033012841794,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49049638461565725,0.5095036153843427,0.3926140184690222,0.6073859815309778,0.5007699909301943,0.5007699909301943,0.09788236614663504,0.5986523570768293,0.5007699909301943,0.5986523570768293,0.23943738025913724,0.07847561874281107,0.1725833856137086,0.5095036153843427,0.2183406113537118,0.0,0.7816593886462883,0.045404216715217445,0.04867542595560581,0.5095036153843427,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_overlay_tolerance_band,calm_trend,295,0.9728813559322034,0.027118644067796616,0.9728813559322034,0.027118644067796616,0.964839394855215,0.03516060514478507,0.9307660776177584,0.0692339223822416,0.008041961076988454,0.008041961076988402,0.034073317237456546,0.04211527831444495,0.008041961076988454,0.04211527831444499,0.48984688262170883,0.16708983997700202,0.307902672256504,0.03516060514478507,0.0,0.003389830508474576,0.9966101694915255,6.185861881151356e-05,6.925063140954e-05,0.03516060514478507,none,other_or_none,0.0,0.0,
improved_phasevv_recovery_overlay_tolerance_band,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8429168368533579,0.15708316314664203,0.7861008012299295,0.21389919877007044,0.04786814608179561,0.04786814608179568,0.05681603562342841,0.10468418170522409,0.04786814608179561,0.10468418170522402,0.4377075289854794,0.15792468568536397,0.2472846221825143,0.15708316314664203,0.18771331058020477,0.0034129692832764505,0.8088737201365188,0.0047754796394047375,0.004314884763655557,0.15708316314664203,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_overlay_tolerance_band,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6670548698238039,0.33294513017619615,0.6141684987339652,0.3858315012660348,0.15794513017619616,0.15794513017619605,0.052886371089838735,0.21083150126603478,0.15794513017619616,0.21083150126603484,0.3451091629564526,0.11666683614378921,0.20527887072356196,0.33294513017619615,0.19,0.0,0.81,0.015116802543594416,0.017511123131219653,0.33294513017619615,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_overlay_tolerance_band,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.925,0.075,0.9341058904921764,0.06589410950782361,0.8911494262619746,0.10885057373802538,0.0658941095078236,0.0658941095078236,0.04295646423020183,0.10885057373802542,-0.009105890492176388,0.033850573738025386,0.5140286029280419,0.1889970120711455,0.23108027549298873,0.06589410950782361,0.2727272727272727,0.0,0.7272727272727273,0.008747121221433432,0.005885974133037228,0.06589410950782361,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_overlay_tolerance_band,recovery_fragile,49,1.0,0.0,0.885,0.115,0.8723479161057393,0.12765208389426075,0.7840109797738766,0.21598902022612346,0.12765208389426075,0.12765208389426075,0.08833693633186268,0.21598902022612343,0.012652083894260743,0.10098902022612345,0.4400087083927361,0.19559704146960344,0.2367421662433994,0.12765208389426075,0.24489795918367346,0.02040816326530612,0.7346938775510204,0.0036704303031064,0.0030243288498976837,0.12765208389426075,none,lighter_both_regime_relief,0.0,0.0,
improved_phasevv_recovery_overlay_tolerance_band,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49016814756139016,0.5098318524386098,0.3922309805274068,0.6077690194725932,0.5010982279844614,0.5010982279844614,0.09793716703398336,0.5990353950184447,0.5010982279844614,0.5990353950184447,0.23920844186780188,0.07827179106024393,0.1726879146333442,0.5098318524386098,0.2183406113537118,0.0,0.7816593886462883,0.04536096884615607,0.04870292723051267,0.5098318524386098,none,lighter_both_regime_relief,0.0,0.0,
