weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,peak_largest_stock_weight,peak_mu_weight,ending_mu_weight,annual_cap_turnover,scenario,mu_cap_multiple,cap_name,cost_bps,window,strict_cagr,strict_sharpe,strict_max_drawdown,strict_peak_mu_weight,cagr_change_vs_strict,sharpe_change_vs_strict,drawdown_change_vs_strict
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,2.0,mu_cap_2.00x,50,full_recent,0.4049029189964557,1.6908829416551625,-0.18701606345716215,0.06037477518475698,0.0031843606235304467,0.0019235794245768822,0.0
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,2.0,mu_cap_2.00x,50,since_incumbent_holdout_start,0.4187813092109445,1.6722980619839805,-0.18701606345716215,0.06037477518475698,0.0038516489656903463,0.0028152226191866525,0.0
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,2.0,mu_cap_2.00x,50,trailing_2y,0.5727569388526623,1.9589863435016028,-0.18701606345716215,0.06037477518475698,0.006388441419853175,0.0031657373938416278,0.0
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,2.0,mu_cap_2.00x,50,trailing_1y,0.8062621707612139,2.3797190492109213,-0.12416504992793032,0.06037477518475698,0.01456438115578762,0.0026325791819843403,-0.00029860217108479414
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,2.0,mu_cap_2.00x,50,ytd,0.6791935938879283,1.9460261509793448,-0.12416504992793043,0.06037477518475698,0.01892708188051473,0.009538672524260328,-0.00029860217108435005
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,2.5,mu_cap_2.50x,50,full_recent,0.4049029189964557,1.6908829416551625,-0.18701606345716215,0.06037477518475698,0.0031843606235304467,0.0019235794245768822,0.0
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,2.5,mu_cap_2.50x,50,since_incumbent_holdout_start,0.4187813092109445,1.6722980619839805,-0.18701606345716215,0.06037477518475698,0.0038516489656903463,0.0028152226191866525,0.0
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,2.5,mu_cap_2.50x,50,trailing_2y,0.5727569388526623,1.9589863435016028,-0.18701606345716215,0.06037477518475698,0.006388441419853175,0.0031657373938416278,0.0
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,2.5,mu_cap_2.50x,50,trailing_1y,0.8062621707612139,2.3797190492109213,-0.12416504992793032,0.06037477518475698,0.01456438115578762,0.0026325791819843403,-0.00029860217108479414
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,2.5,mu_cap_2.50x,50,ytd,0.6791935938879283,1.9460261509793448,-0.12416504992793043,0.06037477518475698,0.01892708188051473,0.009538672524260328,-0.00029860217108435005
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,3.0,mu_cap_3.00x,50,full_recent,0.4049029189964557,1.6908829416551625,-0.18701606345716215,0.06037477518475698,0.0031843606235304467,0.0019235794245768822,0.0
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,3.0,mu_cap_3.00x,50,since_incumbent_holdout_start,0.4187813092109445,1.6722980619839805,-0.18701606345716215,0.06037477518475698,0.0038516489656903463,0.0028152226191866525,0.0
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,3.0,mu_cap_3.00x,50,trailing_2y,0.5727569388526623,1.9589863435016028,-0.18701606345716215,0.06037477518475698,0.006388441419853175,0.0031657373938416278,0.0
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,3.0,mu_cap_3.00x,50,trailing_1y,0.8062621707612139,2.3797190492109213,-0.12416504992793032,0.06037477518475698,0.01456438115578762,0.0026325791819843403,-0.00029860217108479414
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,3.0,mu_cap_3.00x,50,ytd,0.6791935938879283,1.9460261509793448,-0.12416504992793043,0.06037477518475698,0.01892708188051473,0.009538672524260328,-0.00029860217108435005
188,2023-01-06,2026-08-07,0.40808727961998614,2.4462999956114406,1.6928065210797394,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07147461011558219,base,,mu_uncapped,50,full_recent,0.4049029189964557,1.6908829416551625,-0.18701606345716215,0.06037477518475698,0.0031843606235304467,0.0019235794245768822,0.0
157,2023-08-11,2026-08-07,0.4226329581766348,1.898829624609773,1.675113284603167,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07508786813249732,base,,mu_uncapped,50,since_incumbent_holdout_start,0.4187813092109445,1.6722980619839805,-0.18701606345716215,0.06037477518475698,0.0038516489656903463,0.0028152226191866525,0.0
105,2024-08-09,2026-08-07,0.5791453802725155,1.5157068839628312,1.9621520808954445,-0.18701606345716215,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07303549896393355,base,,mu_uncapped,50,trailing_2y,0.5727569388526623,1.9589863435016028,-0.18701606345716215,0.06037477518475698,0.006388441419853175,0.0031657373938416278,0.0
53,2025-08-08,2026-08-07,0.8208265519170015,0.8419326352120347,2.3823516283929056,-0.12446365209901511,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.06909324209948046,base,,mu_uncapped,50,trailing_1y,0.8062621707612139,2.3797190492109213,-0.12416504992793032,0.06037477518475698,0.01456438115578762,0.0026325791819843403,-0.00029860217108479414
32,2026-01-02,2026-08-07,0.698120675768443,0.38522112996661484,1.9555648235036052,-0.12446365209901478,0.09139376837287956,0.09139376837287956,0.07757521485084037,0.07849321454297126,base,,mu_uncapped,50,ytd,0.6791935938879283,1.9460261509793448,-0.12416504992793043,0.06037477518475698,0.01892708188051473,0.009538672524260328,-0.00029860217108435005
