Date,Ticker,value_gap_5y_ma_over_price,value_price_vs_ma_z_observed,value_gap_score_observed,value_z_score_observed,value_score_observed,value_score_tradable,value_score_asset_class_neutral_observed,value_score_asset_class_neutral_tradable,asset_class
2009-11-13,XLI,0.09050912751873796,-0.4618992242896033,0.5757575757575757,0.5151515151515151,0.5454545454545454,0.5454545454545454,0.5555555555555556,0.5555555555555556,Equities
2009-11-13,XLF,0.6750924604045077,-1.2726590968904514,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,1.0,Equities
2009-11-13,XLE,-0.024498946901289176,0.11413544051014934,-0.030303030303030276,0.030303030303030276,0.0,-0.06060606060606061,-0.33333333333333337,-0.4444444444444444,Equities
2009-11-13,XLB,-0.02976692599990094,0.15450121319671434,-0.09090909090909094,-0.030303030303030276,-0.06060606060606061,0.030303030303030276,-0.4444444444444444,-0.33333333333333337,Equities
2009-11-13,VUG,0.005422737024789015,-0.03814303708502863,0.1515151515151516,0.1515151515151516,0.1515151515151516,0.1515151515151516,-0.11111111111111116,0.0,Equities
2009-11-13,VTV,0.11634936668958695,-0.593203767326533,0.696969696969697,0.696969696969697,0.696969696969697,0.7272727272727273,0.7777777777777777,0.7777777777777777,Equities
2009-11-13,VNQ,0.2001288771829557,-0.6830996148675541,0.8181818181818181,0.7575757575757576,0.7878787878787878,0.8484848484848485,,,REITs
2009-11-13,TLT,-0.11109484784816237,1.1028949431824875,-0.4545454545454546,-0.4545454545454546,-0.4545454545454546,-0.48484848484848486,0.4285714285714286,0.4285714285714286,Bonds
2009-11-13,XLY,0.04809389038363876,-0.26993447305994245,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.4242424242424243,0.22222222222222232,0.33333333333333326,Equities
2009-11-13,IEF,-0.14224141538590007,1.5897128352827437,-0.696969696969697,-0.696969696969697,-0.696969696969697,-0.6666666666666667,-0.7142857142857143,-0.4285714285714286,Bonds
2009-11-13,EEM,-0.18768191277008495,0.8846143111182169,-0.8181818181818181,-0.33333333333333337,-0.5757575757575757,-0.5454545454545454,-1.0,-1.0,Equities
2009-11-13,QQQ,-0.0772564084346361,0.5833399218615195,-0.21212121212121215,-0.1515151515151515,-0.18181818181818182,-0.18181818181818182,-0.6666666666666667,-0.6666666666666667,Equities
2009-11-13,EFA,0.027961579286045257,-0.13454607234126545,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.303030303030303,0.11111111111111116,0.11111111111111116,Equities
2009-11-13,EWJ,0.22168374929931156,-1.073095998530814,0.8787878787878789,0.8787878787878789,0.8787878787878789,0.8939393939393939,0.8888888888888888,0.8888888888888888,Equities
2009-11-13,GLD,-0.36051209407582985,2.1673402020825514,-0.9696969696969697,-0.8787878787878788,-0.9242424242424243,-0.9696969696969697,-0.5,-1.0,Commodities
2009-11-13,LQD,-0.13798471787427513,2.910427425701881,-0.6363636363636364,-0.9696969696969697,-0.803030303030303,-0.803030303030303,-1.0,-1.0,Bonds
2009-11-13,SHY,-0.09946862069651141,1.5648699193624582,-0.3939393939393939,-0.6363636363636364,-0.5151515151515151,-0.5757575757575758,0.0,-0.1428571428571429,Bonds
2009-11-13,IWM,0.10634380619306283,-0.5908090486540797,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.6666666666666667,0.6666666666666667,Equities
2009-11-13,IAU,-0.35748492301659274,2.167549708829953,-0.9696969696969697,-0.9696969696969697,-0.9696969696969697,-0.9242424242424243,-1.0,-0.5,Commodities
2009-11-13,VWO,-0.169000387073302,0.7629341074156644,-0.7575757575757576,-0.21212121212121215,-0.48484848484848486,-0.48484848484848486,-0.7777777777777778,-0.8888888888888888,Equities
2009-11-13,USO,0.5049547900870675,-0.904981906862297,0.9696969696969697,0.8181818181818181,0.8939393939393939,0.8636363636363636,1.0,1.0,Commodities
2009-11-13,SLV,-0.20062664778042882,1.5056269787267254,-0.8787878787878788,-0.5757575757575757,-0.7272727272727273,-0.7272727272727273,0.0,0.0,Commodities
2009-11-13,DBA,0.1184696519035775,-0.5842253528099495,0.7575757575757576,0.5757575757575757,0.6666666666666666,0.6363636363636364,0.5,0.5,Commodities
2009-11-13,UUP,0.07488788004260649,-1.4200593507137718,0.5151515151515151,0.9696969696969697,0.7424242424242424,0.5757575757575758,,,FX
2009-11-13,MBB,-0.0935131129236576,1.8617335443766703,-0.2727272727272727,-0.7575757575757576,-0.5151515151515151,-0.5151515151515151,0.0,0.1428571428571428,Bonds
2009-11-13,HYG,-0.09371791850872113,1.0396754495491483,-0.33333333333333337,-0.3939393939393939,-0.36363636363636365,-0.36363636363636365,0.7142857142857142,0.7142857142857142,Bonds
2009-11-13,BIL,-0.009764617830759548,0.8090523276088035,0.030303030303030276,-0.2727272727272727,-0.12121212121212122,-0.18181818181818182,1.0,1.0,Bonds
2009-11-13,VEA,0.014684970595341795,-0.06059398442395314,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.1515151515151515,0.0,-0.16666666666666663,Equities
2009-11-13,PDBC,,,,,,,,,Commodities
2009-11-20,TIP,-0.13965671760920506,2.1783317516544165,-0.6363636363636364,-0.8181818181818181,-0.7272727272727273,-0.6969696969696969,-0.7142857142857143,-0.4285714285714286,Bonds
2009-11-20,SPY,0.07112783138175272,-0.42421291047617304,0.5151515151515151,0.4545454545454546,0.48484848484848486,0.4545454545454546,0.4444444444444444,0.4444444444444444,Equities
2009-11-20,XLV,-0.019499960423000173,0.2042626991749005,-0.030303030303030276,0.030303030303030276,0.0,0.09090909090909083,-0.33333333333333337,-0.2222222222222222,Equities
2009-11-20,XLU,0.060862878589005076,-0.373384446862359,0.39393939393939403,0.39393939393939403,0.39393939393939403,0.39393939393939403,0.33333333333333326,0.33333333333333326,Equities
2009-11-20,XLP,-0.11793516656913994,1.3829265230343435,-0.4545454545454546,-0.5151515151515151,-0.48484848484848486,-0.5151515151515151,-0.8333333333333334,-0.8888888888888888,Equities
2009-11-20,XLK,-0.04338008994140474,0.31413197068290355,-0.1515151515151515,-0.09090909090909094,-0.12121212121212122,-0.12121212121212122,-0.5555555555555556,-0.5555555555555556,Equities
2009-11-20,XLI,0.09173690557449898,-0.46820384288110806,0.5757575757575757,0.5151515151515151,0.5454545454545454,0.5454545454545454,0.5555555555555556,0.5555555555555556,Equities
2009-11-20,XLF,0.679301813918161,-1.2737673342937639,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,1.0,Equities
2009-11-20,XLE,-0.01290017624086659,0.059512928085852665,0.030303030303030276,0.09090909090909083,0.06060606060606055,0.0,-0.2222222222222222,-0.33333333333333337,Equities
2009-11-20,XLB,-0.0424601563037994,0.22376294046421907,-0.09090909090909094,-0.030303030303030276,-0.06060606060606061,-0.06060606060606061,-0.4444444444444444,-0.4444444444444444,Equities
2009-11-20,VUG,0.009687712544848237,-0.0679854266056315,0.1515151515151516,0.1515151515151516,0.1515151515151516,0.1515151515151516,-0.11111111111111116,-0.11111111111111116,Equities
2009-11-20,VTV,0.11424880948618732,-0.5841142440245202,0.7575757575757576,0.6363636363636365,0.696969696969697,0.696969696969697,0.7222222222222223,0.7777777777777777,Equities
2009-11-20,VNQ,0.20648850604926428,-0.7013202354986767,0.8181818181818181,0.7575757575757576,0.7878787878787878,0.7878787878787878,,,REITs
2009-11-20,TLT,-0.12182895336049449,1.2236913694581708,-0.5151515151515151,-0.4545454545454546,-0.48484848484848486,-0.4545454545454546,0.0,0.4285714285714286,Bonds
2009-11-20,XLY,0.05991346140137277,-0.3330330841545774,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.22222222222222232,0.22222222222222232,Equities
2009-11-20,IEF,-0.14689336483658944,1.6461497652038188,-0.696969696969697,-0.6363636363636364,-0.6666666666666667,-0.696969696969697,-0.4285714285714286,-0.7142857142857143,Bonds
2009-11-20,EEM,-0.17918308791055704,0.8370207953129046,-0.8181818181818181,-0.33333333333333337,-0.5757575757575757,-0.5757575757575757,-1.0,-1.0,Equities
2009-11-20,QQQ,-0.06489353276540222,0.48437574472476447,-0.21212121212121215,-0.1515151515151515,-0.18181818181818182,-0.18181818181818182,-0.6666666666666667,-0.6666666666666667,Equities
2009-11-20,EFA,0.04709470372207014,-0.22284833407964155,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.11111111111111116,0.11111111111111116,Equities
2009-11-20,EWJ,0.2561056956872292,-1.2036980855030324,0.8787878787878789,0.8787878787878789,0.8787878787878789,0.8787878787878789,0.8888888888888888,0.8888888888888888,Equities
2009-11-20,GLD,-0.37714630437453145,2.313208124975636,-0.9696969696969697,-0.9696969696969697,-0.9696969696969697,-0.9242424242424243,-1.0,-0.5,Commodities
2009-11-20,LQD,-0.13695725976313,2.846133969636608,-0.5757575757575757,-0.9696969696969697,-0.7727272727272727,-0.803030303030303,-1.0,-1.0,Bonds
2009-11-20,SHY,-0.10035815587723407,1.5764416229469427,-0.3939393939393939,-0.5757575757575757,-0.4848484848484848,-0.5151515151515151,0.4285714285714286,0.0,Bonds
2009-11-20,IWM,0.10855993459195501,-0.6024387667500086,0.696969696969697,0.696969696969697,0.696969696969697,0.6363636363636365,0.7222222222222223,0.6666666666666667,Equities
2009-11-20,IAU,-0.37368576982478807,2.309544088910683,-0.9696969696969697,-0.8787878787878788,-0.9242424242424243,-0.9696969696969697,-0.5,-1.0,Commodities
2009-11-20,VWO,-0.1636194041330088,0.7351645244668119,-0.7575757575757576,-0.21212121212121215,-0.48484848484848486,-0.48484848484848486,-0.8333333333333334,-0.7777777777777778,Equities
2009-11-20,USO,0.4908904663788578,-0.8870178070103119,0.9696969696969697,0.8181818181818181,0.8939393939393939,0.8939393939393939,1.0,1.0,Commodities
2009-11-20,SLV,-0.24624726438472566,1.948289079065194,-0.8787878787878788,-0.7575757575757576,-0.8181818181818181,-0.7272727272727273,0.0,0.0,Commodities
2009-11-20,DBA,0.09719668106684276,-0.4895656863019751,0.6363636363636365,0.5757575757575757,0.6060606060606061,0.6666666666666666,0.5,0.5,Commodities
2009-11-20,UUP,0.06865641421198498,-1.3055648122134484,0.4545454545454546,0.9696969696969697,0.7121212121212122,0.7424242424242424,,,FX
2009-11-20,MBB,-0.09560289498279628,1.8912225167759829,-0.2727272727272727,-0.696969696969697,-0.48484848484848486,-0.5151515151515151,0.0,0.0,Bonds
2009-11-20,HYG,-0.09637197089887461,1.0724695331587741,-0.33333333333333337,-0.3939393939393939,-0.36363636363636365,-0.36363636363636365,0.7142857142857142,0.7142857142857142,Bonds
2009-11-20,BIL,-0.009689505385907737,0.8039216450818923,0.09090909090909083,-0.2727272727272727,-0.09090909090909094,-0.12121212121212122,1.0,1.0,Bonds
2009-11-20,VEA,0.035790708151605566,-0.14521979994302464,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.0,0.0,Equities
2009-11-20,PDBC,,,,,,,,,Commodities
2009-11-27,TIP,-0.14595123524453824,2.2757787065695108,-0.6363636363636364,-0.8181818181818181,-0.7272727272727273,-0.7272727272727273,-0.7142857142857143,-0.7142857142857143,Bonds
2009-11-27,SPY,0.06948677788242397,-0.41563032847197773,0.4545454545454546,0.4545454545454546,0.4545454545454546,0.48484848484848486,0.4444444444444444,0.4444444444444444,Equities
2009-11-27,XLV,-0.03211198335955057,0.34139334360841295,-0.030303030303030276,-0.09090909090909094,-0.06060606060606061,0.0,-0.4444444444444444,-0.33333333333333337,Equities
2009-11-27,XLU,0.051314368567475066,-0.3181653861986931,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.39393939393939403,0.22222222222222232,0.33333333333333326,Equities
2009-11-27,XLP,-0.1171477512856215,1.3707843369867565,-0.4545454545454546,-0.5151515151515151,-0.48484848484848486,-0.48484848484848486,-0.8888888888888888,-0.8333333333333334,Equities
2009-11-27,XLK,-0.04408844889684449,0.3201196857389011,-0.1515151515151515,-0.030303030303030276,-0.09090909090909088,-0.12121212121212122,-0.5555555555555556,-0.5555555555555556,Equities
2009-11-27,XLI,0.09296467010022602,-0.4745003262451752,0.6363636363636365,0.5757575757575757,0.6060606060606061,0.5454545454545454,0.5555555555555556,0.5555555555555556,Equities
2009-11-27,XLF,0.7141325679054433,-1.3078788089966016,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,1.0,Equities
2009-11-27,XLE,-0.02009229015720182,0.0935624717129142,0.030303030303030276,0.09090909090909083,0.06060606060606055,0.06060606060606055,-0.2222222222222222,-0.2222222222222222,Equities
2009-11-27,XLB,-0.03964089028292317,0.20871778518176287,-0.09090909090909094,0.030303030303030276,-0.03030303030303033,-0.06060606060606061,-0.33333333333333337,-0.4444444444444444,Equities
2009-11-27,VUG,0.008281801718005743,-0.0583123964892567,0.1515151515151516,0.1515151515151516,0.1515151515151516,0.1515151515151516,-0.11111111111111116,-0.11111111111111116,Equities
2009-11-27,VTV,0.11450624245210106,-0.5858138787062166,0.696969696969697,0.6363636363636365,0.6666666666666667,0.696969696969697,0.6666666666666667,0.7222222222222223,Equities
2009-11-27,VNQ,0.23965523997709437,-0.7921668285359372,0.8181818181818181,0.7575757575757576,0.7878787878787878,0.7878787878787878,,,REITs
2009-11-27,TLT,-0.1329679089318513,1.3513253241147565,-0.5151515151515151,-0.4545454545454546,-0.48484848484848486,-0.48484848484848486,0.1428571428571428,0.0,Bonds
2009-11-27,XLY,0.062261979312846716,-0.3458404649289347,0.39393939393939403,0.39393939393939403,0.39393939393939403,0.33333333333333326,0.33333333333333326,0.22222222222222232,Equities
2009-11-27,IEF,-0.15610634922300304,1.7623820315793737,-0.7575757575757576,-0.6363636363636364,-0.696969696969697,-0.6666666666666667,-0.4285714285714286,-0.4285714285714286,Bonds
2009-11-27,EEM,-0.16788842068553644,0.774832518510872,-0.8181818181818181,-0.2727272727272727,-0.5454545454545454,-0.5757575757575757,-1.0,-1.0,Equities
2009-11-27,QQQ,-0.06613824641721755,0.49519499557636043,-0.21212121212121215,-0.1515151515151515,-0.18181818181818182,-0.18181818181818182,-0.6666666666666667,-0.6666666666666667,Equities
2009-11-27,EFA,0.049366884903416786,-0.23348455745065666,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.11111111111111116,0.11111111111111116,Equities
2009-11-27,EWJ,0.24709356177398756,-1.1679747696755673,0.8787878787878789,0.8787878787878789,0.8787878787878789,0.8787878787878789,0.8888888888888888,0.8888888888888888,Equities
2009-11-27,GLD,-0.38710440659064893,2.3960638149735303,-0.9696969696969697,-0.8787878787878788,-0.9242424242424243,-0.9696969696969697,-0.5,-1.0,Commodities
2009-11-27,LQD,-0.14262515708013224,2.9399950793980305,-0.5757575757575757,-0.9696969696969697,-0.7727272727272727,-0.7727272727272727,-1.0,-1.0,Bonds
2009-11-27,SHY,-0.10166673099458257,1.5951299216429369,-0.3939393939393939,-0.5757575757575757,-0.4848484848484848,-0.4848484848484848,0.4285714285714286,0.4285714285714286,Bonds
2009-11-27,IWM,0.12750483563162174,-0.6960762610271104,0.7575757575757576,0.696969696969697,0.7272727272727273,0.696969696969697,0.7777777777777777,0.7222222222222223,Equities
2009-11-27,IAU,-0.38423273667241775,2.39825928810869,-0.9696969696969697,-0.9696969696969697,-0.9696969696969697,-0.9242424242424243,-1.0,-0.5,Commodities
2009-11-27,VWO,-0.15002307598795517,0.6645216055587597,-0.696969696969697,-0.21212121212121215,-0.4545454545454546,-0.48484848484848486,-0.7777777777777778,-0.8333333333333334,Equities
2009-11-27,USO,0.5237457275390627,-0.9246440878976333,0.9696969696969697,0.8181818181818181,0.8939393939393939,0.8939393939393939,1.0,1.0,Commodities
2009-11-27,SLV,-0.2336600220218329,1.810039238206735,-0.8787878787878788,-0.696969696969697,-0.7878787878787878,-0.8181818181818181,0.0,0.0,Commodities
2009-11-27,DBA,0.08209599015897395,-0.4202126373301724,0.5757575757575757,0.5151515151515151,0.5454545454545454,0.6060606060606061,0.5,0.5,Commodities
2009-11-27,UUP,0.0767609093532644,-1.4423771177758506,0.5151515151515151,0.9696969696969697,0.7424242424242424,0.7121212121212122,,,FX
2009-11-27,MBB,-0.09866113844469704,1.940229222698569,-0.33333333333333337,-0.7575757575757576,-0.5454545454545454,-0.48484848484848486,-0.1428571428571429,0.0,Bonds
2009-11-27,HYG,-0.08938789999075503,0.9878877322873885,-0.2727272727272727,-0.3939393939393939,-0.3333333333333333,-0.36363636363636365,0.7142857142857142,0.7142857142857142,Bonds
2009-11-27,BIL,-0.009829890070225389,0.8167826228220537,0.09090909090909083,-0.33333333333333337,-0.12121212121212127,-0.09090909090909094,1.0,1.0,Bonds
2009-11-27,VEA,0.038178602300626974,-0.15512745135230083,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.0,0.0,Equities
2009-11-27,PDBC,,,,,,,,,Commodities
2009-12-04,TIP,-0.1336826268174719,2.0432898226439353,-0.5757575757575757,-0.8181818181818181,-0.6969696969696969,-0.7272727272727273,-0.7142857142857143,-0.7142857142857143,Bonds
2009-12-04,SPY,0.055396972919889764,-0.3362909637227828,0.4545454545454546,0.5151515151515151,0.48484848484848486,0.4545454545454546,0.5,0.4444444444444444,Equities
2009-12-04,XLV,-0.03789999245256659,0.40607682041476517,-0.030303030303030276,-0.030303030303030276,-0.030303030303030276,-0.06060606060606061,-0.33333333333333337,-0.4444444444444444,Equities
2009-12-04,XLU,0.012493414091779398,-0.08058586996085339,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.33333333333333326,0.11111111111111116,0.22222222222222232,Equities
2009-12-04,XLP,-0.12221858515498307,1.436140035346118,-0.5151515151515151,-0.5151515151515151,-0.5151515151515151,-0.48484848484848486,-0.8333333333333334,-0.8888888888888888,Equities
2009-12-04,XLK,-0.06577219050071081,0.4895082204704993,-0.1515151515151515,-0.09090909090909094,-0.12121212121212122,-0.09090909090909088,-0.5555555555555556,-0.5555555555555556,Equities
2009-12-04,XLI,0.06361723347097792,-0.33416998780091206,0.5151515151515151,0.4545454545454546,0.48484848484848486,0.6060606060606061,0.5,0.5555555555555556,Equities
2009-12-04,XLF,0.6705049537023473,-1.2566314376260794,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,1.0,Equities
2009-12-04,XLE,-0.00045692366669181084,0.0020900189413077764,0.1515151515151516,0.1515151515151516,0.1515151515151516,0.06060606060606055,-0.11111111111111116,-0.2222222222222222,Equities
2009-12-04,XLB,-0.04536458015564404,0.24077434772174347,-0.09090909090909094,0.030303030303030276,-0.03030303030303033,-0.03030303030303033,-0.4444444444444444,-0.33333333333333337,Equities
2009-12-04,VUG,-0.0033239160807532198,0.02372297083189585,0.09090909090909083,0.09090909090909083,0.09090909090909083,0.1515151515151516,-0.2222222222222222,-0.11111111111111116,Equities
2009-12-04,VTV,0.09673239249552656,-0.5034641978350354,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.6666666666666667,0.7777777777777777,0.6666666666666667,Equities
2009-12-04,VNQ,0.1378173815520094,-0.4968167695756738,0.8181818181818181,0.696969696969697,0.7575757575757576,0.7878787878787878,,,REITs
2009-12-04,TLT,-0.10697085133560391,1.0557231508002975,-0.4545454545454546,-0.3939393939393939,-0.42424242424242425,-0.48484848484848486,0.5714285714285714,0.1428571428571428,Bonds
2009-12-04,XLY,0.04278090847069649,-0.24247763021559454,0.39393939393939403,0.39393939393939403,0.39393939393939403,0.39393939393939403,0.33333333333333326,0.33333333333333326,Equities
2009-12-04,IEF,-0.1401491616421734,1.5495540808614996,-0.696969696969697,-0.6363636363636364,-0.6666666666666667,-0.696969696969697,-0.4285714285714286,-0.4285714285714286,Bonds
2009-12-04,EEM,-0.20111101662449982,0.9678234970107289,-0.8181818181818181,-0.33333333333333337,-0.5757575757575757,-0.5454545454545454,-1.0,-1.0,Equities
2009-12-04,QQQ,-0.07874256268599988,0.5985828810596958,-0.21212121212121215,-0.1515151515151515,-0.18181818181818182,-0.18181818181818182,-0.6666666666666667,-0.6666666666666667,Equities
2009-12-04,EFA,0.02224455939312553,-0.10819864003600768,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.2727272727272727,0.22222222222222232,0.11111111111111116,Equities
2009-12-04,EWJ,0.169036248580976,-0.8523306322706883,0.8787878787878789,0.8181818181818181,0.8484848484848485,0.8787878787878789,0.8888888888888888,0.8888888888888888,Equities
2009-12-04,GLD,-0.3785672394671803,2.2969439320214327,-0.9696969696969697,-0.8787878787878788,-0.9242424242424243,-0.9242424242424243,-0.5,-0.5,Commodities
2009-12-04,LQD,-0.13838750147669365,2.801810349715549,-0.6363636363636364,-0.9696969696969697,-0.803030303030303,-0.7727272727272727,-1.0,-1.0,Bonds
2009-12-04,SHY,-0.09806354404565154,1.5290462785504635,-0.33333333333333337,-0.5757575757575757,-0.45454545454545453,-0.4848484848484848,0.1428571428571428,0.4285714285714286,Bonds
2009-12-04,IWM,0.07421740191019377,-0.42583403971013856,0.6363636363636365,0.5757575757575757,0.6060606060606061,0.7272727272727273,0.6666666666666667,0.7777777777777777,Equities
2009-12-04,IAU,-0.37566392229655643,2.298231894891548,-0.9696969696969697,-0.9696969696969697,-0.9696969696969697,-0.9696969696969697,-1.0,-1.0,Commodities
2009-12-04,VWO,-0.18046123801067981,0.8302932351914277,-0.7575757575757576,-0.2727272727272727,-0.5151515151515151,-0.4545454545454546,-0.8333333333333334,-0.7777777777777778,Equities
2009-12-04,USO,0.5277262167325361,-0.9278875600435693,0.9696969696969697,0.8787878787878789,0.9242424242424243,0.8939393939393939,1.0,1.0,Commodities
2009-12-04,SLV,-0.2408235153973386,1.8735192716208897,-0.8787878787878788,-0.7575757575757576,-0.8181818181818181,-0.7878787878787878,0.0,0.0,Commodities
2009-12-04,DBA,0.09101458659838557,-0.462998887820417,0.696969696969697,0.6363636363636365,0.6666666666666667,0.5454545454545454,0.5,0.5,Commodities
2009-12-04,UUP,0.06576649262377243,-1.2455444310545034,0.5757575757575757,0.9696969696969697,0.7727272727272727,0.7424242424242424,,,FX
2009-12-04,MBB,-0.09240458421444453,1.7916044701700922,-0.2727272727272727,-0.696969696969697,-0.48484848484848486,-0.5454545454545454,-0.1428571428571429,-0.1428571428571429,Bonds
2009-12-04,HYG,-0.10184615990285928,1.1408271297526535,-0.3939393939393939,-0.4545454545454546,-0.42424242424242425,-0.3333333333333333,0.5714285714285714,0.7142857142857142,Bonds
2009-12-04,BIL,-0.00996960612712483,0.8295489584072855,0.030303030303030276,-0.21212121212121215,-0.09090909090909094,-0.12121212121212127,1.0,1.0,Bonds
2009-12-04,VEA,0.00972440931648344,-0.04078840823500602,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.0,0.0,Equities
2009-12-04,PDBC,,,,,,,,,Commodities
2009-12-11,TIP,-0.1278649027262344,1.9319890621671432,-0.5757575757575757,-0.8181818181818181,-0.6969696969696969,-0.6969696969696969,-0.7142857142857143,-0.7142857142857143,Bonds
2009-12-11,SPY,0.05423613140148209,-0.3301132929722969,0.4545454545454546,0.4545454545454546,0.4545454545454546,0.48484848484848486,0.4444444444444444,0.5,Equities
2009-12-11,XLV,-0.04694422490238259,0.5085849023375677,-0.09090909090909094,-0.09090909090909094,-0.09090909090909094,-0.030303030303030276,-0.5555555555555556,-0.33333333333333337,Equities
2009-12-11,XLU,-0.024956283204191743,0.1674911346932088,0.030303030303030276,0.09090909090909083,0.06060606060606055,0.2727272727272727,-0.2222222222222222,0.11111111111111116,Equities
2009-12-11,XLP,-0.12012545570516375,1.4062215025013352,-0.5151515151515151,-0.5757575757575757,-0.5454545454545454,-0.5151515151515151,-0.8888888888888888,-0.8333333333333334,Equities
2009-12-11,XLK,-0.066353723199578,0.49500792696074636,-0.1515151515151515,-0.030303030303030276,-0.09090909090909088,-0.12121212121212122,-0.4444444444444444,-0.5555555555555556,Equities
2009-12-11,XLI,0.06337065504667172,-0.3334518299878181,0.5757575757575757,0.5151515151515151,0.5454545454545454,0.48484848484848486,0.5555555555555556,0.5,Equities
2009-12-11,XLF,0.6956594164020482,-1.2807658198494043,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,1.0,Equities
2009-12-11,XLE,0.00617887064386613,-0.028130504746385752,0.21212121212121215,0.21212121212121215,0.21212121212121215,0.1515151515151516,0.0,-0.11111111111111116,Equities
2009-12-11,XLB,-0.04196404257347763,0.2223847615137583,-0.030303030303030276,0.030303030303030276,0.0,-0.03030303030303033,-0.33333333333333337,-0.4444444444444444,Equities
2009-12-11,VUG,-0.00483367393443479,0.03461852107042324,0.1515151515151516,0.1515151515151516,0.1515151515151516,0.09090909090909083,-0.11111111111111116,-0.2222222222222222,Equities
2009-12-11,VTV,0.09431542879105126,-0.4925299581799226,0.7575757575757576,0.696969696969697,0.7272727272727273,0.7575757575757576,0.7777777777777777,0.7777777777777777,Equities
2009-12-11,VNQ,0.15680271865840756,-0.5564343107503688,0.8181818181818181,0.7575757575757576,0.7878787878787878,0.7575757575757576,,,REITs
2009-12-11,TLT,-0.09448130524441123,0.9202421559411111,-0.33333333333333337,-0.3939393939393939,-0.36363636363636365,-0.42424242424242425,0.7142857142857142,0.5714285714285714,Bonds
2009-12-11,XLY,0.021323498669994834,-0.12362554572302532,0.2727272727272727,0.33333333333333326,0.303030303030303,0.39393939393939403,0.16666666666666674,0.33333333333333326,Equities
2009-12-11,IEF,-0.1361109143067213,1.4951430481496235,-0.696969696969697,-0.6363636363636364,-0.6666666666666667,-0.6666666666666667,-0.4285714285714286,-0.4285714285714286,Bonds
2009-12-11,EEM,-0.19090133661058495,0.9082363347733449,-0.8787878787878788,-0.33333333333333337,-0.6060606060606061,-0.5757575757575757,-1.0,-1.0,Equities
2009-12-11,QQQ,-0.07864517057182163,0.598725103102453,-0.21212121212121215,-0.1515151515151515,-0.18181818181818182,-0.18181818181818182,-0.6666666666666667,-0.6666666666666667,Equities
2009-12-11,EFA,0.04437459782796238,-0.21162536741103133,0.39393939393939403,0.39393939393939403,0.39393939393939403,0.33333333333333326,0.33333333333333326,0.22222222222222232,Equities
2009-12-11,EWJ,0.17306201134457355,-0.8695449868656189,0.8787878787878789,0.8181818181818181,0.8484848484848485,0.8484848484848485,0.8888888888888888,0.8888888888888888,Equities
2009-12-11,GLD,-0.3520150637364857,2.039881200358367,-0.9696969696969697,-0.9696969696969697,-0.9696969696969697,-0.9242424242424243,-1.0,-0.5,Commodities
2009-12-11,LQD,-0.1327924748281093,2.641254311931993,-0.6363636363636364,-0.9696969696969697,-0.803030303030303,-0.803030303030303,-1.0,-1.0,Bonds
2009-12-11,SHY,-0.0985437147339544,1.5339090534698434,-0.3939393939393939,-0.696969696969697,-0.5454545454545454,-0.45454545454545453,-0.1428571428571429,0.1428571428571428,Bonds
2009-12-11,IWM,0.07837560863258108,-0.4485292283515994,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.6060606060606061,0.6666666666666667,0.6666666666666667,Equities
2009-12-11,IAU,-0.3484849214577318,2.0345220461869897,-0.9696969696969697,-0.8787878787878788,-0.9242424242424243,-0.9696969696969697,-0.5,-1.0,Commodities
2009-12-11,VWO,-0.17218440221507825,0.7855536445081329,-0.7575757575757576,-0.21212121212121215,-0.48484848484848486,-0.5151515151515151,-0.7777777777777778,-0.8333333333333334,Equities
2009-12-11,USO,0.6470561676593516,-1.0527927871160228,0.9696969696969697,0.8787878787878789,0.9242424242424243,0.9242424242424243,1.0,1.0,Commodities
2009-12-11,SLV,-0.18225723967541307,1.3153068283088765,-0.8181818181818181,-0.5151515151515151,-0.6666666666666666,-0.8181818181818181,0.0,0.0,Commodities
2009-12-11,DBA,0.08588314625961502,-0.4398931803876159,0.696969696969697,0.5757575757575757,0.6363636363636364,0.6666666666666667,0.5,0.5,Commodities
