Date,Ticker,trend_clarity_r2_observed,trend_clarity_momentum_raw_observed,trend_clarity_momentum_raw_tradable,trend_clarity_momentum_score_observed,trend_clarity_momentum_score_tradable,asset_class
2012-07-06,EFA,0.011262499346929251,-0.002021095225551053,-0.006293752456756232,-0.4545454545454546,-0.4545454545454546,Equities
2012-07-06,EWJ,0.06324922197615053,-0.009645491479630976,-0.015249045947708494,-0.6363636363636364,-0.6363636363636364,Equities
2012-07-06,GLD,0.2310676480813149,0.006889730956251497,0.012371317911124832,0.030303030303030276,0.2727272727272727,Commodities
2012-07-06,LQD,0.8872273636315932,0.0798160264875921,0.09861052147677764,0.696969696969697,0.8181818181818181,Bonds
2012-07-06,SHY,0.39350778212399207,0.0023261233916748495,0.003397316522295923,-0.09090909090909094,0.09090909090909083,Bonds
2012-07-06,IWM,0.33575537201241007,-0.028580943375570923,-0.026762510759395782,-0.8787878787878788,-0.7575757575757576,Equities
2012-07-06,IAU,0.2249208234271875,0.007014787605299309,0.012241061890739847,0.09090909090909083,0.21212121212121215,Commodities
2012-07-06,VWO,0.006575508254560526,-0.001317404676334761,-0.004149116404847683,-0.3939393939393939,-0.2727272727272727,Equities
2012-07-06,USO,0.003366674144004097,-0.0005343927320564516,-0.0013717016289637133,-0.2727272727272727,-0.1515151515151515,Commodities
2012-07-06,SLV,0.5559754396953877,-0.12441408440735946,-0.0882052840700748,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-06,DBA,0.7837967009017954,-0.14576113089597373,-0.1644456308260209,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-06,UUP,0.5227763265565175,0.03392433709825286,0.0414843104418193,0.39393939393939403,0.5757575757575757,FX
2012-07-06,MBB,0.8858820734244853,0.03672017200970978,0.04187827039489819,0.4545454545454546,0.6363636363636365,Bonds
2012-07-06,HYG,0.6696422583967845,0.02424239497101501,0.0082199787871298,0.21212121212121215,0.1515151515151516,Bonds
2012-07-06,BIL,0.7578512084666633,-0.0004630474937730997,-0.0002922842138365885,-0.21212121212121215,-0.09090909090909094,Bonds
2012-07-06,VEA,0.011862545229994375,-0.0021518258936753538,-0.006445659552125628,-0.5151515151515151,-0.5151515151515151,Equities
2012-07-06,PDBC,,,,,,Commodities
2012-07-13,TIP,0.8825282112064315,0.09426145983164017,0.09715038890154729,0.8181818181818181,0.8787878787878789,Bonds
2012-07-13,SPY,0.6187494874416795,0.024901730652550233,0.00350831936246858,0.09090909090909083,-0.030303030303030276,Equities
2012-07-13,XLV,0.7978263498125856,0.0605510230440124,0.029089547039853406,0.4545454545454546,0.33333333333333326,Equities
2012-07-13,XLU,0.8190731087663373,0.12443749664505195,0.10110906292328559,0.9696969696969697,0.9696969696969697,Equities
2012-07-13,XLP,0.9018717867870686,0.11371585890703954,0.08563464005623256,0.8787878787878789,0.7575757575757576,Equities
2012-07-13,XLK,0.6977515903132484,0.07768483407978867,0.05657469379197974,0.6363636363636365,0.6363636363636365,Equities
2012-07-13,XLI,0.47172024094394793,-0.010527565205441255,-0.02707696520441108,-0.7575757575757576,-0.8181818181818181,Equities
2012-07-13,XLF,0.4314348040609086,-0.00714530469658739,-0.02676852991189595,-0.696969696969697,-0.7575757575757576,Equities
2012-07-13,XLE,0.0034586779861320812,-0.0004557207229389456,-2.815241306247485e-05,-0.5151515151515151,-0.1515151515151515,Equities
2012-07-13,XLB,0.1202273076142307,-0.013038894270157328,-0.009396745684052526,-0.8181818181818181,-0.5757575757575757,Equities
2012-07-13,VUG,0.6137992575399642,0.026628081292749014,0.009778001822610587,0.21212121212121215,0.1515151515151516,Equities
2012-07-13,VTV,0.5766716660800342,0.011412337706307748,-0.01001714281043702,0.030303030303030276,-0.696969696969697,Equities
2012-07-13,VNQ,0.6985848817025674,0.048448323510525006,0.027400904420147632,0.39393939393939403,0.2727272727272727,REITs
2012-07-13,TLT,0.5852876424086321,0.20651587377604216,0.20447394496220064,0.9696969696969697,0.9696969696969697,Bonds
2012-07-13,XLY,0.7397134230559347,0.07017167901040301,0.044039666566803505,0.5757575757575757,0.5151515151515151,Equities
2012-07-13,IEF,0.7027480406343265,0.0936515517903378,0.09610983525463716,0.7575757575757576,0.8181818181818181,Bonds
2012-07-13,EEM,0.0011930709771031656,-0.00018656212479900355,-0.0012993422501398968,-0.21212121212121215,-0.33333333333333337,Equities
2012-07-13,QQQ,0.6642570035645251,0.06604343659566762,0.04729137264791761,0.5151515151515151,0.5757575757575757,Equities
2012-07-13,EFA,0.002720661196120126,-0.0003780687289975469,-0.002021095225551053,-0.3939393939393939,-0.4545454545454546,Equities
2012-07-13,EWJ,0.04189564334553082,-0.005820265910782898,-0.009645491479630976,-0.6363636363636364,-0.6363636363636364,Equities
2012-07-13,GLD,0.3046853086044742,0.005182790235613906,0.006889730956251497,-0.09090909090909094,0.030303030303030276,Commodities
2012-07-13,LQD,0.886320837124046,0.08044086889454617,0.0798160264875921,0.696969696969697,0.696969696969697,Bonds
2012-07-13,SHY,0.3850763504206673,0.001955475412314267,0.0023261233916748495,-0.1515151515151515,-0.09090909090909094,Bonds
2012-07-13,IWM,0.41663674271337425,-0.023514259654559375,-0.028580943375570923,-0.8787878787878788,-0.8787878787878788,Equities
2012-07-13,IAU,0.297930947545114,0.005361220019719074,0.007014787605299309,-0.030303030303030276,0.09090909090909083,Commodities
2012-07-13,VWO,0.001218426591707946,-0.00019283619572658416,-0.001317404676334761,-0.2727272727272727,-0.3939393939393939,Equities
2012-07-13,USO,0.0016994498101817412,-0.0002897043456120368,-0.0005343927320564516,-0.33333333333333337,-0.2727272727272727,Commodities
2012-07-13,SLV,0.555087146239524,-0.1514006252432316,-0.12441408440735946,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-13,DBA,0.7211743686548664,-0.15007985873717428,-0.14576113089597373,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-13,UUP,0.5321294163696078,0.026569231940852395,0.03392433709825286,0.1515151515151516,0.39393939393939403,FX
2012-07-13,MBB,0.8927089824725516,0.03619989360182805,0.03672017200970978,0.33333333333333326,0.4545454545454546,Bonds
2012-07-13,HYG,0.7100710288396505,0.03500017890427713,0.02424239497101501,0.2727272727272727,0.21212121212121215,Bonds
2012-07-13,BIL,0.7418973304362425,-0.0006150799259265878,-0.0004630474937730997,-0.5757575757575757,-0.21212121212121215,Bonds
2012-07-13,VEA,0.003132450254314778,-0.00044144742326538946,-0.0021518258936753538,-0.4545454545454546,-0.5151515151515151,Equities
2012-07-13,PDBC,,,,,,Commodities
2012-07-20,TIP,0.8899265675066219,0.08191780191946677,0.09426145983164017,0.7575757575757576,0.8181818181818181,Bonds
2012-07-20,SPY,0.6897569778450021,0.008792093275170046,0.024901730652550233,0.09090909090909083,0.09090909090909083,Equities
2012-07-20,XLV,0.8616540615562966,0.06388030982168741,0.0605510230440124,0.6363636363636365,0.4545454545454546,Equities
2012-07-20,XLU,0.8314262948009291,0.09614803889322969,0.12443749664505195,0.9696969696969697,0.9696969696969697,Equities
2012-07-20,XLP,0.9295714497668274,0.0920226387945183,0.11371585890703954,0.8181818181818181,0.8787878787878789,Equities
2012-07-20,XLK,0.7325900109117344,0.06024966657209672,0.07768483407978867,0.5757575757575757,0.6363636363636365,Equities
2012-07-20,XLI,0.5359892575604247,-0.019210747258,-0.010527565205441255,-0.696969696969697,-0.7575757575757576,Equities
2012-07-20,XLF,0.516027531373841,-0.024115435756468826,-0.00714530469658739,-0.7575757575757576,-0.696969696969697,Equities
2012-07-20,XLE,0.021714951157716607,-0.004143670696398333,-0.0004557207229389456,-0.5151515151515151,-0.5151515151515151,Equities
2012-07-20,XLB,0.1998284949751649,-0.02505282625000048,-0.013038894270157328,-0.8181818181818181,-0.8181818181818181,Equities
2012-07-20,VUG,0.6768064664598686,0.009946984158873132,0.026628081292749014,0.1515151515151516,0.21212121212121215,Equities
2012-07-20,VTV,0.6583849992490795,-0.0031456905681844353,0.011412337706307748,-0.3939393939393939,0.030303030303030276,Equities
2012-07-20,VNQ,0.7860572722662924,0.026848171278962638,0.048448323510525006,0.21212121212121215,0.39393939393939403,REITs
2012-07-20,TLT,0.5972911532949251,0.20292768043154918,0.20651587377604216,0.9696969696969697,0.9696969696969697,Bonds
2012-07-20,XLY,0.784976348139645,0.05559759853174079,0.07017167901040301,0.5151515151515151,0.5757575757575757,Equities
2012-07-20,IEF,0.7234983440056011,0.09275619196526758,0.0936515517903378,0.8787878787878789,0.7575757575757576,Bonds
2012-07-20,EEM,0.0009279887383682969,-0.00017607753564505047,-0.00018656212479900355,-0.21212121212121215,-0.21212121212121215,Equities
2012-07-20,QQQ,0.7011671028045439,0.05135475764688644,0.06604343659566762,0.4545454545454546,0.5151515151515151,Equities
2012-07-20,EFA,0.0008582619142958936,-0.0001428369496225371,-0.0003780687289975469,-0.09090909090909094,-0.3939393939393939,Equities
2012-07-20,EWJ,0.023638847913876146,-0.0035255872475341847,-0.005820265910782898,-0.4545454545454546,-0.6363636363636364,Equities
2012-07-20,GLD,0.38215411274117556,-0.008518413535707092,0.005182790235613906,-0.6363636363636364,-0.09090909090909094,Commodities
2012-07-20,LQD,0.8821790750109813,0.07877857058118741,0.08044086889454617,0.696969696969697,0.696969696969697,Bonds
2012-07-20,SHY,0.3917818882904672,0.0020826383055584726,0.001955475412314267,0.030303030303030276,-0.1515151515151515,Bonds
2012-07-20,IWM,0.5174081822544444,-0.03472250131320327,-0.023514259654559375,-0.8787878787878788,-0.8787878787878788,Equities
2012-07-20,IAU,0.3752895852520588,-0.007913452876651635,0.005361220019719074,-0.5757575757575757,-0.030303030303030276,Commodities
2012-07-20,VWO,0.000842664230263858,-0.00015801829416707517,-0.00019283619572658416,-0.1515151515151515,-0.2727272727272727,Equities
2012-07-20,USO,0.002624206848206973,-0.0005952156714053703,-0.0002897043456120368,-0.2727272727272727,-0.33333333333333337,Commodities
2012-07-20,SLV,0.5492789898730381,-0.18164025202197387,-0.1514006252432316,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-20,DBA,0.6297546932425617,-0.12130597740637328,-0.15007985873717428,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-20,UUP,0.5303176527706929,0.038148825647914615,0.026569231940852395,0.39393939393939403,0.1515151515151516,FX
2012-07-20,MBB,0.9006335028005478,0.03633886621106997,0.03619989360182805,0.2727272727272727,0.33333333333333326,Bonds
2012-07-20,HYG,0.7615791150942225,0.03759516436727828,0.03500017890427713,0.33333333333333326,0.2727272727272727,Bonds
2012-07-20,BIL,0.739742399439519,-0.0006132933514998243,-0.0006150799259265878,-0.33333333333333337,-0.5757575757575757,Bonds
2012-07-20,VEA,0.0006392597958612072,-0.00010731364654562885,-0.00044144742326538946,-0.030303030303030276,-0.4545454545454546,Equities
2012-07-20,PDBC,,,,,,Commodities
2012-07-27,TIP,0.8898017801229923,0.06656866420112773,0.08191780191946677,0.39393939393939403,0.7575757575757576,Bonds
2012-07-27,SPY,0.7323280891069746,0.05470848015424575,0.008792093275170046,0.2727272727272727,0.09090909090909083,Equities
2012-07-27,XLV,0.8909611779541525,0.12302395568002321,0.06388030982168741,0.8181818181818181,0.6363636363636365,Equities
2012-07-27,XLU,0.8333935726796871,0.1336806035067795,0.09614803889322969,0.8787878787878789,0.9696969696969697,Equities
2012-07-27,XLP,0.9393402123182901,0.15041538340536484,0.0920226387945183,0.9696969696969697,0.8181818181818181,Equities
2012-07-27,XLK,0.7502347129136739,0.09770626266063435,0.06024966657209672,0.696969696969697,0.5757575757575757,Equities
2012-07-27,XLI,0.5690006315725099,0.02904165876248968,-0.019210747258,-0.030303030303030276,-0.696969696969697,Equities
2012-07-27,XLF,0.5919201921309727,0.0043826490754650315,-0.024115435756468826,-0.1515151515151515,-0.7575757575757576,Equities
2012-07-27,XLE,0.0524601477732051,-0.006144581977074258,-0.004143670696398333,-0.696969696969697,-0.5151515151515151,Equities
2012-07-27,XLB,0.2605815636349354,-0.01340246464970773,-0.02505282625000048,-0.8787878787878788,-0.8181818181818181,Equities
2012-07-27,VUG,0.7155539102791546,0.05185844847523843,0.009946984158873132,0.21212121212121215,0.1515151515151516,Equities
2012-07-27,VTV,0.7074697053397513,0.045332970066179874,-0.0031456905681844353,0.1515151515151516,-0.3939393939393939,Equities
2012-07-27,VNQ,0.8469226377252129,0.09503399544172089,0.026848171278962638,0.6363636363636365,0.21212121212121215,REITs
2012-07-27,TLT,0.6101051293179888,0.19282567545605814,0.20292768043154918,0.9696969696969697,0.9696969696969697,Bonds
2012-07-27,XLY,0.8103450234192328,0.0986670147488154,0.05559759853174079,0.7575757575757576,0.5151515151515151,Equities
2012-07-27,IEF,0.7374404938568859,0.08616731186760052,0.09275619196526758,0.5757575757575757,0.8787878787878789,Bonds
2012-07-27,EEM,0.012842265466313021,-0.0019442286951009498,-0.00017607753564505047,-0.5757575757575757,-0.21212121212121215,Equities
2012-07-27,QQQ,0.7237760683813766,0.08464522127881814,0.05135475764688644,0.5151515151515151,0.4545454545454546,Equities
2012-07-27,EFA,0.015841278693243848,-0.00188103537652899,-0.0001428369496225371,-0.5151515151515151,-0.09090909090909094,Equities
2012-07-27,EWJ,0.008799022781912772,-0.0008996692551389261,-0.0035255872475341847,-0.3939393939393939,-0.4545454545454546,Equities
2012-07-27,GLD,0.43527901747518244,-0.008524613218192945,-0.008518413535707092,-0.8181818181818181,-0.6363636363636364,Commodities
2012-07-27,LQD,0.8837438112679188,0.07743193853815139,0.07877857058118741,0.4545454545454546,0.696969696969697,Bonds
2012-07-27,SHY,0.38612916815926407,0.001547467127631472,0.0020826383055584726,-0.21212121212121215,0.030303030303030276,Bonds
2012-07-27,IWM,0.5829239075359703,0.008508775159042792,-0.03472250131320327,-0.09090909090909094,-0.8787878787878788,Equities
2012-07-27,IAU,0.42783626532777486,-0.008357215798286176,-0.007913452876651635,-0.7575757575757576,-0.5757575757575757,Commodities
2012-07-27,VWO,0.01291160093338024,-0.0019873983759589402,-0.00015801829416707517,-0.6363636363636364,-0.1515151515151515,Equities
2012-07-27,USO,0.0017976618357297047,-0.00026854428110587643,-0.0005952156714053703,-0.2727272727272727,-0.2727272727272727,Commodities
2012-07-27,SLV,0.5388308927526568,-0.1692081475709276,-0.18164025202197387,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-27,DBA,0.5526746954108106,-0.06906291896380154,-0.12130597740637328,-0.9696969696969697,-0.9696969696969697,Commodities
2012-07-27,UUP,0.5167342526853905,0.0353826382748723,0.038148825647914615,0.09090909090909083,0.39393939393939403,FX
2012-07-27,MBB,0.9061848795353656,0.034099126048437664,0.03633886621106997,0.030303030303030276,0.2727272727272727,Bonds
2012-07-27,HYG,0.8020721951253141,0.05744159491666017,0.03759516436727828,0.33333333333333326,0.33333333333333326,Bonds
2012-07-27,BIL,0.6885154052138686,-0.0007210543612093633,-0.0006132933514998243,-0.33333333333333337,-0.33333333333333337,Bonds
2012-07-27,VEA,0.014530719320700857,-0.0017587764505968171,-0.00010731364654562885,-0.4545454545454546,-0.030303030303030276,Equities
2012-07-27,PDBC,,,,,,Commodities
2012-08-03,TIP,0.8898550506497538,0.07346926598118438,0.06656866420112773,0.030303030303030276,0.39393939393939403,Bonds
2012-08-03,SPY,0.733403029407172,0.11169984091219592,0.05470848015424575,0.4545454545454546,0.2727272727272727,Equities
2012-08-03,XLV,0.8899805174649826,0.18558049587105116,0.12302395568002321,0.8787878787878789,0.8181818181818181,Equities
2012-08-03,XLU,0.8358501199916134,0.1686415267255586,0.1336806035067795,0.696969696969697,0.8787878787878789,Equities
2012-08-03,XLP,0.9400100003664956,0.1902085990359247,0.15041538340536484,0.9696969696969697,0.9696969696969697,Equities
2012-08-03,XLK,0.7480326050091968,0.1476001638535165,0.09770626266063435,0.6363636363636365,0.696969696969697,Equities
2012-08-03,XLI,0.5592768235799387,0.07431178211814372,0.02904165876248968,0.09090909090909083,-0.030303030303030276,Equities
2012-08-03,XLF,0.6102140381406381,0.059360655213629626,0.0043826490754650315,-0.030303030303030276,-0.1515151515151515,Equities
2012-08-03,XLE,0.05947305436891515,-0.000573017443547258,-0.006144581977074258,-0.4545454545454546,-0.696969696969697,Equities
2012-08-03,XLB,0.25977629436238603,0.012050256513709553,-0.01340246464970773,-0.21212121212121215,-0.8787878787878788,Equities
2012-08-03,VUG,0.7131052751029345,0.11318466098368578,0.05185844847523843,0.5151515151515151,0.21212121212121215,Equities
2012-08-03,VTV,0.7093848973793322,0.0993230017225299,0.045332970066179874,0.39393939393939403,0.1515151515151516,Equities
2012-08-03,VNQ,0.8483226436234714,0.24170308839181084,0.09503399544172089,0.9696969696969697,0.6363636363636365,REITs
2012-08-03,TLT,0.611263559257522,0.16912023542550836,0.19282567545605814,0.7575757575757576,0.9696969696969697,Bonds
2012-08-03,XLY,0.8020734813044781,0.1793874181201638,0.0986670147488154,0.8181818181818181,0.7575757575757576,Equities
2012-08-03,IEF,0.7420517083266919,0.08109780618945106,0.08616731186760052,0.1515151515151516,0.5757575757575757,Bonds
2012-08-03,EEM,0.02198365279324954,-0.001533339295399511,-0.0019442286951009498,-0.696969696969697,-0.5757575757575757,Equities
2012-08-03,QQQ,0.7190808606888521,0.14577579948814154,0.08464522127881814,0.5757575757575757,0.5151515151515151,Equities
2012-08-03,EFA,0.02909288006312613,-0.0013750057102208365,-0.00188103537652899,-0.6363636363636364,-0.5151515151515151,Equities
2012-08-03,EWJ,0.0064193812150909755,-0.0002869672013238341,-0.0008996692551389261,-0.3939393939393939,-0.3939393939393939,Equities
2012-08-03,GLD,0.4752791431303957,-0.023624365501127263,-0.008524613218192945,-0.8787878787878788,-0.8181818181818181,Commodities
2012-08-03,LQD,0.8875469473336252,0.08309647832825559,0.07743193853815139,0.21212121212121215,0.4545454545454546,Bonds
2012-08-03,SHY,0.38905764847291174,0.0012588680786209659,0.001547467127631472,-0.2727272727272727,-0.21212121212121215,Bonds
2012-08-03,IWM,0.57451062039462,0.0850554866039777,0.008508775159042792,0.2727272727272727,-0.09090909090909094,Equities
2012-08-03,IAU,0.46766479297929403,-0.023066060013669547,-0.008357215798286176,-0.8181818181818181,-0.7575757575757576,Commodities
2012-08-03,VWO,0.022426181762159023,-0.0015849786137028116,-0.0019873983759589402,-0.7575757575757576,-0.6363636363636364,Equities
2012-08-03,USO,1.0440165529740897e-05,-7.257377457633552e-07,-0.00026854428110587643,-0.33333333333333337,-0.2727272727272727,Commodities
2012-08-03,SLV,0.531204351721306,-0.1568561695338572,-0.1692081475709276,-0.9696969696969697,-0.9696969696969697,Commodities
2012-08-03,DBA,0.4758954580348028,-0.04729404675965512,-0.06906291896380154,-0.9696969696969697,-0.9696969696969697,Commodities
2012-08-03,UUP,0.49891903589719033,0.04067515846499897,0.0353826382748723,-0.09090909090909094,0.09090909090909083,FX
2012-08-03,MBB,0.9071650084058217,0.03316262782162772,0.034099126048437664,-0.1515151515151515,0.030303030303030276,Bonds
2012-08-03,HYG,0.8075745643204304,0.09725078094506698,0.05744159491666017,0.33333333333333326,0.33333333333333326,Bonds
2012-08-03,BIL,0.6669978691493369,-0.0006985199152052235,-0.0007210543612093633,-0.5151515151515151,-0.33333333333333337,Bonds
2012-08-03,VEA,0.02733812899497765,-0.0013321860448052435,-0.0017587764505968171,-0.5757575757575757,-0.4545454545454546,Equities
2012-08-03,PDBC,,,,,,Commodities
2012-08-10,TIP,0.9015096449431922,0.05773614254003948,0.07346926598118438,-0.030303030303030276,0.030303030303030276,Bonds
2012-08-10,SPY,0.7309880557474444,0.12695225101031674,0.11169984091219592,0.5151515151515151,0.4545454545454546,Equities
2012-08-10,XLV,0.8883236929542945,0.20534424013051564,0.18558049587105116,0.8787878787878789,0.8787878787878789,Equities
2012-08-10,XLU,0.8428320168909897,0.1902305666319024,0.1686415267255586,0.8181818181818181,0.696969696969697,Equities
2012-08-10,XLP,0.9397754351949873,0.21642193746677932,0.1902085990359247,0.9696969696969697,0.9696969696969697,Equities
2012-08-10,XLK,0.7468319859770061,0.14194375155778832,0.1476001638535165,0.6363636363636365,0.6363636363636365,Equities
2012-08-10,XLI,0.5496471021230946,0.07408987206690852,0.07431178211814372,0.09090909090909083,0.09090909090909083,Equities
2012-08-10,XLF,0.6093298183962819,0.104934120902409,0.059360655213629626,0.2727272727272727,-0.030303030303030276,Equities
2012-08-10,XLE,0.0683918833727122,0.0009624425167777665,-0.000573017443547258,-0.2727272727272727,-0.4545454545454546,Equities
2012-08-10,XLB,0.2723924471068622,0.008329225536438457,0.012050256513709553,-0.21212121212121215,-0.21212121212121215,Equities
2012-08-10,VUG,0.7103013458590158,0.11562478561180779,0.11318466098368578,0.39393939393939403,0.5151515151515151,Equities
2012-08-10,VTV,0.7061461323012991,0.12126637986119274,0.0993230017225299,0.4545454545454546,0.39393939393939403,Equities
2012-08-10,VNQ,0.8488434415137835,0.2238416032317608,0.24170308839181084,0.9696969696969697,0.9696969696969697,REITs
2012-08-10,TLT,0.6037437515866672,0.15571576080188076,0.16912023542550836,0.696969696969697,0.7575757575757576,Bonds
2012-08-10,XLY,0.7927728297462595,0.1812198202648521,0.1793874181201638,0.7575757575757576,0.8181818181818181,Equities
2012-08-10,IEF,0.7403737262385931,0.06216711410416011,0.08109780618945106,0.030303030303030276,0.1515151515151516,Bonds
2012-08-10,EEM,0.031112100876197837,-0.0014670181560157633,-0.001533339295399511,-0.5757575757575757,-0.696969696969697,Equities
2012-08-10,QQQ,0.7164798293303345,0.1394373565618525,0.14577579948814154,0.5757575757575757,0.5757575757575757,Equities
2012-08-10,EFA,0.04612547676751954,-0.0015634720085945968,-0.0013750057102208365,-0.6363636363636364,-0.6363636363636364,Equities
2012-08-10,EWJ,0.0036055894421773544,-0.00016558099592387508,-0.0002869672013238341,-0.4545454545454546,-0.3939393939393939,Equities
2012-08-10,GLD,0.4675423114726625,-0.04354412892600655,-0.023624365501127263,-0.9696969696969697,-0.8787878787878788,Commodities
2012-08-10,LQD,0.891861773811628,0.09187345830917341,0.08309647832825559,0.21212121212121215,0.21212121212121215,Bonds
2012-08-10,SHY,0.43503142152693874,0.0007895904304807867,0.0012588680786209659,-0.33333333333333337,-0.2727272727272727,Bonds
2012-08-10,IWM,0.5636045406307485,0.09147778954997439,0.0850554866039777,0.1515151515151516,0.2727272727272727,Equities
2012-08-10,IAU,0.4596620599839892,-0.04235150783398311,-0.023066060013669547,-0.8787878787878788,-0.8181818181818181,Commodities
2012-08-10,VWO,0.03247843492428467,-0.0016111903255758688,-0.0015849786137028116,-0.7575757575757576,-0.7575757575757576,Equities
2012-08-10,USO,0.0013024228495000702,-2.1556773500546723e-05,-7.257377457633552e-07,-0.3939393939393939,-0.33333333333333337,Commodities
2012-08-10,SLV,0.5163265643674794,-0.15820287548653347,-0.1568561695338572,-0.9696969696969697,-0.9696969696969697,Commodities
2012-08-10,DBA,0.40255063008374403,-0.03588196517608361,-0.04729404675965512,-0.8181818181818181,-0.9696969696969697,Commodities
2012-08-10,UUP,0.4817643908826029,0.03882257479150518,0.04067515846499897,-0.09090909090909094,-0.09090909090909094,FX
2012-08-10,MBB,0.9239754295010979,0.023547860126745535,0.03316262782162772,-0.1515151515151515,-0.1515151515151515,Bonds
2012-08-10,HYG,0.8052916515226863,0.11261628635430314,0.09725078094506698,0.33333333333333326,0.33333333333333326,Bonds
2012-08-10,BIL,0.6626595262870035,-0.0005493867623212663,-0.0006985199152052235,-0.5151515151515151,-0.5151515151515151,Bonds
2012-08-10,VEA,0.04397622875729072,-0.0016026138504345894,-0.0013321860448052435,-0.696969696969697,-0.5757575757575757,Equities
2012-08-10,PDBC,,,,,,Commodities
2012-08-17,TIP,0.8957290792223513,0.06320108087775746,0.05773614254003948,0.030303030303030276,-0.030303030303030276,Bonds
2012-08-17,SPY,0.7263466696367954,0.17236151779667078,0.12695225101031674,0.5151515151515151,0.5151515151515151,Equities
2012-08-17,XLV,0.8859812196049545,0.229746208044437,0.20534424013051564,0.8787878787878789,0.8787878787878789,Equities
2012-08-17,XLU,0.8425044195353959,0.17709038993283477,0.1902305666319024,0.6363636363636365,0.8181818181818181,Equities
2012-08-17,XLP,0.9401198058966133,0.2066195364553486,0.21642193746677932,0.696969696969697,0.9696969696969697,Equities
2012-08-17,XLK,0.74636417154213,0.22145070035201578,0.14194375155778832,0.8181818181818181,0.6363636363636365,Equities
2012-08-17,XLI,0.533617307537469,0.12454574202533066,0.07408987206690852,0.33333333333333326,0.09090909090909083,Equities
2012-08-17,XLF,0.5977979438316087,0.12393609764145622,0.104934120902409,0.2727272727272727,0.2727272727272727,Equities
2012-08-17,XLE,0.0631789410217955,0.006710079167745182,0.0009624425167777665,-0.2727272727272727,-0.2727272727272727,Equities
2012-08-17,XLB,0.25531096607686776,0.03341250629306246,0.008329225536438457,-0.1515151515151515,-0.21212121212121215,Equities
2012-08-17,VUG,0.7055235743233481,0.173193819322042,0.11562478561180779,0.5757575757575757,0.39393939393939403,Equities
2012-08-17,VTV,0.6987022329335139,0.15362120862002998,0.12126637986119274,0.4545454545454546,0.4545454545454546,Equities
2012-08-17,VNQ,0.8446815047340812,0.24323977503258057,0.2238416032317608,0.9696969696969697,0.9696969696969697,REITs
2012-08-17,TLT,0.5806055514891847,0.11754842586428312,0.15571576080188076,0.21212121212121215,0.696969696969697,Bonds
2012-08-17,XLY,0.7885921059783613,0.24079946001754837,0.1812198202648521,0.9696969696969697,0.7575757575757576,Equities
2012-08-17,IEF,0.7366099323637793,0.053106725674070654,0.06216711410416011,-0.030303030303030276,0.030303030303030276,Bonds
2012-08-17,EEM,0.0321092518420104,-0.00020540104908608835,-0.0014670181560157633,-0.6363636363636364,-0.5757575757575757,Equities
2012-08-17,QQQ,0.7144153616126779,0.2118232917400915,0.1394373565618525,0.7575757575757576,0.5757575757575757,Equities
2012-08-17,EFA,0.05119983782120726,0.0007447613122026507,-0.0015634720085945968,-0.3939393939393939,-0.6363636363636364,Equities
2012-08-17,EWJ,0.0038783765650475303,-0.00011304521995824636,-0.00016558099592387508,-0.5757575757575757,-0.4545454545454546,Equities
2012-08-17,GLD,0.438928378978608,-0.06410134737081614,-0.04354412892600655,-0.9696969696969697,-0.9696969696969697,Commodities
2012-08-17,LQD,0.8981984793649964,0.09492776813934595,0.09187345830917341,0.09090909090909083,0.21212121212121215,Bonds
2012-08-17,SHY,0.4616777745335699,0.001330976561880676,0.0007895904304807867,-0.33333333333333337,-0.33333333333333337,Bonds
2012-08-17,IWM,0.5473115547879204,0.1256210933861217,0.09147778954997439,0.39393939393939403,0.1515151515151516,Equities
2012-08-17,IAU,0.43021850539118567,-0.062481861861130375,-0.04235150783398311,-0.8787878787878788,-0.8787878787878788,Commodities
2012-08-17,VWO,0.034428773254312144,-0.00035552465023498827,-0.0016111903255758688,-0.696969696969697,-0.7575757575757576,Equities
2012-08-17,USO,0.006210546680136036,0.0004021777364914611,-2.1556773500546723e-05,-0.5151515151515151,-0.3939393939393939,Commodities
2012-08-17,SLV,0.49675327319781176,-0.18115763138950308,-0.15820287548653347,-0.9696969696969697,-0.9696969696969697,Commodities
2012-08-17,DBA,0.329996276058742,-0.02762434614300207,-0.03588196517608361,-0.8181818181818181,-0.8181818181818181,Commodities
2012-08-17,UUP,0.4609802541178288,0.04274426873404825,0.03882257479150518,-0.09090909090909094,-0.09090909090909094,FX
2012-08-17,MBB,0.9287988676417754,0.027706736968319483,0.023547860126745535,-0.21212121212121215,-0.1515151515151515,Bonds
2012-08-17,HYG,0.8021084420020476,0.11499570523989033,0.11261628635430314,0.1515151515151516,0.33333333333333326,Bonds
2012-08-17,BIL,0.6579127899250845,-0.000689005478858596,-0.0005493867623212663,-0.7575757575757576,-0.5151515151515151,Bonds
2012-08-17,VEA,0.049421861186295296,0.0005977222743190556,-0.0016026138504345894,-0.4545454545454546,-0.696969696969697,Equities
