Date,Ticker,quality_realized_vol_ann_observed,quality_downside_semivol_ann_observed,quality_drawdown_frequency_observed,quality_drawdown_severity_observed,quality_score_observed,quality_score_tradable,quality_score_asset_class_neutral_observed,quality_score_asset_class_neutral_tradable,asset_class
2011-04-01,IWM,0.1535233329448673,0.07604902001101904,0.4423076923076923,0.06420135394704118,-0.5251782531194296,-0.5251782531194296,-0.7777777777777778,-0.7777777777777778,Equities
2011-04-01,IAU,0.1360022118712219,0.072521794995912,0.09615384615384616,0.019723685743318845,0.26069518716577533,0.23039215686274506,0.5,0.5,Commodities
2011-04-01,VWO,0.18989405566254397,0.08997613802362349,0.34615384615384615,0.04415305972083469,-0.3114973262032085,-0.2963458110516934,-0.11111111111111116,-0.11111111111111116,Equities
2011-04-01,USO,0.2561968270944057,0.10678764085967685,0.8076923076923077,0.11563486774955606,-0.9699197860962567,-0.9699197860962567,-1.0,-1.0,Commodities
2011-04-01,SLV,0.3083947407556781,0.12481699686836499,0.28846153846153844,0.029401782347449244,-0.3206327985739751,-0.32798573975044565,-0.5,0.0,Commodities
2011-04-01,DBA,0.18023598661566834,0.08763284441943757,0.3076923076923077,0.045986887734944235,-0.2742869875222817,-0.4331550802139037,0.0,-0.5,Commodities
2011-04-01,UUP,0.09255639223549322,0.05226990869187276,0.8076923076923077,0.09006293996007655,-0.2577985739750446,-0.30325311942959,,,FX
2011-04-01,MBB,0.031140670522153843,0.0197906464293378,0.0,0.005437383397247409,0.8723262032085563,0.8723262032085563,0.4285714285714286,0.4285714285714286,Bonds
2011-04-01,HYG,0.06289131679619853,0.04021760331945897,0.057692307692307696,0.011644370700933706,0.7602495543672014,0.7602495543672014,-0.1428571428571429,-0.1428571428571429,Bonds
2011-04-01,BIL,0.0011771686128580928,0.0008089876835386554,0.0,0.00040623518594901526,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-01,VEA,0.15576728367201437,0.08387816708261729,0.40384615384615385,0.054751713489054624,-0.5049019607843137,-0.48975044563279857,-0.6666666666666667,-0.6666666666666667,Equities
2011-04-01,PDBC,,,0.0,,,,,,Commodities
2011-04-08,TIP,0.06392704700811194,0.04186794313993402,0.0,0.012467923644990721,0.7359625668449199,0.7359625668449199,-0.4285714285714286,-0.4285714285714286,Bonds
2011-04-08,SPY,0.11070344399594426,0.04781296714782432,0.38461538461538464,0.04668526909944244,0.18983957219251335,0.18983957219251335,0.7777777777777777,0.7777777777777777,Equities
2011-04-08,XLV,0.09737220618461566,0.04852508777758308,0.38461538461538464,0.04841723658881528,0.14438502673796794,0.11408199643493763,0.6666666666666667,0.6666666666666667,Equities
2011-04-08,XLU,0.09505481146576424,0.06462856780318313,0.1346153846153846,0.021820801822808503,0.3602941176470588,0.3451426024955437,0.8888888888888888,0.8888888888888888,Equities
2011-04-08,XLP,0.07691376477583305,0.04132038290388007,0.1346153846153846,0.020319912270943336,0.5572638146167558,0.5572638146167558,1.0,1.0,Equities
2011-04-08,XLK,0.1375676732205002,0.07244494592389833,0.40384615384615385,0.04783871066406449,-0.14126559714795006,-0.18672014260249553,0.22222222222222232,0.0,Equities
2011-04-08,XLI,0.13359012824761804,0.06496580831167051,0.40384615384615385,0.0488254133584293,-0.15641711229946526,-0.12611408199643495,0.11111111111111116,0.22222222222222232,Equities
2011-04-08,XLF,0.18444361683618388,0.08125021438128094,0.6538461538461539,0.08871234963861473,-0.7281639928698752,-0.7584670231729056,-0.8888888888888888,-1.0,Equities
2011-04-08,XLE,0.1542505933809888,0.06235788235944385,0.4423076923076923,0.06200789562295413,-0.46457219251336895,-0.4191176470588235,-0.5555555555555556,-0.2222222222222222,Equities
2011-04-08,XLB,0.16785336565344622,0.07763824202996478,0.40384615384615385,0.05033420979448744,-0.44429590017825316,-0.429144385026738,-0.33333333333333337,-0.33333333333333337,Equities
2011-04-08,VUG,0.11475239712681991,0.05344302233743449,0.40384615384615385,0.04758741487644206,0.01024955436720143,-0.004901960784313708,0.4444444444444444,0.4444444444444444,Equities
2011-04-08,VTV,0.10774577687167837,0.04357619144843109,0.4230769230769231,0.046789421370495146,0.07999108734402849,0.07999108734402849,0.5555555555555556,0.5555555555555556,Equities
2011-04-08,VNQ,0.1479969558877806,0.08131451589634432,0.28846153846153844,0.03327681714791204,-0.04010695187165775,-0.032754010695187186,,,REITs
2011-04-08,TLT,0.12072562921767806,0.08210005441778752,0.5,0.05927782742270533,-0.4563279857397504,-0.4260249554367201,-1.0,-1.0,Bonds
2011-04-08,XLY,0.1257415356880281,0.061635106170820256,0.4230769230769231,0.0523856042245063,-0.17758467023172908,-0.17758467023172908,0.0,0.11111111111111116,Equities
2011-04-08,IEF,0.07135657203618524,0.053013737658971834,0.3269230769230769,0.024963613071074035,0.3850267379679145,0.39237967914438504,-0.7142857142857143,-0.7142857142857143,Bonds
2011-04-08,EEM,0.19519522227903016,0.09273614740284022,0.38461538461538464,0.04853189952845812,-0.5071301247771836,-0.4919786096256684,-0.6666666666666667,-0.5555555555555556,Equities
2011-04-08,QQQ,0.14146496134003272,0.0731431283261163,0.38461538461538464,0.044992127830737624,-0.09803921568627455,-0.08288770053475936,0.33333333333333326,0.33333333333333326,Equities
2011-04-08,EFA,0.15398007946102993,0.08509836022085016,0.38461538461538464,0.054000066868579784,-0.4313725490196078,-0.44652406417112295,-0.2222222222222222,-0.4444444444444444,Equities
2011-04-08,EWJ,0.163899187064639,0.10230779802426733,0.5384615384615384,0.05578786966519464,-0.7437611408199644,-0.698306595365419,-1.0,-0.8888888888888888,Equities
2011-04-08,GLD,0.13842511743340988,0.07263161185129671,0.11538461538461539,0.019449967537761813,0.23083778966131907,0.26114081996434935,1.0,1.0,Commodities
2011-04-08,LQD,0.05387598574950779,0.040006268548098314,0.0,0.013469613559077468,0.7965686274509804,0.7814171122994653,0.1428571428571428,0.1428571428571428,Bonds
2011-04-08,SHY,0.011303170289214822,0.0081354964692447,0.0,0.0018483445917680296,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-08,IWM,0.15394879530531186,0.07577545404915689,0.4423076923076923,0.06432875196626746,-0.5554812834224598,-0.5251782531194296,-0.7777777777777778,-0.7777777777777778,Equities
2011-04-08,IAU,0.13955066435417193,0.072521794995912,0.09615384615384616,0.019483259290753917,0.23039215686274506,0.26069518716577533,0.5,0.5,Commodities
2011-04-08,VWO,0.18939250567975288,0.08997613802362349,0.34615384615384615,0.04415305972083469,-0.32664884135472366,-0.3114973262032085,-0.11111111111111116,-0.11111111111111116,Equities
2011-04-08,USO,0.26149010183597154,0.10678764085967685,0.8076923076923077,0.11560222416851434,-0.9699197860962567,-0.9699197860962567,-1.0,-1.0,Commodities
2011-04-08,SLV,0.3167425136322217,0.12481699686836499,0.28846153846153844,0.029180133385629227,-0.32798573975044565,-0.3206327985739751,-0.5,-0.5,Commodities
2011-04-08,DBA,0.1532231017748462,0.08763284441943757,0.28846153846153844,0.04400711917132554,-0.14616755793226377,-0.2742869875222817,0.0,0.0,Commodities
2011-04-08,UUP,0.09287362435437807,0.052593601350067104,0.8076923076923077,0.09170468199961114,-0.2577985739750446,-0.2577985739750446,,,FX
2011-04-08,MBB,0.03061190625663226,0.019903133568378143,0.0,0.005550096589950591,0.8723262032085563,0.8723262032085563,0.4285714285714286,0.4285714285714286,Bonds
2011-04-08,HYG,0.06335976183683019,0.04021760331945897,0.057692307692307696,0.011644370700933706,0.7450980392156863,0.7602495543672014,-0.1428571428571429,-0.1428571428571429,Bonds
2011-04-08,BIL,0.0011771686128580928,0.0008089876835386554,0.0,0.00039954382761131713,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-08,VEA,0.15265384660629963,0.08387816708261729,0.40384615384615385,0.05489472433453323,-0.45944741532976824,-0.5049019607843137,-0.4444444444444444,-0.6666666666666667,Equities
2011-04-08,PDBC,,,0.0,,,,,,Commodities
2011-04-15,TIP,0.06643110363307923,0.04192628006388263,0.0,0.01233219516435989,0.7359625668449199,0.7359625668449199,-0.4285714285714286,-0.4285714285714286,Bonds
2011-04-15,SPY,0.11167998870056162,0.0476250670167519,0.38461538461538464,0.04692865599394215,0.1746880570409982,0.18983957219251335,0.7777777777777777,0.7777777777777777,Equities
2011-04-15,XLV,0.09873369989436671,0.04852508777758308,0.38461538461538464,0.04801249252819146,0.1595365418894831,0.14438502673796794,0.6666666666666667,0.6666666666666667,Equities
2011-04-15,XLU,0.09513209925012697,0.06462856780318313,0.1346153846153846,0.021036246511507987,0.375445632798574,0.3602941176470588,0.8888888888888888,0.8888888888888888,Equities
2011-04-15,XLP,0.07857306371515937,0.04132038290388007,0.1346153846153846,0.02018307652205402,0.5572638146167558,0.5572638146167558,1.0,1.0,Equities
2011-04-15,XLK,0.13185400190651142,0.07211382103989841,0.40384615384615385,0.048674191033348926,-0.15641711229946523,-0.14126559714795006,0.22222222222222232,0.22222222222222232,Equities
2011-04-15,XLI,0.13485895752346966,0.06484272547560625,0.40384615384615385,0.049255793922429285,-0.15641711229946526,-0.15641711229946526,0.11111111111111116,0.11111111111111116,Equities
2011-04-15,XLF,0.1831024258908587,0.07966151645860063,0.6730769230769231,0.0896199257459883,-0.7281639928698752,-0.7281639928698752,-0.8888888888888888,-0.8888888888888888,Equities
2011-04-15,XLE,0.16654265626833942,0.07445866969706592,0.4423076923076923,0.06242836443499739,-0.5857843137254901,-0.46457219251336895,-0.7777777777777778,-0.5555555555555556,Equities
2011-04-15,XLB,0.17224757202164967,0.08007216222568889,0.40384615384615385,0.05041654782486067,-0.47459893048128343,-0.44429590017825316,-0.4444444444444444,-0.33333333333333337,Equities
2011-04-15,VUG,0.11323070335507239,0.05314362461978062,0.40384615384615385,0.04792550796337758,0.01024955436720143,0.01024955436720143,0.4444444444444444,0.4444444444444444,Equities
2011-04-15,VTV,0.10904819012837792,0.043827595125476064,0.4230769230769231,0.04690130541696505,0.09514260249554363,0.07999108734402849,0.5555555555555556,0.5555555555555556,Equities
2011-04-15,VNQ,0.1503977133816969,0.08131451589634432,0.28846153846153844,0.03268021919613751,-0.0626114081996435,-0.04010695187165775,,,REITs
2011-04-15,TLT,0.12015289262014105,0.07142054889512636,0.5,0.059812811504153324,-0.31996434937611407,-0.4563279857397504,-1.0,-1.0,Bonds
2011-04-15,XLY,0.12553952654096484,0.061635106170820256,0.4230769230769231,0.05268768282717963,-0.17758467023172908,-0.17758467023172908,0.0,0.0,Equities
2011-04-15,IEF,0.07403027071638982,0.05251473631369701,0.34615384615384615,0.025581936994150824,0.39282531194295905,0.3850267379679145,-0.7142857142857143,-0.7142857142857143,Bonds
2011-04-15,EEM,0.19725228203037823,0.09245745244298054,0.38461538461538464,0.04830179260345471,-0.4919786096256684,-0.5071301247771836,-0.5555555555555556,-0.6666666666666667,Equities
2011-04-15,QQQ,0.13551970523329313,0.07272509362540477,0.38461538461538464,0.04564703478664508,-0.06773618538324425,-0.09803921568627455,0.33333333333333326,0.33333333333333326,Equities
2011-04-15,EFA,0.15394287082209818,0.08455453111921561,0.38461538461538464,0.0541232937667518,-0.40106951871657753,-0.4313725490196078,-0.2222222222222222,-0.2222222222222222,Equities
2011-04-15,EWJ,0.16363625985629152,0.10305978320475746,0.5576923076923077,0.05813762371878038,-0.7286096256684492,-0.7437611408199644,-1.0,-1.0,Equities
2011-04-15,GLD,0.1376508960572713,0.07263161185129671,0.11538461538461539,0.018811504699664115,0.21568627450980393,0.23083778966131907,1.0,1.0,Commodities
2011-04-15,LQD,0.05073592624568115,0.03596703228795611,0.0,0.013754961082402801,0.7965686274509804,0.7965686274509804,0.1428571428571428,0.1428571428571428,Bonds
2011-04-15,SHY,0.012118431784620565,0.00818969979856269,0.0,0.0018525430336138694,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-15,IWM,0.15471704391454896,0.07542805027604403,0.4423076923076923,0.06456305792058326,-0.570632798573975,-0.5554812834224598,-0.6666666666666667,-0.7777777777777778,Equities
2011-04-15,IAU,0.13881950541246535,0.072521794995912,0.09615384615384616,0.018842122614674408,0.2152406417112299,0.23039215686274506,0.5,0.5,Commodities
2011-04-15,VWO,0.19113192884657249,0.08946028806116446,0.34615384615384615,0.043968635659165395,-0.3192959001782531,-0.32664884135472366,-0.11111111111111116,-0.11111111111111116,Equities
2011-04-15,USO,0.26509505345976914,0.11056486565638124,0.8076923076923077,0.11591712320618033,-0.9699197860962567,-0.9699197860962567,-1.0,-1.0,Commodities
2011-04-15,SLV,0.3174788397641799,0.12481699686836499,0.28846153846153844,0.028325198512214215,-0.33533868092691627,-0.32798573975044565,-0.5,-0.5,Commodities
2011-04-15,DBA,0.15519082312986548,0.08866220164400523,0.2692307692307692,0.04245656185243562,-0.16176470588235292,-0.14616755793226377,0.0,0.0,Commodities
2011-04-15,UUP,0.09286057392205668,0.05270613962772113,0.8076923076923077,0.09363136821199834,-0.2729500891265597,-0.2577985739750446,,,FX
2011-04-15,MBB,0.03225696695762131,0.019986902146129644,0.0,0.005612658180591927,0.8723262032085563,0.8723262032085563,0.4285714285714286,0.4285714285714286,Bonds
2011-04-15,HYG,0.06368879294122895,0.040103464588756785,0.057692307692307696,0.011684071587809246,0.7450980392156863,0.7450980392156863,-0.1428571428571429,-0.1428571428571429,Bonds
2011-04-15,BIL,0.0012169494136938424,0.0008089876835386554,0.0,0.00038865730283782913,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-15,VEA,0.15242095056152538,0.08334465620776728,0.40384615384615385,0.05499163970511174,-0.45944741532976824,-0.45944741532976824,-0.33333333333333337,-0.4444444444444444,Equities
2011-04-15,PDBC,,,0.0,,,,,,Commodities
2011-04-22,TIP,0.06636016545451354,0.04172791810757318,0.0,0.012229822464507576,0.7359625668449199,0.7359625668449199,-0.4285714285714286,-0.4285714285714286,Bonds
2011-04-22,SPY,0.11229469813932891,0.0476250670167519,0.38461538461538464,0.046952794976201036,0.1746880570409982,0.1746880570409982,0.6666666666666667,0.7777777777777777,Equities
2011-04-22,XLV,0.09908337584041622,0.04852508777758308,0.38461538461538464,0.047441106253032314,0.17468805704099824,0.1595365418894831,0.7777777777777777,0.6666666666666667,Equities
2011-04-22,XLU,0.09519319387246705,0.06474322476762256,0.1346153846153846,0.020671236043467784,0.3451426024955437,0.375445632798574,0.8888888888888888,0.8888888888888888,Equities
2011-04-22,XLP,0.07842500412195431,0.04132038290388007,0.1346153846153846,0.020128337803063386,0.5572638146167558,0.5572638146167558,1.0,1.0,Equities
2011-04-22,XLK,0.13498025787945236,0.07211382103989841,0.40384615384615385,0.04907372517129534,-0.21702317290552584,-0.15641711229946523,0.05555555555555558,0.22222222222222232,Equities
2011-04-22,XLI,0.13526218624471775,0.06484272547560625,0.40384615384615385,0.04943300989970982,-0.21702317290552584,-0.15641711229946526,0.05555555555555558,0.11111111111111116,Equities
2011-04-22,XLF,0.18242489080077706,0.07925398152263038,0.6923076923076923,0.0907816759448392,-0.7281639928698752,-0.7281639928698752,-0.8888888888888888,-0.8888888888888888,Equities
2011-04-22,XLE,0.16689275886860064,0.07445866969706592,0.4423076923076923,0.06267118403622368,-0.5857843137254901,-0.5857843137254901,-0.7777777777777778,-0.7777777777777778,Equities
2011-04-22,XLB,0.1736356727323871,0.0805059592524125,0.40384615384615385,0.05041654782486067,-0.47459893048128343,-0.47459893048128343,-0.4444444444444444,-0.4444444444444444,Equities
2011-04-22,VUG,0.11498310716443817,0.05314362461978062,0.40384615384615385,0.04792550796337758,-0.004901960784313708,0.01024955436720143,0.4444444444444444,0.4444444444444444,Equities
2011-04-22,VTV,0.10909870524960755,0.043827595125476064,0.4230769230769231,0.046947093637920975,0.09514260249554363,0.09514260249554363,0.5555555555555556,0.5555555555555556,Equities
2011-04-22,VNQ,0.14946520318622472,0.08131451589634432,0.28846153846153844,0.03268021919613751,-0.0626114081996435,-0.0626114081996435,,,REITs
2011-04-22,TLT,0.11859955964784796,0.07125648456047416,0.5,0.060410386545750226,-0.35026737967914434,-0.31996434937611407,-1.0,-1.0,Bonds
2011-04-22,XLY,0.12658350080049302,0.061635106170820256,0.4230769230769231,0.05268768282717963,-0.17758467023172908,-0.17758467023172908,0.22222222222222232,0.0,Equities
2011-04-22,IEF,0.07387709893143823,0.05251473631369701,0.36538461538461536,0.0261171262819447,0.3703208556149733,0.39282531194295905,-0.7142857142857143,-0.7142857142857143,Bonds
2011-04-22,EEM,0.1973228533257584,0.0932699571837697,0.38461538461538464,0.047985527488882025,-0.4919786096256684,-0.4919786096256684,-0.5555555555555556,-0.5555555555555556,Equities
2011-04-22,QQQ,0.14025011055011546,0.07272509362540477,0.38461538461538464,0.04574778849642944,-0.09803921568627455,-0.06773618538324425,0.33333333333333326,0.33333333333333326,Equities
2011-04-22,EFA,0.15514885110618362,0.08504045028524318,0.38461538461538464,0.05385792783434064,-0.4313725490196078,-0.40106951871657753,-0.2222222222222222,-0.2222222222222222,Equities
2011-04-22,EWJ,0.16581203597151462,0.10305978320475746,0.5769230769230769,0.06010009623115136,-0.7286096256684492,-0.7286096256684492,-1.0,-1.0,Equities
2011-04-22,GLD,0.12912923997521275,0.06435596529124224,0.11538461538461539,0.01849895954648883,0.32174688057040995,0.21568627450980393,1.0,1.0,Commodities
2011-04-22,LQD,0.05011206845044018,0.03596703228795611,0.0,0.013948102091086566,0.7965686274509804,0.7965686274509804,0.1428571428571428,0.1428571428571428,Bonds
2011-04-22,SHY,0.012073054814321403,0.00818969979856269,0.0,0.0018199315055395238,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-22,IWM,0.1545317040495479,0.07542805027604403,0.4423076923076923,0.06458354374527002,-0.570632798573975,-0.570632798573975,-0.6666666666666667,-0.6666666666666667,Equities
2011-04-22,IAU,0.13015872660059366,0.06396690662951163,0.09615384615384616,0.01851654575710392,0.321301247771836,0.2152406417112299,0.5,0.5,Commodities
2011-04-22,VWO,0.19181703160187769,0.0903383684518595,0.34615384615384615,0.04370447977769457,-0.3119429590017825,-0.3192959001782531,-0.11111111111111116,-0.11111111111111116,Equities
2011-04-22,USO,0.26533630495264704,0.11056486565638124,0.8076923076923077,0.11602893241978728,-0.9699197860962567,-0.9699197860962567,-1.0,-1.0,Commodities
2011-04-22,SLV,0.3148421920344197,0.11611442402826677,0.28846153846153844,0.027998001562934964,-0.33533868092691627,-0.33533868092691627,-0.5,-0.5,Commodities
2011-04-22,DBA,0.15429441963597826,0.08866220164400523,0.25,0.04073423727475727,-0.1314616755793226,-0.16176470588235292,0.0,0.0,Commodities
2011-04-22,UUP,0.09300319491970713,0.05237823167073996,0.8076923076923077,0.09591643829835375,-0.2577985739750446,-0.2729500891265597,,,FX
2011-04-22,MBB,0.03181900473984285,0.019986902146129644,0.0,0.005621092514844251,0.8723262032085563,0.8723262032085563,0.4285714285714286,0.4285714285714286,Bonds
2011-04-22,HYG,0.06384095204787661,0.040103464588756785,0.057692307692307696,0.011684071587809246,0.7450980392156863,0.7450980392156863,-0.1428571428571429,-0.1428571428571429,Bonds
2011-04-22,BIL,0.0012169494136938612,0.0008390405810355927,0.0,0.000381965944500131,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-22,VEA,0.15365349330293848,0.0838875627733189,0.40384615384615385,0.05467231418193022,-0.45944741532976824,-0.45944741532976824,-0.33333333333333337,-0.33333333333333337,Equities
2011-04-22,PDBC,,,0.0,,,,,,Commodities
2011-04-29,TIP,0.06742906402020998,0.04194939872843021,0.0,0.012229822464507576,0.7359625668449199,0.7359625668449199,-0.4285714285714286,-0.4285714285714286,Bonds
2011-04-29,SPY,0.1139763622050609,0.0476250670167519,0.38461538461538464,0.04647917395624212,0.18248663101604276,0.1746880570409982,0.7777777777777777,0.6666666666666667,Equities
2011-04-29,XLV,0.10453774397904153,0.0487637815801109,0.38461538461538464,0.04658998031842422,0.16733511586452765,0.17468805704099824,0.6666666666666667,0.7777777777777777,Equities
2011-04-29,XLU,0.10198484321291418,0.0650146908159181,0.1346153846153846,0.020201451033435316,0.32999108734402854,0.3451426024955437,0.8888888888888888,0.8888888888888888,Equities
2011-04-29,XLP,0.08151164595443999,0.04148875062254273,0.1346153846153846,0.019799947674634607,0.5572638146167558,0.5572638146167558,1.0,1.0,Equities
2011-04-29,XLK,0.13560751754791112,0.07211382103989841,0.40384615384615385,0.048643497314698594,-0.20922459893048126,-0.21702317290552584,0.11111111111111116,0.05555555555555558,Equities
2011-04-29,XLI,0.13676692201783308,0.0647607940675727,0.40384615384615385,0.0491136626529756,-0.2092245989304813,-0.21702317290552584,0.0,0.05555555555555558,Equities
2011-04-29,XLF,0.1830762608328232,0.07969463376670907,0.6923076923076923,0.09091862633153329,-0.7281639928698752,-0.7281639928698752,-0.8888888888888888,-0.8888888888888888,Equities
2011-04-29,XLE,0.16619875970448258,0.07455506657781896,0.4423076923076923,0.06199599066560113,-0.570632798573975,-0.5857843137254901,-0.7777777777777778,-0.7777777777777778,Equities
2011-04-29,XLB,0.17332526072407317,0.0805059592524125,0.40384615384615385,0.0498562687094812,-0.49710338680926913,-0.47459893048128343,-0.5555555555555556,-0.4444444444444444,Equities
2011-04-29,VUG,0.11606642204979149,0.05314362461978062,0.40384615384615385,0.047414279596136484,-0.012254901960784326,-0.004901960784313708,0.4444444444444444,0.4444444444444444,Equities
2011-04-29,VTV,0.1114659823994623,0.04405658540527174,0.4230769230769231,0.04651525632049254,0.07999108734402849,0.09514260249554363,0.5555555555555556,0.5555555555555556,Equities
2011-04-29,VNQ,0.15032006671859277,0.07985164139992298,0.28846153846153844,0.03250893808988347,-0.047459893048128365,-0.0626114081996435,,,REITs
2011-04-29,TLT,0.12038269741261086,0.07206318057395236,0.5,0.061167874033351305,-0.3351158645276292,-0.35026737967914434,-1.0,-1.0,Bonds
2011-04-29,XLY,0.1273840361542405,0.061635106170820256,0.4230769230769231,0.05222942275714655,-0.17758467023172908,-0.17758467023172908,0.22222222222222232,0.22222222222222232,Equities
2011-04-29,IEF,0.07590597043622485,0.05284842276438453,0.36538461538461536,0.026694140988980115,0.3854723707664885,0.3703208556149733,-0.7142857142857143,-0.7142857142857143,Bonds
2011-04-29,EEM,0.1975773173073063,0.09264126728452715,0.38461538461538464,0.047294596383447685,-0.48418003565062384,-0.4919786096256684,-0.4444444444444444,-0.5555555555555556,Equities
2011-04-29,QQQ,0.1404667740797946,0.07272509362540477,0.38461538461538464,0.045260550831318976,-0.10539215686274514,-0.09803921568627455,0.33333333333333326,0.33333333333333326,Equities
2011-04-29,EFA,0.15682982207917914,0.08554300916634647,0.38461538461538464,0.052903942315163974,-0.4387254901960784,-0.4313725490196078,-0.33333333333333337,-0.2222222222222222,Equities
2011-04-29,EWJ,0.16960293640809918,0.10352375952430756,0.5961538461538461,0.06142211985001927,-0.7589126559714796,-0.7286096256684492,-1.0,-1.0,Equities
2011-04-29,GLD,0.13522442467724183,0.06435596529124224,0.11538461538461539,0.01849895954648883,0.32174688057040995,0.32174688057040995,1.0,1.0,Commodities
2011-04-29,LQD,0.05185203752041553,0.03596703228795611,0.0,0.01396030589449501,0.7965686274509804,0.7965686274509804,0.1428571428571428,0.1428571428571428,Bonds
2011-04-29,SHY,0.012374104514124887,0.00818969979856269,0.0,0.0018188517064949732,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-29,IWM,0.15560386972748189,0.07546730273992432,0.4423076923076923,0.06394018187789215,-0.5554812834224598,-0.570632798573975,-0.6666666666666667,-0.6666666666666667,Equities
2011-04-29,IAU,0.13617869186516735,0.06396690662951163,0.09615384615384616,0.01851654575710392,0.30614973262032086,0.321301247771836,0.5,0.5,Commodities
2011-04-29,VWO,0.19198620002147695,0.08992489756120839,0.34615384615384615,0.04303298501271791,-0.3119429590017825,-0.3119429590017825,-0.11111111111111116,-0.11111111111111116,Equities
2011-04-29,USO,0.26408394437390903,0.11155067190281312,0.8076923076923077,0.11602893241978728,-0.9699197860962567,-0.9699197860962567,-1.0,-1.0,Commodities
2011-04-29,SLV,0.3110220638823806,0.11611442402826677,0.28846153846153844,0.027998001562934964,-0.33533868092691627,-0.33533868092691627,-0.5,-0.5,Commodities
2011-04-29,DBA,0.15486194347170792,0.08853047786174759,0.23076923076923078,0.03931123891436295,-0.11631016042780745,-0.1314616755793226,0.0,0.0,Commodities
2011-04-29,UUP,0.09439687306885926,0.053371665061232115,0.8269230769230769,0.0988544906388103,-0.28810160427807485,-0.2577985739750446,,,FX
2011-04-29,MBB,0.03324471517380584,0.02013552823515114,0.0,0.005621092514844251,0.8723262032085563,0.8723262032085563,0.4285714285714286,0.4285714285714286,Bonds
2011-04-29,HYG,0.06379328347324666,0.040103464588756785,0.057692307692307696,0.011647573675767195,0.7450980392156863,0.7450980392156863,-0.1428571428571429,-0.1428571428571429,Bonds
2011-04-29,BIL,0.0012169494136938612,0.0008390405810355927,0.0,0.0003752745861624329,0.9405080213903744,0.9405080213903744,0.8571428571428572,0.8571428571428572,Bonds
2011-04-29,VEA,0.1566781059113339,0.08438126032273863,0.38461538461538464,0.053701981129410305,-0.4235739750445633,-0.45944741532976824,-0.2222222222222222,-0.33333333333333337,Equities
2011-04-29,PDBC,,,0.0,,,,,,Commodities
2011-05-06,TIP,0.06754942331291874,0.04194939872843021,0.0,0.012229822464507576,0.7359625668449199,0.7359625668449199,-0.4285714285714286,-0.4285714285714286,Bonds
2011-05-06,SPY,0.10966176710592294,0.05036945230927504,0.36538461538461536,0.045127926558170314,0.15953654188948307,0.18248663101604276,0.6666666666666667,0.7777777777777777,Equities
2011-05-06,XLV,0.10444005091476365,0.0487637815801109,0.36538461538461536,0.04504842091352641,0.22014260249554368,0.16733511586452765,0.7777777777777777,0.6666666666666667,Equities
2011-05-06,XLU,0.10136429343264496,0.0650146908159181,0.11538461538461539,0.018905793467195325,0.43560606060606066,0.32999108734402854,0.8888888888888888,0.8888888888888888,Equities
2011-05-06,XLP,0.08121411134208428,0.04125126922750236,0.1346153846153846,0.018911498756463106,0.5650623885918004,0.5572638146167558,1.0,1.0,Equities
2011-05-06,XLK,0.1311129865182166,0.07191714717557926,0.38461538461538464,0.047089346202846064,-0.16377005347593582,-0.20922459893048126,0.22222222222222232,0.11111111111111116,Equities
2011-05-06,XLI,0.13303823375335722,0.06664826955271368,0.38461538461538464,0.047632562878285926,-0.16377005347593585,-0.2092245989304813,0.11111111111111116,0.0,Equities
2011-05-06,XLF,0.16018726074882317,0.07989288593835608,0.6923076923076923,0.09013232841464455,-0.606951871657754,-0.7281639928698752,-0.7777777777777778,-0.8888888888888888,Equities
2011-05-06,XLE,0.19608671610208295,0.11989925520265995,0.4423076923076923,0.06115419659754169,-0.7749554367201426,-0.570632798573975,-1.0,-0.7777777777777778,Equities
2011-05-06,XLB,0.17586726896867377,0.09112498560538614,0.38461538461538464,0.04844022865626005,-0.49710338680926913,-0.49710338680926913,-0.5555555555555556,-0.5555555555555556,Equities
2011-05-06,VUG,0.11200937804504607,0.05526550879190055,0.38461538461538464,0.04588353443251624,-0.027406417112299464,-0.012254901960784326,0.4444444444444444,0.4444444444444444,Equities
2011-05-06,VTV,0.10755535766383166,0.048080162847655775,0.40384615384615385,0.04526949034810256,0.06483957219251332,0.07999108734402849,0.5555555555555556,0.5555555555555556,Equities
2011-05-06,VNQ,0.14098052386815518,0.08264039035615792,0.2692307692307692,0.03160488700181986,0.0659536541889483,-0.047459893048128365,,,REITs
2011-05-06,TLT,0.11953265079696311,0.0698810744625211,0.5192307692307693,0.06237945674387671,-0.35026737967914434,-0.3351158645276292,-1.0,-1.0,Bonds
