Date,Ticker,raw_tsmom_52_4w,realized_vol_ann_26w,tsmom_vol_scaled_observed,tsmom_score_observed,tsmom_bucket_observed,tsmom_vol_scaled_tradable,tsmom_score_tradable,asset_class
2005-02-11,XLB,,,,,,,,Equities
2005-02-11,VUG,,,,,,,,Equities
2005-02-11,VTV,,,,,,,,Equities
2005-02-11,VNQ,,,,,,,,REITs
2005-02-11,TLT,,,,,,,,Bonds
2005-02-11,XLY,,,,,,,,Equities
2005-02-11,IEF,,,,,,,,Bonds
2005-02-11,EEM,,,,,,,,Equities
2005-02-11,QQQ,,,,,,,,Equities
2005-02-11,EFA,,,,,,,,Equities
2005-02-11,EWJ,,,,,,,,Equities
2005-02-11,GLD,,,,,,,,Commodities
2005-02-11,LQD,,,,,,,,Bonds
2005-02-11,SHY,,,,,,,,Bonds
2005-02-11,IWM,,,,,,,,Equities
2005-02-11,IAU,,,,,,,,Commodities
2005-02-11,VWO,,,,,,,,Equities
2005-02-11,USO,,,,,,,,Commodities
2005-02-11,SLV,,,,,,,,Commodities
2005-02-11,DBA,,,,,,,,Commodities
2005-02-11,UUP,,,,,,,,FX
2005-02-11,MBB,,,,,,,,Bonds
2005-02-11,HYG,,,,,,,,Bonds
2005-02-11,BIL,,,,,,,,Bonds
2005-02-11,VEA,,,,,,,,Equities
2005-02-11,PDBC,,,,,,,,Commodities
2005-02-18,TIP,,,,,,,,Bonds
2005-02-18,SPY,,,,,,,,Equities
2005-02-18,XLV,,,,,,,,Equities
2005-02-18,XLU,,,,,,,,Equities
2005-02-18,XLP,,,,,,,,Equities
2005-02-18,XLK,,,,,,,,Equities
2005-02-18,XLI,,,,,,,,Equities
2005-02-18,XLF,,,,,,,,Equities
2005-02-18,XLE,,,,,,,,Equities
2005-02-18,XLB,,,,,,,,Equities
2005-02-18,VUG,,,,,,,,Equities
2005-02-18,VTV,,,,,,,,Equities
2005-02-18,VNQ,,,,,,,,REITs
2005-02-18,TLT,,,,,,,,Bonds
2005-02-18,XLY,,,,,,,,Equities
2005-02-18,IEF,,,,,,,,Bonds
2005-02-18,EEM,,,,,,,,Equities
2005-02-18,QQQ,,,,,,,,Equities
2005-02-18,EFA,,,,,,,,Equities
2005-02-18,EWJ,,,,,,,,Equities
2005-02-18,GLD,,,,,,,,Commodities
2005-02-18,LQD,,,,,,,,Bonds
2005-02-18,SHY,,,,,,,,Bonds
2005-02-18,IWM,,,,,,,,Equities
2005-02-18,IAU,,,,,,,,Commodities
2005-02-18,VWO,,,,,,,,Equities
2005-02-18,USO,,,,,,,,Commodities
2005-02-18,SLV,,,,,,,,Commodities
2005-02-18,DBA,,,,,,,,Commodities
2005-02-18,UUP,,,,,,,,FX
2005-02-18,MBB,,,,,,,,Bonds
2005-02-18,HYG,,,,,,,,Bonds
2005-02-18,BIL,,,,,,,,Bonds
2005-02-18,VEA,,,,,,,,Equities
2005-02-18,PDBC,,,,,,,,Commodities
2005-02-25,TIP,,,,,,,,Bonds
2005-02-25,SPY,,,,,,,,Equities
2005-02-25,XLV,,,,,,,,Equities
2005-02-25,XLU,,,,,,,,Equities
2005-02-25,XLP,,,,,,,,Equities
2005-02-25,XLK,,,,,,,,Equities
2005-02-25,XLI,,,,,,,,Equities
2005-02-25,XLF,,,,,,,,Equities
2005-02-25,XLE,,,,,,,,Equities
2005-02-25,XLB,,,,,,,,Equities
2005-02-25,VUG,,,,,,,,Equities
2005-02-25,VTV,,,,,,,,Equities
2005-02-25,VNQ,,,,,,,,REITs
2005-02-25,TLT,,,,,,,,Bonds
2005-02-25,XLY,,,,,,,,Equities
2005-02-25,IEF,,,,,,,,Bonds
2005-02-25,EEM,,,,,,,,Equities
2005-02-25,QQQ,,,,,,,,Equities
2005-02-25,EFA,,,,,,,,Equities
2005-02-25,EWJ,,,,,,,,Equities
2005-02-25,GLD,,,,,,,,Commodities
2005-02-25,LQD,,,,,,,,Bonds
2005-02-25,SHY,,,,,,,,Bonds
2005-02-25,IWM,,,,,,,,Equities
2005-02-25,IAU,,,,,,,,Commodities
2005-02-25,VWO,,,,,,,,Equities
2005-02-25,USO,,,,,,,,Commodities
2005-02-25,SLV,,,,,,,,Commodities
2005-02-25,DBA,,,,,,,,Commodities
2005-02-25,UUP,,,,,,,,FX
2005-02-25,MBB,,,,,,,,Bonds
2005-02-25,HYG,,,,,,,,Bonds
2005-02-25,BIL,,,,,,,,Bonds
2005-02-25,VEA,,,,,,,,Equities
2005-02-25,PDBC,,,,,,,,Commodities
2005-03-04,TIP,,,,,,,,Bonds
2005-03-04,SPY,,,,,,,,Equities
2005-03-04,XLV,,,,,,,,Equities
2005-03-04,XLU,,,,,,,,Equities
2005-03-04,XLP,,,,,,,,Equities
2005-03-04,XLK,,,,,,,,Equities
2005-03-04,XLI,,,,,,,,Equities
2005-03-04,XLF,,,,,,,,Equities
2005-03-04,XLE,,,,,,,,Equities
2005-03-04,XLB,,,,,,,,Equities
2005-03-04,VUG,,,,,,,,Equities
2005-03-04,VTV,,,,,,,,Equities
2005-03-04,VNQ,,,,,,,,REITs
2005-03-04,TLT,,,,,,,,Bonds
2005-03-04,XLY,,,,,,,,Equities
2005-03-04,IEF,,,,,,,,Bonds
2005-03-04,EEM,,,,,,,,Equities
2005-03-04,QQQ,,,,,,,,Equities
2005-03-04,EFA,,,,,,,,Equities
2005-03-04,EWJ,,,,,,,,Equities
2005-03-04,GLD,,,,,,,,Commodities
2005-03-04,LQD,,,,,,,,Bonds
2005-03-04,SHY,,,,,,,,Bonds
2005-03-04,IWM,,,,,,,,Equities
2005-03-04,IAU,,,,,,,,Commodities
2005-03-04,VWO,,,,,,,,Equities
2005-03-04,USO,,,,,,,,Commodities
2005-03-04,SLV,,,,,,,,Commodities
2005-03-04,DBA,,,,,,,,Commodities
2005-03-04,UUP,,,,,,,,FX
2005-03-04,MBB,,,,,,,,Bonds
2005-03-04,HYG,,,,,,,,Bonds
2005-03-04,BIL,,,,,,,,Bonds
2005-03-04,VEA,,,,,,,,Equities
2005-03-04,PDBC,,,,,,,,Commodities
2005-03-11,TIP,,,,,,,,Bonds
2005-03-11,SPY,,,,,,,,Equities
2005-03-11,XLV,,,,,,,,Equities
2005-03-11,XLU,,,,,,,,Equities
2005-03-11,XLP,,,,,,,,Equities
2005-03-11,XLK,,,,,,,,Equities
2005-03-11,XLI,,,,,,,,Equities
2005-03-11,XLF,,,,,,,,Equities
2005-03-11,XLE,,,,,,,,Equities
2005-03-11,XLB,,,,,,,,Equities
2005-03-11,VUG,,,,,,,,Equities
2005-03-11,VTV,,,,,,,,Equities
2005-03-11,VNQ,,,,,,,,REITs
2005-03-11,TLT,,,,,,,,Bonds
2005-03-11,XLY,,,,,,,,Equities
2005-03-11,IEF,,,,,,,,Bonds
2005-03-11,EEM,,,,,,,,Equities
2005-03-11,QQQ,,,,,,,,Equities
2005-03-11,EFA,,,,,,,,Equities
2005-03-11,EWJ,,,,,,,,Equities
2005-03-11,GLD,,,,,,,,Commodities
2005-03-11,LQD,,,,,,,,Bonds
2005-03-11,SHY,,,,,,,,Bonds
2005-03-11,IWM,,,,,,,,Equities
2005-03-11,IAU,,,,,,,,Commodities
2005-03-11,VWO,,,,,,,,Equities
2005-03-11,USO,,,,,,,,Commodities
2005-03-11,SLV,,,,,,,,Commodities
2005-03-11,DBA,,,,,,,,Commodities
2005-03-11,UUP,,,,,,,,FX
2005-03-11,MBB,,,,,,,,Bonds
2005-03-11,HYG,,,,,,,,Bonds
2005-03-11,BIL,,,,,,,,Bonds
2005-03-11,VEA,,,,,,,,Equities
2005-03-11,PDBC,,,,,,,,Commodities
2005-03-18,TIP,,,,,,,,Bonds
2005-03-18,SPY,,,,,,,,Equities
2005-03-18,XLV,,,,,,,,Equities
2005-03-18,XLU,,,,,,,,Equities
2005-03-18,XLP,,,,,,,,Equities
2005-03-18,XLK,,,,,,,,Equities
2005-03-18,XLI,,,,,,,,Equities
2005-03-18,XLF,,,,,,,,Equities
2005-03-18,XLE,,,,,,,,Equities
2005-03-18,XLB,,,,,,,,Equities
2005-03-18,VUG,,,,,,,,Equities
2005-03-18,VTV,,,,,,,,Equities
2005-03-18,VNQ,,,,,,,,REITs
2005-03-18,TLT,,,,,,,,Bonds
2005-03-18,XLY,,,,,,,,Equities
2005-03-18,IEF,,,,,,,,Bonds
2005-03-18,EEM,,,,,,,,Equities
2005-03-18,QQQ,,,,,,,,Equities
2005-03-18,EFA,,,,,,,,Equities
2005-03-18,EWJ,,,,,,,,Equities
2005-03-18,GLD,,,,,,,,Commodities
2005-03-18,LQD,,,,,,,,Bonds
2005-03-18,SHY,,,,,,,,Bonds
2005-03-18,IWM,,,,,,,,Equities
2005-03-18,IAU,,,,,,,,Commodities
2005-03-18,VWO,,,,,,,,Equities
2005-03-18,USO,,,,,,,,Commodities
2005-03-18,SLV,,,,,,,,Commodities
2005-03-18,DBA,,,,,,,,Commodities
2005-03-18,UUP,,,,,,,,FX
2005-03-18,MBB,,,,,,,,Bonds
2005-03-18,HYG,,,,,,,,Bonds
2005-03-18,BIL,,,,,,,,Bonds
2005-03-18,VEA,,,,,,,,Equities
2005-03-18,PDBC,,,,,,,,Commodities
2005-03-25,TIP,,,,,,,,Bonds
2005-03-25,SPY,,,,,,,,Equities
2005-03-25,XLV,,,,,,,,Equities
2005-03-25,XLU,,,,,,,,Equities
2005-03-25,XLP,,,,,,,,Equities
2005-03-25,XLK,,,,,,,,Equities
2005-03-25,XLI,,,,,,,,Equities
2005-03-25,XLF,,,,,,,,Equities
2005-03-25,XLE,,,,,,,,Equities
2005-03-25,XLB,,,,,,,,Equities
2005-03-25,VUG,,,,,,,,Equities
2005-03-25,VTV,,,,,,,,Equities
2005-03-25,VNQ,,,,,,,,REITs
2005-03-25,TLT,,,,,,,,Bonds
2005-03-25,XLY,,,,,,,,Equities
2005-03-25,IEF,,,,,,,,Bonds
2005-03-25,EEM,,,,,,,,Equities
2005-03-25,QQQ,,,,,,,,Equities
2005-03-25,EFA,,,,,,,,Equities
2005-03-25,EWJ,,,,,,,,Equities
2005-03-25,GLD,,,,,,,,Commodities
2005-03-25,LQD,,,,,,,,Bonds
2005-03-25,SHY,,,,,,,,Bonds
2005-03-25,IWM,,,,,,,,Equities
2005-03-25,IAU,,,,,,,,Commodities
2005-03-25,VWO,,,,,,,,Equities
2005-03-25,USO,,,,,,,,Commodities
2005-03-25,SLV,,,,,,,,Commodities
2005-03-25,DBA,,,,,,,,Commodities
2005-03-25,UUP,,,,,,,,FX
2005-03-25,MBB,,,,,,,,Bonds
2005-03-25,HYG,,,,,,,,Bonds
2005-03-25,BIL,,,,,,,,Bonds
2005-03-25,VEA,,,,,,,,Equities
2005-03-25,PDBC,,,,,,,,Commodities
2005-04-01,TIP,,,,,,,,Bonds
2005-04-01,SPY,,,,,,,,Equities
2005-04-01,XLV,,,,,,,,Equities
2005-04-01,XLU,,,,,,,,Equities
2005-04-01,XLP,,,,,,,,Equities
2005-04-01,XLK,,,,,,,,Equities
2005-04-01,XLI,,,,,,,,Equities
2005-04-01,XLF,,,,,,,,Equities
2005-04-01,XLE,,,,,,,,Equities
2005-04-01,XLB,,,,,,,,Equities
2005-04-01,VUG,,,,,,,,Equities
2005-04-01,VTV,,,,,,,,Equities
2005-04-01,VNQ,,,,,,,,REITs
2005-04-01,TLT,,,,,,,,Bonds
2005-04-01,XLY,,,,,,,,Equities
2005-04-01,IEF,,,,,,,,Bonds
2005-04-01,EEM,,,,,,,,Equities
2005-04-01,QQQ,,,,,,,,Equities
2005-04-01,EFA,,,,,,,,Equities
2005-04-01,EWJ,,,,,,,,Equities
2005-04-01,GLD,,,,,,,,Commodities
2005-04-01,LQD,,,,,,,,Bonds
2005-04-01,SHY,,,,,,,,Bonds
2005-04-01,IWM,,,,,,,,Equities
2005-04-01,IAU,,,,,,,,Commodities
2005-04-01,VWO,,,,,,,,Equities
2005-04-01,USO,,,,,,,,Commodities
2005-04-01,SLV,,,,,,,,Commodities
2005-04-01,DBA,,,,,,,,Commodities
2005-04-01,UUP,,,,,,,,FX
2005-04-01,MBB,,,,,,,,Bonds
2005-04-01,HYG,,,,,,,,Bonds
2005-04-01,BIL,,,,,,,,Bonds
2005-04-01,VEA,,,,,,,,Equities
2005-04-01,PDBC,,,,,,,,Commodities
2005-04-08,TIP,,0.050990614072564555,,,,,,Bonds
2005-04-08,SPY,,0.08419160426344795,,,,,,Equities
2005-04-08,XLV,,0.0984225834855348,,,,,,Equities
2005-04-08,XLU,,0.10614016454684966,,,,,,Equities
2005-04-08,XLP,,0.07208739453043225,,,,,,Equities
2005-04-08,XLK,,0.09846870561985396,,,,,,Equities
2005-04-08,XLI,,0.08364853594535662,,,,,,Equities
2005-04-08,XLF,,0.12037280410201216,,,,,,Equities
2005-04-08,XLE,,0.2497400986260521,,,,,,Equities
2005-04-08,XLB,,0.13376892314814243,,,,,,Equities
2005-04-08,VUG,,0.08166994613802436,,,,,,Equities
2005-04-08,VTV,,0.09902841131571834,,,,,,Equities
2005-04-08,VNQ,,0.1553258283298878,,,,,,REITs
2005-04-08,TLT,,0.09253620534198173,,,,,,Bonds
2005-04-08,XLY,,0.0886502826523865,,,,,,Equities
2005-04-08,IEF,,0.049383836364111026,,,,,,Bonds
2005-04-08,EEM,,0.19159325303939614,,,,,,Equities
2005-04-08,QQQ,,0.10208210205960934,,,,,,Equities
2005-04-08,EFA,,0.09149462381820284,,,,,,Equities
2005-04-08,EWJ,,0.12145857512154454,,,,,,Equities
2005-04-08,GLD,,0.12788565489574383,,,,,,Commodities
2005-04-08,LQD,,0.040936429668601095,,,,,,Bonds
2005-04-08,SHY,,0.008620393269246221,,,,,,Bonds
2005-04-08,IWM,,0.10838429552501305,,,,,,Equities
2005-04-08,IAU,,,,,,,,Commodities
2005-04-08,VWO,,,,,,,,Equities
2005-04-08,USO,,,,,,,,Commodities
2005-04-08,SLV,,,,,,,,Commodities
2005-04-08,DBA,,,,,,,,Commodities
2005-04-08,UUP,,,,,,,,FX
2005-04-08,MBB,,,,,,,,Bonds
2005-04-08,HYG,,,,,,,,Bonds
2005-04-08,BIL,,,,,,,,Bonds
2005-04-08,VEA,,,,,,,,Equities
2005-04-08,PDBC,,,,,,,,Commodities
2005-04-15,TIP,,0.056316178411145494,,,,,,Bonds
2005-04-15,SPY,,0.10311984424591059,,,,,,Equities
2005-04-15,XLV,,0.09614755578743263,,,,,,Equities
2005-04-15,XLU,,0.11056822894429866,,,,,,Equities
2005-04-15,XLP,,0.07204611192849207,,,,,,Equities
2005-04-15,XLK,,0.14289415957056123,,,,,,Equities
2005-04-15,XLI,,0.11540432038041956,,,,,,Equities
2005-04-15,XLF,,0.12012274878011939,,,,,,Equities
2005-04-15,XLE,,0.29406813831403794,,,,,,Equities
2005-04-15,XLB,,0.21508886832022545,,,,,,Equities
2005-04-15,VUG,,0.09867780406164343,,,,,,Equities
2005-04-15,VTV,,0.1145872657262383,,,,,,Equities
2005-04-15,VNQ,,0.15188329345733903,,,,,,REITs
2005-04-15,TLT,,0.09900528432674094,,,,,,Bonds
2005-04-15,XLY,,0.11827718178902345,,,,,,Equities
2005-04-15,IEF,,0.05895433450018395,,,,,,Bonds
2005-04-15,EEM,,0.22927622474548146,,,,,,Equities
2005-04-15,QQQ,,0.13660683219930325,,,,,,Equities
2005-04-15,EFA,,0.10790585199961886,,,,,,Equities
2005-04-15,EWJ,,0.15096553750036712,,,,,,Equities
2005-04-15,GLD,,0.12392126883826748,,,,,,Commodities
2005-04-15,LQD,,0.044987426480192265,,,,,,Bonds
2005-04-15,SHY,,0.012138447078273447,,,,,,Bonds
2005-04-15,IWM,,0.13900213743544637,,,,,,Equities
2005-04-15,IAU,,,,,,,,Commodities
2005-04-15,VWO,,,,,,,,Equities
2005-04-15,USO,,,,,,,,Commodities
2005-04-15,SLV,,,,,,,,Commodities
2005-04-15,DBA,,,,,,,,Commodities
2005-04-15,UUP,,,,,,,,FX
2005-04-15,MBB,,,,,,,,Bonds
2005-04-15,HYG,,,,,,,,Bonds
2005-04-15,BIL,,,,,,,,Bonds
2005-04-15,VEA,,,,,,,,Equities
2005-04-15,PDBC,,,,,,,,Commodities
2005-04-22,TIP,,0.05502434882892663,,,,,,Bonds
2005-04-22,SPY,,0.10307830995173238,,,,,,Equities
2005-04-22,XLV,,0.09568332647078831,,,,,,Equities
2005-04-22,XLU,,0.11205784304735397,,,,,,Equities
2005-04-22,XLP,,0.07192940778674044,,,,,,Equities
2005-04-22,XLK,,0.14598623361282811,,,,,,Equities
2005-04-22,XLI,,0.1143817758389067,,,,,,Equities
2005-04-22,XLF,,0.11625021440600494,,,,,,Equities
2005-04-22,XLE,,0.29666471702968367,,,,,,Equities
2005-04-22,XLB,,0.2116415342318583,,,,,,Equities
2005-04-22,VUG,,0.09545072974326109,,,,,,Equities
2005-04-22,VTV,,0.11163137899314529,,,,,,Equities
2005-04-22,VNQ,,0.14726114310371696,,,,,,REITs
2005-04-22,TLT,,0.09543827612187487,,,,,,Bonds
2005-04-22,XLY,,0.11403383599515647,,,,,,Equities
2005-04-22,IEF,,0.05682995547175805,,,,,,Bonds
2005-04-22,EEM,,0.22416581896503204,,,,,,Equities
2005-04-22,QQQ,,0.13559146425752816,,,,,,Equities
2005-04-22,EFA,,0.10590932104593954,,,,,,Equities
2005-04-22,EWJ,,0.14647884873485661,,,,,,Equities
2005-04-22,GLD,,0.12632292987865346,,,,,,Commodities
2005-04-22,LQD,,0.044268149287194254,,,,,,Bonds
2005-04-22,SHY,,0.011985565508644316,,,,,,Bonds
2005-04-22,IWM,,0.13819780663000827,,,,,,Equities
2005-04-22,IAU,,,,,,,,Commodities
2005-04-22,VWO,,,,,,,,Equities
2005-04-22,USO,,,,,,,,Commodities
2005-04-22,SLV,,,,,,,,Commodities
2005-04-22,DBA,,,,,,,,Commodities
2005-04-22,UUP,,,,,,,,FX
2005-04-22,MBB,,,,,,,,Bonds
2005-04-22,HYG,,,,,,,,Bonds
2005-04-22,BIL,,,,,,,,Bonds
2005-04-22,VEA,,,,,,,,Equities
2005-04-22,PDBC,,,,,,,,Commodities
2005-04-29,TIP,,0.053305318662385796,,,,,,Bonds
2005-04-29,SPY,,0.0997231182026049,,,,,,Equities
2005-04-29,XLV,,0.09473226666990921,,,,,,Equities
2005-04-29,XLU,,0.10853061548756443,,,,,,Equities
2005-04-29,XLP,,0.07103501572561263,,,,,,Equities
2005-04-29,XLK,,0.14180708994120503,,,,,,Equities
2005-04-29,XLI,,0.11061557073168315,,,,,,Equities
2005-04-29,XLF,,0.12460829291145784,,,,,,Equities
2005-04-29,XLE,,0.29968912283321447,,,,,,Equities
2005-04-29,XLB,,0.20447613253007643,,,,,,Equities
2005-04-29,VUG,,0.09314349309874849,,,,,,Equities
2005-04-29,VTV,,0.10875690075116673,,,,,,Equities
2005-04-29,VNQ,,0.15246653786037387,,,,,,REITs
2005-04-29,TLT,,0.09323360697706483,,,,,,Bonds
2005-04-29,XLY,,0.11032928728898789,,,,,,Equities
2005-04-29,IEF,,0.05541411707320227,,,,,,Bonds
2005-04-29,EEM,,0.216567270979138,,,,,,Equities
2005-04-29,QQQ,,0.1311152227933917,,,,,,Equities
2005-04-29,EFA,,0.1034880360822674,,,,,,Equities
2005-04-29,EWJ,,0.14388038150823004,,,,,,Equities
2005-04-29,GLD,,0.12218865277335937,,,,,,Commodities
