candidate,state,n_weeks,ann_return,sharpe,vol_wkly,mean_wkly
improved_phasejjj3_targeted_lookthrough_repair,calm_trend,295,0.043431139792903695,0.5464836112851184,0.011021035794996532,0.0008786354930070357
improved_phasejjj3_targeted_lookthrough_repair,neutral_mixed,493,0.10591537242649096,1.437780920999211,0.010215617172644865,0.0019900111676059264
improved_phasejjj3_targeted_lookthrough_repair,recovery_confirmed,44,0.015092837404186765,0.2178562099977165,0.009607254103274851,0.0003333214541392872
improved_phasejjj3_targeted_lookthrough_repair,recovery_fragile,49,0.045894076475186285,0.790667686481215,0.0080493529904002,0.0008951352399730855
improved_phasejjj3_targeted_lookthrough_repair,stressed_panic,229,0.035750123422911395,0.48390957830159104,0.01024499274604455,0.0007281755336481339
improved_phaseggg_confirmed_only_robust_offense,calm_trend,295,0.04085050192523543,0.5136249379525201,0.011029342502408772,0.0008310759639948504
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,493,0.11211233905761886,1.461560591808112,0.010637385959756253,0.002102078804815568
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,44,0.02570451511736649,0.34426726899038246,0.01035409176516566,0.0005406752181963573
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,49,0.0666705276141002,1.1421213151968206,0.008095058348422435,0.0012741338339297918
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,229,0.035802805834722395,0.4806870620874729,0.010328873496037795,0.0007300081704646803
improved_phase2b_regime_confidence_boost,calm_trend,295,0.03558351868547227,0.3842746110852841,0.012841197562773004,0.0007552175162830647
improved_phase2b_regime_confidence_boost,neutral_mixed,493,0.11043252730450281,1.4621928615518325,0.010473472100739739,0.0020712148039303295
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.026147257209693242,0.38467659129658577,0.009426027624973075,0.0005399585327544482
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.06973508185847388,1.3168400445604906,0.007343728600611555,0.0013236555558595474
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.03369319983341135,0.49672693574979865,0.009406387702147431,0.00068168964870096
