cik10,ticker
0001944013,CR
0000078128,WTRG
0001579091,CART
0000764622,PNW
0000036966,FHN
0000749251,IT
0000067887,MOG-A
0001531152,BJ
0000927066,DVA
0001492691,KNX
0000910521,DECK
0001717115,TEM
0000779152,JKHY
0001506293,PINS
0001964789,HUT
0001360901,EVR
0000842023,TECH
0001286681,DPZ
0001097149,ALGN
0001501585,HII
0000021076,CLX
0000927003,AEIS
0000096223,JEF
0000089089,SCI
0001397187,LULU
0000004127,SWKS
0001474735,GNRC
0000007536,ARW
0001370946,OC
0000763901,BPOP
0000101382,UMBF
0000071691,NYT
0000082811,RRX
0001411207,ALSN
0001579428,AXSM
0001800667,FROG
0001849253,RYAN
0001013237,FDS
0001623925,AM
0000049600,EGP
0001366868,GSAT
0000889331,LFUS
0000897723,SANM
0001711279,KRYS
0000874761,AES
0000789570,MGM
0001237831,GMED
0000924805,FRHC
0001179929,MOH
0000851205,CGNX
0000764038,SSB
0001192448,GKOS
0001590955,PAYC
0001015328,WTFC
0000797721,VSAT
0000067347,MOD
0000012208,BIO
0000916540,DAR
0001604028,WMS
0000034903,FRT
0001145197,PODD
0001031308,BSY
0001722482,AVTR
0000109380,ZION
0001061983,CYTK
0000039263,CFR
0001000228,HSIC
0000074260,ORI
0001144215,AYI
0000352915,UHS
0000707179,ONB
0001521332,APTV
0001125376,ENSG
0001568651,OSCR
0000088205,SPXC
0001689548,PRAX
0000315852,RRC
0000840489,FCFS
0000908937,SIRI
0001833756,DRS
0000891103,MTCH
0000030625,FLS
0001801368,MP
0000775158,OSK
0001021635,OGE
0001766502,CHWY
0001869198,LTH
0001815442,KYMR
0000874015,IONS
0001707753,ESTC
0000703351,EAT
0000077360,PNR
0001302215,HLI
0001004434,AMG
0001868159,LINE
0001262823,WLK
0000085961,R
0001822993,JXN
0001177702,SAIA
0000730272,RGEN
0001535929,VOYA
0001377121,PTGX
0001174922,WYNN
0001636519,MSGS
0001573516,MUSA
0000880266,AGCO
0000102729,VMI
0000917273,RMBS
0001564408,SNAP
0001590717,CTRE
0001692787,KNTK
0000831641,TTEK
0001034670,ALV
0001649094,PCVX
0001475922,PRI
0001604778,QRVO
0001035443,ARE
0000917251,ADC
0000067215,DY
0000851968,MHK
0001170010,KMX
0001069258,KTOS
0000842162,LEA
0001158114,AAOI
0001581068,BRX
0001298675,CUBE
0001109354,BRKR
0000737758,TTC
0001212545,WAL
0001611052,PCOR
0001534504,PBF
0001590714,ESI
0001443646,BAH
0001068851,PB
0001405495,IDCC
0000887343,COLB
0000059558,LNC
0000751978,VICR
0000006201,AAL
0000893538,SM
0000912093,VIAV
0001326380,GME
0001856525,CNM
0001001316,TGTX
0000868857,ACM
0001326110,IBRX
0001563190,COMP
0000098362,TKR
0001040829,RHP
0001023128,LAD
0001669162,KNSL
0000751364,NNN
0000921825,FR
0001591698,PCTY
0001571283,REXR
0001638826,TTAN
0000913760,SNEX
0000022356,CBSH
0000875357,BOKF
0001653482,GTLB
0001083301,WULF
0001789832,HESM
0000091142,AOS
0001285785,MOS
0002025410,SARO
0001167419,RIOT
0001866581,BROS
0001770787,TXG
0000915389,EMN
0001282637,NEU
0000884614,UGI
0001039399,FORM
0001764013,IMVT
0000094845,LEVI
0000896622,ATR
0001486159,CHRD
0002042694,PRMB
0000944695,THG
0001428336,HQY
0001617640,ZG
0000070145,NFG
0001439288,ZWS
0000039911,GAP
0001734722,PATH
0001289419,MORN
0001057877,IDA
0001567683,CWEN
0001636282,SYRE
0001581280,TWST
0001851003,ZETA
0001626115,PJT
0001341766,CELH
0000714310,VLY
0001520262,ALKS
0001616862,AXTA
0001021860,NOV
0001575515,SFM
0001433195,APPF
0000921638,SSRM
0001467623,DBX
0000008858,AVT
0000024545,TAP
0001124198,FLR
0001144879,APLD
0001584207,OMF
0000056047,KEX
0001472787,FAF
0000920371,SSD
0001479094,STAG
0000023217,CAG
0001214816,AXS
0001819989,CIFR
0001038074,SLAB
0001368622,AVAV
0000007431,AWI
0001520006,MTDR
0000277509,FSS
0000066570,MSA
0001910139,MBLY
0000802481,PPC
0000899689,VNO
0000097216,TEX
0001562088,DUOL
0001476150,TRNO
0001513761,NCLH
0001739445,ACA
0000764065,CLF
0000866706,ESE
0001639438,CAVA
0001316835,BLDR
0001649904,RYTM
0001370637,ETSY
0000350698,AN
0001570827,VCTR
0000018926,LUMN
0000717605,HXL
0000912615,URBN
0000310522,FNMA
0001583708,S
0001603923,WFRD
0000912242,MAC
0001679273,LW
0000866291,ALGM
0000019584,CHE
0001671933,TTD
0001823529,ACT
0000003453,MATX
0000945841,POOL
0002001184,PACS
0001995807,LB
0001819848,JOBY
0001897762,INGM
0001018840,ANF
0000037808,FNB
0001360604,HR
0001991792,CGON
0001309108,WEX
0000080420,POWL
0001836833,PL
0001521036,LNTH
0001796022,STEP
0001718512,GTES
0001289308,ENS
0000785786,PLXS
0000824142,AAON
0001451505,RIG
0001793659,RSI
0000729986,UBSI
0001698990,MGY
0001581990,PAGP
0001296445,ORA
0001600033,ELF
0001773751,HIMS
0001065696,LKQ
0001860742,BLCO
0001728951,EPRT
0001046257,INGR
0001692115,SWX
0000016732,CPB
0000876437,MTG
0002000178,LOAR
0001580905,IBP
0001759509,LYFT
0001767042,KGS
0000040211,GATX
0001164863,NPO
0000885550,CACC
0001398659,G
0001477294,ST
0001448893,ESNT
0001438533,TVTX
0001759425,MIRM
0001692063,SNDR
0001013857,PEGA
0001384905,RNG
0000052827,RYN
0001433660,JBTM
0001465128,STWD
0000868671,GBCI
0001646972,ACI
0000750577,HWC
0001730430,KNSA
0001723128,AMRX
0000020212,CHDN
0000794367,M
0001590895,CZR
0000012659,HRB
0000853816,LSTR
0001352010,EPAM
0001622229,COGT
0001331520,HOMB
0001856437,VSXY
0000314808,VAL
0001856314,YOU
0002015845,ECG
0001108426,TXNM
0000918646,EXP
0000911177,CWST
0001012019,RUSHA
0001718227,ROAD
0001107843,QLYS
0000007789,ASB
0000100591,AGX
0000096943,TFX
0000883948,AUB
0001653653,RRR
0001002638,OTEX
0001308547,DLB
0000790526,RDNT
0001094831,BGC
0001582313,XENE
0001070081,PTCT
0000351569,ABCB
0001278021,MKTX
0001529864,ENVA
0000310142,SXT
0000784977,POR
0001389050,AROC
0000084246,RLI
0000102752,VSEC
0001334933,UEC
0000886163,LGND
0001727263,FTDR
0001288469,MXL
0001592386,VIRT
0001433642,HLNE
0000772406,CRUS
0000906553,BYD
0001169561,CVLT
0001334036,CROX
0001556593,RITM
0000910073,FLG
0001076930,NOVT
0001130464,BKH
0001835830,KVYO
0001299709,AX
0001297989,EXLS
0001070412,CNX
0001852244,GXO
0001782170,RELY
0001697500,SEI
0001691303,HCC
0001476204,PECO
0000230557,SIGI
0000009326,BCPC
0001703056,ADT
0001142417,NXST
0001230245,PIPR
0000356309,NJR
0001866175,CRGY
0001674416,CRSP
0001822479,SHC
0001041803,PSMT
0000887596,CAKE
0000856982,MMSI
0001507079,FND
0000935036,ACIW
0001722684,WH
0001286043,KRG
0001571123,SAIC
0001492298,SBRA
0001657573,XMTR
0000861459,GVA
0001361113,VRNS
0000103379,VFC
0001114995,PI
0001224608,CNO
0000717423,MUR
0001735707,GTX
0001880319,PRM
0001680062,ACMR
0001679049,INSW
0001519751,FBIN
0000091767,SON
0000073756,OII
0001795250,SPHR
0001596967,MC
0001579877,OUT
0000001750,AIR
0001032033,SLM
0001104657,MTRN
0001810546,EBC
0000275880,PSN
0001672013,GOLF
0000912766,LAUR
0000769520,MIDD
0001624794,CSW
0000776867,WTM
0001587732,OGS
0001418819,IRDM
0000717954,UNF
0001049521,MRCY
0001820872,GBTG
0001710366,CNR
0001381668,TFSL
0001561894,HASI
0002011286,AMTM
0001306830,CE
0000723612,CAR
0001699136,WHD
0001126956,SR
0000103730,VSH
0000355811,GNTX
0001845257,LFST
0001841408,DAVE
0000890926,RDN
0000813762,IEP
0000043920,GEF
0001372612,BOX
0001070494,ACAD
0000014930,BC
0001609253,CRC
0000104889,GHC
0000812011,MTN
0001990354,WAY
0001463101,ENPH
0000036029,FFIN
0000025232,CUZ
0000913142,BDC
0000060519,LPX
0000090896,SKY
0000889900,PTEN
0000932696,NSIT
0001430723,SFBS
0001364479,HRI
0001516513,DOCS
0000766421,ALK
0000098222,TDW
0000313143,HAE
0001710072,EWTX
0001610250,BOOT
0002013745,CLMT
0001517175,CHEF
0001877322,ESAB
0001056288,FHI
0000912767,UFPI
0001840776,HGTY
0001069878,TREX
0001357615,KBR
0000077543,TPC
0000949157,CENX
0001786431,REYN
0000700564,FULT
0001045450,EPR
0001046311,CHH
0000050725,GFF
0001841156,PAY
0001258602,NNI
0001639300,OLLI
0001888447,EE
0001818794,DYN
0001070235,BB
0001786842,VNT
0001639691,LIVN
0000078890,BCO
0000023194,CRK
0001376139,CVI
0000315709,IBOC
0000899715,SKT
0000700923,MYRG
0000046765,HP
0001424182,BNL
0001818201,CCC
0000038725,FELE
0001694426,DK
0001824502,ACHR
0002014596,CON
0001650729,SITE
0000833079,MTH
0001311370,LAZ
0000056679,KFY
0001757073,NVST
0001507605,MARA
0001025996,KRC
0000730464,CVSA
0000315213,RHI
0001051512,TDS
0001993004,NWE
0000278166,CVCO
0001057706,FBP
0000849869,SLGN
0000003197,CECO
0001395942,OPLN
0001114483,ITGR
0001077428,TCBI
0000056978,KLIC
0000857855,UCB
0001101215,BFH
0000780571,ITRI
0000746598,BRC
0000029002,DIOD
0001809987,MIR
0001783398,UWMC
0000008947,AZZ
0000016040,CBT
0001786352,BILL
0000883984,ICUI
0000887936,FCN
0000861842,CATY
0000923796,GEO
0001812364,RLAY
0001445305,WK
0000063276,MAT
0000088121,SEB
0001691421,LMND
0000067716,MDU
0001284812,CNS
0001674910,VVV
0001455863,COLD
0000828944,WSFS
0000821483,PARR
0000860546,CDP
0001607678,VKTX
0001361658,TNL
0001385280,CNK
0001662991,SEZL
0001388658,IRTC
0001051627,AXTI
0001361538,PRIM
0001760965,KTB
0000730263,THO
0001819790,TARS
0001425205,IOVA
0000354647,CVBF
0001822966,SMR
0001122976,AVNT
0001434588,LOPE
0000776901,INDB
0000203596,WSBC
0001522727,USAC
0001823144,GPGI
0001921963,ATMU
0000701985,BBWI
0001276520,GNW
0001144980,ABG
0000868780,DORM
0001466085,IRT
0001478320,ADPT
0001410384,QTWO
0000817720,SYNA
0001637207,PLNT
0000793733,SKYW
0001676725,IDYA
0000009092,BMI
0001530950,POST
0001385849,UUUU
0001981792,HHH
0001745916,PFSI
0001658551,AMLX
0001819133,TNGX
0000760498,BANF
0001005284,OLED
0000715072,RNST
0001660280,TENB
0000880631,WT
0001466593,OTTR
0000745308,JOE
0000799292,MHO
0001350593,MWA
0000822663,IPAR
0001690680,NMRK
0001724521,RCUS
0001703057,ABCL
0001418121,APLE
0001563411,CSTM
0001210677,FA
0001524358,VAC
0001952073,MSGE
0001794669,FOUR
0001014739,OPCH
0001570585,LBTYA
0001647088,WSC
0001761312,PLMR
0001821825,OGN
0000860413,FIBK
0001174850,NIC
0001676238,BRZE
0001031203,GPI
0000048287,HNI
0001958140,BATRA
0000910108,LXP
0001714899,DNLI
0000931015,PII
0001113232,ACLS
0001173420,NG
0000886346,KAI
0001157408,LRN
0000805676,PRK
0001064728,BTU
0001593275,HG
0001955520,KNF
0001056903,AWR
0001698514,NESR
0000921082,HIW
0001518715,MCHB
0001026214,FMCC
0000016160,CALM
0000877860,NHI
0000825313,AB
0001065059,LEU
0000825542,SMG
0001595974,MGNI
0000708955,FFBC
0000026780,DAN
0000874866,CRVL
0001070985,CXW
0000078239,PVH
0001047335,NHC
0000090498,SFNC
0001384101,VCYT
0001437578,BFAM
0001929561,RXO
0001086600,ARLP
0001974138,NATL
0002027317,CURB
0000310354,SXI
0001888886,GPCR
0001611647,FRPT
0001547903,NMIH
0001811414,QS
0001694028,LBRT
0000723188,CBU
0000730708,SBCF
0000082020,USLM
0001674862,ASH
0000821130,AD
0001273813,AGO
0002052959,LION
0001544522,FRSH
0001748824,AAMI
0001111928,IPGP
0001504008,BKU
0001517413,FSLY
0000008063,ATRO
0001275014,UCTT
0001934850,FG
0001674168,HGV
0000827876,CLSK
0001039065,OSIS
0000851520,EXPO
0001552797,DKL
0001628369,CWK
0000795266,KBH
0000826675,DX
0000019745,CPK
0000913241,SHOO
0001565687,INTA
0001482981,COCO
0000874499,GPOR
0000036377,FHB
0000937098,TNET
0001666138,ATKR
0000894405,ARCB
0000104918,AVA
0000078749,AGYS
0001756262,TMDX
0001621434,BSM
0000744218,CLDX
0001035201,CWT
0001178970,PFS
0001408075,GPK
0001590560,QURE
0001685040,BHF
0001821769,NVTS
0001617406,PK
0001737706,SDRL
0001745999,BEAM
0001801169,OPEN
0001373670,GRBK
0000108516,WOR
0000046195,BOH
0001816736,IRON
0001093691,PLUG
0001587523,KN
0001032220,MMS
0001740332,REZI
0000069891,FIZZ
0001504776,WRBY
0001494259,CARG
0001787306,ARQT
0001169770,BANC
0001840856,SOUN
0001781755,BWIN
0001092699,SPSC
0001679688,DBRG
0001670592,YETI
0000944148,CBZ
0001636222,WING
0001936258,NAMS
0001620533,SHAK
0001832332,AVAH
0000899629,AKR
0001050797,COLM
0001834622,HAYW
0001517302,APAM
0000793952,HOG
0001704292,ZLAB
0000729580,BELFA
0001803696,ADEA
0001161728,MGEE
0000098677,TR
0001599617,DNOW
0000919012,AEO
0001800227,PPLI
0000039368,FUL
0001611547,UE
0000871763,MAN
0000025445,CXT
0000057515,MZTI
0001867072,KD
0001693256,WTTR
0001704715,AMR
0001020710,DXPE
0001838406,BKV
0001649749,FBK
0001576018,SPNT
0001777921,AVPT
0000837465,CALY
0000921582,IMAX
0001078271,EXTR
0000833640,POWI
0001724965,TALO
0001332349,BKD
0001832466,ALHC
0001528849,RH
0001817358,ASO
0000105132,WDFC
0000081362,KWR
0001280263,AMBA
0001459200,ALRM
0001328581,BCC
0001104485,NOG
0001029199,EEFT
0000771497,ABM
0001441683,APPN
0001111335,VC
0001488813,CUBI
0001650132,FCPT
0001647639,UPST
0001295401,TBBK
0000103145,VECO
0000752714,MGRC
0000790359,NBTB
0000036146,TRMK
0001549595,NRIX
0001823239,MRVI
0001078075,NTCT
0000046250,HWKN
0000766829,HTO
0000811589,FBNC
0000936528,WAFD
0000811596,KALU
0001108134,BBT
0001158449,AAP
0000076605,PATK
0001020859,UNFI
0001616533,PENG
0001820144,GRND
0000712534,FRME
0001759655,PRVA
0001819810,RDW
0001217234,CDNA
0000854775,DGII
0001816581,OUST
0001323885,ATRC
0001520697,ACHC
0000887733,CENT
0000863436,BHE
0000816761,TDC
0000946673,BANR
0000814453,NWL
0001590750,VRDN
0000805928,AXGN
0001831828,VERA
0001802255,GRDN
0000711377,NEOG
0001024305,COTY
0001818331,WGS
0000106640,WHR
0001043509,SAH
0000882796,BCRX
0001356090,PGEN
0000030305,DCO
0000906709,NKTR
0001356576,SUPN
0000314489,BUSE
0001968915,PHIN
0001849635,DJT
0000763744,LCII
0001288847,FIVN
0001298946,DRH
0001295947,PBH
0000845877,AGM
0001289848,HURN
0000835324,SYBT
0002020795,UNIT
0001802665,HRMY
0000885590,BHC
0001902733,NCNO
0000107140,WLY
0001845815,PAYO
0001653477,NGVT
0001629019,MBIN
0001022408,PLUS
0000793074,WERN
0000021535,COHU
0001846576,FIGS
0001287865,MPT
0001061630,BXMT
0001811063,NUVB
0000078814,PBI
0000873303,SRPT
0001639825,PTON
0001935979,BHVN
0001411579,AMC
0000055242,KMT
0001596993,LPG
0001024795,HLIO
0000821026,ANDE
0001025835,EFSC
0001393434,OCUL
0001400810,HCI
0001754195,TRLV
0000028823,DBD
0001726978,GSHD
0001601548,VVX
0001519449,SKWD
0001428205,ARR
0001054905,IOSP
0001124796,LASR
0001627223,CC
0001364250,DEI
0000733269,RAMP
0000921738,PENN
0001471265,NWBI
0000084748,ROG
0001758488,OSW
0000818479,XRAY
0001406666,CALX
0001801170,CLOV
0001580560,FLYW
0000099780,TRN
0001336917,UAA
