cik10,status,url,retrieved_at_utc,http_status,bytes,sha256,cache_key
0000002178,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002178.json,2026-08-14T07:51:58.907668+00:00,200,2453693,370485fb05a46c8d82792ef2b10852656dceed0f2988a66f3915595e99c17aa9,companyfacts_0000002178
0000002488,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,2026-08-14T07:51:59.174652+00:00,200,3671630,bea807f6c5148b58ca2a1e6ca8cdc553360252a9d2c872986d05288e890c6205,companyfacts_0000002488
0000004127,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000004127.json,2026-08-14T07:51:59.302523+00:00,200,3243173,fe97017d523d23be63ebcc6d002d596ff7e1e00e89944976731ca27b8303c1b8,companyfacts_0000004127
0000004447,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000004447.json,2026-08-14T07:51:59.509766+00:00,200,3918627,38b6da330d223bc3f6d5845ff81e989463fbe70e585922c3305606c031fa5513,companyfacts_0000004447
0000006281,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000006281.json,2026-08-14T07:52:00.156765+00:00,200,4395386,174a1a044122e316313ec7efcc54cda4dd6a7fe8497207ad5cbdf93f8501f7f3,companyfacts_0000006281
0000006951,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000006951.json,2026-08-14T07:52:00.531543+00:00,200,4498598,c62fe3d98dd9a1b6452c40a16c48e92015875d615758b6f67d9a91d553f12cd6,companyfacts_0000006951
0000007332,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000007332.json,2026-08-14T07:52:00.745704+00:00,200,3721154,549d92de713e23ded72e0c223b22c8c121b6418e2150f37fa7103dc2dd6ed070,companyfacts_0000007332
0000008146,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000008146.json,2026-08-14T07:52:00.857111+00:00,200,3054558,82c52696063ba3b8d3c056c98a59e186ee8746fbcad3092fc028d2c7ec5a5d5e,companyfacts_0000008146
0000008670,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000008670.json,2026-08-14T07:52:02.266485+00:00,200,4892915,84dcea82dead76b69090b0bd4b178bd386e3023ceda333ff26126d0eada25329,companyfacts_0000008670
0000009092,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000009092.json,2026-08-14T07:52:01.772638+00:00,200,2555186,c12a52678e8fcf8638a68d0a68dd22607d7120c5b8bfec6b87e35aba7b8f9c97,companyfacts_0000009092
0000010254,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010254.json,2026-08-14T07:52:02.185991+00:00,200,2267647,8db1d73e9e8673556db68d6f81ef3395c122bbd54012c065a87be790e8ed3ed2,companyfacts_0000010254
0000016058,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000016058.json,2026-08-14T07:52:02.434311+00:00,200,3194938,5146036b88fdabefd0d4f22095532780df25f107bff64e018e54190908d910da,companyfacts_0000016058
0000021535,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000021535.json,2026-08-14T07:52:03.068281+00:00,200,3778244,4e32308702cfd7998ed593e3f0e275669e2d01c2b748d1dc86e011d09a5ad360,companyfacts_0000021535
0000023111,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023111.json,2026-08-14T07:52:03.584430+00:00,200,2435705,eecee00a9be59f177be97a9b6026248c1d510e42fc33d4a7e623b699ae85a69c,companyfacts_0000023111
0000023194,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023194.json,2026-08-14T07:52:03.721672+00:00,200,3063270,33e6c346cebdd5725a41c56fc4e405fb78f47c439f06705d3a97835324db6e22,companyfacts_0000023194
0000023197,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023197.json,2026-08-14T07:52:03.899765+00:00,200,3839359,28f62329ee15d71b565d42155a68a828e10c4e776698181802ef35e9667886e9,companyfacts_0000023197
0000026058,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000026058.json,2026-08-14T07:52:04.678286+00:00,200,3379232,48ed01094bd1603eba8e0ea0d55f682b542a200a78cfc0febe0b39cad1a16e7a,companyfacts_0000026058
0000028823,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000028823.json,2026-08-14T07:52:05.710282+00:00,200,5459266,ba56b329856d42c8e1e3211bcdfb316a441b9f14307f620b7e91b887fac9c02a,companyfacts_0000028823
0000029002,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000029002.json,2026-08-14T07:52:05.235860+00:00,200,3917761,bde17f3a1fcc3acb162f5e48be635566dd2dd7a6ba60cb905a326a8c049ab653,companyfacts_0000029002
0000031235,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031235.json,2026-08-14T07:52:05.548580+00:00,200,3838014,1ed2b3bfb1d15dd341168437b2c87e80aad36f53bde3ee9cf09fd1b0b1cce73a,companyfacts_0000031235
0000031791,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031791.json,2026-08-14T07:52:05.944239+00:00,200,4243204,f45a596a61b554e66a7d360f5a1dc23d1b6e311b51445a0169ead135a00d3ab1,companyfacts_0000031791
0000033213,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000033213.json,2026-08-14T07:52:06.596859+00:00,200,4013294,47cbea53d7e22ddf4866dcae819856c46fabe057a9646cc9b8f39b03b027f082,companyfacts_0000033213
0000045012,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000045012.json,2026-08-14T07:52:06.845751+00:00,200,3211355,586e132869fe199342468488d1d9d9cd61b51b292dab063b5dd5d11ac70d79c5,companyfacts_0000045012
0000046129,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000046129.json,2026-08-14T07:52:06.836224+00:00,200,2693166,bb1cb61827ece7fe06d9be734b061b92aa136049e8234d5d7ee4d4e9dddf4eeb,companyfacts_0000046129
0000046765,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000046765.json,2026-08-14T07:52:07.642003+00:00,200,4353829,7f88d7934d47ea1ec957f554742c14abc73006a466b348ef847f58c4cf6ad823,companyfacts_0000046765
0000047217,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000047217.json,2026-08-14T07:52:08.216226+00:00,200,4891920,390c1daddd0fd0fa63c9642d34b9cfbc760e086c91ac97b96448431fbcd8cb1c,companyfacts_0000047217
0000048898,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000048898.json,2026-08-14T07:52:08.396008+00:00,200,3758038,cbad7cc261333e5397faf635864ab61db830df38d6e5540afb19bc8e2b60cfc2,companyfacts_0000048898
