cik10,status,url,retrieved_at_utc,http_status,bytes,sha256,cache_key
0000002178,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002178.json,2026-09-11T21:01:34.207046+00:00,200,2453693,370485fb05a46c8d82792ef2b10852656dceed0f2988a66f3915595e99c17aa9,companyfacts_0000002178
0000002488,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,2026-09-11T21:01:34.176945+00:00,200,3672449,21a29c75076d90fced568785d855fc427a15c7458bc0bb153a9dedd88ad3349e,companyfacts_0000002488
0000004127,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000004127.json,2026-09-11T21:01:34.404429+00:00,200,3243173,fe97017d523d23be63ebcc6d002d596ff7e1e00e89944976731ca27b8303c1b8,companyfacts_0000004127
0000004447,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000004447.json,2026-09-11T21:01:34.707976+00:00,200,3918627,38b6da330d223bc3f6d5845ff81e989463fbe70e585922c3305606c031fa5513,companyfacts_0000004447
0000006281,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000006281.json,2026-09-11T21:01:35.285269+00:00,200,4434650,72833d1d0192802e4ccc0dedcc7be48509da00ca97160364188875adfcc585d8,companyfacts_0000006281
0000006951,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000006951.json,2026-09-11T21:01:35.262987+00:00,200,4552943,65ecfedd5bfd3768d30286b52badee080c655cc8d1077524bdb6ca8928380fa7,companyfacts_0000006951
0000007332,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000007332.json,2026-09-11T21:01:35.509096+00:00,200,3721154,549d92de713e23ded72e0c223b22c8c121b6418e2150f37fa7103dc2dd6ed070,companyfacts_0000007332
0000008146,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000008146.json,2026-09-11T21:01:35.717982+00:00,200,3054558,82c52696063ba3b8d3c056c98a59e186ee8746fbcad3092fc028d2c7ec5a5d5e,companyfacts_0000008146
0000008670,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000008670.json,2026-09-11T21:01:36.559910+00:00,200,4892915,84dcea82dead76b69090b0bd4b178bd386e3023ceda333ff26126d0eada25329,companyfacts_0000008670
0000009092,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000009092.json,2026-09-11T21:01:36.479902+00:00,200,2555186,c12a52678e8fcf8638a68d0a68dd22607d7120c5b8bfec6b87e35aba7b8f9c97,companyfacts_0000009092
0000010254,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010254.json,2026-09-11T21:01:36.612910+00:00,200,2267647,8db1d73e9e8673556db68d6f81ef3395c122bbd54012c065a87be790e8ed3ed2,companyfacts_0000010254
0000016058,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000016058.json,2026-09-11T21:01:36.766610+00:00,200,3201842,98b1eb9b96c553936c6c8133e787760350baa7f3672e11f35e2a0101e35907ed,companyfacts_0000016058
0000021535,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000021535.json,2026-09-11T21:01:37.382539+00:00,200,3778244,4e32308702cfd7998ed593e3f0e275669e2d01c2b748d1dc86e011d09a5ad360,companyfacts_0000021535
0000023111,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023111.json,2026-09-11T21:01:37.812212+00:00,200,2435705,eecee00a9be59f177be97a9b6026248c1d510e42fc33d4a7e623b699ae85a69c,companyfacts_0000023111
0000023194,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023194.json,2026-09-11T21:01:37.917999+00:00,200,3063270,33e6c346cebdd5725a41c56fc4e405fb78f47c439f06705d3a97835324db6e22,companyfacts_0000023194
0000023197,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023197.json,2026-09-11T21:01:38.141985+00:00,200,3839359,28f62329ee15d71b565d42155a68a828e10c4e776698181802ef35e9667886e9,companyfacts_0000023197
0000026058,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000026058.json,2026-09-11T21:01:38.636741+00:00,200,3379232,48ed01094bd1603eba8e0ea0d55f682b542a200a78cfc0febe0b39cad1a16e7a,companyfacts_0000026058
0000028823,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000028823.json,2026-09-11T21:01:39.144845+00:00,200,5459266,ba56b329856d42c8e1e3211bcdfb316a441b9f14307f620b7e91b887fac9c02a,companyfacts_0000028823
0000029002,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000029002.json,2026-09-11T21:01:39.122023+00:00,200,3917761,bde17f3a1fcc3acb162f5e48be635566dd2dd7a6ba60cb905a326a8c049ab653,companyfacts_0000029002
0000031235,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031235.json,2026-09-11T21:01:39.204794+00:00,200,3838014,1ed2b3bfb1d15dd341168437b2c87e80aad36f53bde3ee9cf09fd1b0b1cce73a,companyfacts_0000031235
0000031791,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000031791.json,2026-09-11T21:01:39.493748+00:00,200,4243204,f45a596a61b554e66a7d360f5a1dc23d1b6e311b51445a0169ead135a00d3ab1,companyfacts_0000031791
0000033213,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000033213.json,2026-09-11T21:01:40.351231+00:00,200,4013294,47cbea53d7e22ddf4866dcae819856c46fabe057a9646cc9b8f39b03b027f082,companyfacts_0000033213
0000045012,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000045012.json,2026-09-11T21:01:40.536174+00:00,200,3211355,586e132869fe199342468488d1d9d9cd61b51b292dab063b5dd5d11ac70d79c5,companyfacts_0000045012
0000046129,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000046129.json,2026-09-11T21:01:40.513314+00:00,200,2693166,bb1cb61827ece7fe06d9be734b061b92aa136049e8234d5d7ee4d4e9dddf4eeb,companyfacts_0000046129
0000046765,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000046765.json,2026-09-11T21:01:40.825994+00:00,200,4353829,7f88d7934d47ea1ec957f554742c14abc73006a466b348ef847f58c4cf6ad823,companyfacts_0000046765
0000047217,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000047217.json,2026-09-11T21:01:41.601444+00:00,200,4957401,351d1874f2847fe331549968693423be2a4374a7731422f86687ac66da7af5f4,companyfacts_0000047217
0000048898,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000048898.json,2026-09-11T21:01:41.579499+00:00,200,3758038,cbad7cc261333e5397faf635864ab61db830df38d6e5540afb19bc8e2b60cfc2,companyfacts_0000048898
0000049938,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000049938.json,2026-09-11T21:01:41.536474+00:00,200,2614906,e772a78234142681fa3c4e8d602983ff76f0c68cc028f609e2352ad84a0e6674,companyfacts_0000049938
0000050863,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000050863.json,2026-09-11T21:01:41.852358+00:00,200,4311809,70056711b8b04d3a27e4a42b6d86e26f85ddaa3d59e480039d66ccfb353eb0b8,companyfacts_0000050863
0000051143,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051143.json,2026-09-11T21:01:43.492949+00:00,200,5650571,1660477fa5713e5749c3038cf22b3c776414acfc6e1e721d1772c91101dc5e5c,companyfacts_0000051143
0000056978,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000056978.json,2026-09-11T21:01:43.332748+00:00,200,3656678,967652062d29bfda87dbf5c2a34a4f33f3703a92e4a092a387c022edeaa8428d,companyfacts_0000056978
0000065270,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000065270.json,2026-09-11T21:01:43.314796+00:00,200,2789670,d5c2d42b5bb71a94980411273430d076c7c73345fa1dd903186f3605aa1b1453,companyfacts_0000065270
0000065770,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000065770.json,2026-09-11T21:01:43.478496+00:00,200,2661993,d1671ade92e050154725100c7239d08b032fd55d76b9e262f3bf85b6b2c17613,companyfacts_0000065770
0000068505,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000068505.json,2026-09-11T21:01:45.456303+00:00,200,5298133,566fb6c5ef55b80d4ed5c7057fc47b2afbca249357367f6eecd4a68b6e85f6a1,companyfacts_0000068505
0000069633,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000069633.json,2026-09-11T21:01:45.184681+00:00,200,2456835,9a89c6d9353dd55963a97c5c5a6dab4c9dd12afc1691e2ec134b84fd252af4e7,companyfacts_0000069633
0000073756,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000073756.json,2026-09-11T21:01:45.429974+00:00,200,2852292,29c7e48798cf8950044b2955afacd6eba4a68d235de711f73ce24892b234f34a,companyfacts_0000073756
0000077159,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000077159.json,2026-09-11T21:01:45.428925+00:00,200,2802857,39f11f6c097164819b2e4f29a8c170b61f9e3b334bafb50a5ed0fc2ca67a6d2d,companyfacts_0000077159
0000077877,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000077877.json,2026-09-11T21:01:47.016431+00:00,200,3169109,08029dd0d0a76f520ffd95e931fbc790175a5379a1f54c2ce4cb0a07727cc90f,companyfacts_0000077877
0000078749,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000078749.json,2026-09-11T21:01:47.016468+00:00,200,3049495,3cc527a4dfed053c330508eb9e2a7b5c3dafbe32b8367962d4a94969678bd55d,companyfacts_0000078749
0000087347,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000087347.json,2026-09-11T21:01:47.241020+00:00,200,3893114,8ae73ad4b096441afa9626e414020b112e1b1f3434938b01d26ea0aae504a822,companyfacts_0000087347
0000088941,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000088941.json,2026-09-11T21:01:47.674914+00:00,200,3893395,6bde0b5de256f8b2f1f1d79585df3744bb230295e4460b23065bfff42382cb8c,companyfacts_0000088941
0000093410,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093410.json,2026-09-11T21:01:48.733155+00:00,200,4810683,c09b160603412cb45acf1bb9bf3732e531dedfb548afa0e275fd8aefd7ab397e,companyfacts_0000093410
0000097210,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000097210.json,2026-09-11T21:01:48.870879+00:00,200,5116469,e63938f59166b737c6c5aec9f42095752ee968c24e9c7f8c2fd4053f51572e41,companyfacts_0000097210
0000097476,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000097476.json,2026-09-11T21:01:48.667709+00:00,200,3650054,5ee95bf56949988a4beaf0598e3acb0a012867228760cd9462a1c9e72526446f,companyfacts_0000097476
0000097745,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000097745.json,2026-09-11T21:01:49.471497+00:00,200,5170585,4d98ebd4c91521f5d90f032834b8dec04f78b30758a214be33e6cbba68fa766a,companyfacts_0000097745
0000099302,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000099302.json,2026-09-11T21:01:49.944225+00:00,200,2654315,898117c7986c9dc7028bb7a4d7a919c58e6db062de96b15211a690a36b90e5dc,companyfacts_0000099302
0000101778,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000101778.json,2026-09-11T21:01:50.162635+00:00,200,3856498,aa2883a114b457a609ac167540ba427b3d641e03fab26e7b72f508adc2a1ff68,companyfacts_0000101778
0000101984,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000101984.json,2026-09-11T21:01:50.399953+00:00,200,3593924,7a73e02f8b7c9548fdb58d3ce82597cfbca2c5e0bb11c0500fd3a816b423ca0b,companyfacts_0000101984
0000103730,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000103730.json,2026-09-11T21:01:51.186143+00:00,200,3895943,ac48d84cb6d7b4cadc4ffdbc5476e2d546c607a85a5acfce8ad4a67ed1f9e289,companyfacts_0000103730
0000106040,ok,https://data.sec.gov/api/xbrl/companyfacts/CIK0000106040.json,2026-09-11T21:01:51.401673+00:00,200,4245311,f8689b298d872df51bf0db3227551dcb459fe9d5577984397f6cb0f7a21dc5fc,companyfacts_0000106040
