Date,SPY,QQQ,IWM,EFA,VEA,VWO,EWJ,VNQ,HYG,LQD,GLD,PDBC,DBA,TLT
2005-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-07,0.12240054945093733,-0.089219375713971,0.07429049954274244,0.06749978772799121,0.0,0.0,0.04855379767929982,0.07576054697452048,0.0,-0.32508009136957844,0.048949190903789734,0.0,0.0,-0.1482461606371694
2006-07-14,-0.11968351122169243,-0.08530751378327306,0.07234892770068452,0.06726884712840231,0.0,0.0,0.048635809344341675,0.07723416393936125,0.0,-0.32897453829956297,0.04947562277707382,0.0,0.0,-0.15107106580560806
2006-07-21,-0.12358009303194385,-0.08991701114436235,-0.07160934694334774,0.06879752410949296,0.0,0.0,0.05115906757840752,0.07677053024795087,0.0,-0.3221630749470357,0.04584699996147786,0.0,0.0,-0.15015635203598124
2006-07-28,-0.1172768086652852,-0.08492639860720362,-0.07084101549054861,0.06722324968698654,0.0,0.0,0.05246929621378061,0.0758585746046736,0.0,-0.3263428132297788,0.04605334705259186,0.0,0.0,-0.15900849644915127
2006-08-04,-0.12113666368279892,-0.08748664204703324,-0.07132357113395847,0.06757884053012045,0.0,0.0,0.052819546898605706,0.07619429307767894,0.0,-0.32022938014077845,0.04608260333554462,0.0,0.0,-0.15714845915348122
2006-08-11,-0.12123852762854183,-0.08822222971850656,-0.07036982732481738,0.0680082974297454,0.0,0.0,0.05369845686904889,0.07282064071433628,0.0,-0.3218008696421373,0.04679411126063907,0.0,0.0,-0.15704703941222725
2006-08-18,-0.12089992804032845,-0.07766967555374235,-0.06917883119614215,0.06907244462960666,0.0,0.0,0.054878819408103775,0.07714705026858933,0.0,-0.3242351136870507,0.048235731841201966,0.0,0.0,-0.15868240537523468
2006-08-25,-0.12093522582875478,-0.0777324910093245,-0.06904151889983837,0.06903972667701173,0.0,0.0,0.055770370703941266,0.07737781728603481,0.0,-0.3239616184419956,0.04842319015151608,0.0,0.0,-0.15771804100158293
2006-09-01,-0.11746200675881004,-0.07497706829889873,-0.06569402209289495,0.0671396274626315,0.0,0.0,0.054963793245738794,0.07572891991315994,0.0,-0.33815616130109416,0.04744842999911795,0.0,0.0,-0.15842997092765398
2006-09-08,-0.1107438148483422,-0.07203547844822229,-0.06215617126996607,0.06260937675149143,0.0,0.043873913266375006,0.052198968945807896,0.07348867648881331,0.0,-0.3235932074547412,0.04601529806988417,0.0,0.0,-0.15328509445635632
2006-09-15,-0.10994942862202554,-0.06899417838831123,-0.06080356165865659,0.063103056144093,0.0,0.04384978857853265,0.05150083319771229,0.074794802855171,0.0,-0.33146001999108665,0.04361955182126161,0.0,0.0,-0.15192477874314947
2006-09-22,-0.11432588444854146,-0.07172706469728941,-0.06323247062221922,0.06568391386518095,0.0,0.045589984752691104,0.0534382367570638,0.07966517389393978,0.0,-0.3162730289538426,0.04524939319562443,0.0,0.0,-0.14481484881360707
2006-09-29,-0.10747224577524969,-0.06820891055314059,-0.06063292135067406,0.06258730791766866,0.0,0.0433499722399007,0.05096660411764733,0.07615590361351351,0.0,-0.3334265804681503,0.04409514479162637,0.0,0.0,-0.15310440917242882
2006-10-06,0.10581526304127882,-0.06690198081885455,-0.05949615328251047,0.06207038923767902,0.0,0.04329239089112361,-0.0506810060759232,0.08041274969313085,0.0,-0.3310225311165064,0.04264554801922183,0.0,0.0,-0.15766198782377128
2006-10-13,0.1072065318511446,-0.0666513758197777,-0.05889813336673578,0.06288062936832381,0.0,0.04359205980464603,-0.05153213889592161,0.08437004540888003,0.0,-0.3252763279845139,0.04296255696292136,0.0,0.0,-0.15663020053713508
2006-10-20,0.10807326344451514,-0.06550876172236172,0.05914946913775464,0.06372415583762071,0.0,0.044722779387468825,-0.05115520209863672,0.0865825348157286,0.0,-0.32198335948604057,-0.0446841090712167,0.0,0.0,-0.1544163649986563
2006-10-27,0.10953600085244938,-0.06656279373659962,-0.06010062609346631,0.06475209025189287,0.0,0.045440604680274645,-0.05186860380063955,0.0886440308104995,0.0,-0.31153726132641,-0.045984665297860765,0.0,0.0,-0.15557332314990735
2006-11-03,0.10832374920515828,-0.06639167728811307,-0.05996688553544043,0.06644640728547926,0.0,-0.04620871585301609,-0.05355180370386884,0.08279877411793618,0.0,-0.314901270930278,-0.04558860020520936,0.0,0.0,0.1558221158755004
2006-11-10,0.11232016766482814,-0.06894380038261425,-0.06255778182574649,0.0658428992205561,0.0,0.04645721972766419,-0.05352332246831968,0.08698976486800275,0.0,-0.30128333250751604,-0.046424666447380594,0.0,0.0,-0.15565704488737178
2006-11-17,0.11177806752452146,0.06687776242084194,0.06082398879654037,0.0677792275057387,0.0,0.04817818007390494,-0.05248023056744113,0.08599272326777709,0.0,-0.2966087266904174,-0.04952365141729411,0.0,0.0,-0.15995744173552293
2006-11-24,0.11309444091827484,-0.06755422801958791,0.06149741749525109,0.06851818838789836,0.0,0.048629036441360886,-0.052993794999374,0.07648515395933744,0.0,-0.2995638548587511,-0.04930699381788235,0.0,0.0,-0.16235689110228205
2006-12-01,0.11366043144911682,-0.06643411249897538,0.06166910747581252,0.06872988958013448,0.0,0.04903533576699528,-0.050928632912845016,0.07730154439127213,0.0,-0.29948198922216834,-0.05013080691749782,0.0,0.0,-0.1626281497851822
2006-12-08,0.1200455635252944,-0.06682828240890236,-0.06362384610127783,0.08231137933036883,0.0,0.06144299302609422,-0.060092989367481156,0.07259332717478133,0.0,-0.27662485153941685,0.04857027998541122,0.0,0.0,-0.14786648754097184
2006-12-15,-0.11602494293146288,-0.0644869532819559,-0.06197842905720661,0.07968668867161698,0.0,0.0594178446053081,-0.05808695660205746,0.06993801847984032,0.0,-0.28998960745756747,0.04882784859913081,0.0,0.0,-0.1515627103138534
2006-12-22,-0.11107366707140079,-0.06028087627630866,0.05983333286815427,0.07797256742480689,0.0,0.058285280286691214,-0.05707591138566818,0.06780000561130284,0.0,-0.3063375229938078,0.047912691553780425,0.0,0.0,-0.15342814452807907
2006-12-29,-0.11246640106438992,0.059064951495727915,0.061625660459529455,0.0858358275645062,0.0,0.06327541688078228,-0.060539256411221425,0.06906152823053203,0.0,-0.2910324477525778,0.04921337355470988,0.0,0.0,-0.14788513658602315
2007-01-05,0.11271337395068319,-0.06163224560502425,-0.06220633796445548,0.08543281095134868,0.0,0.06053643128718279,-0.06074902349159962,0.068347996738673,0.0,-0.2926270347099216,0.04765080037314878,0.0,0.0,-0.1481039449279626
2007-01-12,0.12029949181263597,-0.06568189610921644,0.0646527395237054,0.09368926396705936,0.0,0.06553563694899885,-0.06506701181567935,0.06427122628054165,0.0,-0.27415891303289586,-0.04813152503832845,0.0,0.0,-0.1385122954709387
2007-01-19,0.11890876260971027,-0.06318052190738471,0.06416660489984302,0.09368602969097353,0.0,0.06556497457905841,-0.06520315962208709,0.06370291195004085,0.0,-0.2745993076271899,-0.05279521771599504,0.0,0.0,-0.1381925093977171
2007-01-26,0.12371615510247667,-0.06089956350138555,-0.0643440676761997,0.10950555552443854,0.0,0.08087439178488902,-0.07358183463812204,0.06175027156583897,0.0,-0.24975098671732898,-0.04993392424116719,0.0,0.0,-0.12564324924815315
2007-02-02,0.12004388677521619,-0.06116212262809236,-0.06305667029729957,0.10769962085666057,0.0,0.0829531810896357,-0.07319476498609163,0.061424649146847254,0.0,-0.25288411383107356,-0.05043393089760957,0.0,0.0,-0.12714705949147345
2007-02-09,0.11913791928533365,0.060282777411801484,-0.06540609735316519,0.10891365798429717,0.0,0.08023042507896153,-0.07188812335930311,0.06593652706757927,0.0,-0.25120522078816604,-0.04926176974166274,0.0,0.0,-0.1277374819297298
2007-02-16,0.12524766835752002,0.06640433861714515,0.06919204379421152,0.11292387786710215,0.0,0.0773023922587167,-0.06817379582510603,0.06350793479282389,0.0,-0.24416543147673636,-0.048326130351114,0.0,0.0,-0.12475638665952425
2007-02-23,0.1246340795046499,-0.06623526028888707,-0.0705587349316692,0.11767580813357344,0.0,0.08058771886757429,-0.07034942440396211,0.06003803798755356,0.0,-0.2395923616457304,-0.04709239147334308,0.0,0.0,-0.1232361827630569
2007-03-02,0.10615166407537234,-0.06485784573458045,-0.06891071884208551,0.0934866916175367,0.0,0.06210511938229325,-0.07593031336567393,0.06174908499828641,0.0,-0.2760736430435941,-0.05085942813650394,0.0,0.0,-0.1398754908040733
2007-03-09,0.10669412943514768,-0.06560381220855148,-0.07019409117811184,0.09710826474839242,0.0,0.062165758359690786,-0.0762161005445505,0.062083037798486576,0.0,-0.26891434125231656,-0.05199325175108149,0.0,0.0,-0.13902721272367072
2007-03-16,0.10608801627128098,-0.06824016858157428,0.07133776965814576,0.09460631285407221,0.0,0.061262234833680616,-0.07630423024148718,0.06165296024011365,0.0,-0.2657293307141657,0.0565551914504235,0.0,0.0,-0.138223785155056
2007-03-23,0.09644291019867732,-0.06631308676659661,0.06813965577940884,0.08438684278326465,0.0,0.05735133746532785,-0.07413989901414057,0.06088299574742153,0.0,-0.2865234159051862,0.0567289543700563,0.0,0.0,-0.14909090196992028
2007-03-30,-0.09650856671271225,0.0663163085445321,0.06769533291716032,0.08443758614075345,0.0,0.05786349450079182,-0.07338188445737147,0.05991378685719984,0.0,-0.28838001439916344,0.05702354241037419,0.0,0.0,-0.14847948305994108
2007-04-06,0.09514529653115952,-0.06548760710272877,-0.06794638341678844,0.08305984389607479,0.0,0.05675114210041458,-0.07319646059841044,0.06000629871497339,0.0,0.28761159274301573,0.06063308045048384,0.0,0.0,0.15016229444595058
2007-04-13,0.09364588703484442,-0.06539276700751141,0.06890668706242102,0.08145347990589323,0.0,0.055708727734045914,-0.07107156900375922,0.05930085555611301,0.0,-0.293604565546333,0.06018343756521432,0.0,0.0,-0.1507320235838645
2007-04-20,0.09198351972761783,-0.06618147194041883,-0.0697789697324901,0.08189673798335677,0.0,0.0566250880124858,-0.07207981735745324,0.06006318169046811,0.0,-0.2911710018916125,0.060905229430281156,0.0,0.0,0.14931498223381567
2007-04-27,0.09009876442110751,0.06349608887603182,0.06832218279080803,0.07922674640158282,0.0,0.05509323108219341,-0.06944104325545444,0.05882878692649409,0.0,-0.3047063077772253,-0.05862440745612811,0.0,0.0,-0.15216244101297444
2007-05-04,0.09123588451646397,-0.06371702550939613,0.06971842714383196,0.07928796122061209,0.0,0.05514319350031751,-0.07037570607323558,0.059682588964065815,0.0,-0.3005400098936313,-0.0628833330979145,0.0,0.0,-0.14741587008053128
2007-05-11,0.08904765004512052,0.06321010037782325,-0.06863645028216422,0.07695701570588388,0.0,0.053946756146286676,-0.07012427095019003,0.05801441923716259,0.0,-0.3115355604114014,-0.05923450093006901,0.0,0.0,-0.14929327591389843
2007-05-18,0.0920815264396363,0.06687898534465185,0.07229789645162757,0.07916633622419135,0.0,0.05553012484508324,-0.07020812639878017,0.05331028846842836,0.0,-0.303260945857037,-0.06065400030627633,0.0,0.0,-0.1466117696642879
2007-05-25,0.09031705291676903,-0.06595175957685455,0.07120477798377088,0.07795769376585909,0.0,0.05537557610837329,-0.07044417151519591,0.05918715417385947,0.0,-0.3026423004092786,-0.06115524752805294,0.0,0.0,-0.14576426602198617
2007-06-01,0.08938020074580968,0.06672246968248108,-0.06974596693479913,0.07771236345418892,0.0,0.054207133379724444,-0.07558651343468815,0.05258107840823315,0.0,-0.30215422909013956,-0.060209141792818645,0.0,0.0,-0.1517009030771171
2007-06-08,0.08984408736445502,0.0692274300807461,-0.0711880518063009,0.07784400970528443,0.0,0.055734657802985116,-0.07983530284596571,-0.052922890044227316,0.0,-0.2900884830793649,-0.06285553654927886,0.0,0.0,-0.15045955072139167
2007-06-15,0.0891486291080652,0.06893143645811459,0.07059028382544906,0.07787696243098347,0.0,0.05398865323966279,-0.08013372015574316,-0.05316391179348074,0.0,-0.2911928750839503,-0.06371541587151688,0.0,0.0,-0.15125811203303377
2007-06-22,0.08808666459359006,0.07303194791597992,-0.0709175523790852,0.07722052921952674,0.0,0.054055190771335984,-0.07915365081626931,-0.05156029890953262,0.0,-0.2906827127881931,-0.06392317183211493,0.0,0.0,-0.15136828077437203
2007-06-29,0.08881845771084988,0.07363780902838034,0.07179250998323945,0.07797355569530351,0.0,0.05474090921734629,-0.07983385791613411,-0.05283531879459177,0.0,-0.29048346726850377,-0.065668134197052,0.0,0.0,-0.1442159801885989
2007-07-06,0.08976052457091789,0.07350428880647568,0.07300241098338221,0.079454857006153,0.0,0.05496134358438478,-0.08235830004043188,-0.05228625425459853,0.0,-0.277344582191,-0.07418755957051897,0.0,0.0,-0.14313987899213698
2007-07-13,0.08985188020874513,0.0746925633988627,0.0745164390384683,0.0785517603265645,0.0,0.05376373857302296,-0.08115264000742255,-0.05439107319000722,0.0,-0.274568326136049,-0.07615117688852803,0.0,0.0,-0.14236040223232968
2007-07-20,0.09038979246057241,0.0793181124581024,0.07492841167783598,0.07816724048974119,0.0,0.0539629605043569,-0.08175431618381815,-0.05521206982417032,0.0,-0.2760155964249411,-0.07594095749324328,0.0,0.0,-0.13431054248321822
2007-07-27,0.08104100391722546,0.0785864892343501,0.06324544870332525,0.07158353603985308,0.0,0.05243396168463853,-0.08553824273089829,-0.050520020717682086,0.0,-0.29400512704102133,-0.07879696736562754,0.0,0.0,-0.14424920256537843
2007-08-03,0.08248016807090078,0.07857443444507307,0.0648083323923256,0.07273924328563348,0.0,0.052006867816485634,-0.08586324785656403,-0.051578235778887524,0.0,-0.290198461667078,-0.0780725183702522,0.0,0.0,-0.14367849031679983
2007-08-10,0.08368834363625063,0.07988549219697384,0.06306996597320022,0.07293627886876708,0.0,0.052913842610314864,-0.08712473398210185,-0.05081183230503268,0.0,-0.29107621255610383,-0.08202428956177339,0.0,0.0,-0.1364690083094815
2007-08-17,0.0826997733426585,0.07748054442956043,0.062058475941897215,0.07107570453324528,0.0,0.04902515505258783,-0.0951636150229048,-0.049559181425126594,0.0,-0.2994343360154622,-0.07846591305312771,0.0,0.0,-0.1350373011834294
2007-08-24,0.08520003798259462,0.07743588221028876,0.06548866506932369,0.06943720784825057,0.0,0.04829035922328216,-0.09595382581590797,-0.051797920735635376,0.0,-0.28214523944454084,-0.08371652175243956,0.0,0.0,-0.14053433991773642
2007-08-31,0.08837959490768339,0.08733342940486266,-0.06793318997597364,0.0720646990479098,0.0,0.05147626252500743,-0.09631598996903117,-0.04965768448114051,0.0,-0.2597102931971971,-0.09401246566434135,0.0,0.0,-0.133116390826853
2007-09-07,-0.08991748074489163,0.08724973748845384,-0.06931265267110504,0.07380093729843543,0.0,0.05224935046847177,-0.09514566884697866,-0.05029956820647934,0.0,-0.2652856335366652,0.0863636517900457,0.0,0.0,-0.13037531894847348
2007-09-14,-0.08992359640563401,0.08669047958167728,-0.06996111229520409,0.07440972342186743,0.0,0.05249470057631727,-0.09737970793047816,-0.049301230689065154,0.0,-0.2624937340140474,0.08663911751267703,0.0,0.0,-0.13070659757303213
2007-09-21,-0.0922952694159428,0.08744612824060079,-0.0701826942793146,-0.07700720713955576,0.0,0.0525861648396063,-0.10478043786424114,-0.04897358011169882,0.0,-0.26089048985082675,0.08205063464230301,0.0,0.0,-0.12378739361591015
2007-09-28,0.0952133597159409,0.09007394678109387,-0.07168831697484973,0.07722135409398932,0.0,0.05333540845345022,-0.09638951803170955,-0.0501165101028034,0.0,-0.2567945115244981,0.08324986765910677,0.0,0.0,-0.12591720666255818
2007-10-05,0.09559680489390845,0.09070573921119808,-0.06709034094361777,0.07835182040819771,0.0,0.05239256347934144,-0.09521157350516676,-0.0464256478358299,0.0,-0.2611176433491763,0.08512915658818689,0.0,0.0,-0.1279787097853767
2007-10-12,-0.09554308105930735,0.09046684907615012,-0.06710840225218098,-0.0783662043672233,0.0,0.0523685323414445,-0.09540131079124975,-0.045832224057669534,0.0,-0.2623624153298179,0.08483011983104326,0.0,0.0,0.12772086089391313
2007-10-19,-0.09354023039077596,0.0938998462939085,-0.06585659602011436,-0.08090014788691184,0.0,0.05309309968471729,-0.09268766117208527,-0.04602069202037703,0.0,-0.257508403091515,0.09096917144252648,0.0,0.0,0.12552415199706823
2007-10-26,0.092029456879922,0.09481703617533006,-0.06455259992457897,0.07932869569122125,0.0,0.05021205643148807,-0.09359897117871098,-0.04577834936068836,0.0,-0.25940072497583366,0.09238149287702474,0.0,0.0,-0.1279006165052018
2007-11-02,0.09131415728770531,0.09518058274908275,-0.06337366486128916,0.07988276821266421,0.0,0.04996098684744513,-0.09394367663071312,-0.04522901110279855,0.0,-0.26175111213550284,0.09057494804009918,0.0,0.0,-0.12878909213269965
2007-11-09,0.0888499829987277,0.07438361979931662,-0.06481793361420879,0.07964785448498672,0.0,0.050072370602615254,-0.08764358918898157,-0.04680890360147633,0.0,-0.2745128131075875,0.09774426003355352,0.0,0.0,-0.13551867256854602
2007-11-16,0.0898899792949131,0.0748616047964336,-0.06520776767661965,0.08003183523522242,0.0,0.050208964915762856,-0.08913853611504301,-0.04886558336530007,0.0,-0.2776722769105152,0.08477625541448904,0.0,0.0,-0.13934719627570097
2007-11-23,-0.09017200408300521,0.07520476428863385,-0.06556998713763303,0.08054371299378893,0.0,0.048872147677382315,-0.08891518492803588,-0.04880141302111823,0.0,-0.2798236887609875,0.08192549474038702,0.0,0.0,-0.14017160236902812
2007-11-30,-0.08828271248375828,0.07523481649924868,-0.0667722535739853,0.08079608424734527,0.0,0.049219203571331756,-0.08909697048765848,-0.0514756380436355,0.0,-0.28065966799390635,0.07544814742117714,0.0,0.0,-0.14301450567795326
2007-12-07,-0.09090808526977692,0.07694494583354515,-0.06783914721753166,0.08434397972936367,0.0,0.05024399605999065,-0.09046136577917069,-0.052982502907554054,0.0,-0.26139510026777846,0.08102969152787448,0.0,0.0,-0.14385118540741434
2007-12-14,-0.09373343109917297,0.07872786159677125,-0.068685222946965,0.08284094065363425,0.0,0.05026388827285593,-0.08064761108275939,-0.05215285712544549,0.0,-0.2623740089917135,0.08427465003351484,0.0,0.0,-0.1462995281971674
