candidate,state,risk_herfindahl,top_risk_sleeve,top_risk_contribution,avg_pairwise_corr
improved_phasejjj4_state_risk_contribution_caps,full_window,0.17765792327726182,composite_regime_defense_component,0.23249640063641822,0.4495181334499551
improved_phasejjj4_state_risk_contribution_caps,calm_trend,0.17165102560583612,composite_selective_signals,0.21494346097128686,0.49751956279146514
improved_phasejjj4_state_risk_contribution_caps,neutral_mixed,0.18093233812225498,composite_regime_defense_component,0.2569322648409292,0.4569422158687983
improved_phasejjj4_state_risk_contribution_caps,recovery_confirmed,0.18406547650984964,composite_regime_defense_component,0.2696632302154004,0.5153760507934344
improved_phasejjj4_state_risk_contribution_caps,recovery_fragile,0.21644761580082067,composite_regime_defense_component,0.35937916897843025,0.3756589629028455
improved_phasejjj4_state_risk_contribution_caps,stressed_panic,0.18462821383983632,composite_regime_defense_component,0.2434693018990712,0.4265384223583101
improved_phasejjj4_adaptive_mom_vol_corr_budget,full_window,0.17765792327726182,composite_regime_defense_component,0.23249640063641822,0.4495181334499551
improved_phasejjj4_adaptive_mom_vol_corr_budget,calm_trend,0.17165102560583612,composite_selective_signals,0.21494346097128686,0.49751956279146514
improved_phasejjj4_adaptive_mom_vol_corr_budget,neutral_mixed,0.18093233812225498,composite_regime_defense_component,0.2569322648409292,0.4569422158687983
improved_phasejjj4_adaptive_mom_vol_corr_budget,recovery_confirmed,0.18406547650984964,composite_regime_defense_component,0.2696632302154004,0.5153760507934344
improved_phasejjj4_adaptive_mom_vol_corr_budget,recovery_fragile,0.21644761580082067,composite_regime_defense_component,0.35937916897843025,0.3756589629028455
improved_phasejjj4_adaptive_mom_vol_corr_budget,stressed_panic,0.18462821383983632,composite_regime_defense_component,0.2434693018990712,0.4265384223583101
improved_phasejjj4_conservative_adaptive_risk_budget,full_window,0.17765792327726182,composite_regime_defense_component,0.23249640063641822,0.4495181334499551
improved_phasejjj4_conservative_adaptive_risk_budget,calm_trend,0.17165102560583612,composite_selective_signals,0.21494346097128686,0.49751956279146514
improved_phasejjj4_conservative_adaptive_risk_budget,neutral_mixed,0.18093233812225498,composite_regime_defense_component,0.2569322648409292,0.4569422158687983
improved_phasejjj4_conservative_adaptive_risk_budget,recovery_confirmed,0.18406547650984964,composite_regime_defense_component,0.2696632302154004,0.5153760507934344
improved_phasejjj4_conservative_adaptive_risk_budget,recovery_fragile,0.21644761580082067,composite_regime_defense_component,0.35937916897843025,0.3756589629028455
improved_phasejjj4_conservative_adaptive_risk_budget,stressed_panic,0.18462821383983632,composite_regime_defense_component,0.2434693018990712,0.4265384223583101
improved_phaseggg_confirmed_only_robust_offense,full_window,0.16976280382873463,composite_regime_defense_component,0.20183624190636665,0.4495181334499551
improved_phaseggg_confirmed_only_robust_offense,calm_trend,0.1687839124580563,composite_selective_signals,0.19965741289270947,0.49751956279146514
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,0.1704197683588002,composite_regime_defense_component,0.20260838272789075,0.4569422158687983
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,0.22052053142585568,composite_regime_offense_component,0.3584656235619482,0.5153760507934344
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,0.19172103055460032,composite_regime_defense_component,0.30605505046950593,0.3756589629028455
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,0.17986506935742858,composite_regime_defense_component,0.23809598547394242,0.4265384223583101
improved_phase2b_regime_confidence_boost,full_window,0.20554485793644922,composite_regime_conditioned,0.25386763511602234,0.4931792941876687
improved_phase2b_regime_confidence_boost,calm_trend,0.21377958159795266,composite_regime_conditioned,0.3039710885386497,0.5824165350795278
improved_phase2b_regime_confidence_boost,neutral_mixed,0.20988856873768777,composite_regime_conditioned,0.2823192170766009,0.5063080764251098
improved_phase2b_regime_confidence_boost,recovery_confirmed,0.2302881202857238,composite_regime_conditioned,0.34408975343658554,0.5617077202459839
improved_phase2b_regime_confidence_boost,recovery_fragile,0.20547398079690446,composite_regime_conditioned,0.26140912455690046,0.40957519673070314
improved_phase2b_regime_confidence_boost,stressed_panic,0.21056371221416958,composite_selective_signals,0.2755791997012149,0.453219680838632
improved_phase2b_combo_abc,full_window,0.205529932644028,composite_regime_conditioned,0.25381861036275416,0.4931792941876687
improved_phase2b_combo_abc,calm_trend,0.21380529880790178,composite_regime_conditioned,0.3040725244323012,0.5824165350795278
improved_phase2b_combo_abc,neutral_mixed,0.20983566335449022,composite_regime_conditioned,0.28214203399799687,0.5063080764251098
improved_phase2b_combo_abc,recovery_confirmed,0.23050156005529632,composite_regime_conditioned,0.34469777399808094,0.5617077202459839
improved_phase2b_combo_abc,recovery_fragile,0.20531935532822837,composite_regime_conditioned,0.26061057532751214,0.40957519673070314
improved_phase2b_combo_abc,stressed_panic,0.21054274850337218,composite_selective_signals,0.2755154453763606,0.453219680838632
