file_path,category,row_count,column_count,start_date,end_date,frequency,key_columns,useful_for_signal_discovery,leakage_risk_notes,recommended_use
data/01_data_hub/google_trends_snapshot_meta.json,data_hub,8.0,,,,unknown,pull_timestamp_utc|keywords|geo|source|status|request_pause_seconds|max_retries_per_keyword|backoff_seconds,True,,
data/01_data_hub/macro_weekly.csv,data_hub,1110.0,1.0,2005-01-07,2026-04-10,weekly,Date,False,,
data/01_data_hub/market_proxy_weekly.csv,data_hub,1110.0,3.0,2005-01-07,2026-04-10,weekly,Date|market_proxy_price|market_proxy_log_return,True,,
data/01_data_hub/proxy_mapping.json,data_hub,12.0,,,,unknown,market_proxy|cash_proxy|short_duration_proxy|intermediate_duration_proxy|duration_proxy|credit_proxy|high_yield_proxy|inflation_proxy|commodity_proxy|gold_proxy|dollar_proxy|reit_proxy,True,,
data/01_data_hub/research_calendar.csv,data_hub,1110.0,6.0,2005-01-07,2026-04-10,weekly,Date|history_weeks_available|ready_for_13w_lookback|ready_for_26w_lookback|ready_for_52w_lookback|ready_for_104w_lookback,True,,
data/01_data_hub/universe.json,data_hub,6.0,,,,unknown,core|full|all|descriptions|asset_class_map|proxy_mapping,True,,
data/01_data_hub/universe_metadata.csv,data_hub,35.0,12.0,,,unknown,ticker|description|asset_class|Start Date|End Date|Weeks Available|Weeks Missing|Completeness %|Has Full History|Ann Vol %|in_core_universe|in_full_universe,True,,
data/01_data_hub/vix_term_structure.csv,data_hub,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|VIX|VIX3M|VIX6M|slope_1m_3m|slope_1m_6m|contango|stress_flag,True,,
data/01_data_hub/weekly_prices.csv,data_hub,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|BIL|DBA|EEM|EFA|EWJ|GLD|HYG|IAU|IEF|IWM|LQD,True,,"cross-asset momentum, volatility, breadth, lead-lag"
data/01_data_hub/weekly_returns.csv,data_hub,1109.0,36.0,2005-01-14,2026-04-10,weekly,Date|BIL|DBA|EEM|EFA|EWJ|GLD|HYG|IAU|IEF|IWM|LQD,True,,"cross-asset momentum, volatility, breadth, lead-lag"
data/01_data_hub/yahoo_metadata_snapshot.csv,data_hub,35.0,22.0,,,unknown,ticker|pull_timestamp_utc|shortName|longName|quoteType|category|fundFamily|currency|yield|dividendYield|trailingAnnualDividendYield|expenseRatio,True,,
data/02_layer1_signals/phase_a_incremental_diagnostics.csv,layer1_signal,4.0,4.0,,,unknown,signal_name|residualized_4w_mean_ic|residualized_4w_nw_tstat|n_dates,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/phase_a_signal_candidate_summary.csv,layer1_signal,4.0,16.0,,,unknown,signal_name|avg_mean_ic|avg_ic_tstat_nw|avg_cross_coverage|avg_abs_redundancy|distinctiveness_score|validation_quality_score|strong_neutral_mean_ic|weak_neutral_mean_ic|recovery_fragile_mean_ic|recovery_confirmed_mean_ic|calm_trend_mean_ic,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/phase_a_signal_state_summary.csv,layer1_signal,24.0,7.0,,,unknown,signal_name|state_bucket|avg_state_mean_ic|avg_state_nw_tstat|avg_state_hit_rate|avg_state_coverage|n_state_dates,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/phase_a_stability_summary.csv,layer1_signal,8.0,6.0,,,unknown,signal_name|period|split_date|mean_ic_4w|hit_rate_4w|n_dates,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/regime_features.csv,layer1_signal,1110.0,13.0,2005-01-07,2026-04-10,weekly,Date|vix_level_observed|vix_level_z_observed|vix_level_z_tradable|vix_slope_1m_3m_observed|vix_slope_risk_off_z_observed|vix_slope_risk_off_z_tradable|vix_contango_flag_observed|vix_contango_flag_tradable|google_fear_z_observed|google_fear_z_tradable|macro_risk_score_tradable,True,,state interactions and state-quality targets
data/02_layer1_signals/signal_bab.csv,layer1_signal,38850.0,10.0,2005-01-07,2007-09-28,daily,Date|Ticker|beta_to_market_observed|bab_score_observed|bab_score_tradable|bab_score_asset_class_neutral_observed|bab_score_asset_class_neutral_tradable|asset_class|market_proxy_ticker|beta_estimation_frequency,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_breadth_confirmation.csv,layer1_signal,38850.0,10.0,2005-01-07,2007-09-28,daily,Date|Ticker|own_momentum_26_4w_observed|asset_class_breadth_confirmation_observed|breadth_confirmation_multiplier_observed|breadth_confirmed_momentum_observed|breadth_confirmed_momentum_tradable|breadth_confirmed_momentum_score_observed|breadth_confirmed_momentum_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_carry.csv,layer1_signal,38850.0,12.0,2005-01-07,2007-09-28,daily,Date|Ticker|carry_yield_trailing_52w_observed|carry_yield_trailing_52w_tradable|carry_score_observed|carry_score_tradable|carry_score_asset_class_neutral_observed|carry_score_asset_class_neutral_tradable|carry_source|distribution_rows|metadata_yield_latest|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_contained_recovery.csv,layer1_signal,38850.0,11.0,2005-01-07,2007-09-28,daily,Date|Ticker|recovery_momentum_13w_observed|recovery_vol_13w_observed|recovery_drawdown_26w_observed|contained_recovery_multiplier_observed|contained_recovery_quality_observed|contained_recovery_quality_tradable|contained_recovery_quality_score_observed|contained_recovery_quality_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_eligibility_matrix.csv,layer1_signal,25.0,10.0,,,unknown,signal_name|equities|bonds|reits|commodities|fx|base_proxy_quality|notes|coverage_ratio_h1|reliability,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_ic_by_horizon.csv,layer1_signal,110.0,11.0,,,unknown,signal_name|evaluation_type|horizon_weeks|mean_ic|ic_std|ic_tstat|ic_tstat_nw|hit_rate|mean_coverage|median_coverage|n_dates,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_incremental_contribution.csv,layer1_signal,10.0,35.0,,,unknown,study|test_type|candidate_signal|signal_count|signal_names|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|hit_rate,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_manifest.json,layer1_signal,25.0,,,,unknown,,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_moving_average_distance.csv,layer1_signal,38850.0,9.0,2005-01-07,2007-09-28,daily,Date|Ticker|ma_13w_observed|ma_52w_observed|moving_average_distance_observed|moving_average_distance_tradable|moving_average_distance_score_observed|moving_average_distance_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_multi_horizon_mom.csv,layer1_signal,38850.0,13.0,2005-01-07,2007-09-28,daily,Date|Ticker|mom_13_4w|mom_26_4w|mom_39_4w|mom_52_4w|multi_mom_equal_observed|multi_mom_equal_score_observed|multi_mom_equal_score_tradable|multi_mom_invvol_observed|multi_mom_invvol_score_observed|multi_mom_invvol_score_tradable,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_quality.csv,layer1_signal,38850.0,11.0,2005-01-07,2007-09-28,daily,Date|Ticker|quality_realized_vol_ann_observed|quality_downside_semivol_ann_observed|quality_drawdown_frequency_observed|quality_drawdown_severity_observed|quality_score_observed|quality_score_tradable|quality_score_asset_class_neutral_observed|quality_score_asset_class_neutral_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_redundancy_matrix.csv,layer1_signal,22.0,23.0,,,unknown,Unnamed: 0|bab_proxy|bab_proxy_asset_class_neutral|breadth_confirmed_momentum|carry_proxy|carry_proxy_asset_class_neutral|contained_recovery_quality|moving_average_distance|multi_mom_equal|multi_mom_invvol|quality_proxy|quality_proxy_asset_class_neutral,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_redundancy_pairs.csv,layer1_signal,231.0,4.0,,,unknown,left_signal|right_signal|avg_cs_corr|abs_avg_cs_corr,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_residual_momentum.csv,layer1_signal,38850.0,9.0,2005-01-07,2007-09-28,daily,Date|Ticker|residual_beta_used|residual_alpha_used|residual_log_return|residual_mom_52_4w_observed|residual_mom_score_observed|residual_mom_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_reversal.csv,layer1_signal,38850.0,13.0,2005-01-07,2007-09-28,daily,Date|Ticker|recent_return_1w|reversal_1w_score_observed|reversal_1w_score_tradable|reversal_1w_asset_class_neutral_observed|reversal_1w_asset_class_neutral_tradable|recent_return_4w|reversal_4w_score_observed|reversal_4w_score_tradable|reversal_4w_asset_class_neutral_observed|reversal_4w_asset_class_neutral_tradable,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_subset_comparison.csv,layer1_signal,7.0,23.0,,,unknown,combo_name|signal_count|signal_names|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|hit_rate|avg_weekly_turnover|annual_turnover,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_summary_table.csv,layer1_signal,22.0,21.0,,,unknown,signal_name|avg_mean_ic|avg_ic_tstat|avg_ic_tstat_nw|positive_horizon_share|avg_cross_coverage|avg_signed_strategy_mean|avg_signed_strategy_tstat|avg_signed_strategy_tstat_nw|avg_directional_hit_rate|positive_ts_horizon_share|ann_return_10bps,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_trend_quality.csv,layer1_signal,38850.0,8.0,2005-01-07,2007-09-28,daily,Date|Ticker|trend_clarity_r2_observed|trend_clarity_momentum_raw_observed|trend_clarity_momentum_raw_tradable|trend_clarity_momentum_score_observed|trend_clarity_momentum_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_tsmom.csv,layer1_signal,38850.0,10.0,2005-01-07,2007-09-28,daily,Date|Ticker|raw_tsmom_52_4w|realized_vol_ann_26w|tsmom_vol_scaled_observed|tsmom_score_observed|tsmom_bucket_observed|tsmom_vol_scaled_tradable|tsmom_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_value.csv,layer1_signal,38850.0,11.0,2005-01-07,2007-09-28,daily,Date|Ticker|value_gap_5y_ma_over_price|value_price_vs_ma_z_observed|value_gap_score_observed|value_z_score_observed|value_score_observed|value_score_tradable|value_score_asset_class_neutral_observed|value_score_asset_class_neutral_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_xsmom.csv,layer1_signal,38850.0,10.0,2005-01-07,2007-09-28,daily,Date|Ticker|xsmom_raw_return_52_4w|xsmom_raw_rank|xsmom_score_observed|xsmom_score_tradable|xsmom_bucket_observed|xsmom_asset_class_neutral_observed|xsmom_asset_class_neutral_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/03_layer2a_strategy_logic/layer2_manifest.json,layer2a_sleeve,24.0,,,,unknown,,True,,
data/03_layer2a_strategy_logic/phase_b_sleeve_candidate_summary.csv,layer2a_sleeve,3.0,14.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|hit_rate|avg_bil|avg_spy|avg_offense,True,,
data/03_layer2a_strategy_logic/phase_b_sleeve_correlation.csv,layer2a_sleeve,15.0,3.0,,,unknown,candidate_strategy|reference_strategy|return_corr,True,,
data/03_layer2a_strategy_logic/phase_b_sleeve_state_summary.csv,layer2a_sleeve,15.0,11.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_spy_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_f_current_sleeve_correlation.csv,layer2a_sleeve,15.0,3.0,,,unknown,left_sleeve|right_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_f_current_sleeve_role_summary.csv,layer2a_sleeve,6.0,8.0,,,unknown,strategy_name|avg_abs_corr_to_panel|best_state_by_sharpe|best_state_sharpe|calm_trend_sharpe|recovery_confirmed_sharpe|recovery_fragile_sharpe|stressed_panic_sharpe,True,,
data/03_layer2a_strategy_logic/phase_f_current_sleeve_state_summary.csv,layer2a_sleeve,30.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_f_panel_blend_holdout_summary.csv,layer2a_sleeve,2.0,5.0,,,unknown,panel_name|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe,True,,
data/03_layer2a_strategy_logic/phase_f_panel_blend_state_summary.csv,layer2a_sleeve,10.0,5.0,,,unknown,panel_name|market_state|ann_return_state|ann_vol_state|sharpe_state,True,,
data/03_layer2a_strategy_logic/phase_f_panel_blend_summary.csv,layer2a_sleeve,2.0,6.0,,,unknown,panel_name|ann_return|ann_vol|sharpe|max_drawdown|cvar_5,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_correlation.csv,layer2a_sleeve,18.0,3.0,,,unknown,candidate_sleeve|reference_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_holdout_summary.csv,layer2a_sleeve,3.0,9.0,,,unknown,strategy_name|full_ann_return|full_sharpe|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe|dev_avg_bil|holdout_avg_bil,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_state_summary.csv,layer2a_sleeve,15.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_f_redesigned_sleeve_summary.csv,layer2a_sleeve,3.0,12.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|avg_offense|avg_defense|avg_cash,True,,
data/03_layer2a_strategy_logic/phase_f_state_winner_summary.csv,layer2a_sleeve,8.0,7.0,,,unknown,panel_name|market_state|top_sleeve|top_sharpe_state|top_ann_return_state|margin_vs_second_best_sharpe|margin_vs_panel_median_sharpe,True,,
data/03_layer2a_strategy_logic/phase_f_universe_separability_summary.csv,layer2a_sleeve,2.0,4.0,,,unknown,panel_name|avg_pairwise_corr|avg_abs_pairwise_corr|avg_top_minus_median_margin,True,,
data/03_layer2a_strategy_logic/phase_g_panel_blend_holdout_summary.csv,layer2a_sleeve,3.0,5.0,,,unknown,panel_name|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe,True,,
data/03_layer2a_strategy_logic/phase_g_panel_blend_state_summary.csv,layer2a_sleeve,15.0,5.0,,,unknown,panel_name|market_state|ann_return_state|ann_vol_state|sharpe_state,True,,
data/03_layer2a_strategy_logic/phase_g_panel_blend_summary.csv,layer2a_sleeve,3.0,6.0,,,unknown,panel_name|ann_return|ann_vol|sharpe|max_drawdown|cvar_5,True,,
data/03_layer2a_strategy_logic/phase_g_panel_separability_summary.csv,layer2a_sleeve,3.0,4.0,,,unknown,panel_name|avg_pairwise_corr|avg_abs_pairwise_corr|avg_top_minus_median_margin,True,,
data/03_layer2a_strategy_logic/phase_g_panel_state_winner_summary.csv,layer2a_sleeve,12.0,7.0,,,unknown,panel_name|market_state|top_sleeve|top_sharpe_state|top_ann_return_state|margin_vs_second_best_sharpe|margin_vs_panel_median_sharpe,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_corr_to_current_core.csv,layer2a_sleeve,12.0,3.0,,,unknown,candidate_sleeve|reference_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_corr_to_prior_redesigned.csv,layer2a_sleeve,12.0,3.0,,,unknown,candidate_sleeve|active_panel_sleeve|return_corr,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_holdout_summary.csv,layer2a_sleeve,2.0,9.0,,,unknown,strategy_name|full_ann_return|full_sharpe|dev_ann_return|dev_sharpe|holdout_ann_return|holdout_sharpe|dev_avg_bil|holdout_avg_bil,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_state_summary.csv,layer2a_sleeve,10.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_g_refined_sleeve_summary.csv,layer2a_sleeve,2.0,12.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|avg_offense|avg_defense|avg_cash,True,,
data/03_layer2a_strategy_logic/phase_w_diagnostics_protocol.json,layer2a_sleeve,6.0,,,,unknown,phase|active_panel|new_sleeves|design_rationale|holdout_weeks|cost_bps,True,,
data/03_layer2a_strategy_logic/phase_w_panel_blend_summary.csv,layer2a_sleeve,4.0,8.0,,,unknown,panel_name|n_sleeves|ann_return|ann_vol|sharpe|max_drawdown|cvar_5|calmar,True,,
data/03_layer2a_strategy_logic/phase_w_panel_separability_summary.csv,layer2a_sleeve,4.0,5.0,,,unknown,panel_name|n_sleeves|avg_abs_corr_off_diag|max_abs_corr_off_diag|median_abs_corr_off_diag,True,,
data/03_layer2a_strategy_logic/phase_w_panel_state_winner_summary.csv,layer2a_sleeve,20.0,6.0,,,unknown,panel_name|market_state|top_sleeve|top_sharpe_state|margin_vs_second_best_sharpe|margin_vs_panel_median_sharpe,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_correlation.csv,layer2a_sleeve,10.0,11.0,,,unknown,Unnamed: 0|dual_momentum_topn|composite_calm_trend_specialist|composite_healthier_recovery_specialist|composite_anti_chop_clarity|composite_regime_conditioned|taa_10m_sma|composite_structural_defense_sleeve|composite_recovery_confirmed_offense_sleeve|composite_calm_carry_sleeve|composite_macro_trend_diversifier_sleeve,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_holdout_summary.csv,layer2a_sleeve,4.0,11.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|observations|window,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_state_summary.csv,layer2a_sleeve,20.0,10.0,,,unknown,strategy_name|market_state|observations|ann_return_state|ann_vol_state|sharpe_state|avg_bil_state|avg_offense_state|avg_defense_state|avg_cash_state,True,,
data/03_layer2a_strategy_logic/phase_w_sleeve_summary.csv,layer2a_sleeve,4.0,10.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|turnover|avg_bil|observations,True,,
data/03_layer2a_strategy_logic/strategy_cost_sensitivity.csv,layer2a_sleeve,68.0,10.0,,,unknown,ann_return|ann_vol|sharpe|max_drawdown|calmar|hit_rate|avg_weekly_turnover|observations|strategy_name|cost_bps,True,,
data/03_layer2a_strategy_logic/strategy_positions_baseline_60_40_proxy.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_baseline_equal_weight_risk_assets.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_baseline_market_proxy_buy_hold.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_anti_chop_clarity.csv,layer2a_sleeve,1109.0,13.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|SPY|QQQ|EFA|VEA|LQD|HYG|GLD|TLT|PDBC|DBA|VNQ,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_breadth_filtered.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_calm_carry_sleeve.csv,layer2a_sleeve,1110.0,12.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|LQD|HYG|VTV|XLU|XLP|EFA|GLD|IEF|TIP|MBB|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_calm_trend_participation.csv,layer2a_sleeve,1109.0,18.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|QQQ|SPY|XLK|XLI|XLF|XLY|VUG|XLV|XLP|XLU|HYG,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_calm_trend_specialist.csv,layer2a_sleeve,1109.0,11.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|QQQ|XLF|VUG|SPY|XLK|XLV|LQD|GLD|XLP|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_confirmation_aware_momentum.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_equal_weight.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_healthier_recovery_specialist.csv,layer2a_sleeve,1109.0,13.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|XLU|QQQ|EEM|XLK|VWO|VUG|SPY|XLF|LQD|HYG|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_ic_weighted.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_macro_trend_diversifier_sleeve.csv,layer2a_sleeve,1110.0,11.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|SPY|EFA|VWO|TLT|GLD|PDBC|DBA|USO|UUP|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_recovery_confirmed_offense_sleeve.csv,layer2a_sleeve,1110.0,10.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|SPY|QQQ|IWM|EFA|EEM|VWO|VNQ|HYG|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_recovery_transition.csv,layer2a_sleeve,1109.0,15.0,2005-01-14,2026-04-10,weekly,Unnamed: 0|IWM|QQQ|SPY|XLF|XLI|XLY|VNQ|HYG|PDBC|VWO|EEM,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_regime_conditioned.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,state interactions and state-quality targets
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_concentrated.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_signals.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_strength_weighted.csv,layer2a_sleeve,1110.0,15.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_selective_trend_ensemble.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_structural_defense_sleeve.csv,layer2a_sleeve,1110.0,7.0,2005-01-07,2026-04-10,weekly,Unnamed: 0|GLD|TLT|HYG|LQD|DBA|BIL,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_trend_quality_module.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_composite_trend_quality_refined.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_cross_sectional_reversal_combo_ls.csv,layer2a_sleeve,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/03_layer2a_strategy_logic/strategy_positions_cta_trend_long_only.csv,layer2a_sleeve,1110.0,16.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
data/03_layer2a_strategy_logic/strategy_positions_cta_trend_long_short_research.csv,layer2a_sleeve,1110.0,15.0,2005-01-07,2026-04-10,weekly,Date|SPY|QQQ|IWM|EFA|VEA|VWO|EWJ|VNQ|HYG|LQD|GLD,True,,
