decision_at,adsh,cik10,company_name_as_filed,sic,sector,form,afs,filing_date,available_at,period,fy,fp,source_quarter,filing_age_days,current_tickers,current_exchanges,identity_status
2014-07-01 00:00:00+00:00,0001080099-14-000011,0001080099,INFORMATICA CORP,7372,technology,10-Q,1-LAF,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001188112-13-003308,0001080747,GREENWAY MEDICAL TECHNOLOGIES INC,7373,technology,10-Q,2-ACC,2013-11-12,2013-11-13 00:00:00+00:00,20130930,2014,Q1,2013Q4,230.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-137142,0001081078,API TECHNOLOGIES CORP.,3674,technology,10-Q,2-ACC,2014-04-09,2014-04-10 00:00:00+00:00,20140228,2014,Q1,2014Q2,82.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-190349,0001082506,"UNWIRED PLANET, INC.",7372,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q3,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001564590-14-002012,0001082526,SCIQUEST INC,7372,technology,10-Q,2-ACC,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-13-433154,0001084817,RESPONSYS INC,7372,technology,10-Q,2-ACC,2013-11-07,2013-11-08 00:00:00+00:00,20130930,2013,Q3,2013Q4,235.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001085280-14-000095,0001085280,TIBCO SOFTWARE INC,7372,technology,10-Q,1-LAF,2014-04-08,2014-04-09 00:00:00+00:00,20140228,2014,Q1,2014Q2,83.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001564590-14-000863,0001085621,"ICG GROUP, INC.",7371,technology,10-K,2-ACC,2014-03-17,2014-03-18 00:00:00+00:00,20131231,2013,FY,2014Q1,105.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001085869-14-000016,0001085869,PERFICIENT INC,7371,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001086909-14-000011,0001086909,"BROADSOFT, INC.",7372,technology,10-Q,1-LAF,2014-05-05,2014-05-06 00:00:00+00:00,20140331,2014,Q1,2014Q2,56.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-157171,0001087423,RED HAT INC,7370,technology,10-K,1-LAF,2014-04-24,2014-04-25 00:00:00+00:00,20140228,2013,FY,2014Q2,67.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001564590-14-002016,0001087934,"INCONTACT, INC.",7372,technology,10-Q,2-ACC,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001090872-14-000016,0001090872,AGILENT TECHNOLOGIES INC,3825,technology,10-Q,1-LAF,2014-06-04,2014-06-05 00:00:00+00:00,20140430,2014,Q2,2014Q2,26.0,A,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-175537,0001092699,SPS COMMERCE INC,7372,technology,10-Q,1-LAF,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,SPSC,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001094285-14-000117,0001094285,TELEDYNE TECHNOLOGIES INC,3812,technology,10-Q,1-LAF,2014-04-29,2014-04-30 00:00:00+00:00,20140331,2014,Q1,2014Q2,62.0,TDY,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001094392-14-000017,0001094392,RUDOLPH TECHNOLOGIES INC,3823,technology,10-Q,2-ACC,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001094739-14-000138,0001094739,FINISAR CORP,3674,technology,10-K,1-LAF,2014-06-26,2014-06-27 00:00:00+00:00,20140430,2014,FY,2014Q2,4.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-195021,0001095277,INTERSECTIONS INC,7374,technology,10-Q,2-ACC,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001095291-14-000029,0001095291,"WEB.COM GROUP, INC.",7372,technology,10-Q,1-LAF,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2014,Q1,2014Q2,59.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-176008,0001095565,HEALTHSTREAM INC,7370,technology,10-Q,2-ACC,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,HSTM,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001096325-14-000038,0001096325,INTERSIL CORP/DE,3674,technology,10-Q/A,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-177680,0001097864,ON SEMICONDUCTOR CORP,3674,technology,10-Q,1-LAF,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2014,Q1,2014Q2,59.0,ON,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-13-433891,0001100969,"ASIAINFO-LINKAGE, INC",7372,technology,10-Q,1-LAF,2013-11-08,2013-11-09 00:00:00+00:00,20130930,2013,Q3,2013Q4,234.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-188537,0001101169,VIASYSTEMS GROUP INC,3672,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001102541-14-000008,0001102541,EARTHLINK HOLDINGS CORP.,7370,technology,10-Q,1-LAF,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-13-324234,0001102741,"STEC, INC.",3572,technology,10-Q,2-ACC,2013-08-07,2013-08-08 00:00:00+00:00,20130630,2013,Q2,2013Q3,327.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001102934-14-000015,0001102934,CABOT MICROELECTRONICS CORP,3674,technology,10-Q,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q2,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001445305-14-002062,0001102993,LIVEPERSON INC,7372,technology,10-Q,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,LPSN,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-190950,0001104188,SOHU COM INC,7374,technology,10-Q,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001140361-14-019574,0001104855,"SUPPORT.COM, INC.",7374,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001105472-14-000029,0001105472,SONUS NETWORKS INC,7373,technology,10-Q,2-ACC,2014-04-29,2014-04-30 00:00:00+00:00,20140331,2014,Q1,2014Q2,62.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001104659-14-017399,0001106851,OMNIVISION TECHNOLOGIES INC,3674,technology,10-Q,1-LAF,2014-03-07,2014-03-08 00:00:00+00:00,20140131,2014,Q3,2014Q1,115.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001107694-14-000023,0001107694,"RACKSPACE HOSTING, INC.",7370,technology,10-Q,1-LAF,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001107843-14-000009,0001107843,"QUALYS, INC.",7372,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,QLYS,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001445305-14-002370,0001108524,SALESFORCE COM INC,7372,technology,10-Q,1-LAF,2014-05-30,2014-05-31 00:00:00+00:00,20140430,2014,Q1,2014Q2,31.0,CRM,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001104659-14-036977,0001109354,BRUKER CORP,3826,technology,10-Q,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,BRKR|BRKRP,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001445305-14-002015,0001110647,"OCLARO, INC.",3674,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q3,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001110803-14-000165,0001110803,ILLUMINA INC,3826,technology,10-Q,1-LAF,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,ILMN,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001564590-14-001728,0001111665,TELECOMMUNICATION SYSTEMS INC /FA/,7372,technology,10-Q,2-ACC,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2014,Q1,2014Q2,59.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001111928-14-000024,0001111928,IPG PHOTONICS CORP,3674,technology,10-Q,1-LAF,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,IPGP,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-184523,0001116942,TTM TECHNOLOGIES INC,3672,technology,10-Q,2-ACC,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,TTMI,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001117106-14-000017,0001117106,NETSUITE INC,7372,technology,10-Q,1-LAF,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001437749-14-011646,0001120295,IXIA,3825,technology,10-K,1-LAF,2014-06-23,2014-06-24 00:00:00+00:00,20131231,2013,FY,2014Q2,7.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001437749-14-008170,0001120914,PDF SOLUTIONS INC,7371,technology,10-Q,2-ACC,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,PDFS,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001144204-14-026058,0001121788,GARMIN LTD,3812,technology,10-Q,1-LAF,2014-04-30,2014-05-01 00:00:00+00:00,20140331,2014,Q1,2014Q2,61.0,GRMN,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001206774-14-001592,0001122342,ALLIANCE FIBER OPTIC PRODUCTS INC,3674,technology,10-Q,2-ACC,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001122388-14-000026,0001122388,ELLIE MAE INC,7372,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001122904-14-000027,0001122904,"NETGEAR, INC",3661,technology,10-Q,1-LAF,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,NTGR,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001171843-14-002257,0001123494,HARVARD BIOSCIENCE INC,3826,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,HBIO,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001124610-14-000017,0001124610,"VMWARE, INC.",7372,technology,10-Q,1-LAF,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-192417,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",7373,technology,10-Q,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001558370-14-000054,0001126741,GSI TECHNOLOGY INC,3674,technology,10-K,2-ACC,2014-06-11,2014-06-12 00:00:00+00:00,20140331,2013,FY,2014Q2,19.0,GSIT,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001129260-14-000007,0001129260,"VOCERA COMMUNICATIONS, INC.",3669,technology,10-Q,2-ACC,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001104659-14-035153,0001130866,HITTITE MICROWAVE CORP,3674,technology,10-Q,1-LAF,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001104659-14-042058,0001131554,SYNCHRONOSS TECHNOLOGIES INC,7371,technology,10-Q/A,1-LAF,2014-05-28,2014-05-29 00:00:00+00:00,20140331,2014,Q1,2014Q2,33.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001133311-14-000026,0001133311,TRAVELZOO INC,7373,technology,10-Q,2-ACC,2014-04-25,2014-04-26 00:00:00+00:00,20140331,2014,Q1,2014Q2,66.0,TZOO,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001133421-14-000021,0001133421,NORTHROP GRUMMAN CORP /DE/,3812,technology,10-Q,1-LAF,2014-04-23,2014-04-24 00:00:00+00:00,20140331,2014,Q1,2014Q2,68.0,NOC,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001415889-14-000083,0001137204,"HIPCRICKET, INC.",3669,technology,10-Q,2-ACC,2014-01-09,2014-01-10 00:00:00+00:00,20131130,2013,Q3,2014Q1,172.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001104659-14-032674,0001137789,SEAGATE TECHNOLOGY PLC,3572,technology,10-Q,1-LAF,2014-04-30,2014-05-01 00:00:00+00:00,20140331,2014,Q3,2014Q2,61.0,STX,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001445305-14-001582,0001138639,INFINERA CORP,3661,technology,10-Q,1-LAF,2014-04-30,2014-05-01 00:00:00+00:00,20140331,2014,Q1,2014Q2,61.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-193905,0001141107,ARRIS GROUP INC,3663,technology,10-Q,1-LAF,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001047469-14-004644,0001142701,UNITED ONLINE INC,7370,technology,10-Q,2-ACC,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001104659-14-036390,0001158324,COGENT COMMUNICATIONS GROUP INC,7372,technology,10-Q,1-LAF,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,CCOI,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-187230,0001160958,INPHI CORP,3674,technology,10-Q,2-ACC,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001162194-14-000016,0001162194,FLUIDIGM CORP,3826,technology,10-Q,2-ACC,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,LAB,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-13-427873,0001163932,ACTIVE NETWORK INC,7372,technology,10-Q,1-LAF,2013-11-05,2013-11-06 00:00:00+00:00,20130930,2013,Q3,2013Q4,237.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001140361-14-019639,0001165231,"PROCERA NETWORKS, INC.",7371,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001166388-14-000037,0001166388,VERINT SYSTEMS INC,7373,technology,10-Q,1-LAF,2014-06-05,2014-06-06 00:00:00+00:00,20140430,2014,Q1,2014Q2,25.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-172625,0001167294,MERU NETWORKS INC,3576,technology,10-Q,2-ACC,2014-04-30,2014-05-01 00:00:00+00:00,20140331,2014,Q1,2014Q2,61.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001168195-13-000015,0001168195,SOURCEFIRE INC,7374,technology,10-Q,1-LAF,2013-08-02,2013-08-03 00:00:00+00:00,20130630,2013,Q2,2013Q3,332.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001169445-14-000010,0001169445,COMPUTER PROGRAMS & SYSTEMS INC,7371,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001445305-14-001788,0001169561,COMMVAULT SYSTEMS INC,7372,technology,10-K,1-LAF,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2013,FY,2014Q2,59.0,CVLT,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-188825,0001170534,MITEL NETWORKS CORP,3663,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001185185-14-001180,0001171012,UNI-PIXEL,3679,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-194805,0001173489,CEVA INC,3674,technology,10-Q,2-ACC,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,CEVA,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001445305-14-002508,0001173752,"ARUBA NETWORKS, INC.",3577,technology,10-Q,1-LAF,2014-06-04,2014-06-05 00:00:00+00:00,20140430,2014,Q3,2014Q2,26.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001564590-14-001748,0001175609,"CAVIUM, INC.",3674,technology,10-Q,1-LAF,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2014,Q1,2014Q2,59.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001177394-14-000017,0001177394,SYNNEX CORP,5045,technology,10-Q,1-LAF,2014-04-08,2014-04-09 00:00:00+00:00,20140228,2014,Q1,2014Q2,83.0,SNX,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001104659-14-037638,0001182325,TANGOE INC,7372,technology,10-Q,2-ACC,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-195001,0001201663,AUDIENCE INC,3674,technology,10-Q,2-ACC,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001047469-14-005156,0001207074,VIRTUSA CORP,7371,technology,10-K,1-LAF,2014-05-23,2014-05-24 00:00:00+00:00,20140331,2013,FY,2014Q2,38.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001212458-14-000009,0001212458,PROOFPOINT INC,7374,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001223862-14-000025,0001223862,INFOBLOX INC,7374,technology,10-Q,2-ACC,2014-06-05,2014-06-06 00:00:00+00:00,20140430,2014,Q3,2014Q2,25.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-13-473608,0001224370,"MINDSPEED TECHNOLOGIES, INC",3674,technology,10-K,2-ACC,2013-12-16,2013-12-17 00:00:00+00:00,20130930,2013,FY,2013Q4,196.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001047469-14-002677,0001226308,"DTS, INC.",3651,technology,10-K,2-ACC,2014-03-20,2014-03-21 00:00:00+00:00,20131231,2013,FY,2014Q1,102.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001564590-14-002589,0001227025,NEOPHOTONICS CORP,3674,technology,10-Q,2-ACC,2014-06-24,2014-06-25 00:00:00+00:00,20140331,2014,Q1,2014Q2,6.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001227930-14-000017,0001227930,ENTROPIC COMMUNICATIONS INC,3674,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-190615,0001244937,ENERNOC INC,7370,technology,10-Q,2-ACC,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-187776,0001254419,MEDASSETS INC,7372,technology,10-Q,1-LAF,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001445305-14-001871,0001261694,TESSERA TECHNOLOGIES INC,3674,technology,10-Q,1-LAF,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001262039-14-000025,0001262039,FORTINET INC,3577,technology,10-Q,1-LAF,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,FTNT,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001445305-14-001763,0001271024,LINKEDIN CORP,7370,technology,10-Q,1-LAF,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001274494-14-000020,0001274494,"FIRST SOLAR, INC.",3674,technology,10-Q,1-LAF,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,FSLR,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-182221,0001275014,ULTRA CLEAN HOLDINGS INC,3674,technology,10-Q,2-ACC,2014-05-05,2014-05-06 00:00:00+00:00,20140331,2014,Q1,2014Q2,56.0,UCTT,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001280058-14-000016,0001280058,BLACKBAUD INC,7372,technology,10-Q,1-LAF,2014-05-07,2014-05-08 00:00:00+00:00,20140331,2014,Q1,2014Q2,54.0,BLKB,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-228397,0001280263,AMBARELLA INC,3674,technology,10-Q,2-ACC,2014-06-06,2014-06-07 00:00:00+00:00,20140430,2015,Q1,2014Q2,24.0,AMBA,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001437749-14-007746,0001280452,MONOLITHIC POWER SYSTEMS INC,3674,technology,10-Q,2-ACC,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,MPWR,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001286225-14-000010,0001286225,REALPAGE INC,7372,technology,10-Q,1-LAF,2014-05-12,2014-05-13 00:00:00+00:00,20140331,2014,Q1,2014Q2,49.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001288469-14-000012,0001288469,MAXLINEAR INC,3674,technology,10-Q,2-ACC,2014-04-30,2014-05-01 00:00:00+00:00,20140331,2014,Q1,2014Q2,61.0,MXL,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001288776-14-000040,0001288776,GOOGLE INC.,7370,technology,10-Q,1-LAF,2014-04-24,2014-04-25 00:00:00+00:00,20140331,2014,Q1,2014Q2,67.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001294016-14-000027,0001294016,RUCKUS WIRELESS INC,3577,technology,10-Q,1-LAF,2014-05-01,2014-05-02 00:00:00+00:00,20140331,2014,Q1,2014Q2,60.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-217334,0001294924,INVENSENSE INC,3674,technology,10-K,1-LAF,2014-05-29,2014-05-30 00:00:00+00:00,20140331,2013,FY,2014Q2,32.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001299130-14-000031,0001299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",3826,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,PACB,Nasdaq,current_ticker_available
2014-07-01 00:00:00+00:00,0001193125-14-192513,0001301031,DEMANDWARE INC,7371,technology,10-Q,1-LAF,2014-05-09,2014-05-10 00:00:00+00:00,20140331,2014,Q1,2014Q2,52.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-14-180416,0001305294,QLIK TECHNOLOGIES INC,7372,technology,10-Q,1-LAF,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2014,Q1,2014Q2,59.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001445305-14-001588,0001308547,"DOLBY LABORATORIES, INC.",3663,technology,10-Q,1-LAF,2014-04-30,2014-05-01 00:00:00+00:00,20140331,2014,Q2,2014Q2,61.0,DLB,NYSE,current_ticker_available
2014-07-01 00:00:00+00:00,0001311241-14-000077,0001311241,INTERMOLECULAR INC,3674,technology,10-Q,2-ACC,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001312073-14-000030,0001312073,"VERIFONE SYSTEMS, INC.",3578,technology,10-Q,1-LAF,2014-06-05,2014-06-06 00:00:00+00:00,20140430,2014,Q2,2014Q2,25.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001144204-14-028678,0001313275,BRIGHTCOVE INC,7374,technology,10-Q,2-ACC,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q1,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001316360-14-000103,0001316360,IHS INC.,7370,technology,10-Q,1-LAF,2014-06-23,2014-06-24 00:00:00+00:00,20140531,2014,Q2,2014Q2,7.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001316625-14-000007,0001316625,SILICON GRAPHICS INTERNATIONAL CORP,3571,technology,10-Q,2-ACC,2014-05-02,2014-05-03 00:00:00+00:00,20140331,2014,Q3,2014Q2,59.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001437749-14-008056,0001322705,SPANSION INC.,3674,technology,10-Q,1-LAF,2014-05-06,2014-05-07 00:00:00+00:00,20140331,2014,Q1,2014Q2,55.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001324245-14-000029,0001324245,"SOLERA HOLDINGS, INC",7370,technology,10-Q,1-LAF,2014-05-08,2014-05-09 00:00:00+00:00,20140331,2014,Q3,2014Q2,53.0,,,former_or_unmapped
2014-07-01 00:00:00+00:00,0001193125-13-433908,0001325702,MAGNACHIP SEMICONDUCTOR CORP,3674,technology,10-Q,2-ACC,2013-11-08,2013-11-09 00:00:00+00:00,20130930,2013,Q3,2013Q4,234.0,MX,NYSE,current_ticker_available
