task_id,model_name,feature,importance,importance_type,abs_importance
task_a_core_production_risk_filter,gradient_boosting,feature_avg_cross_sectional_vol_rank_13w,0.6415596356088509,feature_importance,0.6415596356088509
task_a_core_production_risk_filter,gradient_boosting,feature_avg_z_stress,0.034982310144082686,feature_importance,0.034982310144082686
task_a_core_production_risk_filter,gradient_boosting,feature_avg_market_drawdown,0.0207860902211122,feature_importance,0.0207860902211122
task_a_core_production_risk_filter,gradient_boosting,mlx5_sequence_vol_13w_trailing,0.01917214093061329,feature_importance,0.01917214093061329
task_a_core_production_risk_filter,gradient_boosting,feature_avg_realized_vol_13w,0.01770291321845248,feature_importance,0.01770291321845248
task_a_core_production_risk_filter,gradient_boosting,feature_avg_transition_persistence_prob,0.01659730527387513,feature_importance,0.01659730527387513
task_a_core_production_risk_filter,gradient_boosting,feature_avg_z_corr,0.015537862150652606,feature_importance,0.015537862150652606
task_a_core_production_risk_filter,gradient_boosting,feature_avg_risk_regime_score,0.013725287381005986,feature_importance,0.013725287381005986
task_a_core_production_risk_filter,gradient_boosting,feature_cross_section_momentum_12_1_std,0.013678615849709344,feature_importance,0.013678615849709344
task_a_core_production_risk_filter,gradient_boosting,production_return_13w_trailing,0.013121558605611554,feature_importance,0.013121558605611554
task_a_core_production_risk_filter,gradient_boosting,production_drawdown_13w_trailing,0.01310487166431766,feature_importance,0.01310487166431766
task_a_core_production_risk_filter,gradient_boosting,seq_score_median,0.012374601530882656,feature_importance,0.012374601530882656
task_a_core_production_risk_filter,gradient_boosting,feature_avg_p_regime_confidence_refreshed,0.01114507588988464,feature_importance,0.01114507588988464
task_a_core_production_risk_filter,gradient_boosting,seq_score_mean,0.010174143056465636,feature_importance,0.010174143056465636
task_a_core_production_risk_filter,gradient_boosting,feature_avg_target_vol_multiplier,0.01006444312085017,feature_importance,0.01006444312085017
task_a_core_production_risk_filter,gradient_boosting,feature_avg_z_breadth_decay,0.009623495790372869,feature_importance,0.009623495790372869
task_a_core_production_risk_filter,gradient_boosting,feature_cross_section_momentum_12_1_p75_minus_p25,0.008831418090480976,feature_importance,0.008831418090480976
task_a_core_production_risk_filter,gradient_boosting,feature_avg_breadth_risk_off_z,0.007571592093173147,feature_importance,0.007571592093173147
task_a_core_production_risk_filter,gradient_boosting,feature_avg_p_stress_forecast,0.007526492811199871,feature_importance,0.007526492811199871
task_a_core_production_risk_filter,gradient_boosting,feature_cross_section_trailing_return_26w_p75_minus_p25,0.007320327124622166,feature_importance,0.007320327124622166
task_a_core_production_risk_filter,gradient_boosting,feature_avg_pct_positive_26w_return,0.00724807214996339,feature_importance,0.00724807214996339
task_a_core_production_risk_filter,gradient_boosting,feature_avg_z_dd_neg,0.0068822566029419245,feature_importance,0.0068822566029419245
task_a_core_production_risk_filter,gradient_boosting,feature_avg_google_fear_z_tradable,0.006619572079813507,feature_importance,0.006619572079813507
task_a_core_production_risk_filter,gradient_boosting,feature_avg_market_vol_risk_off_z,0.006234102102185733,feature_importance,0.006234102102185733
task_a_core_production_risk_filter,gradient_boosting,feature_avg_confidence_score_p2b,0.006207231192532029,feature_importance,0.006207231192532029
task_a_core_production_risk_filter,gradient_boosting,feature_avg_pct_positive_13w_return,0.005890246197580122,feature_importance,0.005890246197580122
