cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision,last_recent_decision,recent_decision_rows,symbol_count
0000277638,DAVEY TREE EXPERT CO,agriculture_forestry_fishing,0000277638-22-000016,2022-05-12 00:00:00+00:00,,no_explicit_symbol_tag,davey-20220402.htm,359ec8e42bc22d3eebeaaff58693feacc6090fc6116bf8207b3cff0e5b71621a,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,0
0001776738,CANNABIST CO HOLDINGS INC.,agriculture_forestry_fishing,0001776738-25-000052,2025-11-11 00:00:00+00:00,,no_explicit_symbol_tag,cbstf-20250930.htm,b58b8078b8bd67fed735ccee6954092389c861261d5e5d8cb98798dadc4843b4,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,9,0
0000773141,"M.D.C. HOLDINGS, INC.",construction,0000773141-24-000025,2024-05-07 00:00:00+00:00,,no_explicit_symbol_tag,mdc-20240331.htm,fbc979c86d889bc83f58bf073cadc415af88e26ddd4343ff197417f68efa0d8e,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,0
0000006769,APACHE CORP,energy,0001784031-22-000029,2022-11-04 00:00:00+00:00,,no_explicit_symbol_tag,apa-20220930.htm,d84ddce5b7859afe9ecb8eece74a86beb4a7ffbe3bc362c5a3684d3376da3486,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,0
0000945764,DENBURY INC,energy,0000945764-23-000167,2023-11-22 00:00:00+00:00,,no_explicit_symbol_tag,den-20230930.htm,b2b6345abf7ad4b420bb53f9cc2d8001c70b4586f459d0642e460443bc8de04c,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,0
0000310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,finance_insurance_real_estate,0000310522-26-000015,2026-02-12 00:00:00+00:00,,no_explicit_symbol_tag,fnm-20251231.htm,a5d2701b143988a86997f5185daad1c02c8dcaeccd01f5ddae8611e298c51522,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0
0000831001,CITIGROUP INC,finance_insurance_real_estate,0000831001-26-000011,2026-02-21 00:00:00+00:00,,no_explicit_symbol_tag,c-20251231.htm,12f5818d577a8b8022e25851849e8d6d453f05ab4f89d906f185593547fb67fe,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0
0001133470,CALAVO GROWERS INC,agriculture_forestry_fishing,0001104659-26-027142,2026-03-13 00:00:00+00:00,CVGW,xbrl_symbol_recovered,cvgw-20260131x10q.htm,9c1d5f7bfbc91604b98ed078d80c9e06803041a3f48a045a054e1a33cef39d99,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001807707,"APPHARVEST, INC.",agriculture_forestry_fishing,0001807707-22-000133,2022-11-08 00:00:00+00:00,APPH|APPHW,xbrl_symbol_recovered,apph-20220930.htm,1c7d1be4a85161084bc01c97a562c9ea651997f1b26b7bae7f5cc43d9f467f4b,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,2
0000357294,HOVNANIAN ENTERPRISES INC,construction,0001753926-26-000412,2026-03-03 00:00:00+00:00,HOV|HOVNP,xbrl_symbol_recovered,hov-20260131.htm,2fe4f710572c819624f0f47c8f83b74712c6f0d53f7afe625b464f67e239004a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000920760,LENNAR CORP /NEW/,construction,0001628280-26-003870,2026-01-29 00:00:00+00:00,LEN|LEN.B,xbrl_symbol_recovered,len-20251130.htm,5ea2cf1fc3a3543b43653a73cd5891b160a57f7a3a68458aea0a91ef85f9d004,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001136294,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,construction,0001558370-22-017821,2022-11-15 00:00:00+00:00,WLMS,xbrl_symbol_recovered,wlms-20220930x10q.htm,92094bceb047bdd87f3b4d4c3ef633c9d5b79688e3fd75b1257c84982877e6cf,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1
0001372020,GREAT LAKES DREDGE & DOCK CORP,construction,0001193125-26-064007,2026-02-24 00:00:00+00:00,GLDD,xbrl_symbol_recovered,gldd-20251231.htm,52027e0226988f900a97925de197a8d37415aaffa445e8c3094624180ca117f9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001373670,"GREEN BRICK PARTNERS, INC.",construction,0001628280-26-011798,2026-02-26 00:00:00+00:00,GRBK,xbrl_symbol_recovered,grbk-20251231.htm,68492cb7651e2444d96e2f94f35af75e1efa26a8fa1c7d798e0624ff8ceec55e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001561680,"TRI POINTE HOMES, INC.",construction,0001561680-26-000008,2026-02-27 00:00:00+00:00,TPH,xbrl_symbol_recovered,tph-20251231.htm,c64d2e45ec5e0f45d9b4d87414851d064e3dbea18bef5b3d681277e067a6295f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001562476,TAYLOR MORRISON HOME CORP,construction,0001628280-26-009030,2026-02-19 00:00:00+00:00,TMHC,xbrl_symbol_recovered,tmhc-20251231.htm,984c2233b844abb8d63842252df24fad1567381c99d8b2645148f02f60a3efe3,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001633931,TOPBUILD CORP,construction,0001104659-26-020481,2026-02-27 00:00:00+00:00,BLD,xbrl_symbol_recovered,bld-20251231x10k.htm,9dacb95ed0212b08cdb6f47cc171c015a90e35a3877c1884b62debdb402a870b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001721386,LANDSEA HOMES CORP,construction,0001721386-25-000018,2025-05-14 00:00:00+00:00,LSEA|LSEAW,xbrl_symbol_recovered,lhi-20250331.htm,dbab3e5ca9cbfe0a4dec31568a69c2219e0ceb2305f12b7e2394e0639625151e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001830188,"UNITED HOMES GROUP, INC.",construction,0001830188-24-000037,2024-11-13 00:00:00+00:00,UHG|UHGWW,xbrl_symbol_recovered,uhg-20240930.htm,335afed9f75e06224a5178f2fa99b61a48417a74be9e9574d06e12ebfcaa2468,2024-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,2
0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,0000002178-24-000096,2024-11-13 00:00:00+00:00,AE,xbrl_symbol_recovered,ae-20240930.htm,819d91c162cadc8b9e5745500d8ca52b4746f2f22dd4902cd04466d499394ab5,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,1
0000004447,HESS CORP,energy,0001628280-25-023790,2025-05-09 00:00:00+00:00,HES,xbrl_symbol_recovered,hes-20250331.htm,356f2deef1b4f30e4e58f197f5213de75ca7bd123a7d5268b06b19bdd036b889,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000007039,TRECORA RESOURCES,energy,0000007039-22-000041,2022-05-06 00:00:00+00:00,TREC,xbrl_symbol_recovered,trec-20220331.htm,c35e893fa82bbab5b9efb47dd41a8e3f98f27f3e763e77581724829ea8f44f9e,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1
0000007332,SOUTHWESTERN ENERGY CO,energy,0000007332-24-000028,2024-08-02 00:00:00+00:00,SWN,xbrl_symbol_recovered,swn-20240630.htm,1051756b0efbbce3bb1992fc8cd6d7983f030c0b24197d6b9166a3abbab5083a,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1
0000010254,EARTHSTONE ENERGY INC,energy,0000010254-23-000198,2023-11-01 00:00:00+00:00,ESTE,xbrl_symbol_recovered,este-20230930.htm,9fec0eee142148977530f1e0fd19f4e34845c7588f65d2583a7a1eef5f430714,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1
0000034088,EXXON MOBIL CORP,energy,0000034088-26-000045,2026-02-19 00:00:00+00:00,XOM|XOM28|XOM32|XOM39A,xbrl_symbol_recovered,xom-20251231.htm,3591db2246ab14c52465d32f69b459b000919c141a5656c81cf59acf0a805be8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000048039,HOLLYFRONTIER CORP,energy,0000048039-22-000014,2022-02-24 00:00:00+00:00,HFC,xbrl_symbol_recovered,hfc-20211231.htm,288f05a4307a702a975b2e12f7872c4dd554d2d93fd0e4bf7b4f9e795ba1a99b,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,1
0000061398,TELLURIAN INC. /DE/,energy,0000061398-24-000031,2024-08-09 00:00:00+00:00,TELL|TELZ,xbrl_symbol_recovered,tell-20240630.htm,13962bb82580ad8c417712ae44dc7a1665bc041f166eb8eb410ef661c11cdb12,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,2
0000077159,RANGER OIL CORP,energy,0000077159-23-000012,2023-05-10 00:00:00+00:00,ROCC,xbrl_symbol_recovered,rocc-20230331.htm,b17a56b67c88627721c707093e92174315336ac4bb6cd747749c19bb49d62db2,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,1
0000077877,"PDC ENERGY, INC.",energy,0000077877-23-000042,2023-08-02 00:00:00+00:00,PDCE,xbrl_symbol_recovered,pdce-20230630.htm,9eb0737f9666c50ed370d5bcbfcd38da5417538ad118e0ea8807b29fbbb20a35,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,1
0000101778,MARATHON OIL CORP,energy,0000101778-24-000136,2024-11-07 00:00:00+00:00,MRO,xbrl_symbol_recovered,mro-20240930.htm,4a1341743b5ac5ce32608fec360e9f29798d2e109b4e73b338ee014a4c748749,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1
0000314808,VALARIS LTD,energy,0000314808-26-000029,2026-02-21 00:00:00+00:00,VAL,xbrl_symbol_recovered,val-20251231.htm,e19574640807649a4df48ba1d56ceace344444b0899fa599a47765ee2b225895,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000351817,"SILVERBOW RESOURCES, INC.",energy,0000351817-24-000084,2024-05-03 00:00:00+00:00,SBOW,xbrl_symbol_recovered,sbow-20240331.htm,9577aac87379bfa9389184d36ff52de709dbaf79dd81da4c5cb9205af5c46c2d,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1
0000732834,"CONTINENTAL RESOURCES, INC",energy,0000732834-22-000035,2022-11-03 00:00:00+00:00,CLR,xbrl_symbol_recovered,clr-20220930.htm,50dd1f7f7323be801091563ca010c3d3d024162a751e8594570c7484fd0123fe,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1
0000797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,0001628280-26-009059,2026-02-19 00:00:00+00:00,OXY,xbrl_symbol_recovered,oxy-20251231.htm,2cd8350af34fa5a69e8bd6328e91347b00d9d4a68cfd5776944ec5f4bc4d44fc,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000890447,VERTEX ENERGY INC.,energy,0001628280-24-035766,2024-08-09 00:00:00+00:00,VTNR,xbrl_symbol_recovered,vtnr-20240630.htm,893da5f312f2db50284ae84eea696278a68e954085dd8670735d76e1cadd1dcb,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1
0000928022,CALLON PETROLEUM CO,energy,0000928022-24-000031,2024-02-27 00:00:00+00:00,CPE,xbrl_symbol_recovered,cpe-20231231.htm,29c504ad94f1dcbd04da783f131b7f38e8456f90b17a7032cfe4d85b49d61de8,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,1
0000949039,"DIAMOND OFFSHORE DRILLING, INC.",energy,0000950170-24-092631,2024-08-08 00:00:00+00:00,DO,xbrl_symbol_recovered,do-20240630.htm,d5ad2155562d29de8ae2a1adfe44b6e3ce1db159d286527c589f54ec1f768051,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,11,1
0001000229,CORE LABORATORIES N V,energy,0000950170-23-015365,2023-04-28 00:00:00+00:00,CLB,xbrl_symbol_recovered,clb-20230331.htm,1268f76f8b122844dab40b7d6b05306b0b8b7f5c85bf1b7110960ec50bee330b,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,1
0001037676,"ARCH RESOURCES, INC.",energy,0001558370-24-014411,2024-11-06 00:00:00+00:00,ARCH,xbrl_symbol_recovered,arch-20240930x10q.htm,e47d848d144607f72f7a42d2db44b84dc8ab9f2081c00bf1f37ff80211528430,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1
0001038357,PIONEER NATURAL RESOURCES CO,energy,0001038357-24-000043,2024-05-03 00:00:00+00:00,PXD,xbrl_symbol_recovered,pxd-20240331.htm,5dc2132b6471784bf8d760a141fafe4d35c5daa59fec838e0917c1eb4becea96,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1
0001255474,WHITING PETROLEUM CORP,energy,0001255474-22-000024,2022-05-05 00:00:00+00:00,WLL,xbrl_symbol_recovered,wll-20220331x10q.htm,03062990383441eb08509ae8a43e6303ecf20c1152f9baeff42c0c2cfea6448a,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1
0001340122,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",energy,0001340122-24-000042,2024-05-11 00:00:00+00:00,CLMT,xbrl_symbol_recovered,clmt-20240331x10q.htm,034772fe768fcbb74957078c39ade3ea023ca4fb2d48f9153b7394f88c09ae1b,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1
0001449488,CSI COMPRESSCO LP,energy,0001449488-24-000013,2024-03-02 00:00:00+00:00,CCLP,xbrl_symbol_recovered,cclp-20231231.htm,4cf8e42c4f08e594d532d9918b9f9a1e43d8f99838fcc6b8ca1b582fe8634483,2023-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,9,1
0001458891,NOBLE CORP,energy,0001628280-22-021784,2022-08-10 00:00:00+00:00,NE,xbrl_symbol_recovered,ne-20220630.htm,dd99accf4f1a5aded69255e4f6c33600ea46d2a55b618da2c6f95c9b5323904f,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1
0001509589,"CIVITAS RESOURCES, INC.",energy,0001509589-25-000059,2025-11-07 00:00:00+00:00,CIVI,xbrl_symbol_recovered,civi-20250930.htm,b7c8072658c5ca1680b1070e58c7f629defabf76be419affc3b35a118e815a96,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001525287,SPRAGUE RESOURCES LP,energy,0001525287-22-000035,2022-08-05 00:00:00+00:00,SRLP,xbrl_symbol_recovered,srlp-20220630.htm,ceaf642c1dbec7aaa1ffdb7cef189bfc83a88ec93c16166677e20b831cf4c040,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1
0001528129,"VITAL ENERGY, INC.",energy,0001528129-25-000144,2025-11-04 00:00:00+00:00,VTLE,xbrl_symbol_recovered,vtle-20250930.htm,106abe312b5d23bd426c9086aa1be098b482d09f61179bc6611f08cf216820cc,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001602065,"VIPER ENERGY, INC.",energy,0001602065-25-000061,2025-08-07 00:00:00+00:00,VNOM,xbrl_symbol_recovered,vnom-20250630.htm,901e28d763bc178d4e950057cd3d5cfda6090d53f3e0820bfd374b1368492e49,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001652133,OASIS MIDSTREAM PARTNERS LP,energy,0001652133-21-000047,2021-11-05 00:00:00+00:00,OMP,xbrl_symbol_recovered,omp-20210930.htm,2a3c77e0fe618facbf15a7e1edf62c7b76006f968a9841efe7d02a91212bf225,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1
0001687187,"RAMACO RESOURCES, INC.",energy,0001104659-26-020479,2026-02-27 00:00:00+00:00,METC|METCB|METCZ|METCI,xbrl_symbol_recovered,metc-20251231x10k.htm,768010e1ec7522d1e16b749a03622f8b420ee7688976f90ed1ca53785138d6c4,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001688476,NEXTIER OILFIELD SOLUTIONS INC.,energy,0001688476-23-000103,2023-07-27 00:00:00+00:00,NEX,xbrl_symbol_recovered,nex-20230630.htm,3c50f2fa9ddc4deac0bb736c794b202f3f28a28ffddd2d8a09c2a14eda2780a7,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,1
0001703785,SITIO ROYALTIES CORP.,energy,0000950170-22-023278,2022-11-09 00:00:00+00:00,STR,xbrl_symbol_recovered,str-20220930.htm,05def4c503ad0f7948e7b64b86cd4be1042b401414c3e73f688006156a285f65,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1
0001705873,BERRY CORP (BRY),energy,0001705873-25-000076,2025-11-06 00:00:00+00:00,BRY,xbrl_symbol_recovered,bry-20250930.htm,c56b5ec7ecb924bfacd6c680921a811c03c11114e01e47afcc04a63fdf349fd7,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001745797,"BRIGHAM MINERALS, INC.",energy,0001745797-22-000054,2022-11-04 00:00:00+00:00,MNRL,xbrl_symbol_recovered,mnrl-20220930.htm,0f3cf0242082956115c04d0f7a43b05dd3bc5c8d268e836275af3444050da2c2,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1
0001845290,"MACQUARIE INFRASTRUCTURE HOLDINGS, LLC",energy,0001628280-22-011875,2022-05-04 00:00:00+00:00,MIC,xbrl_symbol_recovered,mic-20220331.htm,5d0f6626c7fd4b1837b9c5cb59da39ddcaf2e8986771130d5ee33720198c930c,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1
0001865187,"ARIS WATER SOLUTIONS, INC.",energy,0001558370-25-011062,2025-08-12 00:00:00+00:00,ARIS,xbrl_symbol_recovered,aris-20250630x10q.htm,2a0d0ef2e890682a971ce2f0ed9ffe6139b9c3a49e48dafbeb5f06272be1fda0,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1
0001895262,NOBLE CORP PLC,energy,0001895262-26-000076,2026-02-13 00:00:00+00:00,NE,xbrl_symbol_recovered,ne-20251231.htm,9181911451721cef815aa60a1456a64ebad8f3fdd3c7ba79466430fa677861e9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0001949543,SITIO ROYALTIES CORP.,energy,0001628280-25-037434,2025-08-05 00:00:00+00:00,STR,xbrl_symbol_recovered,str-20250630.htm,8028a40629db79f88efa5cc99671a3ecb621f5d47876e413b6dc2edadbda0b45,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1
0000005513,UNUM GROUP,finance_insurance_real_estate,0000005513-26-000008,2026-02-18 00:00:00+00:00,UNM|UNMA,xbrl_symbol_recovered,unm-20251231.htm,753db8d8a427b63d8a2dd4342ecab9e425d823b70f88df801739fc32355f7559,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000007789,ASSOCIATED BANC-CORP,finance_insurance_real_estate,0000007789-26-000071,2026-02-13 00:00:00+00:00,ASB|ASBA,xbrl_symbol_recovered,asb-20251231.htm,e869c348049223b2b9143c674c13b6cafb069a0fc1e9c223d74933a71f404a87,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000011544,BERKLEY W R CORP,finance_insurance_real_estate,0000011544-26-000005,2026-02-28 00:00:00+00:00,WRB|WRB-PE|WRB-PF|WRB-PG|WRB-PH,xbrl_symbol_recovered,wrb-20251231.htm,b64daf03fc7ed6f55d6c80a70bbabfcfc0ecf76dd5a3e93f7e6de41f789f7841,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000018349,SYNOVUS FINANCIAL CORP,finance_insurance_real_estate,0000018349-25-000121,2025-11-05 00:00:00+00:00,SNV,xbrl_symbol_recovered,syn-20250930.htm,820cf89e53d3dd41ea43ba1271ea30636165593b10cdd9f25b5a504a12c575c1,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000019617,JPMORGAN CHASE & CO,finance_insurance_real_estate,0001628280-26-008131,2026-02-14 00:00:00+00:00,JPM|AMJB|VYLD,xbrl_symbol_recovered,jpm-20251231.htm,4d9febdbc2038dcdca8726053286df4cbbfd48885051cbd781efcc3becb66a23,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000023795,"CTO REALTY GROWTH, INC.",finance_insurance_real_estate,0001104659-26-017560,2026-02-20 00:00:00+00:00,CTO,xbrl_symbol_recovered,cto-20251231x10k.htm,e24b075de2eb976b4a99c08a42aef2cd08517e83ddf26fc6b312035e7dc8e258,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000025475,CRAWFORD & CO,finance_insurance_real_estate,0001193125-26-085465,2026-03-03 00:00:00+00:00,CRD-A|CRD-B,xbrl_symbol_recovered,crda-20251231.htm,1509e54dec18f86a009dee47d8f3477eb66fa07e5710969b56d9f85552b98ad6,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000028412,COMERICA INC,finance_insurance_real_estate,0000028412-25-000235,2025-10-29 00:00:00+00:00,CMA,xbrl_symbol_recovered,cma-20250930.htm,be4ae74b34d42e07cfaaced0cb1888223dcf85bb48b93387d80e6d1819d447d7,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000034903,FEDERAL REALTY INVESTMENT TRUST,finance_insurance_real_estate,0000034903-26-000017,2026-02-13 00:00:00+00:00,FRT|FRT-C,xbrl_symbol_recovered,frt-20251231.htm,3be3b7e6cddd20f01aa4a47390df25798c9278ab95f5950c26db893d87965c66,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000035527,FIFTH THIRD BANCORP,finance_insurance_real_estate,0000035527-26-000124,2026-02-25 00:00:00+00:00,FITB|FITBI|FITBP|FITBO|FITBM,xbrl_symbol_recovered,fitb-20251231.htm,d48a6c9e1dd9a7059ea6f4397107093b7042db54cf4d9719d05572c83d504cbe,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000036104,US BANCORP DE,finance_insurance_real_estate,0000036104-26-000011,2026-02-24 00:00:00+00:00,USB,xbrl_symbol_recovered,usb-20251231.htm,b71b00c4b8817405c7608c25fcd4c6c23a2586e3c9d2c1f6ab2a6fd95584f41b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000036270,M&T BANK CORP,finance_insurance_real_estate,0000036270-26-000010,2026-02-19 00:00:00+00:00,MTB|MTBPRH|MTBPRJ|MTBPRK,xbrl_symbol_recovered,mtb-20251231.htm,c26cca148c6982b71ea6f1734a8484ba88e7049407939579a7236efe9e25a161,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0000036966,FIRST HORIZON CORP,finance_insurance_real_estate,0000036966-26-000051,2026-02-27 00:00:00+00:00,FHN,xbrl_symbol_recovered,fhn-20251231.htm,55bee51d51cd5e55f5da9d0d96d2db6b563ad202319834841263a48a4ca0dbea,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000039263,"CULLEN/FROST BANKERS, INC.",finance_insurance_real_estate,0000039263-26-000011,2026-02-06 00:00:00+00:00,CFR|CFR.PRB,xbrl_symbol_recovered,cfr-20251231.htm,356877e79e2577f6a53988bfccf4409ce81b848bec2ad56ce0b1142165c0d6f2,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000046195,BANK OF HAWAII CORP,finance_insurance_real_estate,0000046195-26-000015,2026-02-25 00:00:00+00:00,BOH|BOH.PRA|BOH.PRB,xbrl_symbol_recovered,boh-20251231.htm,a8c0c6599d8f1530db4a48d205d6dd286db06852ffd085209dd3e85c24ee9deb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0000049196,HUNTINGTON BANCSHARES INC /MD/,finance_insurance_real_estate,0000049196-26-000015,2026-02-14 00:00:00+00:00,HBANP|HBANM|HBANL|HBANZ|HBAN,xbrl_symbol_recovered,hban-20251231.htm,8634c4eb9abd37a820d04becc68eec6bb1428be0d90f100a8ebc6d1904c54a90,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000059558,LINCOLN NATIONAL CORP,finance_insurance_real_estate,0000059558-26-000016,2026-02-20 00:00:00+00:00,LNC,xbrl_symbol_recovered,lnc-20251231.htm,e7267a3e9484117e4d4457cbade24d3341aaf8b13d3d27a35d40230e8733dfd5,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000070858,BANK OF AMERICA CORP /DE/,finance_insurance_real_estate,0000070858-26-000157,2026-02-26 00:00:00+00:00,BAC,xbrl_symbol_recovered,bac-20251231.htm,c8725c7963d19cd6a2f3c1d0034b2a1068b4490124be6b6600a4db23be5ed134,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000072971,WELLS FARGO & COMPANY/MN,finance_insurance_real_estate,0000072971-26-000133,2026-02-25 00:00:00+00:00,WFC|WFC.PRL|WFC.PRY|WFC.PRZ|WFC.PRA|WFC.PRC|WFC.PRD,xbrl_symbol_recovered,wfc-20251231_d2.htm,63f0906ae441374efdd57b759c550ad69982fcfe41c737f1c39e9679e57379a5,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7
0000073124,NORTHERN TRUST CORP,finance_insurance_real_estate,0000073124-26-000016,2026-02-25 00:00:00+00:00,NTRS|NTRSO,xbrl_symbol_recovered,ntrs-20251231.htm,cbbd856c3609d95019b4f59a9e851e70bc2166e3e95c41e6559bd77fade48d07,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000091576,KEYCORP /NEW/,finance_insurance_real_estate,0001628280-26-010546,2026-02-24 00:00:00+00:00,KEY,xbrl_symbol_recovered,key-20251231.htm,36f4608315b2afd8fe3529759ee8adf2c56d6517d8b608553e291fcdeedb0de1,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1
0000092230,TRUIST FINANCIAL CORP,finance_insurance_real_estate,0000092230-26-000030,2026-02-25 00:00:00+00:00,TFC|TFC.PI|TFC.PJ|TFC.PO|TFC.PR,xbrl_symbol_recovered,tfc-20251231.htm,7625955b56a2a89ac43a28e37c4d915b19159fb070b7e4350057f5b4b157350f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0000093751,STATE STREET CORP,finance_insurance_real_estate,0000093751-26-000124,2026-02-20 00:00:00+00:00,STT|STT.PRG,xbrl_symbol_recovered,stt-20251231.htm,c8ebfd008d81bba5618805ba416fb2ac71f343195fb1e612952322175da01980,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000101382,UMB FINANCIAL CORP,finance_insurance_real_estate,0001193125-26-076496,2026-02-27 00:00:00+00:00,UMBF|UMBFO,xbrl_symbol_recovered,umbf-20251231.htm,8fcc2b15449fa4fcc2353dfb0df08957d39cbd33db5fcc1d4458259b66187055,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0000109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",finance_insurance_real_estate,0000109380-26-000046,2026-02-25 00:00:00+00:00,ZION|ZIONP,xbrl_symbol_recovered,zions-20251231.htm,1cc3bbdd1b258f4f6bb6a45a5cddfc68dc330dc703d5d9e158f9defecfb0eb77,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
