Date,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,cash::BIL
2005-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.1265509103345403,0.0,0.2334866015744161,0.1253596148361718,0.1854628967931569,0.1291399764617147,0.1999999999999999
2006-07-07,0.1265509103345403,0.0,0.2334866015744161,0.1253596148361718,0.1854628967931569,0.1291399764617147,0.1999999999999999
2006-07-14,0.1265509103345403,0.0,0.2334866015744161,0.1253596148361718,0.1854628967931569,0.1291399764617147,0.1999999999999999
2006-07-21,0.1265509103345403,0.0,0.2334866015744161,0.1253596148361718,0.1854628967931569,0.1291399764617147,0.1999999999999999
2006-07-28,0.0973283300883721,0.144,0.1958981744261546,0.0872042669431389,0.1734376893865092,0.1021315391558251,0.1999999999999998
2006-08-04,0.0973283300883721,0.144,0.1958981744261546,0.0872042669431389,0.1734376893865092,0.1021315391558251,0.1999999999999998
2006-08-11,0.0973283300883721,0.144,0.1958981744261546,0.0872042669431389,0.1734376893865092,0.1021315391558251,0.1999999999999998
2006-08-18,0.0973283300883721,0.144,0.1958981744261546,0.0872042669431389,0.1734376893865092,0.1021315391558251,0.1999999999999998
2006-08-25,0.075830066118978,0.2304,0.1970888691600589,0.0686833021843837,0.1471176314655869,0.0808801310709923,0.1999999999999998
2006-09-01,0.075830066118978,0.2304,0.1970888691600589,0.0686833021843837,0.1471176314655869,0.0808801310709923,0.1999999999999998
2006-09-08,0.075830066118978,0.2304,0.1970888691600589,0.0686833021843837,0.1471176314655869,0.0808801310709923,0.1999999999999998
2006-09-15,0.075830066118978,0.2304,0.1970888691600589,0.0686833021843837,0.1471176314655869,0.0808801310709923,0.1999999999999998
2006-09-22,0.075830066118978,0.2304,0.1970888691600589,0.0686833021843837,0.1471176314655869,0.0808801310709923,0.1999999999999998
2006-09-29,0.0641103827583596,0.28224,0.2017993021497422,0.0588423442726941,0.1234733504428459,0.069534620376358,0.1999999999999999
2006-10-06,0.0641103827583596,0.28224,0.2017993021497422,0.0588423442726941,0.1234733504428459,0.069534620376358,0.1999999999999999
2006-10-13,0.0641103827583596,0.28224,0.2017993021497422,0.0588423442726941,0.1234733504428459,0.069534620376358,0.1999999999999999
2006-10-20,0.0641103827583596,0.28224,0.2017993021497422,0.0588423442726941,0.1234733504428459,0.069534620376358,0.1999999999999999
2006-10-27,0.0781137538129424,0.3058413087136473,0.2029370984346001,0.093397843773333,0.1711931165055605,0.0990726792688253,0.0494441994910911
2006-11-03,0.0781137538129424,0.3058413087136473,0.2029370984346001,0.093397843773333,0.1711931165055605,0.0990726792688253,0.0494441994910911
2006-11-10,0.0781137538129424,0.3058413087136473,0.2029370984346001,0.093397843773333,0.1711931165055605,0.0990726792688253,0.0494441994910911
2006-11-17,0.0781137538129424,0.3058413087136473,0.2029370984346001,0.093397843773333,0.1711931165055605,0.0990726792688253,0.0494441994910911
2006-11-24,0.0605023436823997,0.4243499957708755,0.2444004749631427,0.066994684308664,0.1295048832898271,0.0742476179850906,0.0
2006-12-01,0.0605023436823997,0.4243499957708755,0.2444004749631427,0.066994684308664,0.1295048832898271,0.0742476179850906,0.0
2006-12-08,0.0605023436823997,0.4243499957708755,0.2444004749631427,0.066994684308664,0.1295048832898271,0.0742476179850906,0.0
2006-12-15,0.0605023436823997,0.4243499957708755,0.2444004749631427,0.066994684308664,0.1295048832898271,0.0742476179850906,0.0
2006-12-22,0.0605023436823997,0.4243499957708755,0.2444004749631427,0.066994684308664,0.1295048832898271,0.0742476179850906,0.0
2006-12-29,0.0550728854873362,0.4448699991541751,0.2464316741469923,0.06285888046216,0.1221315618212288,0.0686349989281074,0.0
2007-01-05,0.0550728854873362,0.4448699991541751,0.2464316741469923,0.06285888046216,0.1221315618212288,0.0686349989281074,0.0
2007-01-12,0.0550728854873362,0.4448699991541751,0.2464316741469923,0.06285888046216,0.1221315618212288,0.0686349989281074,0.0
2007-01-19,0.0550728854873362,0.4448699991541751,0.2464316741469923,0.06285888046216,0.1221315618212288,0.0686349989281074,0.0
2007-01-26,0.054120295113494,0.4413874376513456,0.2476518580738492,0.0630226406270884,0.1242327523316965,0.0695850162025262,0.0
2007-02-02,0.054120295113494,0.4413874376513456,0.2476518580738492,0.0630226406270884,0.1242327523316965,0.0695850162025262,0.0
2007-02-09,0.054120295113494,0.4413874376513456,0.2476518580738492,0.0630226406270884,0.1242327523316965,0.0695850162025262,0.0
2007-02-16,0.054120295113494,0.4413874376513456,0.2476518580738492,0.0630226406270884,0.1242327523316965,0.0695850162025262,0.0
2007-02-23,0.0526248938301021,0.3811604232760303,0.2668531387961156,0.0739709779648587,0.1547643651499402,0.0706262009829529,1.1102230246251563e-16
2007-03-02,0.0526248938301021,0.3811604232760303,0.2668531387961156,0.0739709779648587,0.1547643651499402,0.0706262009829529,1.1102230246251563e-16
2007-03-09,0.0526248938301021,0.3811604232760303,0.2668531387961156,0.0739709779648587,0.1547643651499402,0.0706262009829529,1.1102230246251563e-16
2007-03-16,0.0526248938301021,0.3811604232760303,0.2668531387961156,0.0739709779648587,0.1547643651499402,0.0706262009829529,1.1102230246251563e-16
2007-03-23,0.0526248938301021,0.3811604232760303,0.2668531387961156,0.0739709779648587,0.1547643651499402,0.0706262009829529,1.1102230246251563e-16
2007-03-30,0.0622313361088639,0.3071079375430025,0.2203823507936852,0.0994141294725958,0.182229159549968,0.078818689740975,0.0498163967909094
2007-04-06,0.0622313361088639,0.3071079375430025,0.2203823507936852,0.0994141294725958,0.182229159549968,0.078818689740975,0.0498163967909094
2007-04-13,0.0622313361088639,0.3071079375430025,0.2203823507936852,0.0994141294725958,0.182229159549968,0.078818689740975,0.0498163967909094
2007-04-20,0.0622313361088639,0.3071079375430025,0.2203823507936852,0.0994141294725958,0.182229159549968,0.078818689740975,0.0498163967909094
2007-04-27,0.0696688252694988,0.2737199890929478,0.2005907410187613,0.1168895719039434,0.2031661225411283,0.0859474520546899,0.0500172981190302
2007-05-04,0.0696688252694988,0.2737199890929478,0.2005907410187613,0.1168895719039434,0.2031661225411283,0.0859474520546899,0.0500172981190302
2007-05-11,0.0696688252694988,0.2737199890929478,0.2005907410187613,0.1168895719039434,0.2031661225411283,0.0859474520546899,0.0500172981190302
2007-05-18,0.0696688252694988,0.2737199890929478,0.2005907410187613,0.1168895719039434,0.2031661225411283,0.0859474520546899,0.0500172981190302
2007-05-25,0.0758919341116812,0.2432756113864321,0.197033522505835,0.1276183644208474,0.2255741119285736,0.0802700211339124,0.0503364345127179
2007-06-01,0.0758919341116812,0.2432756113864321,0.197033522505835,0.1276183644208474,0.2255741119285736,0.0802700211339124,0.0503364345127179
2007-06-08,0.0758919341116812,0.2432756113864321,0.197033522505835,0.1276183644208474,0.2255741119285736,0.0802700211339124,0.0503364345127179
2007-06-15,0.0758919341116812,0.2432756113864321,0.197033522505835,0.1276183644208474,0.2255741119285736,0.0802700211339124,0.0503364345127179
2007-06-22,0.0758919341116812,0.2432756113864321,0.197033522505835,0.1276183644208474,0.2255741119285736,0.0802700211339124,0.0503364345127179
2007-06-29,0.0800269370604354,0.2223262712331399,0.1964818426529215,0.1347536259998057,0.2395664155455666,0.0762864780403683,0.0505584294677624
2007-07-06,0.0800269370604354,0.2223262712331399,0.1964818426529215,0.1347536259998057,0.2395664155455666,0.0762864780403683,0.0505584294677624
2007-07-13,0.0800269370604354,0.2223262712331399,0.1964818426529215,0.1347536259998057,0.2395664155455666,0.0762864780403683,0.0505584294677624
2007-07-20,0.0800269370604354,0.2223262712331399,0.1964818426529215,0.1347536259998057,0.2395664155455666,0.0762864780403683,0.0505584294677624
2007-07-27,0.0571929302275259,0.1754201955406113,0.1924899165931339,0.0917954872802355,0.2205977774145605,0.0625036929439326,0.1999999999999999
2007-08-03,0.0571929302275259,0.1754201955406113,0.1924899165931339,0.0917954872802355,0.2205977774145605,0.0625036929439326,0.1999999999999999
2007-08-10,0.0571929302275259,0.1754201955406113,0.1924899165931339,0.0917954872802355,0.2205977774145605,0.0625036929439326,0.1999999999999999
2007-08-17,0.0571929302275259,0.1754201955406113,0.1924899165931339,0.0917954872802355,0.2205977774145605,0.0625036929439326,0.1999999999999999
2007-08-24,0.0571929302275259,0.1754201955406113,0.1924899165931339,0.0917954872802355,0.2205977774145605,0.0625036929439326,0.1999999999999999
2007-08-31,0.0248095471235436,0.0800714324626884,0.1024030213198973,0.0393179962519558,0.1221652076832537,0.031232795158661,0.6
2007-09-07,0.0248095471235436,0.0800714324626884,0.1024030213198973,0.0393179962519558,0.1221652076832537,0.031232795158661,0.6
2007-09-14,0.0248095471235436,0.0800714324626884,0.1024030213198973,0.0393179962519558,0.1221652076832537,0.031232795158661,0.6
2007-09-21,0.0248095471235436,0.0800714324626884,0.1024030213198973,0.0393179962519558,0.1221652076832537,0.031232795158661,0.6
2007-09-28,0.0667629434988811,0.167586549649303,0.2157951289208302,0.1372231807008811,0.307669215972724,0.0725368097967347,0.0324261714606457
2007-10-05,0.0667629434988811,0.167586549649303,0.2157951289208302,0.1372231807008811,0.307669215972724,0.0725368097967347,0.0324261714606457
2007-10-12,0.0667629434988811,0.167586549649303,0.2157951289208302,0.1372231807008811,0.307669215972724,0.0725368097967347,0.0324261714606457
2007-10-19,0.0667629434988811,0.167586549649303,0.2157951289208302,0.1372231807008811,0.307669215972724,0.0725368097967347,0.0324261714606457
2007-10-26,0.0235281822800705,0.0661991663264828,0.0997187405103146,0.0456944762034208,0.1345941910715855,0.0302652436081256,0.6
2007-11-02,0.0235281822800705,0.0661991663264828,0.0997187405103146,0.0456944762034208,0.1345941910715855,0.0302652436081256,0.6
2007-11-09,0.0235281822800705,0.0661991663264828,0.0997187405103146,0.0456944762034208,0.1345941910715855,0.0302652436081256,0.6
2007-11-16,0.0235281822800705,0.0661991663264828,0.0997187405103146,0.0456944762034208,0.1345941910715855,0.0302652436081256,0.6
2007-11-23,0.0235281822800705,0.0661991663264828,0.0997187405103146,0.0456944762034208,0.1345941910715855,0.0302652436081256,0.6
2007-11-30,0.0230212864558416,0.0691262869136525,0.1003388255671142,0.0375443581843801,0.1360429807964467,0.0339262620825646,0.5999999999999999
2007-12-07,0.0230212864558416,0.0691262869136525,0.1003388255671142,0.0375443581843801,0.1360429807964467,0.0339262620825646,0.5999999999999999
2007-12-14,0.0230212864558416,0.0691262869136525,0.1003388255671142,0.0375443581843801,0.1360429807964467,0.0339262620825646,0.5999999999999999
2007-12-21,0.0230212864558416,0.0691262869136525,0.1003388255671142,0.0375443581843801,0.1360429807964467,0.0339262620825646,0.5999999999999999
2007-12-28,0.0463050086243746,0.1442071993704209,0.206220694635831,0.0668011781396359,0.2670034826973175,0.0694624365324199,0.1999999999999999
2008-01-04,0.0463050086243746,0.1442071993704209,0.206220694635831,0.0668011781396359,0.2670034826973175,0.0694624365324199,0.1999999999999999
2008-01-11,0.0463050086243746,0.1442071993704209,0.206220694635831,0.0668011781396359,0.2670034826973175,0.0694624365324199,0.1999999999999999
2008-01-18,0.0463050086243746,0.1442071993704209,0.206220694635831,0.0668011781396359,0.2670034826973175,0.0694624365324199,0.1999999999999999
2008-01-25,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6
2008-02-01,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6
2008-02-08,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6
2008-02-15,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6
2008-02-22,0.0223264400151892,0.0713554436892877,0.1028252393155844,0.0303305247931338,0.1371645723251751,0.0359977798616296,0.6
2008-02-29,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001
2008-03-07,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001
2008-03-14,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001
2008-03-21,0.0218305484554305,0.0710379993451924,0.1025386564800961,0.0281698243992797,0.1395193471544655,0.0369036241655355,0.6000000000000001
2008-03-28,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6
2008-04-04,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6
2008-04-11,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6
2008-04-18,0.0215427635063861,0.0709291322397539,0.1018212260877716,0.0247829844785448,0.143668822866056,0.0372550708214873,0.6
2008-04-25,0.021491403167671,0.0707675290183509,0.1006694706131198,0.0226338081098652,0.1471527999369588,0.0372849891540341,0.6
2008-05-02,0.021491403167671,0.0707675290183509,0.1006694706131198,0.0226338081098652,0.1471527999369588,0.0372849891540341,0.6
2008-05-09,0.021491403167671,0.0707675290183509,0.1006694706131198,0.0226338081098652,0.1471527999369588,0.0372849891540341,0.6
2008-05-16,0.021491403167671,0.0707675290183509,0.1006694706131198,0.0226338081098652,0.1471527999369588,0.0372849891540341,0.6
2008-05-23,0.021491403167671,0.0707675290183509,0.1006694706131198,0.0226338081098652,0.1471527999369588,0.0372849891540341,0.6
2008-05-30,0.0443705978210144,0.1458774945492888,0.2055884411945546,0.0434294409715161,0.2879190373757249,0.0728149880879011,0.2
2008-06-06,0.0443705978210144,0.1458774945492888,0.2055884411945546,0.0434294409715161,0.2879190373757249,0.0728149880879011,0.2
2008-06-13,0.0443705978210144,0.1458774945492888,0.2055884411945546,0.0434294409715161,0.2879190373757249,0.0728149880879011,0.2
2008-06-20,0.0443705978210144,0.1458774945492888,0.2055884411945546,0.0434294409715161,0.2879190373757249,0.0728149880879011,0.2
2008-06-27,0.0450782568461171,0.1473978390944539,0.2292775814820501,0.0587716989421152,0.2477228778659423,0.0717517457693212,0.2
2008-07-04,0.0450782568461171,0.1473978390944539,0.2292775814820501,0.0587716989421152,0.2477228778659423,0.0717517457693212,0.2
2008-07-11,0.0450782568461171,0.1473978390944539,0.2292775814820501,0.0587716989421152,0.2477228778659423,0.0717517457693212,0.2
2008-07-18,0.0450782568461171,0.1473978390944539,0.2292775814820501,0.0587716989421152,0.2477228778659423,0.0717517457693212,0.2
2008-07-25,0.0449083707551377,0.1434941710644739,0.2399302655654354,0.0679086038583346,0.2311388573943567,0.0726197313622614,0.1999999999999999
2008-08-01,0.0449083707551377,0.1434941710644739,0.2399302655654354,0.0679086038583346,0.2311388573943567,0.0726197313622614,0.1999999999999999
2008-08-08,0.0449083707551377,0.1434941710644739,0.2399302655654354,0.0679086038583346,0.2311388573943567,0.0726197313622614,0.1999999999999999
2008-08-15,0.0449083707551377,0.1434941710644739,0.2399302655654354,0.0679086038583346,0.2311388573943567,0.0726197313622614,0.1999999999999999
2008-08-22,0.0449083707551377,0.1434941710644739,0.2399302655654354,0.0679086038583346,0.2311388573943567,0.0726197313622614,0.1999999999999999
2008-08-29,0.046439249638404,0.1425537643218964,0.2553832222219613,0.0704533891911915,0.2189062471091793,0.0662641275173674,0.1999999999999999
2008-09-05,0.046439249638404,0.1425537643218964,0.2553832222219613,0.0704533891911915,0.2189062471091793,0.0662641275173674,0.1999999999999999
2008-09-12,0.046439249638404,0.1425537643218964,0.2553832222219613,0.0704533891911915,0.2189062471091793,0.0662641275173674,0.1999999999999999
2008-09-19,0.046439249638404,0.1425537643218964,0.2553832222219613,0.0704533891911915,0.2189062471091793,0.0662641275173674,0.1999999999999999
2008-09-26,0.0235630868953782,0.0699852139323544,0.1303991483170589,0.0341559023434522,0.1094113067460765,0.0324853417656794,0.6
2008-10-03,0.0235630868953782,0.0699852139323544,0.1303991483170589,0.0341559023434522,0.1094113067460765,0.0324853417656794,0.6
2008-10-10,0.0235630868953782,0.0699852139323544,0.1303991483170589,0.0341559023434522,0.1094113067460765,0.0324853417656794,0.6
2008-10-17,0.0235630868953782,0.0699852139323544,0.1303991483170589,0.0341559023434522,0.1094113067460765,0.0324853417656794,0.6
2008-10-24,0.0235630868953782,0.0699852139323544,0.1303991483170589,0.0341559023434522,0.1094113067460765,0.0324853417656794,0.6
2008-10-31,0.0272794971866042,0.0612216715751733,0.1297417499893741,0.0343822319164086,0.10395228904415,0.0434225602882895,0.6
2008-11-07,0.0272794971866042,0.0612216715751733,0.1297417499893741,0.0343822319164086,0.10395228904415,0.0434225602882895,0.6
2008-11-14,0.0272794971866042,0.0612216715751733,0.1297417499893741,0.0343822319164086,0.10395228904415,0.0434225602882895,0.6
2008-11-21,0.0272794971866042,0.0612216715751733,0.1297417499893741,0.0343822319164086,0.10395228904415,0.0434225602882895,0.6
2008-11-28,0.0310902786603205,0.0734106076897793,0.1248644887103685,0.0325866119057578,0.0977580510823937,0.0402899619513798,0.6000000000000001
2008-12-05,0.0310902786603205,0.0734106076897793,0.1248644887103685,0.0325866119057578,0.0977580510823937,0.0402899619513798,0.6000000000000001
2008-12-12,0.0310902786603205,0.0734106076897793,0.1248644887103685,0.0325866119057578,0.0977580510823937,0.0402899619513798,0.6000000000000001
2008-12-19,0.0310902786603205,0.0734106076897793,0.1248644887103685,0.0325866119057578,0.0977580510823937,0.0402899619513798,0.6000000000000001
2008-12-26,0.0429478747158978,0.0621224591833859,0.1247103862485845,0.0353905637758602,0.098362321043165,0.0364663950331063,0.6
2009-01-02,0.0429478747158978,0.0621224591833859,0.1247103862485845,0.0353905637758602,0.098362321043165,0.0364663950331063,0.6
2009-01-09,0.0429478747158978,0.0621224591833859,0.1247103862485845,0.0353905637758602,0.098362321043165,0.0364663950331063,0.6
2009-01-16,0.0429478747158978,0.0621224591833859,0.1247103862485845,0.0353905637758602,0.098362321043165,0.0364663950331063,0.6
2009-01-23,0.0429478747158978,0.0621224591833859,0.1247103862485845,0.0353905637758602,0.098362321043165,0.0364663950331063,0.6
2009-01-30,0.050378394127963,0.0551530765481332,0.125343953947432,0.0372499675750033,0.0982088643953546,0.0336657434061136,0.6000000000000001
2009-02-06,0.050378394127963,0.0551530765481332,0.125343953947432,0.0372499675750033,0.0982088643953546,0.0336657434061136,0.6000000000000001
2009-02-13,0.050378394127963,0.0551530765481332,0.125343953947432,0.0372499675750033,0.0982088643953546,0.0336657434061136,0.6000000000000001
2009-02-20,0.050378394127963,0.0551530765481332,0.125343953947432,0.0372499675750033,0.0982088643953546,0.0336657434061136,0.6000000000000001
2009-02-27,0.0557889823677902,0.0512491451046262,0.124554434915225,0.0379458550420538,0.0983667723543436,0.032094810215961,0.6
2009-03-06,0.0557889823677902,0.0512491451046262,0.124554434915225,0.0379458550420538,0.0983667723543436,0.032094810215961,0.6
2009-03-13,0.0557889823677902,0.0512491451046262,0.124554434915225,0.0379458550420538,0.0983667723543436,0.032094810215961,0.6
2009-03-20,0.0557889823677902,0.0512491451046262,0.124554434915225,0.0379458550420538,0.0983667723543436,0.032094810215961,0.6
2009-03-27,0.0594915426715674,0.0488136041206448,0.124379473023445,0.0377447507211667,0.0984382686611076,0.0311323608020682,0.6
2009-04-03,0.0594915426715674,0.0488136041206448,0.124379473023445,0.0377447507211667,0.0984382686611076,0.0311323608020682,0.6
2009-04-10,0.0594915426715674,0.0488136041206448,0.124379473023445,0.0377447507211667,0.0984382686611076,0.0311323608020682,0.6
2009-04-17,0.0594915426715674,0.0488136041206448,0.124379473023445,0.0377447507211667,0.0984382686611076,0.0311323608020682,0.6
2009-04-24,0.1109382151337193,0.1309409885348324,0.2320375961838405,0.0733304656098409,0.1837639320228574,0.0689888025149094,0.1999999999999999
2009-05-01,0.1109382151337193,0.1309409885348324,0.2320375961838405,0.0733304656098409,0.1837639320228574,0.0689888025149094,0.1999999999999999
2009-05-08,0.1109382151337193,0.1309409885348324,0.2320375961838405,0.0733304656098409,0.1837639320228574,0.0689888025149094,0.1999999999999999
2009-05-15,0.1109382151337193,0.1309409885348324,0.2320375961838405,0.0733304656098409,0.1837639320228574,0.0689888025149094,0.1999999999999999
2009-05-22,0.1109382151337193,0.1309409885348324,0.2320375961838405,0.0733304656098409,0.1837639320228574,0.0689888025149094,0.1999999999999999
2009-05-29,0.112554769617961,0.1502817882338163,0.2220363402845841,0.0737508059681334,0.1702194840547719,0.0711568118407332,0.1999999999999998
2009-06-05,0.112554769617961,0.1502817882338163,0.2220363402845841,0.0737508059681334,0.1702194840547719,0.0711568118407332,0.1999999999999998
2009-06-12,0.112554769617961,0.1502817882338163,0.2220363402845841,0.0737508059681334,0.1702194840547719,0.0711568118407332,0.1999999999999998
2009-06-19,0.112554769617961,0.1502817882338163,0.2220363402845841,0.0737508059681334,0.1702194840547719,0.0711568118407332,0.1999999999999998
2009-06-26,0.1237827266248787,0.1665176357667017,0.1946078897041805,0.1345237372969566,0.237581885492684,0.1114170963936761,0.031569028720922
2009-07-03,0.1237827266248787,0.1665176357667017,0.1946078897041805,0.1345237372969566,0.237581885492684,0.1114170963936761,0.031569028720922
2009-07-10,0.1237827266248787,0.1665176357667017,0.1946078897041805,0.1345237372969566,0.237581885492684,0.1114170963936761,0.031569028720922
2009-07-17,0.1237827266248787,0.1665176357667017,0.1946078897041805,0.1345237372969566,0.237581885492684,0.1114170963936761,0.031569028720922
2009-07-24,0.1237827266248787,0.1665176357667017,0.1946078897041805,0.1345237372969566,0.237581885492684,0.1114170963936761,0.031569028720922
2009-07-31,0.1207947385105469,0.159767593502313,0.163497167565409,0.1526482093636934,0.2534586746975319,0.1182382228547899,0.0315953935057156
2009-08-07,0.1207947385105469,0.159767593502313,0.163497167565409,0.1526482093636934,0.2534586746975319,0.1182382228547899,0.0315953935057156
2009-08-14,0.1207947385105469,0.159767593502313,0.163497167565409,0.1526482093636934,0.2534586746975319,0.1182382228547899,0.0315953935057156
2009-08-21,0.1207947385105469,0.159767593502313,0.163497167565409,0.1526482093636934,0.2534586746975319,0.1182382228547899,0.0315953935057156
2009-08-28,0.1259453971513641,0.1605558928755861,0.162104233820076,0.1497762616771168,0.2399776472554252,0.1112865233701284,0.0503540438503031
