Date,gross_return_diff,net_return_diff,turnover_diff,cost_diff,wealth_diff,drawdown_diff
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,2.7755575615628914e-17,2.862293735361732e-17,0.0,9.985502008591496e-17,0.0,0.0
2006-07-07,4.336808689942018e-19,4.336808689942018e-19,0.0,0.0,0.0,0.0
2006-07-14,-2.7755575615628914e-17,-8.673617379884035e-18,3.469446951953614e-17,0.0,0.0,-1.734723475976807e-18
2006-07-21,5.898059818321144e-17,7.28583859910259e-17,3.469446951953614e-17,0.0,0.0,0.0
2006-07-28,8.847089727481716e-17,6.591949208711867e-17,5.551115123125783e-17,2.3906657903305373e-17,0.0,0.0
2006-08-04,-9.020562075079397e-17,-7.632783294297951e-17,2.7755575615628914e-17,0.0,0.0,-3.469446951953614e-18
2006-08-11,9.194034422677078e-17,3.209238430557093e-17,4.9439619065339e-17,0.0,0.0,-6.245004513516506e-17
2006-08-18,5.2909066017292616e-17,9.280770596475918e-17,2.0816681711721685e-17,0.0,0.0,-2.7755575615628914e-17
2006-08-25,2.0816681711721685e-17,6.245004513516506e-17,0.0,0.0,2.220446049250313e-16,-3.84485195417672e-17
2006-09-01,-2.6020852139652106e-17,-4.683753385137379e-17,4.163336342344337e-17,0.0,0.0,-8.673617379884035e-18
2006-09-08,-4.5102810375396984e-17,-6.245004513516506e-17,8.326672684688674e-17,0.0,0.0,-2.42861286636753e-17
2006-09-15,8.023096076392733e-17,6.852157730108388e-17,8.326672684688674e-17,0.0,2.220446049250313e-16,0.0
2006-09-22,5.204170427930421e-17,8.153200337090993e-17,3.469446951953614e-18,-3.3881317890172014e-21,-2.220446049250313e-16,-4.683753385137379e-17
2006-09-29,-4.5102810375396984e-17,-7.806255641895632e-18,5.551115123125783e-17,6.301925127571995e-17,0.0,-4.5102810375396984e-17
2006-10-06,7.632783294297951e-17,5.724587470723463e-17,7.632783294297951e-17,3.3881317890172014e-21,-2.220446049250313e-16,0.0
2006-10-13,1.9949319973733282e-17,9.410874857174178e-17,9.71445146547012e-17,-3.3881317890172014e-21,0.0,0.0
2006-10-20,1.214306433183765e-17,7.979727989493313e-17,2.7755575615628914e-17,0.0,-2.220446049250313e-16,0.0
2006-10-27,5.198749417067994e-17,3.2526065174565133e-19,0.0,5.1689338573246424e-17,2.220446049250313e-16,0.0
2006-11-03,1.3877787807814457e-17,2.949029909160572e-17,3.8163916471489756e-17,-3.3881317890172014e-21,0.0,0.0
2006-11-10,9.280770596475918e-17,1.474514954580286e-17,9.71445146547012e-17,0.0,2.220446049250313e-16,0.0
2006-11-17,3.122502256758253e-17,8.673617379884035e-17,6.938893903907228e-18,0.0,-2.220446049250313e-16,0.0
2006-11-24,5.681219383824043e-17,3.8163916471489756e-17,0.0,1.8919327909872052e-17,0.0,0.0
2006-12-01,3.0357660829594124e-17,5.0306980803327406e-17,6.938893903907228e-17,0.0,0.0,0.0
2006-12-08,2.6020852139652106e-17,6.722053469410127e-17,2.7755575615628914e-17,5.872310016724613e-17,0.0,0.0
2006-12-15,-7.979727989493313e-17,-2.862293735361732e-17,1.3877787807814457e-17,0.0,0.0,-6.331740687315346e-17
2006-12-22,9.8879238130678e-17,6.418476861114186e-17,6.938893903907228e-17,0.0,0.0,0.0
2006-12-29,-6.245004513516506e-17,-2.0816681711721685e-17,8.326672684688674e-17,6.166399856011306e-17,-2.220446049250313e-16,-4.5102810375396984e-17
2007-01-05,9.367506770274758e-17,7.979727989493313e-17,4.163336342344337e-17,0.0,0.0,-6.635317295611287e-17
2007-01-12,2.0816681711721685e-17,1.214306433183765e-17,7.632783294297951e-17,0.0,0.0,0.0
2007-01-19,2.6020852139652106e-17,3.729655473350135e-17,6.938893903907228e-17,0.0,0.0,0.0
2007-01-26,9.540979117872439e-17,3.9898639947466563e-17,0.0,5.5429836068321414e-17,0.0,0.0
2007-02-02,6.808789643208968e-17,7.37257477290143e-17,5.204170427930421e-18,1.6940658945086007e-21,0.0,0.0
2007-02-09,1.734723475976807e-17,3.122502256758253e-17,6.245004513516506e-17,0.0,2.220446049250313e-16,0.0
2007-02-16,-8.955509944730267e-17,-4.83554168928535e-17,4.163336342344337e-17,0.0,0.0,-6.657001339060997e-17
2007-02-23,-9.71445146547012e-17,0.0,0.0,6.315477654728063e-18,0.0,-4.163336342344337e-17
2007-03-02,5.551115123125783e-17,9.71445146547012e-17,2.0816681711721685e-17,0.0,0.0,-2.42861286636753e-17
2007-03-09,-1.734723475976807e-17,-2.42861286636753e-17,0.0,0.0,0.0,0.0
2007-03-16,8.673617379884035e-17,6.591949208711867e-17,0.0,0.0,0.0,-9.71445146547012e-17
2007-03-23,-9.540979117872439e-17,-1.1275702593849246e-17,2.0816681711721685e-17,0.0,0.0,-1.9081958235744878e-17
2007-03-30,2.949029909160572e-17,1.0408340855860843e-17,0.0,1.8810907692623502e-17,2.220446049250313e-16,-1.0408340855860843e-17
2007-04-06,1.0408340855860843e-17,9.540979117872439e-17,5.551115123125783e-17,1.5070410197548512e-17,0.0,-2.862293735361732e-17
2007-04-13,6.245004513516506e-17,3.2959746043559335e-17,8.326672684688674e-17,2.878556767949014e-17,0.0,0.0
2007-04-20,-5.767955557622884e-17,-8.716985466783456e-17,2.7755575615628914e-17,0.0,0.0,-7.589415207398531e-17
2007-04-27,4.423544863740858e-17,4.90059381963448e-17,0.0,9.522005579853943e-17,0.0,0.0
2007-05-04,-2.3852447794681098e-18,-5.204170427930421e-17,4.85722573273506e-17,0.0,0.0,-8.023096076392733e-18
2007-05-11,-3.122502256758253e-17,-2.0816681711721685e-17,9.020562075079397e-17,0.0,0.0,-6.245004513516506e-17
2007-05-18,1.610040226140974e-17,7.779150587583494e-17,6.938893903907228e-18,0.0,0.0,-2.2551405187698492e-17
2007-05-25,6.245004513516506e-17,1.0408340855860843e-17,1.3877787807814457e-17,5.0320533330483475e-17,0.0,0.0
2007-06-01,-2.7755575615628914e-17,-9.367506770274758e-17,2.7755575615628914e-17,0.0,0.0,-7.632783294297951e-17
2007-06-08,2.7755575615628914e-17,3.469446951953614e-18,3.9898639947466563e-17,0.0,0.0,-3.642919299551295e-17
2007-06-15,-9.367506770274758e-17,-5.724587470723463e-17,7.632783294297951e-17,0.0,0.0,-9.367506770274758e-17
2007-06-22,1.734723475976807e-17,5.204170427930421e-17,3.469446951953614e-18,0.0,-2.220446049250313e-16,-7.28583859910259e-17
2007-06-29,7.112366251504909e-17,6.245004513516506e-17,2.7755575615628914e-17,8.131516293641283e-18,0.0,-8.153200337090993e-17
2007-07-06,7.112366251504909e-17,1.0408340855860843e-17,8.673617379884035e-17,0.0,0.0,0.0
2007-07-13,-8.760353553682876e-17,-7.32920668600201e-17,2.2551405187698492e-17,0.0,0.0,-1.3877787807814457e-17
2007-07-20,-5.551115123125783e-17,-5.551115123125783e-17,6.331740687315346e-17,0.0,0.0,-3.469446951953614e-17
2007-07-27,4.0657581468206416e-17,3.2959746043559335e-17,8.326672684688674e-17,7.779150587583494e-18,-2.220446049250313e-16,-9.020562075079397e-17
2007-08-03,-6.245004513516506e-17,-6.657001339060997e-17,6.938893903907228e-17,0.0,0.0,-8.326672684688674e-17
2007-08-10,-8.760353553682876e-17,-7.025630077706069e-17,1.734723475976807e-18,0.0,0.0,-2.7755575615628914e-17
2007-08-17,7.632783294297951e-17,3.122502256758253e-17,6.158268339717665e-17,0.0,0.0,-2.7755575615628914e-17
2007-08-24,2.2551405187698492e-17,6.938893903907228e-18,5.204170427930421e-17,0.0,0.0,-4.85722573273506e-17
2007-08-31,-4.301572119336239e-17,-2.1141942363467336e-17,5.551115123125783e-17,7.817097663620487e-17,0.0,-6.418476861114186e-17
2007-09-07,4.163336342344337e-17,7.112366251504909e-17,5.898059818321144e-17,-1.6940658945086007e-21,0.0,-4.683753385137379e-17
2007-09-14,2.862293735361732e-17,1.6479873021779667e-17,5.204170427930421e-17,0.0,0.0,-3.469446951953614e-18
2007-09-21,7.45931094670027e-17,4.5102810375396984e-17,6.245004513516506e-17,1.6940658945086007e-21,0.0,0.0
2007-09-28,5.898059818321144e-17,7.632783294297951e-17,0.0,8.272462576064399e-17,2.220446049250313e-16,0.0
2007-10-05,2.949029909160572e-17,5.724587470723463e-17,6.245004513516506e-17,0.0,2.220446049250313e-16,0.0
2007-10-12,-4.597017211338539e-17,-2.905661822261152e-17,8.326672684688674e-17,0.0,0.0,-7.37257477290143e-17
2007-10-19,8.326672684688674e-17,7.28583859910259e-17,4.2934406030425976e-17,4.235164736271502e-22,0.0,0.0
2007-10-26,4.0766001685454967e-17,4.640385298237959e-17,0.0,9.432558900623889e-17,0.0,0.0
2007-11-02,-9.378348791999613e-17,-4.9873299934333204e-17,5.204170427930421e-18,0.0,0.0,-8.901299836105991e-17
2007-11-09,-1.734723475976807e-17,-3.165870343657673e-17,9.8879238130678e-17,0.0,0.0,-6.505213034913027e-17
2007-11-16,5.767955557622884e-17,3.642919299551295e-17,9.71445146547012e-17,0.0,0.0,-5.767955557622884e-17
2007-11-23,7.914675859144182e-18,8.456776945386935e-17,6.591949208711867e-17,0.0,0.0,-1.0625181290357943e-17
2007-11-30,3.469446951953614e-18,9.71445146547012e-17,0.0,6.396792817664476e-18,0.0,0.0
2007-12-07,-2.7755575615628914e-17,-4.336808689942018e-17,5.334274688628682e-17,0.0,0.0,-2.168404344971009e-17
2007-12-14,2.862293735361732e-17,5.4643789493269423e-17,6.071532165918825e-17,0.0,2.220446049250313e-16,-9.627715291671279e-17
2007-12-21,3.426078865054194e-17,2.3852447794681098e-17,5.551115123125783e-17,0.0,0.0,0.0
2007-12-28,5.0306980803327406e-17,6.678685382510707e-17,0.0,8.359198749863239e-17,0.0,0.0
2008-01-04,5.204170427930421e-17,6.331740687315346e-17,1.3877787807814457e-17,0.0,0.0,0.0
2008-01-11,-7.112366251504909e-17,-6.765421556309548e-17,9.71445146547012e-17,0.0,-2.220446049250313e-16,-9.194034422677078e-17
2008-01-18,1.9949319973733282e-17,8.500145032286355e-17,6.938893903907228e-18,0.0,0.0,-9.627715291671279e-17
2008-01-25,2.7755575615628914e-17,8.586881206085195e-17,5.551115123125783e-17,4.217546450968612e-17,2.220446049250313e-16,0.0
2008-02-01,-6.418476861114186e-17,-1.9949319973733282e-17,0.0,0.0,0.0,-4.336808689942018e-18
2008-02-08,-2.992397996059992e-17,-3.0140820395097023e-17,1.0408340855860843e-17,0.0,0.0,-2.6020852139652106e-18
2008-02-15,8.066464163292153e-17,5.898059818321144e-17,1.3010426069826053e-17,0.0,0.0,-8.196568423990414e-17
2008-02-22,8.847089727481716e-17,8.239936510889834e-17,1.0408340855860843e-17,0.0,2.220446049250313e-16,0.0
2008-02-29,-1.214306433183765e-17,-3.8163916471489756e-17,6.938893903907228e-18,0.0,-2.220446049250313e-16,-5.377642775528102e-17
2008-03-07,9.194034422677078e-17,2.7755575615628914e-17,4.5102810375396984e-17,0.0,0.0,-3.5561831257524545e-17
2008-03-14,-7.806255641895632e-17,-6.331740687315346e-17,0.0,0.0,0.0,-4.597017211338539e-17
2008-03-21,8.413408858487514e-17,8.933825901280557e-17,6.765421556309548e-17,0.0,0.0,-7.979727989493313e-17
2008-03-28,7.41594285980085e-17,7.546047120499111e-17,0.0,0.0,0.0,-2.927345865710862e-17
2008-04-04,6.071532165918825e-18,6.461844948013606e-17,7.806255641895632e-18,0.0,-2.220446049250313e-16,-8.044780119842443e-17
2008-04-11,-8.673617379884035e-19,-5.898059818321144e-17,2.6020852139652106e-18,0.0,0.0,-7.28583859910259e-17
2008-04-18,-6.591949208711867e-17,-2.5153490401663703e-17,9.75781955236954e-17,0.0,0.0,-5.204170427930421e-18
2008-04-25,-8.109832250191573e-17,-9.84455572616838e-17,6.938893903907228e-18,0.0,0.0,-1.214306433183765e-17
2008-05-02,3.382710778154774e-17,8.847089727481716e-17,4.85722573273506e-17,0.0,0.0,-9.367506770274758e-17
2008-05-09,8.239936510889834e-18,7.025630077706069e-17,3.469446951953614e-18,0.0,0.0,-3.209238430557093e-17
2008-05-16,-1.3552527156068805e-20,-6.522831320215916e-17,7.979727989493313e-17,0.0,0.0,-8.977193988179977e-17
2008-05-23,-9.107298248878237e-17,-8.760353553682876e-17,4.85722573273506e-17,0.0,0.0,-1.0408340855860843e-17
2008-05-30,6.071532165918825e-17,9.280770596475918e-17,0.0,6.82505267579625e-17,0.0,-4.163336342344337e-17
2008-06-06,-3.9898639947466563e-17,-3.9898639947466563e-17,0.0,0.0,0.0,-1.734723475976807e-17
2008-06-13,1.6479873021779667e-17,1.3010426069826053e-17,5.551115123125783e-17,0.0,0.0,-4.85722573273506e-17
2008-06-20,5.0306980803327406e-17,3.9898639947466563e-17,5.551115123125783e-17,0.0,0.0,-5.898059818321144e-17
2008-06-27,-4.85722573273506e-17,-5.854691731421724e-18,2.7755575615628914e-17,5.72187696529225e-17,0.0,-6.071532165918825e-17
2008-07-04,6.852157730108388e-17,1.734723475976807e-18,1.3877787807814457e-17,0.0,-2.220446049250313e-16,-7.112366251504909e-17
2008-07-11,-2.949029909160572e-17,-5.204170427930421e-17,2.7755575615628914e-17,0.0,0.0,-5.898059818321144e-17
2008-07-18,-1.734723475976807e-17,-3.2959746043559335e-17,2.0816681711721685e-17,0.0,0.0,-1.0408340855860843e-17
2008-07-25,0.0,-6.274820073259857e-17,2.7755575615628914e-17,8.353777739000812e-17,2.220446049250313e-16,-5.898059818321144e-17
2008-08-01,-7.632783294297951e-17,-6.938893903907228e-17,3.469446951953614e-17,0.0,0.0,-3.469446951953614e-17
2008-08-08,-4.7704895589362195e-17,-1.734723475976807e-18,8.326672684688674e-17,0.0,0.0,-2.7755575615628914e-17
2008-08-15,3.469446951953614e-17,4.5102810375396984e-17,8.153200337090993e-17,0.0,0.0,-2.7755575615628914e-17
2008-08-22,5.421010862427522e-19,8.749511531958021e-17,3.469446951953614e-18,0.0,0.0,-3.8163916471489756e-17
2008-08-29,-9.107298248878237e-17,-4.9439619065339e-17,4.163336342344337e-17,1.3552527156068805e-20,0.0,-5.551115123125783e-17
2008-09-05,-2.949029909160572e-17,-9.71445146547012e-17,5.898059818321144e-17,0.0,0.0,-7.632783294297951e-17
2008-09-12,3.642919299551295e-17,7.28583859910259e-17,8.326672684688674e-17,0.0,0.0,-8.326672684688674e-17
2008-09-19,-7.112366251504909e-17,-4.9439619065339e-17,6.938893903907228e-17,0.0,0.0,0.0
2008-09-26,-3.642919299551295e-17,-8.500145032286355e-17,0.0,4.7921736023859296e-17,0.0,-2.0816681711721685e-17
2008-10-03,-6.591949208711867e-17,-2.7755575615628914e-17,9.8879238130678e-17,0.0,-2.220446049250313e-16,-8.326672684688674e-17
2008-10-10,-9.454242944073599e-17,-6.938893903907228e-17,9.540979117872439e-17,0.0,0.0,-6.938893903907228e-17
2008-10-17,-4.683753385137379e-17,-3.8163916471489756e-17,5.204170427930421e-18,0.0,0.0,-8.326672684688674e-17
2008-10-24,1.734723475976807e-18,5.637851296924623e-17,4.5102810375396984e-17,0.0,0.0,-5.551115123125783e-17
2008-10-31,5.0306980803327406e-17,8.760353553682876e-17,3.469446951953614e-17,0.0,0.0,0.0
2008-11-07,-2.5478751053409354e-17,-3.2526065174565133e-19,3.2959746043559335e-17,0.0,0.0,-1.3877787807814457e-17
2008-11-14,7.45931094670027e-17,6.938893903907228e-18,5.0306980803327406e-17,0.0,0.0,-6.938893903907228e-17
2008-11-21,3.642919299551295e-17,3.122502256758253e-17,6.938893903907228e-18,0.0,0.0,-6.938893903907228e-17
2008-11-28,5.2909066017292616e-17,8.153200337090993e-17,8.326672684688674e-17,0.0,0.0,-9.71445146547012e-17
2008-12-05,1.734723475976807e-18,7.806255641895632e-17,5.2475385148298415e-17,0.0,0.0,-3.469446951953614e-17
2008-12-12,9.020562075079397e-17,9.367506770274758e-17,6.418476861114186e-17,0.0,0.0,-4.5102810375396984e-17
2008-12-19,9.454242944073599e-17,5.204170427930421e-17,5.767955557622884e-17,0.0,0.0,-1.0408340855860843e-17
2008-12-26,-1.1275702593849246e-17,-1.1275702593849246e-17,2.7755575615628914e-17,0.0,2.220446049250313e-16,-3.8163916471489756e-17
2009-01-02,-3.0140820395097023e-17,-6.033585089881832e-17,7.41594285980085e-17,2.117582368135751e-22,0.0,-4.85722573273506e-17
2009-01-09,-2.7755575615628914e-17,-4.597017211338539e-17,5.984795992119984e-17,0.0,0.0,-2.7755575615628914e-17
2009-01-16,-7.28583859910259e-17,-3.2959746043559335e-17,3.469446951953614e-18,0.0,0.0,-2.7755575615628914e-17
2009-01-23,-5.074066167232161e-17,-8.456776945386935e-17,5.204170427930421e-18,0.0,0.0,-2.7755575615628914e-17
2009-01-30,-2.3852447794681098e-17,-9.75781955236954e-17,1.3877787807814457e-17,0.0,0.0,-8.326672684688674e-17
2009-02-06,4.206704429243757e-17,4.119968255444917e-17,9.974659986866641e-18,0.0,0.0,-6.245004513516506e-17
2009-02-13,-3.664603343001005e-17,-5.637851296924623e-17,6.938893903907228e-18,0.0,0.0,-9.020562075079397e-17
2009-02-20,-1.0408340855860843e-17,-1.214306433183765e-17,9.540979117872439e-17,4.235164736271502e-22,0.0,-6.938893903907228e-17
2009-02-27,-1.3877787807814457e-17,-9.367506770274758e-17,1.734723475976807e-17,0.0,-2.220446049250313e-16,-5.551115123125783e-17
2009-03-06,8.977193988179977e-17,4.423544863740858e-17,9.974659986866641e-17,0.0,-2.220446049250313e-16,0.0
2009-03-13,1.0408340855860843e-17,6.505213034913027e-17,5.811323644522304e-17,0.0,0.0,-2.7755575615628914e-17
2009-03-20,7.37257477290143e-18,7.676151381197371e-17,6.201636426617085e-17,0.0,0.0,-6.938893903907228e-18
2009-03-27,-5.637851296924623e-17,-2.2551405187698492e-17,1.3877787807814457e-17,0.0,0.0,-6.245004513516506e-17
2009-04-03,8.898589330674778e-17,5.499615519932721e-17,9.75781955236954e-17,0.0,0.0,-1.3877787807814457e-17
2009-04-10,1.734723475976807e-18,8.088148206741863e-17,4.7704895589362195e-18,0.0,0.0,-9.71445146547012e-17
2009-04-17,3.5561831257524545e-17,3.5561831257524545e-17,4.597017211338539e-17,0.0,0.0,-2.7755575615628914e-17
2009-04-24,-2.7755575615628914e-17,-7.806255641895632e-17,0.0,4.971066960846038e-17,2.220446049250313e-16,-4.163336342344337e-17
2009-05-01,2.42861286636753e-17,6.678685382510707e-17,8.326672684688674e-17,0.0,0.0,-6.938893903907228e-18
2009-05-08,5.2909066017292616e-17,7.025630077706069e-17,0.0,0.0,0.0,-3.469446951953614e-17
2009-05-15,8.239936510889834e-17,4.336808689942018e-18,5.898059818321144e-17,0.0,0.0,-4.85722573273506e-17
2009-05-22,6.765421556309548e-17,1.734723475976807e-18,1.5612511283791264e-17,0.0,0.0,-7.632783294297951e-17
2009-05-29,-1.9081958235744878e-17,-9.8879238130678e-17,2.7755575615628914e-17,0.0,0.0,-4.85722573273506e-17
2009-06-05,8.326672684688674e-17,2.949029909160572e-17,6.245004513516506e-17,0.0,0.0,-3.469446951953614e-17
2009-06-12,-2.42861286636753e-17,-9.540979117872439e-18,0.0,0.0,0.0,-3.469446951953614e-17
2009-06-19,8.500145032286355e-17,5.551115123125783e-17,9.71445146547012e-17,0.0,0.0,-4.163336342344337e-17
2009-06-26,-1.1275702593849246e-17,-2.5153490401663703e-17,0.0,1.4094628242311558e-17,0.0,-2.0816681711721685e-17
2009-07-03,-9.194034422677078e-17,-4.683753385137379e-17,7.979727989493313e-17,0.0,0.0,-9.020562075079397e-17
2009-07-10,1.5612511283791264e-17,3.2959746043559335e-17,5.551115123125783e-17,0.0,0.0,-2.0816681711721685e-17
2009-07-17,9.367506770274758e-17,1.734723475976807e-17,0.0,0.0,-2.220446049250313e-16,-8.673617379884035e-18
2009-07-24,4.163336342344337e-17,6.591949208711867e-17,4.163336342344337e-17,0.0,2.220446049250313e-16,0.0
2009-07-31,-8.136937304503711e-17,-3.8977068100853884e-17,5.551115123125783e-17,5.76524505219167e-17,0.0,-3.301395615218361e-17
2009-08-07,-5.4643789493269423e-17,-5.0306980803327406e-17,0.0,0.0,0.0,-3.2959746043559335e-17
2009-08-14,9.8879238130678e-17,9.540979117872439e-18,4.5102810375396984e-17,3.3881317890172014e-21,0.0,0.0
2009-08-21,1.8214596497756474e-17,8.673617379884035e-18,3.469446951953614e-17,0.0,0.0,0.0
2009-08-28,5.204170427930421e-17,6.765421556309548e-17,5.551115123125783e-17,8.456776945386935e-17,0.0,0.0
2009-09-04,5.551115123125783e-17,6.245004513516506e-17,7.28583859910259e-17,-3.3881317890172014e-21,0.0,0.0
2009-09-11,4.423544863740858e-17,9.540979117872439e-17,7.632783294297951e-17,0.0,0.0,0.0
2009-09-18,-8.088148206741863e-17,-1.474514954580286e-17,4.163336342344337e-17,0.0,0.0,-9.8879238130678e-17
2009-09-25,-3.8163916471489756e-17,-2.862293735361732e-17,5.551115123125783e-17,8.974483482748763e-17,0.0,-9.020562075079397e-17
2009-10-02,1.3877787807814457e-17,4.85722573273506e-17,4.683753385137379e-17,-1.6940658945086007e-21,0.0,0.0
2009-10-09,3.469446951953614e-18,3.8163916471489756e-17,4.683753385137379e-17,0.0,0.0,0.0
2009-10-16,1.3877787807814457e-17,2.8189256484623115e-17,7.632783294297951e-17,6.776263578034403e-21,0.0,0.0
2009-10-23,-4.5102810375396984e-17,-4.163336342344337e-17,0.0,0.0,0.0,-5.204170427930421e-17
2009-10-30,7.28583859910259e-17,9.367506770274758e-17,0.0,8.05020113070487e-17,0.0,0.0
2009-11-06,8.326672684688674e-17,9.020562075079397e-17,0.0,0.0,0.0,0.0
2009-11-13,-9.71445146547012e-17,-2.688821387764051e-17,2.7755575615628914e-17,0.0,0.0,-3.9898639947466563e-17
2009-11-20,-4.9439619065339e-17,-2.168404344971009e-18,3.8163916471489756e-17,-3.3881317890172014e-21,0.0,-6.418476861114186e-17
2009-11-27,7.28583859910259e-17,6.245004513516506e-17,2.7755575615628914e-17,8.538092108323347e-18,0.0,0.0
2009-12-04,-2.3418766925686896e-17,-7.892991815694472e-17,7.28583859910259e-17,0.0,0.0,-9.71445146547012e-17
2009-12-11,-8.196568423990414e-17,-1.5178830414797062e-17,9.367506770274758e-17,0.0,0.0,-9.194034422677078e-17
2009-12-18,5.898059818321144e-17,4.5102810375396984e-17,9.540979117872439e-17,0.0,0.0,0.0
2009-12-25,-9.8879238130678e-17,-7.979727989493313e-17,0.0,8.109832250191573e-17,0.0,-3.0357660829594124e-17
2010-01-01,9.367506770274758e-17,8.673617379884035e-17,7.632783294297951e-17,0.0,0.0,0.0
2010-01-08,-2.688821387764051e-17,-7.19910242530375e-17,7.806255641895632e-17,0.0,0.0,-5.204170427930421e-17
2010-01-15,-4.163336342344337e-17,-8.326672684688674e-17,3.9898639947466563e-17,0.0,0.0,-6.938893903907228e-17
2010-01-22,-2.6020852139652106e-17,-6.245004513516506e-17,5.204170427930421e-17,0.0,0.0,-2.7755575615628914e-17
