cik10,ticker,company_name,provider_end_date,raw_last_price_date,last_price_date,last_close,last_adjusted_close,last_volume,last_5_session_return,last_21_session_return,final_dividend,final_split_factor,sec_completion_filing_date,sec_completion_accession,sec_completion_items,sec_nearby_25_nse,sec_25_nse_accessions,terminal_reason,terminal_return_available,provisional_backtest_rule
0001201663,ADNC,AUDIENCE INC,2015-07-09,2015-07-09,2015-07-01,4.89,4.89,0.0,-0.027833001988071704,0.020876826722338038,0.0,1.0,2015-07-01,0001193125-15-243059,2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-15-000114,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001024732,IGTE,IGATE CORP,2015-07-01,2015-07-01,2015-07-01,48.0,48.0,1895104.0,0.0077682133109384655,0.006711409395973256,0.0,1.0,2015-07-07,0001193125-15-246906,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-15-000115,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001167294,MERU,MERU NETWORKS INC,2015-07-07,2015-07-07,2015-07-07,1.62,1.62,131821.0,-0.006134969325153228,0.006211180124223503,0.0,1.0,2015-07-08,0001193125-15-248058,1.02|2.01|3.01|3.03|5.01|5.02|5.03|7.01|9.01,True,0001354457-15-000119,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001392522,FSL,"FREESCALE SEMICONDUCTOR, LTD.",2015-12-15,2015-12-15,2015-12-07,36.53,36.53,19720733.0,-0.06116679516833712,0.07599410898379966,0.0,1.0,2015-12-07,0001193125-15-396632,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-15-000621,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000907649,FXEN,FX ENERGY INC,2015-12-31,2015-12-31,2015-12-31,1.15,1.15,476951.0,0.0,0.017699115044247815,0.0,1.0,2015-12-31,0001104659-15-087520,2.01|3.01|3.03|5.01|5.02|5.07|9.01,True,0001354457-16-000261|0001354457-15-000257,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001254419,MDAS,MEDASSETS INC,2016-01-28,2016-01-28,2016-01-27,31.35,31.35,3147025.0,0.004485741749439276,0.015878159429682404,0.0,1.0,2016-01-27,0001193125-16-439730,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.03|9.01,True,0001354457-16-000278,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001111665,TSYS,TELECOMMUNICATION SYSTEMS INC /FA/,2016-02-24,2016-02-24,2016-02-23,4.99,4.99,468996.0,0.010121457489878471,0.026748971193415683,0.0,1.0,2016-02-23,0001571049-16-012032,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-16-000310,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001122342,AFOP,ALLIANCE FIBER OPTIC PRODUCTS INC,2016-06-07,2016-06-07,2016-06-06,18.51,18.51,658059.0,-0.0010793308148947522,0.0,0.0,1.0,2016-06-06,0000947871-16-001246,2.01|3.01|3.03|5.01|5.03|9.01,True,0001354457-16-000389,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001533454,NTI,NORTHERN TIER ENERGY LP,2016-07-01,2016-07-01,2016-06-29,21.15,21.15,0.0,0.010994263862332598,-0.007042253521126862,0.0,1.0,2016-06-29,0001193125-16-636777,2.01|3.01|3.03|5.02|5.07|9.01,True,0000876661-16-001056,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001082526,SQI,SCIQUEST INC,2016-07-29,2016-07-29,2016-07-28,17.745,17.745,164432.0,0.0014108352144470704,0.00652297220646636,0.0,1.0,2016-07-28,0001193125-16-662303,2.01|2.03|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-16-000446,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001305294,QLIK,QLIK TECHNOLOGIES INC,2016-08-23,2016-08-23,2016-08-22,30.5,30.5,0.0,0.004280540006585509,0.014637391882900808,0.0,1.0,2016-08-22,0001193125-16-687613,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-16-000470,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001328015,IMPR,IMPRIVATA INC,2016-09-26,2016-09-26,2016-09-16,19.26,19.26,0.0,0.0020811654526535772,0.006795608991113644,0.0,1.0,2016-09-16,0001193125-16-711669,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-16-001279,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001599222,MRD,MEMORIAL RESOURCE DEVELOPMENT CORP.,2016-09-26,2016-09-26,2016-09-16,14.72,14.72,0.0,-0.06776440785307147,0.016574585635359185,0.0,1.0,2016-09-16,0001193125-16-711718,1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-16-000495,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001010552,PLCM,POLYCOM INC,2016-09-28,2016-09-28,2016-09-27,12.47,12.47,0.0,0.00040112314480555966,0.0008025682182986049,0.0,1.0,2016-09-27,0001193125-16-721547,1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0001354457-16-000513,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001595262,IMS,"IMS HEALTH HOLDINGS, INC.",2016-10-11,2016-10-11,2016-10-03,31.34,31.34,0.0,0.03398218409765752,0.04991624790619764,0.0,1.0,2016-10-03,0001193125-16-728750,2.01|3.01|5.02|9.01,True,0000876661-16-001308,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001423542,SKUL,"SKULLCANDY, INC.",2016-10-04,2016-10-04,2016-10-03,6.35,6.35,296535.0,0.0,0.0031595576619272148,0.0,1.0,2016-10-03,0001193125-16-729211,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-16-000520,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001407190,VMEM,VIOLIN MEMORY INC,2016-10-27,2016-10-27,2016-10-27,0.3591,0.3591,153851.0,-0.016164383561643847,-0.525940594059406,0.0,1.0,2016-10-28,0001193125-16-751596,3.01|7.01|9.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001037760,CPHD,CEPHEID,2016-11-08,2016-11-08,2016-11-07,52.95,52.95,0.0,0.000945179584121103,0.0037914691943128354,0.0,1.0,2016-11-07,0001193125-16-761755,2.01|2.04|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-16-000537,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001526160,FLTX,FLEETMATICS GROUP PLC,2016-11-15,2016-11-15,2016-11-07,60.0,60.0,0.0,0.0016694490818029983,0.001335113484646211,0.0,1.0,2016-11-07,0001193125-16-761753,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001143362-16-000453,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001358483,EVDY,"EVERYDAY HEALTH, INC.",2016-12-05,2016-12-05,2016-12-05,10.5,10.5,402859.0,0.004784688995215447,0.34099616858237547,0.0,1.0,2016-12-05,0001571049-16-020342,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-16-001450,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001271024,LNKD,LINKEDIN CORP,2016-12-16,2016-12-16,2016-12-08,195.96,195.96,0.0,0.0033280425989452578,0.024252561154087582,0.0,1.0,2016-12-08,0001104659-16-161289,1.01|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-16-001454,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001449278,TUBE,TUBEMOGUL INC,2016-12-20,2016-12-20,2016-12-19,14.0,14.0,200511.0,-0.002138275124732636,0.0007147962830593713,0.0,1.0,2016-12-19,0001104659-16-162830,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-16-000588,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001096325,ISIL,INTERSIL CORP/DE,2017-02-27,2017-02-27,2017-02-27,22.49,22.49,0.0,0.013976555455365247,0.004017857142857073,0.0,1.0,2017-02-27,0001193125-17-057480,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-17-000039,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000753568,EXAR,EXAR CORP,2017-07-14,2017-07-14,2017-05-12,12.99,12.99,52.0,0.0007704160246533309,-0.0007692307692307443,0.0,1.0,2017-05-12,0001193125-17-168032,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-17-000263,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000067279,MOCO,MOCON INC,2017-07-03,2017-07-03,2017-06-22,30.0,30.0,0.0,0.0033444816053511683,0.0016694490818029983,0.0,1.0,2017-06-22,0001437749-17-011672,1.02|2.01|3.01|3.03|5.01|5.02|5.03|5.07|9.01,True,0001354457-17-000120,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001011006,YHOO,YAHOO INC,2017-06-26,2017-06-26,2017-06-26,52.58,52.58,0.0,0.0,0.03913043478260869,0.0,1.0,2017-06-21,0001193125-17-209439,8.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001574963,WPT,"WORLD POINT TERMINALS, LP",2017-07-10,2017-07-10,2017-07-10,17.29,17.29,0.0,0.0005787037037034981,0.002318840579710102,0.0,1.0,2017-06-30,0001144204-17-035063,7.01|9.01,True,0000876661-17-000392,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001322554,XTLY,XACTLY CORP,2017-08-17,2017-08-17,2017-07-31,15.65,15.65,0.0,0.0,0.0,0.0,1.0,2017-07-31,0001193125-17-241589,2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0000876661-17-000433,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001244937,ENOC,ENERNOC INC,2017-08-08,2017-08-08,2017-08-07,7.65,7.65,166273.0,0.0,-0.012903225806451535,0.0,1.0,2017-08-07,0001193125-17-249924,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-17-000153,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001334478,NCIT,"NCI, INC.",2017-08-16,2017-08-16,2017-08-15,20.0,20.0,79351.0,0.0,0.0,0.0,1.0,2017-08-15,0001193125-17-258593,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03,True,0001354457-17-000156,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001456455,PFGB,"PFO GLOBAL, INC.",2017-09-15,2017-09-15,2017-09-15,0.02,0.02,0.0,0.0,-0.5,0.0,1.0,2017-04-13,0001437749-17-006532,1.01|2.03|8.01|9.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0000825410,LDR,LANDAUER INC,2017-11-01,2017-11-01,2017-10-19,67.2,67.2,0.0,-0.002227171492204749,-0.0029673590504450953,0.0,1.0,2017-10-19,0001193125-17-314115,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-17-000628,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001588238,RICE,RICE ENERGY INC.,2017-11-14,2017-11-14,2017-11-14,29.32,29.32,0.0,0.023385689354275874,0.07320644216691075,0.0,1.0,2017-11-15,0001104659-17-068865,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-17-000676,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000890264,EXA,EXA CORP,2017-11-17,2017-11-17,2017-11-17,24.24,24.24,0.0,0.0,0.0008257638315440907,0.0,1.0,2017-11-17,0001104659-17-069319,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-17-000231,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000870753,NMRX,NUMEREX CORP /PA/,2017-12-07,2017-12-07,2017-12-07,3.83,3.83,0.0,-0.04962779156327546,0.10057471264367823,0.0,1.0,2017-12-08,0001193125-17-364672,1.02|2.01|3.01|3.03|5.01|5.02|5.07|8.01|9.01,True,0001354457-17-000245,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001471261,CIE,"COBALT INTERNATIONAL ENERGY, INC.",2017-12-14,2017-12-14,2017-12-14,0.38,0.38,0.0,-0.1164845384794233,-0.13636363636363635,0.0,1.0,2017-12-22,0001193125-17-376715,8.01|9.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001484504,GIMO,GIGAMON INC.,2017-12-27,2017-12-27,2017-12-27,38.5,38.5,0.0,0.0,0.0013003901170349774,0.0,1.0,2017-12-27,0001193125-17-379621,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-17-000809,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001180079,SSNI,SILVER SPRING NETWORKS INC,2018-01-05,2018-01-05,2018-01-05,16.26,16.26,60308.0,0.0,0.0012315270935963074,0.0,1.0,2018-01-05,0001193125-18-003881,2.01|3.01|3.03|5.01|5.02|5.03|5.07|8.01|9.01,True,0000876661-18-000023,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000945699,IXYS,IXYS CORP /DE/,2018-01-17,2018-01-17,2018-01-17,23.05,23.05,0.0,-0.05725971370143146,-0.02947368421052632,0.0,1.0,2018-01-18,0001193125-18-012692,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-18-000005,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001172139,BBG,BILL BARRETT CORP,2018-03-19,2018-03-19,2018-03-19,4.84,4.84,2512470.0,0.025423728813559254,-0.0780952380952381,0.0,1.0,2018-03-19,0001193125-18-087985,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03,True,0000876661-18-000276,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001361937,EVEP,"EV ENERGY PARTNERS, LP",2018-05-10,2018-05-10,2018-05-10,0.1283,0.1283,2415686.0,0.047346938775510106,-0.15647600262984884,0.0,1.0,2018-05-18,0001144204-18-029646,1.03|9.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0000904080,SGY,STONE ENERGY CORP,2018-05-10,2018-05-10,2018-05-10,35.49,35.49,0.0,0.04690265486725664,-0.03375986931663477,0.0,1.0,2018-05-03,0000904080-18-000020,5.07|7.01|9.01,True,0000876661-18-000492,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001431372,GST,GASTAR EXPLORATION INC.,2018-09-06,2018-09-06,2018-09-06,0.0561,0.0561,1937147.0,-0.3828382838283828,-0.6157534246575342,0.0,1.0,2018-09-13,0001564590-18-023087,5.02|9.01,True,0001143313-18-000050|0001143313-18-000049|0001143313-18-000048,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001469510,REN,RESOLUTE ENERGY CORP,2019-03-01,2019-03-01,2019-03-01,30.91,30.91,0.0,-0.022454142947501587,-0.0731634182908546,0.0,1.0,2019-03-01,0001104659-19-012018,1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-19-000170|0000876661-19-000168,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000033619,ESL,ESTERLINE TECHNOLOGIES CORP,2019-03-14,2019-03-14,2019-03-14,122.49,122.49,0.0,0.0036050798852929056,0.005169867060561328,0.0,1.0,2019-03-14,0000033619-19-000003,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-19-000241,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000867374,EFII,ELECTRONICS FOR IMAGING INC,2019-07-23,2019-07-23,2019-07-23,36.97,36.97,0.0,-0.000270416441319532,0.0024403470715834708,0.0,1.0,2019-07-23,0001193125-19-200006,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-19-000363,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001303652,DATA,TABLEAU SOFTWARE INC,2019-08-19,2019-08-19,2019-08-01,169.53,169.53,0.0,-0.03291500285225335,0.003195455352387633,0.0,1.0,2019-08-01,0001193125-19-209946,2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-19-000810,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000949158,CRAY,CRAY INC,2019-09-25,2019-09-25,2019-09-25,35.01,35.01,0.0,0.0011438375750643104,0.0017167381974247942,0.0,1.0,2019-09-25,0001628280-19-011916,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-19-000477,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001385292,TYPE,MONOTYPE IMAGING HOLDINGS INC.,2019-10-11,2019-10-11,2019-10-11,19.84,19.84,0.0,0.0002520796571716666,0.0030333670374114163,0.0,1.0,2019-10-11,0001193125-19-266384,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-19-000523,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001453814,MDSO,"MEDIDATA SOLUTIONS, INC.",2019-10-28,2019-10-28,2019-10-28,92.22,92.22,7301589.0,0.0035366450840632613,0.0088611749261569,0.0,1.0,2019-10-28,0001140361-19-019146,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-19-000552,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001540729,FELP,FORESIGHT ENERGY LP,2019-11-15,2019-11-15,2019-11-15,0.054,0.054,4892000.0,-0.6586599241466498,-0.7426120114394661,0.0,1.0,2019-11-12,0001564590-19-043019,2.02|9.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001631825,PSDO,"PRESIDIO, INC.",2019-12-19,2019-12-19,2019-12-19,16.6,16.6,0.0,0.0015082956259429015,0.0021128886205856734,0.0,1.0,2019-12-19,0001193125-19-318457,2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001354457-19-000668,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001040593,CRZO,CARRIZO OIL & GAS INC,2019-12-20,2019-12-20,2019-12-20,7.83,7.83,30962889.0,0.04959785522788196,0.23501577287066255,0.0,1.0,2019-12-20,0001193125-19-321118,1.02|2.01|3.01|3.03|5.01|5.02|8.01|9.01,True,0001354457-19-000673,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001340127,CARB,CARBONITE INC,2020-01-10,2020-01-10,2019-12-24,22.98,22.98,0.0,0.001089087344805062,-0.00043497172683770735,0.0,1.0,2019-12-26,0001193125-19-323007,1.01|1.02|2.01|3.01|5.01|5.02|7.01|8.01|9.01,True,0001354457-19-000682,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001685715,JAG,JAGGED PEAK ENERGY INC.,2020-01-14,2020-01-14,2020-01-10,8.23,8.23,0.0,-0.06264236902050102,0.13360881542699743,0.0,1.0,2020-01-10,0001193125-20-005402,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0000876661-20-000023,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001701040,CISN,CISION LTD.,2020-02-03,2020-02-03,2020-01-31,9.99,9.99,0.0,0.0,0.0020060180541623396,0.0,1.0,2020-01-31,0001193125-20-021605,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-20-000071,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001047122,RTN,RAYTHEON CO/,2020-04-03,2020-04-03,2020-04-03,116.96,116.96,2307.0,-0.17645402056048454,-0.3661391719054846,0.0,1.0,2020-04-03,0001193125-20-097237,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-20-000291,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000791915,CY,CYPRESS SEMICONDUCTOR CORP /DE/,2020-04-16,2020-04-16,2020-04-16,23.82,23.82,2.0,0.0,0.07248986942818547,0.0,1.0,2020-04-16,0001104659-20-047540,1.02|2.01|2.04|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-20-000146,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001356104,MLNX,"MELLANOX TECHNOLOGIES, LTD.",2020-04-27,2020-04-27,2020-04-27,124.89,124.89,0.0,0.000801346261719571,0.03643153526970955,0.0,1.0,2020-04-27,0001193125-20-119847,2.01|3.01|3.03|5.01|5.02|5.03|9.01,False,,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001395848,IOTS,ADESTO TECHNOLOGIES CORP,2020-06-29,2020-06-29,2020-06-29,12.54,12.54,0.0,0.0,0.03893951946975971,0.0,1.0,2020-06-29,0001104659-20-077753,1.01|1.02|2.01|2.04|3.01|3.03|5.02|5.03|9.01,True,0001354457-20-000285,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000790703,TECD,TECH DATA CORP,2020-06-30,2020-06-30,2020-06-30,144.9,144.9,0.0,0.002421307506053294,0.05689277899343548,0.0,1.0,2020-06-30,0001193125-20-184003,1.01|1.02|2.01|3.01|3.03|5.02|5.03|7.01|9.01,True,0001354457-20-000287,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001145057,FSCT,"FORESCOUT TECHNOLOGIES, INC",2020-08-17,2020-08-17,2020-08-17,28.99,28.99,0.0,0.0003450655624568366,0.0031141868512110094,0.0,1.0,2020-08-17,0001104659-20-096063,1.01|1.02|2.01|2.03|3.01|3.03|5.01|5.02|5.03,True,0001354457-20-000419,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001112920,GSB,GLOBALSCAPE INC,2020-08-28,2020-08-28,2020-08-28,9.48,9.48,1.0,-0.0062893081761005165,-0.007329842931937169,0.0,1.0,2020-08-28,0001140361-20-019275,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0001143313-20-000037,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001420302,LOGM,"LOGMEIN, INC.",2020-08-31,2020-08-31,2020-08-31,86.04,86.04,0.0,0.00011623852144615476,0.002680340286679961,0.0,1.0,2020-08-31,0001193125-20-235656,1.01|1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-20-000441,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0000072207,NBL,NOBLE ENERGY INC,2020-10-06,2020-10-06,2020-10-05,8.46,8.46,0.0,-0.03314285714285703,-0.12962962962962965,0.0,1.0,2020-10-05,0001193125-20-263378,1.02|2.01|3.01|3.03|5.01|5.02|5.03|9.01,True,0001354457-20-000557,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
0001346980,CHAP,"CHAPARRAL ENERGY, INC.",2020-10-14,2020-10-14,2020-10-14,0.035,0.035,153382.0,-0.051490514905149,0.002865329512893977,0.0,1.0,2020-08-19,0001193125-20-224691,3.01,False,,unknown_requires_classification,False,apply_minus_100_percent_sensitivity_if_unresolved
0001351285,RST,ROSETTA STONE INC,2020-10-26,2020-10-26,2020-10-15,29.99,29.99,0.0,0.0013355592654422654,0.0013355592654422654,0.0,1.0,2020-10-15,0001193125-20-269980,1.02|2.01|3.01|3.03|5.01|5.02|5.03|8.01|9.01,True,0000876661-20-000927,merger_or_acquisition_completion,True,liquidate_at_last_tradable_close_then_cash
