Date,Top5_Smooth_Momentum,Top4_RiskAdjusted_Momentum,Top3_Strict_Leadership,DefensiveAware_Top5,SectorBlend_SPY_QQQ,SectorBalancedCarryForward
2005-11-04,0.0,0.30307061163762145,0.0,0.2,0.9999999999999999,0.001584752222281112
2005-11-11,0.0,0.3030706116376215,0.3333333333333333,0.2,0.13999999999999999,0.008255881142079674
2005-11-18,0.2,0.3076446831553713,0.0,0.0,0.0,0.003647523116660889
2005-11-25,0.0,0.008988979729721049,0.0,0.0,0.0,0.003613943585083261
2005-12-02,0.0,0.1767125875272735,0.3333333333333333,0.0,0.0,0.21252601342505706
2005-12-09,0.0,0.0013541597331820504,0.0,0.2,0.13999999999999999,0.0006955231161783065
2005-12-16,0.0,0.005564672972522944,0.3333333333333333,0.0,0.0,0.0008260885711978971
2005-12-23,0.0,0.29735960830639274,0.0,0.2,0.13999999999999999,0.013058318799972518
2005-12-30,0.0,0.2909866970033982,0.0,0.0,0.0,0.002620769821555069
2006-01-06,0.0,0.0198371546175527,0.3333333333333333,0.2,0.13999999999999999,0.01521360486772836
2006-01-13,0.0,0.0115304405178418,0.0,0.0,0.0,0.009947345762513805
2006-01-20,0.2,0.5479739346164008,0.3333333333333333,0.2,0.13999999999999999,0.016869118073856902
2006-01-27,0.2,0.35,0.9999999999999999,0.2,0.9999999999999999,0.012331767889186024
2006-02-03,0.2,0.2870296393061983,0.9999999999999999,0.2,1.0,0.016041527124778243
2006-02-10,0.0,0.25169242538385195,0.9999999999999999,0.0,0.0,0.003229323646124424
2006-02-17,0.0,0.008655638731361465,0.9999999999999999,0.0,0.0,0.008170218499363752
2006-02-24,0.0,0.006538029625835315,0.0,0.0,0.0,0.008110695470469595
2006-03-03,0.0,0.003486605294236972,0.3333333333333333,0.0,0.0,0.006557047970524504
2006-03-10,0.2,0.005762025331825127,0.0,0.2,0.13999999999999999,0.25
2006-03-17,0.2,0.014469929180649141,0.0,0.2,0.13999999999999999,0.003877704231566803
2006-03-24,0.0,0.0039860718886060575,0.0,0.0,0.0,0.003291389926637814
2006-03-31,0.0,0.005166357868730903,0.0,0.0,0.0,0.0041423942459190705
2006-04-07,0.0,0.008576754694979344,0.0,0.2,0.13999999999999999,0.009104232332575249
2006-04-14,0.0,0.006004052058976014,0.3333333333333333,0.0,0.0,0.004434946656245886
2006-04-21,0.0,0.19239690801284148,0.0,0.0,0.0,0.007465447344170428
2006-04-28,0.0,0.30034554525373286,0.0,0.0,0.0,0.0064877098644601505
2006-05-05,0.2,0.3003455452537329,0.0,0.0,0.0,0.009745485487087105
2006-05-12,0.0,0.20456053012530334,0.9999999999999999,0.0,1.0,0.2015258302256611
2006-05-19,0.0,0.009040869082219197,0.0,0.0,0.0,0.00900517793449973
2006-05-26,0.0,0.35,0.0,0.2,0.0,0.003419090861080998
2006-06-02,0.0,0.35,0.0,0.2,0.0,0.0016852972602327543
2006-06-09,0.0,0.5307244971880428,0.0,0.2,0.0,0.014704537731250106
2006-06-16,0.0,0.2739216444888445,0.0,0.2,0.0,0.001408578850365258
2006-06-23,0.2,0.35,0.0,0.0,0.0,0.2523515917699358
2006-06-30,0.0,0.2562021075497536,0.0,0.0,0.0,0.0017432238722614457
2006-07-07,0.0,0.003564070973650635,0.0,0.0,0.0,0.00495363649705341
2006-07-14,0.2,0.0018786841192958287,0.0,0.2,0.0,0.2504249699235426
2006-07-21,0.4,0.24865327052522035,0.0,0.4,0.0,0.296985441653035
2006-07-28,0.0,0.005005017996345562,0.0,0.19999999999999998,0.0,0.10516556552641712
2006-08-04,0.0,0.004761406689866271,0.0,0.0,0.0,0.005481367448795106
2006-08-11,0.0,0.2493907522570431,0.0,0.0,0.0,0.008860553928788623
2006-08-18,0.0,0.24010029919575482,0.0,0.0,0.0,0.006900166612200644
2006-08-25,0.0,0.2674697340579831,0.0,0.2,0.0,0.0005913522711943203
2006-09-01,0.0,0.002681415234412704,0.0,0.2,0.0,0.001827251474355647
2006-09-08,0.0,0.010077300004340525,0.0,0.2,0.0,0.22225399542126673
2006-09-15,0.0,0.004582011543655687,0.0,0.2,0.0,0.006356760542822595
2006-09-22,0.0,0.25534524691355287,0.0,0.0,0.0,0.0058730443127740645
2006-09-29,0.0,0.23936031378330147,0.0,0.0,0.0,0.007231758061260016
2006-10-06,0.0,0.20174041491934336,0.0,0.2,0.0,0.01168492278395522
2006-10-13,0.0,0.0043469759826888915,0.9999999999999999,0.2,0.9999999999999998,0.005084036374673917
2006-10-20,0.0,0.010385396209476802,0.9999999999999999,0.2,0.9999999999999998,0.008669809951463991
2006-10-27,0.0,0.24565311343506224,0.9999999999999999,0.2,0.9999999999999998,0.004248911611141659
2006-11-03,0.0,0.011646285918044993,0.9999999999999999,0.2,0.9999999999999998,0.011200446707758771
2006-11-10,0.2,0.35,0.9999999999999999,0.2,0.9999999999999998,0.01692793586730261
2006-11-17,0.0,0.3484260890160671,0.0,0.0,0.0,0.007483545045256848
2006-11-24,0.2,0.3484260890160671,0.0,0.2,0.13999999999999999,0.25
2006-12-01,0.0,0.0025688665800376875,0.0,0.2,0.13999999999999999,0.2218639198613261
2006-12-08,0.0,0.23381073475998232,0.3333333333333333,0.2,0.13999999999999999,0.009825599938735663
2006-12-15,0.0,0.25670607761048886,0.9999999999999999,0.2,0.13999999999999999,0.007298546379940929
2006-12-22,0.0,0.20771989645565686,0.9999999999999999,0.0,0.0,0.00481109298540662
2006-12-29,0.0,0.004027166863879536,0.0,0.2,0.13999999999999999,0.005557169761095257
2007-01-05,0.0,0.3245491790425787,0.3333333333333333,0.2,0.13999999999999999,0.006466357960378255
2007-01-12,0.2,0.28516395889979523,0.0,0.2,0.13999999999999999,0.020566961886933938
2007-01-19,0.0,0.19815046300123873,0.3333333333333333,0.0,0.0,0.24999999999999994
2007-01-26,0.0,0.35000000000000003,0.0,0.0,0.0,0.009782637137000672
2007-02-02,0.0,0.002538319443659995,0.0,0.2,0.13999999999999999,0.001956302831738782
2007-02-09,0.0,0.3364777471444751,0.0,0.2,0.13999999999999999,0.010123396562018952
2007-02-16,0.0,0.3079415936789994,0.0,0.2,0.13999999999999999,0.021815414536732455
2007-02-23,0.0,0.22359022690367802,0.0,0.2,0.13999999999999999,0.013977690115669975
2007-03-02,0.0,0.28759959758460735,0.3333333333333333,0.0,0.0,0.009666320427236932
2007-03-09,0.0,0.0010841103328797924,0.9999999999999999,0.0,0.9999999999999998,0.0011179223226093354
2007-03-16,0.2,0.24711194385641239,0.9999999999999999,0.0,0.9999999999999998,0.2434036456400424
2007-03-23,0.0,0.005841932769619404,0.9999999999999999,0.2,0.9999999999999998,0.005845378290038908
2007-03-30,0.2,0.30380880331777793,0.9999999999999999,0.0,0.9999999999999999,0.0033241195869104234
2007-04-06,0.0,0.17085127589847163,0.9999999999999999,0.2,0.9999999999999999,0.006986906121608197
2007-04-13,0.2,0.0027575664345392825,0.9999999999999999,0.2,0.9999999999999999,0.25
2007-04-20,0.2,0.010983975996939732,0.0,0.0,0.0,0.23037023769790244
2007-04-27,0.0,0.29833252891682893,0.0,0.2,0.13999999999999999,0.14593852899337456
2007-05-04,0.0,0.2682297079957529,0.0,0.0,0.0,0.00406145488389055
2007-05-11,0.0,0.00399228357856482,0.0,0.0,0.0,0.0025104291653766375
2007-05-18,0.0,0.22031984164354423,0.0,0.0,0.0,0.0081140059735159
2007-05-25,0.0,0.049460151876320205,0.0,0.0,0.0,0.0073705573526137574
2007-06-01,0.0,0.23703145738654155,0.3333333333333333,0.2,0.13999999999999999,0.007816351531872101
2007-06-08,0.0,0.25237127294986095,0.0,0.2,0.13999999999999999,0.011549165378219178
2007-06-15,0.0,0.006245822862118319,0.9999999999999999,0.0,0.9999999999999999,0.004684367146588708
2007-06-22,0.2,0.3153514503391066,0.9999999999999999,0.0,0.9999999999999999,0.018988746722237354
2007-06-29,0.0,0.002927921129419142,0.9999999999999999,0.0,0.9999999999999999,0.0016405015918359578
2007-07-06,0.2,0.012726428156612776,0.0,0.2,0.0,0.00956945158104043
2007-07-13,0.0,0.0024779702763123718,0.0,0.0,0.0,0.004259576331199513
2007-07-20,0.0,0.012962418360708314,0.0,0.0,0.0,0.004875091375581939
2007-07-27,0.2,0.03986816170015531,0.0,0.2,0.0,0.24425665559579884
2007-08-03,0.0,0.00750396797314945,0.0,0.0,0.0,0.005627975979862129
2007-08-10,0.0,0.31404385372466104,0.0,0.0,0.0,0.002045975362639299
2007-08-17,0.2,0.0033604936903316035,0.0,0.2,0.0,0.16249966436254265
2007-08-24,0.0,0.00874990293581654,0.0,0.2,0.0,0.007422713376957379
2007-08-31,0.0,0.022391953426426095,0.0,0.0,0.0,0.02670025841009134
2007-09-07,0.0,0.30563652279126297,0.0,0.2,0.0,0.0030098721528465655
2007-09-14,0.0,0.3025410766939932,0.0,0.2,0.0,0.0024049892366602987
2007-09-21,0.0,0.01979212986802059,0.0,0.2,0.0,0.009561211285380247
2007-09-28,0.0,0.009014722030687969,0.0,0.2,0.0,0.006742098632317006
2007-10-05,0.0,0.3119680258548135,0.0,0.2,0.0,0.002489165438307378
2007-10-12,0.0,0.315303479434237,0.0,0.2,0.0,0.0012808322377716591
2007-10-19,0.0,0.010342538026083134,0.0,0.0,0.0,0.14365360096464602
2007-10-26,0.0,0.2442887353456567,0.0,0.2,0.0,0.0064195222912253325
2007-11-02,0.0,0.0025325903305596364,0.0,0.2,0.0,0.0022053915823708192
2007-11-09,0.0,0.29811677819228444,0.0,0.2,0.0,0.039499044394555705
2007-11-16,0.0,0.2542672603407252,0.0,0.2,0.0,0.002706759230022268
2007-11-23,0.2,0.2046977214361778,0.0,0.4,0.0,0.3851173449393183
2007-11-30,0.0,0.27892451940164076,0.0,0.4,0.0,0.15585070607623586
2007-12-07,0.0,0.008929430853097983,0.0,0.2,0.0,0.010834577208619064
2007-12-14,0.0,0.28057953062035723,0.0,0.0,0.0,0.005786455812194155
2007-12-21,0.0,0.010415817523823298,0.0,0.0,0.0,0.010277394147020849
2007-12-28,0.0,0.0014231254095292412,0.0,0.0,0.0,0.001486778840281755
2008-01-04,0.2,0.22851672173000837,0.0,0.4,0.0,0.3601296779351806
2008-01-11,0.0,0.26099530418387695,0.0,0.25000000000000006,0.0,0.25006992353931823
2008-01-18,0.0,0.9999999999999999,0.0,1.0,0.0,1.0
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,1.0,0.0,1.0,0.0,1.0
2008-02-08,0.0,1.0,0.0,1.0,0.0,1.0
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-22,0.2,1.0,0.0,1.0,0.0,0.9999999999999999
2008-02-29,0.2,1.0,0.0,1.0,0.0,0.9999999999999999
2008-03-07,0.2,0.0,0.0,0.0,0.0,0.0
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-21,0.2,0.0,0.0,0.0,0.0,0.0
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-04,0.0,1.0,0.0,1.0,0.0,0.9999999999999999
2008-04-11,0.0,1.0,0.0,1.0,0.0,0.9999999999999999
2008-04-18,0.0,1.0,0.0,1.0,0.0,1.0
2008-04-25,0.0,1.0,0.0,1.0,0.0,1.0
2008-05-02,0.0,1.0,0.0,1.0,0.0,1.0
2008-05-09,0.0,0.0023189302381079746,0.0,0.0,0.0,6.849918344861705e-06
2008-05-16,0.0,0.35,0.0,0.19999999999999998,0.0,0.22324369301638936
2008-05-23,0.2,0.2976582573551857,0.0,0.4000000000000001,0.0,0.4732436930163893
2008-05-30,0.0,0.003923341244560702,0.0,0.0,0.0,0.0
2008-06-06,0.0,1.0,0.0,1.0,0.0,0.9999999999999999
2008-06-13,0.2,0.0,0.0,0.0,0.0,0.0
2008-06-20,0.2,0.0,0.0,0.0,0.0,0.0
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-04,0.2,0.0,0.0,0.0,0.0,0.0
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-18,0.2,0.0,0.0,0.0,0.0,0.0
2008-07-25,0.4,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.4,0.0,0.0,0.0,0.0,0.0
2008-08-08,0.4,1.0,0.0,1.0,0.0,1.0
2008-08-15,0.2,2.7755575615628914e-17,0.0,0.0,0.0,0.0
2008-08-22,0.0,1.0,0.0,1.0,0.0,1.0
2008-08-29,0.2,0.0,0.0,0.0,0.0,0.0
2008-09-05,0.4,0.0,0.0,0.0,0.0,0.0
2008-09-12,0.2,1.0,0.0,1.0,0.0,1.0
2008-09-19,0.2,1.0,0.0,1.0,0.0,1.0
2008-09-26,0.2,0.0,0.0,0.0,0.0,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-17,0.4,0.0,0.0,0.0,0.0,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-07,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-14,0.2,0.0,0.0,0.0,0.0,0.0
2008-11-21,0.2,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.2,0.0,0.0,0.0,0.0,0.0
2008-12-05,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-19,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-26,0.2,0.0,0.0,0.0,0.0,0.0
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-09,0.2,0.0,0.0,0.0,0.0,0.0
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.2,0.0,0.0,0.0,0.0,0.0
2009-02-06,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-13,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-20,0.2,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,0.2,0.0,0.0,0.0,0.0,0.0
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,0.2,0.0,0.0,0.0,0.0,0.0
2009-04-03,0.4,0.0,0.0,0.0,0.0,0.0
2009-04-10,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,0.2,0.0,0.0,0.0,0.0,0.0
2009-04-24,0.4,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.2,0.0,0.0,0.0,0.0,0.0
2009-05-08,0.2,0.0,0.0,0.0,0.0,0.0
2009-05-15,0.2,0.0,0.0,0.0,0.0,0.0
2009-05-22,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,1.0,0.0,1.0,0.0,1.0
2009-06-05,0.0,0.2111822789335274,0.0,0.19999999999999998,0.0,0.16833620013379008
2009-06-12,0.2,0.22485797161109253,0.0,0.0,0.0,0.007664612981726521
2009-06-19,0.2,0.28424384090682925,0.0,0.4,0.0,0.3538047591167254
2009-06-26,0.0,0.002125490411610975,0.0,0.19999999999999998,0.0,0.2146854851629693
2009-07-03,0.2,1.0,0.0,0.9999999999999999,0.0,1.0
2009-07-10,0.2,0.9999999999999999,0.0,1.0,0.0,1.0000000000000002
2009-07-17,0.2,0.003678518339370454,1.0,0.19999999999999998,0.9999999999999999,0.0927343678766689
2009-07-24,0.0,0.004436830475912187,0.0,0.2,0.13999999999999999,0.004980156979638266
2009-07-31,0.0,0.0022929772152545658,1.0,0.2,0.9999999999999998,0.0023531489067143974
2009-08-07,0.0,0.011849607312914096,0.0,0.0,0.0,0.0038979251765730166
2009-08-14,0.0,0.0009194607793156645,0.0,0.0,0.0,0.0008085004398103515
2009-08-21,0.2,0.35,0.0,0.0,0.0,0.25000108898915696
2009-08-28,0.0,0.35,1.0,0.2,0.9999999999999999,0.0018048719241060551
2009-09-04,0.0,0.004529169615038603,0.0,0.0,0.0,0.003984574425095151
2009-09-11,0.0,0.0049965280871073214,0.3333333333333333,0.0,0.0,0.01563331864279184
2009-09-18,0.0,0.35,0.0,0.0,0.0,0.004739124812292904
2009-09-25,0.0,0.35000000000000003,0.0,0.0,0.0,0.003838788268108552
2009-10-02,0.0,0.2570150541813503,0.0,0.0,0.0,0.009087816776238496
2009-10-09,0.0,0.25701505418135034,0.3333333333333333,0.0,0.0,0.0060862235685403415
2009-10-16,0.0,0.000538827951432258,0.0,0.2,0.13999999999999999,0.00011620891256360066
2009-10-23,0.0,0.2676521671013669,0.3333333333333333,0.2,0.13999999999999999,0.0009204309966777541
2009-10-30,0.2,0.16682855209355857,0.0,0.4,0.27999999999999997,0.22570369320312575
2009-11-06,0.2,0.15453942247310193,0.9999999999999999,0.4,0.27999999999999997,0.25000145397319223
2009-11-13,0.0,0.014625487620638047,0.3333333333333333,0.2,0.13999999999999999,0.00655454971828285
2009-11-20,0.2,0.0008655375717834257,0.0,0.2,0.13999999999999999,0.17899774505107457
2009-11-27,0.0,0.0036029396234555228,0.3333333333333333,0.2,0.13999999999999999,0.000992318513617342
2009-12-04,0.0,0.002576036811279145,0.3333333333333333,0.0,0.0,0.003939094450451118
2009-12-11,0.0,0.0016260564392533844,0.3333333333333333,0.0,0.0,5.7721915855714345e-05
2009-12-18,0.2,0.002024539119399163,0.3333333333333333,0.0,0.0,0.003590099452909709
2009-12-25,0.0,0.0023189268692190984,0.3333333333333333,0.2,0.13999999999999999,0.2500002039320342
2010-01-01,0.0,0.0016796976717284168,0.0,0.0,0.0,0.0021023531240862425
2010-01-08,0.2,0.35000000000000003,0.3333333333333333,0.2,0.13999999999999999,0.0018823632152412534
2010-01-15,0.0,0.3499999999999999,0.0,0.2,0.13999999999999999,0.007598280889630195
2010-01-22,0.0,0.2428200885427465,0.3333333333333333,0.2,0.13999999999999999,0.005471359576580695
2010-01-29,0.4,0.002429812348051702,0.0,0.2,0.13999999999999999,0.2500003498116938
2010-02-05,0.2,0.01064664936550598,0.9999999999999999,0.2,0.13999999999999999,0.01706380538632129
2010-02-12,0.0,0.0023139107584016633,0.0,0.0,0.0,0.004057733123265329
2010-02-19,0.0,0.006863804076699842,0.0,0.0,0.0,0.0037132132631534503
2010-02-26,0.0,0.0005899183389986434,0.9999999999999999,0.0,0.0,0.0007111848809034232
2010-03-05,0.0,0.0023665112677962313,0.0,0.2,0.13999999999999999,0.006352492217202632
2010-03-12,0.2,0.29844102749261475,0.0,0.2,0.13999999999999999,0.0024204215198453255
2010-03-19,0.2,0.2919511084486756,0.0,0.4,0.27999999999999997,0.008224348018110728
2010-03-26,0.0,0.2919511084486756,0.0,0.2,0.13999999999999999,0.004814612491644443
2010-04-02,0.0,0.2835977681941946,0.0,0.2,0.13999999999999999,0.22931486372856646
2010-04-09,0.0,0.2835977681941946,0.0,0.2,0.13999999999999999,0.005822788905364876
2010-04-16,0.2,0.0030673044723130843,0.0,0.2,0.13999999999999999,0.0029470614731741673
2010-04-23,0.2,0.005726193217601927,0.0,0.0,0.0,0.256783326382939
2010-04-30,0.0,0.35,0.0,0.2,0.13999999999999999,0.01768668650657057
2010-05-07,0.0,0.29656661224885755,0.0,0.2,0.13999999999999999,0.020944311077883665
2010-05-14,0.0,0.007142844757078298,0.0,0.2,0.13999999999999999,0.006180123171236951
2010-05-21,0.2,0.35,0.9999999999999999,0.4,0.9999999999999998,0.42504544323073895
2010-05-28,0.0,0.35,0.0,0.25000000000000006,0.0,0.25034231664237405
2010-06-04,0.2,0.0022805756176095815,0.0,0.0,0.0,0.0
2010-06-11,0.2,0.0022758757208926894,0.0,0.0,0.0,0.0
2010-06-18,0.0,0.25991663113516944,0.9999999999999999,0.4,0.0,0.444937473351377
2010-06-25,0.2,0.25991663113516944,0.9999999999999999,0.4,0.0,0.444937473351377
2010-07-02,0.2,1.0,0.0,1.0,0.0,0.9999999999999999
2010-07-09,0.0,1.0,0.0,1.0,0.0,1.0
2010-07-16,0.2,1.0,0.0,1.0,0.0,1.0
2010-07-23,0.0,1.0,0.9999999999999999,1.0,0.9999999999999998,1.0
2010-07-30,0.0,0.0005617926475595392,0.9999999999999999,0.2,0.9999999999999998,0.0006811279704418971
2010-08-06,0.0,0.0009558032354614054,0.9999999999999999,0.2,0.9999999999999998,0.0011509397653784587
2010-08-13,0.2,0.0041036952827002565,0.9999999999999999,0.2,0.9999999999999998,0.004418675426584834
2010-08-20,0.0,0.35,0.0,0.19999999999999998,0.0,0.2500000000000001
2010-08-27,0.2,1.0,0.0,1.0,0.0,1.0
2010-09-03,0.0,1.0,0.9999999999999999,1.0,0.0,1.0
2010-09-10,0.0,0.0005065186316455944,0.9999999999999999,0.0,0.0,0.0005287734432112973
2010-09-17,0.0,0.19510841180925545,0.9999999999999999,0.2,0.0,0.000580695309176496
2010-09-24,0.0,0.0007295505211734332,0.0,0.2,0.9999999999999998,0.0016509629785301377
2010-10-01,0.2,0.2089862203942758,0.3333333333333333,0.2,0.9999999999999998,0.0015555355889835115
2010-10-08,0.0,0.0010606002667070263,0.3333333333333333,0.2,0.9999999999999998,0.0014301255534016621
2010-10-15,0.0,0.20864678984902835,0.0,0.0,0.0,0.0017863903105285461
2010-10-22,0.2,0.27834504410264893,0.9999999999999999,0.6,0.9999999999999998,0.41105675639060213
2010-10-29,0.0,0.17899927855933004,0.0,0.4,0.9999999999999999,0.002654598521831572
2010-11-05,0.2,0.4903518265708407,1.0,0.2,0.13999999999999999,0.24835096139451784
2010-11-12,0.0,0.23562768127245215,0.6666666666666666,0.0,0.0,0.2305990462410401
2010-11-19,0.0,0.23073376802959478,0.0,0.2,0.13999999999999999,0.004105202928246204
2010-11-26,0.0,0.0016488117873736247,0.0,0.0,0.0,0.0019210804512266033
2010-12-03,0.0,0.23083105007970633,0.0,0.0,0.0,0.00780887293512976
2010-12-10,0.2,0.004263432480807322,0.0,0.0,0.0,0.17283045777953632
2010-12-17,0.0,0.0012500046748556426,0.0,0.0,0.0,0.0021145795110473486
2010-12-24,0.0,0.009297094567744815,0.0,0.0,0.0,0.00852926294730888
2010-12-31,0.2,0.002639446012834265,0.0,0.0,0.0,0.002655647064836425
2011-01-07,0.0,0.35,0.0,0.0,0.0,0.25000000000000006
2011-01-14,0.0,0.2668748551808817,0.3333333333333333,0.2,0.13999999999999999,0.004979911379401444
2011-01-21,0.0,0.35,0.0,0.0,0.0,0.022042020328131753
2011-01-28,0.0,0.35,0.0,0.2,0.13999999999999999,0.006877038939392871
2011-02-04,0.0,0.006603623246347501,0.0,0.0,0.0,0.005662139587662665
2011-02-11,0.0,0.2604605191376788,0.0,0.0,0.0,0.012233055685301253
2011-02-18,0.0,0.006518663879380118,0.0,0.2,0.13999999999999999,0.006257309980163855
2011-02-25,0.0,0.014015469409799239,0.0,0.0,0.0,0.01352626691722697
2011-03-04,0.0,0.309964372502576,0.3333333333333333,0.2,0.13999999999999999,0.017709119611636417
2011-03-11,0.0,0.35,0.3333333333333333,0.0,0.0,0.019220841407861775
2011-03-18,0.0,0.35000000000000003,0.3333333333333333,0.4,0.27999999999999997,0.01734797504454419
2011-03-25,0.0,0.23779990111848798,0.0,0.2,0.13999999999999999,0.005254884823150174
2011-04-01,0.0,0.32064988876850536,0.0,0.2,0.13999999999999999,0.003186390904218281
2011-04-08,0.2,0.35000000000000003,0.0,0.0,0.0,0.2089753344524877
2011-04-15,0.0,0.28031553752183697,0.3333333333333333,0.0,0.0,0.009814835886749182
2011-04-22,0.0,0.21475912150906715,0.3333333333333333,0.0,0.0,0.0020502383310922467
2011-04-29,0.0,0.21759418413149997,0.0,0.2,0.13999999999999999,0.0024936291093152763
2011-05-06,0.2,0.2192507929715411,0.3333333333333333,0.4,0.27999999999999997,0.02897799708221395
2011-05-13,0.0,0.45948508178655006,0.9999999999999999,0.4,0.27999999999999997,0.2504747495909758
2011-05-20,0.0,0.010024355250089281,0.0,0.0,0.0,0.011971391455124436
2011-05-27,0.2,0.0066994777229503755,0.9999999999999999,0.0,0.0,0.003803392754963955
2011-06-03,0.0,0.015834739194964795,0.0,0.0,0.0,0.011028175044809102
2011-06-10,0.0,0.019238733259965654,0.0,0.0,0.0,0.0156469469342308
2011-06-17,0.0,0.0028552064742784766,0.3333333333333333,0.0,0.0,0.001496527764763722
2011-06-24,0.0,0.010152259989892096,0.0,0.2,0.13999999999999999,0.003954150950430599
2011-07-01,0.0,0.003167475989867663,0.9999999999999999,0.0,0.0,0.018002871672136198
2011-07-08,0.0,0.005023264647465359,0.9999999999999999,0.0,0.0,0.0027628131848244503
2011-07-15,0.2,0.0038548385997985296,0.9999999999999999,0.0,0.0,0.00669628923355195
2011-07-22,0.0,0.0028819459937054898,0.9999999999999999,0.2,0.13999999999999999,0.24999999999999997
2011-07-29,0.0,0.011335599485131742,0.9999999999999999,0.2,0.13999999999999999,0.010053223718031648
2011-08-05,0.2,1.0,0.0,0.9999999999999999,0.9999999999999998,1.0
