Date,Ticker,recovery_momentum_13w_observed,recovery_vol_13w_observed,recovery_drawdown_26w_observed,contained_recovery_multiplier_observed,contained_recovery_quality_observed,contained_recovery_quality_tradable,contained_recovery_quality_score_observed,contained_recovery_quality_score_tradable,asset_class
2005-02-11,TIP,,,,,,,,,Bonds
2005-02-11,SPY,,,,,,,,,Equities
2005-02-11,XLV,,,,,,,,,Equities
2005-02-11,XLU,,,,,,,,,Equities
2005-02-11,XLP,,,,,,,,,Equities
2005-02-11,XLK,,,,,,,,,Equities
2005-02-11,XLI,,,,,,,,,Equities
2005-02-11,XLF,,,,,,,,,Equities
2005-02-11,XLE,,,,,,,,,Equities
2005-02-11,XLB,,,,,,,,,Equities
2005-02-11,VUG,,,,,,,,,Equities
2005-02-11,VTV,,,,,,,,,Equities
2005-02-11,VNQ,,,,,,,,,REITs
2005-02-11,TLT,,,,,,,,,Bonds
2005-02-11,XLY,,,,,,,,,Equities
2005-02-11,IEF,,,,,,,,,Bonds
2005-02-11,EEM,,,,,,,,,Equities
2005-02-11,QQQ,,,,,,,,,Equities
2005-02-11,EFA,,,,,,,,,Equities
2005-02-11,EWJ,,,,,,,,,Equities
2005-02-11,GLD,,,,,,,,,Commodities
2005-02-11,LQD,,,,,,,,,Bonds
2005-02-11,SHY,,,,,,,,,Bonds
2005-02-11,IWM,,,,,,,,,Equities
2005-02-11,IAU,,,,,,,,,Commodities
2005-02-11,VWO,,,,,,,,,Equities
2005-02-11,USO,,,,,,,,,Commodities
2005-02-11,SLV,,,,,,,,,Commodities
2005-02-11,DBA,,,,,,,,,Commodities
2005-02-11,UUP,,,,,,,,,FX
2005-02-11,MBB,,,,,,,,,Bonds
2005-02-11,HYG,,,,,,,,,Bonds
2005-02-11,BIL,,,,,,,,,Bonds
2005-02-11,VEA,,,,,,,,,Equities
2005-02-11,PDBC,,,,,,,,,Commodities
2005-02-18,TIP,,,,,,,,,Bonds
2005-02-18,SPY,,,,,,,,,Equities
2005-02-18,XLV,,,,,,,,,Equities
2005-02-18,XLU,,,,,,,,,Equities
2005-02-18,XLP,,,,,,,,,Equities
2005-02-18,XLK,,,,,,,,,Equities
2005-02-18,XLI,,,,,,,,,Equities
2005-02-18,XLF,,,,,,,,,Equities
2005-02-18,XLE,,,,,,,,,Equities
2005-02-18,XLB,,,,,,,,,Equities
2005-02-18,VUG,,,,,,,,,Equities
2005-02-18,VTV,,,,,,,,,Equities
2005-02-18,VNQ,,,,,,,,,REITs
2005-02-18,TLT,,,,,,,,,Bonds
2005-02-18,XLY,,,,,,,,,Equities
2005-02-18,IEF,,,,,,,,,Bonds
2005-02-18,EEM,,,,,,,,,Equities
2005-02-18,QQQ,,,,,,,,,Equities
2005-02-18,EFA,,,,,,,,,Equities
2005-02-18,EWJ,,,,,,,,,Equities
2005-02-18,GLD,,,,,,,,,Commodities
2005-02-18,LQD,,,,,,,,,Bonds
2005-02-18,SHY,,,,,,,,,Bonds
2005-02-18,IWM,,,,,,,,,Equities
2005-02-18,IAU,,,,,,,,,Commodities
2005-02-18,VWO,,,,,,,,,Equities
2005-02-18,USO,,,,,,,,,Commodities
2005-02-18,SLV,,,,,,,,,Commodities
2005-02-18,DBA,,,,,,,,,Commodities
2005-02-18,UUP,,,,,,,,,FX
2005-02-18,MBB,,,,,,,,,Bonds
2005-02-18,HYG,,,,,,,,,Bonds
2005-02-18,BIL,,,,,,,,,Bonds
2005-02-18,VEA,,,,,,,,,Equities
2005-02-18,PDBC,,,,,,,,,Commodities
2005-02-25,TIP,,,,,,,,,Bonds
2005-02-25,SPY,,,,,,,,,Equities
2005-02-25,XLV,,,,,,,,,Equities
2005-02-25,XLU,,,,,,,,,Equities
2005-02-25,XLP,,,,,,,,,Equities
2005-02-25,XLK,,,,,,,,,Equities
2005-02-25,XLI,,,,,,,,,Equities
2005-02-25,XLF,,,,,,,,,Equities
2005-02-25,XLE,,,,,,,,,Equities
2005-02-25,XLB,,,,,,,,,Equities
2005-02-25,VUG,,,,,,,,,Equities
2005-02-25,VTV,,,,,,,,,Equities
2005-02-25,VNQ,,,,,,,,,REITs
2005-02-25,TLT,,,,,,,,,Bonds
2005-02-25,XLY,,,,,,,,,Equities
2005-02-25,IEF,,,,,,,,,Bonds
2005-02-25,EEM,,,,,,,,,Equities
2005-02-25,QQQ,,,,,,,,,Equities
2005-02-25,EFA,,,,,,,,,Equities
2005-02-25,EWJ,,,,,,,,,Equities
2005-02-25,GLD,,,,,,,,,Commodities
2005-02-25,LQD,,,,,,,,,Bonds
2005-02-25,SHY,,,,,,,,,Bonds
2005-02-25,IWM,,,,,,,,,Equities
2005-02-25,IAU,,,,,,,,,Commodities
2005-02-25,VWO,,,,,,,,,Equities
2005-02-25,USO,,,,,,,,,Commodities
2005-02-25,SLV,,,,,,,,,Commodities
2005-02-25,DBA,,,,,,,,,Commodities
2005-02-25,UUP,,,,,,,,,FX
2005-02-25,MBB,,,,,,,,,Bonds
2005-02-25,HYG,,,,,,,,,Bonds
2005-02-25,BIL,,,,,,,,,Bonds
2005-02-25,VEA,,,,,,,,,Equities
2005-02-25,PDBC,,,,,,,,,Commodities
2005-03-04,TIP,,0.03590455359455231,,,,,,,Bonds
2005-03-04,SPY,,0.0772074145007155,,,,,,,Equities
2005-03-04,XLV,,0.07417368539881124,,,,,,,Equities
2005-03-04,XLU,,0.09765239288422224,,,,,,,Equities
2005-03-04,XLP,,0.05802653766545796,,,,,,,Equities
2005-03-04,XLK,,0.10869801551182615,,,,,,,Equities
2005-03-04,XLI,,0.0928840664287185,,,,,,,Equities
2005-03-04,XLF,,0.11689257560537467,,,,,,,Equities
2005-03-04,XLE,,0.13159422567032825,,,,,,,Equities
2005-03-04,XLB,,0.11904745076189878,,,,,,,Equities
2005-03-04,VUG,,0.08176205198870681,,,,,,,Equities
2005-03-04,VTV,,0.09457282363503275,,,,,,,Equities
2005-03-04,VNQ,,0.1643341713190269,,,,,,,REITs
2005-03-04,TLT,,0.08921875417387376,,,,,,,Bonds
2005-03-04,XLY,,0.10254663325141877,,,,,,,Equities
2005-03-04,IEF,,0.039025397870032064,,,,,,,Bonds
2005-03-04,EEM,,0.12882535359245065,,,,,,,Equities
2005-03-04,QQQ,,0.11910705667031488,,,,,,,Equities
2005-03-04,EFA,,0.06229678752941323,,,,,,,Equities
2005-03-04,EWJ,,0.1199031902201755,,,,,,,Equities
2005-03-04,GLD,,0.11168854723833141,,,,,,,Commodities
2005-03-04,LQD,,0.031073003986196158,,,,,,,Bonds
2005-03-04,SHY,,0.03,,,,,,,Bonds
2005-03-04,IWM,,0.09882101614537807,,,,,,,Equities
2005-03-04,IAU,,,,,,,,,Commodities
2005-03-04,VWO,,,,,,,,,Equities
2005-03-04,USO,,,,,,,,,Commodities
2005-03-04,SLV,,,,,,,,,Commodities
2005-03-04,DBA,,,,,,,,,Commodities
2005-03-04,UUP,,,,,,,,,FX
2005-03-04,MBB,,,,,,,,,Bonds
2005-03-04,HYG,,,,,,,,,Bonds
2005-03-04,BIL,,,,,,,,,Bonds
2005-03-04,VEA,,,,,,,,,Equities
2005-03-04,PDBC,,,,,,,,,Commodities
2005-03-11,TIP,,0.047950373572540735,,,,,,,Bonds
2005-03-11,SPY,,0.09198138298375064,,,,,,,Equities
2005-03-11,XLV,,0.08243091599101053,,,,,,,Equities
2005-03-11,XLU,,0.11251255480882749,,,,,,,Equities
2005-03-11,XLP,,0.07885677515155301,,,,,,,Equities
2005-03-11,XLK,,0.10419119021217348,,,,,,,Equities
2005-03-11,XLI,,0.09112132802217245,,,,,,,Equities
2005-03-11,XLF,,0.1172159097740798,,,,,,,Equities
2005-03-11,XLE,,0.22760203065893891,,,,,,,Equities
2005-03-11,XLB,,0.13444198166766383,,,,,,,Equities
2005-03-11,VUG,,0.08856569110409941,,,,,,,Equities
2005-03-11,VTV,,0.10393667622267276,,,,,,,Equities
2005-03-11,VNQ,,0.17785211329100375,,,,,,,REITs
2005-03-11,TLT,,0.10551935346787224,,,,,,,Bonds
2005-03-11,XLY,,0.10223365479391554,,,,,,,Equities
2005-03-11,IEF,,0.050832943160720505,,,,,,,Bonds
2005-03-11,EEM,,0.15371537168317212,,,,,,,Equities
2005-03-11,QQQ,,0.11233971965713807,,,,,,,Equities
2005-03-11,EFA,,0.06419324326211397,,,,,,,Equities
2005-03-11,EWJ,,0.11219893775154459,,,,,,,Equities
2005-03-11,GLD,,0.11440785244546442,,,,,,,Commodities
2005-03-11,LQD,,0.04110265803443955,,,,,,,Bonds
2005-03-11,SHY,,0.03,,,,,,,Bonds
2005-03-11,IWM,,0.12542787796351718,,,,,,,Equities
2005-03-11,IAU,,,,,,,,,Commodities
2005-03-11,VWO,,,,,,,,,Equities
2005-03-11,USO,,,,,,,,,Commodities
2005-03-11,SLV,,,,,,,,,Commodities
2005-03-11,DBA,,,,,,,,,Commodities
2005-03-11,UUP,,,,,,,,,FX
2005-03-11,MBB,,,,,,,,,Bonds
2005-03-11,HYG,,,,,,,,,Bonds
2005-03-11,BIL,,,,,,,,,Bonds
2005-03-11,VEA,,,,,,,,,Equities
2005-03-11,PDBC,,,,,,,,,Commodities
2005-03-18,TIP,,0.047559244188128146,,,,,,,Bonds
2005-03-18,SPY,,0.09193198079596912,,,,,,,Equities
2005-03-18,XLV,,0.08898494997846007,,,,,,,Equities
2005-03-18,XLU,,0.10651113508822493,,,,,,,Equities
2005-03-18,XLP,,0.07562836476331532,,,,,,,Equities
2005-03-18,XLK,,0.10762633927986784,,,,,,,Equities
2005-03-18,XLI,,0.09155119122716134,,,,,,,Equities
2005-03-18,XLF,,0.11775158314030354,,,,,,,Equities
2005-03-18,XLE,,0.21473479489339636,,,,,,,Equities
2005-03-18,XLB,,0.13905530955991793,,,,,,,Equities
2005-03-18,VUG,,0.09091136239472475,,,,,,,Equities
2005-03-18,VTV,,0.10054126942501167,,,,,,,Equities
2005-03-18,VNQ,,0.16881298187625393,,,,,,,REITs
2005-03-18,TLT,,0.09959771500259348,,,,,,,Bonds
2005-03-18,XLY,,0.09741035939350133,,,,,,,Equities
2005-03-18,IEF,,0.0495789970006528,,,,,,,Bonds
2005-03-18,EEM,,0.17255221238447968,,,,,,,Equities
2005-03-18,QQQ,,0.11053383826956266,,,,,,,Equities
2005-03-18,EFA,,0.07361471547689005,,,,,,,Equities
2005-03-18,EWJ,,0.1120244397718814,,,,,,,Equities
2005-03-18,GLD,,0.11615804424125281,,,,,,,Commodities
2005-03-18,LQD,,0.04052584631975572,,,,,,,Bonds
2005-03-18,SHY,,0.03,,,,,,,Bonds
2005-03-18,IWM,,0.12201619225919813,,,,,,,Equities
2005-03-18,IAU,,,,,,,,,Commodities
2005-03-18,VWO,,,,,,,,,Equities
2005-03-18,USO,,,,,,,,,Commodities
2005-03-18,SLV,,,,,,,,,Commodities
2005-03-18,DBA,,,,,,,,,Commodities
2005-03-18,UUP,,,,,,,,,FX
2005-03-18,MBB,,,,,,,,,Bonds
2005-03-18,HYG,,,,,,,,,Bonds
2005-03-18,BIL,,,,,,,,,Bonds
2005-03-18,VEA,,,,,,,,,Equities
2005-03-18,PDBC,,,,,,,,,Commodities
2005-03-25,TIP,,0.048905900954346056,,,,,,,Bonds
2005-03-25,SPY,,0.09125905941869855,,,,,,,Equities
2005-03-25,XLV,,0.08603836329617234,,,,,,,Equities
2005-03-25,XLU,,0.11320067026131149,,,,,,,Equities
2005-03-25,XLP,,0.07267939848358562,,,,,,,Equities
2005-03-25,XLK,,0.10212172395548921,,,,,,,Equities
2005-03-25,XLI,,0.08761522529252391,,,,,,,Equities
2005-03-25,XLF,,0.12649494424905483,,,,,,,Equities
2005-03-25,XLE,,0.2462078947713875,,,,,,,Equities
2005-03-25,XLB,,0.1438269288540863,,,,,,,Equities
2005-03-25,VUG,,0.0863552151062294,,,,,,,Equities
2005-03-25,VTV,,0.10713259932025701,,,,,,,Equities
2005-03-25,VNQ,,0.16867656705683753,,,,,,,REITs
2005-03-25,TLT,,0.09520221535939478,,,,,,,Bonds
2005-03-25,XLY,,0.09634391395252125,,,,,,,Equities
2005-03-25,IEF,,0.04802997339191214,,,,,,,Bonds
2005-03-25,EEM,,0.20419868547220296,,,,,,,Equities
2005-03-25,QQQ,,0.1048918127104923,,,,,,,Equities
2005-03-25,EFA,,0.09604690110862324,,,,,,,Equities
2005-03-25,EWJ,,0.11836320339090442,,,,,,,Equities
2005-03-25,GLD,,0.1397876812212346,,,,,,,Commodities
2005-03-25,LQD,,0.03916294020925406,,,,,,,Bonds
2005-03-25,SHY,,0.03,,,,,,,Bonds
2005-03-25,IWM,,0.11816101325394086,,,,,,,Equities
2005-03-25,IAU,,0.16107538338713542,,,,,,,Commodities
2005-03-25,VWO,,,,,,,,,Equities
2005-03-25,USO,,,,,,,,,Commodities
2005-03-25,SLV,,,,,,,,,Commodities
2005-03-25,DBA,,,,,,,,,Commodities
2005-03-25,UUP,,,,,,,,,FX
2005-03-25,MBB,,,,,,,,,Bonds
2005-03-25,HYG,,,,,,,,,Bonds
2005-03-25,BIL,,,,,,,,,Bonds
2005-03-25,VEA,,,,,,,,,Equities
2005-03-25,PDBC,,,,,,,,,Commodities
2005-04-01,TIP,,0.052370553685271395,-0.01136632430750073,0.9886336756924993,,,,,Bonds
2005-04-01,SPY,,0.08725414118883773,-0.03942587973937839,0.9605741202606216,,,,,Equities
2005-04-01,XLV,,0.08339089882224146,-0.03096314046876336,0.9690368595312366,,,,,Equities
2005-04-01,XLU,,0.1108576124222434,-0.008010048687668303,0.9919899513123317,,,,,Equities
2005-04-01,XLP,,0.06991047153064142,-0.035198231391131984,0.964801768608868,,,,,Equities
2005-04-01,XLK,,0.09815760035423281,-0.0518338915844504,0.9481661084155496,,,,,Equities
2005-04-01,XLI,,0.08725663638611339,-0.03183162163427633,0.9681683783657237,,,,,Equities
2005-04-01,XLF,,0.12068827968786011,-0.07919401046963814,0.9208059895303619,,,,,Equities
2005-04-01,XLE,,0.24147890280011014,-0.018783717375427278,0.9812162826245727,,,,,Equities
2005-04-01,XLB,,0.13901011320782428,-0.056492298212250325,0.9435077017877497,,,,,Equities
2005-04-01,VUG,,0.0827735358368307,-0.03871072760008876,0.9612892723999112,,,,,Equities
2005-04-01,VTV,,0.10327003388189854,-0.03448238604118292,0.9655176139588171,,,,,Equities
2005-04-01,VNQ,,0.16195693834595798,-0.04340138249753589,0.9565986175024641,,,,,REITs
2005-04-01,TLT,,0.09595960428849148,-0.031008212230273946,0.968991787769726,,,,,Bonds
2005-04-01,XLY,,0.09208321116351373,-0.04529158585610882,0.9547084141438912,,,,,Equities
2005-04-01,IEF,,0.05157670017907531,-0.018785204693150148,0.9812147953068499,,,,,Bonds
2005-04-01,EEM,,0.19744931817303696,-0.07520729749815036,0.9247927025018496,,,,,Equities
2005-04-01,QQQ,,0.10029234356600013,-0.060960269796545674,0.9390397302034543,,,,,Equities
2005-04-01,EFA,,0.09285524969530037,-0.043740789950706294,0.9562592100492937,,,,,Equities
2005-04-01,EWJ,,0.12434050407992912,-0.053393505655665474,0.9466064943443345,,,,,Equities
2005-04-01,GLD,,0.13357204081253873,-0.04073827055725143,0.9592617294427486,,,,,Commodities
2005-04-01,LQD,,0.04166238052612112,-0.02527737557768195,0.974722624422318,,,,,Bonds
2005-04-01,SHY,,0.03,-0.0030193569628499395,0.9969806430371501,,,,,Bonds
2005-04-01,IWM,,0.11302744453678665,-0.050524833160593086,0.9494751668394069,,,,,Equities
2005-04-01,IAU,,0.15104398779162065,,,,,,,Commodities
2005-04-01,VWO,,,,,,,,,Equities
2005-04-01,USO,,,,,,,,,Commodities
2005-04-01,SLV,,,,,,,,,Commodities
2005-04-01,DBA,,,,,,,,,Commodities
2005-04-01,UUP,,,,,,,,,FX
2005-04-01,MBB,,,,,,,,,Bonds
2005-04-01,HYG,,,,,,,,,Bonds
2005-04-01,BIL,,,,,,,,,Bonds
2005-04-01,VEA,,,,,,,,,Equities
2005-04-01,PDBC,,,,,,,,,Commodities
2005-04-08,TIP,0.0035987375869208638,0.050990614072564555,-0.015314843886272467,0.9846851561137275,0.06949560320153415,,0.21739130434782616,,Bonds
2005-04-08,SPY,0.00019862508781498533,0.08419160426344795,-0.03476320635936381,0.9652367936406362,0.0022771895674918528,,-0.13043478260869568,,Equities
2005-04-08,XLV,0.02735795522662432,0.0984225834855348,-0.0028090917091802003,0.9971909082908198,0.2771833786036169,,0.5652173913043479,,Equities
2005-04-08,XLU,0.0969882403228961,0.10614016454684966,-0.0012276779834659024,0.9987723220165341,0.9126532864271102,,0.9565217391304348,,Equities
2005-04-08,XLP,0.003720722853795655,0.07208739453043225,-0.022926594802505695,0.9770734051974943,0.05043072193460313,,0.04347826086956519,,Equities
2005-04-08,XLK,-0.04205355839369973,0.09846870561985396,-0.04205355839369973,0.9579464416063003,-0.4091153261996861,,-0.7391304347826086,,Equities
2005-04-08,XLI,0.004833618233833992,0.08364853594535662,-0.029582867548292868,0.9704171324517071,0.05607540996183863,,0.13043478260869557,,Equities
2005-04-08,XLF,-0.05318369107982701,0.12037280410201216,-0.06867016877417853,0.9313298312258215,-0.4114846240132869,,-0.8260869565217391,,Equities
2005-04-08,XLE,0.2256861552883893,0.2497400986260521,-0.04580997916014573,0.9541900208398543,0.8622863464963427,,0.9565217391304348,,Equities
2005-04-08,XLB,0.047080803362914425,0.13376892314814243,-0.05900255056740833,0.9409974494325917,0.3311898970187312,,0.6521739130434783,,Equities
2005-04-08,VUG,-0.010164693065294772,0.08166994613802436,-0.030676880909693338,0.9693231190903067,-0.12064256746288929,,-0.5652173913043479,,Equities
2005-04-08,VTV,0.01731501829277282,0.09902841131571834,-0.030733000379998487,0.9692669996200015,0.16947536172720043,,0.4782608695652173,,Equities
2005-04-08,VNQ,-0.01660956236864608,0.1553258283298878,-0.0406342670311679,0.9593657329688321,-0.10258850796047249,,-0.4782608695652174,,REITs
2005-04-08,TLT,0.01534286875781099,0.09253620534198173,-0.034806754116106564,0.9651932458838934,0.16003285679149967,,0.3913043478260869,,Bonds
2005-04-08,XLY,-0.0391192151065326,0.0886502826523865,-0.04413127641439163,0.9558687235856084,-0.42180163551396793,,-0.9565217391304348,,Equities
2005-04-08,IEF,-0.004756608863088263,0.049383836364111026,-0.018902478645258847,0.9810975213547412,-0.09449847377635776,,-0.3913043478260869,,Bonds
2005-04-08,EEM,0.08789902536717986,0.19159325303939614,-0.05571390822289746,0.9442860917771025,0.43321894596112687,,0.826086956521739,,Equities
2005-04-08,QQQ,-0.04954593903862681,0.10208210205960934,-0.04954593903862681,0.9504540609613732,-0.46130651713959914,,-0.9565217391304348,,Equities
2005-04-08,EFA,0.033816342277844136,0.09149462381820284,-0.03167438040078108,0.9683256195992189,0.3578924009112984,,0.7391304347826086,,Equities
2005-04-08,EWJ,0.0037952286678795133,0.12145857512154454,-0.04253398367738137,0.9574660163226186,0.02991803971050724,,-0.04347826086956519,,Equities
2005-04-08,GLD,0.020315451028231513,0.12788565489574383,-0.03916276539534702,0.960837234604653,0.15263511612483335,,0.30434782608695654,,Commodities
2005-04-08,LQD,-0.016239405363578818,0.040936429668601095,-0.030630113307623663,0.9693698866923763,-0.3845472276083307,,-0.6521739130434783,,Bonds
2005-04-08,SHY,-0.0004397197811284448,0.03,-0.0025255643956575424,0.9974744356043425,-0.014620308016838682,,-0.30434782608695654,,Bonds
