,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_balanced_sector_breadth_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.09838331897723292,0.0,0.17538791690651964,0.1141679760203092,0.13942449458183978,0.10107117702353847,0.17156511649055994,0.19999999999999996
2006-07-07,0.09838331897723292,0.0,0.17538791690651964,0.1141679760203092,0.13942449458183978,0.10107117702353847,0.17156511649055994,0.19999999999999996
2006-07-14,0.09838331897723292,0.0,0.17538791690651964,0.1141679760203092,0.13942449458183978,0.10107117702353847,0.17156511649055994,0.19999999999999996
2006-07-21,0.09838331897723292,0.0,0.17538791690651964,0.1141679760203092,0.13942449458183978,0.10107117702353847,0.17156511649055994,0.19999999999999996
2006-07-28,0.07321789120249447,0.18000000000000002,0.15001371416507847,0.07261137740199552,0.10749951681814558,0.07821078279197505,0.138446717620311,0.19999999999999984
2006-08-04,0.07321789120249447,0.18000000000000002,0.15001371416507847,0.07261137740199552,0.10749951681814558,0.07821078279197505,0.138446717620311,0.19999999999999984
2006-08-11,0.07321789120249447,0.18000000000000002,0.15001371416507847,0.07261137740199552,0.10749951681814558,0.07821078279197505,0.138446717620311,0.19999999999999984
2006-08-18,0.07321789120249447,0.18000000000000002,0.15001371416507847,0.07261137740199552,0.10749951681814558,0.07821078279197505,0.138446717620311,0.19999999999999984
2006-08-25,0.06083290256437457,0.27,0.13271456064450457,0.05132475445355729,0.08711133571969037,0.06479308780771768,0.1332233588101555,0.19999999999999996
2006-09-01,0.06083290256437457,0.27,0.13271456064450457,0.05132475445355729,0.08711133571969037,0.06479308780771768,0.1332233588101555,0.19999999999999996
2006-09-08,0.06083290256437457,0.27,0.13271456064450457,0.05132475445355729,0.08711133571969037,0.06479308780771768,0.1332233588101555,0.19999999999999996
2006-09-15,0.06083290256437457,0.27,0.13271456064450457,0.05132475445355729,0.08711133571969037,0.06479308780771768,0.1332233588101555,0.19999999999999996
2006-09-22,0.06083290256437457,0.27,0.13271456064450457,0.05132475445355729,0.08711133571969037,0.06479308780771768,0.1332233588101555,0.19999999999999996
2006-09-29,0.055654797771529575,0.31500000000000006,0.12656164593735242,0.04170282926181434,0.07065793985791671,0.059811107766309206,0.13061167940507776,0.19999999999999996
2006-10-06,0.055654797771529575,0.31500000000000006,0.12656164593735242,0.04170282926181434,0.07065793985791671,0.059811107766309206,0.13061167940507776,0.19999999999999996
2006-10-13,0.055654797771529575,0.31500000000000006,0.12656164593735242,0.04170282926181434,0.07065793985791671,0.059811107766309206,0.13061167940507776,0.19999999999999996
2006-10-20,0.055654797771529575,0.31500000000000006,0.12656164593735242,0.04170282926181434,0.07065793985791671,0.059811107766309206,0.13061167940507776,0.19999999999999996
2006-10-27,0.0714147043730016,0.3148065329049964,0.12213711398949666,0.07581601617784274,0.10799950685418987,0.1056693514793445,0.1528071760684753,0.04934959815265294
2006-11-03,0.0714147043730016,0.3148065329049964,0.12213711398949666,0.07581601617784274,0.10799950685418987,0.1056693514793445,0.1528071760684753,0.04934959815265294
2006-11-10,0.0714147043730016,0.3148065329049964,0.12213711398949666,0.07581601617784274,0.10799950685418987,0.1056693514793445,0.1528071760684753,0.04934959815265294
2006-11-17,0.0714147043730016,0.3148065329049964,0.12213711398949666,0.07581601617784274,0.10799950685418987,0.1056693514793445,0.1528071760684753,0.04934959815265294
2006-11-24,0.0619689741603319,0.43811485823739726,0.1465321239449933,0.04528333532054514,0.07312690920412124,0.07489983800331133,0.16007396112929986,0.0
2006-12-01,0.0619689741603319,0.43811485823739726,0.1465321239449933,0.04528333532054514,0.07312690920412124,0.07489983800331133,0.16007396112929986,0.0
2006-12-08,0.0619689741603319,0.43811485823739726,0.1465321239449933,0.04528333532054514,0.07312690920412124,0.07489983800331133,0.16007396112929986,0.0
2006-12-15,0.0619689741603319,0.43811485823739726,0.1465321239449933,0.04528333532054514,0.07312690920412124,0.07489983800331133,0.16007396112929986,0.0
2006-12-22,0.0619689741603319,0.43811485823739726,0.1465321239449933,0.04528333532054514,0.07312690920412124,0.07489983800331133,0.16007396112929986,0.0
2006-12-29,0.0589530744809989,0.44825181549301624,0.14616572929414937,0.04473113676795272,0.07011240803728626,0.07177843981366652,0.16000739611293,0.0
2007-01-05,0.0589530744809989,0.44825181549301624,0.14616572929414937,0.04473113676795272,0.07011240803728626,0.07177843981366652,0.16000739611293,0.0
2007-01-12,0.0589530744809989,0.44825181549301624,0.14616572929414937,0.04473113676795272,0.07011240803728626,0.07177843981366652,0.16000739611293,0.0
2007-01-19,0.0589530744809989,0.44825181549301624,0.14616572929414937,0.04473113676795272,0.07011240803728626,0.07177843981366652,0.16000739611293,0.0
2007-01-26,0.059813796429680474,0.42595261014465996,0.15269095276369016,0.04894467447487276,0.07583065711857523,0.0767665694572284,0.16000073961129302,0.0
2007-02-02,0.059813796429680474,0.42595261014465996,0.15269095276369016,0.04894467447487276,0.07583065711857523,0.0767665694572284,0.16000073961129302,0.0
2007-02-09,0.059813796429680474,0.42595261014465996,0.15269095276369016,0.04894467447487276,0.07583065711857523,0.0767665694572284,0.16000073961129302,0.0
2007-02-16,0.059813796429680474,0.42595261014465996,0.15269095276369016,0.04894467447487276,0.07583065711857523,0.0767665694572284,0.16000073961129302,0.0
2007-02-23,0.05071834530892755,0.34952109402825876,0.15812215028379564,0.07589845976449326,0.1404399817064017,0.06529989494699376,0.1600000739611293,0.0
2007-03-02,0.05071834530892755,0.34952109402825876,0.15812215028379564,0.07589845976449326,0.1404399817064017,0.06529989494699376,0.1600000739611293,0.0
2007-03-09,0.05071834530892755,0.34952109402825876,0.15812215028379564,0.07589845976449326,0.1404399817064017,0.06529989494699376,0.1600000739611293,0.0
2007-03-16,0.05071834530892755,0.34952109402825876,0.15812215028379564,0.07589845976449326,0.1404399817064017,0.06529989494699376,0.1600000739611293,0.0
2007-03-23,0.05071834530892755,0.34952109402825876,0.15812215028379564,0.07589845976449326,0.1404399817064017,0.06529989494699376,0.1600000739611293,0.0
2007-03-30,0.06147159862465004,0.2736985536656993,0.13064860499072897,0.0994448459881762,0.16262555814304444,0.07057772487690936,0.1512640349614258,0.050269078749365925
2007-04-06,0.06147159862465004,0.2736985536656993,0.13064860499072897,0.0994448459881762,0.16262555814304444,0.07057772487690936,0.1512640349614258,0.050269078749365925
2007-04-13,0.06147159862465004,0.2736985536656993,0.13064860499072897,0.0994448459881762,0.16262555814304444,0.07057772487690936,0.1512640349614258,0.050269078749365925
2007-04-20,0.06147159862465004,0.2736985536656993,0.13064860499072897,0.0994448459881762,0.16262555814304444,0.07057772487690936,0.1512640349614258,0.050269078749365925
2007-04-27,0.06825863595480836,0.24419686747605324,0.1209684609954643,0.11314158442586553,0.17707048522421245,0.07498030186974276,0.15091912367510296,0.05046454037875037
2007-05-04,0.06825863595480836,0.24419686747605324,0.1209684609954643,0.11314158442586553,0.17707048522421245,0.07498030186974276,0.15091912367510296,0.05046454037875037
2007-05-11,0.06825863595480836,0.24419686747605324,0.1209684609954643,0.11314158442586553,0.17707048522421245,0.07498030186974276,0.15091912367510296,0.05046454037875037
2007-05-18,0.06825863595480836,0.24419686747605324,0.1209684609954643,0.11314158442586553,0.17707048522421245,0.07498030186974276,0.15091912367510296,0.05046454037875037
2007-05-25,0.0737327632094665,0.21873863026620002,0.12347366094039947,0.12059391276155743,0.1942645006026473,0.06767781993002606,0.15076291695351432,0.0507557953361889
2007-06-01,0.0737327632094665,0.21873863026620002,0.12347366094039947,0.12059391276155743,0.1942645006026473,0.06767781993002606,0.15076291695351432,0.0507557953361889
2007-06-08,0.0737327632094665,0.21873863026620002,0.12347366094039947,0.12059391276155743,0.1942645006026473,0.06767781993002606,0.15076291695351432,0.0507557953361889
2007-06-15,0.0737327632094665,0.21873863026620002,0.12347366094039947,0.12059391276155743,0.1942645006026473,0.06767781993002606,0.15076291695351432,0.0507557953361889
2007-06-22,0.0737327632094665,0.21873863026620002,0.12347366094039947,0.12059391276155743,0.1942645006026473,0.06767781993002606,0.15076291695351432,0.0507557953361889
2007-06-29,0.07729334522157114,0.20340634832439308,0.1310114152422508,0.13041778179031177,0.2118608058510115,0.06571583451704806,0.12939208142913847,0.050902387624275014
2007-07-06,0.07729334522157114,0.20340634832439308,0.1310114152422508,0.13041778179031177,0.2118608058510115,0.06571583451704806,0.12939208142913847,0.050902387624275014
2007-07-13,0.07729334522157114,0.20340634832439308,0.1310114152422508,0.13041778179031177,0.2118608058510115,0.06571583451704806,0.12939208142913847,0.050902387624275014
2007-07-20,0.07729334522157114,0.20340634832439308,0.1310114152422508,0.13041778179031177,0.2118608058510115,0.06571583451704806,0.12939208142913847,0.050902387624275014
2007-07-27,0.05380531741111686,0.16306888874230782,0.12906351944180858,0.08697882403522128,0.20856960919318623,0.05806232213786018,0.10045151903849914,0.19999999999999984
2007-08-03,0.05380531741111686,0.16306888874230782,0.12906351944180858,0.08697882403522128,0.20856960919318623,0.05806232213786018,0.10045151903849914,0.19999999999999984
2007-08-10,0.05380531741111686,0.16306888874230782,0.12906351944180858,0.08697882403522128,0.20856960919318623,0.05806232213786018,0.10045151903849914,0.19999999999999984
2007-08-17,0.05380531741111686,0.16306888874230782,0.12906351944180858,0.08697882403522128,0.20856960919318623,0.05806232213786018,0.10045151903849914,0.19999999999999984
2007-08-24,0.05380531741111686,0.16306888874230782,0.12906351944180858,0.08697882403522128,0.20856960919318623,0.05806232213786018,0.10045151903849914,0.19999999999999984
2007-08-31,0.02308926360505764,0.07373161905754448,0.06773406693257496,0.0373124784398845,0.11804536190173631,0.03023733956130699,0.04984987050189516,0.6
2007-09-07,0.02308926360505764,0.07373161905754448,0.06773406693257496,0.0373124784398845,0.11804536190173631,0.03023733956130699,0.04984987050189516,0.6
2007-09-14,0.02308926360505764,0.07373161905754448,0.06773406693257496,0.0373124784398845,0.11804536190173631,0.03023733956130699,0.04984987050189516,0.6
2007-09-21,0.02308926360505764,0.07373161905754448,0.06773406693257496,0.0373124784398845,0.11804536190173631,0.03023733956130699,0.04984987050189516,0.6
2007-09-28,0.066174045939369,0.13482217003971908,0.1535049544439827,0.13531358511964414,0.2688759681856102,0.06697795369384943,0.14155343914841076,0.03277788342941468
2007-10-05,0.066174045939369,0.13482217003971908,0.1535049544439827,0.13531358511964414,0.2688759681856102,0.06697795369384943,0.14155343914841076,0.03277788342941468
2007-10-12,0.066174045939369,0.13482217003971908,0.1535049544439827,0.13531358511964414,0.2688759681856102,0.06697795369384943,0.14155343914841076,0.03277788342941468
2007-10-19,0.066174045939369,0.13482217003971908,0.1535049544439827,0.13531358511964414,0.2688759681856102,0.06697795369384943,0.14155343914841076,0.03277788342941468
2007-10-26,0.02253370711270717,0.046880185065222055,0.06848239818908904,0.0424769624007906,0.12266538622099175,0.029437842260988802,0.0675235187502106,0.6
2007-11-02,0.02253370711270717,0.046880185065222055,0.06848239818908904,0.0424769624007906,0.12266538622099175,0.029437842260988802,0.0675235187502106,0.6
2007-11-09,0.02253370711270717,0.046880185065222055,0.06848239818908904,0.0424769624007906,0.12266538622099175,0.029437842260988802,0.0675235187502106,0.6
2007-11-16,0.02253370711270717,0.046880185065222055,0.06848239818908904,0.0424769624007906,0.12266538622099175,0.029437842260988802,0.0675235187502106,0.6
2007-11-23,0.02253370711270717,0.046880185065222055,0.06848239818908904,0.0424769624007906,0.12266538622099175,0.029437842260988802,0.0675235187502106,0.6
2007-11-30,0.019961162088037245,0.04178879652512277,0.07109913055837647,0.03591652585177829,0.1284784125181371,0.03011406546136988,0.07264190699717828,0.6000000000000001
2007-12-07,0.019961162088037245,0.04178879652512277,0.07109913055837647,0.03591652585177829,0.1284784125181371,0.03011406546136988,0.07264190699717828,0.6000000000000001
2007-12-14,0.019961162088037245,0.04178879652512277,0.07109913055837647,0.03591652585177829,0.1284784125181371,0.03011406546136988,0.07264190699717828,0.6000000000000001
2007-12-21,0.019961162088037245,0.04178879652512277,0.07109913055837647,0.03591652585177829,0.1284784125181371,0.03011406546136988,0.07264190699717828,0.6000000000000001
2007-12-28,0.03835729270330618,0.07999903447876658,0.14913396622413508,0.06760618747783585,0.25526224989005436,0.05842888713892731,0.15121238208697474,0.19999999999999984
2008-01-04,0.03835729270330618,0.07999903447876658,0.14913396622413508,0.06760618747783585,0.25526224989005436,0.05842888713892731,0.15121238208697474,0.19999999999999984
2008-01-11,0.03835729270330618,0.07999903447876658,0.14913396622413508,0.06760618747783585,0.25526224989005436,0.05842888713892731,0.15121238208697474,0.19999999999999984
2008-01-18,0.03835729270330618,0.07999903447876658,0.14913396622413508,0.06760618747783585,0.25526224989005436,0.05842888713892731,0.15121238208697474,0.19999999999999984
2008-01-25,0.017748194479263235,0.037225924055101216,0.07366508522203748,0.03159603992404155,0.13231543321608527,0.029270131869207423,0.07817919123426385,0.6
2008-02-01,0.017748194479263235,0.037225924055101216,0.07366508522203748,0.03159603992404155,0.13231543321608527,0.029270131869207423,0.07817919123426385,0.6
2008-02-08,0.017748194479263235,0.037225924055101216,0.07366508522203748,0.03159603992404155,0.13231543321608527,0.029270131869207423,0.07817919123426385,0.6
2008-02-15,0.017748194479263235,0.037225924055101216,0.07366508522203748,0.03159603992404155,0.13231543321608527,0.029270131869207423,0.07817919123426385,0.6
2008-02-22,0.017748194479263235,0.037225924055101216,0.07366508522203748,0.03159603992404155,0.13231543321608527,0.029270131869207423,0.07817919123426385,0.6
2008-02-29,0.016990181387697915,0.035659229230747796,0.07277861984430842,0.029895644890231034,0.1344598902808861,0.02936191358211774,0.08085452078401101,0.6
2008-03-07,0.016990181387697915,0.035659229230747796,0.07277861984430842,0.029895644890231034,0.1344598902808861,0.02936191358211774,0.08085452078401101,0.6
2008-03-14,0.016990181387697915,0.035659229230747796,0.07277861984430842,0.029895644890231034,0.1344598902808861,0.02936191358211774,0.08085452078401101,0.6
2008-03-21,0.016990181387697915,0.035659229230747796,0.07277861984430842,0.029895644890231034,0.1344598902808861,0.02936191358211774,0.08085452078401101,0.6
2008-03-28,0.01651510358343319,0.03461702264872248,0.07144661208998496,0.026270068876568676,0.13790639349023093,0.02903427130401518,0.08421052800704461,0.6
2008-04-04,0.01651510358343319,0.03461702264872248,0.07144661208998496,0.026270068876568676,0.13790639349023093,0.02903427130401518,0.08421052800704461,0.6
2008-04-11,0.01651510358343319,0.03461702264872248,0.07144661208998496,0.026270068876568676,0.13790639349023093,0.02903427130401518,0.08421052800704461,0.6
2008-04-18,0.01651510358343319,0.03461702264872248,0.07144661208998496,0.026270068876568676,0.13790639349023093,0.02903427130401518,0.08421052800704461,0.6
2008-04-25,0.01636998598000557,0.033874872815887094,0.07067158414848511,0.02438274368181353,0.140335936870363,0.028658863392998515,0.08570601311044723,0.6
2008-05-02,0.01636998598000557,0.033874872815887094,0.07067158414848511,0.02438274368181353,0.140335936870363,0.028658863392998515,0.08570601311044723,0.6
2008-05-09,0.01636998598000557,0.033874872815887094,0.07067158414848511,0.02438274368181353,0.140335936870363,0.028658863392998515,0.08570601311044723,0.6
2008-05-16,0.01636998598000557,0.033874872815887094,0.07067158414848511,0.02438274368181353,0.140335936870363,0.028658863392998515,0.08570601311044723,0.6
2008-05-23,0.01636998598000557,0.033874872815887094,0.07067158414848511,0.02438274368181353,0.140335936870363,0.028658863392998515,0.08570601311044723,0.6
2008-05-30,0.034157265199103844,0.06982434369134001,0.14631881699259058,0.04810887958793693,0.27225409597837924,0.05553280019749784,0.17380379835315163,0.19999999999999996
2008-06-06,0.034157265199103844,0.06982434369134001,0.14631881699259058,0.04810887958793693,0.27225409597837924,0.05553280019749784,0.17380379835315163,0.19999999999999996
2008-06-13,0.034157265199103844,0.06982434369134001,0.14631881699259058,0.04810887958793693,0.27225409597837924,0.05553280019749784,0.17380379835315163,0.19999999999999996
2008-06-20,0.034157265199103844,0.06982434369134001,0.14631881699259058,0.04810887958793693,0.27225409597837924,0.05553280019749784,0.17380379835315163,0.19999999999999996
2008-06-27,0.034808217957300054,0.07014986452191849,0.14775827617814222,0.05774549525796836,0.23736139124894673,0.05472477238004193,0.1974519824556823,0.19999999999999996
2008-07-04,0.034808217957300054,0.07014986452191849,0.14775827617814222,0.05774549525796836,0.23736139124894673,0.05472477238004193,0.1974519824556823,0.19999999999999996
2008-07-11,0.034808217957300054,0.07014986452191849,0.14775827617814222,0.05774549525796836,0.23736139124894673,0.05472477238004193,0.1974519824556823,0.19999999999999996
2008-07-18,0.034808217957300054,0.07014986452191849,0.14775827617814222,0.05774549525796836,0.23736139124894673,0.05472477238004193,0.1974519824556823,0.19999999999999996
2008-07-25,0.03412610067162634,0.06637973334555701,0.1438984934202919,0.06163580613947006,0.22742483302586677,0.055044808940588746,0.21149022445659926,0.19999999999999996
2008-08-01,0.03412610067162634,0.06637973334555701,0.1438984934202919,0.06163580613947006,0.22742483302586677,0.055044808940588746,0.21149022445659926,0.19999999999999996
2008-08-08,0.03412610067162634,0.06637973334555701,0.1438984934202919,0.06163580613947006,0.22742483302586677,0.055044808940588746,0.21149022445659926,0.19999999999999996
2008-08-15,0.03412610067162634,0.06637973334555701,0.1438984934202919,0.06163580613947006,0.22742483302586677,0.055044808940588746,0.21149022445659926,0.19999999999999996
2008-08-22,0.03412610067162634,0.06637973334555701,0.1438984934202919,0.06163580613947006,0.22742483302586677,0.055044808940588746,0.21149022445659926,0.19999999999999996
2008-08-29,0.03573621706670151,0.06574198235920464,0.1468728487506791,0.05348384013766793,0.2112206369510461,0.04925893633547209,0.23768553839922874,0.19999999999999996
2008-09-05,0.03573621706670151,0.06574198235920464,0.1468728487506791,0.05348384013766793,0.2112206369510461,0.04925893633547209,0.23768553839922874,0.19999999999999996
2008-09-12,0.03573621706670151,0.06574198235920464,0.1468728487506791,0.05348384013766793,0.2112206369510461,0.04925893633547209,0.23768553839922874,0.19999999999999996
2008-09-19,0.03573621706670151,0.06574198235920464,0.1468728487506791,0.05348384013766793,0.2112206369510461,0.04925893633547209,0.23768553839922874,0.19999999999999996
2008-09-26,0.017859822883939714,0.031474973978526846,0.07142256743975871,0.02568973174075145,0.1091642045648556,0.023997375353787584,0.12039132403838014,0.5999999999999999
2008-10-03,0.017859822883939714,0.031474973978526846,0.07142256743975871,0.02568973174075145,0.1091642045648556,0.023997375353787584,0.12039132403838014,0.5999999999999999
2008-10-10,0.017859822883939714,0.031474973978526846,0.07142256743975871,0.02568973174075145,0.1091642045648556,0.023997375353787584,0.12039132403838014,0.5999999999999999
2008-10-17,0.017859822883939714,0.031474973978526846,0.07142256743975871,0.02568973174075145,0.1091642045648556,0.023997375353787584,0.12039132403838014,0.5999999999999999
2008-10-24,0.017859822883939714,0.031474973978526846,0.07142256743975871,0.02568973174075145,0.1091642045648556,0.023997375353787584,0.12039132403838014,0.5999999999999999
2008-10-31,0.02078297231002604,0.0330824082990195,0.07436627036961281,0.018947836229325023,0.09003749716170961,0.028062396448398835,0.13472061918190822,0.6
2008-11-07,0.02078297231002604,0.0330824082990195,0.07436627036961281,0.018947836229325023,0.09003749716170961,0.028062396448398835,0.13472061918190822,0.6
2008-11-14,0.02078297231002604,0.0330824082990195,0.07436627036961281,0.018947836229325023,0.09003749716170961,0.028062396448398835,0.13472061918190822,0.6
2008-11-21,0.02078297231002604,0.0330824082990195,0.07436627036961281,0.018947836229325023,0.09003749716170961,0.028062396448398835,0.13472061918190822,0.6
2008-11-28,0.02396990298343249,0.03605450117328515,0.08127344591313786,0.022493133534824787,0.07820097397684815,0.03033195569195507,0.12767608672651654,0.5999999999999999
2008-12-05,0.02396990298343249,0.03605450117328515,0.08127344591313786,0.022493133534824787,0.07820097397684815,0.03033195569195507,0.12767608672651654,0.5999999999999999
2008-12-12,0.02396990298343249,0.03605450117328515,0.08127344591313786,0.022493133534824787,0.07820097397684815,0.03033195569195507,0.12767608672651654,0.5999999999999999
2008-12-19,0.02396990298343249,0.03605450117328515,0.08127344591313786,0.022493133534824787,0.07820097397684815,0.03033195569195507,0.12767608672651654,0.5999999999999999
2008-12-26,0.02676716982735632,0.033632913331207374,0.08789322979196179,0.023136844343110724,0.07029727490280434,0.025778410013568953,0.13249415778999052,0.6
2009-01-02,0.02676716982735632,0.033632913331207374,0.08789322979196179,0.023136844343110724,0.07029727490280434,0.025778410013568953,0.13249415778999052,0.6
2009-01-09,0.02676716982735632,0.033632913331207374,0.08789322979196179,0.023136844343110724,0.07029727490280434,0.025778410013568953,0.13249415778999052,0.6
2009-01-16,0.02676716982735632,0.033632913331207374,0.08789322979196179,0.023136844343110724,0.07029727490280434,0.025778410013568953,0.13249415778999052,0.6
2009-01-23,0.02676716982735632,0.033632913331207374,0.08789322979196179,0.023136844343110724,0.07029727490280434,0.025778410013568953,0.13249415778999052,0.6
2009-01-30,0.02798504227885809,0.03186258920335069,0.09041675712206498,0.02330731822612058,0.0649309530067597,0.022807340718375424,0.13868999944447052,0.6
2009-02-06,0.02798504227885809,0.03186258920335069,0.09041675712206498,0.02330731822612058,0.0649309530067597,0.022807340718375424,0.13868999944447052,0.6
2009-02-13,0.02798504227885809,0.03186258920335069,0.09041675712206498,0.02330731822612058,0.0649309530067597,0.022807340718375424,0.13868999944447052,0.6
2009-02-20,0.02798504227885809,0.03186258920335069,0.09041675712206498,0.02330731822612058,0.0649309530067597,0.022807340718375424,0.13868999944447052,0.6
2009-02-27,0.028807260317613877,0.030760452351474843,0.08982452088475995,0.022844576168050523,0.06185737675681446,0.021118674231452375,0.14478713928983397,0.6
2009-03-06,0.028807260317613877,0.030760452351474843,0.08982452088475995,0.022844576168050523,0.06185737675681446,0.021118674231452375,0.14478713928983397,0.6
