,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-03,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-10,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-17,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-24,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-09,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-09,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-16,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-23,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-06,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-13,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-20,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-04,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-11,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-08,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-15,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-22,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-06,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-13,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-20,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-27,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-03,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-17,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-24,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-05,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-12,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-21,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-11,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-18,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-23,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-06,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-13,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-04,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-22,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-05,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-26,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-07,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-14,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-21,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-05,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-19,0.0,0.0,0.0,0.0,0.0,0.0
