,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum
2008-12-26,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-06,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-13,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-20,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-03,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-10,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-24,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-08,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-22,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-05,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-12,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-19,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-26,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-10,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-17,0.0010290511092157517,-0.0003908872526145321,0.0007326289959997159,0.00193685863611572,0.0008058445386883964,0.00028577372748218486
2009-07-24,0.00021747457111106916,-0.001529451392887392,0.000612268653397078,0.0015495339056693898,-0.007203164667588913,-0.007238914860691315
2009-07-31,0.0034012514119728717,-0.009069318350946397,0.0007638758469470392,0.0019444989168200186,-0.009815112744117695,-0.008382218192522141
2009-08-07,0.0045273067540986724,-0.007561409337875876,0.0007638758469470392,0.0034470956017237575,-0.012327459383858083,-0.008382218192522141
2009-08-14,0.004093625703356793,-0.0004933258316514895,0.003088525272332509,0.004269148342205488,-0.010296525283001715,-0.004323149366966732
2009-08-21,0.0045273067540986724,0.0032265706389891487,0.00383493246271475,0.005287352139875712,-0.009052430749638846,0.004350086887603398
2009-08-28,0.0008477290772699741,0.0008477290772699741,0.0008477290772699741,0.002845928775989364,-0.007111816869258548,0.0013628835021586212
2009-09-04,-0.017714086310976193,-0.012989308874047126,-0.016753194115353448,-0.014998352234234727,-0.01180750038786678,-0.012474154449158479
2009-09-11,3.450295772918229e-05,0.006624124856546695,3.450295772918229e-05,0.00807654453370765,-0.003863571075877761,0.004401725719112175
2009-09-18,-0.0053065482080508295,-0.01606908994839991,-0.013810125236645406,-0.0032696057839615308,-0.01762222958790821,-0.014920760330656924
2009-09-25,-0.010992518020450813,-0.01407123651210165,-0.022173905725103644,-0.01354734140219684,-0.011757069039489119,-0.016068744727939392
2009-10-02,-0.010558836969708933,-0.011167198793434535,-0.01456608002861592,-0.008606645954680772,-0.010388529862458341,-0.01012027863031732
2009-10-09,-0.013645100598231229,-0.015727043613482827,-0.020166825202671084,-0.017625773683361108,-0.015716412448325473,-0.013669229957969717
2009-10-16,0.012043817290074612,0.010096176623425573,0.01109433387205455,0.009757571349243007,0.016375239751805798,0.013057315878194553
2009-10-23,0.012043817290074612,0.010096176623425573,0.01056735567722701,0.009757571349243007,0.013696681155238082,0.013037292756163454
2009-10-30,0.011931527735470805,0.020813742243490686,0.012274980478080256,0.01297030847152167,0.016909418277516748,0.018875649139700208
2009-11-06,0.016261239172470774,0.02595163366009233,0.016992157102389445,0.018685642344459845,0.02327122023076968,0.02493443575524783
2009-11-13,0.01043037653681094,0.02295791430727981,0.01108961861115166,0.017180530023034428,0.02327122023076968,0.02479492274772952
2009-11-20,0.012814165652436904,0.023604382387594568,0.01877552887902276,0.017180530023034428,0.022764265157973237,0.02328981042630409
2009-11-27,0.02267311830475187,0.02660214415441673,0.01989980672723841,0.022945941075000767,0.022023165790645994,0.021045218159641693
2009-12-04,0.0187917486469445,0.022847002950974662,0.02675063158360332,0.02278330043927564,0.022606970444311425,0.02926156232188991
2009-12-11,0.02035158004204649,0.022078671793771983,0.021772146542638746,0.017682355242136905,0.024198520943751644,0.023737210295097008
2009-12-18,0.014188031571408915,0.017500926395429772,0.016870858745303578,0.012165274851814078,0.017946697220877706,0.020028257563904906
2009-12-25,0.01755245494354401,0.01896298816003402,0.024848358424817193,0.020142774531327685,0.024939626971971808,0.028775535296267075
2010-01-01,0.02549482650513195,0.02547842607494338,0.024848358424817193,0.021731435095895396,0.02546660516679935,0.028775535296267075
2010-01-08,0.015905525107163507,0.016767801471175472,0.0206157802548907,0.01866051650478489,0.023042154656003587,0.024085956328774385
2010-01-15,-0.0010422883729762293,0.004241960677384734,0.0026920021121440187,0.0028890814803852966,0.004059119198041546,0.003747240753843552
2010-01-22,-0.003453162738037741,0.001680232258589191,0.0021420774337156554,-0.0036574533679002417,0.002227776203546942,0.0017181977609649272
2010-01-29,0.018252991801672527,0.01712573047366214,0.02043251082764464,0.015910390136428455,0.015291322062017823,0.022643500002027382
2010-02-05,0.0187043920642919,0.017135464964108376,0.016953350523484213,0.016595230216545426,0.015976162142134792,0.01914439895462789
2010-02-12,0.019422541208331024,0.018295279880320633,0.01756274560227752,0.017079939543086942,0.016460871468676305,0.018929203016734036
2010-02-19,0.003151219131514048,0.004744211593678757,0.0035093394384528333,0.003151219131514048,0.003405463652680495,0.006215989083481646
2010-02-26,0.003151219131514048,0.004110163292498485,0.0011227381070695354,0.0007646178001307504,0.003405463652680495,0.006215989083481646
2010-03-05,0.0020696895628772574,0.004990458967317555,0.004233850309532495,0.0030185099722988117,0.004029363151250316,0.002463202876791016
2010-03-12,0.0074634314834973355,0.013276679903631666,0.01183720328603168,0.01242526680125573,0.013442967264078247,0.01186995970574794
2010-03-19,0.011248488672504409,0.012864884624926682,0.014858804533382675,0.010892935629907929,0.01714012623820738,0.012904488328513954
2010-03-26,0.009647075520854188,0.014014000039517515,0.014020847323388527,0.012042051044498762,0.013950063493971992,0.014817059684760861
2010-04-02,0.010714559649859394,0.016536683277975885,0.01612770120976051,0.015577739116991464,0.015496190967644884,0.014870151908675366
2010-04-09,0.00924311742398969,0.00810771149098469,0.011199546304187543,0.013675136816049423,0.012188156414720583,0.008903923852357026
2010-04-16,0.03052647187438785,0.033361637557737876,0.03117179446125808,0.032042044035711134,0.03131132477264856,0.033956365847390264
2010-04-23,0.029612878586302998,0.027159670832121743,0.027159670832121743,0.026712963148036853,0.030884435226362902,0.02924551333705661
2010-04-30,0.032671818076421014,0.028374080524946794,0.02826906821831381,0.02676353158982392,0.03143491003563492,0.027817728078342357
2010-05-07,0.03341558768042442,0.040002767813973515,0.03278527141619898,0.04199739855473206,0.04536056446898303,0.03320360479706365
2010-05-14,0.02287706494480042,0.01688051121968914,0.016610385528840962,0.02109389805261375,0.021041205059189546,0.015334341549983546
2010-05-21,-0.005913407028662657,-0.005913407028662657,-0.005913407028662657,0.007162134796247955,0.013421186921672268,-0.005519417776437959
2010-05-28,-0.006401154861321701,-0.006401154861321701,-0.006401154861321701,0.005299008064403463,0.01266590728317839,-0.006007165609097002
2010-06-04,-0.005297177774806577,-0.0014251123409464244,-0.01001436093331546,0.010439918126083563,0.009807979163069669,-0.009620371681090761
2010-06-11,0.003459832753930374,0.007101245927515865,0.007101245927515865,0.01758378769601569,0.013763870686798364,0.007495235179740563
2010-06-18,0.017206291688730398,0.018707613551330743,0.017206291688730398,0.02232661072929278,0.017962361362753195,0.017600280940955094
2010-06-25,0.0064798961112049885,0.0064798961112049885,0.0064798961112049885,0.011720901239971463,0.007238193143483942,0.006873885363429686
2010-07-02,-0.0035629332181113136,-0.0016561945053448124,-0.0010503347489155845,0.003481371344008703,0.008511732673776138,-0.0006563454966908878
2010-07-09,-0.0030277521929969933,-0.0030277521929969933,-0.0022140239470732474,-0.0011146617561893085,0.003349251795676629,-0.0018200346948485516
2010-07-16,0.006093456661030313,0.0017107281743900889,0.006727957650650977,0.00852729839163096,0.009373801578923143,0.006727957650650977
2010-07-23,0.004182206966055286,0.008465670543225173,0.004182206966055286,0.005396009227931163,0.0163658532417126,0.004182206966055286
2010-07-30,-0.007685824610340888,-0.002795897698610107,-0.0073063126372354265,-0.006794819188871939,0.0027174159484320663,-0.0073063126372354265
2010-08-06,0.0020297247837189605,0.01178598777521157,-8.04810562858646e-05,0.0035459658546428794,0.009054248704164734,-8.04810562858646e-05
2010-08-13,-0.0037054047456181573,0.004096563009853733,-0.006213354041540182,-0.0024149541094448806,0.0032607333062314205,-0.004683551746640406
2010-08-20,0.00796941991340464,0.012296620858463767,0.005508315189049502,0.008787961116720056,0.011723941825730866,0.005451626180924314
2010-08-27,0.00796941991340464,0.012559771529353178,0.005508315189049502,0.010536494813721587,0.011723941825730866,0.005451626180924314
2010-09-03,0.014719634001651105,0.018675154525412328,0.014719634001651105,0.019738811108633732,0.017152590925968436,0.014719634001651105
2010-09-10,0.017171333771973985,0.018053944681137454,0.013835273486486818,0.018591299922580032,0.01626823041080415,0.01732981343205403
2010-09-17,0.01158525037347746,0.017513789210496858,0.010075175219400484,0.013692288840932248,0.011526539988825345,0.012279072780520492
2010-09-24,0.009880098955414035,0.018457965925278465,0.010519965523343168,0.01383873575135412,0.011330115149115194,0.012425519690942365
2010-10-01,0.019730011180267067,0.021859118722665896,0.02104057751935048,0.021859118722665896,0.019810253781443177,0.02104057751935048
2010-10-08,0.03500307985478168,0.03731962612543144,0.03650108492211602,0.03731962612543144,0.034035906787763796,0.03650108492211602
2010-10-15,0.027209496083530346,0.027411223574147468,0.028478022384856874,0.027411223574147468,0.02669060102903572,0.028478022384856874
2010-10-22,0.028627214346664615,0.028627214346664615,0.028943535279619077,0.028627214346664615,0.028678006543687073,0.029187859024983245
2010-10-29,0.025214185143884255,0.025774829822202885,0.025530506076838717,0.025214185143884255,0.025264977340906714,0.025774829822202885
2010-11-05,0.022431687197468908,0.024344718599351892,0.02499764959987631,0.025241973345240476,0.021921834716172737,0.025241973345240476
2010-11-12,0.011890380134572325,0.011136203907911986,0.011646056389208157,0.012368695294263689,0.011380527653276153,0.011890380134572325
2010-11-19,0.008373281193307472,0.00598355189672484,0.008373281193307472,0.008373281193307472,0.006558225829489978,0.008373281193307472
2010-11-26,0.007483039918727192,0.008497228463329119,0.007483039918727192,0.009184998839319468,0.009071902396094251,0.007483039918727192
2010-12-03,0.0068784398425063824,0.008356046451619427,0.009043816827609776,0.010745775748202053,0.010632679304976836,0.009043816827609776
2010-12-10,0.012866518032553969,0.01217874765656362,0.012866518032553969,0.012558044325829283,0.012753421589328752,0.012866518032553969
2010-12-17,0.022964518444735592,0.021702074135980107,0.022964518444735592,0.022081370805245772,0.022470162851263787,0.022656044738010903
2010-12-24,0.02262934384636119,0.019788642941466407,0.0230167461109536,0.02224069340361699,0.022443461959614074,0.02281536733638212
2010-12-31,0.01783970420350717,0.019252489361151235,0.020005081188610548,0.01801115474340119,0.01877924345868487,0.01858582867616632
2011-01-07,0.020198495971129098,0.022250047177095524,0.022830864224206486,0.022637449441687937,0.022443461959614074,0.022443461959614074
2011-01-14,0.019357769999684332,0.01881281090397511,0.01841574228352872,0.01881281090397511,0.01937505078811436,0.017297588870204186
2011-01-21,0.014748018537619582,0.013094913191676933,0.012697844571230545,0.013094913191676933,0.013657153075816175,0.012697844571230545
2011-01-28,0.02095772893421902,0.019121075725818632,0.020068306996510174,0.018472741576524745,0.019034981460663986,0.018075672956078356
2011-02-04,0.01756911833334647,0.017076765016084013,0.017076765016084013,0.017076765016084013,0.017324786341261236,0.017076765016084013
2011-02-11,0.01841574228352872,0.01841574228352872,0.01841574228352872,0.0168244361838246,0.01841574228352872,0.01841574228352872
2011-02-18,0.008602762220577763,0.008602762220577763,0.008602762220577763,0.008602762220577763,0.010935959457886293,0.008602762220577763
2011-02-25,0.012054112871210828,0.012054112871210828,0.009048456595125005,0.012054112871210828,0.012054112871210828,0.009048456595125005
2011-03-04,0.00988004370157714,0.00988004370157714,0.008761890288252605,0.00988004370157714,0.00988004370157714,0.00828873760187302
2011-03-11,0.00988004370157714,0.011872677742008956,0.00988004370157714,0.00988004370157714,0.00988004370157714,0.00988004370157714
2011-03-18,0.010850749295343196,0.02364221364264509,0.018306718228671328,0.012843383335775012,0.012843383335775012,0.018306718228671328
2011-03-25,0.009479647906123758,0.013075565581121933,0.010369069843832604,0.009479647906123758,0.009479647906123758,0.009876716526570146
2011-04-01,0.00988004370157714,0.011483327336143498,0.010769465639285986,0.00988004370157714,0.00988004370157714,0.010277112322023527
2011-04-08,0.00988004370157714,0.011483327336143498,0.010769465639285986,0.00988004370157714,0.00988004370157714,0.010277112322023527
2011-04-15,0.008921244656975148,0.013366410482873424,0.010850644789523444,0.012398167860228263,0.010196443438223636,0.010757172295151485
2011-04-22,0.007744730386610913,0.013262966370682538,0.011746110337038481,0.012611331634787417,0.00882934568427025,0.011746110337038481
2011-04-29,0.008709613668536299,0.014227849652607925,0.012710993618963868,0.013576214916712804,0.008709613668536299,0.012422140128928262
2011-05-06,0.01262278866636197,0.015862354589745064,0.013929642667152157,0.015784954905379518,0.012644990511993642,0.015811792583160806
2011-05-13,0.00849633237467576,0.010279784167277945,0.008763653629091081,0.010618965867318435,0.008447962461274184,0.009071057967998756
2011-05-20,0.0003062556463113644,0.004784990300296582,0.005411636907243395,0.004066202153186075,-0.00060054356263377,0.005122783417207788
2011-05-27,0.013308885036055521,0.021399790548255398,0.01406412570893686,0.013121787934173151,0.012894938956886537,0.013775272218901255
2011-06-03,-0.00671161011667908,-0.007667182821372846,-0.004488409964640222,-0.006630173071301544,-0.005884892986071551,-0.005373521283619116
2011-06-10,0.0038067745093663115,0.009178967349026101,0.008914226809814388,-0.005351989047998827,-0.0034253432260734486,-0.00011231873009710992
2011-06-17,0.012430546359784056,0.012830816977813632,0.017118836560622474,0.0038439916290104437,0.007474231378438262,0.012541963487778026
2011-06-24,0.01646106769087007,0.009048286992625016,0.013187046445443149,0.008869950202251462,0.01601803578327764,0.009048286992625016
2011-07-01,0.004641878737647042,0.0029845239468103022,0.011557882544861375,0.0007884798262364682,0.006843355498614601,0.0033329014695597115
2011-07-08,-0.003929939822294826,-0.00416329729001833,0.00039204354720583394,-0.0029577986019166244,-0.0037374532838219407,-0.00424086891184111
2011-07-15,0.004155552027879892,0.0026060806266067203,0.0026060806266067203,-0.002060643206584042,0.0001245451231433701,0.0026060806266067203
2011-07-22,0.015198418477934546,0.015732741499366692,0.015732741499366692,0.01041948788378345,0.011298708429579326,0.015732741499366692
2011-07-29,0.0008876526655074945,-0.0017992077691961386,-0.0007037481655850177,-0.001401027863038553,-0.0017895789930700977,0.0004156677707125352
2011-08-05,-0.02072915892006017,-0.020876738895031534,-0.02015812483708725,-0.022568492154993243,-0.0206748440206187,-0.02075342431345687
2011-08-12,-0.021700450247604624,-0.02234353386364552,-0.021188110720372428,-0.023480649944900428,-0.022736938465602305,-0.021572018060662945
2011-08-19,-0.004017170425763941,-0.004901998047056443,-0.003085061002842843,-0.0065275368824472685,-0.0034955014658772394,-0.003085061002842843
2011-08-26,-0.005585733929094482,-0.00870392629471286,-0.00870392629471286,-0.009622788074853584,-0.0068627165919190585,-0.00870392629471286
2011-09-02,-0.00739111090215053,-0.008807214304005178,-0.009094120730452999,-0.009582989178156366,-0.007801551365184926,-0.009094120730452999
2011-09-09,-0.003525951375781843,-0.006000477007066881,-0.005781612818521769,-0.00627048126622514,-0.006082080121394698,-0.005781612818521769
2011-09-16,0.0002198643809436538,0.0004650593401446277,-0.0014091407807513678,0.0001950550809863696,0.0019764928939578104,-0.002262081042677546
2011-09-23,-0.03359533866179241,-0.03196933987167616,-0.03342761932637303,-0.03301476111290717,-0.03236638569957398,-0.03502466724331394
2011-09-30,-0.018880477226154716,-0.01313380744861532,-0.017323847089554593,-0.015931852476900075,-0.011104675873295182,-0.020122108721255017
2011-10-07,-0.03595331634914722,-0.032608271090803984,-0.03719494784424751,-0.03365788600511092,-0.02718836195353272,-0.03719494784424751
2011-10-14,-0.025311187537978504,-0.02575415122992675,-0.025311187537978504,-0.01965736705186968,-0.019053869545792766,-0.025311187537978504
2011-10-21,-0.009923335860242381,-0.009147307026904609,-0.009333029122929,-0.006371586647649358,-0.007194941627502069,-0.009032497990446801
2011-10-28,-0.013389668026255503,-0.011079409467838535,-0.012427423352268211,-0.01150168238665443,-0.010082840262111335,-0.012126892219786023
2011-11-04,-0.004737483763283925,-0.005951965512082278,-0.0040183785518028235,-0.004960124741207036,-0.0031508258503855644,-0.003717847419320629
2011-11-11,0.0006590330607002785,0.0008474764141374111,0.0024738996520592663,0.0015329295966283857,0.0021533587140246924,0.0017814185476925555
2011-11-18,-0.005989755805972794,-0.005801312452535662,-0.005405133449307914,-0.005034723050568742,-0.004495430152648382,-0.005104602316825716
2011-11-25,-0.011684681864056664,-0.013110975983157485,-0.012615312075854526,-0.01304122235345312,-0.0122179320544326,-0.012314780943372329
2011-12-02,0.006042015176159141,0.005102591354465352,0.005395313690239688,0.004897287057065155,0.005896299378568337,0.005695844822721884
2011-12-09,0.011870702058322212,0.010678411451470648,0.010971133787244984,0.010725973939228224,0.01363382225065216,0.01127166491972718
2011-12-16,0.00525974198181806,0.0032213052788089254,0.00033030037482758467,0.0042840711453621975,0.004790832715377295,0.0006308315073097796
2011-12-23,0.016006574831242355,0.015394232446861222,0.015394232446861222,0.01546398607656559,0.018624701173147303,0.015694763579343428
2011-12-30,0.01724910730120326,0.015680506004767593,0.018105042541477295,0.016754308276535863,0.01876632314862051,0.01840557367395949
2012-01-06,0.016974049374098698,0.015680506004767593,0.015680506004767593,0.01701832979842543,0.017872294271519373,0.01598103713724979
2012-01-13,0.014974704621799598,0.015264831770673492,0.014723984894354919,0.015605956368302821,0.014189581099701927,0.014974704621799598
2012-01-20,0.016515408732255942,0.01573645192716811,0.014358982757581405,0.016077576524797445,0.015930588351816863,0.014609702485026084
2012-01-27,0.018691817357591366,0.01825398515013287,0.016679359977965668,0.01825398515013287,0.017417362856864724,0.01693007970541035
2012-02-03,0.017610941953131225,0.017173109745672727,0.017360222225686544,0.017173109745672727,0.017173109745672727,0.017610941953131225
2012-02-10,0.02114189330926883,0.02052993475646471,0.019995525198209636,0.020362936504181004,0.01963497714784862,0.020246244925654317
2012-02-17,0.015029777669448184,0.015146469247974876,0.015333581727988689,0.015146469247974876,0.014591945461989692,0.015333581727988689
2012-02-24,0.015793950332951334,0.01535611812549284,0.01554323060550665,0.014996016007690705,0.014654891410061375,0.015433848215149197
2012-03-02,0.013139102716616675,0.012701270509158183,0.012888382989171996,0.012701270509158183,0.010924793122755157,0.012528280871369861
2012-03-09,0.015793950332951334,0.01535611812549284,0.01554323060550665,0.01535611812549284,0.013579640739089814,0.015183128487704518
2012-03-16,0.032434175331360345,0.012899862874499275,0.016224458377922604,0.0192933420361868,0.013434091337647036,0.013434091337647036
2012-03-23,0.03224706285134652,0.013434091337647036,0.0192933420361868,0.03100988796786004,0.015664680133986742,0.014739710921271333
