,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_top5_sector_momentum_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.1372294356017941,0.0,0.17345332792115947,0.11656206903238552,0.14254031420708904,0.11181485323757188,0.1184,0.19999999999999996
2006-07-07,0.1372294356017941,0.0,0.17345332792115947,0.11656206903238552,0.14254031420708904,0.11181485323757188,0.1184,0.19999999999999996
2006-07-14,0.1372294356017941,0.0,0.17345332792115947,0.11656206903238552,0.14254031420708904,0.11181485323757188,0.1184,0.19999999999999996
2006-07-21,0.1372294356017941,0.0,0.17345332792115947,0.11656206903238552,0.14254031420708904,0.11181485323757188,0.1184,0.19999999999999996
2006-07-28,0.10629071771935333,0.14400000000000004,0.15218473072224192,0.08027299761893028,0.11963422492884784,0.08817732901062678,0.10944000000000001,0.19999999999999984
2006-08-04,0.10629071771935333,0.14400000000000004,0.15218473072224192,0.08027299761893028,0.11963422492884784,0.08817732901062678,0.10944000000000001,0.19999999999999984
2006-08-11,0.10629071771935333,0.14400000000000004,0.15218473072224192,0.08027299761893028,0.11963422492884784,0.08817732901062678,0.10944000000000001,0.19999999999999984
2006-08-18,0.10629071771935333,0.14400000000000004,0.15218473072224192,0.08027299761893028,0.11963422492884784,0.08817732901062678,0.10944000000000001,0.19999999999999984
2006-08-25,0.08468319775283642,0.23040000000000005,0.1373464637413981,0.06267779009024804,0.10997563411461334,0.07085291430090408,0.10406399999999999,0.19999999999999996
2006-09-01,0.08468319775283642,0.23040000000000005,0.1373464637413981,0.06267779009024804,0.10997563411461334,0.07085291430090408,0.10406399999999999,0.19999999999999996
2006-09-08,0.08468319775283642,0.23040000000000005,0.1373464637413981,0.06267779009024804,0.10997563411461334,0.07085291430090408,0.10406399999999999,0.19999999999999996
2006-09-15,0.08468319775283642,0.23040000000000005,0.1373464637413981,0.06267779009024804,0.10997563411461334,0.07085291430090408,0.10406399999999999,0.19999999999999996
2006-09-22,0.08468319775283642,0.23040000000000005,0.1373464637413981,0.06267779009024804,0.10997563411461334,0.07085291430090408,0.10406399999999999,0.19999999999999996
2006-09-29,0.07302222309654825,0.28224000000000005,0.13109541898887755,0.05337076598268906,0.09745817445901601,0.06197501747286917,0.1008384,0.19999999999999984
2006-10-06,0.07302222309654825,0.28224000000000005,0.13109541898887755,0.05337076598268906,0.09745817445901601,0.06197501747286917,0.1008384,0.19999999999999984
2006-10-13,0.07302222309654825,0.28224000000000005,0.13109541898887755,0.05337076598268906,0.09745817445901601,0.06197501747286917,0.1008384,0.19999999999999984
2006-10-20,0.07302222309654825,0.28224000000000005,0.13109541898887755,0.05337076598268906,0.09745817445901601,0.06197501747286917,0.1008384,0.19999999999999984
2006-10-27,0.08529390589719331,0.30668091128596114,0.13295515468904373,0.08260145964594741,0.13890472156162945,0.08719985251758322,0.11687866751999998,0.04948532688264162
2006-11-03,0.08529390589719331,0.30668091128596114,0.13295515468904373,0.08260145964594741,0.13890472156162945,0.08719985251758322,0.11687866751999998,0.04948532688264162
2006-11-10,0.08529390589719331,0.30668091128596114,0.13295515468904373,0.08260145964594741,0.13890472156162945,0.08719985251758322,0.11687866751999998,0.04948532688264162
2006-11-17,0.08529390589719331,0.30668091128596114,0.13295515468904373,0.08260145964594741,0.13890472156162945,0.08719985251758322,0.11687866751999998,0.04948532688264162
2006-11-24,0.06974485415076016,0.4245294428291473,0.14471912896597688,0.059468733170878633,0.11233573050261354,0.06860939848977422,0.12059271189084932,0.0
2006-12-01,0.06974485415076016,0.4245294428291473,0.14471912896597688,0.059468733170878633,0.11233573050261354,0.06860939848977422,0.12059271189084932,0.0
2006-12-08,0.06974485415076016,0.4245294428291473,0.14471912896597688,0.059468733170878633,0.11233573050261354,0.06860939848977422,0.12059271189084932,0.0
2006-12-15,0.06974485415076016,0.4245294428291473,0.14471912896597688,0.059468733170878633,0.11233573050261354,0.06860939848977422,0.12059271189084932,0.0
2006-12-22,0.06974485415076016,0.4245294428291473,0.14471912896597688,0.059468733170878633,0.11233573050261354,0.06860939848977422,0.12059271189084932,0.0
2006-12-29,0.06405627020839684,0.4449058885658294,0.14231799383294008,0.05580719707778969,0.10790632627561776,0.06488778166125642,0.12011854237816985,0.0
2007-01-05,0.06405627020839684,0.4449058885658294,0.14231799383294008,0.05580719707778969,0.10790632627561776,0.06488778166125642,0.12011854237816985,0.0
2007-01-12,0.06405627020839684,0.4449058885658294,0.14231799383294008,0.05580719707778969,0.10790632627561776,0.06488778166125642,0.12011854237816985,0.0
2007-01-19,0.06405627020839684,0.4449058885658294,0.14231799383294008,0.05580719707778969,0.10790632627561776,0.06488778166125642,0.12011854237816985,0.0
2007-01-26,0.06278828735412594,0.4404395958758872,0.14245578441215997,0.05638405929371102,0.1110447211873653,0.06686384340111669,0.12002370847563397,0.0
2007-02-02,0.06278828735412594,0.4404395958758872,0.14245578441215997,0.05638405929371102,0.1110447211873653,0.06686384340111669,0.12002370847563397,0.0
2007-02-09,0.06278828735412594,0.4404395958758872,0.14245578441215997,0.05638405929371102,0.1110447211873653,0.06686384340111669,0.12002370847563397,0.0
2007-02-16,0.06278828735412594,0.4404395958758872,0.14245578441215997,0.05638405929371102,0.1110447211873653,0.06686384340111669,0.12002370847563397,0.0
2007-02-23,0.06160444554881533,0.3809026140945087,0.15632701832446264,0.06787550459912892,0.14203302553952757,0.0712526501984301,0.12000474169512679,0.0
2007-03-02,0.06160444554881533,0.3809026140945087,0.15632701832446264,0.06787550459912892,0.14203302553952757,0.0712526501984301,0.12000474169512679,0.0
2007-03-09,0.06160444554881533,0.3809026140945087,0.15632701832446264,0.06787550459912892,0.14203302553952757,0.0712526501984301,0.12000474169512679,0.0
2007-03-16,0.06160444554881533,0.3809026140945087,0.15632701832446264,0.06787550459912892,0.14203302553952757,0.0712526501984301,0.12000474169512679,0.0
2007-03-23,0.06160444554881533,0.3809026140945087,0.15632701832446264,0.06787550459912892,0.14203302553952757,0.0712526501984301,0.12000474169512679,0.0
2007-03-30,0.06815927197882027,0.30901966114997953,0.13478280214725197,0.08968097663248617,0.15884756805862477,0.07629942302084124,0.1134506896791437,0.04975960733285234
2007-04-06,0.06815927197882027,0.30901966114997953,0.13478280214725197,0.08968097663248617,0.15884756805862477,0.07629942302084124,0.1134506896791437,0.04975960733285234
2007-04-13,0.06815927197882027,0.30901966114997953,0.13478280214725197,0.08968097663248617,0.15884756805862477,0.07629942302084124,0.1134506896791437,0.04975960733285234
2007-04-20,0.06815927197882027,0.30901966114997953,0.13478280214725197,0.08968097663248617,0.15884756805862477,0.07629942302084124,0.1134506896791437,0.04975960733285234
2007-04-27,0.07402257752023815,0.2768695241114563,0.1265885169399167,0.10481191076262242,0.17303402837108406,0.08158681602257525,0.11310287256770511,0.049983753704402
2007-05-04,0.07402257752023815,0.2768695241114563,0.1265885169399167,0.10481191076262242,0.17303402837108406,0.08158681602257525,0.11310287256770511,0.049983753704402
2007-05-11,0.07402257752023815,0.2768695241114563,0.1265885169399167,0.10481191076262242,0.17303402837108406,0.08158681602257525,0.11310287256770511,0.049983753704402
2007-05-18,0.07402257752023815,0.2768695241114563,0.1265885169399167,0.10481191076262242,0.17303402837108406,0.08158681602257525,0.11310287256770511,0.049983753704402
2007-05-25,0.07993280620492457,0.2476135560381495,0.1278884735622497,0.11468546143494195,0.19056675890332853,0.07611036933884452,0.11291117504302756,0.05029139947453376
2007-06-01,0.07993280620492457,0.2476135560381495,0.1278884735622497,0.11468546143494195,0.19056675890332853,0.07611036933884452,0.11291117504302756,0.05029139947453376
2007-06-08,0.07993280620492457,0.2476135560381495,0.1278884735622497,0.11468546143494195,0.19056675890332853,0.07611036933884452,0.11291117504302756,0.05029139947453376
2007-06-15,0.07993280620492457,0.2476135560381495,0.1278884735622497,0.11468546143494195,0.19056675890332853,0.07611036933884452,0.11291117504302756,0.05029139947453376
2007-06-22,0.07993280620492457,0.2476135560381495,0.1278884735622497,0.11468546143494195,0.19056675890332853,0.07611036933884452,0.11291117504302756,0.05029139947453376
2007-06-29,0.0840660043900559,0.22759101525328465,0.12967864617335265,0.12142900968941701,0.2017023388493572,0.07221181727683887,0.11281855444616362,0.05050261392152999
2007-07-06,0.0840660043900559,0.22759101525328465,0.12967864617335265,0.12142900968941701,0.2017023388493572,0.07221181727683887,0.11281855444616362,0.05050261392152999
2007-07-13,0.0840660043900559,0.22759101525328465,0.12967864617335265,0.12142900968941701,0.2017023388493572,0.07221181727683887,0.11281855444616362,0.05050261392152999
2007-07-20,0.0840660043900559,0.22759101525328465,0.12967864617335265,0.12142900968941701,0.2017023388493572,0.07221181727683887,0.11281855444616362,0.05050261392152999
2007-07-27,0.06236294810465329,0.1787228906864816,0.12457997374101791,0.08529878697500824,0.20247182274983846,0.06394599682508405,0.08261758091791654,0.19999999999999996
2007-08-03,0.06236294810465329,0.1787228906864816,0.12457997374101791,0.08529878697500824,0.20247182274983846,0.06394599682508405,0.08261758091791654,0.19999999999999996
2007-08-10,0.06236294810465329,0.1787228906864816,0.12457997374101791,0.08529878697500824,0.20247182274983846,0.06394599682508405,0.08261758091791654,0.19999999999999996
2007-08-17,0.06236294810465329,0.1787228906864816,0.12457997374101791,0.08529878697500824,0.20247182274983846,0.06394599682508405,0.08261758091791654,0.19999999999999996
2007-08-24,0.06236294810465329,0.1787228906864816,0.12457997374101791,0.08529878697500824,0.20247182274983846,0.06394599682508405,0.08261758091791654,0.19999999999999996
2007-08-31,0.027761471251382792,0.08106703704236745,0.06547367199882309,0.03737104458329076,0.11673720472736955,0.03355156036261435,0.03803801003415205,0.6
2007-09-07,0.027761471251382792,0.08106703704236745,0.06547367199882309,0.03737104458329076,0.11673720472736955,0.03355156036261435,0.03803801003415205,0.6
2007-09-14,0.027761471251382792,0.08106703704236745,0.06547367199882309,0.03737104458329076,0.11673720472736955,0.03355156036261435,0.03803801003415205,0.6
2007-09-21,0.027761471251382792,0.08106703704236745,0.06547367199882309,0.03737104458329076,0.11673720472736955,0.03355156036261435,0.03803801003415205,0.6
2007-09-28,0.07346680082108892,0.17312486109461306,0.14810292719289445,0.13310430488467662,0.2832693555493701,0.07665390275073547,0.07999954138889825,0.032278306317723215
2007-10-05,0.07346680082108892,0.17312486109461306,0.14810292719289445,0.13310430488467662,0.2832693555493701,0.07665390275073547,0.07999954138889825,0.032278306317723215
2007-10-12,0.07346680082108892,0.17312486109461306,0.14810292719289445,0.13310430488467662,0.2832693555493701,0.07665390275073547,0.07999954138889825,0.032278306317723215
2007-10-19,0.07346680082108892,0.17312486109461306,0.14810292719289445,0.13310430488467662,0.2832693555493701,0.07665390275073547,0.07999954138889825,0.032278306317723215
2007-10-26,0.02660579021630584,0.06768685084654616,0.06613502542397283,0.04472480647093045,0.12881637177056912,0.03341220700179585,0.03261894826987978,0.5999999999999999
2007-11-02,0.02660579021630584,0.06768685084654616,0.06613502542397283,0.04472480647093045,0.12881637177056912,0.03341220700179585,0.03261894826987978,0.5999999999999999
2007-11-09,0.02660579021630584,0.06768685084654616,0.06613502542397283,0.04472480647093045,0.12881637177056912,0.03341220700179585,0.03261894826987978,0.5999999999999999
2007-11-16,0.02660579021630584,0.06768685084654616,0.06613502542397283,0.04472480647093045,0.12881637177056912,0.03341220700179585,0.03261894826987978,0.5999999999999999
2007-11-23,0.02660579021630584,0.06768685084654616,0.06613502542397283,0.04472480647093045,0.12881637177056912,0.03341220700179585,0.03261894826987978,0.5999999999999999
2007-11-30,0.025395064255316,0.057092144531845725,0.07960104391335981,0.036815656922069215,0.1317743724874144,0.0360450509348219,0.033276666955173,0.5999999999999999
2007-12-07,0.025395064255316,0.057092144531845725,0.07960104391335981,0.036815656922069215,0.1317743724874144,0.0360450509348219,0.033276666955173,0.5999999999999999
2007-12-14,0.025395064255316,0.057092144531845725,0.07960104391335981,0.036815656922069215,0.1317743724874144,0.0360450509348219,0.033276666955173,0.5999999999999999
2007-12-21,0.025395064255316,0.057092144531845725,0.07960104391335981,0.036815656922069215,0.1317743724874144,0.0360450509348219,0.033276666955173,0.5999999999999999
2007-12-28,0.050420671358285186,0.10303989197161023,0.18052068250980186,0.0657202729981446,0.26089618649312485,0.07287064841220799,0.06653164625682527,0.20000000000000007
2008-01-04,0.050420671358285186,0.10303989197161023,0.18052068250980186,0.0657202729981446,0.26089618649312485,0.07287064841220799,0.06653164625682527,0.20000000000000007
2008-01-11,0.050420671358285186,0.10303989197161023,0.18052068250980186,0.0657202729981446,0.26089618649312485,0.07287064841220799,0.06653164625682527,0.20000000000000007
2008-01-18,0.050420671358285186,0.10303989197161023,0.18052068250980186,0.0657202729981446,0.26089618649312485,0.07287064841220799,0.06653164625682527,0.20000000000000007
2008-01-25,0.023399015118868563,0.047379033624209824,0.09482692087349048,0.029933819682991913,0.1349307074624078,0.0367288789231614,0.03280162431487004,0.6
2008-02-01,0.023399015118868563,0.047379033624209824,0.09482692087349048,0.029933819682991913,0.1349307074624078,0.0367288789231614,0.03280162431487004,0.6
2008-02-08,0.023399015118868563,0.047379033624209824,0.09482692087349048,0.029933819682991913,0.1349307074624078,0.0367288789231614,0.03280162431487004,0.6
2008-02-15,0.023399015118868563,0.047379033624209824,0.09482692087349048,0.029933819682991913,0.1349307074624078,0.0367288789231614,0.03280162431487004,0.6
2008-02-22,0.023399015118868563,0.047379033624209824,0.09482692087349048,0.029933819682991913,0.1349307074624078,0.0367288789231614,0.03280162431487004,0.6
2008-02-29,0.022280469095734737,0.04510843362382702,0.09739557143191076,0.027847794444832725,0.1376969623208339,0.036990947008329965,0.032679822074530955,0.5999999999999999
2008-03-07,0.022280469095734737,0.04510843362382702,0.09739557143191076,0.027847794444832725,0.1376969623208339,0.036990947008329965,0.032679822074530955,0.5999999999999999
2008-03-14,0.022280469095734737,0.04510843362382702,0.09739557143191076,0.027847794444832725,0.1376969623208339,0.036990947008329965,0.032679822074530955,0.5999999999999999
2008-03-21,0.022280469095734737,0.04510843362382702,0.09739557143191076,0.027847794444832725,0.1376969623208339,0.036990947008329965,0.032679822074530955,0.5999999999999999
2008-03-28,0.02167893395582693,0.04399073699152022,0.09838860761227355,0.02452194916466648,0.14205945585021187,0.03706803670928682,0.03229227971621412,0.6
2008-04-04,0.02167893395582693,0.04399073699152022,0.09838860761227355,0.02452194916466648,0.14205945585021187,0.03706803670928682,0.03229227971621412,0.6
2008-04-11,0.02167893395582693,0.04399073699152022,0.09838860761227355,0.02452194916466648,0.14205945585021187,0.03706803670928682,0.03229227971621412,0.6
2008-04-18,0.02167893395582693,0.04399073699152022,0.09838860761227355,0.02452194916466648,0.14205945585021187,0.03706803670928682,0.03229227971621412,0.6
2008-04-25,0.020988451046294987,0.042692587746970795,0.09341561623702677,0.023764949235653032,0.14780088224867133,0.03615358960571664,0.03518392387966653,0.5999999999999999
2008-05-02,0.020988451046294987,0.042692587746970795,0.09341561623702677,0.023764949235653032,0.14780088224867133,0.03615358960571664,0.03518392387966653,0.5999999999999999
2008-05-09,0.020988451046294987,0.042692587746970795,0.09341561623702677,0.023764949235653032,0.14780088224867133,0.03615358960571664,0.03518392387966653,0.5999999999999999
2008-05-16,0.020988451046294987,0.042692587746970795,0.09341561623702677,0.023764949235653032,0.14780088224867133,0.03615358960571664,0.03518392387966653,0.5999999999999999
2008-05-23,0.020988451046294987,0.042692587746970795,0.09341561623702677,0.023764949235653032,0.14780088224867133,0.03615358960571664,0.03518392387966653,0.5999999999999999
2008-05-30,0.04363647081440556,0.08921338747631596,0.19661129789503778,0.04473451856049216,0.28833887857882656,0.0712600149062317,0.06620543176869029,0.19999999999999996
2008-06-06,0.04363647081440556,0.08921338747631596,0.19661129789503778,0.04473451856049216,0.28833887857882656,0.0712600149062317,0.06620543176869029,0.19999999999999996
2008-06-13,0.04363647081440556,0.08921338747631596,0.19661129789503778,0.04473451856049216,0.28833887857882656,0.0712600149062317,0.06620543176869029,0.19999999999999996
2008-06-20,0.04363647081440556,0.08921338747631596,0.19661129789503778,0.04473451856049216,0.28833887857882656,0.0712600149062317,0.06620543176869029,0.19999999999999996
2008-06-27,0.043551426494281675,0.08805014009558633,0.19105073918082224,0.056370166060923314,0.27091451008846723,0.06916692742896262,0.08089609065095665,0.19999999999999996
2008-07-04,0.043551426494281675,0.08805014009558633,0.19105073918082224,0.056370166060923314,0.27091451008846723,0.06916692742896262,0.08089609065095665,0.19999999999999996
2008-07-11,0.043551426494281675,0.08805014009558633,0.19105073918082224,0.056370166060923314,0.27091451008846723,0.06916692742896262,0.08089609065095665,0.19999999999999996
2008-07-18,0.043551426494281675,0.08805014009558633,0.19105073918082224,0.056370166060923314,0.27091451008846723,0.06916692742896262,0.08089609065095665,0.19999999999999996
2008-07-25,0.04256385763399326,0.08359387464271555,0.1834397222677079,0.0627176502082881,0.2683419518661527,0.06870417075833345,0.09063877262280906,0.20000000000000007
2008-08-01,0.04256385763399326,0.08359387464271555,0.1834397222677079,0.0627176502082881,0.2683419518661527,0.06870417075833345,0.09063877262280906,0.20000000000000007
2008-08-08,0.04256385763399326,0.08359387464271555,0.1834397222677079,0.0627176502082881,0.2683419518661527,0.06870417075833345,0.09063877262280906,0.20000000000000007
2008-08-15,0.04256385763399326,0.08359387464271555,0.1834397222677079,0.0627176502082881,0.2683419518661527,0.06870417075833345,0.09063877262280906,0.20000000000000007
2008-08-22,0.04256385763399326,0.08359387464271555,0.1834397222677079,0.0627176502082881,0.2683419518661527,0.06870417075833345,0.09063877262280906,0.20000000000000007
2008-08-29,0.04387991588494792,0.08213043695121358,0.18365707315402313,0.06459671960179107,0.2652374338429172,0.06257307501510555,0.09792534555000176,0.19999999999999984
2008-09-05,0.04387991588494792,0.08213043695121358,0.18365707315402313,0.06459671960179107,0.2652374338429172,0.06257307501510555,0.09792534555000176,0.19999999999999984
2008-09-12,0.04387991588494792,0.08213043695121358,0.18365707315402313,0.06459671960179107,0.2652374338429172,0.06257307501510555,0.09792534555000176,0.19999999999999984
2008-09-19,0.04387991588494792,0.08213043695121358,0.18365707315402313,0.06459671960179107,0.2652374338429172,0.06257307501510555,0.09792534555000176,0.19999999999999984
2008-09-26,0.022292092272925727,0.04001955733990308,0.09058823160239123,0.03091202180962377,0.13534628186906827,0.030719411497562934,0.05012240360852499,0.6000000000000001
2008-10-03,0.022292092272925727,0.04001955733990308,0.09058823160239123,0.03091202180962377,0.13534628186906827,0.030719411497562934,0.05012240360852499,0.6000000000000001
2008-10-10,0.022292092272925727,0.04001955733990308,0.09058823160239123,0.03091202180962377,0.13534628186906827,0.030719411497562934,0.05012240360852499,0.6000000000000001
2008-10-17,0.022292092272925727,0.04001955733990308,0.09058823160239123,0.03091202180962377,0.13534628186906827,0.030719411497562934,0.05012240360852499,0.6000000000000001
2008-10-24,0.022292092272925727,0.04001955733990308,0.09058823160239123,0.03091202180962377,0.13534628186906827,0.030719411497562934,0.05012240360852499,0.6000000000000001
2008-10-31,0.02660991565442944,0.04337838946953245,0.10091173057918562,0.03064700376777449,0.12079586471315368,0.03636775057384555,0.041289345242078834,0.5999999999999999
2008-11-07,0.02660991565442944,0.04337838946953245,0.10091173057918562,0.03064700376777449,0.12079586471315368,0.03636775057384555,0.041289345242078834,0.5999999999999999
2008-11-14,0.02660991565442944,0.04337838946953245,0.10091173057918562,0.03064700376777449,0.12079586471315368,0.03636775057384555,0.041289345242078834,0.5999999999999999
2008-11-21,0.02660991565442944,0.04337838946953245,0.10091173057918562,0.03064700376777449,0.12079586471315368,0.03636775057384555,0.041289345242078834,0.5999999999999999
2008-11-28,0.029888879893351317,0.046035425067436055,0.10835154364918838,0.025771719756128564,0.10845503505902437,0.0455498844053597,0.03594751216951161,0.6000000000000001
2008-12-05,0.029888879893351317,0.046035425067436055,0.10835154364918838,0.025771719756128564,0.10845503505902437,0.0455498844053597,0.03594751216951161,0.6000000000000001
2008-12-12,0.029888879893351317,0.046035425067436055,0.10835154364918838,0.025771719756128564,0.10845503505902437,0.0455498844053597,0.03594751216951161,0.6000000000000001
2008-12-19,0.029888879893351317,0.046035425067436055,0.10835154364918838,0.025771719756128564,0.10845503505902437,0.0455498844053597,0.03594751216951161,0.6000000000000001
2008-12-26,0.033577507176009144,0.04754092984191816,0.12375165130147613,0.023194818228472247,0.09808891423651085,0.04087605175906291,0.0329701274565506,0.6
2009-01-02,0.033577507176009144,0.04754092984191816,0.12375165130147613,0.023194818228472247,0.09808891423651085,0.04087605175906291,0.0329701274565506,0.6
2009-01-09,0.033577507176009144,0.04754092984191816,0.12375165130147613,0.023194818228472247,0.09808891423651085,0.04087605175906291,0.0329701274565506,0.6
2009-01-16,0.033577507176009144,0.04754092984191816,0.12375165130147613,0.023194818228472247,0.09808891423651085,0.04087605175906291,0.0329701274565506,0.6
2009-01-23,0.033577507176009144,0.04754092984191816,0.12375165130147613,0.023194818228472247,0.09808891423651085,0.04087605175906291,0.0329701274565506,0.6
2009-01-30,0.03600835324923279,0.048545921979240174,0.1333996474165434,0.02181802544633174,0.09120646088650443,0.037723348510060366,0.03129824251208713,0.6
2009-02-06,0.03600835324923279,0.048545921979240174,0.1333996474165434,0.02181802544633174,0.09120646088650443,0.037723348510060366,0.03129824251208713,0.6
2009-02-13,0.03600835324923279,0.048545921979240174,0.1333996474165434,0.02181802544633174,0.09120646088650443,0.037723348510060366,0.03129824251208713,0.6
2009-02-20,0.03600835324923279,0.048545921979240174,0.1333996474165434,0.02181802544633174,0.09120646088650443,0.037723348510060366,0.03129824251208713,0.6
2009-02-27,0.03817600863330548,0.04956023867659189,0.13800462499563565,0.020761394255552415,0.08760012739067183,0.03602004370058688,0.029877562347655914,0.6
