,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_balanced_sector_breadth_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.10896648580046155,0.0,0.19362863352331824,0.12039688010748656,0.15383668231909317,0.11198625139981189,0.19118506684982858,0.12
2006-07-07,0.10896648580046155,0.0,0.19362863352331824,0.12039688010748656,0.15383668231909317,0.11198625139981189,0.19118506684982858,0.12
2006-07-14,0.10896648580046155,0.0,0.19362863352331824,0.12039688010748656,0.15383668231909317,0.11198625139981189,0.19118506684982858,0.12
2006-07-21,0.10896648580046155,0.0,0.19362863352331824,0.12039688010748656,0.15383668231909317,0.11198625139981189,0.19118506684982858,0.12
2006-07-28,0.08102701107090828,0.198,0.15278280619867868,0.07289527140541334,0.11085455241762862,0.08084782548245682,0.1835925334249143,0.11999999999999988
2006-08-04,0.08102701107090828,0.198,0.15278280619867868,0.07289527140541334,0.11085455241762862,0.08084782548245682,0.1835925334249143,0.11999999999999988
2006-08-11,0.08102701107090828,0.198,0.15278280619867868,0.07289527140541334,0.11085455241762862,0.08084782548245682,0.1835925334249143,0.11999999999999988
2006-08-18,0.08102701107090828,0.198,0.15278280619867868,0.07289527140541334,0.11085455241762862,0.08084782548245682,0.1835925334249143,0.11999999999999988
2006-08-25,0.0672732418063071,0.29700000000000004,0.13266030465046172,0.04984197497632337,0.08795706328075316,0.06547114857369754,0.17979626671245716,0.11999999999999988
2006-09-01,0.0672732418063071,0.29700000000000004,0.13266030465046172,0.04984197497632337,0.08795706328075316,0.06547114857369754,0.17979626671245716,0.11999999999999988
2006-09-08,0.0672732418063071,0.29700000000000004,0.13266030465046172,0.04984197497632337,0.08795706328075316,0.06547114857369754,0.17979626671245716,0.11999999999999988
2006-09-15,0.0672732418063071,0.29700000000000004,0.13266030465046172,0.04984197497632337,0.08795706328075316,0.06547114857369754,0.17979626671245716,0.11999999999999988
2006-09-22,0.0672732418063071,0.29700000000000004,0.13266030465046172,0.04984197497632337,0.08795706328075316,0.06547114857369754,0.17979626671245716,0.11999999999999988
2006-09-29,0.06152010148538291,0.34650000000000003,0.12500222618670795,0.03923613274168276,0.07039101000865394,0.059452396221343844,0.1778981333562286,0.11999999999999988
2006-10-06,0.06152010148538291,0.34650000000000003,0.12500222618670795,0.03923613274168276,0.07039101000865394,0.059452396221343844,0.1778981333562286,0.11999999999999988
2006-10-13,0.06152010148538291,0.34650000000000003,0.12500222618670795,0.03923613274168276,0.07039101000865394,0.059452396221343844,0.1778981333562286,0.11999999999999988
2006-10-20,0.06152010148538291,0.34650000000000003,0.12500222618670795,0.03923613274168276,0.07039101000865394,0.059452396221343844,0.1778981333562286,0.11999999999999988
2006-10-27,0.0749583472185208,0.32959000965988794,0.11735529831525296,0.07143484643400641,0.10446320845503575,0.10111980505580276,0.2010784848614935,0.0
2006-11-03,0.0749583472185208,0.32959000965988794,0.11735529831525296,0.07143484643400641,0.10446320845503575,0.10111980505580276,0.2010784848614935,0.0
2006-11-10,0.0749583472185208,0.32959000965988794,0.11735529831525296,0.07143484643400641,0.10446320845503575,0.10111980505580276,0.2010784848614935,0.0
2006-11-17,0.0749583472185208,0.32959000965988794,0.11735529831525296,0.07143484643400641,0.10446320845503575,0.10111980505580276,0.2010784848614935,0.0
2006-11-24,0.06219785247039944,0.43795900096598883,0.13029600065531402,0.03753405251467551,0.0652249243190062,0.06668032058846668,0.20010784848614938,0.0
2006-12-01,0.06219785247039944,0.43795900096598883,0.13029600065531402,0.03753405251467551,0.0652249243190062,0.06668032058846668,0.20010784848614938,0.0
2006-12-08,0.06219785247039944,0.43795900096598883,0.13029600065531402,0.03753405251467551,0.0652249243190062,0.06668032058846668,0.20010784848614938,0.0
2006-12-15,0.06219785247039944,0.43795900096598883,0.13029600065531402,0.03753405251467551,0.0652249243190062,0.06668032058846668,0.20010784848614938,0.0
2006-12-22,0.06219785247039944,0.43795900096598883,0.13029600065531402,0.03753405251467551,0.0652249243190062,0.06668032058846668,0.20010784848614938,0.0
2006-12-29,0.059629478229470796,0.4486401313100561,0.12994924307030908,0.03559360538785578,0.062353835935946136,0.06382292121774719,0.20001078484861495,0.0
2007-01-05,0.059629478229470796,0.4486401313100561,0.12994924307030908,0.03559360538785578,0.062353835935946136,0.06382292121774719,0.20001078484861495,0.0
2007-01-12,0.059629478229470796,0.4486401313100561,0.12994924307030908,0.03559360538785578,0.062353835935946136,0.06382292121774719,0.20001078484861495,0.0
2007-01-19,0.059629478229470796,0.4486401313100561,0.12994924307030908,0.03559360538785578,0.062353835935946136,0.06382292121774719,0.20001078484861495,0.0
2007-01-26,0.06116954139295998,0.42553840729999887,0.1376477436353329,0.03807141561540909,0.06836518840220733,0.06920662516923036,0.2000010784848615,0.0
2007-02-02,0.06116954139295998,0.42553840729999887,0.1376477436353329,0.03807141561540909,0.06836518840220733,0.06920662516923036,0.2000010784848615,0.0
2007-02-09,0.06116954139295998,0.42553840729999887,0.1376477436353329,0.03807141561540909,0.06836518840220733,0.06920662516923036,0.2000010784848615,0.0
2007-02-16,0.06116954139295998,0.42553840729999887,0.1376477436353329,0.03807141561540909,0.06836518840220733,0.06920662516923036,0.2000010784848615,0.0
2007-02-23,0.05236203701610829,0.3503925107987589,0.14948895440093818,0.06009197002588621,0.12599612369044794,0.06166829621937437,0.20000010784848615,0.0
2007-03-02,0.05236203701610829,0.3503925107987589,0.14948895440093818,0.06009197002588621,0.12599612369044794,0.06166829621937437,0.20000010784848615,0.0
2007-03-09,0.05236203701610829,0.3503925107987589,0.14948895440093818,0.06009197002588621,0.12599612369044794,0.06166829621937437,0.20000010784848615,0.0
2007-03-16,0.05236203701610829,0.3503925107987589,0.14948895440093818,0.06009197002588621,0.12599612369044794,0.06166829621937437,0.20000010784848615,0.0
2007-03-23,0.05236203701610829,0.3503925107987589,0.14948895440093818,0.06009197002588621,0.12599612369044794,0.06166829621937437,0.20000010784848615,0.0
2007-03-30,0.06549161963157574,0.28737407909850843,0.13101097276302304,0.08972224647685745,0.15594797342364405,0.07045305468214827,0.20000005392424308,0.0
2007-04-06,0.06549161963157574,0.28737407909850843,0.13101097276302304,0.08972224647685745,0.15594797342364405,0.07045305468214827,0.20000005392424308,0.0
2007-04-13,0.06549161963157574,0.28737407909850843,0.13101097276302304,0.08972224647685745,0.15594797342364405,0.07045305468214827,0.20000005392424308,0.0
2007-04-20,0.06549161963157574,0.28737407909850843,0.13101097276302304,0.08972224647685745,0.15594797342364405,0.07045305468214827,0.20000005392424308,0.0
2007-04-27,0.07215521142041123,0.255672848694098,0.12179534740877884,0.1046237716375922,0.17083490283847522,0.07491789103852291,0.20000002696212155,0.0
2007-05-04,0.07215521142041123,0.255672848694098,0.12179534740877884,0.1046237716375922,0.17083490283847522,0.07491789103852291,0.20000002696212155,0.0
2007-05-11,0.07215521142041123,0.255672848694098,0.12179534740877884,0.1046237716375922,0.17083490283847522,0.07491789103852291,0.20000002696212155,0.0
2007-05-18,0.07215521142041123,0.255672848694098,0.12179534740877884,0.1046237716375922,0.17083490283847522,0.07491789103852291,0.20000002696212155,0.0
2007-05-25,0.07787800070439448,0.2273049110028873,0.1252879214494951,0.11315484641217811,0.1894171757781778,0.0669571311718064,0.20000001348106078,0.0
2007-06-01,0.07787800070439448,0.2273049110028873,0.1252879214494951,0.11315484641217811,0.1894171757781778,0.0669571311718064,0.20000001348106078,0.0
2007-06-08,0.07787800070439448,0.2273049110028873,0.1252879214494951,0.11315484641217811,0.1894171757781778,0.0669571311718064,0.20000001348106078,0.0
2007-06-15,0.07787800070439448,0.2273049110028873,0.1252879214494951,0.11315484641217811,0.1894171757781778,0.0669571311718064,0.20000001348106078,0.0
2007-06-22,0.07787800070439448,0.2273049110028873,0.1252879214494951,0.11315484641217811,0.1894171757781778,0.0669571311718064,0.20000001348106078,0.0
2007-06-29,0.08156115367195177,0.2106080914311545,0.12802021626061083,0.11829981350642751,0.19916810947989716,0.06234260890942787,0.2000000067405304,0.0
2007-07-06,0.08156115367195177,0.2106080914311545,0.12802021626061083,0.11829981350642751,0.19916810947989716,0.06234260890942787,0.2000000067405304,0.0
2007-07-13,0.08156115367195177,0.2106080914311545,0.12802021626061083,0.11829981350642751,0.19916810947989716,0.06234260890942787,0.2000000067405304,0.0
2007-07-20,0.08156115367195177,0.2106080914311545,0.12802021626061083,0.11829981350642751,0.19916810947989716,0.06234260890942787,0.2000000067405304,0.0
2007-07-27,0.05976987861947171,0.17635367252459322,0.13940635301427062,0.08348278456150501,0.21973792280483612,0.06159190509564508,0.1396574833796783,0.12
2007-08-03,0.05976987861947171,0.17635367252459322,0.13940635301427062,0.08348278456150501,0.21973792280483612,0.06159190509564508,0.1396574833796783,0.12
2007-08-10,0.05976987861947171,0.17635367252459322,0.13940635301427062,0.08348278456150501,0.21973792280483612,0.06159190509564508,0.1396574833796783,0.12
2007-08-17,0.05976987861947171,0.17635367252459322,0.13940635301427062,0.08348278456150501,0.21973792280483612,0.06159190509564508,0.1396574833796783,0.12
2007-08-24,0.05976987861947171,0.17635367252459322,0.13940635301427062,0.08348278456150501,0.21973792280483612,0.06159190509564508,0.1396574833796783,0.12
2007-08-31,0.023425299361395154,0.07254713103263592,0.06789961211999365,0.032907847861531225,0.11616942895939578,0.030051552758045066,0.05699912790700323,0.6
2007-09-07,0.023425299361395154,0.07254713103263592,0.06789961211999365,0.032907847861531225,0.11616942895939578,0.030051552758045066,0.05699912790700323,0.6
2007-09-14,0.023425299361395154,0.07254713103263592,0.06789961211999365,0.032907847861531225,0.11616942895939578,0.030051552758045066,0.05699912790700323,0.6
2007-09-21,0.023425299361395154,0.07254713103263592,0.06789961211999365,0.032907847861531225,0.11616942895939578,0.030051552758045066,0.05699912790700323,0.6
2007-09-28,0.0678609868319222,0.13687345620644112,0.15842813565512012,0.1312154065527556,0.2720943948279704,0.06826405778811132,0.14888082338984432,0.016382738747834913
2007-10-05,0.0678609868319222,0.13687345620644112,0.15842813565512012,0.1312154065527556,0.2720943948279704,0.06826405778811132,0.14888082338984432,0.016382738747834913
2007-10-12,0.0678609868319222,0.13687345620644112,0.15842813565512012,0.1312154065527556,0.2720943948279704,0.06826405778811132,0.14888082338984432,0.016382738747834913
2007-10-19,0.0678609868319222,0.13687345620644112,0.15842813565512012,0.1312154065527556,0.2720943948279704,0.06826405778811132,0.14888082338984432,0.016382738747834913
2007-10-26,0.022795593888779435,0.04714811204256674,0.0695644250343953,0.039849082345479056,0.12263246801290505,0.02972733480530076,0.06828298387057365,0.6
2007-11-02,0.022795593888779435,0.04714811204256674,0.0695644250343953,0.039849082345479056,0.12263246801290505,0.02972733480530076,0.06828298387057365,0.6
2007-11-09,0.022795593888779435,0.04714811204256674,0.0695644250343953,0.039849082345479056,0.12263246801290505,0.02972733480530076,0.06828298387057365,0.6
2007-11-16,0.022795593888779435,0.04714811204256674,0.0695644250343953,0.039849082345479056,0.12263246801290505,0.02972733480530076,0.06828298387057365,0.6
2007-11-23,0.022795593888779435,0.04714811204256674,0.0695644250343953,0.039849082345479056,0.12263246801290505,0.02972733480530076,0.06828298387057365,0.6
2007-11-30,0.020237756594511117,0.04223014607545293,0.07225760526865761,0.03326442734400869,0.1287136209187669,0.030516718383851296,0.07277972541475151,0.6
2007-12-07,0.020237756594511117,0.04223014607545293,0.07225760526865761,0.03326442734400869,0.1287136209187669,0.030516718383851296,0.07277972541475151,0.6
2007-12-14,0.020237756594511117,0.04223014607545293,0.07225760526865761,0.03326442734400869,0.1287136209187669,0.030516718383851296,0.07277972541475151,0.6
2007-12-21,0.020237756594511117,0.04223014607545293,0.07225760526865761,0.03326442734400869,0.1287136209187669,0.030516718383851296,0.07277972541475151,0.6
2007-12-28,0.042841199086973404,0.08919877839694228,0.16678057807108496,0.0683234568310232,0.2816395630612219,0.06524405119393016,0.16597237335882412,0.12
2008-01-04,0.042841199086973404,0.08919877839694228,0.16678057807108496,0.0683234568310232,0.2816395630612219,0.06524405119393016,0.16597237335882412,0.12
2008-01-11,0.042841199086973404,0.08919877839694228,0.16678057807108496,0.0683234568310232,0.2816395630612219,0.06524405119393016,0.16597237335882412,0.12
2008-01-18,0.042841199086973404,0.08919877839694228,0.16678057807108496,0.0683234568310232,0.2816395630612219,0.06524405119393016,0.16597237335882412,0.12
2008-01-25,0.01803170549418695,0.037786175664827615,0.07489359734364656,0.0289233824701685,0.13278835978193676,0.029735875082753823,0.07784090416247985,0.5999999999999999
2008-02-01,0.01803170549418695,0.037786175664827615,0.07489359734364656,0.0289233824701685,0.13278835978193676,0.029735875082753823,0.07784090416247985,0.5999999999999999
2008-02-08,0.01803170549418695,0.037786175664827615,0.07489359734364656,0.0289233824701685,0.13278835978193676,0.029735875082753823,0.07784090416247985,0.5999999999999999
2008-02-15,0.01803170549418695,0.037786175664827615,0.07489359734364656,0.0289233824701685,0.13278835978193676,0.029735875082753823,0.07784090416247985,0.5999999999999999
2008-02-22,0.01803170549418695,0.037786175664827615,0.07489359734364656,0.0289233824701685,0.13278835978193676,0.029735875082753823,0.07784090416247985,0.5999999999999999
2008-02-29,0.017259678662148427,0.03620765194497904,0.07395864325526852,0.027375315106537665,0.13498125098316735,0.029826575976953963,0.08039088407094508,0.5999999999999999
2008-03-07,0.017259678662148427,0.03620765194497904,0.07395864325526852,0.027375315106537665,0.13498125098316735,0.029826575976953963,0.08039088407094508,0.5999999999999999
2008-03-14,0.017259678662148427,0.03620765194497904,0.07395864325526852,0.027375315106537665,0.13498125098316735,0.029826575976953963,0.08039088407094508,0.5999999999999999
2008-03-21,0.017259678662148427,0.03620765194497904,0.07395864325526852,0.027375315106537665,0.13498125098316735,0.029826575976953963,0.08039088407094508,0.5999999999999999
2008-03-28,0.016764720461259486,0.035131675019037335,0.07253873902591156,0.02421425543931957,0.13835590859138627,0.02947218072276483,0.08352252074032102,0.5999999999999999
2008-04-04,0.016764720461259486,0.035131675019037335,0.07253873902591156,0.02421425543931957,0.13835590859138627,0.02947218072276483,0.08352252074032102,0.5999999999999999
2008-04-11,0.016764720461259486,0.035131675019037335,0.07253873902591156,0.02421425543931957,0.13835590859138627,0.02947218072276483,0.08352252074032102,0.5999999999999999
2008-04-18,0.016764720461259486,0.035131675019037335,0.07253873902591156,0.02421425543931957,0.13835590859138627,0.02947218072276483,0.08352252074032102,0.5999999999999999
2008-04-25,0.016609426056186566,0.03436628769714587,0.07171147946096171,0.02256636990553589,0.14075819541920334,0.029077645844222535,0.08491059561674413,0.6
2008-05-02,0.016609426056186566,0.03436628769714587,0.07171147946096171,0.02256636990553589,0.14075819541920334,0.029077645844222535,0.08491059561674413,0.6
2008-05-09,0.016609426056186566,0.03436628769714587,0.07171147946096171,0.02256636990553589,0.14075819541920334,0.029077645844222535,0.08491059561674413,0.6
2008-05-16,0.016609426056186566,0.03436628769714587,0.07171147946096171,0.02256636990553589,0.14075819541920334,0.029077645844222535,0.08491059561674413,0.6
2008-05-23,0.016609426056186566,0.03436628769714587,0.07171147946096171,0.02256636990553589,0.14075819541920334,0.029077645844222535,0.08491059561674413,0.6
2008-05-30,0.03810230154143162,0.0778847909726911,0.16322553481939361,0.049150133416269996,0.3003746231484121,0.0619485152044392,0.18931410089736236,0.12
2008-06-06,0.03810230154143162,0.0778847909726911,0.16322553481939361,0.049150133416269996,0.3003746231484121,0.0619485152044392,0.18931410089736236,0.12
2008-06-13,0.03810230154143162,0.0778847909726911,0.16322553481939361,0.049150133416269996,0.3003746231484121,0.0619485152044392,0.18931410089736236,0.12
2008-06-20,0.03810230154143162,0.0778847909726911,0.16322553481939361,0.049150133416269996,0.3003746231484121,0.0619485152044392,0.18931410089736236,0.12
2008-06-27,0.03881254570714695,0.07821832594794645,0.16476066152710242,0.05958101682215775,0.2614486087032591,0.06102205797343106,0.2161567833189563,0.12
2008-07-04,0.03881254570714695,0.07821832594794645,0.16476066152710242,0.05958101682215775,0.2614486087032591,0.06102205797343106,0.2161567833189563,0.12
2008-07-11,0.03881254570714695,0.07821832594794645,0.16476066152710242,0.05958101682215775,0.2614486087032591,0.06102205797343106,0.2161567833189563,0.12
2008-07-18,0.03881254570714695,0.07821832594794645,0.16476066152710242,0.05958101682215775,0.2614486087032591,0.06102205797343106,0.2161567833189563,0.12
2008-07-25,0.034591150000039685,0.06728371871341392,0.14586145907030393,0.057979557923446515,0.22752880312027726,0.05579566142927331,0.21095964974324544,0.19999999999999996
2008-08-01,0.034591150000039685,0.06728371871341392,0.14586145907030393,0.057979557923446515,0.22752880312027726,0.05579566142927331,0.21095964974324544,0.19999999999999996
2008-08-08,0.034591150000039685,0.06728371871341392,0.14586145907030393,0.057979557923446515,0.22752880312027726,0.05579566142927331,0.21095964974324544,0.19999999999999996
2008-08-15,0.034591150000039685,0.06728371871341392,0.14586145907030393,0.057979557923446515,0.22752880312027726,0.05579566142927331,0.21095964974324544,0.19999999999999996
2008-08-22,0.034591150000039685,0.06728371871341392,0.14586145907030393,0.057979557923446515,0.22752880312027726,0.05579566142927331,0.21095964974324544,0.19999999999999996
2008-08-29,0.03979785140472707,0.0732182185489385,0.16357157884314702,0.05558651087011655,0.23120435283928792,0.054868132972040476,0.26175335452174253,0.11999999999999988
2008-09-05,0.03979785140472707,0.0732182185489385,0.16357157884314702,0.05558651087011655,0.23120435283928792,0.054868132972040476,0.26175335452174253,0.11999999999999988
2008-09-12,0.03979785140472707,0.0732182185489385,0.16357157884314702,0.05558651087011655,0.23120435283928792,0.054868132972040476,0.26175335452174253,0.11999999999999988
2008-09-19,0.03979785140472707,0.0732182185489385,0.16357157884314702,0.05558651087011655,0.23120435283928792,0.054868132972040476,0.26175335452174253,0.11999999999999988
2008-09-26,0.018060471726414257,0.031831184807517614,0.07222862079322798,0.024707293610913204,0.10868331577715967,0.02427012510542893,0.1202189881793384,0.6
2008-10-03,0.018060471726414257,0.031831184807517614,0.07222862079322798,0.024707293610913204,0.10868331577715967,0.02427012510542893,0.1202189881793384,0.6
2008-10-10,0.018060471726414257,0.031831184807517614,0.07222862079322798,0.024707293610913204,0.10868331577715967,0.02427012510542893,0.1202189881793384,0.6
2008-10-17,0.018060471726414257,0.031831184807517614,0.07222862079322798,0.024707293610913204,0.10868331577715967,0.02427012510542893,0.1202189881793384,0.6
2008-10-24,0.018060471726414257,0.031831184807517614,0.07222862079322798,0.024707293610913204,0.10868331577715967,0.02427012510542893,0.1202189881793384,0.6
2008-10-31,0.020973924850784684,0.033393132420112916,0.0742957098440565,0.01830068327361153,0.09006814356884257,0.028321593921243705,0.13464681212134813,0.6
2008-11-07,0.020973924850784684,0.033393132420112916,0.0742957098440565,0.01830068327361153,0.09006814356884257,0.028321593921243705,0.13464681212134813,0.6
2008-11-14,0.020973924850784684,0.033393132420112916,0.0742957098440565,0.01830068327361153,0.09006814356884257,0.028321593921243705,0.13464681212134813,0.6
2008-11-21,0.020973924850784684,0.033393132420112916,0.0742957098440565,0.01830068327361153,0.09006814356884257,0.028321593921243705,0.13464681212134813,0.6
2008-11-28,0.024129905195952248,0.03630259229721501,0.08144768704559745,0.02195126622199118,0.07837398230549573,0.03039641425724636,0.12739815267650206,0.5999999999999999
2008-12-05,0.024129905195952248,0.03630259229721501,0.08144768704559745,0.02195126622199118,0.07837398230549573,0.03039641425724636,0.12739815267650206,0.5999999999999999
2008-12-12,0.024129905195952248,0.03630259229721501,0.08144768704559745,0.02195126622199118,0.07837398230549573,0.03039641425724636,0.12739815267650206,0.5999999999999999
2008-12-19,0.024129905195952248,0.03630259229721501,0.08144768704559745,0.02195126622199118,0.07837398230549573,0.03039641425724636,0.12739815267650206,0.5999999999999999
2008-12-26,0.026970838345537332,0.03388751520610954,0.08781269186164065,0.022673152163003113,0.07064477007226855,0.025899422453827037,0.1321116098976138,0.6
2009-01-02,0.026970838345537332,0.03388751520610954,0.08781269186164065,0.022673152163003113,0.07064477007226855,0.025899422453827037,0.1321116098976138,0.6
2009-01-09,0.026970838345537332,0.03388751520610954,0.08781269186164065,0.022673152163003113,0.07064477007226855,0.025899422453827037,0.1321116098976138,0.6
2009-01-16,0.026970838345537332,0.03388751520610954,0.08781269186164065,0.022673152163003113,0.07064477007226855,0.025899422453827037,0.1321116098976138,0.6
2009-01-23,0.026970838345537332,0.03388751520610954,0.08781269186164065,0.022673152163003113,0.07064477007226855,0.025899422453827037,0.1321116098976138,0.6
2009-01-30,0.028211943794515172,0.03211876621607085,0.0902171321712967,0.022889256882742917,0.0653597979018186,0.022952799693060445,0.13825030334049537,0.5999999999999999
2009-02-06,0.028211943794515172,0.03211876621607085,0.0902171321712967,0.022889256882742917,0.0653597979018186,0.022952799693060445,0.13825030334049537,0.5999999999999999
2009-02-13,0.028211943794515172,0.03211876621607085,0.0902171321712967,0.022889256882742917,0.0653597979018186,0.022952799693060445,0.13825030334049537,0.5999999999999999
2009-02-20,0.028211943794515172,0.03211876621607085,0.0902171321712967,0.022889256882742917,0.0653597979018186,0.022952799693060445,0.13825030334049537,0.5999999999999999
2009-02-27,0.02904601194327837,0.03101396367581219,0.08957433030238035,0.02245871623531437,0.0623203915396397,0.021273571781396813,0.14431301452217823,0.6
2009-03-06,0.02904601194327837,0.03101396367581219,0.08957433030238035,0.02245871623531437,0.0623203915396397,0.021273571781396813,0.14431301452217823,0.6
2009-03-13,0.02904601194327837,0.03101396367581219,0.08957433030238035,0.02245871623531437,0.0623203915396397,0.021273571781396813,0.14431301452217823,0.6
2009-03-20,0.02904601194327837,0.03101396367581219,0.08957433030238035,0.02245871623531437,0.0623203915396397,0.021273571781396813,0.14431301452217823,0.6
