,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_top3_sector_momentum_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.15283412983604022,0.0,0.18733319729753084,0.11793389479710356,0.14962368564589187,0.11094175909010016,0.1613333333333333,0.12
2006-07-07,0.15283412983604022,0.0,0.18733319729753084,0.11793389479710356,0.14962368564589187,0.11094175909010016,0.1613333333333333,0.12
2006-07-14,0.15283412983604022,0.0,0.18733319729753084,0.11793389479710356,0.14962368564589187,0.11094175909010016,0.1613333333333333,0.12
2006-07-21,0.15283412983604022,0.0,0.18733319729753084,0.11793389479710356,0.14962368564589187,0.11094175909010016,0.1613333333333333,0.12
2006-07-28,0.11076689348709258,0.198,0.14462051336170773,0.0699130565973428,0.11030337409282483,0.07772949579436542,0.16866666666666666,0.12
2006-08-04,0.11076689348709258,0.198,0.14462051336170773,0.0699130565973428,0.11030337409282483,0.07772949579436542,0.16866666666666666,0.12
2006-08-11,0.11076689348709258,0.198,0.14462051336170773,0.0699130565973428,0.11030337409282483,0.07772949579436542,0.16866666666666666,0.12
2006-08-18,0.11076689348709258,0.198,0.14462051336170773,0.0699130565973428,0.11030337409282483,0.07772949579436542,0.16866666666666666,0.12
2006-08-25,0.08525110690048764,0.29700000000000004,0.12088149844172477,0.05045304560971375,0.0959324064314146,0.0581486092833259,0.17233333333333334,0.12
2006-09-01,0.08525110690048764,0.29700000000000004,0.12088149844172477,0.05045304560971375,0.0959324064314146,0.0581486092833259,0.17233333333333334,0.12
2006-09-08,0.08525110690048764,0.29700000000000004,0.12088149844172477,0.05045304560971375,0.0959324064314146,0.0581486092833259,0.17233333333333334,0.12
2006-09-15,0.08525110690048764,0.29700000000000004,0.12088149844172477,0.05045304560971375,0.0959324064314146,0.0581486092833259,0.17233333333333334,0.12
2006-09-22,0.08525110690048764,0.29700000000000004,0.12088149844172477,0.05045304560971375,0.0959324064314146,0.0581486092833259,0.17233333333333334,0.12
2006-09-29,0.07450290383490729,0.34650000000000003,0.11160142689446706,0.04194407914494873,0.08134257586673871,0.04994234759227159,0.1741666666666667,0.12
2006-10-06,0.07450290383490729,0.34650000000000003,0.11160142689446706,0.04194407914494873,0.08134257586673871,0.04994234759227159,0.1741666666666667,0.12
2006-10-13,0.07450290383490729,0.34650000000000003,0.11160142689446706,0.04194407914494873,0.08134257586673871,0.04994234759227159,0.1741666666666667,0.12
2006-10-20,0.07450290383490729,0.34650000000000003,0.11160142689446706,0.04194407914494873,0.08134257586673871,0.04994234759227159,0.1741666666666667,0.12
2006-10-27,0.08684313048801189,0.33455374899734697,0.10820991664469047,0.0734554963937694,0.1227404365301086,0.07523893761273936,0.19895833333333335,0.0
2006-11-03,0.08684313048801189,0.33455374899734697,0.10820991664469047,0.0734554963937694,0.1227404365301086,0.07523893761273936,0.19895833333333335,0.0
2006-11-10,0.08684313048801189,0.33455374899734697,0.10820991664469047,0.0734554963937694,0.1227404365301086,0.07523893761273936,0.19895833333333335,0.0
2006-11-17,0.08684313048801189,0.33455374899734697,0.10820991664469047,0.0734554963937694,0.1227404365301086,0.07523893761273936,0.19895833333333335,0.0
2006-11-24,0.06772719937258843,0.44999999999999984,0.11195430549405724,0.04075938153629501,0.08048422393178173,0.04907488966527768,0.19999999999999996,0.0
2006-12-01,0.06772719937258843,0.44999999999999984,0.11195430549405724,0.04075938153629501,0.08048422393178173,0.04907488966527768,0.19999999999999996,0.0
2006-12-08,0.06772719937258843,0.44999999999999984,0.11195430549405724,0.04075938153629501,0.08048422393178173,0.04907488966527768,0.19999999999999996,0.0
2006-12-15,0.06772719937258843,0.44999999999999984,0.11195430549405724,0.04075938153629501,0.08048422393178173,0.04907488966527768,0.19999999999999996,0.0
2006-12-22,0.06772719937258843,0.44999999999999984,0.11195430549405724,0.04075938153629501,0.08048422393178173,0.04907488966527768,0.19999999999999996,0.0
2006-12-29,0.0655787731258672,0.45,0.10898041224967524,0.042559062562300416,0.08280404699722971,0.05007770506492744,0.2,0.0
2007-01-05,0.0655787731258672,0.45,0.10898041224967524,0.042559062562300416,0.08280404699722971,0.05007770506492744,0.2,0.0
2007-01-12,0.0655787731258672,0.45,0.10898041224967524,0.042559062562300416,0.08280404699722971,0.05007770506492744,0.2,0.0
2007-01-19,0.0655787731258672,0.45,0.10898041224967524,0.042559062562300416,0.08280404699722971,0.05007770506492744,0.2,0.0
2007-01-26,0.06424193899990871,0.44999999999999984,0.10694205987702805,0.04277930225079615,0.08462986514355073,0.05140683372871644,0.19999999999999998,0.0
2007-02-02,0.06424193899990871,0.44999999999999984,0.10694205987702805,0.04277930225079615,0.08462986514355073,0.05140683372871644,0.19999999999999998,0.0
2007-02-09,0.06424193899990871,0.44999999999999984,0.10694205987702805,0.04277930225079615,0.08462986514355073,0.05140683372871644,0.19999999999999998,0.0
2007-02-16,0.06424193899990871,0.44999999999999984,0.10694205987702805,0.04277930225079615,0.08462986514355073,0.05140683372871644,0.19999999999999998,0.0
2007-02-23,0.06278221110993909,0.3778656778596604,0.12603952038575592,0.05625731272043918,0.11910135176035429,0.05795392616385109,0.2,0.0
2007-03-02,0.06278221110993909,0.3778656778596604,0.12603952038575592,0.05625731272043918,0.11910135176035429,0.05795392616385109,0.2,0.0
2007-03-09,0.06278221110993909,0.3778656778596604,0.12603952038575592,0.05625731272043918,0.11910135176035429,0.05795392616385109,0.2,0.0
2007-03-16,0.06278221110993909,0.3778656778596604,0.12603952038575592,0.05625731272043918,0.11910135176035429,0.05795392616385109,0.2,0.0
2007-03-23,0.06278221110993909,0.3778656778596604,0.12603952038575592,0.05625731272043918,0.11910135176035429,0.05795392616385109,0.2,0.0
2007-03-30,0.07537911170595504,0.31069431025023514,0.11418126633121825,0.08510676162161075,0.14640081675456754,0.06823773333641328,0.2,0.0
2007-04-06,0.07537911170595504,0.31069431025023514,0.11418126633121825,0.08510676162161075,0.14640081675456754,0.06823773333641328,0.2,0.0
2007-04-13,0.07537911170595504,0.31069431025023514,0.11418126633121825,0.08510676162161075,0.14640081675456754,0.06823773333641328,0.2,0.0
2007-04-20,0.07537911170595504,0.31069431025023514,0.11418126633121825,0.08510676162161075,0.14640081675456754,0.06823773333641328,0.2,0.0
2007-04-27,0.08175786076762318,0.27679179785932584,0.10830342130494741,0.0996509682201164,0.15994388655558628,0.07355206529240085,0.20000000000000004,0.0
2007-05-04,0.08175786076762318,0.27679179785932584,0.10830342130494741,0.0996509682201164,0.15994388655558628,0.07355206529240085,0.20000000000000004,0.0
2007-05-11,0.08175786076762318,0.27679179785932584,0.10830342130494741,0.0996509682201164,0.15994388655558628,0.07355206529240085,0.20000000000000004,0.0
2007-05-18,0.08175786076762318,0.27679179785932584,0.10830342130494741,0.0996509682201164,0.15994388655558628,0.07355206529240085,0.20000000000000004,0.0
2007-05-25,0.08676470511503577,0.2462081907167558,0.11397689874031285,0.10837621490586657,0.17868213600088428,0.06599185452114475,0.2,0.0
2007-06-01,0.08676470511503577,0.2462081907167558,0.11397689874031285,0.10837621490586657,0.17868213600088428,0.06599185452114475,0.2,0.0
2007-06-08,0.08676470511503577,0.2462081907167558,0.11397689874031285,0.10837621490586657,0.17868213600088428,0.06599185452114475,0.2,0.0
2007-06-15,0.08676470511503577,0.2462081907167558,0.11397689874031285,0.10837621490586657,0.17868213600088428,0.06599185452114475,0.2,0.0
2007-06-22,0.08676470511503577,0.2462081907167558,0.11397689874031285,0.10837621490586657,0.17868213600088428,0.06599185452114475,0.2,0.0
2007-06-29,0.08975807585788675,0.22739694834826568,0.11834884046557646,0.11381786660365142,0.18909686357746225,0.061581405147157396,0.2,0.0
2007-07-06,0.08975807585788675,0.22739694834826568,0.11834884046557646,0.11381786660365142,0.18909686357746225,0.061581405147157396,0.2,0.0
2007-07-13,0.08975807585788675,0.22739694834826568,0.11834884046557646,0.11381786660365142,0.18909686357746225,0.061581405147157396,0.2,0.0
2007-07-20,0.08975807585788675,0.22739694834826568,0.11834884046557646,0.11381786660365142,0.18909686357746225,0.061581405147157396,0.2,0.0
2007-07-27,0.06580946106826761,0.18973636001723893,0.1370448512760974,0.0837625544046722,0.22477100289786536,0.06473694167011092,0.11413882866574764,0.12
2007-08-03,0.06580946106826761,0.18973636001723893,0.1370448512760974,0.0837625544046722,0.22477100289786536,0.06473694167011092,0.11413882866574764,0.12
2007-08-10,0.06580946106826761,0.18973636001723893,0.1370448512760974,0.0837625544046722,0.22477100289786536,0.06473694167011092,0.11413882866574764,0.12
2007-08-17,0.06580946106826761,0.18973636001723893,0.1370448512760974,0.0837625544046722,0.22477100289786536,0.06473694167011092,0.11413882866574764,0.12
2007-08-24,0.06580946106826761,0.18973636001723893,0.1370448512760974,0.0837625544046722,0.22477100289786536,0.06473694167011092,0.11413882866574764,0.12
2007-08-31,0.02588641578431368,0.07827976306667482,0.06801801455171452,0.034126437212388804,0.12280291600662395,0.032541909710781025,0.03834454366750323,0.6
2007-09-07,0.02588641578431368,0.07827976306667482,0.06801801455171452,0.034126437212388804,0.12280291600662395,0.032541909710781025,0.03834454366750323,0.6
2007-09-14,0.02588641578431368,0.07827976306667482,0.06801801455171452,0.034126437212388804,0.12280291600662395,0.032541909710781025,0.03834454366750323,0.6
2007-09-21,0.02588641578431368,0.07827976306667482,0.06801801455171452,0.034126437212388804,0.12280291600662395,0.032541909710781025,0.03834454366750323,0.6
2007-09-28,0.07403682661853549,0.16959194709005185,0.15405119598700187,0.1466507434153791,0.2982567448700473,0.07517328509012144,0.06606074969205135,0.01617850723681169
2007-10-05,0.07403682661853549,0.16959194709005185,0.15405119598700187,0.1466507434153791,0.2982567448700473,0.07517328509012144,0.06606074969205135,0.01617850723681169
2007-10-12,0.07403682661853549,0.16959194709005185,0.15405119598700187,0.1466507434153791,0.2982567448700473,0.07517328509012144,0.06606074969205135,0.01617850723681169
2007-10-19,0.07403682661853549,0.16959194709005185,0.15405119598700187,0.1466507434153791,0.2982567448700473,0.07517328509012144,0.06606074969205135,0.01617850723681169
2007-10-26,0.025099262379408085,0.0661080305222903,0.06986005851127408,0.04478332983727647,0.1354774636638385,0.03298025501935999,0.025691600066552567,0.6000000000000001
2007-11-02,0.025099262379408085,0.0661080305222903,0.06986005851127408,0.04478332983727647,0.1354774636638385,0.03298025501935999,0.025691600066552567,0.6000000000000001
2007-11-09,0.025099262379408085,0.0661080305222903,0.06986005851127408,0.04478332983727647,0.1354774636638385,0.03298025501935999,0.025691600066552567,0.6000000000000001
2007-11-16,0.025099262379408085,0.0661080305222903,0.06986005851127408,0.04478332983727647,0.1354774636638385,0.03298025501935999,0.025691600066552567,0.6000000000000001
2007-11-23,0.025099262379408085,0.0661080305222903,0.06986005851127408,0.04478332983727647,0.1354774636638385,0.03298025501935999,0.025691600066552567,0.6000000000000001
2007-11-30,0.023609759979833393,0.055352652695798324,0.08591263829502946,0.03513829529135665,0.1373219604852724,0.03607446574907063,0.026590227503639166,0.6
2007-12-07,0.023609759979833393,0.055352652695798324,0.08591263829502946,0.03513829529135665,0.1373219604852724,0.03607446574907063,0.026590227503639166,0.6
2007-12-14,0.023609759979833393,0.055352652695798324,0.08591263829502946,0.03513829529135665,0.1373219604852724,0.03607446574907063,0.026590227503639166,0.6
2007-12-21,0.023609759979833393,0.055352652695798324,0.08591263829502946,0.03513829529135665,0.1373219604852724,0.03607446574907063,0.026590227503639166,0.6
2007-12-28,0.05159992527842199,0.11241340710962669,0.21373487060391963,0.06886894024970137,0.29520808500219464,0.0791296603294564,0.059045111426679286,0.1200000000000001
2008-01-04,0.05159992527842199,0.11241340710962669,0.21373487060391963,0.06886894024970137,0.29520808500219464,0.0791296603294564,0.059045111426679286,0.1200000000000001
2008-01-11,0.05159992527842199,0.11241340710962669,0.21373487060391963,0.06886894024970137,0.29520808500219464,0.0791296603294564,0.059045111426679286,0.1200000000000001
2008-01-18,0.05159992527842199,0.11241340710962669,0.21373487060391963,0.06886894024970137,0.29520808500219464,0.0791296603294564,0.059045111426679286,0.1200000000000001
2008-01-25,0.022270972399975476,0.04689337710818995,0.10021771898399597,0.028625996947579436,0.13903909108303195,0.036932905477870294,0.026019937999356937,0.6
2008-02-01,0.022270972399975476,0.04689337710818995,0.10021771898399597,0.028625996947579436,0.13903909108303195,0.036932905477870294,0.026019937999356937,0.6
2008-02-08,0.022270972399975476,0.04689337710818995,0.10021771898399597,0.028625996947579436,0.13903909108303195,0.036932905477870294,0.026019937999356937,0.6
2008-02-15,0.022270972399975476,0.04689337710818995,0.10021771898399597,0.028625996947579436,0.13903909108303195,0.036932905477870294,0.026019937999356937,0.6
2008-02-22,0.022270972399975476,0.04689337710818995,0.10021771898399597,0.028625996947579436,0.13903909108303195,0.036932905477870294,0.026019937999356937,0.6
2008-02-29,0.021645865520753066,0.04496651059295362,0.1015668990183583,0.02687593184744752,0.14161080022491376,0.037537811802082766,0.025796180993490958,0.6
2008-03-07,0.021645865520753066,0.04496651059295362,0.1015668990183583,0.02687593184744752,0.14161080022491376,0.037537811802082766,0.025796180993490958,0.6
2008-03-14,0.021645865520753066,0.04496651059295362,0.1015668990183583,0.02687593184744752,0.14161080022491376,0.037537811802082766,0.025796180993490958,0.6
2008-03-21,0.021645865520753066,0.04496651059295362,0.1015668990183583,0.02687593184744752,0.14161080022491376,0.037537811802082766,0.025796180993490958,0.6
2008-03-28,0.021413140439213874,0.04419382941389862,0.10157016063278497,0.02337032765810514,0.14636814027860692,0.03772206516208061,0.025362336415309845,0.6000000000000001
2008-04-04,0.021413140439213874,0.04419382941389862,0.10157016063278497,0.02337032765810514,0.14636814027860692,0.03772206516208061,0.025362336415309845,0.6000000000000001
2008-04-11,0.021413140439213874,0.04419382941389862,0.10157016063278497,0.02337032765810514,0.14636814027860692,0.03772206516208061,0.025362336415309845,0.6000000000000001
2008-04-18,0.021413140439213874,0.04419382941389862,0.10157016063278497,0.02337032765810514,0.14636814027860692,0.03772206516208061,0.025362336415309845,0.6000000000000001
2008-04-25,0.02110128570873084,0.043323911487148696,0.09556540139992227,0.02325497659430701,0.15174412422008288,0.03698127035190051,0.028029030237907857,0.5999999999999999
2008-05-02,0.02110128570873084,0.043323911487148696,0.09556540139992227,0.02325497659430701,0.15174412422008288,0.03698127035190051,0.028029030237907857,0.5999999999999999
2008-05-09,0.02110128570873084,0.043323911487148696,0.09556540139992227,0.02325497659430701,0.15174412422008288,0.03698127035190051,0.028029030237907857,0.5999999999999999
2008-05-16,0.02110128570873084,0.043323911487148696,0.09556540139992227,0.02325497659430701,0.15174412422008288,0.03698127035190051,0.028029030237907857,0.5999999999999999
2008-05-23,0.02110128570873084,0.043323911487148696,0.09556540139992227,0.02325497659430701,0.15174412422008288,0.03698127035190051,0.028029030237907857,0.5999999999999999
2008-05-30,0.048220530230374835,0.09820166566854903,0.21148280731650226,0.05310212693709118,0.3268494382973111,0.07846445677243961,0.06367897477773203,0.12
2008-06-06,0.048220530230374835,0.09820166566854903,0.21148280731650226,0.05310212693709118,0.3268494382973111,0.07846445677243961,0.06367897477773203,0.12
2008-06-13,0.048220530230374835,0.09820166566854903,0.21148280731650226,0.05310212693709118,0.3268494382973111,0.07846445677243961,0.06367897477773203,0.12
2008-06-20,0.048220530230374835,0.09820166566854903,0.21148280731650226,0.05310212693709118,0.3268494382973111,0.07846445677243961,0.06367897477773203,0.12
2008-06-27,0.04907888507726618,0.09872616467483392,0.21079917794711428,0.06933295979193205,0.298990673504273,0.07719777234597641,0.07587436665860418,0.11999999999999988
2008-07-04,0.04907888507726618,0.09872616467483392,0.21079917794711428,0.06933295979193205,0.298990673504273,0.07719777234597641,0.07587436665860418,0.11999999999999988
2008-07-11,0.04907888507726618,0.09872616467483392,0.21079917794711428,0.06933295979193205,0.298990673504273,0.07719777234597641,0.07587436665860418,0.11999999999999988
2008-07-18,0.04907888507726618,0.09872616467483392,0.21079917794711428,0.06933295979193205,0.298990673504273,0.07719777234597641,0.07587436665860418,0.11999999999999988
2008-07-25,0.04384783410488744,0.08519859309004514,0.18600828459911567,0.06984517102393688,0.26932219800351354,0.07074704996245477,0.07503086921604658,0.19999999999999996
2008-08-01,0.04384783410488744,0.08519859309004514,0.18600828459911567,0.06984517102393688,0.26932219800351354,0.07074704996245477,0.07503086921604658,0.19999999999999996
2008-08-08,0.04384783410488744,0.08519859309004514,0.18600828459911567,0.06984517102393688,0.26932219800351354,0.07074704996245477,0.07503086921604658,0.19999999999999996
2008-08-15,0.04384783410488744,0.08519859309004514,0.18600828459911567,0.06984517102393688,0.26932219800351354,0.07074704996245477,0.07503086921604658,0.19999999999999996
2008-08-22,0.04384783410488744,0.08519859309004514,0.18600828459911567,0.06984517102393688,0.26932219800351354,0.07074704996245477,0.07503086921604658,0.19999999999999996
2008-08-29,0.05037421396613988,0.09263348507843489,0.20766091459179128,0.0777711209436259,0.2935460994898742,0.06947643722086995,0.08853772870926387,0.12
2008-09-05,0.05037421396613988,0.09263348507843489,0.20766091459179128,0.0777711209436259,0.2935460994898742,0.06947643722086995,0.08853772870926387,0.12
2008-09-12,0.05037421396613988,0.09263348507843489,0.20766091459179128,0.0777711209436259,0.2935460994898742,0.06947643722086995,0.08853772870926387,0.12
2008-09-19,0.05037421396613988,0.09263348507843489,0.20766091459179128,0.0777711209436259,0.2935460994898742,0.06947643722086995,0.08853772870926387,0.12
2008-09-26,0.023109487245813222,0.04070093950104502,0.09253412470473396,0.03286446055784951,0.1371786670277623,0.03105253507433274,0.04255978588846329,0.6
2008-10-03,0.023109487245813222,0.04070093950104502,0.09253412470473396,0.03286446055784951,0.1371786670277623,0.03105253507433274,0.04255978588846329,0.6
2008-10-10,0.023109487245813222,0.04070093950104502,0.09253412470473396,0.03286446055784951,0.1371786670277623,0.03105253507433274,0.04255978588846329,0.6
2008-10-17,0.023109487245813222,0.04070093950104502,0.09253412470473396,0.03286446055784951,0.1371786670277623,0.03105253507433274,0.04255978588846329,0.6
2008-10-24,0.023109487245813222,0.04070093950104502,0.09253412470473396,0.03286446055784951,0.1371786670277623,0.03105253507433274,0.04255978588846329,0.6
2008-10-31,0.02812318369911837,0.04459553965662433,0.10440748850170237,0.03179436632919848,0.11814957723277991,0.037980433523917556,0.034949411056659004,0.6
2008-11-07,0.02812318369911837,0.04459553965662433,0.10440748850170237,0.03179436632919848,0.11814957723277991,0.037980433523917556,0.034949411056659004,0.6
2008-11-14,0.02812318369911837,0.04459553965662433,0.10440748850170237,0.03179436632919848,0.11814957723277991,0.037980433523917556,0.034949411056659004,0.6
2008-11-21,0.02812318369911837,0.04459553965662433,0.10440748850170237,0.03179436632919848,0.11814957723277991,0.037980433523917556,0.034949411056659004,0.6
2008-11-28,0.03141808577350145,0.04724047305424202,0.11165935281393963,0.02525383851475087,0.10382088751672343,0.04857136756781394,0.03203599475902874,0.5999999999999999
2008-12-05,0.03141808577350145,0.04724047305424202,0.11165935281393963,0.02525383851475087,0.10382088751672343,0.04857136756781394,0.03203599475902874,0.5999999999999999
2008-12-12,0.03141808577350145,0.04724047305424202,0.11165935281393963,0.02525383851475087,0.10382088751672343,0.04857136756781394,0.03203599475902874,0.5999999999999999
2008-12-19,0.03141808577350145,0.04724047305424202,0.11165935281393963,0.02525383851475087,0.10382088751672343,0.04857136756781394,0.03203599475902874,0.5999999999999999
2008-12-26,0.03520774930399829,0.04830290474018028,0.12904337053072307,0.0223779315022343,0.09306103393987915,0.04107081789924514,0.030936192083739846,0.5999999999999999
2009-01-02,0.03520774930399829,0.04830290474018028,0.12904337053072307,0.0223779315022343,0.09306103393987915,0.04107081789924514,0.030936192083739846,0.5999999999999999
2009-01-09,0.03520774930399829,0.04830290474018028,0.12904337053072307,0.0223779315022343,0.09306103393987915,0.04107081789924514,0.030936192083739846,0.5999999999999999
2009-01-16,0.03520774930399829,0.04830290474018028,0.12904337053072307,0.0223779315022343,0.09306103393987915,0.04107081789924514,0.030936192083739846,0.5999999999999999
2009-01-23,0.03520774930399829,0.04830290474018028,0.12904337053072307,0.0223779315022343,0.09306103393987915,0.04107081789924514,0.030936192083739846,0.5999999999999999
2009-01-30,0.03735756751582091,0.048898069692276266,0.13818298418712793,0.021147588826442895,0.08682174951888348,0.03684792702617818,0.03074411323327042,0.5999999999999999
2009-02-06,0.03735756751582091,0.048898069692276266,0.13818298418712793,0.021147588826442895,0.08682174951888348,0.03684792702617818,0.03074411323327042,0.5999999999999999
2009-02-13,0.03735756751582091,0.048898069692276266,0.13818298418712793,0.021147588826442895,0.08682174951888348,0.03684792702617818,0.03074411323327042,0.5999999999999999
2009-02-20,0.03735756751582091,0.048898069692276266,0.13818298418712793,0.021147588826442895,0.08682174951888348,0.03684792702617818,0.03074411323327042,0.5999999999999999
2009-02-27,0.03933780310319741,0.04969066904460176,0.14135610612956637,0.02023165296160674,0.08439761294141276,0.03496047746201366,0.0300256783576013,0.6000000000000001
2009-03-06,0.03933780310319741,0.04969066904460176,0.14135610612956637,0.02023165296160674,0.08439761294141276,0.03496047746201366,0.0300256783576013,0.6000000000000001
2009-03-13,0.03933780310319741,0.04969066904460176,0.14135610612956637,0.02023165296160674,0.08439761294141276,0.03496047746201366,0.0300256783576013,0.6000000000000001
2009-03-20,0.03933780310319741,0.04969066904460176,0.14135610612956637,0.02023165296160674,0.08439761294141276,0.03496047746201366,0.0300256783576013,0.6000000000000001
2009-03-27,0.04072627780631902,0.050166877200119524,0.14304943653678917,0.019459670001208268,0.0833183086480524,0.03412679487186498,0.029152634935646696,0.5999999999999999
2009-04-03,0.04072627780631902,0.050166877200119524,0.14304943653678917,0.019459670001208268,0.0833183086480524,0.03412679487186498,0.029152634935646696,0.5999999999999999
