,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2005-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-07,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-14,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-21,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-28,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-04,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-11,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-18,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-25,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-01,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-08,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-15,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-22,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-29,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-06,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-13,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-20,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-27,0.09611398099699789,0.37640448,0.05346575961743881,0.23523740123040143,0.1448754952594733,0.051684928271659714,0.042217954624028775
2006-11-03,0.09611398099699789,0.37640448,0.05346575961743881,0.23523740123040143,0.1448754952594733,0.051684928271659714,0.042217954624028775
2006-11-10,0.09611398099699789,0.37640448,0.05346575961743881,0.23523740123040143,0.1448754952594733,0.051684928271659714,0.042217954624028775
2006-11-17,0.09611398099699789,0.37640448,0.05346575961743881,0.23523740123040143,0.1448754952594733,0.051684928271659714,0.042217954624028775
2006-11-24,0.08249233117765868,0.4499999999999999,0.044727082312590385,0.23074650219442983,0.1493972573269166,0.042636826988404576,0.0
2006-12-01,0.08249233117765868,0.4499999999999999,0.044727082312590385,0.23074650219442983,0.1493972573269166,0.042636826988404576,0.0
2006-12-08,0.08249233117765868,0.4499999999999999,0.044727082312590385,0.23074650219442983,0.1493972573269166,0.042636826988404576,0.0
2006-12-15,0.08249233117765868,0.4499999999999999,0.044727082312590385,0.23074650219442983,0.1493972573269166,0.042636826988404576,0.0
2006-12-22,0.08249233117765868,0.4499999999999999,0.044727082312590385,0.23074650219442983,0.1493972573269166,0.042636826988404576,0.0
2006-12-29,0.08093446479583297,0.45,0.04567786532463414,0.22635900023462371,0.15338391740770424,0.04364475223720505,0.0
2007-01-05,0.08093446479583297,0.45,0.04567786532463414,0.22635900023462371,0.15338391740770424,0.04364475223720505,0.0
2007-01-12,0.08093446479583297,0.45,0.04567786532463414,0.22635900023462371,0.15338391740770424,0.04364475223720505,0.0
2007-01-19,0.08093446479583297,0.45,0.04567786532463414,0.22635900023462371,0.15338391740770424,0.04364475223720505,0.0
2007-01-26,0.08604053058366785,0.45,0.05233568201196567,0.20387060745833951,0.16049228715041616,0.04726089279561071,0.0
2007-02-02,0.08604053058366785,0.45,0.05233568201196567,0.20387060745833951,0.16049228715041616,0.04726089279561071,0.0
2007-02-09,0.08604053058366785,0.45,0.05233568201196567,0.20387060745833951,0.16049228715041616,0.04726089279561071,0.0
2007-02-16,0.08604053058366785,0.45,0.05233568201196567,0.20387060745833951,0.16049228715041616,0.04726089279561071,0.0
2007-02-23,0.08482914551772001,0.42558159885617397,0.05448628661154585,0.21682018422940547,0.1688376605484015,0.049445124236753346,0.0
2007-03-02,0.08482914551772001,0.42558159885617397,0.05448628661154585,0.21682018422940547,0.1688376605484015,0.049445124236753346,0.0
2007-03-09,0.08482914551772001,0.42558159885617397,0.05448628661154585,0.21682018422940547,0.1688376605484015,0.049445124236753346,0.0
2007-03-16,0.08482914551772001,0.42558159885617397,0.05448628661154585,0.21682018422940547,0.1688376605484015,0.049445124236753346,0.0
2007-03-23,0.08482914551772001,0.42558159885617397,0.05448628661154585,0.21682018422940547,0.1688376605484015,0.049445124236753346,0.0
2007-03-30,0.08178611110681923,0.3956178189443632,0.05246423851018405,0.21368387070764422,0.16683831389476117,0.0476431329918093,0.04196651384441885
2007-04-06,0.08178611110681923,0.3956178189443632,0.05246423851018405,0.21368387070764422,0.16683831389476117,0.0476431329918093,0.04196651384441885
2007-04-13,0.08178611110681923,0.3956178189443632,0.05246423851018405,0.21368387070764422,0.16683831389476117,0.0476431329918093,0.04196651384441885
2007-04-20,0.08178611110681923,0.3956178189443632,0.05246423851018405,0.21368387070764422,0.16683831389476117,0.0476431329918093,0.04196651384441885
2007-04-27,0.08244958740223833,0.38805412566159964,0.052761336580933564,0.2172493222318547,0.16945863880121598,0.048020393241809685,0.04200659608034818
2007-05-04,0.08244958740223833,0.38805412566159964,0.052761336580933564,0.2172493222318547,0.16945863880121598,0.048020393241809685,0.04200659608034818
2007-05-11,0.08244958740223833,0.38805412566159964,0.052761336580933564,0.2172493222318547,0.16945863880121598,0.048020393241809685,0.04200659608034818
2007-05-18,0.08244958740223833,0.38805412566159964,0.052761336580933564,0.2172493222318547,0.16945863880121598,0.048020393241809685,0.04200659608034818
2007-05-25,0.08320111357137346,0.38173286645764853,0.053693093122846605,0.21838860629517545,0.17225486782753366,0.048696882101810446,0.042032570623611876
2007-06-01,0.08320111357137346,0.38173286645764853,0.053693093122846605,0.21838860629517545,0.17225486782753366,0.048696882101810446,0.042032570623611876
2007-06-08,0.08320111357137346,0.38173286645764853,0.053693093122846605,0.21838860629517545,0.17225486782753366,0.048696882101810446,0.042032570623611876
2007-06-15,0.08320111357137346,0.38173286645764853,0.053693093122846605,0.21838860629517545,0.17225486782753366,0.048696882101810446,0.042032570623611876
2007-06-22,0.08320111357137346,0.38173286645764853,0.053693093122846605,0.21838860629517545,0.17225486782753366,0.048696882101810446,0.042032570623611876
2007-06-29,0.08451828157813988,0.3714082619909284,0.054781908925259186,0.2227362945684386,0.1748435390416438,0.04961902996582566,0.042092683929764396
2007-07-06,0.08451828157813988,0.3714082619909284,0.054781908925259186,0.2227362945684386,0.1748435390416438,0.04961902996582566,0.042092683929764396
2007-07-13,0.08451828157813988,0.3714082619909284,0.054781908925259186,0.2227362945684386,0.1748435390416438,0.04961902996582566,0.042092683929764396
2007-07-20,0.08451828157813988,0.3714082619909284,0.054781908925259186,0.2227362945684386,0.1748435390416438,0.04961902996582566,0.042092683929764396
2007-07-27,0.06991900564283665,0.29126476394559575,0.04561358698470175,0.20371095862951544,0.1471327333724093,0.042358951424941206,0.19999999999999996
2007-08-03,0.06991900564283665,0.29126476394559575,0.04561358698470175,0.20371095862951544,0.1471327333724093,0.042358951424941206,0.19999999999999996
2007-08-10,0.06991900564283665,0.29126476394559575,0.04561358698470175,0.20371095862951544,0.1471327333724093,0.042358951424941206,0.19999999999999996
2007-08-17,0.06991900564283665,0.29126476394559575,0.04561358698470175,0.20371095862951544,0.1471327333724093,0.042358951424941206,0.19999999999999996
2007-08-24,0.06991900564283665,0.29126476394559575,0.04561358698470175,0.20371095862951544,0.1471327333724093,0.042358951424941206,0.19999999999999996
2007-08-31,0.033812978675765014,0.13283070822430526,0.02216198634451365,0.11492264499265115,0.07538070920577591,0.02089097255698908,0.5999999999999999
2007-09-07,0.033812978675765014,0.13283070822430526,0.02216198634451365,0.11492264499265115,0.07538070920577591,0.02089097255698908,0.5999999999999999
2007-09-14,0.033812978675765014,0.13283070822430526,0.02216198634451365,0.11492264499265115,0.07538070920577591,0.02089097255698908,0.5999999999999999
2007-09-21,0.033812978675765014,0.13283070822430526,0.02216198634451365,0.11492264499265115,0.07538070920577591,0.02089097255698908,0.5999999999999999
2007-09-28,0.0852587930780328,0.20137530309596627,0.06452541528541067,0.36686021807183145,0.1936968833873375,0.05924230481999212,0.029041082261429207
2007-10-05,0.0852587930780328,0.20137530309596627,0.06452541528541067,0.36686021807183145,0.1936968833873375,0.05924230481999212,0.029041082261429207
2007-10-12,0.0852587930780328,0.20137530309596627,0.06452541528541067,0.36686021807183145,0.1936968833873375,0.05924230481999212,0.029041082261429207
2007-10-19,0.0852587930780328,0.20137530309596627,0.06452541528541067,0.36686021807183145,0.1936968833873375,0.05924230481999212,0.029041082261429207
2007-10-26,0.03292163847554771,0.07126161316186663,0.02536592592529538,0.16267989461624777,0.08402743137519682,0.023743496445845766,0.5999999999999999
2007-11-02,0.03292163847554771,0.07126161316186663,0.02536592592529538,0.16267989461624777,0.08402743137519682,0.023743496445845766,0.5999999999999999
2007-11-09,0.03292163847554771,0.07126161316186663,0.02536592592529538,0.16267989461624777,0.08402743137519682,0.023743496445845766,0.5999999999999999
2007-11-16,0.03292163847554771,0.07126161316186663,0.02536592592529538,0.16267989461624777,0.08402743137519682,0.023743496445845766,0.5999999999999999
2007-11-23,0.03292163847554771,0.07126161316186663,0.02536592592529538,0.16267989461624777,0.08402743137519682,0.023743496445845766,0.5999999999999999
2007-11-30,0.03168700132066616,0.06360955202585585,0.024570483884188817,0.16960793676974867,0.08710574540465346,0.023419280594887123,0.5999999999999999
2007-12-07,0.03168700132066616,0.06360955202585585,0.024570483884188817,0.16960793676974867,0.08710574540465346,0.023419280594887123,0.5999999999999999
2007-12-14,0.03168700132066616,0.06360955202585585,0.024570483884188817,0.16960793676974867,0.08710574540465346,0.023419280594887123,0.5999999999999999
2007-12-21,0.03168700132066616,0.06360955202585585,0.024570483884188817,0.16960793676974867,0.08710574540465346,0.023419280594887123,0.5999999999999999
2007-12-28,0.06299016855158933,0.11954941278084359,0.049714762048313196,0.3475295241236983,0.1722591451972105,0.047956987298344994,0.20000000000000007
2008-01-04,0.06299016855158933,0.11954941278084359,0.049714762048313196,0.3475295241236983,0.1722591451972105,0.047956987298344994,0.20000000000000007
2008-01-11,0.06299016855158933,0.11954941278084359,0.049714762048313196,0.3475295241236983,0.1722591451972105,0.047956987298344994,0.20000000000000007
2008-01-18,0.06299016855158933,0.11954941278084359,0.049714762048313196,0.3475295241236983,0.1722591451972105,0.047956987298344994,0.20000000000000007
2008-01-25,0.030440712240600687,0.05610934684685273,0.024577582902133376,0.17625885723710952,0.08867916166292936,0.023934339110374382,0.5999999999999999
2008-02-01,0.030440712240600687,0.05610934684685273,0.024577582902133376,0.17625885723710952,0.08867916166292936,0.023934339110374382,0.5999999999999999
2008-02-08,0.030440712240600687,0.05610934684685273,0.024577582902133376,0.17625885723710952,0.08867916166292936,0.023934339110374382,0.5999999999999999
2008-02-15,0.030440712240600687,0.05610934684685273,0.024577582902133376,0.17625885723710952,0.08867916166292936,0.023934339110374382,0.5999999999999999
2008-02-22,0.030440712240600687,0.05610934684685273,0.024577582902133376,0.17625885723710952,0.08867916166292936,0.023934339110374382,0.5999999999999999
2008-02-29,0.02965612356958852,0.0537341991869692,0.02454845619127251,0.1777553143422657,0.09027354558834785,0.024032361121556236,0.6000000000000001
2008-03-07,0.02965612356958852,0.0537341991869692,0.02454845619127251,0.1777553143422657,0.09027354558834785,0.024032361121556236,0.6000000000000001
2008-03-14,0.02965612356958852,0.0537341991869692,0.02454845619127251,0.1777553143422657,0.09027354558834785,0.024032361121556236,0.6000000000000001
2008-03-21,0.02965612356958852,0.0537341991869692,0.02454845619127251,0.1777553143422657,0.09027354558834785,0.024032361121556236,0.6000000000000001
2008-03-28,0.02927843551284754,0.0525352904473094,0.024324139219649106,0.1786531886053594,0.09131478269469562,0.023894163520138904,0.6000000000000001
2008-04-04,0.02927843551284754,0.0525352904473094,0.024324139219649106,0.1786531886053594,0.09131478269469562,0.023894163520138904,0.6000000000000001
2008-04-11,0.02927843551284754,0.0525352904473094,0.024324139219649106,0.1786531886053594,0.09131478269469562,0.023894163520138904,0.6000000000000001
2008-04-18,0.02927843551284754,0.0525352904473094,0.024324139219649106,0.1786531886053594,0.09131478269469562,0.023894163520138904,0.6000000000000001
2008-04-25,0.029157090857594756,0.05174918940859553,0.02430880021481839,0.17919191316321564,0.09165984896317532,0.023933157392600348,0.6000000000000001
2008-05-02,0.029157090857594756,0.05174918940859553,0.02430880021481839,0.17919191316321564,0.09165984896317532,0.023933157392600348,0.6000000000000001
2008-05-09,0.029157090857594756,0.05174918940859553,0.02430880021481839,0.17919191316321564,0.09165984896317532,0.023933157392600348,0.6000000000000001
2008-05-16,0.029157090857594756,0.05174918940859553,0.02430880021481839,0.17919191316321564,0.09165984896317532,0.023933157392600348,0.6000000000000001
2008-05-23,0.029157090857594756,0.05174918940859553,0.02430880021481839,0.17919191316321564,0.09165984896317532,0.023933157392600348,0.6000000000000001
2008-05-30,0.05957792363586492,0.10492632656608132,0.04977455197026677,0.3590302957958589,0.1776845519064359,0.049006350125492384,0.19999999999999984
2008-06-06,0.05957792363586492,0.10492632656608132,0.04977455197026677,0.3590302957958589,0.1776845519064359,0.049006350125492384,0.19999999999999984
2008-06-13,0.05957792363586492,0.10492632656608132,0.04977455197026677,0.3590302957958589,0.1776845519064359,0.049006350125492384,0.19999999999999984
2008-06-20,0.05957792363586492,0.10492632656608132,0.04977455197026677,0.3590302957958589,0.1776845519064359,0.049006350125492384,0.19999999999999984
2008-06-27,0.060225372460489014,0.1052532382269723,0.05067059809019123,0.35941817747751537,0.1745445527829463,0.04988806096188586,0.19999999999999996
2008-07-04,0.060225372460489014,0.1052532382269723,0.05067059809019123,0.35941817747751537,0.1745445527829463,0.04988806096188586,0.19999999999999996
2008-07-11,0.060225372460489014,0.1052532382269723,0.05067059809019123,0.35941817747751537,0.1745445527829463,0.04988806096188586,0.19999999999999996
2008-07-18,0.060225372460489014,0.1052532382269723,0.05067059809019123,0.35941817747751537,0.1745445527829463,0.04988806096188586,0.19999999999999996
2008-07-25,0.0829659644822629,0.1061646772980583,0.05208199760473974,0.3596509064865092,0.14776903450934345,0.05136741961908656,0.19999999999999996
2008-08-01,0.0829659644822629,0.1061646772980583,0.05208199760473974,0.3596509064865092,0.14776903450934345,0.05136741961908656,0.19999999999999996
2008-08-08,0.0829659644822629,0.1061646772980583,0.05208199760473974,0.3596509064865092,0.14776903450934345,0.05136741961908656,0.19999999999999996
2008-08-15,0.0829659644822629,0.1061646772980583,0.05208199760473974,0.3596509064865092,0.14776903450934345,0.05136741961908656,0.19999999999999996
2008-08-22,0.0829659644822629,0.1061646772980583,0.05208199760473974,0.3596509064865092,0.14776903450934345,0.05136741961908656,0.19999999999999996
2008-08-29,0.10067852988515127,0.1094561417500152,0.05445844901906412,0.3597905438919055,0.12190666375892918,0.05370967169493479,0.19999999999999996
2008-09-05,0.10067852988515127,0.1094561417500152,0.05445844901906412,0.3597905438919055,0.12190666375892918,0.05370967169493479,0.19999999999999996
2008-09-12,0.10067852988515127,0.1094561417500152,0.05445844901906412,0.3597905438919055,0.12190666375892918,0.05370967169493479,0.19999999999999996
2008-09-19,0.10067852988515127,0.1094561417500152,0.05445844901906412,0.3597905438919055,0.12190666375892918,0.05370967169493479,0.19999999999999996
2008-09-26,0.05524034513417208,0.055034325535251796,0.02808990458324887,0.17993716316757166,0.054950578622214655,0.026747682957540975,0.6
2008-10-03,0.05524034513417208,0.055034325535251796,0.02808990458324887,0.17993716316757166,0.054950578622214655,0.026747682957540975,0.6
2008-10-10,0.05524034513417208,0.055034325535251796,0.02808990458324887,0.17993716316757166,0.054950578622214655,0.026747682957540975,0.6
2008-10-17,0.05524034513417208,0.055034325535251796,0.02808990458324887,0.17993716316757166,0.054950578622214655,0.026747682957540975,0.6
2008-10-24,0.05524034513417208,0.055034325535251796,0.02808990458324887,0.17993716316757166,0.054950578622214655,0.026747682957540975,0.6
2008-10-31,0.06097776532874538,0.054558376668719634,0.03013798168895364,0.179962297900543,0.04825437119698069,0.02610920721605771,0.6000000000000001
2008-11-07,0.06097776532874538,0.054558376668719634,0.03013798168895364,0.179962297900543,0.04825437119698069,0.02610920721605771,0.6000000000000001
2008-11-14,0.06097776532874538,0.054558376668719634,0.03013798168895364,0.179962297900543,0.04825437119698069,0.02610920721605771,0.6000000000000001
2008-11-21,0.06097776532874538,0.054558376668719634,0.03013798168895364,0.179962297900543,0.04825437119698069,0.02610920721605771,0.6000000000000001
2008-11-28,0.06635183982541952,0.05431867408770772,0.03124636279795472,0.17997737874032577,0.04347575749433951,0.024629987054252747,0.6000000000000001
2008-12-05,0.06635183982541952,0.05431867408770772,0.03124636279795472,0.17997737874032577,0.04347575749433951,0.024629987054252747,0.6000000000000001
2008-12-12,0.06635183982541952,0.05431867408770772,0.03124636279795472,0.17997737874032577,0.04347575749433951,0.024629987054252747,0.6000000000000001
2008-12-19,0.06635183982541952,0.05431867408770772,0.03124636279795472,0.17997737874032577,0.04347575749433951,0.024629987054252747,0.6000000000000001
2008-12-26,0.05229167462954148,0.05898277307352726,0.029261758138263757,0.17998642724419547,0.044032704566659864,0.035444662347812204,0.6
2009-01-02,0.05229167462954148,0.05898277307352726,0.029261758138263757,0.17998642724419547,0.044032704566659864,0.035444662347812204,0.6
2009-01-09,0.05229167462954148,0.05898277307352726,0.029261758138263757,0.17998642724419547,0.044032704566659864,0.035444662347812204,0.6
2009-01-16,0.05229167462954148,0.05898277307352726,0.029261758138263757,0.17998642724419547,0.044032704566659864,0.035444662347812204,0.6
2009-01-23,0.05229167462954148,0.05898277307352726,0.029261758138263757,0.17998642724419547,0.044032704566659864,0.035444662347812204,0.6
2009-01-30,0.04388423916573469,0.06130982153887417,0.028440079635005944,0.17999185634651726,0.0435057171923409,0.042868286121527044,0.6
2009-02-06,0.04388423916573469,0.06130982153887417,0.028440079635005944,0.17999185634651726,0.0435057171923409,0.042868286121527044,0.6
2009-02-13,0.04388423916573469,0.06130982153887417,0.028440079635005944,0.17999185634651726,0.0435057171923409,0.042868286121527044,0.6
2009-02-20,0.04388423916573469,0.06130982153887417,0.028440079635005944,0.17999185634651726,0.0435057171923409,0.042868286121527044,0.6
2009-02-27,0.0393851091472488,0.06233605813086145,0.028198273695106926,0.17999511380791036,0.0428420717214938,0.04724337349737869,0.6000000000000001
2009-03-06,0.0393851091472488,0.06233605813086145,0.028198273695106926,0.17999511380791036,0.0428420717214938,0.04724337349737869,0.6000000000000001
2009-03-13,0.0393851091472488,0.06233605813086145,0.028198273695106926,0.17999511380791036,0.0428420717214938,0.04724337349737869,0.6000000000000001
2009-03-20,0.0393851091472488,0.06233605813086145,0.028198273695106926,0.17999511380791036,0.0428420717214938,0.04724337349737869,0.6000000000000001
2009-03-27,0.03691542947932269,0.06261117705312962,0.02823493994650672,0.17999706828474624,0.04227816927339078,0.04996321596290399,0.6
2009-04-03,0.03691542947932269,0.06261117705312962,0.02823493994650672,0.17999706828474624,0.04227816927339078,0.04996321596290399,0.6
2009-04-10,0.03691542947932269,0.06261117705312962,0.02823493994650672,0.17999706828474624,0.04227816927339078,0.04996321596290399,0.6
2009-04-17,0.03691542947932269,0.06261117705312962,0.02823493994650672,0.17999706828474624,0.04227816927339078,0.04996321596290399,0.6
2009-04-24,0.11053974526430738,0.11156548205686934,0.06279852130067379,0.3599964819416955,0.07517682426796292,0.07992294516849119,0.19999999999999984
2009-05-01,0.11053974526430738,0.11156548205686934,0.06279852130067379,0.3599964819416955,0.07517682426796292,0.07992294516849119,0.19999999999999984
2009-05-08,0.11053974526430738,0.11156548205686934,0.06279852130067379,0.3599964819416955,0.07517682426796292,0.07992294516849119,0.19999999999999984
2009-05-15,0.11053974526430738,0.11156548205686934,0.06279852130067379,0.3599964819416955,0.07517682426796292,0.07992294516849119,0.19999999999999984
2009-05-22,0.11053974526430738,0.11156548205686934,0.06279852130067379,0.3599964819416955,0.07517682426796292,0.07992294516849119,0.19999999999999984
2009-05-29,0.10846767359594817,0.11100419335734638,0.06437215353854815,0.3599978891650173,0.06569115369262225,0.09046693665051783,0.19999999999999996
2009-06-05,0.10846767359594817,0.11100419335734638,0.06437215353854815,0.3599978891650173,0.06569115369262225,0.09046693665051783,0.19999999999999996
2009-06-12,0.10846767359594817,0.11100419335734638,0.06437215353854815,0.3599978891650173,0.06569115369262225,0.09046693665051783,0.19999999999999996
2009-06-19,0.10846767359594817,0.11100419335734638,0.06437215353854815,0.3599978891650173,0.06569115369262225,0.09046693665051783,0.19999999999999996
2009-06-26,0.13595845061358053,0.13514130960406537,0.08846780611656971,0.4146597299324268,0.06559891594218545,0.13024790694616084,0.029925880845011354
2009-07-03,0.13595845061358053,0.13514130960406537,0.08846780611656971,0.4146597299324268,0.06559891594218545,0.13024790694616084,0.029925880845011354
2009-07-10,0.13595845061358053,0.13514130960406537,0.08846780611656971,0.4146597299324268,0.06559891594218545,0.13024790694616084,0.029925880845011354
2009-07-17,0.13595845061358053,0.13514130960406537,0.08846780611656971,0.4146597299324268,0.06559891594218545,0.13024790694616084,0.029925880845011354
2009-07-24,0.13595845061358053,0.13514130960406537,0.08846780611656971,0.4146597299324268,0.06559891594218545,0.13024790694616084,0.029925880845011354
2009-07-31,0.13972766768490852,0.13538596454212423,0.09417550705812582,0.4048950931484224,0.05940461145416021,0.1364718434449971,0.029939312667261686
2009-08-07,0.13972766768490852,0.13538596454212423,0.09417550705812582,0.4048950931484224,0.05940461145416021,0.1364718434449971,0.029939312667261686
