,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_top3_strict_sector_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.121094310346986,0.0,0.2526010396293728,0.10112904294535191,0.23890380094638627,0.12627180613190303,0.06,0.10000000000000009
2006-07-07,0.121094310346986,0.0,0.2526010396293728,0.10112904294535191,0.23890380094638627,0.12627180613190303,0.06,0.10000000000000009
2006-07-14,0.121094310346986,0.0,0.2526010396293728,0.10112904294535191,0.23890380094638627,0.12627180613190303,0.06,0.10000000000000009
2006-07-21,0.121094310346986,0.0,0.2526010396293728,0.10112904294535191,0.23890380094638627,0.12627180613190303,0.06,0.10000000000000009
2006-07-28,0.09034086995172552,0.24300000000000002,0.20972969520762041,0.07268884691056586,0.16146471667367976,0.09877587125640853,0.023999999999999997,0.09999999999999987
2006-08-04,0.09034086995172552,0.24300000000000002,0.20972969520762041,0.07268884691056586,0.16146471667367976,0.09877587125640853,0.023999999999999997,0.09999999999999987
2006-08-11,0.09034086995172552,0.24300000000000002,0.20972969520762041,0.07268884691056586,0.16146471667367976,0.09877587125640853,0.023999999999999997,0.09999999999999987
2006-08-18,0.09034086995172552,0.24300000000000002,0.20972969520762041,0.07268884691056586,0.16146471667367976,0.09877587125640853,0.023999999999999997,0.09999999999999987
2006-08-25,0.07912057947685258,0.3402,0.1924661187837592,0.06341872678593878,0.1273540736098675,0.08784050134358207,0.0096,0.09999999999999987
2006-09-01,0.07912057947685258,0.3402,0.1924661187837592,0.06341872678593878,0.1273540736098675,0.08784050134358207,0.0096,0.09999999999999987
2006-09-08,0.07912057947685258,0.3402,0.1924661187837592,0.06341872678593878,0.1273540736098675,0.08784050134358207,0.0096,0.09999999999999987
2006-09-15,0.07912057947685258,0.3402,0.1924661187837592,0.06341872678593878,0.1273540736098675,0.08784050134358207,0.0096,0.09999999999999987
2006-09-22,0.07912057947685258,0.3402,0.1924661187837592,0.06341872678593878,0.1273540736098675,0.08784050134358207,0.0096,0.09999999999999987
2006-09-29,0.07710599369395886,0.37908000000000003,0.18965642429259977,0.062213751629622616,0.10166240900013208,0.08644142138368674,0.0038399999999999997,0.09999999999999987
2006-10-06,0.07710599369395886,0.37908000000000003,0.18965642429259977,0.062213751629622616,0.10166240900013208,0.08644142138368674,0.0038399999999999997,0.09999999999999987
2006-10-13,0.07710599369395886,0.37908000000000003,0.18965642429259977,0.062213751629622616,0.10166240900013208,0.08644142138368674,0.0038399999999999997,0.09999999999999987
2006-10-20,0.07710599369395886,0.37908000000000003,0.18965642429259977,0.062213751629622616,0.10166240900013208,0.08644142138368674,0.0038399999999999997,0.09999999999999987
2006-10-27,0.08767744746348051,0.35415464859419254,0.12495852244661611,0.07517864007847762,0.10520759846791963,0.10111647628264694,0.15170666666666668,0.0
2006-11-03,0.08767744746348051,0.35415464859419254,0.12495852244661611,0.07517864007847762,0.10520759846791963,0.10111647628264694,0.15170666666666668,0.0
2006-11-10,0.08767744746348051,0.35415464859419254,0.12495852244661611,0.07517864007847762,0.10520759846791963,0.10111647628264694,0.15170666666666668,0.0
2006-11-17,0.08767744746348051,0.35415464859419254,0.12495852244661611,0.07517864007847762,0.10520759846791963,0.10111647628264694,0.15170666666666668,0.0
2006-11-24,0.08126648498362178,0.44999999999999996,0.0963196819715154,0.03195449092744143,0.04450267132671389,0.045956670790707546,0.25,0.0
2006-12-01,0.08126648498362178,0.44999999999999996,0.0963196819715154,0.03195449092744143,0.04450267132671389,0.045956670790707546,0.25,0.0
2006-12-08,0.08126648498362178,0.44999999999999996,0.0963196819715154,0.03195449092744143,0.04450267132671389,0.045956670790707546,0.25,0.0
2006-12-15,0.08126648498362178,0.44999999999999996,0.0963196819715154,0.03195449092744143,0.04450267132671389,0.045956670790707546,0.25,0.0
2006-12-22,0.08126648498362178,0.44999999999999996,0.0963196819715154,0.03195449092744143,0.04450267132671389,0.045956670790707546,0.25,0.0
2006-12-29,0.07903724444915607,0.45,0.09494533473235672,0.03426623680321458,0.045338195202427864,0.046412988812844815,0.25,0.0
2007-01-05,0.07903724444915607,0.45,0.09494533473235672,0.03426623680321458,0.045338195202427864,0.046412988812844815,0.25,0.0
2007-01-12,0.07903724444915607,0.45,0.09494533473235672,0.03426623680321458,0.045338195202427864,0.046412988812844815,0.25,0.0
2007-01-19,0.07903724444915607,0.45,0.09494533473235672,0.03426623680321458,0.045338195202427864,0.046412988812844815,0.25,0.0
2007-01-26,0.08184675122226596,0.4227166764133831,0.10425034595422575,0.03668388005244828,0.051960747300127855,0.052541599057549085,0.25,0.0
2007-02-02,0.08184675122226596,0.4227166764133831,0.10425034595422575,0.03668388005244828,0.051960747300127855,0.052541599057549085,0.25,0.0
2007-02-09,0.08184675122226596,0.4227166764133831,0.10425034595422575,0.03668388005244828,0.051960747300127855,0.052541599057549085,0.25,0.0
2007-02-16,0.08184675122226596,0.4227166764133831,0.10425034595422575,0.03668388005244828,0.051960747300127855,0.052541599057549085,0.25,0.0
2007-02-23,0.06614427040834099,0.39206359236855687,0.10412616771028417,0.025821167317935604,0.11351648583790087,0.04832831635698162,0.25,0.0
2007-03-02,0.06614427040834099,0.39206359236855687,0.10412616771028417,0.025821167317935604,0.11351648583790087,0.04832831635698162,0.25,0.0
2007-03-09,0.06614427040834099,0.39206359236855687,0.10412616771028417,0.025821167317935604,0.11351648583790087,0.04832831635698162,0.25,0.0
2007-03-16,0.06614427040834099,0.39206359236855687,0.10412616771028417,0.025821167317935604,0.11351648583790087,0.04832831635698162,0.25,0.0
2007-03-23,0.06614427040834099,0.39206359236855687,0.10412616771028417,0.025821167317935604,0.11351648583790087,0.04832831635698162,0.25,0.0
2007-03-30,0.0835816257817365,0.31551868883486217,0.09742325517925998,0.06073072110588368,0.1368934527309325,0.055852256367325104,0.24999999999999994,0.0
2007-04-06,0.0835816257817365,0.31551868883486217,0.09742325517925998,0.06073072110588368,0.1368934527309325,0.055852256367325104,0.24999999999999994,0.0
2007-04-13,0.0835816257817365,0.31551868883486217,0.09742325517925998,0.06073072110588368,0.1368934527309325,0.055852256367325104,0.24999999999999994,0.0
2007-04-20,0.0835816257817365,0.31551868883486217,0.09742325517925998,0.06073072110588368,0.1368934527309325,0.055852256367325104,0.24999999999999994,0.0
2007-04-27,0.09070005736350359,0.2844130289963884,0.09486971816989465,0.07483772836470995,0.14620849440291367,0.05897097270258972,0.24999999999999997,0.0
2007-05-04,0.09070005736350359,0.2844130289963884,0.09486971816989465,0.07483772836470995,0.14620849440291367,0.05897097270258972,0.24999999999999997,0.0
2007-05-11,0.09070005736350359,0.2844130289963884,0.09486971816989465,0.07483772836470995,0.14620849440291367,0.05897097270258972,0.24999999999999997,0.0
2007-05-18,0.09070005736350359,0.2844130289963884,0.09486971816989465,0.07483772836470995,0.14620849440291367,0.05897097270258972,0.24999999999999997,0.0
2007-05-25,0.0938562292727819,0.2730154492374579,0.09313974550915077,0.08012496740117989,0.1504382750537322,0.059425333525697316,0.25,0.0
2007-06-01,0.0938562292727819,0.2730154492374579,0.09313974550915077,0.08012496740117989,0.1504382750537322,0.059425333525697316,0.25,0.0
2007-06-08,0.0938562292727819,0.2730154492374579,0.09313974550915077,0.08012496740117989,0.1504382750537322,0.059425333525697316,0.25,0.0
2007-06-15,0.0938562292727819,0.2730154492374579,0.09313974550915077,0.08012496740117989,0.1504382750537322,0.059425333525697316,0.25,0.0
2007-06-22,0.0938562292727819,0.2730154492374579,0.09313974550915077,0.08012496740117989,0.1504382750537322,0.059425333525697316,0.25,0.0
2007-06-29,0.09602601500148389,0.2647000786291378,0.12986193772811178,0.11546652520949477,0.2129696494514996,0.08097579398027221,0.1,0.0
2007-07-06,0.09602601500148389,0.2647000786291378,0.12986193772811178,0.11546652520949477,0.2129696494514996,0.08097579398027221,0.1,0.0
2007-07-13,0.09602601500148389,0.2647000786291378,0.12986193772811178,0.11546652520949477,0.2129696494514996,0.08097579398027221,0.1,0.0
2007-07-20,0.09602601500148389,0.2647000786291378,0.12986193772811178,0.11546652520949477,0.2129696494514996,0.08097579398027221,0.1,0.0
2007-07-27,0.07028256299859421,0.2587148016863685,0.15484569528491982,0.06867587363192074,0.23124718467753708,0.08023388172065957,0.036000000000000004,0.10000000000000009
2007-08-03,0.07028256299859421,0.2587148016863685,0.15484569528491982,0.06867587363192074,0.23124718467753708,0.08023388172065957,0.036000000000000004,0.10000000000000009
2007-08-10,0.07028256299859421,0.2587148016863685,0.15484569528491982,0.06867587363192074,0.23124718467753708,0.08023388172065957,0.036000000000000004,0.10000000000000009
2007-08-17,0.07028256299859421,0.2587148016863685,0.15484569528491982,0.06867587363192074,0.23124718467753708,0.08023388172065957,0.036000000000000004,0.10000000000000009
2007-08-24,0.07028256299859421,0.2587148016863685,0.15484569528491982,0.06867587363192074,0.23124718467753708,0.08023388172065957,0.036000000000000004,0.10000000000000009
2007-08-31,0.028027687825734157,0.07977885488633592,0.08441222922276902,0.03996853209214349,0.12181086765025291,0.039601828322764536,0.006400000000000002,0.5999999999999999
2007-09-07,0.028027687825734157,0.07977885488633592,0.08441222922276902,0.03996853209214349,0.12181086765025291,0.039601828322764536,0.006400000000000002,0.5999999999999999
2007-09-14,0.028027687825734157,0.07977885488633592,0.08441222922276902,0.03996853209214349,0.12181086765025291,0.039601828322764536,0.006400000000000002,0.5999999999999999
2007-09-21,0.028027687825734157,0.07977885488633592,0.08441222922276902,0.03996853209214349,0.12181086765025291,0.039601828322764536,0.006400000000000002,0.5999999999999999
2007-09-28,0.08031238637448125,0.14802421314367137,0.18091048095739923,0.17737344348734982,0.30046662647445954,0.0936046595707368,0.00314368,0.016164509991902
2007-10-05,0.08031238637448125,0.14802421314367137,0.18091048095739923,0.17737344348734982,0.30046662647445954,0.0936046595707368,0.00314368,0.016164509991902
2007-10-12,0.08031238637448125,0.14802421314367137,0.18091048095739923,0.17737344348734982,0.30046662647445954,0.0936046595707368,0.00314368,0.016164509991902
2007-10-19,0.08031238637448125,0.14802421314367137,0.18091048095739923,0.17737344348734982,0.30046662647445954,0.0936046595707368,0.00314368,0.016164509991902
2007-10-26,0.027122859036986403,0.05426386666862774,0.08779640194197806,0.056737941522665425,0.13357773482769242,0.03998994304857514,0.0005112529534748334,0.6000000000000001
2007-11-02,0.027122859036986403,0.05426386666862774,0.08779640194197806,0.056737941522665425,0.13357773482769242,0.03998994304857514,0.0005112529534748334,0.6000000000000001
2007-11-09,0.027122859036986403,0.05426386666862774,0.08779640194197806,0.056737941522665425,0.13357773482769242,0.03998994304857514,0.0005112529534748334,0.6000000000000001
2007-11-16,0.027122859036986403,0.05426386666862774,0.08779640194197806,0.056737941522665425,0.13357773482769242,0.03998994304857514,0.0005112529534748334,0.6000000000000001
2007-11-23,0.027122859036986403,0.05426386666862774,0.08779640194197806,0.056737941522665425,0.13357773482769242,0.03998994304857514,0.0005112529534748334,0.6000000000000001
2007-11-30,0.02471806184285263,0.050974886987687956,0.09391330398890768,0.051051406762071684,0.1385839576074382,0.04055388162965193,0.00020450118138993337,0.6
2007-12-07,0.02471806184285263,0.050974886987687956,0.09391330398890768,0.051051406762071684,0.1385839576074382,0.04055388162965193,0.00020450118138993337,0.6
2007-12-14,0.02471806184285263,0.050974886987687956,0.09391330398890768,0.051051406762071684,0.1385839576074382,0.04055388162965193,0.00020450118138993337,0.6
2007-12-21,0.02471806184285263,0.050974886987687956,0.09391330398890768,0.051051406762071684,0.1385839576074382,0.04055388162965193,0.00020450118138993337,0.6
2007-12-28,0.055179101814942386,0.11428155970976576,0.22422033144389028,0.11443397022165704,0.30451315517115324,0.08718783057534041,0.00018405106325094,0.09999999999999987
2008-01-04,0.055179101814942386,0.11428155970976576,0.22422033144389028,0.11443397022165704,0.30451315517115324,0.08718783057534041,0.00018405106325094,0.09999999999999987
2008-01-11,0.055179101814942386,0.11428155970976576,0.22422033144389028,0.11443397022165704,0.30451315517115324,0.08718783057534041,0.00018405106325094,0.09999999999999987
2008-01-18,0.055179101814942386,0.11428155970976576,0.22422033144389028,0.11443397022165704,0.30451315517115324,0.08718783057534041,0.00018405106325094,0.09999999999999987
2008-01-25,0.022995956946032955,0.04815758916895681,0.09866119482506125,0.049052106422489264,0.14190223043815517,0.03919820201028218,3.272018902238934e-05,0.6
2008-02-01,0.022995956946032955,0.04815758916895681,0.09866119482506125,0.049052106422489264,0.14190223043815517,0.03919820201028218,3.272018902238934e-05,0.6
2008-02-08,0.022995956946032955,0.04815758916895681,0.09866119482506125,0.049052106422489264,0.14190223043815517,0.03919820201028218,3.272018902238934e-05,0.6
2008-02-15,0.022995956946032955,0.04815758916895681,0.09866119482506125,0.049052106422489264,0.14190223043815517,0.03919820201028218,3.272018902238934e-05,0.6
2008-02-22,0.022995956946032955,0.04815758916895681,0.09866119482506125,0.049052106422489264,0.14190223043815517,0.03919820201028218,3.272018902238934e-05,0.6
2008-02-29,0.02256860732379264,0.04734460998462394,0.09868110449114051,0.04718039573498667,0.1442722903220183,0.0399399040678291,1.3088075608955743e-05,0.5999999999999999
2008-03-07,0.02256860732379264,0.04734460998462394,0.09868110449114051,0.04718039573498667,0.1442722903220183,0.0399399040678291,1.3088075608955743e-05,0.5999999999999999
2008-03-14,0.02256860732379264,0.04734460998462394,0.09868110449114051,0.04718039573498667,0.1442722903220183,0.0399399040678291,1.3088075608955743e-05,0.5999999999999999
2008-03-21,0.02256860732379264,0.04734460998462394,0.09868110449114051,0.04718039573498667,0.1442722903220183,0.0399399040678291,1.3088075608955743e-05,0.5999999999999999
2008-03-28,0.022353926078002892,0.046832700690865856,0.09772553353122426,0.04183339411842785,0.15142301224502697,0.03982619810620864,5.235230243582297e-06,0.6
2008-04-04,0.022353926078002892,0.046832700690865856,0.09772553353122426,0.04183339411842785,0.15142301224502697,0.03982619810620864,5.235230243582297e-06,0.6
2008-04-11,0.022353926078002892,0.046832700690865856,0.09772553353122426,0.04183339411842785,0.15142301224502697,0.03982619810620864,5.235230243582297e-06,0.6
2008-04-18,0.022353926078002892,0.046832700690865856,0.09772553353122426,0.04183339411842785,0.15142301224502697,0.03982619810620864,5.235230243582297e-06,0.6
2008-04-25,0.022497570920486765,0.046415721426027255,0.09748931583658689,0.03939176181260786,0.15464201526749344,0.039561520644700386,2.094092097432919e-06,0.6
2008-05-02,0.022497570920486765,0.046415721426027255,0.09748931583658689,0.03939176181260786,0.15464201526749344,0.039561520644700386,2.094092097432919e-06,0.6
2008-05-09,0.022497570920486765,0.046415721426027255,0.09748931583658689,0.03939176181260786,0.15464201526749344,0.039561520644700386,2.094092097432919e-06,0.6
2008-05-16,0.022497570920486765,0.046415721426027255,0.09748931583658689,0.03939176181260786,0.15464201526749344,0.039561520644700386,2.094092097432919e-06,0.6
2008-05-23,0.022497570920486765,0.046415721426027255,0.09748931583658689,0.03939176181260786,0.15464201526749344,0.039561520644700386,2.094092097432919e-06,0.6
2008-05-30,0.053762382581348106,0.10950969210846048,0.2302739530406167,0.08847171666708137,0.33173946715709185,0.08624090376251388,1.8846828876896271e-06,0.09999999999999987
2008-06-06,0.053762382581348106,0.10950969210846048,0.2302739530406167,0.08847171666708137,0.33173946715709185,0.08624090376251388,1.8846828876896271e-06,0.09999999999999987
2008-06-13,0.053762382581348106,0.10950969210846048,0.2302739530406167,0.08847171666708137,0.33173946715709185,0.08624090376251388,1.8846828876896271e-06,0.09999999999999987
2008-06-20,0.053762382581348106,0.10950969210846048,0.2302739530406167,0.08847171666708137,0.33173946715709185,0.08624090376251388,1.8846828876896271e-06,0.09999999999999987
2008-06-27,0.05509426541566192,0.1105629038076401,0.23343971496907848,0.0865088071211785,0.32882362505355855,0.08556992975972744,7.538731550758509e-07,0.09999999999999987
2008-07-04,0.05509426541566192,0.1105629038076401,0.23343971496907848,0.0865088071211785,0.32882362505355855,0.08556992975972744,7.538731550758509e-07,0.09999999999999987
2008-07-11,0.05509426541566192,0.1105629038076401,0.23343971496907848,0.0865088071211785,0.32882362505355855,0.08556992975972744,7.538731550758509e-07,0.09999999999999987
2008-07-18,0.05509426541566192,0.1105629038076401,0.23343971496907848,0.0865088071211785,0.32882362505355855,0.08556992975972744,7.538731550758509e-07,0.09999999999999987
2008-07-25,0.04787036500805486,0.09225591963264618,0.20142196190986691,0.07529098125974701,0.3059173712556714,0.07724313289022525,2.6804378847141363e-07,0.19999999999999996
2008-08-01,0.04787036500805486,0.09225591963264618,0.20142196190986691,0.07529098125974701,0.3059173712556714,0.07724313289022525,2.6804378847141363e-07,0.19999999999999996
2008-08-08,0.04787036500805486,0.09225591963264618,0.20142196190986691,0.07529098125974701,0.3059173712556714,0.07724313289022525,2.6804378847141363e-07,0.19999999999999996
2008-08-15,0.04787036500805486,0.09225591963264618,0.20142196190986691,0.07529098125974701,0.3059173712556714,0.07724313289022525,2.6804378847141363e-07,0.19999999999999996
2008-08-22,0.04787036500805486,0.09225591963264618,0.20142196190986691,0.07529098125974701,0.3059173712556714,0.07724313289022525,2.6804378847141363e-07,0.19999999999999996
2008-08-29,0.05761985216583248,0.10440869247930636,0.23539882131022066,0.08031765285268863,0.34549857405044343,0.07675628652180368,1.2061970481213613e-07,0.09999999999999998
2008-09-05,0.05761985216583248,0.10440869247930636,0.23539882131022066,0.08031765285268863,0.34549857405044343,0.07675628652180368,1.2061970481213613e-07,0.09999999999999998
2008-09-12,0.05761985216583248,0.10440869247930636,0.23539882131022066,0.08031765285268863,0.34549857405044343,0.07675628652180368,1.2061970481213613e-07,0.09999999999999998
2008-09-19,0.05761985216583248,0.10440869247930636,0.23539882131022066,0.08031765285268863,0.34549857405044343,0.07675628652180368,1.2061970481213613e-07,0.09999999999999998
2008-09-26,0.025954664760098434,0.04503403108842766,0.10293527599535923,0.03191449898841431,0.15995216369826204,0.03420934402593525,2.1443503077713093e-08,0.6
2008-10-03,0.025954664760098434,0.04503403108842766,0.10293527599535923,0.03191449898841431,0.15995216369826204,0.03420934402593525,2.1443503077713093e-08,0.6
2008-10-10,0.025954664760098434,0.04503403108842766,0.10293527599535923,0.03191449898841431,0.15995216369826204,0.03420934402593525,2.1443503077713093e-08,0.6
2008-10-17,0.025954664760098434,0.04503403108842766,0.10293527599535923,0.03191449898841431,0.15995216369826204,0.03420934402593525,2.1443503077713093e-08,0.6
2008-10-24,0.025954664760098434,0.04503403108842766,0.10293527599535923,0.03191449898841431,0.15995216369826204,0.03420934402593525,2.1443503077713093e-08,0.6
2008-10-31,0.032833721800488956,0.050868052154937275,0.11654212258063215,0.024504927114737635,0.13113984031648512,0.044111327455317685,8.577401231085239e-09,0.5999999999999999
2008-11-07,0.032833721800488956,0.050868052154937275,0.11654212258063215,0.024504927114737635,0.13113984031648512,0.044111327455317685,8.577401231085239e-09,0.5999999999999999
2008-11-14,0.032833721800488956,0.050868052154937275,0.11654212258063215,0.024504927114737635,0.13113984031648512,0.044111327455317685,8.577401231085239e-09,0.5999999999999999
2008-11-21,0.032833721800488956,0.050868052154937275,0.11654212258063215,0.024504927114737635,0.13113984031648512,0.044111327455317685,8.577401231085239e-09,0.5999999999999999
2008-11-28,0.038213725236961774,0.0563895747506766,0.1280545773872883,0.02163979760548758,0.11374570735694367,0.04195661423168162,3.430960492434096e-09,0.6
2008-12-05,0.038213725236961774,0.0563895747506766,0.1280545773872883,0.02163979760548758,0.11374570735694367,0.04195661423168162,3.430960492434096e-09,0.6
2008-12-12,0.038213725236961774,0.0563895747506766,0.1280545773872883,0.02163979760548758,0.11374570735694367,0.04195661423168162,3.430960492434096e-09,0.6
2008-12-19,0.038213725236961774,0.0563895747506766,0.1280545773872883,0.02163979760548758,0.11374570735694367,0.04195661423168162,3.430960492434096e-09,0.6
2008-12-26,0.045852476453055735,0.05482555217022217,0.12807894262145672,0.022508101730328994,0.11000766637554792,0.0387272592770043,1.3723841969736384e-09,0.5999999999999999
2009-01-02,0.045852476453055735,0.05482555217022217,0.12807894262145672,0.022508101730328994,0.11000766637554792,0.0387272592770043,1.3723841969736384e-09,0.5999999999999999
2009-01-09,0.045852476453055735,0.05482555217022217,0.12807894262145672,0.022508101730328994,0.11000766637554792,0.0387272592770043,1.3723841969736384e-09,0.5999999999999999
2009-01-16,0.045852476453055735,0.05482555217022217,0.12807894262145672,0.022508101730328994,0.11000766637554792,0.0387272592770043,1.3723841969736384e-09,0.5999999999999999
2009-01-23,0.045852476453055735,0.05482555217022217,0.12807894262145672,0.022508101730328994,0.11000766637554792,0.0387272592770043,1.3723841969736384e-09,0.5999999999999999
2009-01-30,0.04961192627717264,0.054153486758153305,0.12878693549263787,0.022929958192447863,0.10778580078803618,0.036731891942598495,5.489536787894554e-10,0.6
2009-02-06,0.04961192627717264,0.054153486758153305,0.12878693549263787,0.022929958192447863,0.10778580078803618,0.036731891942598495,5.489536787894554e-10,0.6
2009-02-13,0.04961192627717264,0.054153486758153305,0.12878693549263787,0.022929958192447863,0.10778580078803618,0.036731891942598495,5.489536787894554e-10,0.6
2009-02-20,0.04961192627717264,0.054153486758153305,0.12878693549263787,0.022929958192447863,0.10778580078803618,0.036731891942598495,5.489536787894554e-10,0.6
2009-02-27,0.05235511758557502,0.05420338275131664,0.12712400198945698,0.0226918979530058,0.10761365890845553,0.03601194059260857,2.1958147151578217e-10,0.6
2009-03-06,0.05235511758557502,0.05420338275131664,0.12712400198945698,0.0226918979530058,0.10761365890845553,0.03601194059260857,2.1958147151578217e-10,0.6
2009-03-13,0.05235511758557502,0.05420338275131664,0.12712400198945698,0.0226918979530058,0.10761365890845553,0.03601194059260857,2.1958147151578217e-10,0.6
