,dual_momentum_topn,cta_trend_long_only,composite_selective_strength_weighted,composite_regime_conditioned,taa_10m_sma,cash::BIL
2006-03-03,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.1634857727161328,0.0,0.2272265460779535,0.24211666507410268,0.1671710161318111,0.19999999999999996
2006-07-07,0.1634857727161328,0.0,0.2272265460779535,0.24211666507410268,0.1671710161318111,0.19999999999999996
2006-07-14,0.1634857727161328,0.0,0.2272265460779535,0.24211666507410268,0.1671710161318111,0.19999999999999996
2006-07-21,0.1634857727161328,0.0,0.2272265460779535,0.24211666507410268,0.1671710161318111,0.19999999999999996
2006-07-28,0.1095456172940823,0.144,0.2218281789841878,0.21112985098078105,0.11349635274094894,0.19999999999999984
2006-08-04,0.1095456172940823,0.144,0.2218281789841878,0.21112985098078105,0.11349635274094894,0.19999999999999984
2006-08-11,0.1095456172940823,0.144,0.2218281789841878,0.21112985098078105,0.11349635274094894,0.19999999999999984
2006-08-18,0.1095456172940823,0.144,0.2218281789841878,0.21112985098078105,0.11349635274094894,0.19999999999999984
2006-08-25,0.07813039562823419,0.23039999999999994,0.2160306679565705,0.19339554321094896,0.08204339320424647,0.19999999999999996
2006-09-01,0.07813039562823419,0.23039999999999994,0.2160306679565705,0.19339554321094896,0.08204339320424647,0.19999999999999996
2006-09-08,0.07813039562823419,0.23039999999999994,0.2160306679565705,0.19339554321094896,0.08204339320424647,0.19999999999999996
2006-09-15,0.07813039562823419,0.23039999999999994,0.2160306679565705,0.19339554321094896,0.08204339320424647,0.19999999999999996
2006-09-22,0.07813039562823419,0.23039999999999994,0.2160306679565705,0.19339554321094896,0.08204339320424647,0.19999999999999996
2006-09-29,0.05989772207685772,0.28224,0.21192256648253496,0.18201942947805827,0.0639202819625491,0.19999999999999996
2006-10-06,0.05989772207685772,0.28224,0.21192256648253496,0.18201942947805827,0.0639202819625491,0.19999999999999996
2006-10-13,0.05989772207685772,0.28224,0.21192256648253496,0.18201942947805827,0.0639202819625491,0.19999999999999996
2006-10-20,0.05989772207685772,0.28224,0.21192256648253496,0.18201942947805827,0.0639202819625491,0.19999999999999996
2006-10-27,0.055551405790209465,0.352512,0.23193345759328313,0.1993156822518736,0.06068745436463381,0.09999999999999998
2006-11-03,0.055551405790209465,0.352512,0.23193345759328313,0.1993156822518736,0.06068745436463381,0.09999999999999998
2006-11-10,0.055551405790209465,0.352512,0.23193345759328313,0.1993156822518736,0.06068745436463381,0.09999999999999998
2006-11-17,0.055551405790209465,0.352512,0.23193345759328313,0.1993156822518736,0.06068745436463381,0.09999999999999998
2006-11-24,0.04949642044380247,0.44999999999999996,0.2296350389405106,0.21755113251938923,0.0533174080962977,0.0
2006-12-01,0.04949642044380247,0.44999999999999996,0.2296350389405106,0.21755113251938923,0.0533174080962977,0.0
2006-12-08,0.04949642044380247,0.44999999999999996,0.2296350389405106,0.21755113251938923,0.0533174080962977,0.0
2006-12-15,0.04949642044380247,0.44999999999999996,0.2296350389405106,0.21755113251938923,0.0533174080962977,0.0
2006-12-22,0.04949642044380247,0.44999999999999996,0.2296350389405106,0.21755113251938923,0.0533174080962977,0.0
2006-12-29,0.04992218678949825,0.44999999999999996,0.22454480856956285,0.2199916701124185,0.055541334528520434,1.1102230246251565e-16
2007-01-05,0.04992218678949825,0.44999999999999996,0.22454480856956285,0.2199916701124185,0.055541334528520434,1.1102230246251565e-16
2007-01-12,0.04992218678949825,0.44999999999999996,0.22454480856956285,0.2199916701124185,0.055541334528520434,1.1102230246251565e-16
2007-01-19,0.04992218678949825,0.44999999999999996,0.22454480856956285,0.2199916701124185,0.055541334528520434,1.1102230246251565e-16
2007-01-26,0.12271294657221254,0.44788100065679654,0.12050831951207812,0.1660577625598513,0.14283997069906149,0.0
2007-02-02,0.12271294657221254,0.44788100065679654,0.12050831951207812,0.1660577625598513,0.14283997069906149,0.0
2007-02-09,0.12271294657221254,0.44788100065679654,0.12050831951207812,0.1660577625598513,0.14283997069906149,0.0
2007-02-16,0.12271294657221254,0.44788100065679654,0.12050831951207812,0.1660577625598513,0.14283997069906149,0.0
2007-02-23,0.13235956679623645,0.3651850782218761,0.14451935890957315,0.19370702671667622,0.16422896935563802,0.0
2007-03-02,0.13235956679623645,0.3651850782218761,0.14451935890957315,0.19370702671667622,0.16422896935563802,0.0
2007-03-09,0.13235956679623645,0.3651850782218761,0.14451935890957315,0.19370702671667622,0.16422896935563802,0.0
2007-03-16,0.13235956679623645,0.3651850782218761,0.14451935890957315,0.19370702671667622,0.16422896935563802,0.0
2007-03-23,0.13235956679623645,0.3651850782218761,0.14451935890957315,0.19370702671667622,0.16422896935563802,0.0
2007-03-30,0.11691799172370237,0.3094568871953708,0.13445052823949283,0.18396965531152962,0.15520493752990439,0.09999999999999998
2007-04-06,0.11691799172370237,0.3094568871953708,0.13445052823949283,0.18396965531152962,0.15520493752990439,0.09999999999999998
2007-04-13,0.11691799172370237,0.3094568871953708,0.13445052823949283,0.18396965531152962,0.15520493752990439,0.09999999999999998
2007-04-20,0.11691799172370237,0.3094568871953708,0.13445052823949283,0.18396965531152962,0.15520493752990439,0.09999999999999998
2007-04-27,0.11559923827825318,0.2973236631699095,0.13723149774990676,0.19028635879938394,0.1595592420025468,0.09999999999999987
2007-05-04,0.11559923827825318,0.2973236631699095,0.13723149774990676,0.19028635879938394,0.1595592420025468,0.09999999999999987
2007-05-11,0.11559923827825318,0.2973236631699095,0.13723149774990676,0.19028635879938394,0.1595592420025468,0.09999999999999987
2007-05-18,0.11559923827825318,0.2973236631699095,0.13723149774990676,0.19028635879938394,0.1595592420025468,0.09999999999999987
2007-05-25,0.11489874719441771,0.28759492670917775,0.1390728566155653,0.19406933000745058,0.1643641394733888,0.09999999999999987
2007-06-01,0.11489874719441771,0.28759492670917775,0.1390728566155653,0.19406933000745058,0.1643641394733888,0.09999999999999987
2007-06-08,0.11489874719441771,0.28759492670917775,0.1390728566155653,0.19406933000745058,0.1643641394733888,0.09999999999999987
2007-06-15,0.11489874719441771,0.28759492670917775,0.1390728566155653,0.19406933000745058,0.1643641394733888,0.09999999999999987
2007-06-22,0.11489874719441771,0.28759492670917775,0.1390728566155653,0.19406933000745058,0.1643641394733888,0.09999999999999987
2007-06-29,0.11501370533729063,0.2752238337617324,0.14142376297142886,0.1993621765607606,0.16897652136878752,0.09999999999999998
2007-07-06,0.11501370533729063,0.2752238337617324,0.14142376297142886,0.1993621765607606,0.16897652136878752,0.09999999999999998
2007-07-13,0.11501370533729063,0.2752238337617324,0.14142376297142886,0.1993621765607606,0.16897652136878752,0.09999999999999998
2007-07-20,0.11501370533729063,0.2752238337617324,0.14142376297142886,0.1993621765607606,0.16897652136878752,0.09999999999999998
2007-07-27,0.10180675366021226,0.22706715606464553,0.1323868733605566,0.1863107441162929,0.15242847279829275,0.19999999999999996
2007-08-03,0.10180675366021226,0.22706715606464553,0.1323868733605566,0.1863107441162929,0.15242847279829275,0.19999999999999996
2007-08-10,0.10180675366021226,0.22706715606464553,0.1323868733605566,0.1863107441162929,0.15242847279829275,0.19999999999999996
2007-08-17,0.10180675366021226,0.22706715606464553,0.1323868733605566,0.1863107441162929,0.15242847279829275,0.19999999999999996
2007-08-24,0.10180675366021226,0.22706715606464553,0.1323868733605566,0.1863107441162929,0.15242847279829275,0.19999999999999996
2007-08-31,0.04868108222907386,0.10156103409300893,0.06981997534461888,0.10172653425878125,0.07821137407451713,0.6
2007-09-07,0.04868108222907386,0.10156103409300893,0.06981997534461888,0.10172653425878125,0.07821137407451713,0.6
2007-09-14,0.04868108222907386,0.10156103409300893,0.06981997534461888,0.10172653425878125,0.07821137407451713,0.6
2007-09-21,0.04868108222907386,0.10156103409300893,0.06981997534461888,0.10172653425878125,0.07821137407451713,0.6
2007-09-28,0.07120836723092432,0.19413536131692874,0.23131810034493294,0.31923937921492695,0.1040987918922871,0.07999999999999996
2007-10-05,0.07120836723092432,0.19413536131692874,0.23131810034493294,0.31923937921492695,0.1040987918922871,0.07999999999999996
2007-10-12,0.07120836723092432,0.19413536131692874,0.23131810034493294,0.31923937921492695,0.1040987918922871,0.07999999999999996
2007-10-19,0.07120836723092432,0.19413536131692874,0.23131810034493294,0.31923937921492695,0.1040987918922871,0.07999999999999996
2007-10-26,0.025979403901679323,0.07602615795038786,0.10547922038340002,0.15231947697105477,0.040195740793478055,0.6
2007-11-02,0.025979403901679323,0.07602615795038786,0.10547922038340002,0.15231947697105477,0.040195740793478055,0.6
2007-11-09,0.025979403901679323,0.07602615795038786,0.10547922038340002,0.15231947697105477,0.040195740793478055,0.6
2007-11-16,0.025979403901679323,0.07602615795038786,0.10547922038340002,0.15231947697105477,0.040195740793478055,0.6
2007-11-23,0.025979403901679323,0.07602615795038786,0.10547922038340002,0.15231947697105477,0.040195740793478055,0.6
2007-11-30,0.022948069027799247,0.06992357150772571,0.10843692278347974,0.16154077274104373,0.03715066393995161,0.6
2007-12-07,0.022948069027799247,0.06992357150772571,0.10843692278347974,0.16154077274104373,0.03715066393995161,0.6
2007-12-14,0.022948069027799247,0.06992357150772571,0.10843692278347974,0.16154077274104373,0.03715066393995161,0.6
2007-12-21,0.022948069027799247,0.06992357150772571,0.10843692278347974,0.16154077274104373,0.03715066393995161,0.6
2007-12-28,0.04346659026931343,0.13614402521663824,0.2235581425537154,0.32773310607015377,0.06909813589017924,0.19999999999999996
2008-01-04,0.04346659026931343,0.13614402521663824,0.2235581425537154,0.32773310607015377,0.06909813589017924,0.19999999999999996
2008-01-11,0.04346659026931343,0.13614402521663824,0.2235581425537154,0.32773310607015377,0.06909813589017924,0.19999999999999996
2008-01-18,0.04346659026931343,0.13614402521663824,0.2235581425537154,0.32773310607015377,0.06909813589017924,0.19999999999999996
2008-01-25,0.019896369031399925,0.06367901009409187,0.11342079330991586,0.16995225853534754,0.03305156902924479,0.6000000000000001
2008-02-01,0.019896369031399925,0.06367901009409187,0.11342079330991586,0.16995225853534754,0.03305156902924479,0.6000000000000001
2008-02-08,0.019896369031399925,0.06367901009409187,0.11342079330991586,0.16995225853534754,0.03305156902924479,0.6000000000000001
2008-02-15,0.019896369031399925,0.06367901009409187,0.11342079330991586,0.16995225853534754,0.03305156902924479,0.6000000000000001
2008-02-22,0.019896369031399925,0.06367901009409187,0.11342079330991586,0.16995225853534754,0.03305156902924479,0.6000000000000001
2008-02-29,0.018643973459185153,0.060648002724118015,0.11473723843560246,0.17397135512120854,0.03199943025988586,0.6
2008-03-07,0.018643973459185153,0.060648002724118015,0.11473723843560246,0.17397135512120854,0.03199943025988586,0.6
2008-03-14,0.018643973459185153,0.060648002724118015,0.11473723843560246,0.17397135512120854,0.03199943025988586,0.6
2008-03-21,0.018643973459185153,0.060648002724118015,0.11473723843560246,0.17397135512120854,0.03199943025988586,0.6
2008-03-28,0.017804545056783888,0.05857333840076167,0.11619520723503202,0.17638281307272516,0.031044096234697328,0.5999999999999999
2008-04-04,0.017804545056783888,0.05857333840076167,0.11619520723503202,0.17638281307272516,0.031044096234697328,0.5999999999999999
2008-04-11,0.017804545056783888,0.05857333840076167,0.11619520723503202,0.17638281307272516,0.031044096234697328,0.5999999999999999
2008-04-18,0.017804545056783888,0.05857333840076167,0.11619520723503202,0.17638281307272516,0.031044096234697328,0.5999999999999999
2008-04-25,0.017293567324470023,0.05691585494504328,0.11781030740663445,0.1778296878436351,0.030150582480217205,0.6
2008-05-02,0.017293567324470023,0.05691585494504328,0.11781030740663445,0.1778296878436351,0.030150582480217205,0.6
2008-05-09,0.017293567324470023,0.05691585494504328,0.11781030740663445,0.1778296878436351,0.030150582480217205,0.6
2008-05-16,0.017293567324470023,0.05691585494504328,0.11781030740663445,0.1778296878436351,0.030150582480217205,0.6
2008-05-23,0.017293567324470023,0.05691585494504328,0.11781030740663445,0.1778296878436351,0.030150582480217205,0.6
2008-05-30,0.035542586015383494,0.11682003216133952,0.24079997337363263,0.34831075520644145,0.058526653243202956,0.19999999999999996
2008-06-06,0.035542586015383494,0.11682003216133952,0.24079997337363263,0.34831075520644145,0.058526653243202956,0.19999999999999996
2008-06-13,0.035542586015383494,0.11682003216133952,0.24079997337363263,0.34831075520644145,0.058526653243202956,0.19999999999999996
2008-06-20,0.035542586015383494,0.11682003216133952,0.24079997337363263,0.34831075520644145,0.058526653243202956,0.19999999999999996
2008-06-27,0.03603500686680191,0.11780981793233414,0.24408253390270415,0.34459047648991853,0.05748216480824131,0.19999999999999996
2008-07-04,0.03603500686680191,0.11780981793233414,0.24408253390270415,0.34459047648991853,0.05748216480824131,0.19999999999999996
2008-07-11,0.03603500686680191,0.11780981793233414,0.24408253390270415,0.34459047648991853,0.05748216480824131,0.19999999999999996
2008-07-18,0.03603500686680191,0.11780981793233414,0.24408253390270415,0.34459047648991853,0.05748216480824131,0.19999999999999996
2008-07-25,0.03512780681353201,0.11231883359093597,0.24494993700343698,0.3507542858939512,0.05684913669814398,0.19999999999999984
2008-08-01,0.03512780681353201,0.11231883359093597,0.24494993700343698,0.3507542858939512,0.05684913669814398,0.19999999999999984
2008-08-08,0.03512780681353201,0.11231883359093597,0.24494993700343698,0.3507542858939512,0.05684913669814398,0.19999999999999984
2008-08-15,0.03512780681353201,0.11231883359093597,0.24494993700343698,0.3507542858939512,0.05684913669814398,0.19999999999999984
2008-08-22,0.03512780681353201,0.11231883359093597,0.24494993700343698,0.3507542858939512,0.05684913669814398,0.19999999999999984
2008-08-29,0.05489618627278375,0.12157525506870193,0.22664384275677374,0.31620795676636465,0.08067675913537607,0.19999999999999984
2008-09-05,0.05489618627278375,0.12157525506870193,0.22664384275677374,0.31620795676636465,0.08067675913537607,0.19999999999999984
2008-09-12,0.05489618627278375,0.12157525506870193,0.22664384275677374,0.31620795676636465,0.08067675913537607,0.19999999999999984
2008-09-19,0.05489618627278375,0.12157525506870193,0.22664384275677374,0.31620795676636465,0.08067675913537607,0.19999999999999984
2008-09-26,0.03197205385728307,0.0609806120371182,0.1078111206943951,0.1509949690945073,0.048241244316696394,0.6
2008-10-03,0.03197205385728307,0.0609806120371182,0.1078111206943951,0.1509949690945073,0.048241244316696394,0.6
2008-10-10,0.03197205385728307,0.0609806120371182,0.1078111206943951,0.1509949690945073,0.048241244316696394,0.6
2008-10-17,0.03197205385728307,0.0609806120371182,0.1078111206943951,0.1509949690945073,0.048241244316696394,0.6
2008-10-24,0.03197205385728307,0.0609806120371182,0.1078111206943951,0.1509949690945073,0.048241244316696394,0.6
2008-10-31,0.028759582269061397,0.05060171265665159,0.11165813800088847,0.1625969814567044,0.04638358561669423,0.6
2008-11-07,0.028759582269061397,0.05060171265665159,0.11165813800088847,0.1625969814567044,0.04638358561669423,0.6
2008-11-14,0.028759582269061397,0.05060171265665159,0.11165813800088847,0.1625969814567044,0.04638358561669423,0.6
2008-11-21,0.028759582269061397,0.05060171265665159,0.11165813800088847,0.1625969814567044,0.04638358561669423,0.6
2008-11-28,0.02673248817137748,0.04397987738714733,0.11574782713772927,0.16955818887402263,0.043981618429723326,0.6
2008-12-05,0.02673248817137748,0.04397987738714733,0.11574782713772927,0.16955818887402263,0.043981618429723326,0.6
2008-12-12,0.02673248817137748,0.04397987738714733,0.11574782713772927,0.16955818887402263,0.043981618429723326,0.6
2008-12-19,0.02673248817137748,0.04397987738714733,0.11574782713772927,0.16955818887402263,0.043981618429723326,0.6
2008-12-26,0.034563953837483785,0.050807616127838066,0.10047583562991261,0.168289575089701,0.04586301931506456,0.6
2009-01-02,0.034563953837483785,0.050807616127838066,0.10047583562991261,0.168289575089701,0.04586301931506456,0.6
2009-01-09,0.034563953837483785,0.050807616127838066,0.10047583562991261,0.168289575089701,0.04586301931506456,0.6
2009-01-16,0.034563953837483785,0.050807616127838066,0.10047583562991261,0.168289575089701,0.04586301931506456,0.6
2009-01-23,0.034563953837483785,0.050807616127838066,0.10047583562991261,0.168289575089701,0.04586301931506456,0.6
2009-01-30,0.03957022933522472,0.054870876950303286,0.09097986372891127,0.16826042887185136,0.04631860111370939,0.5999999999999999
2009-02-06,0.03957022933522472,0.054870876950303286,0.09097986372891127,0.16826042887185136,0.04631860111370939,0.5999999999999999
2009-02-13,0.03957022933522472,0.054870876950303286,0.09097986372891127,0.16826042887185136,0.04631860111370939,0.5999999999999999
2009-02-20,0.03957022933522472,0.054870876950303286,0.09097986372891127,0.16826042887185136,0.04631860111370939,0.5999999999999999
2009-02-27,0.04329934990254772,0.057696601898874614,0.08557998759890655,0.16648298900000666,0.04694107159966448,0.6
2009-03-06,0.04329934990254772,0.057696601898874614,0.08557998759890655,0.16648298900000666,0.04694107159966448,0.6
2009-03-13,0.04329934990254772,0.057696601898874614,0.08557998759890655,0.16648298900000666,0.04694107159966448,0.6
2009-03-20,0.04329934990254772,0.057696601898874614,0.08557998759890655,0.16648298900000666,0.04694107159966448,0.6
2009-03-27,0.04562070398153892,0.059005852510650936,0.08215077523680005,0.16598216536431587,0.047240502906694265,0.6
2009-04-03,0.04562070398153892,0.059005852510650936,0.08215077523680005,0.16598216536431587,0.047240502906694265,0.6
2009-04-10,0.04562070398153892,0.059005852510650936,0.08215077523680005,0.16598216536431587,0.047240502906694265,0.6
2009-04-17,0.04562070398153892,0.059005852510650936,0.08215077523680005,0.16598216536431587,0.047240502906694265,0.6
2009-04-24,0.09586698386794502,0.12497236370269044,0.15633211664960686,0.33325128967369366,0.08957724610606405,0.19999999999999996
2009-05-01,0.09586698386794502,0.12497236370269044,0.15633211664960686,0.33325128967369366,0.08957724610606405,0.19999999999999996
2009-05-08,0.09586698386794502,0.12497236370269044,0.15633211664960686,0.33325128967369366,0.08957724610606405,0.19999999999999996
2009-05-15,0.09586698386794502,0.12497236370269044,0.15633211664960686,0.33325128967369366,0.08957724610606405,0.19999999999999996
2009-05-22,0.09586698386794502,0.12497236370269044,0.15633211664960686,0.33325128967369366,0.08957724610606405,0.19999999999999996
2009-05-29,0.10606864530221971,0.13011025066793033,0.14732498489138385,0.3313317330682868,0.08516438607017938,0.19999999999999996
2009-06-05,0.10606864530221971,0.13011025066793033,0.14732498489138385,0.3313317330682868,0.08516438607017938,0.19999999999999996
2009-06-12,0.10606864530221971,0.13011025066793033,0.14732498489138385,0.3313317330682868,0.08516438607017938,0.19999999999999996
2009-06-19,0.10606864530221971,0.13011025066793033,0.14732498489138385,0.3313317330682868,0.08516438607017938,0.19999999999999996
2009-06-26,0.1449820942559525,0.15859961507693854,0.16073839044131694,0.36507120691435097,0.09060869331144111,0.07999999999999985
2009-07-03,0.1449820942559525,0.15859961507693854,0.16073839044131694,0.36507120691435097,0.09060869331144111,0.07999999999999985
2009-07-10,0.1449820942559525,0.15859961507693854,0.16073839044131694,0.36507120691435097,0.09060869331144111,0.07999999999999985
2009-07-17,0.1449820942559525,0.15859961507693854,0.16073839044131694,0.36507120691435097,0.09060869331144111,0.07999999999999985
2009-07-24,0.1449820942559525,0.15859961507693854,0.16073839044131694,0.36507120691435097,0.09060869331144111,0.07999999999999985
2009-07-31,0.15768667519380505,0.16243623493956455,0.16035276262190382,0.35278520248930495,0.08673912475542164,0.08000000000000007
2009-08-07,0.15768667519380505,0.16243623493956455,0.16035276262190382,0.35278520248930495,0.08673912475542164,0.08000000000000007
2009-08-14,0.15768667519380505,0.16243623493956455,0.16035276262190382,0.35278520248930495,0.08673912475542164,0.08000000000000007
2009-08-21,0.15768667519380505,0.16243623493956455,0.16035276262190382,0.35278520248930495,0.08673912475542164,0.08000000000000007
2009-08-28,0.15246074752031677,0.15592044414839765,0.15599261345500207,0.35031046565620355,0.08531572922008003,0.09999999999999998
2009-09-04,0.15246074752031677,0.15592044414839765,0.15599261345500207,0.35031046565620355,0.08531572922008003,0.09999999999999998
2009-09-11,0.15246074752031677,0.15592044414839765,0.15599261345500207,0.35031046565620355,0.08531572922008003,0.09999999999999998
2009-09-18,0.15246074752031677,0.15592044414839765,0.15599261345500207,0.35031046565620355,0.08531572922008003,0.09999999999999998
2009-09-25,0.17823598692271073,0.17523399875043186,0.16882736172856921,0.3693151564173729,0.08838749618091529,0.020000000000000018
2009-10-02,0.17823598692271073,0.17523399875043186,0.16882736172856921,0.3693151564173729,0.08838749618091529,0.020000000000000018
2009-10-09,0.17823598692271073,0.17523399875043186,0.16882736172856921,0.3693151564173729,0.08838749618091529,0.020000000000000018
2009-10-16,0.17823598692271073,0.17523399875043186,0.16882736172856921,0.3693151564173729,0.08838749618091529,0.020000000000000018
2009-10-23,0.17823598692271073,0.17523399875043186,0.16882736172856921,0.3693151564173729,0.08838749618091529,0.020000000000000018
2009-10-30,0.1669668568635168,0.14730599836874655,0.19472966560504903,0.3716210804701398,0.09937639869254783,0.020000000000000018
2009-11-06,0.1669668568635168,0.14730599836874655,0.19472966560504903,0.3716210804701398,0.09937639869254783,0.020000000000000018
2009-11-13,0.1669668568635168,0.14730599836874655,0.19472966560504903,0.3716210804701398,0.09937639869254783,0.020000000000000018
2009-11-20,0.1669668568635168,0.14730599836874655,0.19472966560504903,0.3716210804701398,0.09937639869254783,0.020000000000000018
2009-11-27,0.1636740758979125,0.1451174029253185,0.2068293047466038,0.3658716332838745,0.09850758314629071,0.020000000000000018
2009-12-04,0.1636740758979125,0.1451174029253185,0.2068293047466038,0.3658716332838745,0.09850758314629071,0.020000000000000018
2009-12-11,0.1636740758979125,0.1451174029253185,0.2068293047466038,0.3658716332838745,0.09850758314629071,0.020000000000000018
2009-12-18,0.1636740758979125,0.1451174029253185,0.2068293047466038,0.3658716332838745,0.09850758314629071,0.020000000000000018
2009-12-25,0.16310034686504202,0.14470429978922025,0.21224288230729865,0.3625399975867176,0.09741247345172133,0.02000000000000013
2010-01-01,0.16310034686504202,0.14470429978922025,0.21224288230729865,0.3625399975867176,0.09741247345172133,0.02000000000000013
2010-01-08,0.16310034686504202,0.14470429978922025,0.21224288230729865,0.3625399975867176,0.09741247345172133,0.02000000000000013
2010-01-15,0.16310034686504202,0.14470429978922025,0.21224288230729865,0.3625399975867176,0.09741247345172133,0.02000000000000013
2010-01-22,0.16310034686504202,0.14470429978922025,0.21224288230729865,0.3625399975867176,0.09741247345172133,0.02000000000000013
2010-01-29,0.16755351267574756,0.1469597465857466,0.22712802514716737,0.3377382525360956,0.10062046305524289,0.020000000000000018
2010-02-05,0.16755351267574756,0.1469597465857466,0.22712802514716737,0.3377382525360956,0.10062046305524289,0.020000000000000018
2010-02-12,0.16755351267574756,0.1469597465857466,0.22712802514716737,0.3377382525360956,0.10062046305524289,0.020000000000000018
2010-02-19,0.16755351267574756,0.1469597465857466,0.22712802514716737,0.3377382525360956,0.10062046305524289,0.020000000000000018
2010-02-26,0.17851588493544887,0.15522241055662633,0.22262706366009075,0.31941402128271046,0.10422061956512362,0.019999999999999907
2010-03-05,0.17851588493544887,0.15522241055662633,0.22262706366009075,0.31941402128271046,0.10422061956512362,0.019999999999999907
2010-03-12,0.17851588493544887,0.15522241055662633,0.22262706366009075,0.31941402128271046,0.10422061956512362,0.019999999999999907
