,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2005-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-07,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-14,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-21,0.16848098411929913,0.0,0.11562274436405627,0.24000000000000005,0.1611878302902214,0.11470844122642321,0.19999999999999996
2006-07-28,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-04,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-11,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-18,0.12627239089636833,0.14400000000000002,0.08263943693197133,0.22387405055299833,0.14169907858052738,0.0815150430381347,0.19999999999999984
2006-08-25,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-01,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-08,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-15,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-22,0.10224928979772155,0.23040000000000005,0.0630244935697425,0.21296092888127466,0.12962289576292244,0.0617423919883389,0.19999999999999996
2006-09-29,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-06,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-13,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-20,0.08833044244746183,0.28224,0.05178386554220619,0.20323848973049854,0.12403869255854803,0.05036850972128546,0.19999999999999984
2006-10-27,0.09818075070139728,0.37640448,0.053680804773477295,0.22728254081116117,0.1512186410095065,0.051093588995194616,0.04213919370926322
2006-11-03,0.09818075070139728,0.37640448,0.053680804773477295,0.22728254081116117,0.1512186410095065,0.051093588995194616,0.04213919370926322
2006-11-10,0.09818075070139728,0.37640448,0.053680804773477295,0.22728254081116117,0.1512186410095065,0.051093588995194616,0.04213919370926322
2006-11-17,0.09818075070139728,0.37640448,0.053680804773477295,0.22728254081116117,0.1512186410095065,0.051093588995194616,0.04213919370926322
2006-11-24,0.07747983636224605,0.45,0.0399088572308988,0.2492344575835075,0.14733537808521074,0.03604147073813691,0.0
2006-12-01,0.07747983636224605,0.45,0.0399088572308988,0.2492344575835075,0.14733537808521074,0.03604147073813691,0.0
2006-12-08,0.07747983636224605,0.45,0.0399088572308988,0.2492344575835075,0.14733537808521074,0.03604147073813691,0.0
2006-12-15,0.07747983636224605,0.45,0.0399088572308988,0.2492344575835075,0.14733537808521074,0.03604147073813691,0.0
2006-12-22,0.07747983636224605,0.45,0.0399088572308988,0.2492344575835075,0.14733537808521074,0.03604147073813691,0.0
2006-12-29,0.09111751122457483,0.41450587256608945,0.04908748294940983,0.22008834113621809,0.1805316412372549,0.044669150886452985,0.0
2007-01-05,0.09111751122457483,0.41450587256608945,0.04908748294940983,0.22008834113621809,0.1805316412372549,0.044669150886452985,0.0
2007-01-12,0.09111751122457483,0.41450587256608945,0.04908748294940983,0.22008834113621809,0.1805316412372549,0.044669150886452985,0.0
2007-01-19,0.09111751122457483,0.41450587256608945,0.04908748294940983,0.22008834113621809,0.1805316412372549,0.044669150886452985,0.0
2007-01-26,0.08971745325521895,0.43692422398149794,0.05507274987401388,0.2024108811099769,0.17013374784513588,0.04574094393415645,0.0
2007-02-02,0.08971745325521895,0.43692422398149794,0.05507274987401388,0.2024108811099769,0.17013374784513588,0.04574094393415645,0.0
2007-02-09,0.08971745325521895,0.43692422398149794,0.05507274987401388,0.2024108811099769,0.17013374784513588,0.04574094393415645,0.0
2007-02-16,0.08971745325521895,0.43692422398149794,0.05507274987401388,0.2024108811099769,0.17013374784513588,0.04574094393415645,0.0
2007-02-23,0.08318211784237617,0.37287544702272185,0.04898996361092446,0.26874536760222034,0.18147764016430673,0.04472946375745041,0.0
2007-03-02,0.08318211784237617,0.37287544702272185,0.04898996361092446,0.26874536760222034,0.18147764016430673,0.04472946375745041,0.0
2007-03-09,0.08318211784237617,0.37287544702272185,0.04898996361092446,0.26874536760222034,0.18147764016430673,0.04472946375745041,0.0
2007-03-16,0.08318211784237617,0.37287544702272185,0.04898996361092446,0.26874536760222034,0.18147764016430673,0.04472946375745041,0.0
2007-03-23,0.08318211784237617,0.37287544702272185,0.04898996361092446,0.26874536760222034,0.18147764016430673,0.04472946375745041,0.0
2007-03-30,0.08271896553210019,0.34920359338079665,0.04767005702421297,0.26325138892050837,0.16934805580812712,0.04543898567399374,0.042368953660261055
2007-04-06,0.08271896553210019,0.34920359338079665,0.04767005702421297,0.26325138892050837,0.16934805580812712,0.04543898567399374,0.042368953660261055
2007-04-13,0.08271896553210019,0.34920359338079665,0.04767005702421297,0.26325138892050837,0.16934805580812712,0.04543898567399374,0.042368953660261055
2007-04-20,0.08271896553210019,0.34920359338079665,0.04767005702421297,0.26325138892050837,0.16934805580812712,0.04543898567399374,0.042368953660261055
2007-04-27,0.07711315628956171,0.3525471886503433,0.04829319385285583,0.2584499241409521,0.17690853870719672,0.0443686642829447,0.04231933407614563
2007-05-04,0.07711315628956171,0.3525471886503433,0.04829319385285583,0.2584499241409521,0.17690853870719672,0.0443686642829447,0.04231933407614563
2007-05-11,0.07711315628956171,0.3525471886503433,0.04829319385285583,0.2584499241409521,0.17690853870719672,0.0443686642829447,0.04231933407614563
2007-05-18,0.07711315628956171,0.3525471886503433,0.04829319385285583,0.2584499241409521,0.17690853870719672,0.0443686642829447,0.04231933407614563
2007-05-25,0.07932164274556504,0.3698339098386166,0.051721579930219544,0.2393828349146265,0.1720284022614845,0.04552916994904146,0.04218246036044637
2007-06-01,0.07932164274556504,0.3698339098386166,0.051721579930219544,0.2393828349146265,0.1720284022614845,0.04552916994904146,0.04218246036044637
2007-06-08,0.07932164274556504,0.3698339098386166,0.051721579930219544,0.2393828349146265,0.1720284022614845,0.04552916994904146,0.04218246036044637
2007-06-15,0.07932164274556504,0.3698339098386166,0.051721579930219544,0.2393828349146265,0.1720284022614845,0.04552916994904146,0.04218246036044637
2007-06-22,0.07932164274556504,0.3698339098386166,0.051721579930219544,0.2393828349146265,0.1720284022614845,0.04552916994904146,0.04218246036044637
2007-06-29,0.07911221472761619,0.37573120948024186,0.05276081079208134,0.22974832795045502,0.17524748170821536,0.0453009107557967,0.04209904458559344
2007-07-06,0.07911221472761619,0.37573120948024186,0.05276081079208134,0.22974832795045502,0.17524748170821536,0.0453009107557967,0.04209904458559344
2007-07-13,0.07911221472761619,0.37573120948024186,0.05276081079208134,0.22974832795045502,0.17524748170821536,0.0453009107557967,0.04209904458559344
2007-07-20,0.07911221472761619,0.37573120948024186,0.05276081079208134,0.22974832795045502,0.17524748170821536,0.0453009107557967,0.04209904458559344
2007-07-27,0.06721033029335215,0.29343220992599356,0.044601005784744935,0.20722539916362137,0.14733572905106934,0.04019532578121865,0.19999999999999996
2007-08-03,0.06721033029335215,0.29343220992599356,0.044601005784744935,0.20722539916362137,0.14733572905106934,0.04019532578121865,0.19999999999999996
2007-08-10,0.06721033029335215,0.29343220992599356,0.044601005784744935,0.20722539916362137,0.14733572905106934,0.04019532578121865,0.19999999999999996
2007-08-17,0.06721033029335215,0.29343220992599356,0.044601005784744935,0.20722539916362137,0.14733572905106934,0.04019532578121865,0.19999999999999996
2007-08-24,0.06721033029335215,0.29343220992599356,0.044601005784744935,0.20722539916362137,0.14733572905106934,0.04019532578121865,0.19999999999999996
2007-08-31,0.033000376070919664,0.13348094201842461,0.021858211984526605,0.11597697715288294,0.07544160790937392,0.02024188486387232,0.5999999999999999
2007-09-07,0.033000376070919664,0.13348094201842461,0.021858211984526605,0.11597697715288294,0.07544160790937392,0.02024188486387232,0.5999999999999999
2007-09-14,0.033000376070919664,0.13348094201842461,0.021858211984526605,0.11597697715288294,0.07544160790937392,0.02024188486387232,0.5999999999999999
2007-09-21,0.033000376070919664,0.13348094201842461,0.021858211984526605,0.11597697715288294,0.07544160790937392,0.02024188486387232,0.5999999999999999
2007-09-28,0.0796661596011577,0.21516205134479388,0.06544789299357887,0.3534182635586261,0.19915979150387939,0.058188888240981444,0.028956952756982512
2007-10-05,0.0796661596011577,0.21516205134479388,0.06544789299357887,0.3534182635586261,0.19915979150387939,0.058188888240981444,0.028956952756982512
2007-10-12,0.0796661596011577,0.21516205134479388,0.06544789299357887,0.3534182635586261,0.19915979150387939,0.058188888240981444,0.028956952756982512
2007-10-19,0.0796661596011577,0.21516205134479388,0.06544789299357887,0.3534182635586261,0.19915979150387939,0.058188888240981444,0.028956952756982512
2007-10-26,0.0315375546349573,0.07466479079819276,0.025592540847480395,0.1593497663104556,0.0853734788309832,0.02348186857793074,0.6000000000000001
2007-11-02,0.0315375546349573,0.07466479079819276,0.025592540847480395,0.1593497663104556,0.0853734788309832,0.02348186857793074,0.6000000000000001
2007-11-09,0.0315375546349573,0.07466479079819276,0.025592540847480395,0.1593497663104556,0.0853734788309832,0.02348186857793074,0.6000000000000001
2007-11-16,0.0315375546349573,0.07466479079819276,0.025592540847480395,0.1593497663104556,0.0853734788309832,0.02348186857793074,0.6000000000000001
2007-11-23,0.0315375546349573,0.07466479079819276,0.025592540847480395,0.1593497663104556,0.0853734788309832,0.02348186857793074,0.6000000000000001
2007-11-30,0.030856551016311906,0.06565145860765152,0.024706452837499827,0.16760985978627335,0.08791337387812528,0.023262303874138107,0.6000000000000001
2007-12-07,0.030856551016311906,0.06565145860765152,0.024706452837499827,0.16760985978627335,0.08791337387812528,0.023262303874138107,0.6000000000000001
2007-12-14,0.030856551016311906,0.06565145860765152,0.024706452837499827,0.16760985978627335,0.08791337387812528,0.023262303874138107,0.6000000000000001
2007-12-21,0.030856551016311906,0.06565145860765152,0.024706452837499827,0.16760985978627335,0.08791337387812528,0.023262303874138107,0.6000000000000001
2007-12-28,0.061993628186364225,0.12199970067899844,0.04987792479228642,0.3451318317435281,0.17322829936537673,0.047768615233446186,0.19999999999999984
2008-01-04,0.061993628186364225,0.12199970067899844,0.04987792479228642,0.3451318317435281,0.17322829936537673,0.047768615233446186,0.19999999999999984
2008-01-11,0.061993628186364225,0.12199970067899844,0.04987792479228642,0.3451318317435281,0.17322829936537673,0.047768615233446186,0.19999999999999984
2008-01-18,0.061993628186364225,0.12199970067899844,0.04987792479228642,0.3451318317435281,0.17322829936537673,0.047768615233446186,0.19999999999999984
2008-01-25,0.03014175013103315,0.05684443321629917,0.02462653172532534,0.17553954952305842,0.08896990791337922,0.023877827490904738,0.6
2008-02-01,0.03014175013103315,0.05684443321629917,0.02462653172532534,0.17553954952305842,0.08896990791337922,0.023877827490904738,0.6
2008-02-08,0.03014175013103315,0.05684443321629917,0.02462653172532534,0.17553954952305842,0.08896990791337922,0.023877827490904738,0.6
2008-02-15,0.03014175013103315,0.05684443321629917,0.02462653172532534,0.17553954952305842,0.08896990791337922,0.023877827490904738,0.6
2008-02-22,0.03014175013103315,0.05684443321629917,0.02462653172532534,0.17553954952305842,0.08896990791337922,0.023877827490904738,0.6
2008-02-29,0.029476746303848,0.05417525100863707,0.024577825485187693,0.17732372971383503,0.09044799333861779,0.02399845414987445,0.5999999999999999
2008-03-07,0.029476746303848,0.05417525100863707,0.024577825485187693,0.17732372971383503,0.09044799333861779,0.02399845414987445,0.5999999999999999
2008-03-14,0.029476746303848,0.05417525100863707,0.024577825485187693,0.17732372971383503,0.09044799333861779,0.02399845414987445,0.5999999999999999
2008-03-21,0.029476746303848,0.05417525100863707,0.024577825485187693,0.17732372971383503,0.09044799333861779,0.02399845414987445,0.5999999999999999
2008-03-28,0.029170809153403227,0.05279992154031013,0.02434176079599822,0.17839423782830105,0.0914194513448576,0.02387381933712984,0.6
2008-04-04,0.029170809153403227,0.05279992154031013,0.02434176079599822,0.17839423782830105,0.0914194513448576,0.02387381933712984,0.6
2008-04-11,0.029170809153403227,0.05279992154031013,0.02434176079599822,0.17839423782830105,0.0914194513448576,0.02387381933712984,0.6
2008-04-18,0.029170809153403227,0.05279992154031013,0.02434176079599822,0.17839423782830105,0.0914194513448576,0.02387381933712984,0.6
2008-04-25,0.02909251504192817,0.05190796806439597,0.02431937316062786,0.17903654269698063,0.09172265015327252,0.023920950882794906,0.6
2008-05-02,0.02909251504192817,0.05190796806439597,0.02431937316062786,0.17903654269698063,0.09172265015327252,0.023920950882794906,0.6
2008-05-09,0.02909251504192817,0.05190796806439597,0.02431937316062786,0.17903654269698063,0.09172265015327252,0.023920950882794906,0.6
2008-05-16,0.02909251504192817,0.05190796806439597,0.02431937316062786,0.17903654269698063,0.09172265015327252,0.023920950882794906,0.6
2008-05-23,0.02909251504192817,0.05190796806439597,0.02431937316062786,0.17903654269698063,0.09172265015327252,0.023920950882794906,0.6
2008-05-30,0.05950043265706502,0.10511686095304185,0.04978723950523812,0.35884385123637674,0.17775991333455254,0.04899170231372585,0.19999999999999984
2008-06-06,0.05950043265706502,0.10511686095304185,0.04978723950523812,0.35884385123637674,0.17775991333455254,0.04899170231372585,0.19999999999999984
2008-06-13,0.05950043265706502,0.10511686095304185,0.04978723950523812,0.35884385123637674,0.17775991333455254,0.04899170231372585,0.19999999999999984
2008-06-20,0.05950043265706502,0.10511686095304185,0.04978723950523812,0.35884385123637674,0.17775991333455254,0.04899170231372585,0.19999999999999984
2008-06-27,0.06017887787320908,0.10536755885914864,0.050678210611174036,0.359306310741826,0.17458976963981632,0.04987927227482594,0.19999999999999996
2008-07-04,0.06017887787320908,0.10536755885914864,0.050678210611174036,0.359306310741826,0.17458976963981632,0.04987927227482594,0.19999999999999996
2008-07-11,0.06017887787320908,0.10536755885914864,0.050678210611174036,0.359306310741826,0.17458976963981632,0.04987927227482594,0.19999999999999996
2008-07-18,0.06017887787320908,0.10536755885914864,0.050678210611174036,0.359306310741826,0.17458976963981632,0.04987927227482594,0.19999999999999996
2008-07-25,0.08293806772989494,0.10623326967736407,0.05208656511732941,0.3595837864450956,0.14779616462346545,0.051362146406850585,0.20000000000000007
2008-08-01,0.08293806772989494,0.10623326967736407,0.05208656511732941,0.3595837864450956,0.14779616462346545,0.051362146406850585,0.20000000000000007
2008-08-08,0.08293806772989494,0.10623326967736407,0.05208656511732941,0.3595837864450956,0.14779616462346545,0.051362146406850585,0.20000000000000007
2008-08-15,0.08293806772989494,0.10623326967736407,0.05208656511732941,0.3595837864450956,0.14779616462346545,0.051362146406850585,0.20000000000000007
2008-08-22,0.08293806772989494,0.10623326967736407,0.05208656511732941,0.3595837864450956,0.14779616462346545,0.051362146406850585,0.20000000000000007
2008-08-29,0.1006617918337305,0.10949729717759867,0.05446118952661793,0.3597502718670573,0.1219229418274024,0.05370650776759322,0.19999999999999996
2008-09-05,0.1006617918337305,0.10949729717759867,0.05446118952661793,0.3597502718670573,0.1219229418274024,0.05370650776759322,0.19999999999999996
2008-09-12,0.1006617918337305,0.10949729717759867,0.05446118952661793,0.3597502718670573,0.1219229418274024,0.05370650776759322,0.19999999999999996
2008-09-19,0.1006617918337305,0.10949729717759867,0.05446118952661793,0.3597502718670573,0.1219229418274024,0.05370650776759322,0.19999999999999996
2008-09-26,0.05523532371874584,0.055046672163526836,0.028090726735515017,0.17992508156011722,0.05495546204275662,0.026746733779338505,0.6
2008-10-03,0.05523532371874584,0.055046672163526836,0.028090726735515017,0.17992508156011722,0.05495546204275662,0.026746733779338505,0.6
2008-10-10,0.05523532371874584,0.055046672163526836,0.028090726735515017,0.17992508156011722,0.05495546204275662,0.026746733779338505,0.6
2008-10-17,0.05523532371874584,0.055046672163526836,0.028090726735515017,0.17992508156011722,0.05495546204275662,0.026746733779338505,0.6
2008-10-24,0.05523532371874584,0.055046672163526836,0.028090726735515017,0.17992508156011722,0.05495546204275662,0.026746733779338505,0.6
2008-10-31,0.06097475247948965,0.05456578464568465,0.030138474980313325,0.17995504893607034,0.04825730124930587,0.02610863770913623,0.5999999999999999
2008-11-07,0.06097475247948965,0.05456578464568465,0.030138474980313325,0.17995504893607034,0.04825730124930587,0.02610863770913623,0.5999999999999999
2008-11-14,0.06097475247948965,0.05456578464568465,0.030138474980313325,0.17995504893607034,0.04825730124930587,0.02610863770913623,0.5999999999999999
2008-11-21,0.06097475247948965,0.05456578464568465,0.030138474980313325,0.17995504893607034,0.04825730124930587,0.02610863770913623,0.5999999999999999
2008-11-28,0.06635003211586608,0.05432311887388674,0.031246658772770525,0.17997302936164217,0.04347751552573462,0.02462964535009986,0.6000000000000001
2008-12-05,0.06635003211586608,0.05432311887388674,0.031246658772770525,0.17997302936164217,0.04347751552573462,0.02462964535009986,0.6000000000000001
2008-12-12,0.06635003211586608,0.05432311887388674,0.031246658772770525,0.17997302936164217,0.04347751552573462,0.02462964535009986,0.6000000000000001
2008-12-19,0.06635003211586608,0.05432311887388674,0.031246658772770525,0.17997302936164217,0.04347751552573462,0.02462964535009986,0.6000000000000001
2008-12-26,0.0522905900038094,0.05898543994523467,0.029261935723153235,0.1799838176169853,0.04403375938549692,0.03544445732532047,0.6000000000000001
2009-01-02,0.0522905900038094,0.05898543994523467,0.029261935723153235,0.1799838176169853,0.04403375938549692,0.03544445732532047,0.6000000000000001
2009-01-09,0.0522905900038094,0.05898543994523467,0.029261935723153235,0.1799838176169853,0.04403375938549692,0.03544445732532047,0.6000000000000001
2009-01-16,0.0522905900038094,0.05898543994523467,0.029261935723153235,0.1799838176169853,0.04403375938549692,0.03544445732532047,0.6000000000000001
2009-01-23,0.0522905900038094,0.05898543994523467,0.029261935723153235,0.1799838176169853,0.04403375938549692,0.03544445732532047,0.6000000000000001
2009-01-30,0.04388358839029545,0.06131142166189862,0.02844018618593963,0.17999029057019122,0.04350635008364313,0.042868163108032015,0.6
2009-02-06,0.04388358839029545,0.06131142166189862,0.02844018618593963,0.17999029057019122,0.04350635008364313,0.042868163108032015,0.6
2009-02-13,0.04388358839029545,0.06131142166189862,0.02844018618593963,0.17999029057019122,0.04350635008364313,0.042868163108032015,0.6
2009-02-20,0.04388358839029545,0.06131142166189862,0.02844018618593963,0.17999029057019122,0.04350635008364313,0.042868163108032015,0.6
2009-02-27,0.03938471868198526,0.062337018204676124,0.028198337625667133,0.17999417434211473,0.04284245145627513,0.04724329968928167,0.6
2009-03-06,0.03938471868198526,0.062337018204676124,0.028198337625667133,0.17999417434211473,0.04284245145627513,0.04724329968928167,0.6
2009-03-13,0.03938471868198526,0.062337018204676124,0.028198337625667133,0.17999417434211473,0.04284245145627513,0.04724329968928167,0.6
2009-03-20,0.03938471868198526,0.062337018204676124,0.028198337625667133,0.17999417434211473,0.04284245145627513,0.04724329968928167,0.6
2009-03-27,0.03691519520016458,0.06261175309741843,0.028234978304842846,0.17999650460526884,0.042278397114259576,0.04996317167804578,0.6
2009-04-03,0.03691519520016458,0.06261175309741843,0.028234978304842846,0.17999650460526884,0.042278397114259576,0.04996317167804578,0.6
2009-04-10,0.03691519520016458,0.06261175309741843,0.028234978304842846,0.17999650460526884,0.042278397114259576,0.04996317167804578,0.6
2009-04-17,0.03691519520016458,0.06261175309741843,0.028234978304842846,0.17999650460526884,0.042278397114259576,0.04996317167804578,0.6
2009-04-24,0.11053946412931762,0.11156617331001593,0.06279856733067712,0.3599958055263226,0.07517709767700548,0.07992289202666134,0.19999999999999984
2009-05-01,0.11053946412931762,0.11156617331001593,0.06279856733067712,0.3599958055263226,0.07517709767700548,0.07992289202666134,0.19999999999999984
2009-05-08,0.11053946412931762,0.11156617331001593,0.06279856733067712,0.3599958055263226,0.07517709767700548,0.07992289202666134,0.19999999999999984
2009-05-15,0.11053946412931762,0.11156617331001593,0.06279856733067712,0.3599958055263226,0.07517709767700548,0.07992289202666134,0.19999999999999984
2009-05-22,0.11053946412931762,0.11156617331001593,0.06279856733067712,0.3599958055263226,0.07517709767700548,0.07992289202666134,0.19999999999999984
2009-05-29,0.1084675049149543,0.11100460810923436,0.06437218115655016,0.3599974833157935,0.0656913177380478,0.09046690476541992,0.19999999999999984
2009-06-05,0.1084675049149543,0.11100460810923436,0.06437218115655016,0.3599974833157935,0.0656913177380478,0.09046690476541992,0.19999999999999984
2009-06-12,0.1084675049149543,0.11100460810923436,0.06437218115655016,0.3599974833157935,0.0656913177380478,0.09046690476541992,0.19999999999999984
2009-06-19,0.1084675049149543,0.11100460810923436,0.06437218115655016,0.3599974833157935,0.0656913177380478,0.09046690476541992,0.19999999999999984
2009-06-26,0.13170317825146985,0.12594332503774414,0.0909548136426385,0.4277384611146881,0.060952949501500625,0.13266989741781532,0.030037375034143388
2009-07-03,0.13170317825146985,0.12594332503774414,0.0909548136426385,0.4277384611146881,0.060952949501500625,0.13266989741781532,0.030037375034143388
2009-07-10,0.13170317825146985,0.12594332503774414,0.0909548136426385,0.4277384611146881,0.060952949501500625,0.13266989741781532,0.030037375034143388
2009-07-17,0.13170317825146985,0.12594332503774414,0.0909548136426385,0.4277384611146881,0.060952949501500625,0.13266989741781532,0.030037375034143388
2009-07-24,0.13170317825146985,0.12594332503774414,0.0909548136426385,0.4277384611146881,0.060952949501500625,0.13266989741781532,0.030037375034143388
2009-07-31,0.12738694504147116,0.1310288058828107,0.0966429407578467,0.40726883472246383,0.060877671345445,0.14676170218180892,0.03003310006815374
2009-08-07,0.12738694504147116,0.1310288058828107,0.0966429407578467,0.40726883472246383,0.060877671345445,0.14676170218180892,0.03003310006815374
2009-08-14,0.12738694504147116,0.1310288058828107,0.0966429407578467,0.40726883472246383,0.060877671345445,0.14676170218180892,0.03003310006815374
