weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,average_growth_allocation,annual_total_turnover,cap_event_weeks,scenario,variant,cap_multiple,cap_name,cost_bps,window,control_cagr,control_sharpe,control_max_drawdown,control_peak_stock_weight,cagr_change_vs_control,peak_stock_weight_change_vs_control
105,2024-08-09,2026-08-07,0.5596389758426052,1.4533536784179453,1.8024956828077678,-0.2124155109841953,0.2672367363311665,0.15593417350124608,0.2628571428571428,2.3193962253088216,0,base,confidence_10_40,2.0,cap_2.00x,50,trailing_2y,0.57168165244658,1.945514531533653,-0.18965616583969414,0.07063480131186266,-0.012042676603974733,0.08529937218938342
53,2025-08-08,2026-08-07,0.9256883394196243,0.9501086484557191,2.4351875343660327,-0.1349368319752834,0.28720716912733396,0.15593417350124608,0.3773584905660376,1.397245262214236,0,base,confidence_10_40,2.0,cap_2.00x,50,trailing_1y,0.8104445295791014,2.3746706127846626,-0.12398856919038814,0.07063480131186266,0.11524380984052285,0.08529937218938342
32,2026-01-02,2026-08-07,0.887305871445268,0.4782541338688533,2.1504749003399954,-0.1349368319752834,0.3199140765582267,0.15593417350124608,0.4,1.2340060146982486,0,base,confidence_10_40,2.0,cap_2.00x,50,ytd,0.69424607140974,1.9535483306867933,-0.12398856919038848,0.07063480131186266,0.19305980003552792,0.08529937218938342
188,2023-01-06,2026-08-07,0.38656473005648584,2.25962943267029,1.5400296564620977,-0.21241551098419498,0.22995355626278552,0.15593417350124608,0.19574468085106378,1.8020215059551559,0,base,confidence_10_40,,uncapped,50,full_recent,0.40126852917744404,1.6714991921961102,-0.18965616583969436,0.07063480131186266,-0.014703799120958205,0.08529937218938342
157,2023-08-11,2026-08-07,0.38788064492442276,1.690257795092827,1.47979662026722,-0.2124155109841952,0.24182157491712059,0.15593417350124608,0.21464968152866234,2.0702940739194577,0,base,confidence_10_40,,uncapped,50,since_incumbent_holdout_start,0.4151816004918538,1.6534361544483416,-0.18965616583969436,0.07063480131186266,-0.027300955567431062,0.08529937218938342
105,2024-08-09,2026-08-07,0.5596389758426052,1.4533536784179453,1.8024956828077678,-0.2124155109841953,0.2672367363311665,0.15593417350124608,0.2628571428571428,2.3193962253088216,0,base,confidence_10_40,,uncapped,50,trailing_2y,0.57168165244658,1.945514531533653,-0.18965616583969414,0.07063480131186266,-0.012042676603974733,0.08529937218938342
53,2025-08-08,2026-08-07,0.9256883394196243,0.9501086484557191,2.4351875343660327,-0.1349368319752834,0.28720716912733396,0.15593417350124608,0.3773584905660376,1.397245262214236,0,base,confidence_10_40,,uncapped,50,trailing_1y,0.8104445295791014,2.3746706127846626,-0.12398856919038814,0.07063480131186266,0.11524380984052285,0.08529937218938342
32,2026-01-02,2026-08-07,0.887305871445268,0.4782541338688533,2.1504749003399954,-0.1349368319752834,0.3199140765582267,0.15593417350124608,0.4,1.2340060146982486,0,base,confidence_10_40,,uncapped,50,ytd,0.69424607140974,1.9535483306867933,-0.12398856919038848,0.07063480131186266,0.19305980003552792,0.08529937218938342
188,2023-01-06,2026-08-07,0.40126852917744404,2.3863442142136244,1.6714991921961102,-0.18965616583969436,0.21636601618319862,0.07063480131186266,0.19999999999999998,0.8935856207392541,30,base,fixed_20,1.0,cap_1.00x,50,full_recent,0.40126852917744404,1.6714991921961102,-0.18965616583969436,0.07063480131186266,0.0,0.0
157,2023-08-11,2026-08-07,0.4151816004918538,1.8532298209063907,1.6534361544483416,-0.18965616583969436,0.22600278406121288,0.07063480131186266,0.19999999999999996,0.8770657283010835,25,base,fixed_20,1.0,cap_1.00x,50,since_incumbent_holdout_start,0.4151816004918538,1.6534361544483416,-0.18965616583969436,0.07063480131186266,0.0,0.0
105,2024-08-09,2026-08-07,0.57168165244658,1.4917554028825597,1.945514531533653,-0.18965616583969414,0.249144033797144,0.07063480131186266,0.2,0.811024049450527,17,base,fixed_20,1.0,cap_1.00x,50,trailing_2y,0.57168165244658,1.945514531533653,-0.18965616583969414,0.07063480131186266,0.0,0.0
53,2025-08-08,2026-08-07,0.8104445295791014,0.8312288892188644,2.3746706127846626,-0.12398856919038814,0.2658642440246525,0.07063480131186266,0.19999999999999993,0.8192741699992069,9,base,fixed_20,1.0,cap_1.00x,50,trailing_1y,0.8104445295791014,2.3746706127846626,-0.12398856919038814,0.07063480131186266,0.0,0.0
32,2026-01-02,2026-08-07,0.69424607140974,0.3832752534463726,1.9535483306867933,-0.12398856919038848,0.29228935574761095,0.07063480131186266,0.2,0.9343518729393233,6,base,fixed_20,1.0,cap_1.00x,50,ytd,0.69424607140974,1.9535483306867933,-0.12398856919038848,0.07063480131186266,0.0,0.0
