,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2005-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.1684809841192991,0.0,0.11562274436405624,0.24000000000000002,0.1611878302902214,0.11470844122642322,0.19999999999999996
2006-07-07,0.1684809841192991,0.0,0.11562274436405624,0.24000000000000002,0.1611878302902214,0.11470844122642322,0.19999999999999996
2006-07-14,0.1684809841192991,0.0,0.11562274436405624,0.24000000000000002,0.1611878302902214,0.11470844122642322,0.19999999999999996
2006-07-21,0.1684809841192991,0.0,0.11562274436405624,0.24000000000000002,0.1611878302902214,0.11470844122642322,0.19999999999999996
2006-07-28,0.12627239089636833,0.14400000000000002,0.08263943693197132,0.22387405055299836,0.14169907858052733,0.08151504303813471,0.19999999999999984
2006-08-04,0.12627239089636833,0.14400000000000002,0.08263943693197132,0.22387405055299836,0.14169907858052733,0.08151504303813471,0.19999999999999984
2006-08-11,0.12627239089636833,0.14400000000000002,0.08263943693197132,0.22387405055299836,0.14169907858052733,0.08151504303813471,0.19999999999999984
2006-08-18,0.12627239089636833,0.14400000000000002,0.08263943693197132,0.22387405055299836,0.14169907858052733,0.08151504303813471,0.19999999999999984
2006-08-25,0.10224928979772152,0.23040000000000002,0.06302449356974252,0.21296092888127466,0.12962289576292244,0.061742391988338904,0.19999999999999996
2006-09-01,0.10224928979772152,0.23040000000000002,0.06302449356974252,0.21296092888127466,0.12962289576292244,0.061742391988338904,0.19999999999999996
2006-09-08,0.10224928979772152,0.23040000000000002,0.06302449356974252,0.21296092888127466,0.12962289576292244,0.061742391988338904,0.19999999999999996
2006-09-15,0.10224928979772152,0.23040000000000002,0.06302449356974252,0.21296092888127466,0.12962289576292244,0.061742391988338904,0.19999999999999996
2006-09-22,0.10224928979772152,0.23040000000000002,0.06302449356974252,0.21296092888127466,0.12962289576292244,0.061742391988338904,0.19999999999999996
2006-09-29,0.08833044244746184,0.2822400000000001,0.05178386554220612,0.20323848973049857,0.12403869255854805,0.050368509721285426,0.19999999999999987
2006-10-06,0.08833044244746184,0.2822400000000001,0.05178386554220612,0.20323848973049857,0.12403869255854805,0.050368509721285426,0.19999999999999987
2006-10-13,0.08833044244746184,0.2822400000000001,0.05178386554220612,0.20323848973049857,0.12403869255854805,0.050368509721285426,0.19999999999999987
2006-10-20,0.08833044244746184,0.2822400000000001,0.05178386554220612,0.20323848973049857,0.12403869255854805,0.050368509721285426,0.19999999999999987
2006-10-27,0.09818075070139723,0.3764044800000001,0.05368080477347721,0.22728254081116117,0.15121864100950652,0.051093588995194616,0.04213919370926322
2006-11-03,0.09818075070139723,0.3764044800000001,0.05368080477347721,0.22728254081116117,0.15121864100950652,0.051093588995194616,0.04213919370926322
2006-11-10,0.09818075070139723,0.3764044800000001,0.05368080477347721,0.22728254081116117,0.15121864100950652,0.051093588995194616,0.04213919370926322
2006-11-17,0.09818075070139723,0.3764044800000001,0.05368080477347721,0.22728254081116117,0.15121864100950652,0.051093588995194616,0.04213919370926322
2006-11-24,0.07747983636224601,0.45000000000000007,0.039908857230898806,0.24923445758350754,0.14733537808521072,0.036041470738136905,0.0
2006-12-01,0.07747983636224601,0.45000000000000007,0.039908857230898806,0.24923445758350754,0.14733537808521072,0.036041470738136905,0.0
2006-12-08,0.07747983636224601,0.45000000000000007,0.039908857230898806,0.24923445758350754,0.14733537808521072,0.036041470738136905,0.0
2006-12-15,0.07747983636224601,0.45000000000000007,0.039908857230898806,0.24923445758350754,0.14733537808521072,0.036041470738136905,0.0
2006-12-22,0.07747983636224601,0.45000000000000007,0.039908857230898806,0.24923445758350754,0.14733537808521072,0.036041470738136905,0.0
2006-12-29,0.09111751122457482,0.4145058725660895,0.049087482949409816,0.22008834113621806,0.18053164123725493,0.04466915088645291,0.0
2007-01-05,0.09111751122457482,0.4145058725660895,0.049087482949409816,0.22008834113621806,0.18053164123725493,0.04466915088645291,0.0
2007-01-12,0.09111751122457482,0.4145058725660895,0.049087482949409816,0.22008834113621806,0.18053164123725493,0.04466915088645291,0.0
2007-01-19,0.09111751122457482,0.4145058725660895,0.049087482949409816,0.22008834113621806,0.18053164123725493,0.04466915088645291,0.0
2007-01-26,0.08971745325521895,0.436924223981498,0.055072749874013824,0.20241088110997696,0.17013374784513588,0.04574094393415642,0.0
2007-02-02,0.08971745325521895,0.436924223981498,0.055072749874013824,0.20241088110997696,0.17013374784513588,0.04574094393415642,0.0
2007-02-09,0.08971745325521895,0.436924223981498,0.055072749874013824,0.20241088110997696,0.17013374784513588,0.04574094393415642,0.0
2007-02-16,0.08971745325521895,0.436924223981498,0.055072749874013824,0.20241088110997696,0.17013374784513588,0.04574094393415642,0.0
2007-02-23,0.08318211784237614,0.37287544702272196,0.04898996361092441,0.2687453676022204,0.1814776401643068,0.044729463757450426,0.0
2007-03-02,0.08318211784237614,0.37287544702272196,0.04898996361092441,0.2687453676022204,0.1814776401643068,0.044729463757450426,0.0
2007-03-09,0.08318211784237614,0.37287544702272196,0.04898996361092441,0.2687453676022204,0.1814776401643068,0.044729463757450426,0.0
2007-03-16,0.08318211784237614,0.37287544702272196,0.04898996361092441,0.2687453676022204,0.1814776401643068,0.044729463757450426,0.0
2007-03-23,0.08318211784237614,0.37287544702272196,0.04898996361092441,0.2687453676022204,0.1814776401643068,0.044729463757450426,0.0
2007-03-30,0.08271896553210012,0.34920359338079665,0.04767005702421292,0.2632513889205084,0.16934805580812715,0.04543898567399371,0.042368953660261006
2007-04-06,0.08271896553210012,0.34920359338079665,0.04767005702421292,0.2632513889205084,0.16934805580812715,0.04543898567399371,0.042368953660261006
2007-04-13,0.08271896553210012,0.34920359338079665,0.04767005702421292,0.2632513889205084,0.16934805580812715,0.04543898567399371,0.042368953660261006
2007-04-20,0.08271896553210012,0.34920359338079665,0.04767005702421292,0.2632513889205084,0.16934805580812715,0.04543898567399371,0.042368953660261006
2007-04-27,0.07711315628956171,0.35254718865034335,0.048293193852855805,0.25844992414095214,0.17690853870719672,0.044368664282944704,0.042319334076145604
2007-05-04,0.07711315628956171,0.35254718865034335,0.048293193852855805,0.25844992414095214,0.17690853870719672,0.044368664282944704,0.042319334076145604
2007-05-11,0.07711315628956171,0.35254718865034335,0.048293193852855805,0.25844992414095214,0.17690853870719672,0.044368664282944704,0.042319334076145604
2007-05-18,0.07711315628956171,0.35254718865034335,0.048293193852855805,0.25844992414095214,0.17690853870719672,0.044368664282944704,0.042319334076145604
2007-05-25,0.07932164274556502,0.3698339098386167,0.051721579930219516,0.23938283491462653,0.17202840226148453,0.04552916994904141,0.0421824603604463
2007-06-01,0.07932164274556502,0.3698339098386167,0.051721579930219516,0.23938283491462653,0.17202840226148453,0.04552916994904141,0.0421824603604463
2007-06-08,0.07932164274556502,0.3698339098386167,0.051721579930219516,0.23938283491462653,0.17202840226148453,0.04552916994904141,0.0421824603604463
2007-06-15,0.07932164274556502,0.3698339098386167,0.051721579930219516,0.23938283491462653,0.17202840226148453,0.04552916994904141,0.0421824603604463
2007-06-22,0.07932164274556502,0.3698339098386167,0.051721579930219516,0.23938283491462653,0.17202840226148453,0.04552916994904141,0.0421824603604463
2007-06-29,0.07911221472761612,0.3757312094802419,0.05276081079208132,0.22974832795045505,0.17524748170821536,0.04530091075579671,0.042099044585593416
2007-07-06,0.07911221472761612,0.3757312094802419,0.05276081079208132,0.22974832795045505,0.17524748170821536,0.04530091075579671,0.042099044585593416
2007-07-13,0.07911221472761612,0.3757312094802419,0.05276081079208132,0.22974832795045505,0.17524748170821536,0.04530091075579671,0.042099044585593416
2007-07-20,0.07911221472761612,0.3757312094802419,0.05276081079208132,0.22974832795045505,0.17524748170821536,0.04530091075579671,0.042099044585593416
2007-07-27,0.06721033029335213,0.2934322099259936,0.04460100578474492,0.20722539916362137,0.14733572905106934,0.04019532578121862,0.19999999999999998
2007-08-03,0.06721033029335213,0.2934322099259936,0.04460100578474492,0.20722539916362137,0.14733572905106934,0.04019532578121862,0.19999999999999998
2007-08-10,0.06721033029335213,0.2934322099259936,0.04460100578474492,0.20722539916362137,0.14733572905106934,0.04019532578121862,0.19999999999999998
2007-08-17,0.06721033029335213,0.2934322099259936,0.04460100578474492,0.20722539916362137,0.14733572905106934,0.04019532578121862,0.19999999999999998
2007-08-24,0.06721033029335213,0.2934322099259936,0.04460100578474492,0.20722539916362137,0.14733572905106934,0.04019532578121862,0.19999999999999998
2007-08-31,0.03300037607091961,0.13348094201842461,0.021858211984526605,0.11597697715288292,0.07544160790937392,0.020241884863872302,0.6
2007-09-07,0.03300037607091961,0.13348094201842461,0.021858211984526605,0.11597697715288292,0.07544160790937392,0.020241884863872302,0.6
2007-09-14,0.03300037607091961,0.13348094201842461,0.021858211984526605,0.11597697715288292,0.07544160790937392,0.020241884863872302,0.6
2007-09-21,0.03300037607091961,0.13348094201842461,0.021858211984526605,0.11597697715288292,0.07544160790937392,0.020241884863872302,0.6
2007-09-28,0.07966615960115772,0.21516205134479385,0.06544789299357882,0.3534182635586262,0.19915979150387936,0.058188888240981416,0.02895695275698251
2007-10-05,0.07966615960115772,0.21516205134479385,0.06544789299357882,0.3534182635586262,0.19915979150387936,0.058188888240981416,0.02895695275698251
2007-10-12,0.07966615960115772,0.21516205134479385,0.06544789299357882,0.3534182635586262,0.19915979150387936,0.058188888240981416,0.02895695275698251
2007-10-19,0.07966615960115772,0.21516205134479385,0.06544789299357882,0.3534182635586262,0.19915979150387936,0.058188888240981416,0.02895695275698251
2007-10-26,0.0315375546349573,0.0746647907981927,0.0255925408474803,0.1593497663104556,0.0853734788309832,0.0234818685779307,0.6000000000000001
2007-11-02,0.0315375546349573,0.0746647907981927,0.0255925408474803,0.1593497663104556,0.0853734788309832,0.0234818685779307,0.6000000000000001
2007-11-09,0.0315375546349573,0.0746647907981927,0.0255925408474803,0.1593497663104556,0.0853734788309832,0.0234818685779307,0.6000000000000001
2007-11-16,0.0315375546349573,0.0746647907981927,0.0255925408474803,0.1593497663104556,0.0853734788309832,0.0234818685779307,0.6000000000000001
2007-11-23,0.0315375546349573,0.0746647907981927,0.0255925408474803,0.1593497663104556,0.0853734788309832,0.0234818685779307,0.6000000000000001
2007-11-30,0.030856551016311906,0.06565145860765151,0.0247064528374998,0.1676098597862733,0.08791337387812519,0.0232623038741381,0.6000000000000002
2007-12-07,0.030856551016311906,0.06565145860765151,0.0247064528374998,0.1676098597862733,0.08791337387812519,0.0232623038741381,0.6000000000000002
2007-12-14,0.030856551016311906,0.06565145860765151,0.0247064528374998,0.1676098597862733,0.08791337387812519,0.0232623038741381,0.6000000000000002
2007-12-21,0.030856551016311906,0.06565145860765151,0.0247064528374998,0.1676098597862733,0.08791337387812519,0.0232623038741381,0.6000000000000002
2007-12-28,0.061993628186364225,0.12199970067899847,0.04987792479228643,0.3451318317435282,0.17322829936537676,0.047768615233446124,0.19999999999999984
2008-01-04,0.061993628186364225,0.12199970067899847,0.04987792479228643,0.3451318317435282,0.17322829936537676,0.047768615233446124,0.19999999999999984
2008-01-11,0.061993628186364225,0.12199970067899847,0.04987792479228643,0.3451318317435282,0.17322829936537676,0.047768615233446124,0.19999999999999984
2008-01-18,0.061993628186364225,0.12199970067899847,0.04987792479228643,0.3451318317435282,0.17322829936537676,0.047768615233446124,0.19999999999999984
2008-01-25,0.030141750131033103,0.05684443321629912,0.024626531725325307,0.17553954952305842,0.08896990791337923,0.023877827490904707,0.6000000000000001
2008-02-01,0.030141750131033103,0.05684443321629912,0.024626531725325307,0.17553954952305842,0.08896990791337923,0.023877827490904707,0.6000000000000001
2008-02-08,0.030141750131033103,0.05684443321629912,0.024626531725325307,0.17553954952305842,0.08896990791337923,0.023877827490904707,0.6000000000000001
2008-02-15,0.030141750131033103,0.05684443321629912,0.024626531725325307,0.17553954952305842,0.08896990791337923,0.023877827490904707,0.6000000000000001
2008-02-22,0.030141750131033103,0.05684443321629912,0.024626531725325307,0.17553954952305842,0.08896990791337923,0.023877827490904707,0.6000000000000001
2008-02-29,0.029476746303848014,0.05417525100863703,0.024577825485187613,0.1773237297138351,0.09044799333861774,0.023998454149874407,0.6000000000000001
2008-03-07,0.029476746303848014,0.05417525100863703,0.024577825485187613,0.1773237297138351,0.09044799333861774,0.023998454149874407,0.6000000000000001
2008-03-14,0.029476746303848014,0.05417525100863703,0.024577825485187613,0.1773237297138351,0.09044799333861774,0.023998454149874407,0.6000000000000001
2008-03-21,0.029476746303848014,0.05417525100863703,0.024577825485187613,0.1773237297138351,0.09044799333861774,0.023998454149874407,0.6000000000000001
2008-03-28,0.029170809153403206,0.052799921540310116,0.024341760795998205,0.178394237828301,0.09141945134485761,0.023873819337129808,0.6000000000000001
2008-04-04,0.029170809153403206,0.052799921540310116,0.024341760795998205,0.178394237828301,0.09141945134485761,0.023873819337129808,0.6000000000000001
2008-04-11,0.029170809153403206,0.052799921540310116,0.024341760795998205,0.178394237828301,0.09141945134485761,0.023873819337129808,0.6000000000000001
2008-04-18,0.029170809153403206,0.052799921540310116,0.024341760795998205,0.178394237828301,0.09141945134485761,0.023873819337129808,0.6000000000000001
2008-04-25,0.029092515041928106,0.05190796806439591,0.024319373160627808,0.17903654269698063,0.09172265015327251,0.023920950882794906,0.6000000000000001
2008-05-02,0.029092515041928106,0.05190796806439591,0.024319373160627808,0.17903654269698063,0.09172265015327251,0.023920950882794906,0.6000000000000001
2008-05-09,0.029092515041928106,0.05190796806439591,0.024319373160627808,0.17903654269698063,0.09172265015327251,0.023920950882794906,0.6000000000000001
2008-05-16,0.029092515041928106,0.05190796806439591,0.024319373160627808,0.17903654269698063,0.09172265015327251,0.023920950882794906,0.6000000000000001
2008-05-23,0.029092515041928106,0.05190796806439591,0.024319373160627808,0.17903654269698063,0.09172265015327251,0.023920950882794906,0.6000000000000001
2008-05-30,0.05950043265706503,0.10511686095304185,0.04978723950523811,0.35884385123637685,0.17775991333455257,0.04899170231372582,0.19999999999999987
2008-06-06,0.05950043265706503,0.10511686095304185,0.04978723950523811,0.35884385123637685,0.17775991333455257,0.04899170231372582,0.19999999999999987
2008-06-13,0.05950043265706503,0.10511686095304185,0.04978723950523811,0.35884385123637685,0.17775991333455257,0.04899170231372582,0.19999999999999987
2008-06-20,0.05950043265706503,0.10511686095304185,0.04978723950523811,0.35884385123637685,0.17775991333455257,0.04899170231372582,0.19999999999999987
2008-06-27,0.06017887787320901,0.10536755885914861,0.050678210611174015,0.35930631074182606,0.17458976963981632,0.049879272274825914,0.19999999999999996
2008-07-04,0.06017887787320901,0.10536755885914861,0.050678210611174015,0.35930631074182606,0.17458976963981632,0.049879272274825914,0.19999999999999996
2008-07-11,0.06017887787320901,0.10536755885914861,0.050678210611174015,0.35930631074182606,0.17458976963981632,0.049879272274825914,0.19999999999999996
2008-07-18,0.06017887787320901,0.10536755885914861,0.050678210611174015,0.35930631074182606,0.17458976963981632,0.049879272274825914,0.19999999999999996
2008-07-25,0.08293806772989491,0.10623326967736402,0.05208656511732941,0.35958378644509564,0.14779616462346543,0.05136214640685052,0.20000000000000007
2008-08-01,0.08293806772989491,0.10623326967736402,0.05208656511732941,0.35958378644509564,0.14779616462346543,0.05136214640685052,0.20000000000000007
2008-08-08,0.08293806772989491,0.10623326967736402,0.05208656511732941,0.35958378644509564,0.14779616462346543,0.05136214640685052,0.20000000000000007
2008-08-15,0.08293806772989491,0.10623326967736402,0.05208656511732941,0.35958378644509564,0.14779616462346543,0.05136214640685052,0.20000000000000007
2008-08-22,0.08293806772989491,0.10623326967736402,0.05208656511732941,0.35958378644509564,0.14779616462346543,0.05136214640685052,0.20000000000000007
2008-08-29,0.10066179183373054,0.10949729717759861,0.054461189526617916,0.3597502718670574,0.12192294182740243,0.05370650776759321,0.19999999999999996
2008-09-05,0.10066179183373054,0.10949729717759861,0.054461189526617916,0.3597502718670574,0.12192294182740243,0.05370650776759321,0.19999999999999996
2008-09-12,0.10066179183373054,0.10949729717759861,0.054461189526617916,0.3597502718670574,0.12192294182740243,0.05370650776759321,0.19999999999999996
2008-09-19,0.10066179183373054,0.10949729717759861,0.054461189526617916,0.3597502718670574,0.12192294182740243,0.05370650776759321,0.19999999999999996
2008-09-26,0.055235323718745816,0.055046672163526815,0.028090726735515006,0.17992508156011722,0.054955462042756614,0.02674673377933851,0.6000000000000001
2008-10-03,0.055235323718745816,0.055046672163526815,0.028090726735515006,0.17992508156011722,0.054955462042756614,0.02674673377933851,0.6000000000000001
2008-10-10,0.055235323718745816,0.055046672163526815,0.028090726735515006,0.17992508156011722,0.054955462042756614,0.02674673377933851,0.6000000000000001
2008-10-17,0.055235323718745816,0.055046672163526815,0.028090726735515006,0.17992508156011722,0.054955462042756614,0.02674673377933851,0.6000000000000001
2008-10-24,0.055235323718745816,0.055046672163526815,0.028090726735515006,0.17992508156011722,0.054955462042756614,0.02674673377933851,0.6000000000000001
2008-10-31,0.060974752479489636,0.05456578464568463,0.030138474980313315,0.1799550489360704,0.048257301249305815,0.02610863770913621,0.6000000000000001
2008-11-07,0.060974752479489636,0.05456578464568463,0.030138474980313315,0.1799550489360704,0.048257301249305815,0.02610863770913621,0.6000000000000001
2008-11-14,0.060974752479489636,0.05456578464568463,0.030138474980313315,0.1799550489360704,0.048257301249305815,0.02610863770913621,0.6000000000000001
2008-11-21,0.060974752479489636,0.05456578464568463,0.030138474980313315,0.1799550489360704,0.048257301249305815,0.02610863770913621,0.6000000000000001
2008-11-28,0.06635003211586601,0.05432311887388671,0.031246658772770507,0.17997302936164214,0.04347751552573461,0.024629645350099805,0.6000000000000002
2008-12-05,0.06635003211586601,0.05432311887388671,0.031246658772770507,0.17997302936164214,0.04347751552573461,0.024629645350099805,0.6000000000000002
2008-12-12,0.06635003211586601,0.05432311887388671,0.031246658772770507,0.17997302936164214,0.04347751552573461,0.024629645350099805,0.6000000000000002
2008-12-19,0.06635003211586601,0.05432311887388671,0.031246658772770507,0.17997302936164214,0.04347751552573461,0.024629645350099805,0.6000000000000002
2008-12-26,0.0522905900038094,0.058985439945234606,0.029261935723153203,0.17998381761698531,0.044033759385496904,0.03544445732532041,0.6000000000000002
2009-01-02,0.0522905900038094,0.058985439945234606,0.029261935723153203,0.17998381761698531,0.044033759385496904,0.03544445732532041,0.6000000000000002
2009-01-09,0.0522905900038094,0.058985439945234606,0.029261935723153203,0.17998381761698531,0.044033759385496904,0.03544445732532041,0.6000000000000002
2009-01-16,0.0522905900038094,0.058985439945234606,0.029261935723153203,0.17998381761698531,0.044033759385496904,0.03544445732532041,0.6000000000000002
2009-01-23,0.0522905900038094,0.058985439945234606,0.029261935723153203,0.17998381761698531,0.044033759385496904,0.03544445732532041,0.6000000000000002
2009-01-30,0.04388358839029541,0.0613114216618986,0.028440186185939607,0.17999029057019122,0.043506350083643106,0.04286816310803201,0.6000000000000001
2009-02-06,0.04388358839029541,0.0613114216618986,0.028440186185939607,0.17999029057019122,0.043506350083643106,0.04286816310803201,0.6000000000000001
2009-02-13,0.04388358839029541,0.0613114216618986,0.028440186185939607,0.17999029057019122,0.043506350083643106,0.04286816310803201,0.6000000000000001
2009-02-20,0.04388358839029541,0.0613114216618986,0.028440186185939607,0.17999029057019122,0.043506350083643106,0.04286816310803201,0.6000000000000001
2009-02-27,0.039384718681985204,0.062337018204676124,0.028198337625667102,0.1799941743421147,0.042842451456275105,0.04724329968928161,0.6000000000000001
2009-03-06,0.039384718681985204,0.062337018204676124,0.028198337625667102,0.1799941743421147,0.042842451456275105,0.04724329968928161,0.6000000000000001
2009-03-13,0.039384718681985204,0.062337018204676124,0.028198337625667102,0.1799941743421147,0.042842451456275105,0.04724329968928161,0.6000000000000001
2009-03-20,0.039384718681985204,0.062337018204676124,0.028198337625667102,0.1799941743421147,0.042842451456275105,0.04724329968928161,0.6000000000000001
2009-03-27,0.03691519520016452,0.06261175309741843,0.02823497830484281,0.17999650460526886,0.042278397114259514,0.04996317167804572,0.6000000000000001
2009-04-03,0.03691519520016452,0.06261175309741843,0.02823497830484281,0.17999650460526886,0.042278397114259514,0.04996317167804572,0.6000000000000001
2009-04-10,0.03691519520016452,0.06261175309741843,0.02823497830484281,0.17999650460526886,0.042278397114259514,0.04996317167804572,0.6000000000000001
2009-04-17,0.03691519520016452,0.06261175309741843,0.02823497830484281,0.17999650460526886,0.042278397114259514,0.04996317167804572,0.6000000000000001
2009-04-24,0.11053946412931766,0.11156617331001596,0.06279856733067712,0.35999580552632277,0.07517709767700542,0.07992289202666134,0.19999999999999987
2009-05-01,0.11053946412931766,0.11156617331001596,0.06279856733067712,0.35999580552632277,0.07517709767700542,0.07992289202666134,0.19999999999999987
2009-05-08,0.11053946412931766,0.11156617331001596,0.06279856733067712,0.35999580552632277,0.07517709767700542,0.07992289202666134,0.19999999999999987
2009-05-15,0.11053946412931766,0.11156617331001596,0.06279856733067712,0.35999580552632277,0.07517709767700542,0.07992289202666134,0.19999999999999987
2009-05-22,0.11053946412931766,0.11156617331001596,0.06279856733067712,0.35999580552632277,0.07517709767700542,0.07992289202666134,0.19999999999999987
2009-05-29,0.10846750491495434,0.11100460810923433,0.06437218115655012,0.35999748331579356,0.06569131773804782,0.09046690476541991,0.19999999999999984
2009-06-05,0.10846750491495434,0.11100460810923433,0.06437218115655012,0.35999748331579356,0.06569131773804782,0.09046690476541991,0.19999999999999984
2009-06-12,0.10846750491495434,0.11100460810923433,0.06437218115655012,0.35999748331579356,0.06569131773804782,0.09046690476541991,0.19999999999999984
2009-06-19,0.10846750491495434,0.11100460810923433,0.06437218115655012,0.35999748331579356,0.06569131773804782,0.09046690476541991,0.19999999999999984
2009-06-26,0.13170317825146985,0.12594332503774416,0.09095481364263852,0.4277384611146882,0.060952949501500625,0.13266989741781535,0.03003737503414331
2009-07-03,0.13170317825146985,0.12594332503774416,0.09095481364263852,0.4277384611146882,0.060952949501500625,0.13266989741781535,0.03003737503414331
2009-07-10,0.13170317825146985,0.12594332503774416,0.09095481364263852,0.4277384611146882,0.060952949501500625,0.13266989741781535,0.03003737503414331
2009-07-17,0.12891910085163547,0.06945716867756513,0.07234614375867195,0.5653346416877679,0.050845454440202185,0.08306011555001418,0.03003737503414331
2009-07-24,0.13925545963539987,0.10365224106697594,0.10249724982214714,0.5207206970032169,0.032688136461558256,0.07114884097655874,0.03003737503414331
