,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_top3_strict_sector_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.12075860408878003,0.0,0.23862759848262305,0.10286380886213022,0.22635081418157585,0.12539917438489082,0.06599999999999999,0.1200000000000001
2006-07-07,0.12075860408878003,0.0,0.23862759848262305,0.10286380886213022,0.22635081418157585,0.12539917438489082,0.06599999999999999,0.1200000000000001
2006-07-14,0.12075860408878003,0.0,0.23862759848262305,0.10286380886213022,0.22635081418157585,0.12539917438489082,0.06599999999999999,0.1200000000000001
2006-07-21,0.12075860408878003,0.0,0.23862759848262305,0.10286380886213022,0.22635081418157585,0.12539917438489082,0.06599999999999999,0.1200000000000001
2006-07-28,0.09189900623524483,0.2178,0.2048002178509613,0.07518282359998406,0.1609266571351177,0.09969129517869216,0.029699999999999997,0.1200000000000001
2006-08-04,0.09189900623524483,0.2178,0.2048002178509613,0.07518282359998406,0.1609266571351177,0.09969129517869216,0.029699999999999997,0.1200000000000001
2006-08-11,0.09189900623524483,0.2178,0.2048002178509613,0.07518282359998406,0.1609266571351177,0.09969129517869216,0.029699999999999997,0.1200000000000001
2006-08-18,0.09189900623524483,0.2178,0.2048002178509613,0.07518282359998406,0.1609266571351177,0.09969129517869216,0.029699999999999997,0.1200000000000001
2006-08-25,0.0798811602950131,0.31581,0.18947478784616245,0.06461394284686102,0.1286758891907131,0.0881792198212504,0.013364999999999997,0.11999999999999988
2006-09-01,0.0798811602950131,0.31581,0.18947478784616245,0.06461394284686102,0.1286758891907131,0.0881792198212504,0.013364999999999997,0.11999999999999988
2006-09-08,0.0798811602950131,0.31581,0.18947478784616245,0.06461394284686102,0.1286758891907131,0.0881792198212504,0.013364999999999997,0.11999999999999988
2006-09-15,0.0798811602950131,0.31581,0.18947478784616245,0.06461394284686102,0.1286758891907131,0.0881792198212504,0.013364999999999997,0.11999999999999988
2006-09-22,0.0798811602950131,0.31581,0.18947478784616245,0.06461394284686102,0.1286758891907131,0.0881792198212504,0.013364999999999997,0.11999999999999988
2006-09-29,0.07669014576452891,0.3599145,0.18624933742166663,0.06210144147179042,0.10336499699729049,0.08566532834472361,0.006014249999999998,0.11999999999999988
2006-10-06,0.07669014576452891,0.3599145,0.18624933742166663,0.06210144147179042,0.10336499699729049,0.08566532834472361,0.006014249999999998,0.11999999999999988
2006-10-13,0.07669014576452891,0.3599145,0.18624933742166663,0.06210144147179042,0.10336499699729049,0.08566532834472361,0.006014249999999998,0.11999999999999988
2006-10-20,0.07669014576452891,0.3599145,0.18624933742166663,0.06210144147179042,0.10336499699729049,0.08566532834472361,0.006014249999999998,0.11999999999999988
2006-10-27,0.08817399233316961,0.35424894871134316,0.13251901857778545,0.0753238290831965,0.1078793808513085,0.10127936169319672,0.14057546875000002,0.0
2006-11-03,0.08817399233316961,0.35424894871134316,0.13251901857778545,0.0753238290831965,0.1078793808513085,0.10127936169319672,0.14057546875000002,0.0
2006-11-10,0.08817399233316961,0.35424894871134316,0.13251901857778545,0.0753238290831965,0.1078793808513085,0.10127936169319672,0.14057546875000002,0.0
2006-11-17,0.08817399233316961,0.35424894871134316,0.13251901857778545,0.0753238290831965,0.1078793808513085,0.10127936169319672,0.14057546875000002,0.0
2006-11-24,0.08161186035109917,0.4452124474355671,0.09812964880182891,0.03412295783522919,0.047671506802943624,0.04872280533583201,0.24452877343749999,0.0
2006-12-01,0.08161186035109917,0.4452124474355671,0.09812964880182891,0.03412295783522919,0.047671506802943624,0.04872280533583201,0.24452877343749999,0.0
2006-12-08,0.08161186035109917,0.4452124474355671,0.09812964880182891,0.03412295783522919,0.047671506802943624,0.04872280533583201,0.24452877343749999,0.0
2006-12-15,0.08161186035109917,0.4452124474355671,0.09812964880182891,0.03412295783522919,0.047671506802943624,0.04872280533583201,0.24452877343749999,0.0
2006-12-22,0.08161186035109917,0.4452124474355671,0.09812964880182891,0.03412295783522919,0.047671506802943624,0.04872280533583201,0.24452877343749999,0.0
2006-12-29,0.07916597524425323,0.4497606223717784,0.09510455043583034,0.03425907285481531,0.04545486078245365,0.046528479638994175,0.249726438671875,0.0
2007-01-05,0.07916597524425323,0.4497606223717784,0.09510455043583034,0.03425907285481531,0.04545486078245365,0.046528479638994175,0.249726438671875,0.0
2007-01-12,0.07916597524425323,0.4497606223717784,0.09510455043583034,0.03425907285481531,0.04545486078245365,0.046528479638994175,0.249726438671875,0.0
2007-01-19,0.07916597524425323,0.4497606223717784,0.09510455043583034,0.03425907285481531,0.04545486078245365,0.046528479638994175,0.249726438671875,0.0
2007-01-26,0.08171271242336534,0.42406887371130286,0.10379305617830599,0.03656263969256663,0.05163545297424414,0.05224094308662134,0.24998632193359374,0.0
2007-02-02,0.08171271242336534,0.42406887371130286,0.10379305617830599,0.03656263969256663,0.05163545297424414,0.05224094308662134,0.24998632193359374,0.0
2007-02-09,0.08171271242336534,0.42406887371130286,0.10379305617830599,0.03656263969256663,0.05163545297424414,0.05224094308662134,0.24998632193359374,0.0
2007-02-16,0.08171271242336534,0.42406887371130286,0.10379305617830599,0.03656263969256663,0.05163545297424414,0.05224094308662134,0.24998632193359374,0.0
2007-02-23,0.06692269250909222,0.3936638564356942,0.10410951213368526,0.026358240936667155,0.11042243419471803,0.048523947693463604,0.2499993160966797,0.0
2007-03-02,0.06692269250909222,0.3936638564356942,0.10410951213368526,0.026358240936667155,0.11042243419471803,0.048523947693463604,0.2499993160966797,0.0
2007-03-09,0.06692269250909222,0.3936638564356942,0.10410951213368526,0.026358240936667155,0.11042243419471803,0.048523947693463604,0.2499993160966797,0.0
2007-03-16,0.06692269250909222,0.3936638564356942,0.10410951213368526,0.026358240936667155,0.11042243419471803,0.048523947693463604,0.2499993160966797,0.0
2007-03-23,0.06692269250909222,0.3936638564356942,0.10410951213368526,0.026358240936667155,0.11042243419471803,0.048523947693463604,0.2499993160966797,0.0
2007-03-30,0.08247880277929161,0.3226175496262152,0.09797433621404249,0.058063274751983876,0.13355304891708092,0.05531329546788004,0.24999969224350582,0.0
2007-04-06,0.08247880277929161,0.3226175496262152,0.09797433621404249,0.058063274751983876,0.13355304891708092,0.05531329546788004,0.24999969224350582,0.0
2007-04-13,0.08247880277929161,0.3226175496262152,0.09797433621404249,0.058063274751983876,0.13355304891708092,0.05531329546788004,0.24999969224350582,0.0
2007-04-20,0.08247880277929161,0.3226175496262152,0.09797433621404249,0.058063274751983876,0.13355304891708092,0.05531329546788004,0.24999969224350582,0.0
2007-04-27,0.08961058438058948,0.29019965467237013,0.09533049938632725,0.07246179356721953,0.14392905921401536,0.05846854726990073,0.24999986150957765,0.0
2007-05-04,0.08961058438058948,0.29019965467237013,0.09533049938632725,0.07246179356721953,0.14392905921401536,0.05846854726990073,0.24999986150957765,0.0
2007-05-11,0.08961058438058948,0.29019965467237013,0.09533049938632725,0.07246179356721953,0.14392905921401536,0.05846854726990073,0.24999986150957765,0.0
2007-05-18,0.08961058438058948,0.29019965467237013,0.09533049938632725,0.07246179356721953,0.14392905921401536,0.05846854726990073,0.24999986150957765,0.0
2007-05-25,0.09310295210469735,0.2765692291048939,0.09349126144494076,0.07861519348927004,0.14906004749782642,0.05916137867906164,0.24999993767930997,0.0
2007-06-01,0.09310295210469735,0.2765692291048939,0.09349126144494076,0.07861519348927004,0.14906004749782642,0.05916137867906164,0.24999993767930997,0.0
2007-06-08,0.09310295210469735,0.2765692291048939,0.09349126144494076,0.07861519348927004,0.14906004749782642,0.05916137867906164,0.24999993767930997,0.0
2007-06-15,0.09310295210469735,0.2765692291048939,0.09349126144494076,0.07861519348927004,0.14906004749782642,0.05916137867906164,0.24999993767930997,0.0
2007-06-22,0.09310295210469735,0.2765692291048939,0.09349126144494076,0.07861519348927004,0.14906004749782642,0.05916137867906164,0.24999993767930997,0.0
2007-06-29,0.095506224798454,0.26699222712017734,0.12695993721430385,0.11184199713177577,0.20713849918486138,0.07906114259473826,0.11249997195568948,0.0
2007-07-06,0.095506224798454,0.26699222712017734,0.12695993721430385,0.11184199713177577,0.20713849918486138,0.07906114259473826,0.11249997195568948,0.0
2007-07-13,0.095506224798454,0.26699222712017734,0.12695993721430385,0.11184199713177577,0.20713849918486138,0.07906114259473826,0.11249997195568948,0.0
2007-07-20,0.095506224798454,0.26699222712017734,0.12695993721430385,0.11184199713177577,0.20713849918486138,0.07906114259473826,0.11249997195568948,0.0
2007-07-27,0.06983007175622677,0.2522041484504447,0.1471616397445588,0.06858616324445592,0.22057463394294335,0.07709335396691748,0.044549988894453024,0.11999999999999988
2007-08-03,0.06983007175622677,0.2522041484504447,0.1471616397445588,0.06858616324445592,0.22057463394294335,0.07709335396691748,0.044549988894453024,0.11999999999999988
2007-08-10,0.06983007175622677,0.2522041484504447,0.1471616397445588,0.06858616324445592,0.22057463394294335,0.07709335396691748,0.044549988894453024,0.11999999999999988
2007-08-17,0.06983007175622677,0.2522041484504447,0.1471616397445588,0.06858616324445592,0.22057463394294335,0.07709335396691748,0.044549988894453024,0.11999999999999988
2007-08-24,0.06983007175622677,0.2522041484504447,0.1471616397445588,0.06858616324445592,0.22057463394294335,0.07709335396691748,0.044549988894453024,0.11999999999999988
2007-08-31,0.028522016231026737,0.08255689851700079,0.08224500797505284,0.039475185169703025,0.11909277438189347,0.03899561999691231,0.009112497728410846,0.6000000000000001
2007-09-07,0.028522016231026737,0.08255689851700079,0.08224500797505284,0.039475185169703025,0.11909277438189347,0.03899561999691231,0.009112497728410846,0.6000000000000001
2007-09-14,0.028522016231026737,0.08255689851700079,0.08224500797505284,0.039475185169703025,0.11909277438189347,0.03899561999691231,0.009112497728410846,0.6000000000000001
2007-09-21,0.028522016231026737,0.08255689851700079,0.08224500797505284,0.039475185169703025,0.11909277438189347,0.03899561999691231,0.009112497728410846,0.6000000000000001
2007-09-28,0.07991925838667077,0.15278696041919138,0.18123017923715912,0.17211985793515605,0.29871652123734693,0.09348659626711264,0.00559507360524426,0.016145552912118832
2007-10-05,0.07991925838667077,0.15278696041919138,0.18123017923715912,0.17211985793515605,0.29871652123734693,0.09348659626711264,0.00559507360524426,0.016145552912118832
2007-10-12,0.07991925838667077,0.15278696041919138,0.18123017923715912,0.17211985793515605,0.29871652123734693,0.09348659626711264,0.00559507360524426,0.016145552912118832
2007-10-19,0.07991925838667077,0.15278696041919138,0.18123017923715912,0.17211985793515605,0.29871652123734693,0.09348659626711264,0.00559507360524426,0.016145552912118832
2007-10-26,0.027511477582413027,0.055627927937213585,0.08666731597695401,0.05705758071706532,0.13230511985688087,0.039806937438824505,0.0010236404906487232,0.5999999999999999
2007-11-02,0.027511477582413027,0.055627927937213585,0.08666731597695401,0.05705758071706532,0.13230511985688087,0.039806937438824505,0.0010236404906487232,0.5999999999999999
2007-11-09,0.027511477582413027,0.055627927937213585,0.08666731597695401,0.05705758071706532,0.13230511985688087,0.039806937438824505,0.0010236404906487232,0.5999999999999999
2007-11-16,0.027511477582413027,0.055627927937213585,0.08666731597695401,0.05705758071706532,0.13230511985688087,0.039806937438824505,0.0010236404906487232,0.5999999999999999
2007-11-23,0.027511477582413027,0.055627927937213585,0.08666731597695401,0.05705758071706532,0.13230511985688087,0.039806937438824505,0.0010236404906487232,0.5999999999999999
2007-11-30,0.025093339954472427,0.05186279619862991,0.09289547346740272,0.05166912229626779,0.1375940956389275,0.040424534223507745,0.0004606382207919253,0.6000000000000001
2007-12-07,0.025093339954472427,0.05186279619862991,0.09289547346740272,0.05166912229626779,0.1375940956389275,0.040424534223507745,0.0004606382207919253,0.6000000000000001
2007-12-14,0.025093339954472427,0.05186279619862991,0.09289547346740272,0.05166912229626779,0.1375940956389275,0.040424534223507745,0.0004606382207919253,0.6000000000000001
2007-12-21,0.025093339954472427,0.05186279619862991,0.09289547346740272,0.05166912229626779,0.1375940956389275,0.040424534223507745,0.0004606382207919253,0.6000000000000001
2007-12-28,0.054359994591382355,0.11265456476940239,0.21717763947583,0.11253770663205247,0.2973611086992754,0.08545295399347334,0.0004560318385840059,0.1200000000000001
2008-01-04,0.054359994591382355,0.11265456476940239,0.21717763947583,0.11253770663205247,0.2973611086992754,0.08545295399347334,0.0004560318385840059,0.1200000000000001
2008-01-11,0.054359994591382355,0.11265456476940239,0.21717763947583,0.11253770663205247,0.2973611086992754,0.08545295399347334,0.0004560318385840059,0.1200000000000001
2008-01-18,0.054359994591382355,0.11265456476940239,0.21717763947583,0.11253770663205247,0.2973611086992754,0.08545295399347334,0.0004560318385840059,0.1200000000000001
2008-01-25,0.02320656707791495,0.048563774313255974,0.09832251800469803,0.04933500839290132,0.1412765416834509,0.039202311288068545,9.327923971036487e-05,0.5999999999999999
2008-02-01,0.02320656707791495,0.048563774313255974,0.09832251800469803,0.04933500839290132,0.1412765416834509,0.039202311288068545,9.327923971036487e-05,0.5999999999999999
2008-02-08,0.02320656707791495,0.048563774313255974,0.09832251800469803,0.04933500839290132,0.1412765416834509,0.039202311288068545,9.327923971036487e-05,0.5999999999999999
2008-02-15,0.02320656707791495,0.048563774313255974,0.09832251800469803,0.04933500839290132,0.1412765416834509,0.039202311288068545,9.327923971036487e-05,0.5999999999999999
2008-02-22,0.02320656707791495,0.048563774313255974,0.09832251800469803,0.04933500839290132,0.1412765416834509,0.039202311288068545,9.327923971036487e-05,0.5999999999999999
2008-02-29,0.022698994351659556,0.04759514156491962,0.09852704078313711,0.0474636775122973,0.14379322539207942,0.03987994473803738,4.1975657869664185e-05,0.6
2008-03-07,0.022698994351659556,0.04759514156491962,0.09852704078313711,0.0474636775122973,0.14379322539207942,0.03987994473803738,4.1975657869664185e-05,0.6
2008-03-14,0.022698994351659556,0.04759514156491962,0.09852704078313711,0.0474636775122973,0.14379322539207942,0.03987994473803738,4.1975657869664185e-05,0.6
2008-03-21,0.022698994351659556,0.04759514156491962,0.09852704078313711,0.0474636775122973,0.14379322539207942,0.03987994473803738,4.1975657869664185e-05,0.6
2008-03-28,0.022430490344358817,0.04698809900981208,0.09773583577594909,0.0424064543862642,0.1506115395329704,0.039808691904604065,1.8889046041348876e-05,0.6
2008-04-04,0.022430490344358817,0.04698809900981208,0.09773583577594909,0.0424064543862642,0.1506115395329704,0.039808691904604065,1.8889046041348876e-05,0.6
2008-04-11,0.022430490344358817,0.04698809900981208,0.09773583577594909,0.0424064543862642,0.1506115395329704,0.039808691904604065,1.8889046041348876e-05,0.6
2008-04-18,0.022430490344358817,0.04698809900981208,0.09773583577594909,0.0424064543862642,0.1506115395329704,0.039808691904604065,1.8889046041348876e-05,0.6
2008-04-25,0.02252005443680661,0.046520398941622944,0.09751363665459951,0.039853108291952544,0.15400860229519578,0.03957569930910401,8.500070718606994e-06,0.6
2008-05-02,0.02252005443680661,0.046520398941622944,0.09751363665459951,0.039853108291952544,0.15400860229519578,0.03957569930910401,8.500070718606994e-06,0.6
2008-05-09,0.02252005443680661,0.046520398941622944,0.09751363665459951,0.039853108291952544,0.15400860229519578,0.03957569930910401,8.500070718606994e-06,0.6
2008-05-16,0.02252005443680661,0.046520398941622944,0.09751363665459951,0.039853108291952544,0.15400860229519578,0.03957569930910401,8.500070718606994e-06,0.6
2008-05-23,0.02252005443680661,0.046520398941622944,0.09751363665459951,0.039853108291952544,0.15400860229519578,0.03957569930910401,8.500070718606994e-06,0.6
2008-05-30,0.052333837737639374,0.10676631111390561,0.22429081009035212,0.08697542798920967,0.3250608130380073,0.08456438496087453,8.415070011420923e-06,0.1200000000000001
2008-06-06,0.052333837737639374,0.10676631111390561,0.22429081009035212,0.08697542798920967,0.3250608130380073,0.08456438496087453,8.415070011420923e-06,0.1200000000000001
2008-06-13,0.052333837737639374,0.10676631111390561,0.22429081009035212,0.08697542798920967,0.3250608130380073,0.08456438496087453,8.415070011420923e-06,0.1200000000000001
2008-06-20,0.052333837737639374,0.10676631111390561,0.22429081009035212,0.08697542798920967,0.3250608130380073,0.08456438496087453,8.415070011420923e-06,0.1200000000000001
2008-06-27,0.053656203266069895,0.10788070861366468,0.2276045399783818,0.08495771722459516,0.3220660208380466,0.08383102329773684,3.786781505139414e-06,0.12
2008-07-04,0.053656203266069895,0.10788070861366468,0.2276045399783818,0.08495771722459516,0.3220660208380466,0.08383102329773684,3.786781505139414e-06,0.12
2008-07-11,0.053656203266069895,0.10788070861366468,0.2276045399783818,0.08495771722459516,0.3220660208380466,0.08383102329773684,3.786781505139414e-06,0.12
2008-07-18,0.053656203266069895,0.10788070861366468,0.2276045399783818,0.08495771722459516,0.3220660208380466,0.08383102329773684,3.786781505139414e-06,0.12
2008-07-25,0.04787478342772511,0.09266562669349704,0.20166369134117124,0.07557669953341535,0.30500639377439304,0.07721125609190987,1.549137888466124e-06,0.19999999999999996
2008-08-01,0.04787478342772511,0.09266562669349704,0.20166369134117124,0.07557669953341535,0.30500639377439304,0.07721125609190987,1.549137888466124e-06,0.19999999999999996
2008-08-08,0.04787478342772511,0.09266562669349704,0.20166369134117124,0.07557669953341535,0.30500639377439304,0.07721125609190987,1.549137888466124e-06,0.19999999999999996
2008-08-15,0.04787478342772511,0.09266562669349704,0.20166369134117124,0.07557669953341535,0.30500639377439304,0.07721125609190987,1.549137888466124e-06,0.19999999999999996
2008-08-22,0.04787478342772511,0.09266562669349704,0.20166369134117124,0.07557669953341535,0.30500639377439304,0.07721125609190987,1.549137888466124e-06,0.19999999999999996
2008-08-29,0.05603476399951758,0.102240721998455,0.22957042760309793,0.07903151860668578,0.3372605841422679,0.07586121682672116,7.668232547907313e-07,0.11999999999999977
2008-09-05,0.05603476399951758,0.102240721998455,0.22957042760309793,0.07903151860668578,0.3372605841422679,0.07586121682672116,7.668232547907313e-07,0.11999999999999977
2008-09-12,0.05603476399951758,0.102240721998455,0.22957042760309793,0.07903151860668578,0.3372605841422679,0.07586121682672116,7.668232547907313e-07,0.11999999999999977
2008-09-19,0.05603476399951758,0.102240721998455,0.22957042760309793,0.07903151860668578,0.3372605841422679,0.07586121682672116,7.668232547907313e-07,0.11999999999999977
2008-09-26,0.025863530468286867,0.045179320233104864,0.10295363439464672,0.032331692615763734,0.15930446488031366,0.03436720055767301,1.56850211207195e-07,0.6
2008-10-03,0.025863530468286867,0.045179320233104864,0.10295363439464672,0.032331692615763734,0.15930446488031366,0.03436720055767301,1.56850211207195e-07,0.6
2008-10-10,0.025863530468286867,0.045179320233104864,0.10295363439464672,0.032331692615763734,0.15930446488031366,0.03436720055767301,1.56850211207195e-07,0.6
2008-10-17,0.025863530468286867,0.045179320233104864,0.10295363439464672,0.032331692615763734,0.15930446488031366,0.03436720055767301,1.56850211207195e-07,0.6
2008-10-24,0.025863530468286867,0.045179320233104864,0.10295363439464672,0.032331692615763734,0.15930446488031366,0.03436720055767301,1.56850211207195e-07,0.6
2008-10-31,0.03221945661580787,0.05044726384783288,0.11541647997820544,0.02531012856985126,0.13324940279688977,0.0433571976088178,7.058259504323775e-08,0.6
2008-11-07,0.03221945661580787,0.05044726384783288,0.11541647997820544,0.02531012856985126,0.13324940279688977,0.0433571976088178,7.058259504323775e-08,0.6
2008-11-14,0.03221945661580787,0.05044726384783288,0.11541647997820544,0.02531012856985126,0.13324940279688977,0.0433571976088178,7.058259504323775e-08,0.6
2008-11-21,0.03221945661580787,0.05044726384783288,0.11541647997820544,0.02531012856985126,0.13324940279688977,0.0433571976088178,7.058259504323775e-08,0.6
2008-11-28,0.03748897228414922,0.055740093129501345,0.12658866698230828,0.022240899052726214,0.11614452155308755,0.04179681523605967,3.1762167769456985e-08,0.5999999999999999
2008-12-05,0.03748897228414922,0.055740093129501345,0.12658866698230828,0.022240899052726214,0.11614452155308755,0.04179681523605967,3.1762167769456985e-08,0.5999999999999999
2008-12-12,0.03748897228414922,0.055740093129501345,0.12658866698230828,0.022240899052726214,0.11614452155308755,0.04179681523605967,3.1762167769456985e-08,0.5999999999999999
2008-12-19,0.03748897228414922,0.055740093129501345,0.12658866698230828,0.022240899052726214,0.11614452155308755,0.04179681523605967,3.1762167769456985e-08,0.5999999999999999
2008-12-26,0.04488977502294892,0.054663620655731174,0.127417252503035,0.022706238704516258,0.11139863617892896,0.038924462641864194,1.429297549625564e-08,0.6
2009-01-02,0.04488977502294892,0.054663620655731174,0.127417252503035,0.022706238704516258,0.11139863617892896,0.038924462641864194,1.429297549625564e-08,0.6
2009-01-09,0.04488977502294892,0.054663620655731174,0.127417252503035,0.022706238704516258,0.11139863617892896,0.038924462641864194,1.429297549625564e-08,0.6
2009-01-16,0.04488977502294892,0.054663620655731174,0.127417252503035,0.022706238704516258,0.11139863617892896,0.038924462641864194,1.429297549625564e-08,0.6
2009-01-23,0.04488977502294892,0.054663620655731174,0.127417252503035,0.022706238704516258,0.11139863617892896,0.038924462641864194,1.429297549625564e-08,0.6
2009-01-30,0.048865423148281496,0.05413662302763809,0.12843017553341635,0.02298396512565556,0.10859689266518364,0.03698691406798593,6.431838973315037e-09,0.6000000000000001
2009-02-06,0.048865423148281496,0.05413662302763809,0.12843017553341635,0.02298396512565556,0.10859689266518364,0.03698691406798593,6.431838973315037e-09,0.6000000000000001
2009-02-13,0.048865423148281496,0.05413662302763809,0.12843017553341635,0.02298396512565556,0.10859689266518364,0.03698691406798593,6.431838973315037e-09,0.6000000000000001
2009-02-20,0.048865423148281496,0.05413662302763809,0.12843017553341635,0.02298396512565556,0.10859689266518364,0.03698691406798593,6.431838973315037e-09,0.6000000000000001
2009-02-27,0.05179059190187381,0.05419163607315452,0.12710203779973903,0.0227360394262361,0.10799299540980363,0.03618669649486541,2.8943275379917664e-09,0.6
