,predicted_spread
2010-09-24,0.023611514349711118
2010-10-01,0.02075978014028143
2010-10-08,0.016945697045750108
2010-10-15,0.016866879209546097
2010-10-22,0.017250478870246024
2010-10-29,0.013174980309155775
2010-11-05,0.012926857774219815
2010-11-12,0.008718959386742029
2010-11-19,0.024408455007820073
2010-11-26,0.025407211688233983
2010-12-03,0.01663745367054996
2010-12-10,0.008995005744509446
2010-12-17,0.0083221616913854
2010-12-24,0.008592236764202716
2010-12-31,0.008702070516622633
2011-01-07,0.008217867461438969
2011-01-14,0.003232191504181324
2011-01-21,0.004528935418801171
2011-01-28,0.006462287315143138
2011-02-04,0.00803968118787206
2011-02-11,0.007978547903167007
2011-02-18,0.008418349547426547
2011-02-25,0.008079499405624043
2011-03-04,0.008512697649385614
2011-03-11,0.006177544156835399
2011-03-18,0.0075057081282058095
2011-03-25,0.008978391552709799
2011-04-01,0.009771312229978558
2011-04-08,0.01161711892506846
2011-04-15,0.01621344492350207
2011-04-22,0.013068224222373494
2011-04-29,0.013711465634957908
2011-05-06,0.013449196632393759
2011-05-13,0.015396474698151712
2011-05-20,0.014693730792841413
2011-05-27,0.013162385786773503
2011-06-03,0.013581070588647708
2011-06-10,0.011802737563502827
2011-06-17,0.01814329635205595
2011-06-24,0.022581625344896973
2011-07-01,0.01272705033484219
2011-07-08,0.008510465282459485
2011-07-15,0.009502275176949217
2011-07-22,0.010533901373113679
2011-07-29,0.010696143176125252
2011-08-05,0.018289868672776807
2011-08-12,0.015794788288539908
2011-08-19,0.01551480031790255
2011-08-26,0.016393594895698728
2011-09-02,0.013762026036646082
2011-09-09,0.01408763651587117
2011-09-16,0.017166035761496234
2011-09-23,0.014638080128375319
2011-09-30,0.0202588076498781
2011-10-07,0.018327450498601155
2011-10-14,0.018558627336193716
2011-10-21,0.01903961340749389
2011-10-28,0.0182308020500655
2011-11-04,0.01920463898753727
2011-11-11,0.019241679617748253
2011-11-18,0.02412323309248327
2011-11-25,0.021993343137236877
2011-12-02,0.015630403727402046
2011-12-09,0.01446478741969454
2011-12-16,0.02060797637489422
2011-12-23,0.013923254890353984
2011-12-30,0.01274708546287468
2012-01-06,0.013251091793209555
2012-01-13,0.011733630064860508
2012-01-20,0.012144249608095558
2012-01-27,0.012217796557877117
2012-02-03,0.008020799903396204
2012-02-10,0.008112669346987615
2012-02-17,0.010685574491982923
2012-02-24,0.010055969960209746
2012-03-02,0.009368661313392474
2012-03-09,0.009338062754345929
2012-03-16,0.009587059499395796
2012-03-23,0.009744424836456014
2012-03-30,0.009607755720261384
2012-04-06,0.009450691198021608
2012-04-13,0.010999729435684209
2012-04-20,0.00992729628899215
2012-04-27,0.011625789703735344
2012-05-04,0.011462366161044702
2012-05-11,0.012575115806143913
2012-05-18,0.014844359488245532
2012-05-25,0.012787383605315951
2012-06-01,0.013184847228718528
2012-06-08,0.01288597544524892
2012-06-15,0.011841771785359107
2012-06-22,0.011595792758184946
2012-06-29,0.014082682570403751
2012-07-06,0.013336350711491593
2012-07-13,0.012159368069644221
2012-07-20,0.01044605655242794
2012-07-27,0.012592219729195523
2012-08-03,0.013364066785259105
2012-08-10,0.011154703131473412
2012-08-17,0.01032289796353285
2012-08-24,0.010904441737617432
2012-08-31,0.010041747771998547
2012-09-07,0.008202754197239604
2012-09-14,0.008632111605676677
2012-09-21,0.011786302842453772
2012-09-28,0.011957105167044922
2012-10-05,0.009005515597699056
2012-10-12,0.014948822844240121
2012-10-19,0.016346370050894534
2012-10-26,0.015604151524867918
2012-11-02,0.010652413614483406
2012-11-09,0.01378066412760909
2012-11-16,0.01790824504666372
2012-11-23,0.010809125168763626
2012-11-30,0.017000027488886425
2012-12-07,0.015237556465577892
2012-12-14,0.014553599552516089
2012-12-21,0.013439005568194806
2012-12-28,0.007146623608696363
2013-01-04,0.010564129079518725
2013-01-11,0.012798672087198796
2013-01-18,0.013662118733887929
2013-01-25,0.014093978139298928
2013-02-01,0.014093978139298928
2013-02-08,0.014760279557144942
2013-02-15,0.014767920887945015
2013-02-22,0.015786181032428574
2013-03-01,0.015786181032428574
2013-03-08,0.016217676450713196
2013-03-15,0.014881222081987257
2013-03-22,0.01537225482888912
2013-03-29,0.01534651973725819
2013-04-05,0.01935066212580374
2013-04-12,0.013724467712700606
2013-04-19,0.014091262173903113
2013-04-26,0.015929369858508485
2013-05-03,0.015430225449535335
2013-05-10,0.014962721592755187
2013-05-17,0.012218817481874335
2013-05-24,0.014226022715258113
2013-05-31,0.01494731391531951
2013-06-07,0.0149762200427161
2013-06-14,0.014412007910880981
2013-06-21,0.012281320361108307
2013-06-28,0.010798901148866443
2013-07-05,0.010949320544958216
2013-07-12,0.010625599678444838
2013-07-19,0.012834057737688987
2013-07-26,0.01687496458682879
2013-08-02,0.01678645776853458
2013-08-09,0.016897321851576996
2013-08-16,0.015449916729563692
2013-08-23,0.014930500505039673
2013-08-30,0.01067979880487272
2013-09-06,0.01226798265241246
2013-09-13,0.010557334621400018
2013-09-20,0.013216040801305597
2013-09-27,0.012910697572881151
2013-10-04,0.013325277103912318
2013-10-11,0.010561690113539782
2013-10-18,0.012027214007901507
2013-10-25,0.015477133075247129
2013-11-01,0.015142984945026763
2013-11-08,0.013348413881263912
2013-11-15,0.01428713850813868
2013-11-22,0.01353148473283151
2013-11-29,0.011460333681389063
2013-12-06,0.011173870411115977
2013-12-13,0.010206753659001118
2013-12-20,0.01144467068188703
2013-12-27,0.013304137443119542
2014-01-03,0.012589509964759202
2014-01-10,0.008097186838589782
2014-01-17,0.010042759969046314
2014-01-24,0.010301616835101918
2014-01-31,0.0113728349291519
2014-02-07,0.012018765204921714
2014-02-14,0.0127060653817946
2014-02-21,0.01609138445667336
2014-02-28,0.016798860907966874
2014-03-07,0.01561008780252834
2014-03-14,0.015034563931358167
2014-03-21,0.015128262499750056
2014-03-28,0.01817641898911372
2014-04-04,0.018619831802661715
2014-04-11,0.019805243640274733
2014-04-18,0.0188354568995521
2014-04-25,0.01878997635184883
2014-05-02,0.014689318822242477
2014-05-09,0.014517175246424058
2014-05-16,0.014734266844678563
2014-05-23,0.014001649037619109
2014-05-30,0.018109129929346345
2014-06-06,0.013070212838111286
2014-06-13,0.015158387241207036
2014-06-20,0.011257475322980442
2014-06-27,0.012261812885536646
2014-07-04,0.012535718945006767
2014-07-11,0.01142235054217028
2014-07-18,0.011299079846126953
2014-07-25,0.011222921895658055
2014-08-01,0.012086810337787392
2014-08-08,0.013420780665431906
2014-08-15,0.011158701535573043
2014-08-22,0.011885334035685877
2014-08-29,0.012174972300971289
2014-09-05,0.011332041576906647
2014-09-12,0.011804256535692025
2014-09-19,0.011884653807611589
2014-09-26,0.010609153091655617
2014-10-03,0.010415219186229183
2014-10-10,0.011467858575434363
2014-10-17,0.016465936140980422
2014-10-24,0.012193969600898706
2014-10-31,0.014083534260987862
2014-11-07,0.013983187875284341
2014-11-14,0.012977847979509991
2014-11-21,0.01288239344417925
2014-11-28,0.010155271419911363
2014-12-05,0.010361415341945932
2014-12-12,0.01047663621589342
2014-12-19,0.011979967421382461
2014-12-26,0.010819742911433282
2015-01-02,0.010927903579975902
2015-01-09,0.011558637412909698
2015-01-16,0.011232672804468132
2015-01-23,0.01085274006792654
2015-01-30,0.010996807367782701
2015-02-06,0.010627913345896245
2015-02-13,0.011332071538357722
2015-02-20,0.012873470619809925
2015-02-27,0.01621666741176956
2015-03-06,0.011274833605818558
2015-03-13,0.011835814329760028
2015-03-20,0.013438341139301126
2015-03-27,0.012552737320726134
2015-04-03,0.013642032295449857
2015-04-10,0.012718883590845081
2015-04-17,0.01318399043192227
2015-04-24,0.01220902785006665
2015-05-01,0.012409375750215746
2015-05-08,0.010854891058571965
2015-05-15,0.009841525974159033
2015-05-22,0.008749741937190218
2015-05-29,0.008883656988658688
2015-06-05,0.010661417919551932
2015-06-12,0.010395892134490744
2015-06-19,0.01176261633354989
2015-06-26,0.01069758126780912
2015-07-03,0.011741479289097781
2015-07-10,0.011130379614948853
2015-07-17,0.011072766754688174
2015-07-24,0.015465917081418906
2015-07-31,0.0096128742859051
2015-08-07,0.010032927873687671
2015-08-14,0.009846977910716745
2015-08-21,0.028033918155642882
2015-08-28,0.09426933893998313
2015-09-04,0.04259307873244613
2015-09-11,0.044745254928771155
2015-09-18,0.03007110027713759
2015-09-25,0.025688562510484413
2015-10-02,0.026240860857896876
2015-10-09,0.018246033569696937
2015-10-16,0.015052306698113473
2015-10-23,0.011726076623236116
2015-10-30,0.013953056060744455
2015-11-06,0.014467858729463129
2015-11-13,0.013087027108659157
2015-11-20,0.011141864639391463
2015-11-27,0.011193648574935877
2015-12-04,0.011735931288463584
2015-12-11,0.012711339792304375
2015-12-18,0.015019841619193945
2015-12-25,0.011408979660516771
2016-01-01,0.01505098792734643
2016-01-08,0.016473646090926632
2016-01-15,0.022645587320624033
2016-01-22,0.020543333190391835
2016-01-29,0.017915276860975785
2016-02-05,0.018635201160232265
2016-02-12,0.0227436849050067
2016-02-19,0.018673954913171555
2016-02-26,0.015745502206850816
2016-03-04,0.016559926094986414
2016-03-11,0.012631759248805977
2016-03-18,0.013396225820812627
2016-03-25,0.012533751131240984
2016-04-01,0.01237317123537665
2016-04-08,0.013642828510226496
2016-04-15,0.01267827603477117
2016-04-22,0.013902514477619863
2016-04-29,0.013770442298094085
2016-05-06,0.014745652427553374
2016-05-13,0.01488636463772004
2016-05-20,0.014832519394687186
2016-05-27,0.014358542784469719
2016-06-03,0.01284572585772825
2016-06-10,0.013055156255042678
2016-06-17,0.013430656967034821
2016-06-24,0.013503720946188241
2016-07-01,0.01332547948667913
2016-07-08,0.010838756573560735
2016-07-15,0.009180861825417708
2016-07-22,0.010541742143169271
2016-07-29,0.010679864761202978
2016-08-05,0.009613067985333132
2016-08-12,0.009387663114759234
2016-08-19,0.008910024303946726
2016-08-26,0.009392096893370207
2016-09-02,0.008308554456489156
2016-09-09,0.00900200470433728
2016-09-16,0.009646310146703882
2016-09-23,0.029366235347988105
2016-09-30,0.01038176338370261
2016-10-07,0.038224925832023825
2016-10-14,0.01163487987016472
2016-10-21,0.012372442693583011
2016-10-28,0.02526809596510262
2016-11-04,0.051378689531114984
2016-11-11,0.022387168623382834
2016-11-18,0.015379198916973393
2016-11-25,0.013189861400947274
2016-12-02,0.012581639890408145
2016-12-09,0.011233839194613933
2016-12-16,0.011379088141181866
2016-12-23,0.012753746152467035
2016-12-30,0.011819227213712761
2017-01-06,0.010903442783291278
2017-01-13,0.011583676402526338
2017-01-20,0.01299100631680825
2017-01-27,0.010878205733778663
2017-02-03,0.010998840659366373
2017-02-10,0.010876490388160518
2017-02-17,0.010410693184133542
2017-02-24,0.010962076342426125
2017-03-03,0.010371581515334497
2017-03-10,0.009663789307556101
2017-03-17,0.009543478739128555
2017-03-24,0.011083100517118569
2017-03-31,0.009855858559688256
2017-04-07,0.009356091386018004
2017-04-14,0.010285033176205896
2017-04-21,0.010750570647054366
2017-04-28,0.011692615935169176
2017-05-05,0.00997016760289941
2017-05-12,0.009604144046301059
2017-05-19,0.00994253327462912
2017-05-26,0.009786252620556794
2017-06-02,0.010731010136561884
2017-06-09,0.012050262302706966
2017-06-16,0.015701023827587347
2017-06-23,0.00995170611145816
2017-06-30,0.011433923749025013
2017-07-07,0.007685407724460109
2017-07-14,0.007368388364562557
2017-07-21,0.008533901094484863
2017-07-28,0.00857620361916634
2017-08-04,0.007812513307200534
2017-08-11,0.00939135145017361
2017-08-18,0.008819229936556506
2017-08-25,0.010114063123279258
2017-09-01,0.009206241591320191
2017-09-08,0.009084046383490696
2017-09-15,0.009350496554334996
2017-09-22,0.010204624619180817
2017-09-29,0.008090632231122582
2017-10-06,0.00803279593301447
2017-10-13,0.00803279593301447
2017-10-20,0.0070624873604379045
2017-10-27,0.0098875335864681
2017-11-03,0.0098875335864681
2017-11-10,0.00869428797123307
2017-11-17,0.009140647242321996
2017-11-24,0.009618842994975963
2017-12-01,0.009820848609443647
2017-12-08,0.009611959724862307
2017-12-15,0.009540977295670269
2017-12-22,0.009958326408979873
2017-12-29,0.009540977295670269
2018-01-05,0.008697442717030672
2018-01-12,0.009185597597551954
2018-01-19,0.010345388218515581
2018-01-26,0.009292558284944833
2018-02-02,0.011003030876343823
2018-02-09,0.01795578339818816
2018-02-16,0.07711882611834348
2018-02-23,0.038957251011059395
2018-03-02,0.014822485068034675
2018-03-09,0.012872624049874779
2018-03-16,0.010272481399216214
2018-03-23,0.012812856978858582
2018-03-30,0.01650817907618259
2018-04-06,0.025375953930464573
2018-04-13,0.0174941324139834
2018-04-20,0.016721763064377605
2018-04-27,0.019007917381256647
2018-05-04,0.013204741584178014
2018-05-11,0.013259853609790801
2018-05-18,0.012961250282262641
2018-05-25,0.014742035783902178
2018-06-01,0.01355940805950421
2018-06-08,0.012424887167395536
2018-06-15,0.014371297223596183
2018-06-22,0.013018825201946064
2018-06-29,0.013213064130164837
2018-07-06,0.012549557615432073
2018-07-13,0.01275339693886396
2018-07-20,0.01275339693886396
2018-07-27,0.011939448441070892
2018-08-03,0.010697804009331546
2018-08-10,0.011765249155629376
2018-08-17,0.013285567973050675
2018-08-24,0.01209965728300039
2018-08-31,0.01182608488204379
2018-09-07,0.01108295635740893
2018-09-14,0.010041004979943254
2018-09-21,0.010228291709184564
2018-09-28,0.011509840588054638
2018-10-05,0.012093666552554476
2018-10-12,0.012278276021005105
2018-10-19,0.012311668635234278
2018-10-26,0.02697442225985295
2018-11-02,0.02301073921735758
2018-11-09,0.017594313892198385
2018-11-16,0.024838999471488977
2018-11-23,0.02843811336789115
2018-11-30,0.022752114531428967
2018-12-07,0.029170795411172585
2018-12-14,0.02857278617732337
2018-12-21,0.03971884580814005
2018-12-28,0.03882941348694554
2019-01-04,0.036830857926850834
2019-01-11,0.021869996291715814
2019-01-18,0.01705588565150608
2019-01-25,0.01706923525445452
2019-02-01,0.01692165724884253
2019-02-08,0.016554364151741698
2019-02-15,0.013408505384849048
2019-02-22,0.012791481939831296
2019-03-01,0.013378896142631496
2019-03-08,0.013618834372744236
2019-03-15,0.014045773368855161
2019-03-22,0.013556393352106694
2019-03-29,0.013620775417776917
2019-04-05,0.013188319463345363
2019-04-12,0.01322409140891748
2019-04-19,0.011840484120872484
2019-04-26,0.0129600687173201
2019-05-03,0.0129600687173201
2019-05-10,0.013191642519325609
2019-05-17,0.014168059527423367
2019-05-24,0.012714959483689565
2019-05-31,0.015541509081916668
2019-06-07,0.013223981803484768
2019-06-14,0.01295180618666524
2019-06-21,0.012390235732862066
2019-06-28,0.011946829668497708
2019-07-05,0.012106067116078681
2019-07-12,0.013365377378521975
2019-07-19,0.013858731984085373
2019-07-26,0.013112193804589972
2019-08-02,0.014623294916375821
2019-08-09,0.013879957182992541
2019-08-16,0.013542414449931069
2019-08-23,0.01390826927425877
2019-08-30,0.011486829285352487
2019-09-06,0.013036849672038291
2019-09-13,0.013778411334474662
2019-09-20,0.011687748252077105
2019-09-27,0.014420638636730418
2019-10-04,0.01464652600098365
2019-10-11,0.013375103965753242
2019-10-18,0.013800558532662516
2019-10-25,0.0127190530152223
2019-11-01,0.012509911353448921
2019-11-08,0.01333479026766311
2019-11-15,0.013658253884726216
2019-11-22,0.013607598319883504
2019-11-29,0.01525484097573624
2019-12-06,0.014601738229046063
2019-12-13,0.017450563682351632
2019-12-20,0.01407404381391064
2019-12-27,0.013921568735420891
2020-01-03,0.012782765822148198
2020-01-10,0.012782765822148198
2020-01-17,0.018928302085271232
2020-01-24,0.012825952804816024
2020-01-31,0.0127097109666555
2020-02-07,0.011417407484362067
2020-02-14,0.01179536557332143
2020-02-21,0.01312247953058434
2020-02-28,0.016338136350658453
2020-03-06,0.021284790735252978
2020-03-13,0.0279063497216901
2020-03-20,0.07128001112139265
2020-03-27,0.024697991040020264
2020-04-03,0.03935927898098248
2020-04-10,0.020598254325610153
2020-04-17,0.019090290738131347
2020-04-24,0.02018202066072974
2020-05-01,0.01895496151346287
2020-05-08,0.019682809300625534
2020-05-15,0.018766436278456314
2020-05-22,0.017184026319492854
2020-05-29,0.013723081705343816
2020-06-05,0.012956132218162894
2020-06-12,0.013878058119192491
2020-06-19,0.013307941710173141
2020-06-26,0.014007812847399184
2020-07-03,0.014599328557169281
2020-07-10,0.012635787562569847
2020-07-17,0.01300494213182912
2020-07-24,0.011362237342574334
2020-07-31,0.014342421217104755
2020-08-07,0.012503378870081351
2020-08-14,0.013577595066672827
2020-08-21,0.0133380178459488
2020-08-28,0.012291095105168149
2020-09-04,0.013288051295379596
2020-09-11,0.014059236990989979
2020-09-18,0.01466528764863281
2020-09-25,0.012988711200937916
2020-10-02,0.013693091004850501
2020-10-09,0.013718783762897388
2020-10-16,0.013366657956090315
2020-10-23,0.013489790252014314
2020-10-30,0.01670045611372997
2020-11-06,0.013087852627139728
2020-11-13,0.013283294957638182
2020-11-20,0.014007116875618102
2020-11-27,0.013736102434812218
2020-12-04,0.013434599838141721
2020-12-11,0.013669288514015875
2020-12-18,0.013441378115546377
2020-12-25,0.013465911973564445
2021-01-01,0.014565288752008822
2021-01-08,0.014553306377347367
2021-01-15,0.016340884932168946
2021-01-22,0.014565288752008822
2021-01-29,0.014034919794011844
2021-02-05,0.013225603866839212
2021-02-12,0.012672962978937875
2021-02-19,0.013596224053668508
2021-02-26,0.013626481170849868
2021-03-05,0.01226259506524395
2021-03-12,0.012628111493032374
2021-03-19,0.012234789921981723
2021-03-26,0.013012799429768733
2021-04-02,0.012949416681379307
2021-04-09,0.011691389433425682
2021-04-16,0.012204699282616392
2021-04-23,0.013165398164215547
2021-04-30,0.012871982350305436
2021-05-07,0.013534711427016323
2021-05-14,0.014477675540355483
2021-05-21,0.014477675540355483
2021-05-28,0.01423134006686994
2021-06-04,0.012678729787990327
2021-06-11,0.01310357349596054
2021-06-18,0.012340502463293188
2021-06-25,0.00973780609614106
2021-07-02,0.00909281390457365
2021-07-09,0.009464025956541373
2021-07-16,0.009801510235850306
2021-07-23,0.009197426939891009
2021-07-30,0.009263002769766977
2021-08-06,0.009129107863349046
2021-08-13,0.009263002769766977
2021-08-20,0.009467234991949788
2021-08-27,0.010605182838560259
2021-09-03,0.010605182838560259
2021-09-10,0.011233322360563163
2021-09-17,0.010665073264012915
2021-09-24,0.01086634685572256
2021-10-01,0.010693283056964726
2021-10-08,0.011441839231082452
2021-10-15,0.010609107064228582
2021-10-22,0.00901981406484102
2021-10-29,0.01072291201047962
2021-11-05,0.010500704275631493
2021-11-12,0.011269042000742352
2021-11-19,0.010430827284816065
2021-11-26,0.009699455362688882
2021-12-03,0.009276634971278163
2021-12-10,0.009552942298383648
2021-12-17,0.009699455362688882
2021-12-24,0.008784074898989818
2021-12-31,0.010924160303569111
2022-01-07,0.012309831102250757
2022-01-14,0.011710798759500877
2022-01-21,0.02097724008754116
2022-01-28,0.01985607155866718
2022-02-04,0.012973557217459977
2022-02-11,0.0218850741129997
2022-02-18,0.023815971160847778
2022-02-25,0.024422355539748933
2022-03-04,0.017683036055100337
2022-03-11,0.026514636477287787
2022-03-18,0.018203566322460132
2022-03-25,0.018203566322460132
2022-04-01,0.017491788513046294
2022-04-08,0.016899101082454522
2022-04-15,0.019248997563106687
2022-04-22,0.0193922628509823
2022-04-29,0.024659034739767126
2022-05-06,0.02579866878753093
2022-05-13,0.02656278257825681
2022-05-20,0.027344219239078853
2022-05-27,0.027453068077887454
2022-06-03,0.024471048375966892
2022-06-10,0.0250372111211405
2022-06-17,0.02640644051862863
2022-06-24,0.03541498567264788
2022-07-01,0.045693813696829746
2022-07-08,0.04723985263221594
2022-07-15,0.029962579384097757
2022-07-22,0.03446548867485755
2022-07-29,0.02150562408518443
2022-08-05,0.02219884423549984
2022-08-12,0.020654158084061815
2022-08-19,0.020925691806300037
2022-08-26,0.02914325863797593
2022-09-02,0.03819846400788754
2022-09-09,0.0306639566277021
2022-09-16,0.019879740082103012
2022-09-23,0.02864917132062315
2022-09-30,0.027885332982220134
2022-10-07,0.027802965420801243
2022-10-14,0.022710244647448145
2022-10-21,0.026972912359146825
2022-10-28,0.020351990902666744
2022-11-04,0.020684985812525838
2022-11-11,0.01898632963413845
2022-11-18,0.018064453112867824
2022-11-25,0.014284428924827175
2022-12-02,0.010363286383589822
2022-12-09,0.01847169868136103
2022-12-16,0.01949994030286207
2022-12-23,0.018297600115778603
2022-12-30,0.017547616686222563
2023-01-06,0.012754294965585593
2023-01-13,0.01204074614705806
2023-01-20,0.012011422810933564
2023-01-27,0.012033676519698814
2023-02-03,0.012314143192463692
2023-02-10,0.012413549371827459
2023-02-17,0.012318880467127574
2023-02-24,0.011622533684687677
2023-03-03,0.011687640249155522
