,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_defensive_aware_top5_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.15974974225437757,0.0,0.22040647909886207,0.13087326934102522,0.17175680259021134,0.12388037338219045,0.07333333333333333,0.11999999999999988
2006-07-07,0.15974974225437757,0.0,0.22040647909886207,0.13087326934102522,0.17175680259021134,0.12388037338219045,0.07333333333333333,0.11999999999999988
2006-07-14,0.15974974225437757,0.0,0.22040647909886207,0.13087326934102522,0.17175680259021134,0.12388037338219045,0.07333333333333333,0.11999999999999988
2006-07-21,0.15974974225437757,0.0,0.22040647909886207,0.13087326934102522,0.17175680259021134,0.12388037338219045,0.07333333333333333,0.11999999999999988
2006-07-28,0.11752016715197608,0.19799999999999998,0.19767501041196173,0.08422764535275343,0.14620089408503448,0.09970961633160758,0.036666666666666674,0.1200000000000001
2006-08-04,0.11752016715197608,0.19799999999999998,0.19767501041196173,0.08422764535275343,0.14620089408503448,0.09970961633160758,0.036666666666666674,0.1200000000000001
2006-08-11,0.11752016715197608,0.19799999999999998,0.19767501041196173,0.08422764535275343,0.14620089408503448,0.09970961633160758,0.036666666666666674,0.1200000000000001
2006-08-18,0.11752016715197608,0.19799999999999998,0.19767501041196173,0.08422764535275343,0.14620089408503448,0.09970961633160758,0.036666666666666674,0.1200000000000001
2006-08-25,0.09147793886226495,0.29700000000000004,0.18124147947733935,0.06811551329202876,0.14152663773098664,0.08230509730404695,0.018333333333333337,0.11999999999999988
2006-09-01,0.09147793886226495,0.29700000000000004,0.18124147947733935,0.06811551329202876,0.14152663773098664,0.08230509730404695,0.018333333333333337,0.11999999999999988
2006-09-08,0.09147793886226495,0.29700000000000004,0.18124147947733935,0.06811551329202876,0.14152663773098664,0.08230509730404695,0.018333333333333337,0.11999999999999988
2006-09-15,0.09147793886226495,0.29700000000000004,0.18124147947733935,0.06811551329202876,0.14152663773098664,0.08230509730404695,0.018333333333333337,0.11999999999999988
2006-09-22,0.09147793886226495,0.29700000000000004,0.18124147947733935,0.06811551329202876,0.14152663773098664,0.08230509730404695,0.018333333333333337,0.11999999999999988
2006-09-29,0.08090102173926227,0.34650000000000003,0.17772479240374803,0.06227739209618398,0.1271034351899311,0.07632669190420797,0.009166666666666668,0.11999999999999988
2006-10-06,0.08090102173926227,0.34650000000000003,0.17772479240374803,0.06227739209618398,0.1271034351899311,0.07632669190420797,0.009166666666666668,0.11999999999999988
2006-10-13,0.08090102173926227,0.34650000000000003,0.17772479240374803,0.06227739209618398,0.1271034351899311,0.07632669190420797,0.009166666666666668,0.11999999999999988
2006-10-20,0.08090102173926227,0.34650000000000003,0.17772479240374803,0.06227739209618398,0.1271034351899311,0.07632669190420797,0.009166666666666668,0.11999999999999988
2006-10-27,0.09160337178145955,0.34597676082024553,0.14194161198486466,0.08201254700249283,0.14517130294629854,0.08808607213130559,0.10520833333333333,0.0
2006-11-03,0.09160337178145955,0.34597676082024553,0.14194161198486466,0.08201254700249283,0.14517130294629854,0.08808607213130559,0.10520833333333333,0.0
2006-11-10,0.09160337178145955,0.34597676082024553,0.14194161198486466,0.08201254700249283,0.14517130294629854,0.08808607213130559,0.10520833333333333,0.0
2006-11-17,0.09160337178145955,0.34597676082024553,0.14194161198486466,0.08201254700249283,0.14517130294629854,0.08808607213130559,0.10520833333333333,0.0
2006-11-24,0.07551539862337465,0.4447988380410123,0.11127030065086561,0.041755277148520294,0.08161212872502112,0.049787640144539444,0.1952604166666667,0.0
2006-12-01,0.07551539862337465,0.4447988380410123,0.11127030065086561,0.041755277148520294,0.08161212872502112,0.049787640144539444,0.1952604166666667,0.0
2006-12-08,0.07551539862337465,0.4447988380410123,0.11127030065086561,0.041755277148520294,0.08161212872502112,0.049787640144539444,0.1952604166666667,0.0
2006-12-15,0.07551539862337465,0.4447988380410123,0.11127030065086561,0.041755277148520294,0.08161212872502112,0.049787640144539444,0.1952604166666667,0.0
2006-12-22,0.07551539862337465,0.4447988380410123,0.11127030065086561,0.041755277148520294,0.08161212872502112,0.049787640144539444,0.1952604166666667,0.0
2006-12-29,0.07242274314406826,0.44973994190205063,0.10691140106427852,0.041524992000487336,0.08081072914086186,0.04882717191492011,0.19976302083333333,0.0
2007-01-05,0.07242274314406826,0.44973994190205063,0.10691140106427852,0.041524992000487336,0.08081072914086186,0.04882717191492011,0.19976302083333333,0.0
2007-01-12,0.07242274314406826,0.44973994190205063,0.10691140106427852,0.041524992000487336,0.08081072914086186,0.04882717191492011,0.19976302083333333,0.0
2007-01-19,0.07242274314406826,0.44973994190205063,0.10691140106427852,0.041524992000487336,0.08081072914086186,0.04882717191492011,0.19976302083333333,0.0
2007-01-26,0.07085597758321724,0.44998699709510254,0.10475994071208879,0.04176440626726564,0.08255521925512994,0.05008930804552914,0.19998815104166667,0.0
2007-02-02,0.07085597758321724,0.44998699709510254,0.10475994071208879,0.04176440626726564,0.08255521925512994,0.05008930804552914,0.19998815104166667,0.0
2007-02-09,0.07085597758321724,0.44998699709510254,0.10475994071208879,0.04176440626726564,0.08255521925512994,0.05008930804552914,0.19998815104166667,0.0
2007-02-16,0.07085597758321724,0.44998699709510254,0.10475994071208879,0.04176440626726564,0.08255521925512994,0.05008930804552914,0.19998815104166667,0.0
2007-02-23,0.06668494532342628,0.40164669005432735,0.11687297704667805,0.05180012160286334,0.10937193911216272,0.05362391930845899,0.19999940755208334,0.0
2007-03-02,0.06668494532342628,0.40164669005432735,0.11687297704667805,0.05180012160286334,0.10937193911216272,0.05362391930845899,0.19999940755208334,0.0
2007-03-09,0.06668494532342628,0.40164669005432735,0.11687297704667805,0.05180012160286334,0.10937193911216272,0.05362391930845899,0.19999940755208334,0.0
2007-03-16,0.06668494532342628,0.40164669005432735,0.11687297704667805,0.05180012160286334,0.10937193911216272,0.05362391930845899,0.19999940755208334,0.0
2007-03-23,0.06668494532342628,0.40164669005432735,0.11687297704667805,0.05180012160286334,0.10937193911216272,0.05362391930845899,0.19999940755208334,0.0
2007-03-30,0.07976921620567903,0.3293344400029904,0.10759148439199512,0.08064308328513248,0.13818572253361816,0.06447634980454317,0.19999970377604165,0.0
2007-04-06,0.07976921620567903,0.3293344400029904,0.10759148439199512,0.08064308328513248,0.13818572253361816,0.06447634980454317,0.19999970377604165,0.0
2007-04-13,0.07976921620567903,0.3293344400029904,0.10759148439199512,0.08064308328513248,0.13818572253361816,0.06447634980454317,0.19999970377604165,0.0
2007-04-20,0.07976921620567903,0.3293344400029904,0.10759148439199512,0.08064308328513248,0.13818572253361816,0.06447634980454317,0.19999970377604165,0.0
2007-04-27,0.08641365517278628,0.2929318488537801,0.10297042080794194,0.09516517877130493,0.15251238051288815,0.07000666399327782,0.19999985188802083,0.0
2007-05-04,0.08641365517278628,0.2929318488537801,0.10297042080794194,0.09516517877130493,0.15251238051288815,0.07000666399327782,0.19999985188802083,0.0
2007-05-11,0.08641365517278628,0.2929318488537801,0.10297042080794194,0.09516517877130493,0.15251238051288815,0.07000666399327782,0.19999985188802083,0.0
2007-05-18,0.08641365517278628,0.2929318488537801,0.10297042080794194,0.09516517877130493,0.15251238051288815,0.07000666399327782,0.19999985188802083,0.0
2007-05-25,0.09322244177862282,0.2611000703160162,0.1077553617315109,0.10384692571800029,0.17773547177099314,0.07133980274084625,0.18499992594401043,0.0
2007-06-01,0.09322244177862282,0.2611000703160162,0.1077553617315109,0.10384692571800029,0.17773547177099314,0.07133980274084625,0.18499992594401043,0.0
2007-06-08,0.09322244177862282,0.2611000703160162,0.1077553617315109,0.10384692571800029,0.17773547177099314,0.07133980274084625,0.18499992594401043,0.0
2007-06-15,0.09322244177862282,0.2611000703160162,0.1077553617315109,0.10384692571800029,0.17773547177099314,0.07133980274084625,0.18499992594401043,0.0
2007-06-22,0.09322244177862282,0.2611000703160162,0.1077553617315109,0.10384692571800029,0.17773547177099314,0.07133980274084625,0.18499992594401043,0.0
2007-06-29,0.09738098949423751,0.24166577897381944,0.13557099960852964,0.13334463169548852,0.22369453787737345,0.07584309937854623,0.09249996297200522,0.0
2007-07-06,0.09738098949423751,0.24166577897381944,0.13557099960852964,0.13334463169548852,0.22369453787737345,0.07584309937854623,0.09249996297200522,0.0
2007-07-13,0.09738098949423751,0.24166577897381944,0.13557099960852964,0.13334463169548852,0.22369453787737345,0.07584309937854623,0.09249996297200522,0.0
2007-07-20,0.09738098949423751,0.24166577897381944,0.13557099960852964,0.13334463169548852,0.22369453787737345,0.07584309937854623,0.09249996297200522,0.0
2007-07-27,0.07242036457922704,0.20148262933449335,0.14751852623010997,0.09440799880545783,0.24862554663953434,0.07484495070349524,0.0406999837076823,0.11999999999999988
2007-08-03,0.07242036457922704,0.20148262933449335,0.14751852623010997,0.09440799880545783,0.24862554663953434,0.07484495070349524,0.0406999837076823,0.11999999999999988
2007-08-10,0.07242036457922704,0.20148262933449335,0.14751852623010997,0.09440799880545783,0.24862554663953434,0.07484495070349524,0.0406999837076823,0.11999999999999988
2007-08-17,0.07242036457922704,0.20148262933449335,0.14751852623010997,0.09440799880545783,0.24862554663953434,0.07484495070349524,0.0406999837076823,0.11999999999999988
2007-08-24,0.07242036457922704,0.20148262933449335,0.14751852623010997,0.09440799880545783,0.24862554663953434,0.07484495070349524,0.0406999837076823,0.11999999999999988
2007-08-31,0.027815008518158657,0.08341105844331596,0.07314125611550622,0.03760239485973016,0.13324600709019738,0.03553427867589115,0.009249996297200523,0.6
2007-09-07,0.027815008518158657,0.08341105844331596,0.07314125611550622,0.03760239485973016,0.13324600709019738,0.03553427867589115,0.009249996297200523,0.6
2007-09-14,0.027815008518158657,0.08341105844331596,0.07314125611550622,0.03760239485973016,0.13324600709019738,0.03553427867589115,0.009249996297200523,0.6
2007-09-21,0.027815008518158657,0.08341105844331596,0.07314125611550622,0.03760239485973016,0.13324600709019738,0.03553427867589115,0.009249996297200523,0.6
2007-09-28,0.07761933909068812,0.18107518731120437,0.16535960758165308,0.15436169538785302,0.31993894340662155,0.07930487067047784,0.0062474474991292325,0.016092909052372817
2007-10-05,0.07761933909068812,0.18107518731120437,0.16535960758165308,0.15436169538785302,0.31993894340662155,0.07930487067047784,0.0062474474991292325,0.016092909052372817
2007-10-12,0.07761933909068812,0.18107518731120437,0.16535960758165308,0.15436169538785302,0.31993894340662155,0.07930487067047784,0.0062474474991292325,0.016092909052372817
2007-10-19,0.07761933909068812,0.18107518731120437,0.16535960758165308,0.15436169538785302,0.31993894340662155,0.07930487067047784,0.0062474474991292325,0.016092909052372817
2007-10-26,0.026190231035291348,0.07059811598946457,0.07512410792349092,0.0473699108715269,0.1449877331191037,0.034459974752712265,0.0012699263084103092,0.6
2007-11-02,0.026190231035291348,0.07059811598946457,0.07512410792349092,0.0473699108715269,0.1449877331191037,0.034459974752712265,0.0012699263084103092,0.6
2007-11-09,0.026190231035291348,0.07059811598946457,0.07512410792349092,0.0473699108715269,0.1449877331191037,0.034459974752712265,0.0012699263084103092,0.6
2007-11-16,0.026190231035291348,0.07059811598946457,0.07512410792349092,0.0473699108715269,0.1449877331191037,0.034459974752712265,0.0012699263084103092,0.6
2007-11-23,0.026190231035291348,0.07059811598946457,0.07512410792349092,0.0473699108715269,0.1449877331191037,0.034459974752712265,0.0012699263084103092,0.6
2007-11-30,0.02499398122073712,0.05816065327673492,0.0926969165613081,0.03746972886044688,0.14774426710441765,0.038299489822150194,0.0006349631542051547,0.6
2007-12-07,0.02499398122073712,0.05816065327673492,0.0926969165613081,0.03746972886044688,0.14774426710441765,0.038299489822150194,0.0006349631542051547,0.6
2007-12-14,0.02499398122073712,0.05816065327673492,0.0926969165613081,0.03746972886044688,0.14774426710441765,0.038299489822150194,0.0006349631542051547,0.6
2007-12-21,0.02499398122073712,0.05816065327673492,0.0926969165613081,0.03746972886044688,0.14774426710441765,0.038299489822150194,0.0006349631542051547,0.6
2007-12-28,0.055021599373741945,0.1170364796629857,0.23071635247613106,0.07384586939009205,0.31818111659724496,0.08450012303017865,0.0006984594696256701,0.11999999999999988
2008-01-04,0.055021599373741945,0.1170364796629857,0.23071635247613106,0.07384586939009205,0.31818111659724496,0.08450012303017865,0.0006984594696256701,0.11999999999999988
2008-01-11,0.055021599373741945,0.1170364796629857,0.23071635247613106,0.07384586939009205,0.31818111659724496,0.08450012303017865,0.0006984594696256701,0.11999999999999988
2008-01-18,0.055021599373741945,0.1170364796629857,0.23071635247613106,0.07384586939009205,0.31818111659724496,0.08450012303017865,0.0006984594696256701,0.11999999999999988
2008-01-25,0.023785344189494628,0.04856111865258784,0.10782951397297547,0.030699827557144913,0.1494879782851326,0.039477476554113274,0.00015874078855128865,0.6000000000000001
2008-02-01,0.023785344189494628,0.04856111865258784,0.10782951397297547,0.030699827557144913,0.1494879782851326,0.039477476554113274,0.00015874078855128865,0.6000000000000001
2008-02-08,0.023785344189494628,0.04856111865258784,0.10782951397297547,0.030699827557144913,0.1494879782851326,0.039477476554113274,0.00015874078855128865,0.6000000000000001
2008-02-15,0.023785344189494628,0.04856111865258784,0.10782951397297547,0.030699827557144913,0.1494879782851326,0.039477476554113274,0.00015874078855128865,0.6000000000000001
2008-02-22,0.023785344189494628,0.04856111865258784,0.10782951397297547,0.030699827557144913,0.1494879782851326,0.039477476554113274,0.00015874078855128865,0.6000000000000001
2008-02-29,0.02315555938806818,0.04653199930702689,0.10912940276895672,0.028829982638559532,0.15209814270137975,0.04017554280173333,7.937039427564434e-05,0.6
2008-03-07,0.02315555938806818,0.04653199930702689,0.10912940276895672,0.028829982638559532,0.15209814270137975,0.04017554280173333,7.937039427564434e-05,0.6
2008-03-14,0.02315555938806818,0.04653199930702689,0.10912940276895672,0.028829982638559532,0.15209814270137975,0.04017554280173333,7.937039427564434e-05,0.6
2008-03-21,0.02315555938806818,0.04653199930702689,0.10912940276895672,0.028829982638559532,0.15209814270137975,0.04017554280173333,7.937039427564434e-05,0.6
2008-03-28,0.022880296545989314,0.04572289856278925,0.10897768798417085,0.025056544079820504,0.1570071463496769,0.040315741280415374,3.968519713782217e-05,0.6
2008-04-04,0.022880296545989314,0.04572289856278925,0.10897768798417085,0.025056544079820504,0.1570071463496769,0.040315741280415374,3.968519713782217e-05,0.6
2008-04-11,0.022880296545989314,0.04572289856278925,0.10897768798417085,0.025056544079820504,0.1570071463496769,0.040315741280415374,3.968519713782217e-05,0.6
2008-04-18,0.022880296545989314,0.04572289856278925,0.10897768798417085,0.025056544079820504,0.1570071463496769,0.040315741280415374,3.968519713782217e-05,0.6
2008-04-25,0.022906229407910608,0.04528583466173045,0.1078908029485512,0.023004470750102497,0.16074708913451874,0.040145730498617624,1.9842598568911085e-05,0.5999999999999999
2008-05-02,0.022906229407910608,0.04528583466173045,0.1078908029485512,0.023004470750102497,0.16074708913451874,0.040145730498617624,1.9842598568911085e-05,0.5999999999999999
2008-05-09,0.022906229407910608,0.04528583466173045,0.1078908029485512,0.023004470750102497,0.16074708913451874,0.040145730498617624,1.9842598568911085e-05,0.5999999999999999
2008-05-16,0.022906229407910608,0.04528583466173045,0.1078908029485512,0.023004470750102497,0.16074708913451874,0.040145730498617624,1.9842598568911085e-05,0.5999999999999999
2008-05-23,0.022906229407910608,0.04528583466173045,0.1078908029485512,0.023004470750102497,0.16074708913451874,0.040145730498617624,1.9842598568911085e-05,0.5999999999999999
2008-05-30,0.05266585041396872,0.1041582832510897,0.2450994740243351,0.04956277227886039,0.3428299137516578,0.08566187942166253,2.182685842580219e-05,0.11999999999999988
2008-06-06,0.05266585041396872,0.1041582832510897,0.2450994740243351,0.04956277227886039,0.3428299137516578,0.08566187942166253,2.182685842580219e-05,0.11999999999999988
2008-06-13,0.05266585041396872,0.1041582832510897,0.2450994740243351,0.04956277227886039,0.3428299137516578,0.08566187942166253,2.182685842580219e-05,0.11999999999999988
2008-06-20,0.05266585041396872,0.1041582832510897,0.2450994740243351,0.04956277227886039,0.3428299137516578,0.08566187942166253,2.182685842580219e-05,0.11999999999999988
2008-06-27,0.053495290549285576,0.10552260988866714,0.28028506157303623,0.07349682034601111,0.2830571641554677,0.0841321400583194,1.0913429212901095e-05,0.11999999999999988
2008-07-04,0.053495290549285576,0.10552260988866714,0.28028506157303623,0.07349682034601111,0.2830571641554677,0.0841321400583194,1.0913429212901095e-05,0.11999999999999988
2008-07-11,0.053495290549285576,0.10552260988866714,0.28028506157303623,0.07349682034601111,0.2830571641554677,0.0841321400583194,1.0913429212901095e-05,0.11999999999999988
2008-07-18,0.053495290549285576,0.10552260988866714,0.28028506157303623,0.07349682034601111,0.2830571641554677,0.0841321400583194,1.0913429212901095e-05,0.11999999999999988
2008-07-25,0.04793039553337275,0.09253905074459329,0.2651577950915444,0.07734028871111687,0.23969324221268803,0.07733426705704256,4.960649642227771e-06,0.19999999999999973
2008-08-01,0.04793039553337275,0.09253905074459329,0.2651577950915444,0.07734028871111687,0.23969324221268803,0.07733426705704256,4.960649642227771e-06,0.19999999999999973
2008-08-08,0.04793039553337275,0.09253905074459329,0.2651577950915444,0.07734028871111687,0.23969324221268803,0.07733426705704256,4.960649642227771e-06,0.19999999999999973
2008-08-15,0.04793039553337275,0.09253905074459329,0.2651577950915444,0.07734028871111687,0.23969324221268803,0.07733426705704256,4.960649642227771e-06,0.19999999999999973
2008-08-22,0.04793039553337275,0.09253905074459329,0.2651577950915444,0.07734028871111687,0.23969324221268803,0.07733426705704256,4.960649642227771e-06,0.19999999999999973
2008-08-29,0.0550779695215304,0.10272728444817535,0.30994980867968475,0.08629308538733269,0.24998807419555244,0.0759610494104212,2.7283573032252737e-06,0.11999999999999988
2008-09-05,0.0550779695215304,0.10272728444817535,0.30994980867968475,0.08629308538733269,0.24998807419555244,0.0759610494104212,2.7283573032252737e-06,0.11999999999999988
2008-09-12,0.0550779695215304,0.10272728444817535,0.30994980867968475,0.08629308538733269,0.24998807419555244,0.0759610494104212,2.7283573032252737e-06,0.11999999999999988
2008-09-19,0.0550779695215304,0.10272728444817535,0.30994980867968475,0.08629308538733269,0.24998807419555244,0.0759610494104212,2.7283573032252737e-06,0.11999999999999988
2008-09-26,0.025339078733375264,0.04615648782048868,0.14225097740088072,0.036995054061588255,0.11521245805901346,0.03404532384344838,6.200812052784714e-07,0.6
2008-10-03,0.025339078733375264,0.04615648782048868,0.14225097740088072,0.036995054061588255,0.11521245805901346,0.03404532384344838,6.200812052784714e-07,0.6
2008-10-10,0.025339078733375264,0.04615648782048868,0.14225097740088072,0.036995054061588255,0.11521245805901346,0.03404532384344838,6.200812052784714e-07,0.6
2008-10-17,0.025339078733375264,0.04615648782048868,0.14225097740088072,0.036995054061588255,0.11521245805901346,0.03404532384344838,6.200812052784714e-07,0.6
2008-10-24,0.025339078733375264,0.04615648782048868,0.14225097740088072,0.036995054061588255,0.11521245805901346,0.03404532384344838,6.200812052784714e-07,0.6
2008-10-31,0.029182850557977192,0.04724264215005552,0.14094054722639363,0.03732465659786823,0.10953212551086414,0.035776867916238665,3.100406026392356e-07,0.6
2008-11-07,0.029182850557977192,0.04724264215005552,0.14094054722639363,0.03732465659786823,0.10953212551086414,0.035776867916238665,3.100406026392356e-07,0.6
2008-11-14,0.029182850557977192,0.04724264215005552,0.14094054722639363,0.03732465659786823,0.10953212551086414,0.035776867916238665,3.100406026392356e-07,0.6
2008-11-21,0.029182850557977192,0.04724264215005552,0.14094054722639363,0.03732465659786823,0.10953212551086414,0.035776867916238665,3.100406026392356e-07,0.6
2008-11-28,0.033941973019685136,0.05142964294408836,0.13330319982481847,0.03723971053032333,0.10205392000575793,0.04203139865502544,1.5502030131961777e-07,0.6000000000000001
2008-12-05,0.033941973019685136,0.05142964294408836,0.13330319982481847,0.03723971053032333,0.10205392000575793,0.04203139865502544,1.5502030131961777e-07,0.6000000000000001
2008-12-12,0.033941973019685136,0.05142964294408836,0.13330319982481847,0.03723971053032333,0.10205392000575793,0.04203139865502544,1.5502030131961777e-07,0.6000000000000001
2008-12-19,0.033941973019685136,0.05142964294408836,0.13330319982481847,0.03723971053032333,0.10205392000575793,0.04203139865502544,1.5502030131961777e-07,0.6000000000000001
2008-12-26,0.03569487614349436,0.050209742217885545,0.13288612455183202,0.03968887009925792,0.10384715130811997,0.037673158169259514,7.751015065980889e-08,0.5999999999999999
2009-01-02,0.03569487614349436,0.050209742217885545,0.13288612455183202,0.03968887009925792,0.10384715130811997,0.037673158169259514,7.751015065980889e-08,0.5999999999999999
2009-01-09,0.03569487614349436,0.050209742217885545,0.13288612455183202,0.03968887009925792,0.10384715130811997,0.037673158169259514,7.751015065980889e-08,0.5999999999999999
2009-01-16,0.03569487614349436,0.050209742217885545,0.13288612455183202,0.03968887009925792,0.10384715130811997,0.037673158169259514,7.751015065980889e-08,0.5999999999999999
2009-01-23,0.03569487614349436,0.050209742217885545,0.13288612455183202,0.03968887009925792,0.10384715130811997,0.037673158169259514,7.751015065980889e-08,0.5999999999999999
2009-01-30,0.03686620859083566,0.04948387805551341,0.13359245685258056,0.04113280208397911,0.10401784054506327,0.03490677511695264,3.875507532990444e-08,0.6000000000000001
2009-02-06,0.03686620859083566,0.04948387805551341,0.13359245685258056,0.04113280208397911,0.10401784054506327,0.03490677511695264,3.875507532990444e-08,0.6000000000000001
2009-02-13,0.03686620859083566,0.04948387805551341,0.13359245685258056,0.04113280208397911,0.10401784054506327,0.03490677511695264,3.875507532990444e-08,0.6000000000000001
2009-02-20,0.03686620859083566,0.04948387805551341,0.13359245685258056,0.04113280208397911,0.10401784054506327,0.03490677511695264,3.875507532990444e-08,0.6000000000000001
