,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_top3_sector_momentum_sleeve,cash::BIL
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-06-30,0.1534508761529776,0.0,0.18127579615228637,0.11109974883118966,0.14314422452583422,0.10402935433771215,0.187,0.11999999999999988
2006-07-07,0.1534508761529776,0.0,0.18127579615228637,0.11109974883118966,0.14314422452583422,0.10402935433771215,0.187,0.11999999999999988
2006-07-14,0.1534508761529776,0.0,0.18127579615228637,0.11109974883118966,0.14314422452583422,0.10402935433771215,0.187,0.11999999999999988
2006-07-21,0.1534508761529776,0.0,0.18127579615228637,0.11109974883118966,0.14314422452583422,0.10402935433771215,0.187,0.11999999999999988
2006-07-28,0.10683770569481961,0.21779999999999997,0.12731766460463376,0.059821687635317436,0.09627719992464316,0.06679574214058596,0.20514999999999997,0.12000000000000022
2006-08-04,0.10683770569481961,0.21779999999999997,0.12731766460463376,0.059821687635317436,0.09627719992464316,0.06679574214058596,0.20514999999999997,0.12000000000000022
2006-08-11,0.10683770569481961,0.21779999999999997,0.12731766460463376,0.059821687635317436,0.09627719992464316,0.06679574214058596,0.20514999999999997,0.12000000000000022
2006-08-18,0.10683770569481961,0.21779999999999997,0.12731766460463376,0.059821687635317436,0.09627719992464316,0.06679574214058596,0.20514999999999997,0.12000000000000022
2006-08-25,0.08093139373530431,0.31581,0.10125219477736809,0.040944832449386785,0.0802331985208324,0.0475108805171084,0.2133175,0.1200000000000001
2006-09-01,0.08093139373530431,0.31581,0.10125219477736809,0.040944832449386785,0.0802331985208324,0.0475108805171084,0.2133175,0.1200000000000001
2006-09-08,0.08093139373530431,0.31581,0.10125219477736809,0.040944832449386785,0.0802331985208324,0.0475108805171084,0.2133175,0.1200000000000001
2006-09-15,0.08093139373530431,0.31581,0.10125219477736809,0.040944832449386785,0.0802331985208324,0.0475108805171084,0.2133175,0.1200000000000001
2006-09-22,0.08093139373530431,0.31581,0.10125219477736809,0.040944832449386785,0.0802331985208324,0.0475108805171084,0.2133175,0.1200000000000001
2006-09-29,0.07148421260401677,0.35991449999999997,0.09170215957533562,0.033501711552981546,0.06620503921253429,0.04019950205513185,0.21699287500000003,0.11999999999999988
2006-10-06,0.07148421260401677,0.35991449999999997,0.09170215957533562,0.033501711552981546,0.06620503921253429,0.04019950205513185,0.21699287500000003,0.11999999999999988
2006-10-13,0.07148421260401677,0.35991449999999997,0.09170215957533562,0.033501711552981546,0.06620503921253429,0.04019950205513185,0.21699287500000003,0.11999999999999988
2006-10-20,0.07148421260401677,0.35991449999999997,0.09170215957533562,0.033501711552981546,0.06620503921253429,0.04019950205513185,0.21699287500000003,0.11999999999999988
2006-10-27,0.08551755553977733,0.3354938113970816,0.09051684066827473,0.06545221133877624,0.10836863010020971,0.06618868533088038,0.248462265625,0.0
2006-11-03,0.08551755553977733,0.3354938113970816,0.09051684066827473,0.06545221133877624,0.10836863010020971,0.06618868533088038,0.248462265625,0.0
2006-11-10,0.08551755553977733,0.3354938113970816,0.09051684066827473,0.06545221133877624,0.10836863010020971,0.06618868533088038,0.248462265625,0.0
2006-11-17,0.08551755553977733,0.3354938113970816,0.09051684066827473,0.06545221133877624,0.10836863010020971,0.06618868533088038,0.248462265625,0.0
2006-11-24,0.06772719937258845,0.44999999999999996,0.09212343527822088,0.033539525169387095,0.06622776285000406,0.0403820773297997,0.25,0.0
2006-12-01,0.06772719937258845,0.44999999999999996,0.09212343527822088,0.033539525169387095,0.06622776285000406,0.0403820773297997,0.25,0.0
2006-12-08,0.06772719937258845,0.44999999999999996,0.09212343527822088,0.033539525169387095,0.06622776285000406,0.0403820773297997,0.25,0.0
2006-12-15,0.06772719937258845,0.44999999999999996,0.09212343527822088,0.033539525169387095,0.06622776285000406,0.0403820773297997,0.25,0.0
2006-12-22,0.06772719937258845,0.44999999999999996,0.09212343527822088,0.033539525169387095,0.06622776285000406,0.0403820773297997,0.25,0.0
2006-12-29,0.0655787731258672,0.45,0.08982213537853594,0.03507736665829983,0.06824745994019657,0.04127426489710046,0.25,0.0
2007-01-05,0.0655787731258672,0.45,0.08982213537853594,0.03507736665829983,0.06824745994019657,0.04127426489710046,0.25,0.0
2007-01-12,0.0655787731258672,0.45,0.08982213537853594,0.03507736665829983,0.06824745994019657,0.04127426489710046,0.25,0.0
2007-01-19,0.0655787731258672,0.45,0.08982213537853594,0.03507736665829983,0.06824745994019657,0.04127426489710046,0.25,0.0
2007-01-26,0.06424193899990871,0.4499999999999999,0.08823006632857767,0.03529407119535753,0.06982190752244907,0.042412015953707125,0.25,0.0
2007-02-02,0.06424193899990871,0.4499999999999999,0.08823006632857767,0.03529407119535753,0.06982190752244907,0.042412015953707125,0.25,0.0
2007-02-09,0.06424193899990871,0.4499999999999999,0.08823006632857767,0.03529407119535753,0.06982190752244907,0.042412015953707125,0.25,0.0
2007-02-16,0.06424193899990871,0.4499999999999999,0.08823006632857767,0.03529407119535753,0.06982190752244907,0.042412015953707125,0.25,0.0
2007-02-23,0.06278221110993909,0.3778656778596604,0.10850247016162447,0.048429709793726454,0.10252967343921615,0.049890257635833414,0.25,0.0
2007-03-02,0.06278221110993909,0.3778656778596604,0.10850247016162447,0.048429709793726454,0.10252967343921615,0.049890257635833414,0.25,0.0
2007-03-09,0.06278221110993909,0.3778656778596604,0.10850247016162447,0.048429709793726454,0.10252967343921615,0.049890257635833414,0.25,0.0
2007-03-16,0.06278221110993909,0.3778656778596604,0.10850247016162447,0.048429709793726454,0.10252967343921615,0.049890257635833414,0.25,0.0
2007-03-23,0.06278221110993909,0.3778656778596604,0.10850247016162447,0.048429709793726454,0.10252967343921615,0.049890257635833414,0.25,0.0
2007-03-30,0.07663880176555662,0.30397717348929265,0.09909762838712771,0.07778030163226118,0.13147767643452668,0.06102841829123519,0.25,0.0
2007-04-06,0.07663880176555662,0.30397717348929265,0.09909762838712771,0.07778030163226118,0.13147767643452668,0.06102841829123519,0.25,0.0
2007-04-13,0.07663880176555662,0.30397717348929265,0.09909762838712771,0.07778030163226118,0.13147767643452668,0.06102841829123519,0.25,0.0
2007-04-20,0.07663880176555662,0.30397717348929265,0.09909762838712771,0.07778030163226118,0.13147767643452668,0.06102841829123519,0.25,0.0
2007-04-27,0.0829625962006107,0.2703788350778108,0.09492190404027386,0.09111223303855603,0.14440974258005068,0.06621468906269795,0.25,0.0
2007-05-04,0.0829625962006107,0.2703788350778108,0.09492190404027386,0.09111223303855603,0.14440974258005068,0.06621468906269795,0.25,0.0
2007-05-11,0.0829625962006107,0.2703788350778108,0.09492190404027386,0.09111223303855603,0.14440974258005068,0.06621468906269795,0.25,0.0
2007-05-18,0.0829625962006107,0.2703788350778108,0.09492190404027386,0.09111223303855603,0.14440974258005068,0.06621468906269795,0.25,0.0
2007-05-25,0.08780752049462141,0.240263996750817,0.10184298694829785,0.09886902714643203,0.16254444718892266,0.05867202147090906,0.25,0.0
2007-06-01,0.08780752049462141,0.240263996750817,0.10184298694829785,0.09886902714643203,0.16254444718892266,0.05867202147090906,0.25,0.0
2007-06-08,0.08780752049462141,0.240263996750817,0.10184298694829785,0.09886902714643203,0.16254444718892266,0.05867202147090906,0.25,0.0
2007-06-15,0.08780752049462141,0.240263996750817,0.10184298694829785,0.09886902714643203,0.16254444718892266,0.05867202147090906,0.25,0.0
2007-06-22,0.08780752049462141,0.240263996750817,0.10184298694829785,0.09886902714643203,0.16254444718892266,0.05867202147090906,0.25,0.0
2007-06-29,0.09052667985298542,0.22284093682674425,0.1065580323037661,0.10350693523900127,0.17187381464866996,0.05469360112883308,0.25000000000000006,0.0
2007-07-06,0.09052667985298542,0.22284093682674425,0.1065580323037661,0.10350693523900127,0.17187381464866996,0.05469360112883308,0.25000000000000006,0.0
2007-07-13,0.09052667985298542,0.22284093682674425,0.1065580323037661,0.10350693523900127,0.17187381464866996,0.05469360112883308,0.25000000000000006,0.0
2007-07-20,0.09052667985298542,0.22284093682674425,0.1065580323037661,0.10350693523900127,0.17187381464866996,0.05469360112883308,0.25000000000000006,0.0
2007-07-27,0.0647960636816594,0.18689488400179288,0.13566547841065948,0.07803970876361661,0.22378725181703346,0.06306390179291571,0.12775271153232237,0.12
2007-08-03,0.0647960636816594,0.18689488400179288,0.13566547841065948,0.07803970876361661,0.22378725181703346,0.06306390179291571,0.12775271153232237,0.12
2007-08-10,0.0647960636816594,0.18689488400179288,0.13566547841065948,0.07803970876361661,0.22378725181703346,0.06306390179291571,0.12775271153232237,0.12
2007-08-17,0.0647960636816594,0.18689488400179288,0.13566547841065948,0.07803970876361661,0.22378725181703346,0.06306390179291571,0.12775271153232237,0.12
2007-08-24,0.0647960636816594,0.18689488400179288,0.13566547841065948,0.07803970876361661,0.22378725181703346,0.06306390179291571,0.12775271153232237,0.12
2007-08-31,0.025276432394199383,0.0769021483693993,0.06830836013549653,0.03256111003410849,0.12466512202721321,0.03251129972197325,0.039775527317609874,0.6
2007-09-07,0.025276432394199383,0.0769021483693993,0.06830836013549653,0.03256111003410849,0.12466512202721321,0.03251129972197325,0.039775527317609874,0.6
2007-09-14,0.025276432394199383,0.0769021483693993,0.06830836013549653,0.03256111003410849,0.12466512202721321,0.03251129972197325,0.039775527317609874,0.6
2007-09-21,0.025276432394199383,0.0769021483693993,0.06830836013549653,0.03256111003410849,0.12466512202721321,0.03251129972197325,0.039775527317609874,0.6
2007-09-28,0.07403740805088892,0.16804312666544718,0.1537782726981995,0.1478802840707198,0.2991742260222842,0.07498604071170478,0.06591439627192239,0.016186245508833186
2007-10-05,0.07403740805088892,0.16804312666544718,0.1537782726981995,0.1478802840707198,0.2991742260222842,0.07498604071170478,0.06591439627192239,0.016186245508833186
2007-10-12,0.07403740805088892,0.16804312666544718,0.1537782726981995,0.1478802840707198,0.2991742260222842,0.07498604071170478,0.06591439627192239,0.016186245508833186
2007-10-19,0.07403740805088892,0.16804312666544718,0.1537782726981995,0.1478802840707198,0.2991742260222842,0.07498604071170478,0.06591439627192239,0.016186245508833186
2007-10-26,0.024599228369348785,0.0655404707357425,0.0705329716346854,0.04352433842786132,0.13706704515843252,0.03318775114332084,0.025548194530608692,0.5999999999999999
2007-11-02,0.024599228369348785,0.0655404707357425,0.0705329716346854,0.04352433842786132,0.13706704515843252,0.03318775114332084,0.025548194530608692,0.5999999999999999
2007-11-09,0.024599228369348785,0.0655404707357425,0.0705329716346854,0.04352433842786132,0.13706704515843252,0.03318775114332084,0.025548194530608692,0.5999999999999999
2007-11-16,0.024599228369348785,0.0655404707357425,0.0705329716346854,0.04352433842786132,0.13706704515843252,0.03318775114332084,0.025548194530608692,0.5999999999999999
2007-11-23,0.024599228369348785,0.0655404707357425,0.0705329716346854,0.04352433842786132,0.13706704515843252,0.03318775114332084,0.025548194530608692,0.5999999999999999
2007-11-30,0.023235794435349243,0.05402171300920261,0.08782070717894011,0.03360724570252785,0.1382217218399831,0.036477260077824085,0.02661555775617308,0.5999999999999999
2007-12-07,0.023235794435349243,0.05402171300920261,0.08782070717894011,0.03360724570252785,0.1382217218399831,0.036477260077824085,0.02661555775617308,0.5999999999999999
2007-12-14,0.023235794435349243,0.05402171300920261,0.08782070717894011,0.03360724570252785,0.1382217218399831,0.036477260077824085,0.02661555775617308,0.5999999999999999
2007-12-21,0.023235794435349243,0.05402171300920261,0.08782070717894011,0.03360724570252785,0.1382217218399831,0.036477260077824085,0.02661555775617308,0.5999999999999999
2007-12-28,0.051195544721661525,0.11015953393778397,0.2180965654344766,0.06650967021763254,0.2954088259368177,0.07950501028307241,0.05912484946855518,0.12
2008-01-04,0.051195544721661525,0.11015953393778397,0.2180965654344766,0.06650967021763254,0.2954088259368177,0.07950501028307241,0.05912484946855518,0.12
2008-01-11,0.051195544721661525,0.11015953393778397,0.2180965654344766,0.06650967021763254,0.2954088259368177,0.07950501028307241,0.05912484946855518,0.12
2008-01-18,0.051195544721661525,0.11015953393778397,0.2180965654344766,0.06650967021763254,0.2954088259368177,0.07950501028307241,0.05912484946855518,0.12
2008-01-25,0.022069904286161932,0.04601199498342173,0.10141643434301316,0.027875612306245967,0.13956551151877195,0.037106169410285314,0.02595437315210001,0.5999999999999999
2008-02-01,0.022069904286161932,0.04601199498342173,0.10141643434301316,0.027875612306245967,0.13956551151877195,0.037106169410285314,0.02595437315210001,0.5999999999999999
2008-02-08,0.022069904286161932,0.04601199498342173,0.10141643434301316,0.027875612306245967,0.13956551151877195,0.037106169410285314,0.02595437315210001,0.5999999999999999
2008-02-15,0.022069904286161932,0.04601199498342173,0.10141643434301316,0.027875612306245967,0.13956551151877195,0.037106169410285314,0.02595437315210001,0.5999999999999999
2008-02-22,0.022069904286161932,0.04601199498342173,0.10141643434301316,0.027875612306245967,0.13956551151877195,0.037106169410285314,0.02595437315210001,0.5999999999999999
2008-02-29,0.02149287418161473,0.04437720198528429,0.1022412389333523,0.02636325224883427,0.14210486033518496,0.037676271204090776,0.025744301111638748,0.6
2008-03-07,0.02149287418161473,0.04437720198528429,0.1022412389333523,0.02636325224883427,0.14210486033518496,0.037676271204090776,0.025744301111638748,0.6
2008-03-14,0.02149287418161473,0.04437720198528429,0.1022412389333523,0.02636325224883427,0.14210486033518496,0.037676271204090776,0.025744301111638748,0.6
2008-03-21,0.02149287418161473,0.04437720198528429,0.1022412389333523,0.02636325224883427,0.14210486033518496,0.037676271204090776,0.025744301111638748,0.6
2008-03-28,0.0213210218284477,0.04385137242254192,0.10187393975597495,0.022789061419794934,0.1470662013335983,0.037802797228984,0.02529560601065824,0.6
2008-04-04,0.0213210218284477,0.04385137242254192,0.10187393975597495,0.022789061419794934,0.1470662013335983,0.037802797228984,0.02529560601065824,0.6
2008-04-11,0.0213210218284477,0.04385137242254192,0.10187393975597495,0.022789061419794934,0.1470662013335983,0.037802797228984,0.02529560601065824,0.6
2008-04-18,0.0213210218284477,0.04385137242254192,0.10187393975597495,0.022789061419794934,0.1470662013335983,0.037802797228984,0.02529560601065824,0.6
2008-04-25,0.02102864686083775,0.04308281404836318,0.09510162608207146,0.022981871680687604,0.15259585008897653,0.03694352030098902,0.02826567093807443,0.6000000000000001
2008-05-02,0.02102864686083775,0.04308281404836318,0.09510162608207146,0.022981871680687604,0.15259585008897653,0.03694352030098902,0.02826567093807443,0.6000000000000001
2008-05-09,0.02102864686083775,0.04308281404836318,0.09510162608207146,0.022981871680687604,0.15259585008897653,0.03694352030098902,0.02826567093807443,0.6000000000000001
2008-05-16,0.02102864686083775,0.04308281404836318,0.09510162608207146,0.022981871680687604,0.15259585008897653,0.03694352030098902,0.02826567093807443,0.6000000000000001
2008-05-23,0.02102864686083775,0.04308281404836318,0.09510162608207146,0.022981871680687604,0.15259585008897653,0.03694352030098902,0.02826567093807443,0.6000000000000001
2008-05-30,0.04832838793807739,0.09825188524383358,0.2111475621754973,0.05302587091556955,0.3269938834088287,0.07813765042186312,0.0641147598963304,0.12
2008-06-06,0.04832838793807739,0.09825188524383358,0.2111475621754973,0.05302587091556955,0.3269938834088287,0.07813765042186312,0.0641147598963304,0.12
2008-06-13,0.04832838793807739,0.09825188524383358,0.2111475621754973,0.05302587091556955,0.3269938834088287,0.07813765042186312,0.0641147598963304,0.12
2008-06-20,0.04832838793807739,0.09825188524383358,0.2111475621754973,0.05302587091556955,0.3269938834088287,0.07813765042186312,0.0641147598963304,0.12
2008-06-27,0.04921325653042147,0.09880121338434046,0.21057995469672322,0.07092172786773139,0.29626979732515213,0.07692404104557068,0.07729000915006068,0.12
2008-07-04,0.04921325653042147,0.09880121338434046,0.21057995469672322,0.07092172786773139,0.29626979732515213,0.07692404104557068,0.07729000915006068,0.12
2008-07-11,0.04921325653042147,0.09880121338434046,0.21057995469672322,0.07092172786773139,0.29626979732515213,0.07692404104557068,0.07729000915006068,0.12
2008-07-18,0.04921325653042147,0.09880121338434046,0.21057995469672322,0.07092172786773139,0.29626979732515213,0.07692404104557068,0.07729000915006068,0.12
2008-07-25,0.04382587083009734,0.08477404826431743,0.18535586918867508,0.07117664235807285,0.2679603617756543,0.07069179466799096,0.07621541291519217,0.19999999999999984
2008-08-01,0.04382587083009734,0.08477404826431743,0.18535586918867508,0.07117664235807285,0.2679603617756543,0.07069179466799096,0.07621541291519217,0.19999999999999984
2008-08-08,0.04382587083009734,0.08477404826431743,0.18535586918867508,0.07117664235807285,0.2679603617756543,0.07069179466799096,0.07621541291519217,0.19999999999999984
2008-08-15,0.04382587083009734,0.08477404826431743,0.18535586918867508,0.07117664235807285,0.2679603617756543,0.07069179466799096,0.07621541291519217,0.19999999999999984
2008-08-22,0.04382587083009734,0.08477404826431743,0.18535586918867508,0.07117664235807285,0.2679603617756543,0.07069179466799096,0.07621541291519217,0.19999999999999984
2008-08-29,0.05057750179019514,0.09231483865763819,0.2076431491168996,0.07852434253575274,0.2926011587256848,0.06861455407632733,0.08972445509750217,0.1200000000000001
2008-09-05,0.05057750179019514,0.09231483865763819,0.2076431491168996,0.07852434253575274,0.2926011587256848,0.06861455407632733,0.08972445509750217,0.1200000000000001
2008-09-12,0.05057750179019514,0.09231483865763819,0.2076431491168996,0.07852434253575274,0.2926011587256848,0.06861455407632733,0.08972445509750217,0.1200000000000001
2008-09-19,0.05057750179019514,0.09231483865763819,0.2076431491168996,0.07852434253575274,0.2926011587256848,0.06861455407632733,0.08972445509750217,0.1200000000000001
2008-09-26,0.02317228057230858,0.04049524281605771,0.09234477084662535,0.0327699237145865,0.13736024587014187,0.030823474428524567,0.04303406175175546,0.6
2008-10-03,0.02317228057230858,0.04049524281605771,0.09234477084662535,0.0327699237145865,0.13736024587014187,0.030823474428524567,0.04303406175175546,0.6
2008-10-10,0.02317228057230858,0.04049524281605771,0.09234477084662535,0.0327699237145865,0.13736024587014187,0.030823474428524567,0.04303406175175546,0.6
2008-10-17,0.02317228057230858,0.04049524281605771,0.09234477084662535,0.0327699237145865,0.13736024587014187,0.030823474428524567,0.04303406175175546,0.6
2008-10-24,0.02317228057230858,0.04049524281605771,0.09234477084662535,0.0327699237145865,0.13736024587014187,0.030823474428524567,0.04303406175175546,0.6
2008-10-31,0.0286528103413718,0.04489243616393797,0.10550961564525035,0.03164481532686502,0.11632837873235247,0.03857014607826237,0.03440179771196005,0.6
2008-11-07,0.0286528103413718,0.04489243616393797,0.10550961564525035,0.03164481532686502,0.11632837873235247,0.03857014607826237,0.03440179771196005,0.6
2008-11-14,0.0286528103413718,0.04489243616393797,0.10550961564525035,0.03164481532686502,0.11632837873235247,0.03857014607826237,0.03440179771196005,0.6
2008-11-21,0.0286528103413718,0.04489243616393797,0.10550961564525035,0.03164481532686502,0.11632837873235247,0.03857014607826237,0.03440179771196005,0.6
2008-11-28,0.0319859079699538,0.04763856982229492,0.11288049645975994,0.024532487782256054,0.10156847921992543,0.04989583162165874,0.03149822712415119,0.6
2008-12-05,0.0319859079699538,0.04763856982229492,0.11288049645975994,0.024532487782256054,0.10156847921992543,0.04989583162165874,0.03149822712415119,0.6
2008-12-12,0.0319859079699538,0.04763856982229492,0.11288049645975994,0.024532487782256054,0.10156847921992543,0.04989583162165874,0.03149822712415119,0.6
2008-12-19,0.0319859079699538,0.04763856982229492,0.11288049645975994,0.024532487782256054,0.10156847921992543,0.04989583162165874,0.03149822712415119,0.6
2008-12-26,0.03584223564545153,0.048588291454397914,0.13133128694302054,0.021765732971359975,0.09097146484863562,0.040916771756618425,0.030584216380516057,0.5999999999999999
2009-01-02,0.03584223564545153,0.048588291454397914,0.13133128694302054,0.021765732971359975,0.09097146484863562,0.040916771756618425,0.030584216380516057,0.5999999999999999
2009-01-09,0.03584223564545153,0.048588291454397914,0.13133128694302054,0.021765732971359975,0.09097146484863562,0.040916771756618425,0.030584216380516057,0.5999999999999999
2009-01-16,0.03584223564545153,0.048588291454397914,0.13133128694302054,0.021765732971359975,0.09097146484863562,0.040916771756618425,0.030584216380516057,0.5999999999999999
2009-01-23,0.03584223564545153,0.048588291454397914,0.13133128694302054,0.021765732971359975,0.09097146484863562,0.040916771756618425,0.030584216380516057,0.5999999999999999
2009-01-30,0.037858068190657124,0.04908601020888379,0.14012650793830228,0.02074906521997031,0.0852575149857243,0.03635631717468945,0.030566516281772767,0.6
2009-02-06,0.037858068190657124,0.04908601020888379,0.14012650793830228,0.02074906521997031,0.0852575149857243,0.03635631717468945,0.030566516281772767,0.6
2009-02-13,0.037858068190657124,0.04908601020888379,0.14012650793830228,0.02074906521997031,0.0852575149857243,0.03635631717468945,0.030566516281772767,0.6
2009-02-20,0.037858068190657124,0.04908601020888379,0.14012650793830228,0.02074906521997031,0.0852575149857243,0.03635631717468945,0.030566516281772767,0.6
2009-02-27,0.039761051965611374,0.04985450221230771,0.14254800401183867,0.019960723752210464,0.08345129374374409,0.03455050807242729,0.029873916241860445,0.6
2009-03-06,0.039761051965611374,0.04985450221230771,0.14254800401183867,0.019960723752210464,0.08345129374374409,0.03455050807242729,0.029873916241860445,0.6
2009-03-13,0.039761051965611374,0.04985450221230771,0.14254800401183867,0.019960723752210464,0.08345129374374409,0.03455050807242729,0.029873916241860445,0.6
2009-03-20,0.039761051965611374,0.04985450221230771,0.14254800401183867,0.019960723752210464,0.08345129374374409,0.03455050807242729,0.029873916241860445,0.6
2009-03-27,0.041055587264717454,0.05028822294113897,0.143755123624534,0.019260553560940096,0.08278453457976545,0.03385894038753623,0.02899703764136784,0.6
2009-04-03,0.041055587264717454,0.05028822294113897,0.143755123624534,0.019260553560940096,0.08278453457976545,0.03385894038753623,0.02899703764136784,0.6
2009-04-10,0.041055587264717454,0.05028822294113897,0.143755123624534,0.019260553560940096,0.08278453457976545,0.03385894038753623,0.02899703764136784,0.6
