,BIL,DBA,EEM,EFA,EWJ,GLD,HYG,IAU,IEF,IWM,LQD,MBB,PDBC,QQQ,SHY,SLV,SPY,TIP,TLT,USO,UUP,VEA,VNQ,VTV,VUG,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2005-01-14,0.9661835111027792,0.0,0.0,0.0,0.0,0.012247430177162991,0.00067199999999999,0.0,0.0,0.0,0.00986790841572503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110291503043327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-21,0.9671647470541662,0.0,0.0,0.0,0.0,0.01195502810509264,0.0006720000000000001,0.0,0.0,0.0,0.0091414215763896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011066803264351511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-28,0.9673099659357601,0.0,0.0,0.0,0.0,0.01193889267380443,0.0006720000000000001,0.0,0.0,0.0,0.00889939010706652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01117975128336895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-04,0.9673682757188188,0.0,0.0,0.0,0.0,0.01193241380902014,0.0006720000000000001,0.0,0.0,0.0,0.00880220713530213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011225103336859001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-11,0.9673918758022272,0.0,0.0,0.0,0.0,0.011929791577530323,0.0006720000000000002,0.0,0.0,0.0,0.008762873662954862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011243458957287723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-18,0.9674014371692967,0.0,0.0,0.0,0.0,0.01192872920341147,0.0006720000000000001,0.0,0.0,0.0,0.0087469380511721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01125089557611968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-25,0.9447297963596647,0.0,0.0,0.0,0.0,0.017597176668486928,0.000672,0.0,0.0,0.0,0.014409368174371606,0.0,0.0,0.0056688772752094595,0.0,0.0,0.0,0.0,0.016922781522267116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-04,0.9447287552073063,0.0,0.0,0.0,0.0,0.01759765386331799,0.0006720000000000001,0.0,0.0,0.0,0.014407416013699121,0.0,0.0,0.005669527995433621,0.0,0.0,0.0,0.0,0.01692464692024305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-11,0.9447650794002902,0.0,0.0,0.0,0.0,0.017581005274866897,0.000672,0.0,0.0,0.0,0.014475523875544478,0.0,0.0,0.0056468253748184994,0.0,0.0,0.0,0.0,0.016859566074479717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-18,0.9579613616020694,0.0,0.0,0.0,0.0,0.010601876645095841,0.0025172082564420303,0.0,0.0,0.0,0.01723591832108011,0.0,0.0,0.00237062765143206,0.0,0.0,0.0,0.0,0.0093130075238806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-25,0.9595640816846558,0.0,0.0,0.0,0.0,0.00811440400001492,0.00285114650902772,0.0,0.0,0.0,0.01795956073581013,0.0,0.0,0.0022584366022618103,0.0,0.0,0.0,0.0,0.00925237046822964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.9586457503710137,0.0,0.0,0.0,0.0,0.00805612777599956,0.00313416617113692,0.0,0.0,0.0,0.01842294647002992,0.0,0.0,0.00225908695355374,0.0,0.0,0.0,0.0,0.009481922258266141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-08,0.9587338282014767,0.0,0.0,0.0,0.0,0.00788570452508826,0.0032526620851474203,0.0,0.0,0.0,0.01853016592585847,0.0,0.0,0.00221737426702017,0.0,0.0,0.0,0.0,0.009380264995409011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-15,0.9589805776910908,0.0,0.0,0.0,0.0,0.0077762029280147695,0.0032543473489328404,0.0,0.0,0.0,0.01849366135641197,0.0,0.0,0.00222109802364887,0.0,0.0,0.0,0.0,0.00927411265190079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-22,0.959197412307055,0.0,0.0,0.0,0.0,0.00768804200254393,0.0032537168902667707,0.0,0.0,0.0,0.018453460501973315,0.0,0.0,0.0022211872467270805,0.0,0.0,0.0,0.0,0.009186181051433952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-29,0.957164688503069,0.0,0.0,0.0,0.0,0.009831414140359582,0.0032536377269003405,0.0,0.0,0.0,0.018420120927360232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00910838353438172,0.0,0.0,0.0,0.00222175516792915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-06,0.9572332696210409,0.0,0.0,0.0,0.0,0.009796801699845231,0.00325602896987708,0.0,0.0,0.0,0.01841628952471861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009073239706539211,0.0,0.0,0.0,0.00222437047797891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
