factor,sleeve_or_component,correlation,abs_correlation
pca_full_diag_f4,composite_calm_carry_sleeve,-0.018471104906733055,0.018471104906733055
pca_full_diag_f4,sector_rotation_with_sma_filter,-0.018292969869297442,0.018292969869297442
pca_full_diag_f4,composite_ic_weighted,-0.01719165590296059,0.01719165590296059
pca_full_diag_f4,composite_selective_signals,-0.01641927811815422,0.01641927811815422
pca_full_diag_f4,composite_selective_trend_ensemble,-0.01641927811815422,0.01641927811815422
pca_full_diag_f4,composite_regime_conditioned,-0.015868911245967166,0.015868911245967166
pca_full_diag_f4,composite_selective_concentrated,-0.015606431096199995,0.015606431096199995
pca_full_diag_f4,cross_sectional_reversal_combo_ls,-0.01543361960572188,0.01543361960572188
pca_full_diag_f4,taa_10m_sma,-0.01281189078035956,0.01281189078035956
pca_full_diag_f4,dual_momentum_single_best,-0.011688420372799723,0.011688420372799723
pca_full_diag_f4,cta_trend_long_short_research,0.010565790529743414,0.010565790529743414
pca_full_diag_f4,cta_trend_long_only,-0.009604449720576187,0.009604449720576187
pca_full_diag_f4,composite_recovery_transition,-0.008959232616453294,0.008959232616453294
pca_full_diag_f4,sector_factor_rotation,0.007637752988026037,0.007637752988026037
pca_full_diag_f4,component::composite_regime_offense_component,0.007564408918336713,0.007564408918336713
pca_full_diag_f4,pairs_stat_arb_research,-0.004880330982911554,0.004880330982911554
pca_full_diag_f4,composite_confirmation_aware_momentum,0.0008896274620997328,0.0008896274620997328
pca_full_diag_f5,composite_structural_defense_sleeve,-0.20909325857320166,0.20909325857320166
pca_full_diag_f5,composite_selective_signals,0.11958023296216468,0.11958023296216468
pca_full_diag_f5,composite_selective_trend_ensemble,0.11958023296216468,0.11958023296216468
pca_full_diag_f5,composite_recovery_transition,0.11872114041377016,0.11872114041377016
pca_full_diag_f5,composite_selective_concentrated,0.1152270869237187,0.1152270869237187
pca_full_diag_f5,component::composite_regime_defense_component,0.11362878316408875,0.11362878316408875
pca_full_diag_f5,composite_calm_trend_specialist,0.11003963199982264,0.11003963199982264
pca_full_diag_f5,composite_selective_strength_weighted,0.108086939516899,0.108086939516899
pca_full_diag_f5,composite_equal_weight,0.1052863989144565,0.1052863989144565
pca_full_diag_f5,composite_calm_carry_sleeve,-0.10442347500386204,0.10442347500386204
pca_full_diag_f5,composite_healthier_recovery_specialist,0.09896076976330412,0.09896076976330412
pca_full_diag_f5,taa_10m_sma,0.08593868696088673,0.08593868696088673
pca_full_diag_f5,composite_calm_trend_participation,0.08289159847566535,0.08289159847566535
pca_full_diag_f5,baseline_equal_weight_risk_assets,0.08044355402541552,0.08044355402541552
