strategy_name,audit_type,item,category,average_weight,max_weight,holding_frequency
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VUG,Factors/styles,0.026716867469879522,0.17,0.23493975903614459
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,QQQ,US broad equity,0.025180722891566264,0.17,0.20481927710843373
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLY,US sectors,0.024789156626506024,0.17,0.2289156626506024
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,MTUM,Factors/styles,0.02310240963855422,0.17,0.19879518072289157
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IWM,US broad equity,0.02003012048192771,0.17,0.1566265060240964
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IWF,Factors/styles,0.01825301204819277,0.17,0.1686746987951807
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,KRE,US sectors,0.018102409638554216,0.17,0.16566265060240964
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWY,International equity,0.017740963855421687,0.17,0.13253012048192772
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IVW,Factors/styles,0.014638554216867472,0.17,0.14156626506024098
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XBI,US sectors,0.01427710843373494,0.17,0.1355421686746988
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWZ,International equity,0.013855421686746987,0.17,0.10542168674698796
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,USO,Commodities,0.012861445783132532,0.17,0.10240963855421686
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWW,International equity,0.012138554216867471,0.17,0.10240963855421686
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,SCHH,Real estate,0.012138554216867471,0.17,0.09036144578313253
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IJH,US broad equity,0.011204819277108435,0.17,0.08132530120481928
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWT,International equity,0.011174698795180724,0.17,0.10240963855421686
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,FXI,International equity,0.009518072289156626,0.17,0.08734939759036145
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,REET,Real estate,0.008704819277108434,0.17,0.06626506024096386
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,UNG,Commodities,0.008493975903614458,0.17,0.06626506024096386
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,MDY,US broad equity,0.008463855421686747,0.17,0.060240963855421686
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IJR,US broad equity,0.008433734939759036,0.17,0.06626506024096386
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLB,US sectors,0.00816265060240964,0.17,0.08132530120481928
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,SHV,Bonds,0.007198795180722893,0.17,0.14457831325301204
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VNQ,Real estate,0.0071987951807228915,0.17,0.05120481927710843
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IYR,Real estate,0.0071987951807228915,0.17,0.05120481927710843
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLRE,US sectors,0.0071987951807228915,0.17,0.04819277108433735
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWG,International equity,0.00641566265060241,0.17,0.0572289156626506
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLF,US sectors,0.0056626506024096395,0.17,0.060240963855421686
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VLUE,Factors/styles,0.005632530120481928,0.17,0.05120481927710843
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLE,US sectors,0.005512048192771085,0.17,0.04819277108433735
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,INDA,International equity,0.004939759036144579,0.17,0.03313253012048193
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EEM,International equity,0.004246987951807229,0.17,0.045180722891566265
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLI,US sectors,0.004126506024096386,0.17,0.03614457831325301
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IBB,US sectors,0.004126506024096386,0.17,0.06626506024096386
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IEMG,International equity,0.0040963855421686755,0.17,0.0391566265060241
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWJ,International equity,0.003945783132530121,0.17,0.03313253012048193
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWA,International equity,0.003945783132530121,0.17,0.03614457831325301
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLU,US sectors,0.0025602409638554218,0.17,0.03313253012048193
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWC,International equity,0.0024397590361445783,0.17,0.018072289156626505
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,SHY,Bonds,0.0022891566265060247,0.1,0.07228915662650602
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,ASHR,International equity,0.00213855421686747,0.17,0.03313253012048193
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,SLV,Commodities,0.0021385542168674697,0.17,0.02108433734939759
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,STIP,Bonds,0.0018674698795180726,0.1,0.030120481927710843
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,QUAL,Factors/styles,0.0015963855421686748,0.17,0.012048192771084338
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VGSH,Bonds,0.0013855421686746988,0.1,0.0572289156626506
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,PDBC,Commodities,0.0010542168674698795,0.17,0.009036144578313253
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VTI,US broad equity,0.0010240963855421687,0.17,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VGIT,Bonds,0.0007228915662650604,0.020000000000000004,0.03614457831325301
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,DVY,Factors/styles,0.0007228915662650603,0.1,0.012048192771084338
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IAU,Commodities,0.0006325301204819278,0.17,0.009036144578313253
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IVV,US broad equity,0.0006024096385542169,0.1,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,MUB,Bonds,0.0005421686746987952,0.1,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,DBC,Commodities,0.0005421686746987952,0.1,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VCSH,Credit,0.0005421686746987952,0.1,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,IVE,Factors/styles,0.0005120481927710843,0.17,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,SCHB,US broad equity,0.0005120481927710843,0.17,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VNQI,Real estate,0.0005120481927710843,0.17,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,MBB,Bonds,0.00042168674698795186,0.1,0.009036144578313253
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLP,US sectors,0.00042168674698795186,0.1,0.009036144578313253
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,GLD,Commodities,0.00036144578313253013,0.1,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,EWU,International equity,0.00036144578313253013,0.1,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,LQD,Credit,0.00030120481927710846,0.1,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VWO,International equity,0.00030120481927710846,0.1,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,RSP,Factors/styles,0.0002409638554216868,0.020000000000000004,0.012048192771084338
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,XLV,US sectors,0.0002409638554216868,0.020000000000000004,0.012048192771084338
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VTV,Factors/styles,0.0001204819277108434,0.020000000000000004,0.006024096385542169
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,UUP,Currency/dollar,6.02409638554217e-05,0.020000000000000004,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,FXE,Currency/dollar,6.02409638554217e-05,0.020000000000000004,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,USMV,Factors/styles,6.02409638554217e-05,0.020000000000000004,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,DBA,Commodities,6.02409638554217e-05,0.020000000000000004,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,BKLN,Credit,6.02409638554217e-05,0.020000000000000004,0.0030120481927710845
elasticnet_regression_forward_return_4w__top5_equal_weight__defensive_first,ticker,VOO,US broad equity,6.02409638554217e-05,0.020000000000000004,0.0030120481927710845
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,synthetic_core,synthetic_core,0.9000000000000002,0.9,1.0
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,US sectors,US sectors,0.02816126409624724,0.06957735138860194,0.7650602409638554
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,International equity,International equity,0.02566081391643731,0.0746672235786024,0.7469879518072289
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,Bonds,Bonds,0.022108223387800913,0.1,0.2469879518072289
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,Commodities,Commodities,0.016958002330641746,0.05818959225548493,0.6807228915662651
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,US broad equity,US broad equity,0.0030864623275297016,0.039277919799299246,0.19578313253012047
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,Real estate,Real estate,0.0016743919699496283,0.04365004351734341,0.07228915662650602
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,Volatility proxies,Volatility proxies,0.001615860684392599,0.011346243177095594,0.0030120481927710845
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,category,Factors/styles,Factors/styles,0.0007349812870008699,0.015166688778595453,0.05120481927710843
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_top3_weight,,0.9430585498142723,1.0,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_sector_weight,,0.02816126409624724,0.06957735138860194,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_international_weight,,0.02566081391643731,0.0746672235786024,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_safe_asset_weight,,0.022108223387800913,0.1,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_BIL_weight,,0.021686746987951807,0.1,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_commodities_weight,,0.016958002330641746,0.05818959225548493,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,summary,average_SPY_QQQ_SMH_weight,,0.005508581692284264,0.02392507013407741,
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,CORE_phase4b,synthetic_core,0.9000000000000002,0.9,1.0
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,BIL,Bonds,0.021686746987951807,0.1,0.21686746987951808
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XBI,US sectors,0.00561455225886984,0.01631148949126064,0.2560240963855422
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,SMH,US sectors,0.005234190540488833,0.015698844992665033,0.20481927710843373
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,SLV,Commodities,0.005210835097628708,0.016667534745404868,0.19578313253012047
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,FXI,International equity,0.004982732370720276,0.017404305507884184,0.25301204819277107
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWY,International equity,0.004922606784453764,0.015417154546268658,0.3042168674698795
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWZ,International equity,0.004804952690173526,0.01758043641149763,0.2469879518072289
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,KRE,US sectors,0.004560893671862083,0.015016472743193494,0.11746987951807229
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLE,US sectors,0.0045506644722601445,0.016944142057027413,0.20783132530120482
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,USO,Commodities,0.004404962854670901,0.0158895568494136,0.0963855421686747
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWW,International equity,0.003594225045642701,0.01674700303253339,0.2560240963855422
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,UNG,Commodities,0.0030304875837136674,0.011508829515387576,0.006024096385542169
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,ASHR,International equity,0.002818018227884501,0.015710612772394644,0.18373493975903615
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IBB,US sectors,0.0024656461648874424,0.017447087554958007,0.18373493975903615
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWT,International equity,0.002050510932405517,0.01538450442384094,0.1566265060240964
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLY,US sectors,0.0018594757627867881,0.01642812275185178,0.15060240963855423
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IWM,US broad equity,0.001805625619240475,0.01477161019518917,0.14156626506024098
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWG,International equity,0.0016176729373073788,0.01620142852183012,0.1144578313253012
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,VIXY,Volatility proxies,0.001615860684392599,0.011346243177095594,0.0030120481927710845
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLK,US sectors,0.001396321685334733,0.015762076087259252,0.10240963855421686
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IAU,Commodities,0.0010296702903289504,0.015355481743385755,0.0783132530120482
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,GLD,Commodities,0.0010227396747205834,0.01567659502911053,0.07530120481927711
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IJR,US broad equity,0.0008926590998085044,0.015605302569567589,0.06927710843373494
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,DBC,Commodities,0.0008903960592239518,0.016501591493820352,0.06626506024096386
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,PDBC,Commodities,0.0007909460956513021,0.015956551356617835,0.060240963855421686
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLF,US sectors,0.0007852421984074659,0.014642620857993323,0.06626506024096386
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,SCHH,Real estate,0.0006528493303250119,0.015681274036636522,0.045180722891566265
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,DBA,Commodities,0.0005779646747036811,0.015039572455371625,0.018072289156626505
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,MTUM,Factors/styles,0.0005770802684456651,0.015166688778595453,0.0391566265060241
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLB,US sectors,0.0005509278063902085,0.014616585177805628,0.04216867469879518
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLU,US sectors,0.0004519878142477996,0.017701664161015998,0.030120481927710843
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLRE,US sectors,0.000449599596590373,0.016413217647632216,0.03313253012048193
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,VNQ,Real estate,0.00043213552765386304,0.014790315502717545,0.03313253012048193
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,TLT,Bonds,0.00042147639984910543,0.016666733804997086,0.030120481927710843
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IYR,Real estate,0.0003559222739213155,0.014436465187388076,0.02710843373493976
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,QQQ,US broad equity,0.00027439115179543123,0.01442306069430435,0.02108433734939759
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWJ,International equity,0.00022944294219408095,0.015243592017063747,0.018072289156626505
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EEM,International equity,0.0001912395785987648,0.013599855771746919,0.015060240963855422
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,REET,Real estate,0.00018926270979061145,0.013292948762186022,0.015060240963855422
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EWA,International equity,0.00018470300792703995,0.013046353839961944,0.015060240963855422
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLV,US sectors,0.00015889675220844937,0.014236579000917283,0.012048192771084338
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,DVY,Factors/styles,0.00015790101855520485,0.013544074446561999,0.012048192771084338
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,INDA,International equity,0.0001411223458974091,0.019491651166847587,0.009036144578313253
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,XLI,US sectors,8.286537191308158e-05,0.01398397196952202,0.006024096385542169
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IEMG,International equity,8.062014901972965e-05,0.014028574786566567,0.006024096385542169
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,IJH,US broad equity,7.350569115319083e-05,0.013308346106435505,0.006024096385542169
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,VNQI,Real estate,4.42221282588263e-05,0.014681746581930331,0.0030120481927710845
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,EFA,International equity,4.2966904212616675e-05,0.014265012198588736,0.0030120481927710845
random_forest_classifier_top_quintile_4w__top10_inverse_vol__phase4b_core_plus_10pct_ranker_sleeve,ticker,MDY,US broad equity,4.028076553209979e-05,0.01337321415665713,0.0030120481927710845
