weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,average_growth_allocation,maximum_growth_allocation,annual_total_turnover,cap_event_weeks,scenario,variant,cap_schedule,cost_bps,window,exceptional_signal_share,control_cagr,control_sharpe,control_max_drawdown,control_peak_stock_weight,cagr_change_vs_control,sharpe_change_vs_control,drawdown_change_vs_control,peak_weight_change_vs_control
32,2026-01-02,2026-08-07,0.9637103248041103,0.5148001434566787,2.1944250051904364,-0.1455200365394792,0.33370783286811834,0.1840735604442693,0.49375,0.5,1.705754765961102,3,base,breadth3_vol_50,monthly_with_weekly_2x_emergency,50,ytd,0.9375,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.08059728870848848,0.04788542851699784,-0.011101149754689121,0.03623830604155334
188,2023-01-06,2026-08-07,0.3960402328235022,2.3408868201667925,1.5073776649490134,-0.21799538695058773,0.24115935225411483,0.22003037945599038,0.24999999999999997,0.6,2.3783986249711693,4,base,breadth3_vol_60,monthly,50,full_recent,0.2712765957446808,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,0.010096325444832077,-0.031461231058878214,-0.0055798759663922,0.07219512505327441
157,2023-08-11,2026-08-07,0.39924552362641075,1.7573216514718286,1.4498485306646318,-0.21799538695058773,0.25456614670827526,0.22003037945599038,0.27961783439490445,0.6,2.7604781400023275,4,base,breadth3_vol_60,monthly,50,since_incumbent_holdout_start,0.3248407643312102,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,0.012108956831708095,-0.02850245228986492,-0.0055798759663922,0.07219512505327441
105,2024-08-09,2026-08-07,0.5914038299776632,1.555295853015187,1.784575545180073,-0.2159001275747886,0.2837567207880793,0.22003037945599038,0.35809523809523813,0.6,3.1695140567366065,3,base,breadth3_vol_60,monthly,50,trailing_2y,0.47619047619047616,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.03282163748147471,-0.016534869931451812,-0.0034846165905935145,0.07219512505327441
53,2025-08-08,2026-08-07,1.0210291920704129,1.0485613868276058,2.4083513297174575,-0.15660766666607984,0.3138849525461424,0.22003037945599038,0.5547169811320755,0.6,2.296743270988578,3,base,breadth3_vol_60,monthly,50,trailing_1y,0.8867924528301887,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.09792499793998166,-0.024787128697992156,-0.022188779881289533,0.07219512505327441
32,2026-01-02,2026-08-07,1.0445813296986608,0.5528916813210609,2.218042377874936,-0.15660766666607984,0.35107569179928655,0.22003037945599038,0.5874999999999999,0.6,2.2038412311259394,3,base,breadth3_vol_60,monthly,50,ytd,0.9375,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.16146829360303894,0.07150280120149732,-0.022188779881289755,0.07219512505327441
188,2023-01-06,2026-08-07,0.3957838310324675,2.3386689553079445,1.507308714434722,-0.21799538695058907,0.24102690671525995,0.2174994571487864,0.24999999999999997,0.6,2.3873305347723623,8,base,breadth3_vol_60,biweekly,50,full_recent,0.2712765957446808,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,0.009839923653797378,-0.03153018157316967,-0.005579875966393533,0.06966420274607044
157,2023-08-11,2026-08-07,0.39893779537588436,1.7554911893447,1.4496871499540507,-0.21799538695058862,0.2544158493190478,0.2174994571487864,0.27961783439490445,0.6,2.771173675305667,8,base,breadth3_vol_60,biweekly,50,since_incumbent_holdout_start,0.3248407643312102,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,0.01180122858118171,-0.02866383300044606,-0.005579875966393089,0.06966420274607044
105,2024-08-09,2026-08-07,0.590974591487005,1.5539043450208192,1.7846286601141266,-0.2159001275747886,0.2835659650103592,0.2174994571487864,0.35809523809523813,0.6,3.1799708322206564,5,base,breadth3_vol_60,biweekly,50,trailing_2y,0.47619047619047616,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.032392398990816584,-0.016481754997398346,-0.0034846165905935145,0.06966420274607044
53,2025-08-08,2026-08-07,1.0199493834064914,1.0474458253777095,2.408868064617837,-0.1564444818273898,0.313550036102828,0.2174994571487864,0.5547169811320755,0.6,2.3174595243060354,5,base,breadth3_vol_60,biweekly,50,trailing_1y,0.8867924528301887,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.09684518927606023,-0.024270393797612755,-0.02202559504259949,0.06966420274607044
32,2026-01-02,2026-08-07,1.0427723722368527,0.5520460410065033,2.2181669945422997,-0.15644448182738968,0.35057468086146326,0.2174994571487864,0.5874999999999999,0.6,2.2381525256829784,5,base,breadth3_vol_60,biweekly,50,ytd,0.9375,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.15965933614123085,0.07162741786886118,-0.0220255950425996,0.06966420274607044
188,2023-01-06,2026-08-07,0.39576464837417435,2.3385030689444144,1.5091389167866922,-0.21799538695058784,0.2406672783237528,0.20359029710453996,0.24999999999999997,0.6,2.3895218905448865,13,base,breadth3_vol_60,weekly,50,full_recent,0.2712765957446808,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,0.009820740995504229,-0.02969997922119938,-0.005579875966392311,0.05575504270182399
157,2023-08-11,2026-08-07,0.3989147731856133,1.755354278971355,1.4515388993101133,-0.21799538695058773,0.2540074710410204,0.20359029710453996,0.27961783439490445,0.6,2.773797719160665,13,base,breadth3_vol_60,weekly,50,since_incumbent_holdout_start,0.3248407643312102,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,0.01177820639091065,-0.026812083644383478,-0.0055798759663922,0.05575504270182399
105,2024-08-09,2026-08-07,0.591055720601682,1.5541673205642277,1.7877091345452711,-0.21590012757478894,0.28301830679620565,0.20359029710453996,0.35809523809523813,0.6,3.18273610617403,8,base,breadth3_vol_60,weekly,50,trailing_2y,0.47619047619047616,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.03247352810549353,-0.013401280566253782,-0.0034846165905938475,0.05575504270182399
53,2025-08-08,2026-08-07,1.0201534529877136,1.0476566508847664,2.4158128616172583,-0.1549063796247685,0.31256211939816664,0.20359029710453996,0.5547169811320755,0.6,2.32293789723253,8,base,breadth3_vol_60,weekly,50,trailing_1y,0.8867924528301887,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.09704925885728244,-0.017325596798191345,-0.020487492839978194,0.05575504270182399
32,2026-01-02,2026-08-07,1.0431141926930412,0.5522058551952436,2.2265949767147935,-0.1549063796247684,0.3490921809792972,0.20359029710453996,0.5874999999999999,0.6,2.2472260808424855,8,base,breadth3_vol_60,weekly,50,ytd,0.9375,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.16000115659741931,0.08005540004135492,-0.020487492839978305,0.05575504270182399
188,2023-01-06,2026-08-07,0.3960402328235022,2.3408868201667925,1.5073776649490134,-0.21799538695058773,0.24115935225411483,0.22003037945599038,0.24999999999999997,0.6,2.3783986249711693,4,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,full_recent,0.2712765957446808,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,0.010096325444832077,-0.031461231058878214,-0.0055798759663922,0.07219512505327441
157,2023-08-11,2026-08-07,0.39924552362641075,1.7573216514718286,1.4498485306646318,-0.21799538695058773,0.25456614670827526,0.22003037945599038,0.27961783439490445,0.6,2.7604781400023275,4,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,since_incumbent_holdout_start,0.3248407643312102,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,0.012108956831708095,-0.02850245228986492,-0.0055798759663922,0.07219512505327441
105,2024-08-09,2026-08-07,0.5914038299776632,1.555295853015187,1.784575545180073,-0.2159001275747886,0.2837567207880793,0.22003037945599038,0.35809523809523813,0.6,3.1695140567366065,3,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,trailing_2y,0.47619047619047616,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.03282163748147471,-0.016534869931451812,-0.0034846165905935145,0.07219512505327441
53,2025-08-08,2026-08-07,1.0210291920704129,1.0485613868276058,2.4083513297174575,-0.15660766666607984,0.3138849525461424,0.22003037945599038,0.5547169811320755,0.6,2.296743270988578,3,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,trailing_1y,0.8867924528301887,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.09792499793998166,-0.024787128697992156,-0.022188779881289533,0.07219512505327441
32,2026-01-02,2026-08-07,1.0445813296986608,0.5528916813210609,2.218042377874936,-0.15660766666607984,0.35107569179928655,0.22003037945599038,0.5874999999999999,0.6,2.2038412311259394,3,base,breadth3_vol_60,monthly_with_weekly_2x_emergency,50,ytd,0.9375,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.16146829360303894,0.07150280120149732,-0.022188779881289755,0.07219512505327441
188,2023-01-06,2026-08-07,0.3852027203695205,2.2480681810188528,1.5224936374410756,-0.21463021884169908,0.23231652930973784,0.15811016707328268,0.2117021276595744,0.5,2.3119577014513353,4,base,breadth4_vol_50,monthly,50,full_recent,0.1595744680851064,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,-0.000741187009149602,-0.016345258566816012,-0.0022147078575035506,0.01027491267056671
157,2023-08-11,2026-08-07,0.38624831390529946,1.6807159904126459,1.4613718600902736,-0.21463021884169986,0.24451410126315568,0.15811016707328268,0.2337579617834394,0.5,2.680918308016794,4,base,breadth4_vol_50,monthly,50,since_incumbent_holdout_start,0.1910828025477707,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,-0.000888252889403196,-0.016979122864223095,-0.0022147078575043277,0.01027491267056671
105,2024-08-09,2026-08-07,0.5631225460529894,1.4644311507133434,1.7914342320471266,-0.21252594302288486,0.2706661830133953,0.15811016707328268,0.2904761904761905,0.5,3.149888870723802,3,base,breadth4_vol_50,monthly,50,trailing_2y,0.2761904761904762,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.004540353556800936,-0.009676183064398325,-0.00011043203868976725,0.01027491267056671
53,2025-08-08,2026-08-07,0.9422945396291342,0.9672502545776582,2.429208132341795,-0.13969202361643274,0.29208339077916207,0.15811016707328268,0.42641509433962255,0.5,2.650434002454717,3,base,breadth4_vol_50,monthly,50,trailing_1y,0.49056603773584906,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.01919034549870302,-0.003930326073654733,-0.005273136831642433,0.01027491267056671
32,2026-01-02,2026-08-07,0.9085301827016663,0.48846239232264543,2.1793794052590467,-0.13969202361643296,0.32105813606001526,0.15811016707328268,0.446875,0.5,2.0003915273079578,3,base,breadth4_vol_50,monthly,50,ytd,0.46875,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.02541714660604444,0.03283982858560819,-0.005273136831642877,0.01027491267056671
188,2023-01-06,2026-08-07,0.38513296121851615,2.247476838792039,1.522606796169202,-0.2146302188416992,0.23225711135970456,0.1581101670732827,0.2117021276595744,0.5,2.3182203851100636,8,base,breadth4_vol_50,biweekly,50,full_recent,0.1595744680851064,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,-0.0008109461601539802,-0.016232099838689562,-0.0022147078575036616,0.010274912670566738
157,2023-08-11,2026-08-07,0.3861647180165897,1.680227940139417,1.4614618958311032,-0.21463021884169875,0.24444645028534112,0.1581101670732827,0.2337579617834394,0.5,2.688417572525334,8,base,breadth4_vol_50,biweekly,50,since_incumbent_holdout_start,0.1910828025477707,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,-0.0009718487781129603,-0.016889087123393542,-0.0022147078575032175,0.010274912670566738
105,2024-08-09,2026-08-07,0.5630740038441715,1.4642766173421933,1.7917828913144156,-0.2125259430228844,0.27058390403315896,0.1581101670732827,0.2904761904761905,0.5,3.1555664603527736,5,base,breadth4_vol_50,biweekly,50,trailing_2y,0.2761904761904762,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.0044918113479830435,-0.009327523797109327,-0.00011043203868932316,0.010274912670566738
53,2025-08-08,2026-08-07,0.9421750449934909,0.9671268971798839,2.430103931842499,-0.13949596896873562,0.29193246773008197,0.1581101670732827,0.42641509433962255,0.5,2.661682057380036,5,base,breadth4_vol_50,biweekly,50,trailing_1y,0.49056603773584906,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.019070850863059707,-0.0030345265729505577,-0.005077082183945314,0.010274912670566738
32,2026-01-02,2026-08-07,0.9083357141065909,0.4883690575539883,2.180402179050243,-0.1394959689687355,0.32082769271215894,0.1581101670732827,0.446875,0.5,2.0190211182780176,5,base,breadth4_vol_50,biweekly,50,ytd,0.46875,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.025222678010969002,0.033862602376804496,-0.005077082183945425,0.010274912670566738
188,2023-01-06,2026-08-07,0.385293525931802,2.248838048522403,1.5243624467527959,-0.21463021884169975,0.23203070451965288,0.15811016707328274,0.2117021276595744,0.5,2.3149893383753115,13,base,breadth4_vol_50,weekly,50,full_recent,0.1595744680851064,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,-0.0006503814468681313,-0.014476449255095725,-0.0022147078575042167,0.010274912670566766
157,2023-08-11,2026-08-07,0.386357132009288,1.6813513822862918,1.4633125552501525,-0.21463021884170053,0.24418855376898121,0.15811016707328274,0.2337579617834394,0.5,2.6845485484098353,13,base,breadth4_vol_50,weekly,50,since_incumbent_holdout_start,0.1910828025477707,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,-0.0007794347854146455,-0.01503842770434427,-0.002214707857504994,0.010274912670566766
105,2024-08-09,2026-08-07,0.5635166342504825,1.4656859054444484,1.7948018640171868,-0.21252594302288585,0.2702338051740603,0.15811016707328274,0.2904761904761905,0.5,3.1486230517216898,8,base,breadth4_vol_50,weekly,50,trailing_2y,0.2761904761904762,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.004934441754294028,-0.006308551094338144,-0.00011043203869076645,0.010274912670566766
53,2025-08-08,2026-08-07,0.9432647873467408,0.968251871751457,2.436850337975139,-0.13908765322096817,0.2912775249890771,0.15811016707328274,0.42641509433962255,0.5,2.647926247827889,8,base,breadth4_vol_50,weekly,50,trailing_1y,0.49056603773584906,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.020160593216309586,0.003711879559689546,-0.0046687664361778625,0.010274912670566766
32,2026-01-02,2026-08-07,0.9101094790817068,0.4892202366748002,2.189151939755367,-0.13908765322096817,0.3198279630083927,0.15811016707328274,0.446875,0.5,1.996238058707274,8,base,breadth4_vol_50,weekly,50,ytd,0.46875,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.026996442986084945,0.04261236308192862,-0.0046687664361780845,0.010274912670566766
188,2023-01-06,2026-08-07,0.3852027203695205,2.2480681810188528,1.5224936374410756,-0.21463021884169908,0.23231652930973784,0.15811016707328268,0.2117021276595744,0.5,2.3119577014513353,4,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,full_recent,0.1595744680851064,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,-0.000741187009149602,-0.016345258566816012,-0.0022147078575035506,0.01027491267056671
157,2023-08-11,2026-08-07,0.38624831390529946,1.6807159904126459,1.4613718600902736,-0.21463021884169986,0.24451410126315568,0.15811016707328268,0.2337579617834394,0.5,2.680918308016794,4,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,since_incumbent_holdout_start,0.1910828025477707,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,-0.000888252889403196,-0.016979122864223095,-0.0022147078575043277,0.01027491267056671
105,2024-08-09,2026-08-07,0.5631225460529894,1.4644311507133434,1.7914342320471266,-0.21252594302288486,0.2706661830133953,0.15811016707328268,0.2904761904761905,0.5,3.149888870723802,3,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,trailing_2y,0.2761904761904762,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.004540353556800936,-0.009676183064398325,-0.00011043203868976725,0.01027491267056671
53,2025-08-08,2026-08-07,0.9422945396291342,0.9672502545776582,2.429208132341795,-0.13969202361643274,0.29208339077916207,0.15811016707328268,0.42641509433962255,0.5,2.650434002454717,3,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,trailing_1y,0.49056603773584906,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.01919034549870302,-0.003930326073654733,-0.005273136831642433,0.01027491267056671
32,2026-01-02,2026-08-07,0.9085301827016663,0.48846239232264543,2.1793794052590467,-0.13969202361643296,0.32105813606001526,0.15811016707328268,0.446875,0.5,2.0003915273079578,3,base,breadth4_vol_50,monthly_with_weekly_2x_emergency,50,ytd,0.46875,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.02541714660604444,0.03283982858560819,-0.005273136831642877,0.01027491267056671
188,2023-01-06,2026-08-07,0.38380152002516454,2.2362052503350798,1.5006798979796983,-0.21799538695058773,0.23552365210258494,0.19061406742094847,0.2276595744680851,0.6,2.874922636119635,4,base,breadth4_vol_60,monthly,50,full_recent,0.1595744680851064,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,-0.0021423873535055815,-0.038158998028193336,-0.0055798759663922,0.0427788130182325
157,2023-08-11,2026-08-07,0.38456934465570547,1.6709252021025471,1.4386443124935542,-0.21799538695058773,0.2481648035432283,0.19061406742094847,0.2528662420382165,0.6,3.3550419240527205,4,base,breadth4_vol_60,monthly,50,since_incumbent_holdout_start,0.1910828025477707,0.38713656679470265,1.4783509829544967,-0.21241551098419553,0.14783525440271597,-0.0025672221389971828,-0.03970667046094256,-0.0055798759663922,0.0427788130182325
105,2024-08-09,2026-08-07,0.5665107628312982,1.4752295725104365,1.7739479381040602,-0.2159001275747886,0.27529022915967316,0.19061406742094847,0.3180952380952381,0.6,4.05852847669767,3,base,breadth4_vol_60,monthly,50,trailing_2y,0.2761904761904762,0.5585821924961885,1.801110415111525,-0.2124155109841951,0.14783525440271597,0.007928570335109741,-0.02716247700746477,-0.0034846165905935145,0.0427788130182325
53,2025-08-08,2026-08-07,0.9588796017937984,0.9843728544369656,2.408835591698625,-0.14624135529854587,0.298989264110821,0.19061406742094847,0.47547169811320744,0.6,4.057998253930306,3,base,breadth4_vol_60,monthly,50,trailing_1y,0.49056603773584906,0.9231041941304312,2.4331384584154496,-0.1344188867847903,0.14783525440271597,0.035775407663367176,-0.024302866716824578,-0.011822468513755569,0.0427788130182325
32,2026-01-02,2026-08-07,0.9310525534378915,0.4992473440253369,2.195483763036218,-0.14624135529854598,0.3246780785753492,0.19061406742094847,0.4937499999999999,0.6,2.936876185309854,3,base,breadth4_vol_60,monthly,50,ytd,0.46875,0.8831130360956219,2.1465395766734385,-0.13441888678479008,0.14783525440271597,0.047939517342269644,0.04894418636277953,-0.011822468513755902,0.0427788130182325
188,2023-01-06,2026-08-07,0.38373140373300285,2.235612452067233,1.5007768580797434,-0.21799538695058907,0.23546553226301975,0.19035055792078162,0.2276595744680851,0.6,2.8811857602919084,8,base,breadth4_vol_60,biweekly,50,full_recent,0.1595744680851064,0.3859439073786701,1.5388388960078916,-0.21241551098419553,0.14783525440271597,-0.002212503645667274,-0.03806203792814822,-0.005579875966393533,0.04251530351806565
